date_,adj close_gravita.ns,close_gravita.ns,high_gravita.ns,low_gravita.ns,open_gravita.ns,volume_gravita.ns
2024-03-18,796.2799072265625,803.5499877929688,824.9500122070312,798.9000244140625,805.6500244140625,94442
2024-03-19,788.9468383789062,796.1500244140625,812.0499877929688,790.1500244140625,790.1500244140625,95922
2024-03-20,781.9110717773438,789.0499877929688,804.0499877929688,770.5499877929688,804.0499877929688,135963
2024-03-21,863.9124145507812,871.7999877929688,899.0,790.75,799.7999877929688,372294
2024-03-22,875.1101684570312,883.0999755859375,894.7000122070312,865.3499755859375,874.0,144224
2024-03-26,916.482421875,924.8499755859375,938.9000244140625,864.2000122070312,883.9500122070312,212780
2024-03-27,983.5699462890625,992.5499877929688,1045.8499755859375,945.5499877929688,975.0,1664082
2024-03-28,989.7138061523438,998.75,1009.5999755859375,983.2000122070312,993.0,178171
2024-04-01,991.8939819335938,1000.9500122070312,1016.25,992.0999755859375,1013.2000122070312,116986
2024-04-02,1043.968505859375,1053.5,1060.0,994.0999755859375,1004.0,317696
2024-04-03,1070.674560546875,1080.449951171875,1094.0,1042.0999755859375,1053.9000244140625,262933
2024-04-04,1087.3226318359375,1097.25,1115.0,1082.0,1082.0,251581
2024-04-05,1075.3321533203125,1085.1500244140625,1105.800048828125,1083.0,1104.5,77982
2024-04-08,1080.9805908203125,1090.8499755859375,1107.300048828125,1080.0,1094.0,94280
2024-04-09,1018.3027954101562,1027.5999755859375,1089.949951171875,1017.0,1083.949951171875,224044
2024-04-10,1028.0142822265625,1037.4000244140625,1058.0,1008.1500244140625,1030.75,128227
2024-04-12,994.9658203125,1004.0499877929688,1048.0,1000.0,1044.550048828125,109509
2024-04-15,975.1963500976562,984.0999755859375,1010.0,955.7000122070312,989.7000122070312,111575
2024-04-16,956.9628295898438,965.7000122070312,1002.0,961.0,979.9500122070312,82662
2024-04-18,977.0791625976562,986.0,999.7999877929688,971.75,971.75,86584
2024-04-19,960.3816528320312,969.1500244140625,980.9500122070312,950.1500244140625,964.1500244140625,116854
2024-04-22,965.8814697265625,974.7000122070312,989.2999877929688,970.2000122070312,975.0499877929688,179178
2024-04-23,962.7103881835938,971.5,988.5499877929688,963.0999755859375,984.25,159915
2024-04-24,959.1430053710938,967.9000244140625,984.7999877929688,960.0,982.0,101043
2024-04-25,960.3320922851562,969.0999755859375,983.0999755859375,965.7000122070312,974.9500122070312,48003
2024-04-26,964.6923217773438,973.5,982.6500244140625,968.9000244140625,980.9500122070312,50141
2024-04-29,965.1878051757812,974.0,994.6500244140625,970.0499877929688,990.0,101215
2024-04-30,969.10205078125,977.9500122070312,989.9000244140625,975.0,987.7000122070312,115431
2024-05-02,925.946044921875,934.4000244140625,962.0,908.0499877929688,950.0,714543
2024-05-03,939.4725341796875,948.0499877929688,952.0,938.5,948.0999755859375,173952
2024-05-06,920.9913330078125,929.4000244140625,969.9500122070312,926.5,967.4500122070312,180459
2024-05-07,898.2984619140625,906.5,929.3499755859375,891.9000244140625,929.3499755859375,141530
2024-05-08,907.117919921875,915.4000244140625,929.2000122070312,903.0,914.6500244140625,159357
2024-05-09,903.1045532226562,911.3499755859375,926.6500244140625,905.0,926.6500244140625,216004
2024-05-10,901.370361328125,909.5999755859375,927.1500244140625,901.0,919.0,211365
2024-05-13,898.595703125,906.7999877929688,915.4500122070312,885.0499877929688,915.0,98149
2024-05-14,944.3926391601562,947.5499877929688,953.0,904.0,919.4000244140625,116081
2024-05-15,942.6484375,945.7999877929688,961.4500122070312,937.0,947.5499877929688,144432
2024-05-16,936.1701049804688,939.2999877929688,960.25,936.0,959.0,116109
2024-05-17,957.5984497070312,960.7999877929688,989.0,937.9500122070312,944.5499877929688,334311
2024-05-21,947.7315063476562,950.9000244140625,975.8499755859375,934.0,970.0,243252
2024-05-22,1020.8370361328125,1024.25,1039.9000244140625,933.4500122070312,956.5999755859375,780551
2024-05-23,1045.504638671875,1049.0,1065.3499755859375,1020.25,1039.5999755859375,639847
2024-05-24,1072.663818359375,1076.25,1100.0,1035.0,1047.0,415369
2024-05-27,1135.2047119140625,1139.0,1150.0,1066.25,1076.25,638495
2024-05-28,1124.9888916015625,1128.75,1156.550048828125,1095.050048828125,1150.0,452897
2024-05-29,1122.0985107421875,1125.8499755859375,1154.4000244140625,1084.050048828125,1114.699951171875,327487
2024-05-30,1074.3580322265625,1077.949951171875,1127.5999755859375,1069.0,1121.9000244140625,160125
2024-05-31,1071.866455078125,1075.449951171875,1108.0,1051.199951171875,1080.0,219014
2024-06-03,1067.9295654296875,1071.5,1125.0,1064.050048828125,1120.0,240796
2024-06-04,982.41552734375,985.7000122070312,1065.25,915.0,1055.050048828125,579312
2024-06-05,1056.318359375,1059.8499755859375,1090.0999755859375,954.4000244140625,970.9000244140625,225431
2024-06-06,1096.08544921875,1099.75,1109.949951171875,1060.0,1087.0,286238
2024-06-07,1123.7928466796875,1127.550048828125,1145.5,1086.1500244140625,1098.199951171875,225708
2024-06-10,1129.77294921875,1133.550048828125,1166.949951171875,1111.199951171875,1126.800048828125,182854
2024-06-11,1147.8623046875,1151.699951171875,1156.0,1124.4000244140625,1133.550048828125,268519
2024-06-12,1328.40869140625,1332.8499755859375,1350.0,1180.0,1190.0,3550743
2024-06-13,1276.183349609375,1280.449951171875,1346.0,1255.550048828125,1346.0,734589
2024-06-14,1301.0003662109375,1305.3499755859375,1311.949951171875,1266.5,1280.0,330345
2024-06-18,1279.970703125,1284.25,1305.75,1262.75,1305.3499755859375,313632
2024-06-19,1411.1820068359375,1415.9000244140625,1450.0,1251.25,1284.25,1902053
2024-06-20,1371.813720703125,1376.4000244140625,1406.949951171875,1351.3499755859375,1406.0,389659
2024-06-21,1528.34033203125,1533.449951171875,1635.0,1404.300048828125,1404.300048828125,4488793
2024-06-24,1492.4105224609375,1497.4000244140625,1544.800048828125,1462.050048828125,1521.050048828125,846913
2024-06-25,1485.7327880859375,1490.699951171875,1546.949951171875,1475.550048828125,1498.0,451275
2024-06-26,1484.2376708984375,1489.199951171875,1505.25,1461.0,1490.699951171875,210910
2024-06-27,1467.44384765625,1472.3499755859375,1539.0,1454.0,1489.199951171875,471059
2024-06-28,1471.281005859375,1476.199951171875,1499.8499755859375,1470.0999755859375,1476.949951171875,78512
2024-07-01,1471.8292236328125,1476.75,1499.5,1456.25,1475.0,121621
2024-07-02,1434.1551513671875,1438.949951171875,1499.949951171875,1435.0,1489.0,190160
2024-07-03,1446.563720703125,1451.4000244140625,1499.949951171875,1441.25,1450.0,109655
2024-07-04,1449.055419921875,1453.9000244140625,1480.0,1435.0,1457.9000244140625,104852
2024-07-05,1415.7667236328125,1420.5,1464.0,1410.0,1464.0,167782
2024-07-08,1381.4813232421875,1386.0999755859375,1432.0,1368.300048828125,1422.1500244140625,143422
2024-07-09,1374.05615234375,1378.6500244140625,1420.0,1367.949951171875,1377.8499755859375,177286
2024-07-10,1365.63427734375,1370.199951171875,1414.3499755859375,1336.0999755859375,1389.0,229494
2024-07-11,1354.0728759765625,1358.5999755859375,1380.050048828125,1336.3499755859375,1372.5,135170
2024-07-12,1377.046142578125,1381.6500244140625,1418.949951171875,1345.0,1351.5999755859375,156687
2024-07-15,1403.00927734375,1407.699951171875,1430.0,1366.050048828125,1394.800048828125,225656
2024-07-16,1417.0125732421875,1421.75,1429.800048828125,1395.0,1420.75,136353
2024-07-18,1391.497802734375,1396.1500244140625,1429.6500244140625,1355.5999755859375,1422.050048828125,122683
2024-07-19,1327.910400390625,1332.3499755859375,1385.949951171875,1310.0999755859375,1367.199951171875,188033
2024-07-22,1444.1717529296875,1449.0,1495.0,1331.1500244140625,1355.0,548142
2024-07-23,1722.790283203125,1728.550048828125,1738.800048828125,1422.0,1472.949951171875,2468379
2024-07-24,1697.72412109375,1703.4000244140625,1742.0999755859375,1690.0,1716.0,589477
2024-07-25,1651.8773193359375,1657.4000244140625,1763.949951171875,1633.8499755859375,1691.949951171875,451036
2024-07-26,1692.84033203125,1698.5,1733.3499755859375,1667.449951171875,1669.75,287115
2024-07-29,1683.2723388671875,1688.9000244140625,1724.800048828125,1681.0,1720.0,173747
2024-07-30,1641.511962890625,1647.0,1696.949951171875,1626.0,1688.9000244140625,178944
2024-07-31,1634.684814453125,1640.1500244140625,1675.9000244140625,1626.75,1659.449951171875,107546
2024-08-01,1667.37548828125,1672.949951171875,1698.0,1637.199951171875,1698.0,171928
2024-08-02,1658.554931640625,1664.0999755859375,1696.0,1635.050048828125,1641.0,203252
2024-08-05,1613.3062744140625,1618.699951171875,1659.0,1550.0,1550.8499755859375,293565
2024-08-06,1705.6973876953125,1711.4000244140625,1840.0,1631.8499755859375,1631.8499755859375,1299317
2024-08-07,1759.9659423828125,1765.8499755859375,1785.0,1714.75,1744.0,286850
2024-08-08,1774.06884765625,1780.0,1915.0,1766.050048828125,1780.0,1047724
2024-08-09,1799.63330078125,1805.6500244140625,1822.699951171875,1789.25,1803.5,190317
2024-08-12,1775.9625244140625,1781.9000244140625,1834.949951171875,1760.0,1773.0,170360
2024-08-13,1804.51708984375,1810.550048828125,1867.75,1777.449951171875,1799.699951171875,319307
2024-08-14,1938.4691162109375,1944.949951171875,1990.0,1803.050048828125,1836.3499755859375,1496179
2024-08-16,2209.164306640625,2216.550048828125,2311.5,1961.6500244140625,1970.699951171875,3249731
2024-08-19,2367.833740234375,2375.75,2544.0,2204.800048828125,2229.60009765625,3827501
2024-08-20,2130.028564453125,2137.14990234375,2383.89990234375,2110.0,2380.0,1012293
2024-08-21,2206.9716796875,2214.35009765625,2278.949951171875,2115.0,2155.0,940548
2024-08-22,2181.307373046875,2188.60009765625,2247.300048828125,2167.0,2228.0,264902
2024-08-23,2131.0751953125,2138.199951171875,2201.050048828125,2128.75,2185.0,201240
2024-08-26,2069.431396484375,2076.35009765625,2232.0,2060.0,2159.14990234375,317350
2024-08-27,2037.338623046875,2044.1500244140625,2114.5,2020.550048828125,2095.199951171875,237280
2024-08-28,2137.503662109375,2144.64990234375,2195.0,2050.25,2072.0,503815
2024-08-29,2146.772705078125,2153.949951171875,2209.60009765625,2123.64990234375,2155.10009765625,354027
2024-08-30,2269.56201171875,2277.14990234375,2297.0,2148.39990234375,2158.10009765625,468813
2024-09-02,2213.35009765625,2220.75,2433.25,2201.10009765625,2297.0,696713
2024-09-03,2253.56591796875,2261.10009765625,2279.75,2183.35009765625,2220.050048828125,237679
2024-09-04,2273.7978515625,2281.39990234375,2335.75,2228.050048828125,2250.0,289821
2024-09-05,2345.55810546875,2353.39990234375,2365.0,2270.85009765625,2280.0,317027
2024-09-06,2230.841796875,2238.300048828125,2385.10009765625,2222.5,2357.60009765625,246195
2024-09-09,2183.10107421875,2190.39990234375,2222.60009765625,2157.0,2219.949951171875,179238
2024-09-10,2282.967529296875,2290.60009765625,2354.85009765625,2191.050048828125,2191.050048828125,343170
2024-09-11,2215.542724609375,2222.949951171875,2349.39990234375,2207.949951171875,2298.0,322815
2024-09-12,2322.983642578125,2330.75,2346.800048828125,2250.0,2252.0,275852
2024-09-13,2549.67578125,2558.199951171875,2631.89990234375,2340.0,2349.0,1098637
2024-09-16,2576.635498046875,2585.25,2660.0,2510.199951171875,2584.699951171875,439999
2024-09-17,2655.77099609375,2664.64990234375,2700.0,2562.0,2603.300048828125,390524
2024-09-18,2547.23388671875,2555.75,2684.699951171875,2538.699951171875,2684.39990234375,243273
2024-09-19,2503.978515625,2512.35009765625,2596.800048828125,2431.14990234375,2576.89990234375,260593
2024-09-20,2468.796142578125,2477.050048828125,2552.10009765625,2460.050048828125,2532.39990234375,156817
2024-09-23,2410.83984375,2418.89990234375,2525.14990234375,2406.050048828125,2494.10009765625,197706
2024-09-24,2487.1845703125,2495.5,2524.75,2362.0,2420.0,399173
2024-09-25,2524.759033203125,2533.199951171875,2600.0,2512.64990234375,2535.0,426814
2024-09-26,2511.0048828125,2519.39990234375,2579.0,2484.0,2533.199951171875,174797
2024-09-27,2575.2900390625,2583.89990234375,2609.0,2519.39990234375,2519.39990234375,271405
2024-09-30,2444.876220703125,2453.050048828125,2640.0,2442.0,2595.949951171875,382174
2024-10-01,2456.6865234375,2464.89990234375,2497.39990234375,2414.0,2468.0,221326
2024-10-03,2301.35595703125,2309.050048828125,2403.25,2294.949951171875,2377.050048828125,359133
2024-10-04,2360.557861328125,2368.449951171875,2424.25,2300.050048828125,2308.0,267820
2024-10-07,2251.871337890625,2259.39990234375,2433.35009765625,2243.050048828125,2360.0,212579
2024-10-08,2361.654296875,2369.550048828125,2385.0,2210.0,2262.949951171875,234075
2024-10-09,2422.351318359375,2430.449951171875,2489.0,2363.0,2382.0,265075
2024-10-10,2434.4609375,2442.60009765625,2464.949951171875,2416.10009765625,2430.050048828125,110182
2024-10-11,2458.87939453125,2467.10009765625,2485.60009765625,2406.14990234375,2447.25,131231
2024-10-14,2533.978271484375,2542.449951171875,2578.949951171875,2489.949951171875,2500.0,239698
2024-10-15,2483.347412109375,2491.64990234375,2565.300048828125,2465.10009765625,2565.300048828125,111152
2024-10-16,2451.703125,2459.89990234375,2544.949951171875,2450.10009765625,2491.64990234375,115362
2024-10-17,2490.523681640625,2498.85009765625,2609.85009765625,2485.0,2485.14990234375,468027
2024-10-18,2505.922119140625,2514.300048828125,2539.5,2386.39990234375,2496.60009765625,180737
2024-10-21,2404.1123046875,2412.14990234375,2600.0,2312.10009765625,2550.0,343745
2024-10-22,2166.556640625,2173.800048828125,2407.35009765625,1951.300048828125,2407.35009765625,855911
2024-10-23,2132.121826171875,2139.25,2240.0,2115.050048828125,2209.699951171875,357395
2024-10-24,2047.8533935546875,2054.699951171875,2157.89990234375,2042.5,2150.0,187745
2024-10-25,1984.9637451171875,1991.5999755859375,2081.25,1971.3499755859375,2058.75,315219
2024-10-28,2037.1392822265625,2043.949951171875,2078.0,1970.25,1986.3499755859375,377025
2024-10-29,1989.2493896484375,1995.9000244140625,2062.14990234375,1966.550048828125,2058.75,195628
2024-10-30,1994.5316162109375,2001.199951171875,2028.0,1990.449951171875,2007.699951171875,236294
2024-10-31,2112.736572265625,2119.800048828125,2130.0,1990.0,2000.800048828125,344069
2024-11-01,2242.10400390625,2249.60009765625,2288.300048828125,2150.0,2155.050048828125,132103
2024-11-04,2118.16845703125,2125.25,2266.0,2106.5,2266.0,307575
2024-11-05,2118.118408203125,2125.199951171875,2200.60009765625,2104.949951171875,2125.25,218778
2024-11-06,2222.669189453125,2230.10009765625,2254.0,2130.050048828125,2155.0,226171
2024-11-07,2291.8876953125,2299.550048828125,2335.0,2233.300048828125,2250.050048828125,233203
2024-11-08,2224.712158203125,2232.14990234375,2313.39990234375,2211.10009765625,2302.0,154187
2024-11-11,2235.775146484375,2243.25,2298.550048828125,2133.64990234375,2175.0,175122
2024-11-12,2169.39697265625,2176.64990234375,2289.050048828125,2150.0,2235.5,114428
2024-11-13,2150.859130859375,2158.050048828125,2276.64990234375,2065.75,2146.0,225867
2024-11-14,2091.20849609375,2098.199951171875,2184.949951171875,2083.449951171875,2135.0,216654
2024-11-18,2143.284423828125,2150.449951171875,2198.0,2109.35009765625,2114.0,214377
2024-11-19,2082.83642578125,2089.800048828125,2199.0,2070.0,2174.85009765625,193163
2024-11-21,2026.6741943359375,2033.449951171875,2119.35009765625,2018.0,2106.199951171875,189263
2024-11-22,2083.783447265625,2090.75,2115.0,2046.9000244140625,2055.050048828125,132415
2024-11-25,2121.70654296875,2128.800048828125,2235.75,2110.35009765625,2144.949951171875,236404
2024-11-26,2141.3408203125,2148.5,2182.14990234375,2121.75,2129.0,71915
2024-11-27,2185.5927734375,2192.89990234375,2210.0,2142.0,2170.75,105807
2024-11-28,2175.376953125,2182.64990234375,2233.449951171875,2165.699951171875,2208.800048828125,152375
2024-11-29,2169.546630859375,2176.800048828125,2210.0,2152.550048828125,2184.949951171875,91060
2024-12-02,2136.407470703125,2143.550048828125,2203.300048828125,2135.050048828125,2176.949951171875,127864
2024-12-03,2140.39404296875,2147.550048828125,2176.449951171875,2136.14990234375,2152.800048828125,90235
2024-12-04,2110.444091796875,2117.5,2154.85009765625,2103.0,2149.0,166778
2024-12-05,2184.546630859375,2191.85009765625,2209.0,2121.0,2140.0,225249
2024-12-06,2216.83837890625,2224.25,2285.949951171875,2158.0,2214.0,345280
2024-12-09,2250.226806640625,2257.75,2291.0,2225.35009765625,2230.0,175099
2024-12-10,2280.824462890625,2288.449951171875,2306.0,2224.0,2278.64990234375,338997
2024-12-11,2245.64208984375,2253.14990234375,2375.0,2240.050048828125,2288.449951171875,393155
2024-12-12,2252.36962890625,2259.89990234375,2279.949951171875,2245.35009765625,2258.39990234375,203920
2024-12-13,2188.433349609375,2195.75,2276.85009765625,2179.949951171875,2243.35009765625,483478
2024-12-16,2225.45947265625,2232.89990234375,2266.199951171875,2195.800048828125,2209.89990234375,580389
2024-12-17,2246.4892578125,2254.0,2391.949951171875,2240.0,2300.0,1235248
2024-12-18,2399.627197265625,2407.64990234375,2433.89990234375,2243.35009765625,2265.5,932971
2024-12-19,2396.48779296875,2404.5,2447.0,2317.64990234375,2359.5,812232
2024-12-20,2318.598388671875,2326.35009765625,2474.85009765625,2310.10009765625,2424.0,866632
2024-12-23,2318.797607421875,2326.550048828125,2369.949951171875,2255.0,2344.0,388932
2024-12-24,2230.49267578125,2237.949951171875,2299.050048828125,2192.050048828125,2299.050048828125,1209998
2024-12-26,2243.499267578125,2251.0,2290.25,2211.85009765625,2224.949951171875,257404
2024-12-27,2251.173583984375,2258.699951171875,2274.5,2241.0,2260.699951171875,192872
2024-12-30,2205.67578125,2213.050048828125,2285.0,2202.199951171875,2273.89990234375,307008
2024-12-31,2172.237548828125,2179.5,2220.10009765625,2155.25,2193.449951171875,211851
2025-01-01,2170.044921875,2177.300048828125,2204.699951171875,2168.050048828125,2179.449951171875,133112
2025-01-02,2244.14697265625,2251.64990234375,2259.0,2185.550048828125,2189.39990234375,233268
2025-01-03,2283.116943359375,2290.75,2336.0,2251.0,2251.5,356575
2025-01-06,2191.274169921875,2198.60009765625,2314.5,2190.0,2297.39990234375,356646
2025-01-07,2284.661865234375,2292.300048828125,2310.0,2192.39990234375,2207.39990234375,339535
2025-01-08,2240.609130859375,2248.10009765625,2300.0,2235.35009765625,2291.89990234375,178857
2025-01-09,2246.539306640625,2254.050048828125,2275.0,2230.0,2244.75,107541
2025-01-10,2172.835693359375,2180.10009765625,2259.800048828125,2161.60009765625,2259.800048828125,163283
2025-01-13,2029.3154296875,2036.0999755859375,2180.10009765625,2020.550048828125,2127.25,278056
2025-01-14,2116.42431640625,2123.5,2159.949951171875,2026.5999755859375,2056.0,292633
2025-01-15,2103.916015625,2110.949951171875,2169.0,2100.0,2148.5,148341
2025-01-16,2181.00830078125,2188.300048828125,2210.0,2127.10009765625,2127.10009765625,150400
2025-01-17,2123.40087890625,2130.5,2162.25,2117.0,2153.0,132559
2025-01-20,2211.157470703125,2218.550048828125,2229.949951171875,2110.5,2160.0,163377
2025-01-21,2180.2607421875,2187.550048828125,2259.949951171875,2175.0,2239.0,174608
2025-01-22,2162.171142578125,2169.39990234375,2230.0,2115.550048828125,2195.449951171875,312402
2025-01-23,2052.836669921875,2059.699951171875,2213.39990234375,2016.449951171875,2164.85009765625,618873
2025-01-24,2066.04248046875,2072.949951171875,2096.0,2032.050048828125,2073.75,223491
2025-01-27,1956.7081298828125,1963.25,2047.5,1940.050048828125,2041.8499755859375,373004
2025-01-28,1910.9610595703125,1917.3499755859375,1999.0,1760.3499755859375,1967.9000244140625,526788
2025-01-29,2096.09228515625,2103.10009765625,2120.0,1880.0,1880.0,309329
2025-01-30,1963.684814453125,1970.25,2118.0,1939.300048828125,2100.0,269209
2025-01-31,2058.218994140625,2065.10009765625,2096.0,1934.0,1970.25,203441
2025-02-01,2036.5911865234375,2043.4000244140625,2090.0,1987.1500244140625,2052.64990234375,169792
2025-02-03,1928.004150390625,1934.449951171875,2020.0999755859375,1923.949951171875,2020.0999755859375,225505
2025-02-04,1987.1563720703125,1993.800048828125,2015.0,1950.050048828125,1955.449951171875,177764
2025-02-05,2021.441650390625,2028.199951171875,2074.85009765625,1982.050048828125,1995.0,142427
2025-02-06,2045.41162109375,2052.25,2080.0,2020.050048828125,2028.3499755859375,134878
2025-02-07,2000.2127685546875,2006.9000244140625,2047.8499755859375,1983.0999755859375,2041.050048828125,120964
2025-02-10,1936.5755615234375,1943.050048828125,2006.050048828125,1927.300048828125,2005.0,179615
2025-02-11,1825.397216796875,1831.5,1943.0,1821.0,1943.0,211268
2025-02-12,1813.2379150390625,1819.300048828125,1873.449951171875,1801.5,1855.0,361576
2025-02-13,1762.756591796875,1768.6500244140625,1855.050048828125,1760.1500244140625,1825.0,221633
2025-02-14,1646.495361328125,1652.0,1781.949951171875,1640.1500244140625,1778.199951171875,255021
2025-02-17,1671.162841796875,1676.75,1722.25,1605.449951171875,1642.0,472960
2025-02-18,1632.242919921875,1637.699951171875,1687.800048828125,1620.75,1679.0,172695
2025-02-19,1725.0328369140625,1730.800048828125,1760.0,1612.050048828125,1630.0,327237
2025-02-20,1707.740478515625,1713.449951171875,1753.0,1685.0,1706.0,179195
2025-02-21,1743.6204833984375,1749.449951171875,1776.5,1697.4000244140625,1713.5,224778
2025-02-24,1740.0325927734375,1745.8499755859375,1790.800048828125,1688.5,1749.449951171875,252502
2025-02-25,1694.185791015625,1699.8499755859375,1777.699951171875,1691.0,1748.0,266976
2025-02-27,1685.1162109375,1690.75,1703.0999755859375,1637.050048828125,1699.8499755859375,225806
2025-02-28,1589.38623046875,1594.699951171875,1689.0,1575.0,1665.0,369367
2025-03-03,1525.9981689453125,1531.0999755859375,1609.5,1434.0,1599.0,633869
2025-03-04,1594.867919921875,1600.199951171875,1629.449951171875,1508.0,1508.0,363400
2025-03-05,1628.30615234375,1633.75,1692.5,1571.0999755859375,1602.550048828125,421981
2025-03-06,1699.9166259765625,1705.5999755859375,1738.9000244140625,1647.949951171875,1648.0,447096
2025-03-07,1684.8670654296875,1690.5,1769.0,1681.949951171875,1707.0,360598
2025-03-10,1703.1558837890625,1708.8499755859375,1782.0,1689.050048828125,1691.0,454536
2025-03-11,1647.442138671875,1652.949951171875,1695.8499755859375,1646.0,1679.949951171875,176757
2025-03-12,1601.0970458984375,1606.449951171875,1687.1500244140625,1593.800048828125,1661.0,170008
2025-03-13,1598.8544921875,1604.199951171875,1631.449951171875,1590.1500244140625,1608.800048828125,231633
2025-03-17,1578.073974609375,1583.3499755859375,1650.0,1575.050048828125,1592.25,203929
2025-03-18,1578.073974609375,1583.3499755859375,1583.3499755859375,1583.3499755859375,1583.3499755859375,0
2025-03-19,1718.9031982421875,1724.6500244140625,1749.800048828125,1664.800048828125,1670.0,272056
2025-03-20,1743.77001953125,1749.5999755859375,1764.449951171875,1696.0,1749.9000244140625,266431
2025-03-21,1796.34423828125,1802.3499755859375,1821.0,1731.1500244140625,1760.0,1209037
2025-03-24,1771.278076171875,1777.199951171875,1839.0,1769.25,1820.0,233663
2025-03-25,1771.6767578125,1777.5999755859375,1834.800048828125,1731.9000244140625,1790.199951171875,394675
2025-03-26,1768.636962890625,1774.550048828125,1784.0,1721.75,1779.9000244140625,361675
2025-03-27,1867.755615234375,1874.0,1888.75,1776.550048828125,1783.0999755859375,598874
2025-03-28,1825.8455810546875,1831.949951171875,1939.550048828125,1810.699951171875,1869.949951171875,354380
2025-04-01,1757.9228515625,1763.800048828125,1846.949951171875,1755.5,1815.0,177798
2025-04-02,1764.2515869140625,1770.1500244140625,1797.199951171875,1744.699951171875,1778.0,184909
2025-04-03,1775.6634521484375,1781.5999755859375,1792.75,1750.550048828125,1769.949951171875,120823
2025-04-04,1718.8035888671875,1724.550048828125,1789.550048828125,1700.050048828125,1779.0,292475
2025-04-07,1587.990966796875,1593.300048828125,1620.6500244140625,1379.6500244140625,1379.6500244140625,357739
2025-04-08,1619.88427734375,1625.300048828125,1674.949951171875,1611.1500244140625,1668.9000244140625,143324
2025-04-09,1587.7418212890625,1593.050048828125,1631.0,1583.0,1610.0,75350
