date_,adj close_bajaj-auto.ns,close_bajaj-auto.ns,high_bajaj-auto.ns,low_bajaj-auto.ns,open_bajaj-auto.ns,volume_bajaj-auto.ns
2024-03-19,8358.7021484375,8640.2001953125,8687.900390625,8442.5498046875,8500.0,673456
2024-03-20,8354.251953125,8635.599609375,8784.0,8562.0,8640.0,790885
2024-03-21,8465.5048828125,8750.599609375,8770.0,8585.0,8608.2001953125,720691
2024-03-22,8653.8134765625,8945.25,9050.0,8682.0,8700.0498046875,851210
2024-03-26,8668.615234375,8960.5498046875,9020.0,8851.0498046875,8945.25,534067
2024-03-27,8863.9853515625,9162.5,9287.7998046875,8926.7001953125,8959.0,1034030
2024-03-28,8850.103515625,9148.150390625,9243.599609375,8980.0498046875,9162.5,847202
2024-04-01,8747.5576171875,9042.150390625,9211.599609375,9013.099609375,9194.7998046875,419820
2024-04-02,8973.8837890625,9276.099609375,9357.9501953125,9139.5,9150.0,803845
2024-04-03,8784.6083984375,9080.4501953125,9248.9501953125,9065.2001953125,9248.9501953125,453210
2024-04-04,8848.1689453125,9146.150390625,9181.75,8988.0498046875,9139.0,617929
2024-04-05,8715.970703125,9009.5,9130.0,9000.5,9130.0,356305
2024-04-08,8736.2861328125,9030.5,9090.0,8951.2998046875,9049.0,376197
2024-04-09,8686.3671875,8978.900390625,9132.7001953125,8936.400390625,9090.0,237944
2024-04-10,8712.1494140625,9005.5498046875,9049.7998046875,8901.349609375,9034.7998046875,319824
2024-04-12,8769.5166015625,9064.849609375,9119.0,8930.0,8949.0498046875,480474
2024-04-15,8703.92578125,8997.0498046875,9177.7001953125,8945.0,9059.099609375,386707
2024-04-16,8628.564453125,8919.150390625,9029.4501953125,8784.099609375,8948.0,487529
2024-04-18,8727.3857421875,9021.2998046875,9129.0,8950.0,8967.900390625,819240
2024-04-19,8517.6494140625,8804.5,9090.0,8700.0498046875,9075.0498046875,1385007
2024-04-22,8509.1845703125,8795.75,8884.0,8745.0,8884.0,323734
2024-04-23,8509.232421875,8795.7998046875,8861.5,8761.0,8845.0,295346
2024-04-24,8413.748046875,8697.099609375,8869.0,8680.0,8819.900390625,319824
2024-04-25,8450.3173828125,8734.900390625,8770.0,8641.400390625,8697.0,524667
2024-04-26,8681.9169921875,8974.2998046875,8994.9501953125,8734.5498046875,8747.2998046875,521344
2024-04-29,8474.6953125,8760.099609375,8989.7998046875,8729.0,8974.2998046875,299443
2024-04-30,8613.5693359375,8903.650390625,8966.0,8795.0,8799.400390625,360403
2024-05-02,8813.8251953125,9110.650390625,9146.4501953125,8826.099609375,8944.0,638239
2024-05-03,8808.939453125,9105.599609375,9258.599609375,9064.349609375,9170.0,396042
2024-05-06,8757.6171875,9052.5498046875,9185.75,8810.5498046875,9120.0,458431
2024-05-07,8395.173828125,8677.900390625,9074.9501953125,8642.5498046875,9055.150390625,588285
2024-05-08,8464.3447265625,8749.400390625,8785.349609375,8592.7998046875,8651.0,451581
2024-05-09,8558.619140625,8846.849609375,9007.4501953125,8786.349609375,8800.0,645689
2024-05-10,8689.1728515625,8981.7998046875,9047.9501953125,8906.5,8950.0,482797
2024-05-13,8699.330078125,8992.2998046875,9025.0,8870.5,9022.900390625,435605
2024-05-14,8769.904296875,9065.25,9089.0,8882.75,8952.25,408162
2024-05-15,8613.0859375,8903.150390625,9125.0,8877.349609375,9069.0,274392
2024-05-16,8582.8046875,8871.849609375,8955.5498046875,8710.0,8950.0,680474
2024-05-17,8494.625,8780.7001953125,8958.349609375,8765.5,8891.0,323961
2024-05-21,8533.322265625,8820.7001953125,8860.0,8775.0,8775.0,417798
2024-05-22,8518.6650390625,8805.5498046875,8850.0,8736.0,8850.0,302838
2024-05-23,8671.4208984375,8963.4501953125,8985.0,8751.2001953125,8850.0,731514
2024-05-24,8656.66796875,8948.2001953125,9024.0,8870.099609375,8980.0,455920
2024-05-27,8705.5224609375,8998.7001953125,9069.4501953125,8881.7001953125,9002.0,301747
2024-05-28,8696.8642578125,8989.75,9022.25,8916.2001953125,8998.7001953125,259094
2024-05-29,8774.693359375,9070.2001953125,9139.4501953125,8902.75,8950.0,339934
2024-05-30,8676.306640625,8968.5,9128.900390625,8927.599609375,9068.0,305109
2024-05-31,8788.7685546875,9084.75,9125.5,8923.0,8990.0,560005
2024-06-03,9031.30078125,9335.4501953125,9444.0,9122.5498046875,9180.0,438422
2024-06-04,8945.4912109375,9246.75,9372.849609375,8808.0,9227.0,738601
2024-06-05,9289.408203125,9602.25,9679.0,9176.0,9241.0,489543
2024-06-06,9385.376953125,9701.4501953125,9740.0,9454.0,9595.2998046875,570095
2024-06-07,9408.69140625,9725.5498046875,9740.099609375,9615.0,9643.599609375,246783
2024-06-10,9415.9462890625,9733.0498046875,9924.0,9681.5,9779.0,201452
2024-06-11,9493.001953125,9812.7001953125,9900.0,9700.099609375,9740.0,457442
2024-06-12,9581.5693359375,9904.25,9944.0,9795.7001953125,9854.0,277175
2024-06-13,9600.095703125,9923.400390625,9940.0,9825.25,9904.0,277783
2024-06-14,9715.5205078125,9961.75,9995.0,9813.0498046875,9826.0,320933
2024-06-18,9673.046875,9918.2001953125,10038.7998046875,9908.0,9922.0,206100
2024-06-19,9446.390625,9685.7998046875,9948.0,9670.0,9939.5,279789
2024-06-20,9393.9208984375,9632.0,9735.900390625,9565.0,9692.0,324597
2024-06-21,9364.90625,9602.25,9728.9501953125,9571.099609375,9675.0,334018
2024-06-24,9504.3720703125,9745.25,9758.9501953125,9510.5498046875,9580.0,283754
2024-06-25,9421.1806640625,9659.9501953125,9825.0,9645.0,9755.0,282048
2024-06-26,9240.4609375,9474.650390625,9660.2998046875,9441.5,9659.900390625,431217
2024-06-27,9184.673828125,9417.4501953125,9564.650390625,9365.650390625,9564.650390625,637626
2024-06-28,9266.79296875,9501.650390625,9523.7001953125,9382.25,9465.0,237516
2024-07-01,9296.783203125,9532.400390625,9693.9501953125,9505.0,9505.0,289355
2024-07-02,9168.8740234375,9401.25,9532.400390625,9381.099609375,9520.0,287884
2024-07-03,9189.501953125,9422.400390625,9554.9501953125,9384.599609375,9474.0,318120
2024-07-04,9227.0009765625,9460.849609375,9499.0,9420.349609375,9479.900390625,234656
2024-07-05,9397.626953125,9635.7998046875,9660.0,9493.2998046875,9522.0,608628
2024-07-08,9293.857421875,9529.400390625,9666.150390625,9470.0,9640.0,316215
2024-07-09,9298.4404296875,9534.099609375,9565.0,9481.2001953125,9565.0,262913
2024-07-10,9306.5849609375,9542.4501953125,9650.0,9451.9501953125,9550.0,239607
2024-07-11,9232.8037109375,9466.7998046875,9569.5,9383.0,9542.4501953125,294900
2024-07-12,9197.6455078125,9430.75,9554.349609375,9412.0,9499.9501953125,171581
2024-07-15,9434.248046875,9673.349609375,9738.5,9403.9501953125,9430.75,504086
2024-07-16,9478.1357421875,9718.349609375,9909.9501953125,9633.650390625,9715.0,1041123
2024-07-18,9388.2646484375,9626.2001953125,9745.0,9291.5,9745.0,1055384
2024-07-19,9154.0498046875,9386.0498046875,9675.0,9340.0,9635.0,380782
2024-07-22,9177.1162109375,9409.7001953125,9435.0,9263.2001953125,9350.0,247040
2024-07-23,9150.587890625,9382.5,9508.0,8744.599609375,9435.0,431989
2024-07-24,9031.3115234375,9260.2001953125,9372.7001953125,9250.0,9360.0,283213
2024-07-25,9048.9150390625,9278.25,9309.9501953125,9171.0,9260.0,262328
2024-07-26,9258.259765625,9492.900390625,9505.0,9268.4501953125,9319.0,250956
2024-07-29,9321.4091796875,9557.650390625,9621.0498046875,9509.0,9549.2001953125,302363
2024-07-30,9327.9423828125,9564.349609375,9654.0,9512.0,9550.650390625,301885
2024-07-31,9425.3251953125,9664.2001953125,9680.0,9580.0498046875,9600.0,315292
2024-08-01,9489.986328125,9730.5,9844.0,9662.0,9844.0,308658
2024-08-02,9378.51171875,9616.2001953125,9730.0,9581.75,9714.7998046875,230615
2024-08-05,9250.6025390625,9485.0498046875,9520.0,9369.2998046875,9396.2001953125,310757
2024-08-06,9194.37890625,9427.400390625,9620.0,9400.0,9515.25,246541
2024-08-07,9468.2373046875,9708.2001953125,9725.0,9497.5,9570.0,270583
2024-08-08,9402.9912109375,9641.2998046875,9777.7001953125,9610.150390625,9735.0,365016
2024-08-09,9524.560546875,9765.9501953125,9775.0,9614.0,9761.0,161640
2024-08-12,9470.8212890625,9710.849609375,9750.9501953125,9615.0,9741.0,307698
2024-08-13,9432.5419921875,9671.599609375,9789.849609375,9650.0,9700.0,161706
2024-08-14,9508.6142578125,9749.599609375,9785.0,9671.599609375,9704.0,282934
2024-08-16,9643.740234375,9888.150390625,9925.0,9693.9501953125,9788.0,240190
2024-08-19,9529.14453125,9770.650390625,9944.0,9759.2998046875,9926.9501953125,148301
2024-08-20,9537.970703125,9779.7001953125,9876.650390625,9755.0498046875,9772.2001953125,132844
2024-08-21,9608.4833984375,9852.0,9869.0,9735.0,9779.099609375,134985
2024-08-22,9669.1455078125,9914.2001953125,10011.0,9841.099609375,9900.0,388874
2024-08-23,10149.228515625,10406.4501953125,10444.349609375,9930.0,9970.0,1229549
2024-08-26,10174.68359375,10432.5498046875,10517.150390625,10339.650390625,10375.099609375,309223
2024-08-27,10242.0263671875,10501.599609375,10568.4501953125,10350.0,10401.0,262396
2024-08-28,10393.341796875,10656.75,10715.0,10461.2998046875,10500.0,338792
2024-08-29,10540.7060546875,10807.849609375,10850.0,10555.400390625,10582.0498046875,693506
2024-08-30,10622.337890625,10891.5498046875,10921.349609375,10705.0,10835.0,498560
2024-09-02,10851.08984375,11126.099609375,11154.099609375,10912.150390625,10926.0,787108
2024-09-03,10770.6787109375,11043.650390625,11118.7001953125,11015.0,11105.9501953125,217394
2024-09-04,10692.705078125,10963.7001953125,11029.849609375,10908.900390625,11012.0,324246
2024-09-05,10587.4228515625,10855.75,11015.849609375,10825.5498046875,10964.0,297298
2024-09-06,10562.40625,10830.099609375,10913.9501953125,10796.25,10855.75,216847
2024-09-09,10579.4736328125,10847.599609375,10902.400390625,10780.0,10830.099609375,193055
2024-09-10,10716.16015625,10987.75,11035.7001953125,10780.0498046875,10793.400390625,466892
2024-09-11,11138.45703125,11420.75,11501.2998046875,10986.599609375,11067.75,1283385
2024-09-12,11433.724609375,11723.5,11779.25,11443.349609375,11480.75,1409151
2024-09-13,11447.037109375,11737.150390625,11893.9501953125,11688.400390625,11723.5,417878
2024-09-16,11399.4423828125,11688.349609375,11751.7998046875,11640.0498046875,11734.0,172602
2024-09-17,11654.91796875,11950.2998046875,11972.849609375,11643.099609375,11680.0,444755
2024-09-18,11473.857421875,11764.650390625,12054.0,11740.0,11840.5,446416
2024-09-19,11574.65234375,11868.0,12040.25,11811.2001953125,11811.2001953125,500633
2024-09-20,11646.53125,11941.7001953125,12015.0,11868.25,11925.0,772831
2024-09-23,12033.9619140625,12338.9501953125,12380.0,12000.0,12000.0,735579
2024-09-24,12136.07421875,12443.650390625,12477.5,12230.5498046875,12230.5498046875,503848
2024-09-25,12090.8212890625,12397.25,12430.7001953125,12310.0,12390.0,262012
2024-09-26,12309.6748046875,12621.650390625,12676.5,12391.0498046875,12460.0,641805
2024-09-27,12353.318359375,12666.400390625,12774.0,12551.599609375,12621.650390625,480852
2024-09-30,12040.7890625,12345.9501953125,12651.150390625,12281.650390625,12553.599609375,479000
2024-10-01,11856.9482421875,12157.4501953125,12500.0,12112.099609375,12414.25,670828
2024-10-03,11514.6240234375,11806.4501953125,12018.849609375,11700.0,11732.0,670365
2024-10-04,11483.3662109375,11774.400390625,11948.2998046875,11639.0,11661.2001953125,650553
2024-10-07,11329.9052734375,11617.0498046875,11817.0,11525.0,11774.400390625,341323
2024-10-08,11595.23046875,11889.099609375,11936.849609375,11562.2001953125,11585.0,359432
2024-10-09,11525.9853515625,11818.099609375,11988.7998046875,11802.0,11944.0,193883
2024-10-10,11539.5419921875,11832.0,12030.9501953125,11803.099609375,11821.5,251378
2024-10-11,11583.3818359375,11876.9501953125,11930.650390625,11705.599609375,11890.0,200855
2024-10-14,11605.1787109375,11899.2998046875,11990.099609375,11861.599609375,11928.7998046875,177045
2024-10-15,11236.716796875,11521.5,11950.0,11467.0,11950.0,476945
2024-10-16,11329.80859375,11616.9501953125,11680.0,11381.150390625,11537.900390625,504602
2024-10-17,9869.322265625,10119.4501953125,11287.349609375,10071.0,11222.2001953125,3668914
2024-10-18,9815.1943359375,10063.9501953125,10149.099609375,9841.099609375,10049.5498046875,1543331
2024-10-21,10240.9541015625,10500.5,10829.849609375,9881.400390625,10063.0,2110278
2024-10-22,10112.0703125,10368.349609375,10614.9501953125,10320.0,10500.5,1191148
2024-10-23,10325.072265625,10586.75,10735.099609375,10342.4501953125,10368.0,1323887
2024-10-24,10047.84765625,10302.5,10593.4501953125,10210.0,10504.0,653421
2024-10-25,9953.830078125,10206.099609375,10368.2001953125,9925.0,10300.0,644769
2024-10-28,9763.796875,10011.25,10292.75,9985.0,10206.099609375,340768
2024-10-29,9607.361328125,9850.849609375,10073.9501953125,9640.0,10073.9501953125,1100706
2024-10-30,9694.9423828125,9940.650390625,10057.75,9770.0,9820.0,604822
2024-10-31,9593.1708984375,9836.2998046875,10030.900390625,9805.0,9940.0,361801
2024-11-01,9631.8408203125,9875.9501953125,9950.0,9838.7998046875,9905.0,53757
2024-11-04,9290.1015625,9525.5498046875,9896.5,9365.0,9896.5,1125992
2024-11-05,9630.767578125,9874.849609375,10007.2998046875,9500.2001953125,9530.0,1019901
2024-11-06,9772.818359375,10020.5,10054.0,9848.7998046875,9883.400390625,514045
2024-11-07,9613.0185546875,9856.650390625,10079.7998046875,9789.9501953125,10070.599609375,473407
2024-11-08,9665.4404296875,9910.400390625,9991.0498046875,9777.25,9856.650390625,273163
2024-11-11,9674.16796875,9919.349609375,10032.900390625,9800.0,9850.0498046875,359768
2024-11-12,9439.466796875,9678.7001953125,9999.0,9662.0,9900.0,316606
2024-11-13,9218.5166015625,9452.150390625,9710.0,9416.099609375,9678.7001953125,494123
2024-11-14,9248.5556640625,9482.9501953125,9516.9501953125,9400.0,9410.0,275791
2024-11-18,9281.275390625,9516.5,9603.0,9435.849609375,9459.0498046875,292519
2024-11-19,9309.75390625,9545.7001953125,9698.599609375,9500.4501953125,9560.0,365397
2024-11-21,9270.060546875,9505.0,9554.0,9414.349609375,9473.5,282212
2024-11-22,9247.2880859375,9481.650390625,9602.900390625,9444.099609375,9545.0,619823
2024-11-25,9188.087890625,9420.9501953125,9636.349609375,9392.0,9560.0,1090141
2024-11-26,8911.5947265625,9137.4501953125,9484.0,9120.099609375,9465.0,750430
2024-11-27,8963.1875,9190.349609375,9256.9501953125,9103.0,9175.0,461513
2024-11-28,8790.708984375,9013.5,9272.400390625,8992.25,9165.099609375,687966
2024-11-29,8810.361328125,9033.650390625,9090.900390625,8993.0,9059.099609375,423101
2024-12-02,8904.669921875,9130.349609375,9175.0,9056.9501953125,9078.7998046875,298320
2024-12-03,8935.3427734375,9161.7998046875,9225.0498046875,9105.0,9105.0,398985
2024-12-04,8776.7138671875,8999.150390625,9240.0,8951.0,9161.7998046875,456462
2024-12-05,8672.1630859375,8891.9501953125,9044.150390625,8746.5,9044.150390625,1803653
2024-12-06,8874.9736328125,9099.900390625,9148.9501953125,8930.099609375,8953.900390625,746013
2024-12-09,8853.078125,9077.4501953125,9171.0,9026.400390625,9096.0,304202
2024-12-10,8790.513671875,9013.2998046875,9094.900390625,8980.0,9075.099609375,393944
2024-12-11,8845.6650390625,9069.849609375,9108.400390625,9013.650390625,9045.0498046875,254311
2024-12-12,8741.701171875,8963.25,9095.0,8944.0,9095.0,599056
2024-12-13,8798.4140625,9021.400390625,9051.0,8903.75,8964.150390625,243931
2024-12-16,8775.9326171875,8998.349609375,9078.75,8970.0,9064.0,228470
2024-12-17,8675.1376953125,8895.0,8990.0,8851.400390625,8989.7998046875,456493
2024-12-18,8735.361328125,8956.75,9006.25,8800.0,8825.0,303382
2024-12-19,8760.6220703125,8982.650390625,9003.0,8762.5498046875,8823.0,516640
2024-12-20,8570.05078125,8787.25,9066.75,8759.400390625,8950.0,316335
2024-12-23,8551.7158203125,8768.4501953125,8874.9501953125,8719.900390625,8849.9501953125,514460
2024-12-24,8561.078125,8778.0498046875,8854.0,8731.0,8745.0,297827
2024-12-26,8659.0458984375,8878.5,8898.650390625,8797.599609375,8810.0,240675
2024-12-27,8707.6142578125,8928.2998046875,9179.150390625,8896.25,8896.25,713799
2024-12-30,8562.8828125,8779.900390625,8962.4501953125,8737.5498046875,8928.0,1065253
2024-12-31,8581.1201171875,8798.599609375,8839.75,8740.150390625,8770.0,294554
2025-01-01,8524.5048828125,8740.5498046875,8767.0,8551.0,8754.0498046875,558535
2025-01-02,8855.0771484375,9079.5,9107.2998046875,8677.5498046875,8740.5,734590
2025-01-03,8744.0908203125,8965.7001953125,9109.9501953125,8945.0,9100.0,337802
2025-01-06,8605.74609375,8823.849609375,9093.900390625,8795.0,9004.9501953125,238306
2025-01-07,8592.53125,8810.2998046875,8887.9501953125,8735.099609375,8870.0,270785
2025-01-08,8428.634765625,8642.25,8830.9501953125,8612.0,8776.0,415288
2025-01-09,8617.44921875,8835.849609375,8898.0,8692.099609375,8719.9501953125,612457
2025-01-10,8547.3759765625,8764.0,8855.0,8642.099609375,8832.4501953125,350859
2025-01-13,8383.7724609375,8596.25,8749.900390625,8551.0,8704.5,341577
2025-01-14,8398.3525390625,8611.2001953125,8698.0,8525.0,8620.0,355464
2025-01-15,8365.9736328125,8578.0,8799.0,8561.2998046875,8623.900390625,347402
2025-01-16,8369.826171875,8581.9501953125,8639.900390625,8549.7001953125,8621.0,290855
2025-01-17,8369.2890625,8581.400390625,8666.599609375,8531.2998046875,8565.849609375,183057
2025-01-20,8333.2041015625,8544.400390625,8609.599609375,8462.7001953125,8600.0,294136
2025-01-21,8259.228515625,8468.5498046875,8608.7998046875,8412.099609375,8582.4501953125,343149
2025-01-22,8251.71875,8460.849609375,8534.9501953125,8395.0,8480.7998046875,344305
2025-01-23,8192.32421875,8399.9501953125,8502.2001953125,8375.650390625,8439.150390625,347894
2025-01-24,8193.8359375,8401.5,8489.9501953125,8360.0,8414.400390625,232317
2025-01-27,8177.35302734375,8384.599609375,8418.9501953125,8290.349609375,8378.0498046875,324406
2025-01-28,8190.81298828125,8398.400390625,8489.0,8361.349609375,8426.4501953125,651069
2025-01-29,8412.6396484375,8625.849609375,8807.0,8420.150390625,8420.150390625,802600
2025-01-30,8531.576171875,8747.7998046875,8824.2998046875,8602.5,8659.9501953125,322587
2025-01-31,8629.1044921875,8847.7998046875,8959.900390625,8744.0498046875,8800.0,315913
2025-02-01,8929.2958984375,9155.599609375,9178.0,8806.2998046875,8887.900390625,418755
2025-02-03,8705.908203125,8926.5498046875,9150.0,8886.5498046875,9150.0,667412
2025-02-04,8691.1328125,8911.400390625,9059.650390625,8877.599609375,8950.0,440468
2025-02-05,8707.126953125,8927.7998046875,8968.0,8895.0,8930.0,329075
2025-02-06,8627.689453125,8846.349609375,8961.650390625,8811.0,8922.0,580590
2025-02-07,8767.205078125,8989.400390625,9026.0,8851.0498046875,8890.5498046875,244178
2025-02-10,8661.044921875,8880.5498046875,9069.7998046875,8845.849609375,8989.400390625,192650
2025-02-11,8545.4248046875,8762.0,8877.4501953125,8732.5498046875,8830.0,282926
2025-02-12,8496.2705078125,8711.599609375,8819.400390625,8647.0,8732.0,411042
2025-02-13,8476.521484375,8691.349609375,8777.0498046875,8651.4501953125,8715.0498046875,206920
2025-02-14,8296.240234375,8506.5,8722.7001953125,8419.900390625,8700.0,369356
2025-02-17,8326.1328125,8537.150390625,8552.0498046875,8382.650390625,8494.0,224417
2025-02-18,8237.8203125,8446.599609375,8550.0,8390.4501953125,8510.099609375,206278
2025-02-19,8269.908203125,8479.5,8527.7001953125,8405.0498046875,8440.0498046875,200819
2025-02-20,8416.8828125,8630.2001953125,8640.0,8459.900390625,8459.9501953125,188845
2025-02-21,8295.8017578125,8506.0498046875,8614.0,8450.0,8550.0,222132
2025-02-24,8238.1630859375,8446.9501953125,8488.4501953125,8341.599609375,8450.5,275998
2025-02-25,8209.8310546875,8417.900390625,8468.099609375,8365.0498046875,8450.0,237383
2025-02-27,8028.8662109375,8232.349609375,8413.9501953125,8183.39990234375,8360.099609375,350992
2025-02-28,7707.56005859375,7902.89990234375,8234.75,7886.2998046875,8234.75,580155
2025-03-03,7524.109375,7714.7998046875,7998.2998046875,7679.60009765625,7934.9501953125,497052
2025-03-04,7152.0390625,7333.2998046875,7680.0,7317.0498046875,7652.10009765625,1078953
2025-03-05,7236.888671875,7420.2998046875,7443.2998046875,7301.0,7332.2001953125,749464
2025-03-06,7277.8017578125,7462.25,7500.0,7376.9501953125,7481.0,917093
2025-03-07,7387.52099609375,7574.75,7624.0,7451.10009765625,7462.25,942308
2025-03-10,7200.90087890625,7383.39990234375,7573.0,7352.0,7573.0,495241
2025-03-11,7314.5703125,7499.9501953125,7515.9501953125,7328.0,7355.5,412703
2025-03-12,7329.29638671875,7515.0498046875,7569.0,7429.85009765625,7499.9501953125,529286
2025-03-13,7319.20263671875,7504.7001953125,7545.25,7415.0,7545.25,454776
2025-03-17,7301.01318359375,7486.0498046875,7611.0,7433.0,7500.0,286383
2025-03-18,7301.01318359375,7486.0498046875,7486.0498046875,7486.0498046875,7486.0498046875,0
2025-03-19,7530.9853515625,7721.85009765625,7767.64990234375,7619.25,7674.0,409356
2025-03-20,7724.2373046875,7920.0,7951.9501953125,7722.0,7734.9501953125,606109
2025-03-21,7868.43310546875,8067.85009765625,8151.0,7938.0,7969.0,703280
2025-03-24,7924.70654296875,8125.5498046875,8213.9501953125,8070.0,8117.7998046875,453508
2025-03-25,7808.11181640625,8006.0,8167.9501953125,7952.0,8160.0,824076
2025-03-26,7779.92626953125,7977.10009765625,8047.4501953125,7910.0,8014.35009765625,391366
2025-03-27,7777.19482421875,7974.2998046875,8039.10009765625,7852.25,7901.0,651971
2025-03-28,7684.1044921875,7878.85009765625,8024.89990234375,7810.75,7970.39990234375,392400
2025-04-01,7795.4814453125,7993.0498046875,8048.0,7631.0,7631.0,283618
2025-04-02,7873.40673828125,8072.9501953125,8083.7998046875,7945.0,7962.0,237191
2025-04-03,7716.63037109375,7912.2001953125,7940.0498046875,7840.0,7940.0498046875,470005
2025-04-04,7495.1435546875,7685.10009765625,7889.85009765625,7652.25,7880.0,461228
2025-04-07,7126.19384765625,7306.7998046875,7357.5498046875,7089.35009765625,7300.0,469629
2025-04-08,7312.716796875,7498.0498046875,7529.85009765625,7345.75,7384.5,259199
2025-04-09,7385.13134765625,7572.2998046875,7631.2998046875,7460.5,7525.4501953125,261256
2025-04-11,7576.8232421875,7768.85009765625,7779.9501953125,7636.35009765625,7719.5,290737
2025-04-15,7797.87109375,7995.5,8040.0,7828.5,8000.0,387999
2025-04-16,7764.71142578125,7961.5,7999.5,7864.5,7999.0,294161
2025-04-17,7819.81494140625,8018.0,8055.0,7864.5,7994.0,274331
2025-04-21,8043.642578125,8247.5,8275.0,7950.0,8010.0,285132
2025-04-22,7939.77490234375,8141.0,8186.5,8075.0,8186.0,394636
2025-04-23,8057.29638671875,8261.5,8294.5,8051.0,8111.0,598686
2025-04-24,7998.779296875,8201.5,8328.0,8169.0,8260.0,322100
2025-04-25,7835.41943359375,8034.0,8259.5,7965.0,8225.0,508224
2025-04-28,7895.88720703125,8096.0,8134.5,7971.0,8034.0,282481
2025-04-29,7878.81982421875,8078.5,8169.5,8020.0,8136.5,228383
2025-04-30,7831.5185546875,8030.0,8077.5,7977.5,8060.0,447067
2025-05-02,7627.19677734375,7820.5,8086.0,7803.0,8000.0,379515
2025-05-05,7724.72509765625,7920.5,7964.5,7850.0,7869.5,250175
2025-05-06,7749.10693359375,7945.5,8044.0,7910.0,7930.0,270568
2025-05-07,7654.9921875,7849.0,7978.0,7811.5,7915.5,459640
