date_,adj close_bajaj-auto.ns,close_bajaj-auto.ns,high_bajaj-auto.ns,low_bajaj-auto.ns,open_bajaj-auto.ns,volume_bajaj-auto.ns
2025-05-08,7533.56982421875,7724.5,7869.5,7670.0,7850.5,461725
2025-05-09,7492.60791015625,7682.5,7743.5,7612.0,7620.0,248982
2025-05-12,7840.78369140625,8039.5,8048.5,7778.0,7800.0,296774
2025-05-13,7863.70263671875,8063.0,8109.0,7950.0,8039.5,407395
2025-05-14,7902.2265625,8102.5,8208.0,8032.0,8090.0,225717
2025-05-15,8120.2021484375,8326.0,8366.0,8077.0,8135.0,497959
2025-05-16,8272.833984375,8482.5,8495.0,8280.0,8350.0,483122
2025-05-19,8632.2255859375,8851.0,8861.5,8492.0,8500.0,858221
2025-05-20,8353.294921875,8565.0,8850.0,8526.5,8850.0,449936
2025-05-21,8472.7666015625,8687.5,8765.0,8535.5,8608.0,572628
2025-05-22,8517.6298828125,8733.5,8775.5,8512.5,8660.0,916615
2025-05-23,8524.9443359375,8741.0,8838.0,8714.0,8765.0,321989
2025-05-26,8737.068359375,8958.5,8978.5,8770.0,8784.5,440577
2025-05-27,8741.45703125,8963.0,9004.5,8900.5,8945.0,401273
2025-05-28,8630.2744140625,8849.0,9007.0,8775.0,8990.0,312080
2025-05-29,8655.14453125,8874.5,8940.0,8802.0,8907.0,330341
2025-05-30,8394.2568359375,8607.0,8865.0,8585.0,8787.0,1434828
2025-06-02,8303.0673828125,8513.5,8621.5,8415.0,8621.5,457251
2025-06-03,8351.34375,8563.0,8600.0,8490.0,8513.0,566074
2025-06-04,8351.83203125,8563.5,8640.5,8527.0,8550.5,431009
2025-06-05,8345.9794921875,8557.5,8614.0,8509.5,8614.0,381642
2025-06-06,8423.5146484375,8637.0,8685.0,8541.0,8608.0,435024
2025-06-09,8427.416015625,8641.0,8705.0,8599.5,8680.0,443544
2025-06-10,8412.787109375,8626.0,8664.0,8574.0,8645.0,350288
2025-06-11,8503.48828125,8719.0,8770.0,8610.0,8635.5,462124
2025-06-12,8355.2451171875,8567.0,8756.0,8540.0,8732.5,368162
2025-06-13,8254.3037109375,8463.5,8485.5,8350.0,8460.0,250910
2025-06-16,8318.671875,8529.5,8595.0,8451.0,8486.5,203598
2025-06-17,8284.537109375,8494.5,8554.0,8455.0,8490.0,286217
2025-06-18,8258.6923828125,8468.0,8657.5,8440.5,8505.0,561114
2025-06-19,8286.0,8496.0,8555.0,8451.5,8480.0,332303
2025-06-20,8371.0,8371.0,8403.0,8250.0,8315.0,567646
2025-06-23,8286.5,8286.5,8328.5,8255.0,8275.0,271619
2025-06-24,8377.0,8377.0,8424.5,8331.5,8363.0,214129
2025-06-25,8389.5,8389.5,8437.0,8371.0,8407.0,276176
2025-06-26,8433.0,8433.0,8465.0,8361.0,8370.0,371685
2025-06-27,8436.0,8436.0,8507.0,8414.0,8468.0,504248
2025-06-30,8376.0,8376.0,8496.0,8360.0,8470.0,303799
2025-07-01,8399.0,8399.0,8409.0,8300.0,8370.0,363782
2025-07-02,8356.5,8356.5,8409.5,8314.5,8350.0,267604
2025-07-03,8382.5,8382.5,8464.5,8350.0,8378.0,175619
2025-07-04,8433.0,8433.0,8450.0,8364.5,8382.0,183720
2025-07-07,8463.5,8463.5,8484.0,8404.0,8433.0,123117
2025-07-08,8339.5,8339.5,8474.0,8291.0,8463.0,253579
2025-07-09,8361.0,8361.0,8376.0,8310.5,8350.0,157280
2025-07-10,8285.0,8285.0,8394.0,8268.0,8394.0,229552
2025-07-11,8067.0,8067.0,8300.0,8045.5,8285.5,539579
2025-07-14,8087.5,8087.5,8120.0,8035.5,8090.0,248351
2025-07-15,8311.0,8311.0,8326.0,8090.0,8128.0,366546
2025-07-16,8302.5,8302.5,8345.0,8184.5,8311.0,275493
2025-07-17,8330.0,8330.0,8355.0,8262.5,8278.5,249880
2025-07-18,8347.5,8347.5,8365.0,8305.0,8305.0,268313
2025-07-21,8438.5,8438.5,8450.0,8306.0,8306.0,253964
2025-07-22,8295.0,8295.0,8470.0,8277.0,8470.0,302466
2025-07-23,8397.0,8397.0,8405.0,8290.5,8313.5,194644
2025-07-24,8288.5,8288.5,8435.0,8276.0,8409.5,298692
2025-07-25,8075.5,8075.5,8280.0,8044.5,8275.0,554118
2025-07-28,8089.5,8089.5,8158.0,8075.0,8075.5,232171
2025-07-29,8127.5,8127.5,8146.0,8056.0,8089.5,209998
2025-07-30,8043.5,8043.5,8132.5,8025.0,8090.5,222804
2025-07-31,8008.0,8008.0,8094.0,7930.5,7990.0,297025
2025-08-01,8044.5,8044.5,8091.0,7951.5,8008.0,329818
2025-08-04,8187.5,8187.5,8205.0,8044.5,8044.5,221221
2025-08-05,8230.5,8230.5,8236.5,8130.0,8176.0,194083
2025-08-06,8178.5,8178.5,8269.0,8120.0,8269.0,515934
2025-08-07,8229.0,8229.0,8249.0,7858.5,8070.0,456168
2025-08-08,8224.0,8224.0,8277.0,8185.0,8229.0,282679
2025-08-11,8275.0,8275.0,8300.0,8132.5,8235.0,180274
2025-08-12,8196.5,8196.5,8321.5,8180.0,8275.5,184529
2025-08-13,8248.5,8248.5,8309.5,8189.0,8214.5,367519
2025-08-14,8213.5,8213.5,8280.0,8198.0,8250.0,364270
2025-08-18,8588.5,8588.5,8629.5,8400.0,8400.0,995976
2025-08-19,8795.5,8795.5,8856.0,8586.0,8609.0,1052384
2025-08-20,8827.5,8827.5,8872.5,8763.5,8794.5,490202
2025-08-21,8684.5,8684.5,8869.0,8630.0,8835.0,510564
2025-08-22,8679.5,8679.5,8715.0,8581.0,8684.5,369875
2025-08-25,8750.5,8750.5,8764.0,8633.5,8750.0,360880
2025-08-26,8691.5,8691.5,8825.0,8646.0,8730.0,778390
2025-08-28,8689.5,8689.5,8798.0,8661.0,8798.0,394657
2025-08-29,8631.5,8631.5,8730.0,8571.5,8714.0,344340
2025-09-01,8967.0,8967.0,9037.5,8665.0,8665.0,658701
2025-09-02,9030.5,9030.5,9109.5,8926.0,8970.0,548186
2025-09-03,9116.0,9116.0,9129.5,8992.0,9052.0,322758
2025-09-04,9071.0,9071.0,9353.5,9046.5,9350.0,652617
2025-09-05,9084.5,9084.5,9172.0,9053.0,9117.0,231190
2025-09-08,9433.5,9433.5,9490.0,9073.0,9102.0,713087
2025-09-09,9383.0,9383.0,9428.5,9236.5,9390.5,505482
2025-09-10,9244.0,9244.0,9440.0,9180.0,9425.0,454231
2025-09-11,9113.5,9113.5,9243.5,9075.0,9243.5,472941
2025-09-12,8999.5,8999.5,9205.0,8979.5,9115.0,481492
2025-09-15,9025.0,9025.0,9091.5,8964.0,9026.5,325549
2025-09-16,9072.5,9072.5,9099.0,9020.0,9032.0,219134
2025-09-17,9084.0,9084.0,9136.0,9070.0,9076.5,172732
2025-09-18,9075.0,9075.0,9115.0,9025.0,9099.5,183574
2025-09-19,8971.5,8971.5,9063.5,8950.5,9050.0,467648
2025-09-22,9054.5,9054.5,9195.0,8959.5,8971.5,525239
2025-09-23,8984.5,8984.5,9225.0,8950.0,9079.0,451186
2025-09-24,8839.0,8839.0,8999.0,8804.0,8990.0,240914
2025-09-25,8842.5,8842.5,8910.0,8758.0,8821.0,441002
2025-09-26,8702.0,8702.0,8880.0,8668.0,8830.0,335841
2025-09-29,8717.5,8717.5,8829.0,8675.5,8745.0,394174
2025-09-30,8678.5,8678.5,8769.0,8640.0,8721.0,285609
2025-10-01,8626.5,8626.5,8846.5,8586.5,8720.0,551282
2025-10-03,8679.5,8679.5,8698.5,8491.5,8626.5,915075
2025-10-06,8792.0,8792.0,8803.5,8651.0,8698.0,300715
2025-10-07,8904.0,8904.0,8915.0,8785.5,8800.0,490577
2025-10-08,8792.0,8792.0,8903.0,8750.5,8903.0,408647
2025-10-09,8810.0,8810.0,8817.5,8701.5,8775.0,217161
2025-10-10,8946.5,8946.5,8955.0,8781.5,8816.0,228686
2025-10-13,9066.0,9066.0,9084.0,8917.0,8947.0,374531
2025-10-14,9102.5,9102.5,9120.0,9032.5,9100.0,297332
2025-10-15,8998.0,8998.0,9180.0,8955.5,9106.5,300055
2025-10-16,9151.5,9151.5,9177.0,9022.0,9030.0,334619
2025-10-17,9150.5,9150.5,9194.5,9090.5,9150.0,466036
2025-10-20,9124.5,9124.5,9236.5,9100.5,9194.5,303686
2025-10-21,9118.0,9118.0,9165.0,9081.0,9159.5,27642
2025-10-23,9047.0,9047.0,9157.0,9017.0,9136.0,249420
2025-10-24,9076.5,9076.5,9099.0,9012.0,9070.0,332130
2025-10-27,9095.5,9095.5,9115.0,9055.0,9099.5,310061
2025-10-28,9057.5,9057.5,9130.0,9019.0,9100.0,459991
2025-10-29,9034.0,9034.0,9090.0,8960.0,9090.0,226605
2025-10-30,8923.0,8923.0,9065.0,8904.5,9034.0,250532
2025-10-31,8892.5,8892.5,9051.0,8802.0,8939.5,261013
2025-11-03,8922.5,8922.5,8957.5,8855.0,8900.0,206987
2025-11-04,8751.0,8751.0,8920.0,8713.0,8920.0,517334
2025-11-05,8751.0,8751.0,8751.0,8751.0,8751.0,0
2025-11-06,8720.5,8720.5,8820.5,8702.5,8755.0,326774
2025-11-07,8721.5,8721.5,8749.5,8605.0,8720.0,290120
2025-11-10,8772.0,8772.0,8838.0,8685.5,8795.0,992874
2025-11-11,8895.0,8895.0,8945.0,8726.0,8819.0,380748
2025-11-12,8868.0,8868.0,8935.0,8800.0,8935.0,439922
2025-11-13,8867.5,8867.5,8895.5,8842.0,8888.0,276001
2025-11-14,8843.0,8843.0,8867.5,8781.5,8867.5,550371
2025-11-17,8945.5,8945.5,9025.0,8850.0,8850.0,457995
2025-11-18,8921.0,8921.0,8999.0,8900.0,8975.5,276172
2025-11-19,8884.5,8884.5,8975.0,8863.5,8950.0,326292
2025-11-20,8979.5,8979.5,9005.0,8890.0,8924.0,189991
2025-11-21,8892.0,8892.0,8957.5,8862.0,8950.0,320271
2025-11-24,9007.5,9007.5,9049.0,8857.5,8905.0,466198
2025-11-25,9048.0,9048.0,9145.0,9001.0,9025.0,482151
2025-11-26,9164.0,9164.0,9180.0,9028.0,9054.0,354143
2025-11-27,9022.5,9022.5,9254.5,8996.0,9194.0,602295
2025-11-28,9073.5,9073.5,9106.0,8922.0,9031.0,432445
2025-12-01,9096.0,9096.0,9189.5,9055.5,9129.0,449503
2025-12-02,9085.5,9085.5,9142.0,8988.0,9100.0,319833
2025-12-03,9000.5,9000.5,9105.0,8950.0,9085.5,412081
2025-12-04,9085.0,9085.0,9095.0,8988.0,9005.0,275604
2025-12-05,9109.0,9109.0,9130.0,9045.5,9054.0,279893
2025-12-08,9026.0,9026.0,9124.5,8956.5,9115.0,299426
2025-12-09,8961.0,8961.0,9034.5,8880.0,8990.0,373015
2025-12-10,8991.0,8991.0,9001.5,8904.0,8961.0,307300
2025-12-11,9053.5,9053.5,9084.0,8961.0,8991.0,136142
2025-12-12,9015.0,9015.0,9089.5,8960.0,9065.0,356060
2025-12-15,8940.0,8940.0,9042.5,8884.0,9040.0,507849
2025-12-16,9008.0,9008.0,9028.0,8891.0,8940.0,278902
2025-12-17,8895.0,8895.0,9009.0,8859.0,9008.0,256364
2025-12-18,8831.0,8831.0,8891.0,8735.0,8891.0,338487
2025-12-19,9002.0,9002.0,9011.0,8827.0,8830.5,215196
2025-12-22,9164.0,9164.0,9185.0,8997.5,9010.0,377385
2025-12-23,9099.0,9099.0,9184.0,9080.0,9184.0,215559
2025-12-24,9170.0,9170.0,9194.5,9070.0,9100.0,167717
2025-12-25,9170.0,9170.0,9170.0,9170.0,9170.0,0
2025-12-26,9064.5,9064.5,9185.5,9052.0,9182.5,105815
2025-12-29,9087.0,9087.0,9127.0,9055.5,9069.5,263943
2025-12-30,9282.0,9282.0,9299.0,9025.5,9087.0,464922
2025-12-31,9343.0,9343.0,9398.0,9296.5,9320.0,319864
2026-01-01,9558.0,9558.0,9585.0,9318.5,9365.0,306936
2026-01-02,9502.5,9502.5,9633.0,9310.5,9550.0,733651
2026-01-05,9497.5,9497.5,9684.0,9465.0,9520.0,304245
2026-01-06,9661.0,9661.0,9783.5,9543.0,9575.0,503002
2026-01-07,9789.5,9789.5,9807.0,9608.0,9668.0,334802
2026-01-08,9760.5,9760.5,9888.0,9725.0,9799.5,534086
2026-01-09,9562.5,9562.5,9830.0,9538.0,9760.5,250994
2026-01-12,9491.0,9491.0,9588.5,9360.0,9562.5,332453
2026-01-13,9554.0,9554.0,9576.5,9458.5,9506.0,229215
2026-01-14,9579.5,9579.5,9610.0,9494.0,9576.0,335206
2026-01-16,9489.0,9489.0,9616.5,9389.5,9540.0,528450
