date_,adj close_enginersin.ns,close_enginersin.ns,high_enginersin.ns,low_enginersin.ns,open_enginersin.ns,volume_enginersin.ns
2024-08-05,230.8281707763672,238.3000030517578,248.0,234.5,246.9499969482422,5801461
2024-08-06,222.30409240722656,229.5,248.9499969482422,227.89999389648438,243.0,5449560
2024-08-07,225.74278259277344,233.0500030517578,237.0,228.5500030517578,235.3000030517578,7806294
2024-08-08,220.99639892578125,228.14999389648438,235.5500030517578,226.85000610351562,234.0,4118270
2024-08-09,215.91102600097656,222.89999389648438,231.8000030517578,220.14999389648438,230.5,5657496
2024-08-12,219.97935485839844,227.10000610351562,228.6999969482422,212.60000610351562,212.60000610351562,8796989
2024-08-13,212.5692138671875,219.4499969482422,230.3000030517578,218.0,228.85000610351562,3901654
2024-08-14,206.8542022705078,213.5500030517578,222.0,212.6999969482422,222.0,4202296
2024-08-16,208.4524688720703,215.1999969482422,220.10000610351562,212.89999389648438,216.0,4731390
2024-08-19,213.78001403808594,220.6999969482422,226.39999389648438,217.10000610351562,217.39999389648438,5990048
2024-08-20,212.32704162597656,219.1999969482422,223.5,218.0,222.0,2913466
2024-08-21,213.00819396972656,218.89999389648438,222.5,217.5,219.6999969482422,3651199
2024-08-22,209.89431762695312,215.6999969482422,221.0,214.89999389648438,220.0,4876004
2024-08-23,209.6510467529297,215.4499969482422,219.85000610351562,214.0500030517578,216.0,3751547
2024-08-26,208.33740234375,214.10000610351562,218.39999389648438,212.5500030517578,216.5500030517578,2954238
2024-08-27,209.2618408203125,215.0500030517578,216.4499969482422,212.6999969482422,215.0,2663524
2024-08-28,219.4792022705078,225.5500030517578,229.0,215.5500030517578,215.5500030517578,17436924
2024-08-29,218.06825256347656,224.10000610351562,227.5,221.75,226.8000030517578,4621319
2024-08-30,211.6458740234375,217.5,225.6999969482422,217.0500030517578,225.14999389648438,3264414
2024-09-02,217.6595458984375,223.67999267578125,224.60000610351562,216.1999969482422,218.89999389648438,5309468
2024-09-03,216.20965576171875,222.19000244140625,225.58999633789062,221.0500030517578,223.8000030517578,2486695
2024-09-04,212.66761779785156,218.5500030517578,220.25,217.1999969482422,218.3000030517578,2853357
2024-09-05,211.18853759765625,217.02999877929688,220.1999969482422,216.8000030517578,219.0,1807653
2024-09-06,211.81129455566406,217.6699981689453,218.99000549316406,213.0,217.5,2748019
2024-09-09,199.55044555664062,205.07000732421875,218.0,204.14999389648438,217.6699981689453,6542177
2024-09-10,206.76100158691406,212.47999572753906,215.89999389648438,204.8000030517578,206.74000549316406,6497973
2024-09-11,204.64939880371094,210.30999755859375,214.35000610351562,209.25,212.49000549316406,3880221
2024-09-12,220.8026123046875,226.91000366210938,228.0,213.10000610351562,213.10000610351562,26539643
2024-09-13,217.04649353027344,223.0500030517578,228.6999969482422,222.02000427246094,227.75,5490923
2024-09-16,209.7872772216797,215.58999633789062,224.0,215.10000610351562,224.0,3398926
2024-09-17,208.11358642578125,213.8699951171875,218.63999938964844,212.69000244140625,214.1699981689453,3016933
2024-09-18,203.57901000976562,209.2100067138672,214.89999389648438,208.1999969482422,213.89999389648438,3966381
2024-09-19,198.41192626953125,203.89999389648438,212.8000030517578,202.32000732421875,210.49000549316406,4834825
2024-09-20,206.06036376953125,211.75999450683594,212.75,204.00999450683594,205.0500030517578,5198110
2024-09-23,213.4752960205078,219.3800048828125,221.1699981689453,210.0,212.5,7901312
2024-09-24,213.32931518554688,219.22999572753906,222.3000030517578,217.10000610351562,219.89999389648438,3890263
2024-09-25,211.93780517578125,217.8000030517578,222.47999572753906,213.49000549316406,219.47999572753906,3624921
2024-09-26,205.96307373046875,211.66000366210938,217.7899932861328,210.11000061035156,217.41000366210938,2866418
2024-09-27,206.19659423828125,211.89999389648438,215.22999572753906,209.9199981689453,213.99000549316406,3850995
2024-09-30,206.01173400878906,211.7100067138672,213.3000030517578,208.60000610351562,210.0500030517578,2349717
2024-10-01,203.79307556152344,209.42999267578125,213.1999969482422,207.8000030517578,211.0,2807881
2024-10-03,195.73594665527344,201.14999389648438,208.75,198.9499969482422,205.0,4547516
2024-10-04,196.786865234375,202.22999572753906,207.44000244140625,198.0,202.0,4414091
2024-10-07,183.7572784423828,188.83999633789062,206.38999938964844,187.80999755859375,205.24000549316406,6963514
2024-10-08,196.8160858154297,202.25999450683594,202.89999389648438,187.47000122070312,189.85000610351562,5837677
2024-10-09,196.18357849121094,201.61000061035156,206.39999389648438,200.75,203.0,2294359
2024-10-10,194.79205322265625,200.17999267578125,206.02999877929688,198.1199951171875,202.5500030517578,2959250
2024-10-11,195.30780029296875,200.7100067138672,204.39999389648438,199.10000610351562,200.75,1884684
2024-10-14,190.3547821044922,195.6199951171875,202.4600067138672,194.6999969482422,201.0,3139327
2024-10-15,189.20655822753906,194.44000244140625,198.61000061035156,193.5,196.14999389648438,3932910
2024-10-16,188.62269592285156,193.83999633789062,198.89999389648438,191.25999450683594,194.4499969482422,4342636
2024-10-17,182.7744598388672,187.8300018310547,195.75,187.0,194.6999969482422,4038494
2024-10-18,182.44361877441406,187.49000549316406,190.1999969482422,183.36000061035156,186.6999969482422,5744047
2024-10-21,180.51690673828125,185.50999450683594,189.6999969482422,184.6699981689453,189.0,3231623
2024-10-22,171.5061492919922,176.25,184.8699951171875,175.10000610351562,184.41000366210938,3865019
2024-10-23,174.6783905029297,179.50999450683594,185.49000549316406,172.25,175.0,5483993
2024-10-24,175.55416870117188,180.41000366210938,186.38999938964844,177.86000061035156,179.5,3932422
2024-10-25,168.92747497558594,173.60000610351562,181.38999938964844,171.5800018310547,180.5,3452783
2024-10-28,175.30116271972656,180.14999389648438,181.92999267578125,172.52000427246094,174.9499969482422,3155148
2024-10-29,176.01153564453125,180.8800048828125,182.8000030517578,176.7100067138672,180.0,2738957
2024-10-30,181.80137634277344,186.8300018310547,188.0,176.5,178.60000610351562,5732558
2024-10-31,189.49847412109375,194.74000549316406,195.75,186.89999389648438,188.0,4812058
2024-11-01,190.89971923828125,196.17999267578125,198.0,195.25,195.5,668742
2024-11-04,187.98045349121094,193.17999267578125,196.1699981689453,190.5,196.16000366210938,2221852
2024-11-05,186.72518920898438,191.88999938964844,195.49000549316406,190.5,190.5,3583486
2024-11-06,192.21337890625,197.52999877929688,198.47000122070312,192.10000610351562,192.5500030517578,2792942
2024-11-07,188.69081115722656,193.91000366210938,199.24000549316406,193.10000610351562,197.1300048828125,1761881
2024-11-08,182.7841796875,187.83999633789062,193.69000244140625,187.2100067138672,192.3000030517578,1672700
2024-11-11,184.23410034179688,189.3300018310547,194.4199981689453,183.86000061035156,185.60000610351562,3217074
2024-11-12,182.20034790039062,187.24000549316406,194.0,185.91000366210938,189.0,2168672
2024-11-13,174.4643096923828,179.2899932861328,187.22999572753906,178.75,185.8000030517578,2151699
2024-11-14,175.5055389404297,180.36000061035156,184.38999938964844,179.1999969482422,179.2899932861328,1631446
2024-11-18,174.53244018554688,179.36000061035156,183.38999938964844,177.0,180.36000061035156,2062522
2024-11-19,176.4202117919922,181.3000030517578,185.66000366210938,179.97000122070312,180.0,1816050
2024-11-21,173.28689575195312,178.0800018310547,181.3000030517578,176.0,181.3000030517578,1489133
2024-11-22,176.01153564453125,180.8800048828125,182.0,176.89999389648438,178.38999938964844,1791427
2024-11-25,178.13284301757812,183.05999755859375,189.11000061035156,182.5,185.49000549316406,2766181
2024-11-26,179.05726623535156,184.00999450683594,185.89999389648438,182.5,182.6999969482422,1703941
2024-11-27,196.4171142578125,201.85000610351562,203.8000030517578,183.5,184.13999938964844,17324734
2024-11-28,193.58541870117188,198.94000244140625,204.39999389648438,198.0500030517578,202.99000549316406,6032944
2024-11-29,195.94029235839844,201.36000061035156,203.75999450683594,197.0,199.67999267578125,5595342
2024-12-02,192.97239685058594,198.30999755859375,203.3000030517578,197.50999450683594,202.0399932861328,4473999
2024-12-03,198.4411163330078,203.92999267578125,208.39999389648438,198.5,198.5,10884197
2024-12-04,198.7914276123047,204.2899932861328,206.3000030517578,202.39999389648438,204.8000030517578,3643789
2024-12-05,197.75022888183594,203.22000122070312,205.75,202.1999969482422,205.33999633789062,2728108
2024-12-06,199.0249786376953,204.52999877929688,207.4199981689453,202.64999389648438,203.0,4204176
2024-12-09,202.3042449951172,207.89999389648438,209.39999389648438,204.0399932861328,204.5,4173614
2024-12-10,202.23614501953125,207.8300018310547,211.6999969482422,204.41000366210938,208.0,4676066
2024-12-11,201.0587158203125,206.6199951171875,209.6999969482422,205.60000610351562,208.0,2390352
2024-12-12,197.6626434326172,203.1300048828125,207.35000610351562,201.5,207.0,1519521
2024-12-13,196.40736389160156,201.83999633789062,203.0,198.0,201.00999450683594,2346018
2024-12-16,196.04734802246094,201.47000122070312,204.97999572753906,200.9600067138672,201.83999633789062,1461187
2024-12-17,193.98440551757812,199.35000610351562,203.8000030517578,198.5,202.39999389648438,1582180
2024-12-18,187.74691772460938,192.94000244140625,199.39999389648438,191.5500030517578,199.39999389648438,2460449
2024-12-19,187.47447204589844,192.66000366210938,193.9499969482422,187.3000030517578,188.0,1591775
2024-12-20,178.7361602783203,183.67999267578125,193.44000244140625,182.64999389648438,192.0,2524738
2024-12-23,178.77508544921875,183.72000122070312,188.32000732421875,183.0,188.0,1902194
2024-12-24,181.11048889160156,186.1199951171875,187.75,182.4600067138672,184.60000610351562,1346339
2024-12-26,181.1007537841797,186.11000061035156,187.99000549316406,185.30999755859375,187.0,1108476
2024-12-27,183.38751220703125,188.4600067138672,190.5,186.0399932861328,186.11000061035156,1756966
2024-12-30,172.7322235107422,177.50999450683594,189.0,176.07000732421875,189.0,3604939
2024-12-31,177.11111450195312,182.00999450683594,182.4499969482422,177.69000244140625,178.0,2024244
2025-01-01,179.32974243164062,184.2899932861328,185.4199981689453,181.94000244140625,183.3000030517578,1125128
2025-01-02,177.802001953125,182.72000122070312,186.60000610351562,181.3000030517578,185.0,2102116
2025-01-03,182.5992889404297,187.64999389648438,189.69000244140625,182.88999938964844,182.89999389648438,4420664
2025-01-06,176.5467071533203,181.42999267578125,188.4499969482422,178.5,188.0,2606172
2025-01-07,176.7997283935547,181.69000244140625,183.89999389648438,180.2100067138672,182.75,1292855
2025-01-08,176.96514892578125,181.86000061035156,183.9499969482422,180.00999450683594,182.0,1457711
2025-01-09,172.02188110351562,176.77999877929688,181.6999969482422,175.9199981689453,180.8000030517578,1468690
2025-01-10,168.4214630126953,173.0800018310547,177.97999572753906,171.3000030517578,177.0,2395516
2025-01-13,157.81483459472656,162.17999267578125,173.69000244140625,161.14999389648438,171.0,2746461
2025-01-14,163.61441040039062,168.13999938964844,171.25,163.5,165.0,2314444
2025-01-15,172.06080627441406,176.82000732421875,178.64999389648438,167.6999969482422,170.0,4118175
2025-01-16,171.6326446533203,176.3800048828125,180.75,175.25,177.5,1830108
2025-01-17,174.4448699951172,179.27000427246094,182.60000610351562,174.64999389648438,175.1999969482422,3119676
2025-01-20,176.2645263671875,181.13999938964844,181.89999389648438,177.1999969482422,179.2100067138672,1478275
2025-01-21,171.73968505859375,176.49000549316406,183.1699981689453,176.0,181.5,1349902
2025-01-22,168.5674285888672,173.22999572753906,177.05999755859375,169.0,176.49000549316406,1589526
2025-01-23,167.67218017578125,172.30999755859375,175.38999938964844,171.35000610351562,172.89999389648438,968867
2025-01-24,162.7191925048828,167.22000122070312,173.8699951171875,165.5500030517578,173.0,1618453
2025-01-27,156.3162841796875,160.63999938964844,166.52999877929688,158.5,166.52999877929688,1963386
2025-01-28,153.56246948242188,157.80999755859375,163.38999938964844,153.1999969482422,162.97999572753906,2426812
2025-01-29,158.6906280517578,163.0800018310547,165.8800048828125,158.30999755859375,158.89999389648438,2208840
2025-01-30,162.35916137695312,166.85000610351562,170.0,163.50999450683594,163.72999572753906,2189369
2025-01-31,166.44610595703125,171.0500030517578,176.1199951171875,166.80999755859375,167.0,3917487
2025-02-01,163.935546875,168.47000122070312,179.99000549316406,165.99000549316406,171.9499969482422,3745547
2025-02-03,158.47654724121094,162.86000061035156,167.38999938964844,160.1999969482422,166.99000549316406,3437509
2025-02-04,162.42727661132812,166.9199981689453,167.52999877929688,163.0,164.89999389648438,1909625
2025-02-05,164.3247833251953,168.8699951171875,171.75,167.5,167.5,1428268
2025-02-06,163.37115478515625,167.88999938964844,169.75,166.5800018310547,168.8699951171875,994530
2025-02-07,159.95562744140625,164.3800048828125,167.6699981689453,163.5,167.5,1224623
2025-02-10,164.9475555419922,169.50999450683594,172.39999389648438,160.22999572753906,165.0,8389465
2025-02-11,156.66659545898438,161.0,168.0,159.25,167.89999389648438,2507963
2025-02-12,164.3247833251953,168.8699951171875,171.0,148.6300048828125,160.49000549316406,7792735
2025-02-13,160.5686798095703,165.00999450683594,171.89999389648438,163.14999389648438,169.39999389648438,4278324
2025-02-14,158.07656860351562,160.47999572753906,164.97999572753906,157.0,164.0,2357236
2025-02-17,154.0281219482422,156.3699951171875,161.89999389648438,155.0,156.61000061035156,3121203
2025-02-18,155.2889404296875,157.64999389648438,158.39999389648438,152.9499969482422,155.0,2191435
2025-02-19,165.76959228515625,168.2899932861328,168.89999389648438,155.2100067138672,157.30999755859375,4987591
2025-02-20,172.40866088867188,175.02999877929688,176.49000549316406,165.2899932861328,167.0,4259219
2025-02-21,166.82357788085938,169.36000061035156,179.89999389648438,168.3000030517578,174.1999969482422,2902609
2025-02-24,162.32200622558594,164.7899932861328,167.77999877929688,163.97000122070312,166.99000549316406,1538490
2025-02-25,163.27748107910156,165.75999450683594,170.8800048828125,163.66000366210938,164.99000549316406,3269344
2025-02-27,159.26844787597656,161.69000244140625,166.25,160.11000061035156,165.25,1675211
2025-02-28,147.93081665039062,150.17999267578125,160.1300048828125,149.0,159.8000030517578,3732664
2025-03-03,144.65069580078125,146.85000610351562,153.22999572753906,142.1999969482422,150.0,4277427
2025-03-04,145.73422241210938,147.9499969482422,149.89999389648438,143.66000366210938,144.0,3571830
2025-03-05,156.21487426757812,158.58999633789062,159.6999969482422,148.0,149.0,6528352
2025-03-06,156.24441528320312,158.6199951171875,162.0,157.6199951171875,160.0500030517578,2589912
2025-03-07,158.95323181152344,161.3699951171875,166.72999572753906,157.55999755859375,158.0,3986891
2025-03-10,154.2546844482422,156.60000610351562,162.8800048828125,155.8000030517578,160.99000549316406,3316918
2025-03-11,158.5986328125,161.00999450683594,162.6999969482422,151.14999389648438,154.0,4834146
2025-03-12,153.7523193359375,156.08999633789062,161.8000030517578,155.55999755859375,161.0,2032144
2025-03-13,159.06158447265625,161.47999572753906,163.4499969482422,156.14999389648438,160.0,10931576
2025-03-17,156.638427734375,159.02000427246094,162.57000732421875,158.27999877929688,162.0,2255899
2025-03-18,156.638427734375,159.02000427246094,159.02000427246094,159.02000427246094,159.02000427246094,0
2025-03-19,162.03636169433594,164.5,165.99000549316406,160.99000549316406,161.0,4056647
2025-03-20,159.40634155273438,161.8300018310547,168.77999877929688,161.5,165.5,3679294
2025-03-21,161.356689453125,163.80999755859375,167.5,161.55999755859375,161.8300018310547,5626345
2025-03-24,163.89805603027344,166.38999938964844,171.49000549316406,163.32000732421875,165.1199951171875,7288080
2025-03-25,160.83462524414062,163.27999877929688,174.0,162.3000030517578,171.3000030517578,8340380
2025-03-26,154.00843811035156,156.35000610351562,164.3800048828125,155.25,163.6999969482422,6460386
2025-03-27,155.4662628173828,157.8300018310547,159.85000610351562,155.27999877929688,156.0,5378602
2025-03-28,158.17506408691406,160.5800018310547,165.5,158.5,158.61000061035156,7167901
2025-04-01,159.93826293945312,162.3699951171875,163.27999877929688,159.8000030517578,161.0,2824771
