date_,adj close_enginersin.ns,close_enginersin.ns,high_enginersin.ns,low_enginersin.ns,open_enginersin.ns,volume_enginersin.ns
2024-01-16,211.07540893554688,219.85000610351562,229.4499969482422,215.35000610351562,227.6999969482422,10162230
2024-01-17,209.10723876953125,217.8000030517578,227.8000030517578,213.0,217.0,9817388
2024-01-18,214.62774658203125,223.5500030517578,225.5,205.0,218.10000610351562,15170346
2024-01-19,224.61264038085938,233.9499969482422,237.0,222.1999969482422,225.6999969482422,17277209
2024-01-23,213.2836151123047,222.14999389648438,244.8000030517578,218.0,244.5,14000409
2024-01-24,224.3246307373047,233.64999389648438,239.6999969482422,218.60000610351562,224.0500030517578,18637485
2024-01-25,223.26853942871094,232.5500030517578,236.0500030517578,231.25,235.0,5011413
2024-01-29,225.47674560546875,234.85000610351562,242.1999969482422,233.5500030517578,234.89999389648438,6743317
2024-01-30,223.60455322265625,232.89999389648438,239.0,231.75,237.3000030517578,4810549
2024-01-31,224.51666259765625,233.85000610351562,237.9499969482422,231.0,233.89999389648438,6894726
2024-02-01,227.44493103027344,236.89999389648438,239.89999389648438,231.75,237.89999389648438,7130932
2024-02-02,250.9190673828125,261.3500061035156,273.8999938964844,239.3000030517578,239.39999389648438,57382859
2024-02-05,234.50157165527344,244.25,259.0,241.1999969482422,252.39999389648438,21578662
2024-02-06,230.6132049560547,240.1999969482422,247.6999969482422,237.0,247.6999969482422,6745823
2024-02-07,232.00534057617188,241.64999389648438,253.60000610351562,240.14999389648438,243.0,11889066
2024-02-08,230.94924926757812,240.5500030517578,245.0,238.14999389648438,244.0,6265328
2024-02-09,217.36399841308594,226.39999389648438,241.75,222.0,241.6999969482422,9544763
2024-02-12,195.1335906982422,201.4499969482422,228.35000610351562,199.10000610351562,228.35000610351562,12678153
2024-02-13,199.97682189941406,206.4499969482422,210.14999389648438,192.14999389648438,200.0500030517578,9993339
2024-02-14,208.4524688720703,215.1999969482422,216.39999389648438,201.25,202.9499969482422,9656742
2024-02-15,209.13050842285156,215.89999389648438,222.14999389648438,214.3000030517578,217.0,7673175
2024-02-16,210.72879028320312,217.5500030517578,220.5500030517578,215.64999389648438,217.60000610351562,4216758
2024-02-19,223.75706481933594,231.0,236.0,217.60000610351562,219.0,15828143
2024-02-20,218.86538696289062,225.9499969482422,231.85000610351562,224.3000030517578,231.60000610351562,4199751
2024-02-21,212.9566650390625,219.85000610351562,231.25,217.75,227.39999389648438,5996929
2024-02-22,211.4552764892578,218.3000030517578,222.10000610351562,213.0,222.0,4876501
2024-02-23,213.53785705566406,220.4499969482422,227.0,219.0500030517578,219.6999969482422,5152426
2024-02-26,209.46954345703125,216.25,221.4499969482422,215.5500030517578,220.4499969482422,2683178
2024-02-27,206.8542022705078,213.5500030517578,218.85000610351562,211.89999389648438,216.0,4577588
2024-02-28,199.1050262451172,205.5500030517578,214.89999389648438,203.64999389648438,213.9499969482422,5575292
2024-02-29,202.9796142578125,209.5500030517578,212.35000610351562,202.0,205.0,6244360
2024-03-01,208.93678283691406,215.6999969482422,217.5500030517578,210.5500030517578,212.5,4822213
2024-03-04,215.329833984375,222.3000030517578,226.5,213.0,217.0,8984687
2024-03-05,225.8396453857422,233.14999389648438,237.89999389648438,221.3000030517578,223.10000610351562,25870660
2024-03-06,217.31556701660156,224.35000610351562,233.39999389648438,219.4499969482422,233.39999389648438,8517498
2024-03-07,218.6716766357422,225.75,228.35000610351562,223.1999969482422,226.0,3329381
2024-03-11,210.0022735595703,216.8000030517578,226.89999389648438,215.0500030517578,226.85000610351562,3577163
2024-03-12,204.52944946289062,211.14999389648438,216.75,204.4499969482422,216.75,6298992
2024-03-13,180.89451599121094,186.75,214.5,184.75,210.1999969482422,12896265
2024-03-14,189.70916748046875,195.85000610351562,199.25,183.64999389648438,187.4499969482422,8088061
2024-03-15,182.8802490234375,188.8000030517578,200.39999389648438,183.0,195.89999389648438,8500124
2024-03-18,179.48997497558594,185.3000030517578,195.75,182.6999969482422,190.0,9342129
2024-03-19,174.3561553955078,180.0,187.9499969482422,178.75,185.0,4809092
2024-03-20,168.98016357421875,174.4499969482422,184.75,173.5,181.6999969482422,7794548
2024-03-21,189.75759887695312,195.89999389648438,198.3000030517578,179.0,179.0,40946124
2024-03-22,190.38723754882812,196.5500030517578,198.0,192.0500030517578,195.89999389648438,12116074
2024-03-26,199.78309631347656,206.25,209.75,195.25,197.25,19535541
2024-03-27,193.48687744140625,199.75,213.5,198.10000610351562,207.8000030517578,15545724
2024-03-28,195.61790466308594,201.9499969482422,208.39999389648438,200.75,203.0,10743440
2024-04-01,204.14199829101562,210.75,212.0,203.64999389648438,203.89999389648438,7114124
2024-04-02,211.40682983398438,218.25,218.89999389648438,208.39999389648438,211.0,13113732
2024-04-03,213.97373962402344,220.89999389648438,224.5,215.60000610351562,216.0,11335110
2024-04-04,213.58628845214844,220.5,225.10000610351562,218.0500030517578,222.10000610351562,6365622
2024-04-05,214.7486572265625,221.6999969482422,224.5,217.35000610351562,220.0,4965154
2024-04-08,218.3326416015625,225.39999389648438,233.60000610351562,222.25,223.0,12217315
2024-04-09,215.18453979492188,222.14999389648438,227.75,220.0500030517578,227.0,4824199
2024-04-10,216.00790405273438,223.0,226.5500030517578,220.35000610351562,223.10000610351562,3703107
2024-04-12,211.5037078857422,218.35000610351562,224.14999389648438,217.25,222.0,3502384
2024-04-15,205.69183349609375,212.35000610351562,217.1999969482422,206.60000610351562,214.0500030517578,5127429
2024-04-16,203.65765380859375,210.25,216.39999389648438,208.0,209.0,4345628
2024-04-18,200.993896484375,207.5,218.1999969482422,205.1999969482422,214.0,5019839
2024-04-19,198.3301239013672,204.75,207.8000030517578,200.10000610351562,203.3000030517578,5478862
2024-04-22,202.88275146484375,209.4499969482422,210.5,207.0,207.3000030517578,2682239
2024-04-23,201.2360382080078,207.75,211.85000610351562,207.4499969482422,210.64999389648438,3077138
2024-04-24,207.386962890625,214.10000610351562,216.6999969482422,207.5500030517578,209.10000610351562,7555728
2024-04-25,215.08767700195312,222.0500030517578,223.35000610351562,213.25,214.89999389648438,11652859
2024-04-26,229.4236297607422,236.85000610351562,239.39999389648438,222.3000030517578,223.5,29302576
2024-04-29,231.0218963623047,238.5,243.1999969482422,234.39999389648438,240.0,10934893
2024-04-30,236.93064880371094,244.60000610351562,250.25,237.9499969482422,240.9499969482422,20267115
2024-05-02,237.1243438720703,244.8000030517578,252.5,243.5,247.0,8076505
2024-05-03,234.5574493408203,242.14999389648438,246.35000610351562,238.3000030517578,246.35000610351562,6482333
2024-05-06,226.17868041992188,233.5,244.64999389648438,228.35000610351562,244.25,5068553
2024-05-07,217.2671356201172,224.3000030517578,236.64999389648438,221.8000030517578,234.60000610351562,6075614
2024-05-08,219.15599060058594,226.25,229.35000610351562,221.85000610351562,224.0,4613878
2024-05-09,206.8542022705078,213.5500030517578,228.4499969482422,212.0,226.39999389648438,5701005
2024-05-10,215.03924560546875,222.0,223.6999969482422,207.25,215.0,7177957
2024-05-13,217.6545867919922,224.6999969482422,227.9499969482422,215.3000030517578,222.0,5382136
2024-05-14,237.70555114746094,245.39999389648438,246.89999389648438,224.6999969482422,224.6999969482422,21063588
2024-05-15,239.88499450683594,247.64999389648438,249.0,241.5500030517578,244.89999389648438,7292069
2024-05-16,246.13278198242188,254.10000610351562,258.3999938964844,248.0500030517578,249.1999969482422,15006873
2024-05-17,254.70530700683594,262.95001220703125,264.25,252.64999389648438,254.89999389648438,12864267
2024-05-21,264.24639892578125,272.79998779296875,277.0,262.25,270.0,13523744
2024-05-22,260.71087646484375,269.1499938964844,275.3999938964844,262.54998779296875,273.95001220703125,7290877
2024-05-23,273.400146484375,282.25,288.0,267.3500061035156,270.54998779296875,19631906
2024-05-24,260.66241455078125,269.1000061035156,289.8999938964844,266.54998779296875,283.45001220703125,15150353
2024-05-27,261.5826416015625,270.04998779296875,273.0,262.5,271.0,7418806
2024-05-28,256.6425476074219,264.95001220703125,271.5,246.0,271.29998779296875,11834969
2024-05-29,247.6341552734375,255.64999389648438,262.20001220703125,247.3000030517578,248.9499969482422,11706110
2024-05-30,243.90489196777344,251.8000030517578,258.45001220703125,250.5500030517578,255.64999389648438,4738590
2024-05-31,240.56307983398438,248.35000610351562,255.25,241.14999389648438,253.6999969482422,10620551
2024-06-03,260.4687194824219,268.8999938964844,272.1499938964844,256.20001220703125,263.25,15177765
2024-06-04,215.37828063964844,222.35000610351562,272.0,215.14999389648438,268.0,18831647
2024-06-05,210.0022735595703,216.8000030517578,229.35000610351562,190.1999969482422,222.0,27093204
2024-06-06,221.57760620117188,228.75,238.4499969482422,219.1999969482422,219.89999389648438,16936578
2024-06-07,225.1131591796875,232.39999389648438,234.1999969482422,226.14999389648438,230.0,7542409
2024-06-10,223.01119995117188,230.22999572753906,236.9499969482422,228.1999969482422,234.35000610351562,5255004
2024-06-11,239.0325927734375,246.77000427246094,253.6999969482422,231.25,232.25,20554612
2024-06-12,247.9247589111328,255.9499969482422,258.2900085449219,245.61000061035156,247.8000030517578,15558157
2024-06-13,245.8518524169922,253.80999755859375,260.0,250.10000610351562,257.0,7139453
2024-06-14,257.3690490722656,265.70001220703125,267.70001220703125,250.7100067138672,254.3000030517578,13054706
2024-06-18,262.4254150390625,270.9200134277344,274.7900085449219,261.30999755859375,265.70001220703125,12838669
2024-06-19,255.90638732910156,264.19000244140625,272.7900085449219,260.0,272.3699951171875,7194433
2024-06-20,249.60049438476562,257.67999267578125,268.5,256.29998779296875,263.0,8558551
2024-06-21,248.7965545654297,256.8500061035156,264.1300048828125,255.10000610351562,258.79998779296875,5596945
2024-06-24,239.82687377929688,247.58999633789062,258.0,245.6999969482422,254.8000030517578,7436876
2024-06-25,244.85414123535156,252.77999877929688,258.25,249.52999877929688,250.39999389648438,5365816
2024-06-26,240.03030395507812,247.8000030517578,253.30999755859375,247.11000061035156,252.47999572753906,4192181
2024-06-27,244.02110290527344,251.9199981689453,253.10000610351562,245.10000610351562,248.0,5995722
2024-06-28,242.9749755859375,250.83999633789062,255.27999877929688,249.35000610351562,252.9499969482422,3358645
2024-07-01,248.21533203125,256.25,256.8999938964844,248.39999389648438,251.0,4242776
2024-07-02,249.6683349609375,257.75,263.3999938964844,254.0,257.3999938964844,7140749
2024-07-03,254.8021240234375,263.04998779296875,265.0,256.8999938964844,258.79998779296875,7784039
2024-07-04,260.5171203613281,268.95001220703125,270.0,260.0,263.8999938964844,10340640
2024-07-05,260.0812683105469,268.5,276.25,267.5,270.0,12769536
2024-07-08,264.3432922363281,272.8999938964844,282.0,266.1499938964844,269.70001220703125,16172252
2024-07-09,255.86766052246094,264.1499938964844,276.3500061035156,263.0,274.8500061035156,6186123
2024-07-10,254.02723693847656,262.25,266.79998779296875,252.0,265.8500061035156,6521442
2024-07-11,281.1492919921875,290.25,295.0,261.1499938964844,263.70001220703125,58810285
2024-07-12,278.9214172363281,287.95001220703125,303.8999938964844,286.3999938964844,292.0,30165179
2024-07-15,273.5454406738281,282.3999938964844,290.70001220703125,278.20001220703125,290.0,7850298
2024-07-16,272.6252136230469,281.45001220703125,291.0,279.0,283.3500061035156,10636313
2024-07-18,259.7906494140625,268.20001220703125,283.3999938964844,267.04998779296875,281.45001220703125,9658187
2024-07-19,253.6397705078125,261.8500061035156,273.0,260.3500061035156,267.3500061035156,11051723
2024-07-22,260.2750244140625,268.70001220703125,273.3999938964844,256.29998779296875,260.0,8180468
2024-07-23,252.2352294921875,260.3999938964844,270.6000061035156,241.10000610351562,269.8999938964844,12230176
2024-07-24,247.9247589111328,255.9499969482422,265.95001220703125,254.10000610351562,261.20001220703125,8189416
2024-07-25,246.5202178955078,254.5,261.3999938964844,252.10000610351562,253.9499969482422,5541001
2024-07-26,246.85926818847656,254.85000610351562,259.5,254.0500030517578,257.0,3790712
2024-07-29,255.1896209716797,263.45001220703125,265.0,255.6999969482422,257.0,6335913
2024-07-30,256.9331359863281,265.25,268.3999938964844,262.45001220703125,263.8999938964844,4212223
2024-07-31,253.83349609375,262.04998779296875,266.25,260.3500061035156,265.95001220703125,3317908
2024-08-01,250.83071899414062,258.95001220703125,266.75,256.6000061035156,263.0,2528919
2024-08-02,245.64845275878906,253.60000610351562,256.8999938964844,251.75,253.0,2584519
