date_,adj close_jktyre.ns,close_jktyre.ns,high_jktyre.ns,low_jktyre.ns,open_jktyre.ns,volume_jktyre.ns
2024-02-23,502.7131652832031,511.25,515.9500122070312,503.1000061035156,504.54998779296875,482647
2024-02-26,505.4664001464844,514.0499877929688,519.0,510.5,513.9000244140625,644306
2024-02-27,507.4821472167969,516.0999755859375,531.9500122070312,512.0,514.3499755859375,952629
2024-02-28,491.1102294921875,499.45001220703125,518.0,490.75,516.9000244140625,662772
2024-02-29,511.75958251953125,520.4500122070312,527.3499755859375,496.3999938964844,504.3999938964844,1492819
2024-03-01,512.2020874023438,520.9000244140625,530.9500122070312,516.8499755859375,522.0,545801
2024-03-04,514.2178344726562,522.9500122070312,525.0999755859375,515.0,522.0,525787
2024-03-05,512.9886474609375,521.7000122070312,524.2999877929688,518.0999755859375,522.9500122070312,478585
2024-03-06,500.6482238769531,509.1499938964844,522.9000244140625,499.8500061035156,522.0,653107
2024-03-07,490.76605224609375,499.1000061035156,516.9500122070312,497.0,509.20001220703125,582578
2024-03-11,467.0193176269531,474.95001220703125,499.1000061035156,438.79998779296875,499.04998779296875,2631307
2024-03-12,458.4154357910156,466.20001220703125,471.75,445.54998779296875,466.0,1141611
2024-03-13,425.9172668457031,433.1499938964844,467.95001220703125,425.1000061035156,464.3999938964844,1012382
2024-03-14,423.9998474121094,431.20001220703125,444.95001220703125,421.04998779296875,430.04998779296875,690204
2024-03-15,433.04620361328125,440.3999938964844,445.95001220703125,427.0,431.20001220703125,3890390
2024-03-18,422.52490234375,429.70001220703125,441.95001220703125,416.29998779296875,440.3999938964844,1072618
2024-03-19,404.13714599609375,411.0,432.29998779296875,410.0,432.29998779296875,725700
2024-03-20,399.0239562988281,405.79998779296875,419.0,403.0,413.3500061035156,621106
2024-03-21,406.98870849609375,413.8999938964844,416.3999938964844,408.3999938964844,415.0,671765
2024-03-22,408.3653259277344,415.29998779296875,420.95001220703125,411.5,414.70001220703125,528524
2024-03-26,414.4617919921875,421.5,422.95001220703125,410.3500061035156,418.1000061035156,382247
2024-03-27,417.3133850097656,424.3999938964844,432.79998779296875,421.0,422.0,607107
2024-03-28,424.83563232421875,432.04998779296875,434.0,427.3500061035156,430.1499938964844,336778
2024-04-01,421.78741455078125,428.95001220703125,440.0,427.20001220703125,440.0,372696
2024-04-02,422.770751953125,429.95001220703125,435.0,428.95001220703125,433.0,492700
2024-04-03,423.1640319824219,430.3500061035156,434.95001220703125,428.1000061035156,433.0,296903
2024-04-04,416.4775695800781,423.54998779296875,434.0,421.20001220703125,434.0,455128
2024-04-05,420.4599609375,427.6000061035156,428.8999938964844,419.0,425.3500061035156,446875
2024-04-08,414.7076416015625,421.75,431.0,421.04998779296875,430.0,282050
2024-04-09,410.28277587890625,417.25,425.95001220703125,413.54998779296875,424.29998779296875,407368
2024-04-10,417.1167297363281,424.20001220703125,426.75,420.0,421.0,303007
2024-04-12,407.6278381347656,414.54998779296875,428.8999938964844,413.0,424.0,417867
2024-04-15,398.483154296875,405.25,411.8999938964844,395.04998779296875,409.0,444525
2024-04-16,402.7113342285156,409.54998779296875,411.95001220703125,396.04998779296875,396.04998779296875,264787
2024-04-18,398.6798400878906,405.45001220703125,413.95001220703125,403.8999938964844,413.0,376972
2024-04-19,396.5165710449219,403.25,404.95001220703125,396.04998779296875,402.29998779296875,242217
2024-04-22,405.7104187011719,412.6000061035156,424.6000061035156,405.45001220703125,410.0,775660
2024-04-23,397.54901123046875,404.29998779296875,416.6000061035156,403.29998779296875,413.1000061035156,868911
2024-04-24,400.0564270019531,406.8500061035156,410.20001220703125,405.95001220703125,410.0,241975
2024-04-25,407.38201904296875,414.29998779296875,415.8999938964844,406.04998779296875,409.0,383486
2024-04-26,402.5638427734375,409.3999938964844,416.95001220703125,408.0,416.3999938964844,235691
2024-04-29,400.64642333984375,407.45001220703125,416.20001220703125,406.04998779296875,416.20001220703125,295714
2024-04-30,414.9534606933594,422.0,429.79998779296875,405.0,410.0,1720560
2024-05-02,421.3940734863281,428.54998779296875,433.95001220703125,421.04998779296875,421.04998779296875,645201
2024-05-03,410.7744445800781,417.75,427.0,412.25,427.0,673144
2024-05-06,402.1705322265625,409.0,420.70001220703125,408.25,417.75,442565
2024-05-07,386.8310241699219,393.3999938964844,411.29998779296875,392.0,411.29998779296875,781838
2024-05-08,394.69744873046875,401.3999938964844,407.6499938964844,392.5,407.6499938964844,783425
2024-05-09,386.3885498046875,392.95001220703125,404.95001220703125,390.20001220703125,402.0,463955
2024-05-10,379.4071044921875,385.8500061035156,395.75,379.29998779296875,395.3500061035156,505146
2024-05-13,374.14642333984375,380.5,385.95001220703125,362.75,362.75,830887
2024-05-14,377.7354431152344,384.1499938964844,387.75,380.0,383.6000061035156,407826
2024-05-15,383.1436462402344,389.6499938964844,395.45001220703125,384.29998779296875,387.95001220703125,601477
2024-05-16,390.17425537109375,396.79998779296875,412.25,390.95001220703125,391.5,1278511
2024-05-17,392.6324768066406,399.29998779296875,401.95001220703125,395.0,395.0,421406
2024-05-21,397.74566650390625,404.5,408.25,399.6499938964844,408.25,752649
2024-05-22,417.362548828125,424.45001220703125,447.20001220703125,421.0,425.0,5961925
2024-05-23,409.7419738769531,416.70001220703125,426.95001220703125,415.54998779296875,426.0,871174
2024-05-24,409.0045166015625,415.95001220703125,419.95001220703125,415.0,418.29998779296875,453515
2024-05-27,413.8226623535156,420.8500061035156,425.95001220703125,418.0,421.0,982327
2024-05-28,409.3486328125,416.29998779296875,423.95001220703125,412.0,423.95001220703125,506487
2024-05-29,403.399658203125,410.25,417.0,406.3999938964844,417.0,366183
2024-05-30,395.23828125,401.95001220703125,412.29998779296875,400.0,412.29998779296875,526549
2024-05-31,398.483154296875,405.25,407.20001220703125,397.20001220703125,405.20001220703125,509511
2024-06-03,401.7772216796875,408.6000061035156,425.25,407.0,425.0,692786
2024-06-04,368.09912109375,374.3500061035156,412.5,358.6000061035156,412.5,1507590
2024-06-05,389.58428955078125,396.20001220703125,397.95001220703125,370.04998779296875,384.8999938964844,640664
2024-06-06,393.1733093261719,399.8500061035156,412.8999938964844,397.6499938964844,401.0,905545
2024-06-07,402.0230407714844,408.8500061035156,410.95001220703125,400.04998779296875,404.0,599229
2024-06-10,402.3180236816406,409.1499938964844,416.8500061035156,408.0,411.0,691893
2024-06-11,400.5480651855469,407.3500061035156,414.29998779296875,403.0,414.29998779296875,772428
2024-06-12,398.2373352050781,405.0,411.0,404.0,408.95001220703125,645606
2024-06-13,394.7957763671875,401.5,407.3999938964844,400.1000061035156,407.29998779296875,649592
2024-06-14,392.0916748046875,398.75,403.8999938964844,398.25,401.5,914962
2024-06-18,394.4024353027344,401.1000061035156,404.1499938964844,397.5,401.3500061035156,937800
2024-06-19,386.24102783203125,392.79998779296875,403.75,391.75,403.0,1044227
2024-06-20,387.5684814453125,394.1499938964844,396.54998779296875,390.6000061035156,394.8999938964844,556713
2024-06-21,390.76422119140625,397.3999938964844,399.0,392.0,396.75,914075
2024-06-24,385.84771728515625,392.3999938964844,398.3999938964844,390.0,398.04998779296875,665222
2024-06-25,394.6482849121094,401.3500061035156,404.0,390.0,392.75,2033721
2024-06-26,390.46923828125,397.1000061035156,403.8500061035156,395.0,403.0,1198772
2024-06-27,387.2243347167969,393.79998779296875,403.79998779296875,392.0,399.1000061035156,1627330
2024-06-28,422.5740661621094,429.75,434.0,395.25,397.8999938964844,10850991
2024-07-01,438.35601806640625,445.79998779296875,453.0,433.25,435.0,5940307
2024-07-02,446.1241455078125,453.70001220703125,461.8500061035156,438.20001220703125,448.3999938964844,5112949
2024-07-03,445.6324768066406,453.20001220703125,463.8500061035156,447.5,455.0,2242257
2024-07-04,452.7122497558594,460.3999938964844,465.0,449.54998779296875,453.20001220703125,2319213
2024-07-05,449.17236328125,456.79998779296875,464.25,454.0,460.3999938964844,1141921
2024-07-08,447.5499267578125,455.1499938964844,462.8999938964844,448.1000061035156,456.79998779296875,1227809
2024-07-09,440.519287109375,448.0,457.3500061035156,440.1499938964844,456.0,2115837
2024-07-10,449.1231994628906,456.75,470.0,440.0,449.8999938964844,4040147
2024-07-11,452.7122497558594,460.3999938964844,466.70001220703125,456.1000061035156,461.3999938964844,1715784
2024-07-12,443.56756591796875,451.1000061035156,463.8999938964844,450.0,463.3999938964844,809553
2024-07-15,471.54248046875,479.54998779296875,511.0,456.0,459.75,12436127
2024-07-16,465.1510009765625,473.04998779296875,486.79998779296875,469.54998779296875,483.45001220703125,1958519
2024-07-18,453.1055603027344,460.79998779296875,482.5,459.0,474.0,2973657
2024-07-19,434.4720153808594,441.8500061035156,466.3999938964844,439.70001220703125,455.8999938964844,1549276
2024-07-22,432.7020568847656,440.04998779296875,446.95001220703125,432.0,440.0,781085
2024-07-23,422.2298889160156,429.3999938964844,442.45001220703125,407.54998779296875,440.1499938964844,1299339
2024-07-24,435.55364990234375,442.95001220703125,446.3999938964844,428.0,428.3500061035156,901366
2024-07-25,430.8829650878906,438.20001220703125,441.0,432.04998779296875,440.0,512651
2024-07-26,440.3490905761719,444.25,450.70001220703125,433.3999938964844,435.70001220703125,1516418
2024-07-29,438.16839599609375,442.04998779296875,457.0,440.20001220703125,447.5,1187168
2024-07-30,442.281982421875,446.20001220703125,459.29998779296875,442.5,442.6499938964844,2191948
2024-07-31,440.8446960449219,444.75,450.0,443.0,448.1499938964844,819585
2024-08-01,432.7662658691406,436.6000061035156,448.25,433.3500061035156,448.0,758669
2024-08-02,427.3145751953125,431.1000061035156,435.0,426.54998779296875,432.0,636112
2024-08-05,409.6213073730469,413.25,429.95001220703125,409.04998779296875,429.95001220703125,1849529
2024-08-06,399.8577880859375,403.3999938964844,428.45001220703125,400.1000061035156,420.95001220703125,1104059
2024-08-07,412.4958190917969,416.1499938964844,418.0,406.20001220703125,415.0,895583
2024-08-08,403.6244201660156,407.20001220703125,419.6000061035156,406.0,415.0,695804
2024-08-09,407.93621826171875,411.54998779296875,414.0,404.8999938964844,414.0,887109
2024-08-12,398.9161376953125,402.45001220703125,414.6000061035156,401.25,413.54998779296875,1099561
2024-08-13,395.5955505371094,399.1000061035156,408.45001220703125,395.0,408.45001220703125,733194
2024-08-14,390.14385986328125,393.6000061035156,401.6000061035156,389.45001220703125,401.0,609493
2024-08-16,393.06793212890625,396.54998779296875,400.0,392.0,400.0,667512
2024-08-19,400.8985900878906,404.45001220703125,409.20001220703125,398.79998779296875,400.70001220703125,575658
2024-08-20,401.2950744628906,404.8500061035156,408.95001220703125,400.20001220703125,408.5,619844
2024-08-21,413.93310546875,417.6000061035156,419.20001220703125,405.8500061035156,408.0,1412211
2024-08-22,411.8515319824219,415.5,422.0,414.6000061035156,420.8999938964844,683288
2024-08-23,405.3094787597656,408.8999938964844,417.3500061035156,406.3500061035156,416.0,554310
2024-08-26,403.7731018066406,407.3500061035156,411.8500061035156,405.29998779296875,410.1000061035156,701105
2024-08-27,405.75555419921875,409.3500061035156,412.8500061035156,405.3999938964844,407.5,707645
2024-08-28,402.4844970703125,406.04998779296875,411.6499938964844,405.5,410.8999938964844,498872
2024-08-29,399.1639404296875,402.70001220703125,406.70001220703125,400.5,406.6000061035156,385373
2024-08-30,396.7850036621094,400.29998779296875,406.45001220703125,400.0,404.8999938964844,463690
2024-09-02,398.0736083984375,401.6000061035156,407.8999938964844,400.20001220703125,405.8999938964844,535108
2024-09-03,400.1551513671875,403.70001220703125,406.0,400.75,402.04998779296875,406294
2024-09-04,411.3559265136719,415.0,422.20001220703125,400.75,402.54998779296875,2830093
2024-09-05,416.2624816894531,419.95001220703125,428.0,418.0,419.45001220703125,1795295
2024-09-06,411.3559265136719,415.0,420.8999938964844,409.1499938964844,420.8999938964844,828538
2024-09-09,414.874755859375,418.54998779296875,421.75,403.6499938964844,415.0,1068572
2024-09-10,422.35845947265625,426.1000061035156,430.0,417.25,424.3500061035156,1398292
2024-09-11,417.848388671875,421.54998779296875,434.70001220703125,420.0,430.79998779296875,1526070
2024-09-12,418.2449035644531,421.95001220703125,425.54998779296875,417.3500061035156,422.0,619676
2024-09-13,439.65521240234375,443.54998779296875,446.3999938964844,418.5,423.8999938964844,3354137
2024-09-16,438.4657897949219,442.3500061035156,453.0,440.5,445.0,1780883
2024-09-17,428.6527099609375,432.45001220703125,452.75,429.54998779296875,452.75,1600942
2024-09-18,424.14263916015625,427.8999938964844,435.95001220703125,425.1499938964844,434.1000061035156,836443
2024-09-19,418.4927062988281,422.20001220703125,433.5,415.0,428.79998779296875,948421
2024-09-20,424.53912353515625,428.29998779296875,429.8999938964844,423.1000061035156,424.8500061035156,424098
2024-09-23,418.3440246582031,422.04998779296875,430.8999938964844,420.3999938964844,430.3500061035156,602810
2024-09-24,413.3879089355469,417.04998779296875,423.0,414.29998779296875,422.5,708344
2024-09-25,426.5711364746094,430.3500061035156,435.5,417.54998779296875,418.8999938964844,2090854
2024-09-26,424.9851989746094,428.75,434.0,423.70001220703125,432.5,716104
2024-09-27,429.5943603515625,433.3999938964844,436.95001220703125,427.5,428.79998779296875,1655426
2024-09-30,426.8684997558594,430.6499938964844,436.3500061035156,426.0,432.1000061035156,731672
2024-10-01,424.3409118652344,428.1000061035156,433.20001220703125,427.0,430.29998779296875,365118
2024-10-03,411.5541687011719,415.20001220703125,423.25,412.25,420.04998779296875,888137
2024-10-04,401.5428771972656,405.1000061035156,413.95001220703125,400.6499938964844,412.0,998568
2024-10-07,387.3188781738281,390.75,408.0,385.0,408.0,1241721
2024-10-08,395.8433532714844,399.3500061035156,400.3500061035156,384.70001220703125,391.1000061035156,561470
2024-10-09,400.3038330078125,403.8500061035156,407.5,401.1000061035156,403.0,403777
2024-10-10,394.00958251953125,397.5,406.0,396.04998779296875,406.0,389156
2024-10-11,398.6683349609375,402.20001220703125,404.04998779296875,395.70001220703125,397.95001220703125,434973
2024-10-14,403.0792541503906,406.6499938964844,407.95001220703125,402.5,404.95001220703125,390353
2024-10-15,403.8722229003906,407.45001220703125,411.3999938964844,405.1499938964844,408.04998779296875,471929
2024-10-16,402.1871643066406,405.75,408.20001220703125,401.0,407.29998779296875,410729
2024-10-17,392.67144775390625,396.1499938964844,405.45001220703125,394.8500061035156,402.5,409165
2024-10-18,396.3389587402344,399.8500061035156,401.0,385.0,394.6499938964844,420094
2024-10-21,395.29815673828125,398.79998779296875,414.5,396.1499938964844,399.8500061035156,951536
2024-10-22,388.3100891113281,391.75,401.75,386.70001220703125,399.0,578993
2024-10-23,386.6745910644531,390.1000061035156,392.6000061035156,379.6000061035156,385.75,416413
2024-10-24,381.8175964355469,385.20001220703125,393.70001220703125,384.0,390.1000061035156,283523
2024-10-25,370.7159423828125,374.0,386.95001220703125,368.25,385.0,626074
2024-10-28,376.66326904296875,380.0,385.79998779296875,369.0,377.8500061035156,496762
2024-10-29,378.8439636230469,382.20001220703125,384.0,376.75,383.0,327466
2024-10-30,390.0942687988281,393.54998779296875,397.8500061035156,382.54998779296875,385.0,368932
2024-10-31,393.51397705078125,397.0,398.5,391.54998779296875,391.54998779296875,296465
2024-11-01,394.40606689453125,397.8999938964844,401.5,390.0,399.5,111200
2024-11-04,387.5666809082031,391.0,398.8500061035156,388.20001220703125,397.8500061035156,343675
2024-11-05,385.73291015625,389.1499938964844,394.79998779296875,385.95001220703125,390.0,333537
2024-11-06,387.9631652832031,391.3999938964844,398.8500061035156,368.70001220703125,370.0,1870667
2024-11-07,382.3627624511719,385.75,393.95001220703125,383.04998779296875,390.04998779296875,503756
2024-11-08,374.1356506347656,377.45001220703125,390.0,376.0,390.0,521916
2024-11-11,372.0045166015625,375.29998779296875,379.75,372.70001220703125,377.6499938964844,466774
2024-11-12,369.1299743652344,372.3999938964844,379.95001220703125,370.5,379.0,231512
2024-11-13,360.3081359863281,363.5,371.6499938964844,357.5,371.6499938964844,603015
2024-11-14,362.29058837890625,365.5,371.29998779296875,355.1499938964844,363.5,503513
2024-11-18,372.8966369628906,376.20001220703125,378.1499938964844,361.6499938964844,371.0,494145
2024-11-19,376.61370849609375,379.95001220703125,389.8999938964844,373.54998779296875,376.1499938964844,611684
2024-11-21,358.375244140625,361.54998779296875,381.20001220703125,359.1000061035156,379.5,1054884
2024-11-22,358.0283508300781,361.20001220703125,365.5,356.95001220703125,361.54998779296875,372493
2024-11-25,361.6958312988281,364.8999938964844,369.95001220703125,363.5,369.8999938964844,368417
2024-11-26,367.6927490234375,370.95001220703125,372.45001220703125,365.6499938964844,367.0,337032
2024-11-27,372.5497131347656,375.8500061035156,376.95001220703125,372.3999938964844,374.79998779296875,305127
2024-11-28,374.0365295410156,377.3500061035156,384.04998779296875,373.8500061035156,377.0,358965
2024-11-29,378.64569091796875,382.0,382.8999938964844,374.54998779296875,379.0,368618
2024-12-02,380.28118896484375,383.6499938964844,386.3999938964844,379.20001220703125,382.1499938964844,294784
2024-12-03,386.228515625,389.6499938964844,391.3999938964844,382.45001220703125,385.3999938964844,295497
2024-12-04,392.02716064453125,395.5,398.0,389.3999938964844,393.95001220703125,440136
2024-12-05,389.8464660644531,393.29998779296875,402.5,391.04998779296875,397.3500061035156,542651
2024-12-06,390.14385986328125,393.6000061035156,397.0,391.79998779296875,396.0,284169
2024-12-09,417.10498046875,420.79998779296875,424.0,392.04998779296875,392.6499938964844,4318452
2024-12-10,409.12567138671875,412.75,423.5,409.95001220703125,423.5,1149140
2024-12-11,404.1200256347656,407.70001220703125,415.95001220703125,406.70001220703125,413.95001220703125,480939
2024-12-12,405.25994873046875,408.8500061035156,421.79998779296875,405.95001220703125,408.5,1293303
2024-12-13,405.11126708984375,408.70001220703125,419.79998779296875,407.3999938964844,416.6000061035156,1378685
2024-12-16,406.49896240234375,410.1000061035156,412.5,406.5,411.8999938964844,434295
2024-12-17,405.8050842285156,409.3999938964844,415.3999938964844,407.0,410.0,922813
2024-12-18,395.7442321777344,399.25,410.6000061035156,397.1000061035156,409.6499938964844,499187
2024-12-19,391.8288879394531,395.29998779296875,397.79998779296875,391.54998779296875,395.04998779296875,277127
2024-12-20,377.40667724609375,380.75,398.45001220703125,379.04998779296875,396.70001220703125,500237
2024-12-23,384.74169921875,388.1499938964844,392.25,378.8500061035156,380.75,513195
2024-12-24,379.63690185546875,383.0,390.1499938964844,381.6000061035156,389.20001220703125,378238
2024-12-26,377.70404052734375,381.04998779296875,386.25,380.0,386.25,241014
2024-12-27,380.8263854980469,384.20001220703125,387.75,381.79998779296875,381.79998779296875,224145
2024-12-30,388.0622863769531,391.5,394.8999938964844,381.0,384.25,427013
2024-12-31,385.13818359375,388.54998779296875,396.1000061035156,385.6000061035156,391.5,539061
2025-01-01,383.4035339355469,386.79998779296875,392.0,385.04998779296875,388.95001220703125,205198
2025-01-02,385.6337890625,389.04998779296875,390.75,386.20001220703125,386.8500061035156,191441
2025-01-03,384.0478515625,387.45001220703125,393.75,385.45001220703125,390.0,215900
2025-01-06,368.5352478027344,371.79998779296875,390.0,370.04998779296875,387.70001220703125,381079
2025-01-07,370.7655029296875,374.04998779296875,378.0,372.0,373.0,207735
2025-01-08,371.7567138671875,375.04998779296875,377.8500061035156,370.1000061035156,374.79998779296875,257076
2025-01-09,367.3457946777344,370.6000061035156,375.1499938964844,370.0,373.1000061035156,123919
2025-01-10,359.5151672363281,362.70001220703125,371.25,359.1000061035156,369.8999938964844,239617
2025-01-13,351.0402526855469,354.1499938964844,358.79998779296875,349.6000061035156,357.20001220703125,393537
2025-01-14,359.1186828613281,362.29998779296875,364.8500061035156,354.0,354.1499938964844,250539
2025-01-15,359.8620910644531,363.04998779296875,369.54998779296875,362.0,369.54998779296875,203477
2025-01-16,358.2761535644531,361.45001220703125,367.25,360.0,363.1000061035156,231941
2025-01-17,356.14501953125,359.29998779296875,363.0,358.5,361.45001220703125,214982
2025-01-20,358.2761535644531,361.45001220703125,362.8999938964844,357.6000061035156,362.8999938964844,219168
2025-01-21,355.104248046875,358.25,363.8999938964844,356.0,363.20001220703125,218294
2025-01-22,343.2591552734375,346.29998779296875,364.20001220703125,345.0,363.5,538176
2025-01-23,346.1832580566406,349.25,350.20001220703125,343.1000061035156,348.0,181190
2025-01-24,339.2942810058594,342.29998779296875,352.0,341.3500061035156,351.0,348955
2025-01-27,316.39715576171875,319.20001220703125,340.0,316.95001220703125,336.0,704918
2025-01-28,304.8990173339844,307.6000061035156,323.20001220703125,305.8999938964844,319.8999938964844,801317
2025-01-29,312.5313720703125,315.29998779296875,322.0,307.6000061035156,307.6000061035156,452719
2025-01-30,310.2515869140625,313.0,320.0,312.1499938964844,315.70001220703125,359848
2025-01-31,314.7120666503906,317.5,321.0,311.6000061035156,315.95001220703125,425158
2025-02-01,321.1054382324219,323.95001220703125,328.8500061035156,315.25,319.95001220703125,372171
2025-02-03,308.0213317871094,310.75,321.54998779296875,309.1499938964844,320.0,495658
2025-02-04,310.5489196777344,313.29998779296875,317.75,306.0,312.0,858772
2025-02-05,308.5169372558594,311.25,313.79998779296875,297.6499938964844,301.95001220703125,2471842
2025-02-06,308.3186950683594,311.04998779296875,312.95001220703125,307.04998779296875,311.25,604042
2025-02-07,302.6191711425781,305.29998779296875,312.70001220703125,303.6499938964844,312.70001220703125,537105
2025-02-10,296.671875,299.29998779296875,308.20001220703125,298.0,306.3500061035156,542758
2025-02-11,292.5583190917969,295.1499938964844,300.0,290.54998779296875,299.0,393779
2025-02-12,290.2785339355469,292.8500061035156,295.8999938964844,286.04998779296875,295.8999938964844,433632
2025-02-13,290.9228210449219,293.5,295.95001220703125,292.5,294.8999938964844,267045
2025-02-14,282.6957092285156,285.20001220703125,294.8500061035156,281.95001220703125,293.0,396015
2025-02-17,280.2176513671875,282.70001220703125,285.20001220703125,275.5,284.79998779296875,607963
2025-02-18,280.5645446777344,283.04998779296875,285.0,274.0,285.0,444145
2025-02-19,285.2728576660156,287.79998779296875,288.95001220703125,279.6499938964844,283.04998779296875,365541
2025-02-20,292.21136474609375,294.79998779296875,296.8500061035156,285.70001220703125,287.79998779296875,365943
2025-02-21,289.48553466796875,292.04998779296875,298.95001220703125,287.3500061035156,293.54998779296875,582041
2025-02-24,284.8763732910156,287.3999938964844,291.3999938964844,284.79998779296875,291.20001220703125,254269
2025-02-25,281.4566650390625,283.95001220703125,289.79998779296875,282.0,288.25,207708
2025-02-27,270.9497375488281,273.3500061035156,285.8999938964844,271.75,284.25,427263
2025-02-28,262.5243835449219,264.8500061035156,271.8500061035156,259.25,271.8500061035156,733053
2025-03-03,251.17491149902344,253.39999389648438,266.8500061035156,243.0,265.0,2170995
2025-03-04,258.16302490234375,260.45001220703125,263.25,249.5500030517578,251.0,827171
2025-03-05,266.98486328125,269.3500061035156,272.0,256.8999938964844,261.5,1686787
2025-03-06,270.5532531738281,272.95001220703125,273.79998779296875,266.6000061035156,272.3500061035156,864284
2025-03-07,277.1944274902344,279.6499938964844,283.95001220703125,271.6499938964844,273.0,767308
2025-03-10,268.025634765625,270.3999938964844,286.0,269.0,281.79998779296875,531634
2025-03-11,267.18310546875,269.54998779296875,272.79998779296875,265.5,270.3999938964844,537428
2025-03-12,268.5708312988281,270.95001220703125,274.75,269.95001220703125,269.95001220703125,403105
2025-03-13,265.5475769042969,267.8999938964844,272.20001220703125,266.75,271.0,294271
2025-03-17,261.2853698730469,263.6000061035156,270.0,263.0,269.3999938964844,309584
2025-03-18,261.2853698730469,263.6000061035156,263.6000061035156,263.6000061035156,263.6000061035156,0
2025-03-19,279.7220458984375,282.20001220703125,284.1499938964844,272.0,272.6499938964844,466736
2025-03-20,283.0921936035156,285.6000061035156,289.29998779296875,282.75,284.8999938964844,597775
2025-03-21,292.1618347167969,294.75,297.75,283.0,285.6000061035156,658800
2025-03-24,294.3920593261719,297.0,300.95001220703125,295.04998779296875,295.95001220703125,432629
2025-03-25,287.15618896484375,289.70001220703125,300.6000061035156,287.3500061035156,298.79998779296875,475190
2025-03-26,280.2176513671875,282.70001220703125,291.29998779296875,281.20001220703125,288.95001220703125,446762
2025-03-27,281.9523010253906,284.45001220703125,288.0,279.70001220703125,282.0,533067
2025-03-28,275.0137634277344,277.45001220703125,291.1000061035156,275.0,285.95001220703125,435762
2025-04-01,281.9027099609375,284.3999938964844,286.79998779296875,277.0,277.45001220703125,322493
2025-04-02,285.5206604003906,288.04998779296875,288.8999938964844,278.45001220703125,284.8500061035156,309401
2025-04-03,290.1298522949219,292.70001220703125,295.04998779296875,282.04998779296875,282.04998779296875,314713
2025-04-04,276.0049743652344,278.45001220703125,294.5,276.04998779296875,292.70001220703125,464066
2025-04-07,260.93841552734375,263.25,269.0,244.0,244.89999389648438,1207507
2025-04-08,270.3054504394531,272.70001220703125,273.54998779296875,266.0,268.04998779296875,279593
2025-04-09,269.7602844238281,272.1499938964844,273.8500061035156,265.45001220703125,272.75,285363
2025-04-11,281.5557861328125,284.04998779296875,285.20001220703125,274.20001220703125,282.0,448385
2025-04-15,298.3569641113281,301.0,307.6499938964844,286.95001220703125,288.0,2049714
2025-04-16,300.78546142578125,303.45001220703125,305.1499938964844,298.04998779296875,301.0,1568947
2025-04-17,304.30426025390625,307.0,309.70001220703125,301.0,303.0,1131356
2025-04-21,308.7647399902344,311.5,312.20001220703125,305.0,308.5,682459
2025-04-22,309.2108154296875,311.95001220703125,314.5,306.70001220703125,311.5,788940
