date_,adj close_campus.ns,close_campus.ns,high_campus.ns,low_campus.ns,open_campus.ns,volume_campus.ns
2024-03-19,222.77157592773438,223.60000610351562,231.89999389648438,222.75,229.5,930500
2024-03-20,220.62954711914062,221.4499969482422,226.8000030517578,219.85000610351562,223.5,1012761
2024-03-21,222.22361755371094,223.0500030517578,225.60000610351562,222.5,225.0,620697
2024-03-22,224.01695251464844,224.85000610351562,226.5500030517578,222.60000610351562,223.0,996584
2024-03-26,220.5797119140625,221.39999389648438,226.35000610351562,221.0,225.0,998595
2024-03-27,216.94325256347656,217.75,224.5,216.10000610351562,222.10000610351562,1214637
2024-03-28,213.7052764892578,214.5,220.9499969482422,213.0,220.0,1165340
2024-04-01,226.05934143066406,226.89999389648438,227.85000610351562,215.60000610351562,215.60000610351562,1147489
2024-04-02,228.50027465820312,229.35000610351562,231.0,224.85000610351562,226.6999969482422,779727
2024-04-03,232.2861785888672,233.14999389648438,234.1999969482422,227.25,229.5,972911
2024-04-04,235.9724884033203,236.85000610351562,239.14999389648438,233.0,234.89999389648438,863792
2024-04-05,235.8728485107422,236.75,237.85000610351562,233.5500030517578,236.25,446556
2024-04-08,232.3858184814453,233.25,241.8000030517578,230.64999389648438,238.5,834875
2024-04-09,231.0408172607422,231.89999389648438,236.0,231.0,235.0,406638
2024-04-10,234.22897338867188,235.10000610351562,236.0,231.0,232.0,338238
2024-04-12,236.2713623046875,237.14999389648438,237.85000610351562,232.5,234.0,582581
2024-04-15,229.1976776123047,230.0500030517578,234.0,226.89999389648438,229.0500030517578,693717
2024-04-16,235.673583984375,236.5500030517578,239.0,227.0500030517578,227.8000030517578,2444811
2024-04-18,239.26023864746094,240.14999389648438,246.85000610351562,236.10000610351562,236.3000030517578,1452618
2024-04-19,234.42823791503906,235.3000030517578,237.3000030517578,233.39999389648438,236.0,436028
2024-04-22,232.63490295410156,233.5,237.75,232.3000030517578,236.89999389648438,455846
2024-04-23,235.623779296875,236.5,237.39999389648438,234.0,235.0,642046
2024-04-24,248.42617797851562,249.35000610351562,251.64999389648438,238.39999389648438,239.0,1911904
2024-04-25,253.5072784423828,254.4499969482422,257.0,249.64999389648438,249.64999389648438,1915775
2024-04-26,250.5183868408203,251.4499969482422,255.64999389648438,251.0,254.85000610351562,462345
2024-04-29,246.0848846435547,247.0,253.3000030517578,245.8000030517578,253.3000030517578,571882
2024-04-30,246.43359375,247.35000610351562,250.9499969482422,245.64999389648438,247.1999969482422,384744
2024-05-02,249.82098388671875,250.75,255.8000030517578,250.0,252.25,774647
2024-05-03,247.23060607910156,248.14999389648438,252.75,245.25,252.0,428686
2024-05-06,243.04617309570312,243.9499969482422,250.0,241.39999389648438,250.0,496477
2024-05-07,240.60525512695312,241.5,248.0,239.0,248.0,526826
2024-05-08,246.33395385742188,247.25,248.10000610351562,239.3000030517578,241.5,517995
2024-05-09,252.26190185546875,253.1999969482422,263.95001220703125,247.89999389648438,247.89999389648438,7019456
2024-05-10,248.87451171875,249.8000030517578,252.9499969482422,246.89999389648438,252.9499969482422,727697
2024-05-13,242.89674377441406,243.8000030517578,250.14999389648438,241.0500030517578,249.89999389648438,745573
2024-05-14,248.6752471923828,249.60000610351562,252.60000610351562,244.1999969482422,244.8000030517578,631557
2024-05-15,249.5220947265625,250.4499969482422,255.0,248.64999389648438,250.75,429520
2024-05-16,251.5644989013672,252.5,254.85000610351562,249.5,250.9499969482422,763548
2024-05-17,256.99432373046875,257.95001220703125,260.8500061035156,253.8000030517578,255.0,1020421
2024-05-21,253.60691833496094,254.5500030517578,261.75,253.14999389648438,258.0,860398
2024-05-22,260.1326599121094,261.1000061035156,262.8999938964844,254.0500030517578,256.0,1081980
2024-05-23,259.2359619140625,260.20001220703125,266.79998779296875,259.0,263.0,917179
2024-05-24,254.902099609375,255.85000610351562,261.29998779296875,255.0500030517578,260.29998779296875,358936
2024-05-27,253.60691833496094,254.5500030517578,262.20001220703125,250.0,257.5,854465
2024-05-28,249.37266540527344,250.3000030517578,257.1000061035156,249.0,254.64999389648438,536309
2024-05-29,295.0029602050781,296.1000061035156,300.0,251.25,263.8999938964844,40819366
2024-05-30,281.3039245605469,282.3500061035156,302.3500061035156,280.75,294.5,9263919
2024-05-31,276.3224182128906,277.3500061035156,293.8500061035156,276.0,283.8500061035156,4656021
2024-06-03,274.230224609375,275.25,289.0,273.1000061035156,286.0,2887217
2024-06-04,269.9959411621094,271.0,291.6499938964844,261.1000061035156,277.95001220703125,6549557
2024-06-05,288.42742919921875,289.5,290.8999938964844,268.3500061035156,275.0,2703625
2024-06-06,286.8831787109375,287.95001220703125,296.3999938964844,286.20001220703125,290.8999938964844,1628407
2024-06-07,287.33148193359375,288.3999938964844,292.8999938964844,286.95001220703125,289.95001220703125,820759
2024-06-10,289.3240661621094,290.3999938964844,294.0,288.29998779296875,289.0,1027135
2024-06-11,286.0860900878906,287.1499938964844,295.75,286.04998779296875,292.0,923917
2024-06-12,284.99017333984375,286.04998779296875,288.8500061035156,283.20001220703125,287.1499938964844,619867
2024-06-13,283.1968688964844,284.25,288.70001220703125,283.29998779296875,286.04998779296875,363522
2024-06-14,279.51055908203125,280.54998779296875,285.70001220703125,279.95001220703125,285.54998779296875,688789
2024-06-18,281.7024230957031,282.75,291.3999938964844,280.54998779296875,280.54998779296875,1221842
2024-06-19,279.41094970703125,280.45001220703125,284.70001220703125,277.0,284.6000061035156,577050
2024-06-20,284.5418701171875,285.6000061035156,290.45001220703125,279.29998779296875,281.8500061035156,1133251
2024-06-21,284.7909240722656,285.8500061035156,294.25,284.54998779296875,288.0,1295267
2024-06-24,282.39984130859375,283.45001220703125,287.0,280.79998779296875,286.8999938964844,425555
2024-06-25,287.5805358886719,288.6499938964844,291.29998779296875,281.95001220703125,283.8999938964844,907493
2024-06-26,290.1211242675781,291.20001220703125,293.70001220703125,286.5,292.0,1300174
2024-06-27,294.7040710449219,295.79998779296875,306.3999938964844,286.1000061035156,295.0,5963999
2024-06-28,290.5694580078125,291.6499938964844,295.79998779296875,289.5,295.0,1423422
2024-07-01,293.2096252441406,294.29998779296875,300.6000061035156,288.20001220703125,293.25,1277635
2024-07-02,293.1598205566406,294.25,296.8999938964844,293.70001220703125,295.5,804231
2024-07-03,298.8885192871094,300.0,304.3999938964844,293.8999938964844,295.0,2016183
2024-07-04,297.7925720214844,298.8999938964844,305.6000061035156,297.3999938964844,303.20001220703125,992700
2024-07-05,292.9107360839844,294.0,299.1000061035156,292.1000061035156,298.8999938964844,910650
2024-07-08,284.4422302246094,285.5,295.25,283.5,294.04998779296875,1339262
2024-07-09,289.3240661621094,290.3999938964844,291.0,282.79998779296875,286.8999938964844,888441
2024-07-10,291.117431640625,292.20001220703125,294.5,285.79998779296875,291.79998779296875,1148993
2024-07-11,292.7114562988281,293.79998779296875,296.70001220703125,288.79998779296875,293.6499938964844,628541
2024-07-12,293.1598205566406,294.25,295.8500061035156,290.8500061035156,294.20001220703125,735501
2024-07-15,298.8387145996094,299.95001220703125,301.0,296.1000061035156,300.0,1111981
2024-07-16,297.3940734863281,298.5,302.8999938964844,294.20001220703125,302.0,800445
2024-07-18,293.1598205566406,294.25,305.6000061035156,292.6499938964844,298.0,1029164
2024-07-19,287.87945556640625,288.95001220703125,299.95001220703125,287.20001220703125,292.0,1447669
2024-07-22,287.4311218261719,288.5,290.8500061035156,282.1000061035156,283.3500061035156,524514
2024-07-23,285.58795166015625,286.6499938964844,296.75,275.70001220703125,286.04998779296875,869428
2024-07-24,302.6246032714844,303.75,309.3999938964844,285.3999938964844,286.6499938964844,3827554
2024-07-25,307.80535888671875,308.95001220703125,311.0,300.1499938964844,302.8999938964844,2377250
2024-07-26,309.7979431152344,310.95001220703125,313.8500061035156,306.6499938964844,310.0,1778861
2024-07-29,308.5525817871094,309.70001220703125,315.70001220703125,306.95001220703125,313.70001220703125,1481430
2024-07-30,317.5690612792969,318.75,320.0,309.8999938964844,309.95001220703125,1899748
2024-07-31,312.7868347167969,313.95001220703125,320.3999938964844,312.0,319.04998779296875,803655
2024-08-01,315.9251708984375,317.1000061035156,317.70001220703125,310.20001220703125,316.04998779296875,1248012
2024-08-02,309.2001647949219,310.3500061035156,316.0,309.04998779296875,312.0,724235
2024-08-05,292.7613220214844,293.8500061035156,304.8500061035156,291.6499938964844,302.0,1237397
2024-08-06,292.16351318359375,293.25,305.5,292.25,296.75,922671
2024-08-07,299.8349914550781,300.95001220703125,303.0,293.04998779296875,296.3500061035156,504648
2024-08-08,296.44757080078125,297.54998779296875,302.8999938964844,296.6499938964844,300.75,317544
2024-08-09,292.7613220214844,293.8500061035156,300.0,293.1000061035156,299.25,358095
2024-08-12,290.5694580078125,291.6499938964844,297.8500061035156,289.95001220703125,291.8500061035156,547833
2024-08-13,284.4422302246094,285.5,292.0,278.6499938964844,285.0,1648781
2024-08-14,284.14337158203125,285.20001220703125,287.3500061035156,284.45001220703125,285.5,405863
2024-08-16,277.5179748535156,278.54998779296875,287.3500061035156,274.95001220703125,287.29998779296875,499918
2024-08-19,282.6986999511719,283.75,287.6000061035156,276.3500061035156,279.0,1030930
2024-08-20,284.043701171875,285.1000061035156,286.0,280.6499938964844,284.0,390176
2024-08-21,287.13226318359375,288.20001220703125,290.8500061035156,286.0,288.0,412040
2024-08-22,283.894287109375,284.95001220703125,290.95001220703125,284.0,289.95001220703125,340271
2024-08-23,283.1968688964844,284.25,287.0,283.1000061035156,287.0,398133
2024-08-26,283.74481201171875,284.79998779296875,286.1499938964844,282.5,284.8999938964844,370859
2024-08-27,282.49945068359375,283.54998779296875,285.1499938964844,283.04998779296875,284.79998779296875,377707
2024-08-28,279.41094970703125,280.45001220703125,285.95001220703125,280.0,284.0,298490
2024-08-29,276.2228088378906,277.25,282.75,276.29998779296875,280.0,342800
2024-08-30,277.3685302734375,278.3999938964844,281.79998779296875,277.45001220703125,278.79998779296875,626113
2024-09-02,275.525390625,276.54998779296875,280.6000061035156,275.04998779296875,279.20001220703125,222239
2024-09-03,275.0770568847656,276.1000061035156,279.5,273.54998779296875,277.5,345117
2024-09-04,276.1730041503906,277.20001220703125,281.95001220703125,273.04998779296875,273.54998779296875,389440
2024-09-05,284.5916748046875,285.6499938964844,286.79998779296875,279.0,279.0,1132992
2024-09-06,277.56781005859375,278.6000061035156,295.79998779296875,278.04998779296875,287.8500061035156,965878
2024-09-09,278.01611328125,279.04998779296875,280.29998779296875,272.0,279.0,592146
2024-09-10,289.4735107421875,290.54998779296875,291.6000061035156,280.79998779296875,281.0,864552
2024-09-11,298.9383239746094,300.04998779296875,301.45001220703125,289.04998779296875,290.0,1910696
2024-09-12,313.93255615234375,315.1000061035156,318.8999938964844,298.8999938964844,301.0,4350147
2024-09-13,322.6003112792969,323.79998779296875,345.1499938964844,316.95001220703125,317.0,17505147
2024-09-16,328.5780944824219,329.79998779296875,334.0,317.8500061035156,326.3999938964844,2300733
2024-09-17,329.9729309082031,331.20001220703125,337.70001220703125,326.8500061035156,331.6000061035156,1721884
2024-09-18,336.4986572265625,337.75,341.0,323.6000061035156,331.5,1763824
2024-09-19,349.0519714355469,350.3500061035156,353.8999938964844,340.70001220703125,341.1000061035156,8702314
2024-09-20,356.12567138671875,357.45001220703125,360.0,345.5,353.0,2790881
2024-09-23,355.02972412109375,356.3500061035156,359.95001220703125,347.8500061035156,358.20001220703125,1388992
2024-09-24,354.3323059082031,355.6499938964844,358.0,351.29998779296875,355.79998779296875,813807
2024-09-25,365.7897033691406,367.1499938964844,371.8999938964844,353.1499938964844,355.6499938964844,3422414
2024-09-26,356.3249206542969,357.6499938964844,365.70001220703125,354.29998779296875,365.70001220703125,1480411
2024-09-27,350.04827880859375,351.3500061035156,357.6499938964844,344.1000061035156,357.6499938964844,1375450
2024-09-30,338.64068603515625,339.8999938964844,351.75,338.1000061035156,346.29998779296875,842245
2024-10-01,336.3492126464844,337.6000061035156,346.70001220703125,336.1499938964844,339.8999938964844,607545
2024-10-03,323.6962585449219,324.8999938964844,336.8500061035156,324.0,331.1000061035156,949460
2024-10-04,320.50811767578125,321.70001220703125,335.6000061035156,318.45001220703125,325.0,1366581
2024-10-07,308.9012756347656,310.04998779296875,332.0,308.04998779296875,332.0,1574302
2024-10-08,308.7518310546875,309.8999938964844,316.3500061035156,307.20001220703125,311.95001220703125,925662
2024-10-09,316.2738952636719,317.45001220703125,332.95001220703125,311.8500061035156,311.8500061035156,3001877
2024-10-10,313.23516845703125,314.3999938964844,322.95001220703125,312.6000061035156,320.0,806741
2024-10-11,314.3310852050781,315.5,321.5,312.45001220703125,316.0,530813
2024-10-14,312.08941650390625,313.25,319.75,311.0,317.70001220703125,353270
2024-10-15,313.0359191894531,314.20001220703125,317.29998779296875,312.8500061035156,314.25,1088706
2024-10-16,305.1651611328125,306.29998779296875,315.6000061035156,305.29998779296875,314.8999938964844,507823
2024-10-17,301.1799621582031,302.29998779296875,308.8500061035156,301.1000061035156,308.8500061035156,496947
2024-10-18,300.7316589355469,301.8500061035156,304.0,295.04998779296875,301.0,618345
2024-10-21,295.0029602050781,296.1000061035156,304.79998779296875,294.3500061035156,302.8500061035156,424466
2024-10-22,286.63409423828125,287.70001220703125,297.5,285.1000061035156,296.1000061035156,655925
2024-10-23,287.28167724609375,288.3500061035156,295.20001220703125,280.25,289.1499938964844,675437
2024-10-24,285.2392578125,286.29998779296875,291.70001220703125,285.3999938964844,289.8500061035156,301591
2024-10-25,283.4957275390625,284.54998779296875,288.5,277.0,286.29998779296875,653503
2024-10-28,282.0511474609375,283.1000061035156,287.75,278.29998779296875,286.0,348068
2024-10-29,280.9552001953125,282.0,285.3999938964844,278.95001220703125,284.0,348746
2024-10-30,286.5344543457031,287.6000061035156,292.6499938964844,281.0,282.20001220703125,474598
2024-10-31,293.90704345703125,295.0,296.95001220703125,284.3999938964844,288.0,952056
2024-11-01,302.37554931640625,303.5,304.3999938964844,297.20001220703125,297.20001220703125,327665
2024-11-04,289.12481689453125,290.20001220703125,307.3999938964844,288.45001220703125,307.3500061035156,703508
2024-11-05,289.2742614746094,290.3500061035156,295.1000061035156,286.20001220703125,290.20001220703125,379023
2024-11-06,303.7205505371094,304.8500061035156,306.5,291.0,291.1000061035156,556487
2024-11-07,313.1853332519531,314.3500061035156,320.95001220703125,303.8999938964844,305.5,1743918
2024-11-08,302.8736877441406,304.0,315.04998779296875,299.8999938964844,314.5,859037
2024-11-11,306.2610778808594,307.3999938964844,323.0,299.1000061035156,306.0,2248166
2024-11-12,292.41259765625,293.5,309.3999938964844,291.79998779296875,307.3999938964844,569202
2024-11-13,278.86297607421875,279.8999938964844,295.6499938964844,277.29998779296875,290.0,632705
2024-11-14,273.5826416015625,274.6000061035156,286.6000061035156,273.5,281.8500061035156,525100
2024-11-18,267.7044982910156,268.70001220703125,277.95001220703125,267.5,274.0,680949
2024-11-19,261.6768798828125,262.6499938964844,272.6499938964844,261.5,265.5,772990
2024-11-21,255.89837646484375,256.8500061035156,262.79998779296875,255.60000610351562,261.6499938964844,489278
2024-11-22,260.4813537597656,261.45001220703125,263.70001220703125,255.25,257.04998779296875,415085
2024-11-25,266.90740966796875,267.8999938964844,271.0,263.75,265.5,747797
2024-11-26,267.7543029785156,268.75,274.3500061035156,266.3999938964844,267.8999938964844,422734
2024-11-27,276.1730041503906,277.20001220703125,278.29998779296875,268.0,270.8999938964844,431174
2024-11-28,285.38873291015625,286.45001220703125,288.0,274.20001220703125,278.95001220703125,734232
2024-11-29,283.74481201171875,284.79998779296875,288.3500061035156,281.70001220703125,286.0,325288
2024-12-02,286.7835388183594,287.8500061035156,289.3999938964844,282.0,287.8999938964844,343207
2024-12-03,296.1985168457031,297.29998779296875,298.04998779296875,286.29998779296875,287.5,422103
2024-12-04,297.04534912109375,298.1499938964844,301.0,293.70001220703125,297.5,448150
2024-12-05,293.95684814453125,295.04998779296875,301.0,293.95001220703125,298.1499938964844,292482
2024-12-06,300.881103515625,302.0,309.0,294.1499938964844,295.8500061035156,770728
2024-12-09,300.3829345703125,301.5,304.70001220703125,299.0,302.95001220703125,1128054
2024-12-10,296.99554443359375,298.1000061035156,302.0,294.04998779296875,301.45001220703125,669243
2024-12-11,305.0157470703125,306.1499938964844,310.6000061035156,297.04998779296875,297.04998779296875,1000450
2024-12-12,294.50482177734375,295.6000061035156,306.1499938964844,294.1000061035156,305.3999938964844,271631
2024-12-13,290.6690673828125,291.75,297.6000061035156,287.6000061035156,297.5,290176
2024-12-16,298.390380859375,299.5,305.8500061035156,290.04998779296875,290.04998779296875,699453
2024-12-17,293.2096252441406,294.29998779296875,299.5,292.1000061035156,299.5,259490
2024-12-18,289.5233459472656,290.6000061035156,295.1000061035156,289.20001220703125,292.70001220703125,309822
2024-12-19,286.5842590332031,287.6499938964844,288.70001220703125,284.20001220703125,284.3500061035156,204640
2024-12-20,285.6876220703125,286.75,290.25,280.20001220703125,287.0,662177
2024-12-23,291.1672058105469,292.25,293.3999938964844,279.0,289.20001220703125,765941
2024-12-24,293.8074035644531,294.8999938964844,298.04998779296875,290.6000061035156,292.25,281742
2024-12-26,302.02685546875,303.1499938964844,306.0,293.20001220703125,296.1499938964844,821024
2024-12-27,314.6299743652344,315.79998779296875,318.3999938964844,303.45001220703125,305.8999938964844,2546174
2024-12-30,318.0173645019531,319.20001220703125,337.6000061035156,316.1499938964844,319.5,8461716
2024-12-31,321.5542297363281,322.75,324.0,308.04998779296875,319.0,1433058
2025-01-01,319.31256103515625,320.5,327.75,314.79998779296875,319.1000061035156,797064
2025-01-02,311.0433349609375,312.20001220703125,321.6499938964844,311.0,320.75,796874
2025-01-03,306.7094421386719,307.8500061035156,315.8999938964844,305.20001220703125,315.0,809956
2025-01-06,299.0877685546875,300.20001220703125,318.0,298.6000061035156,308.0,1172594
2025-01-07,300.881103515625,302.0,306.0,297.1499938964844,302.3999938964844,491204
2025-01-08,293.2096252441406,294.29998779296875,303.8999938964844,288.45001220703125,303.8999938964844,745064
2025-01-09,287.28167724609375,288.3500061035156,295.8500061035156,284.29998779296875,293.0,388641
2025-01-10,283.8444519042969,284.8999938964844,289.70001220703125,277.54998779296875,287.0,601859
2025-01-13,270.4443054199219,271.45001220703125,282.1000061035156,263.45001220703125,281.20001220703125,1232206
2025-01-14,283.0474548339844,284.1000061035156,285.8999938964844,268.3999938964844,273.45001220703125,635511
2025-01-15,275.82427978515625,276.8500061035156,283.8999938964844,275.04998779296875,283.70001220703125,349736
2025-01-16,280.05853271484375,281.1000061035156,283.3999938964844,278.70001220703125,282.0,230134
2025-01-17,279.2117004394531,280.25,287.6000061035156,277.54998779296875,280.0,635038
2025-01-20,273.8815002441406,274.8999938964844,282.75,271.5,281.45001220703125,874269
2025-01-21,275.22650146484375,276.25,278.25,273.54998779296875,277.5,351260
2025-01-22,275.17669677734375,276.20001220703125,277.0,266.54998779296875,274.0,373013
2025-01-23,277.3685302734375,278.3999938964844,281.29998779296875,271.6000061035156,271.6000061035156,277513
2025-01-24,269.6472473144531,270.6499938964844,279.5,270.0,277.0,136963
2025-01-27,263.5200500488281,264.5,268.6000061035156,258.5,267.5,437173
2025-01-28,257.442626953125,258.3999938964844,268.1499938964844,257.0,265.25,518404
2025-01-29,264.7156066894531,265.70001220703125,272.95001220703125,257.45001220703125,258.0,750567
2025-01-30,271.1915283203125,272.20001220703125,274.5,264.6000061035156,265.0,277535
2025-01-31,271.6896667480469,272.70001220703125,275.8500061035156,270.04998779296875,273.95001220703125,250925
2025-02-01,290.86834716796875,291.95001220703125,313.8999938964844,272.79998779296875,272.79998779296875,9541398
2025-02-03,279.062255859375,280.1000061035156,290.6499938964844,277.75,288.95001220703125,1083382
2025-02-04,276.1730041503906,277.20001220703125,284.8999938964844,271.29998779296875,280.6000061035156,1039746
2025-02-05,276.720947265625,277.75,283.5,273.5,277.20001220703125,1423763
2025-02-06,272.4368896484375,273.45001220703125,277.70001220703125,272.0,277.70001220703125,379405
2025-02-07,274.08074951171875,275.1000061035156,276.25,269.75,270.8500061035156,352691
2025-02-10,274.9276428222656,275.95001220703125,280.79998779296875,272.0,275.3999938964844,488850
2025-02-11,261.32818603515625,262.29998779296875,275.29998779296875,258.25,274.45001220703125,1121448
2025-02-12,281.0050048828125,282.04998779296875,288.0,260.8500061035156,273.0,8643233
2025-02-13,289.72259521484375,290.79998779296875,294.5,275.1499938964844,277.0,1116803
2025-02-14,267.6048583984375,268.6000061035156,290.0,267.0,290.0,954034
2025-02-17,282.58831787109375,282.8999938964844,294.0,236.85000610351562,236.85000610351562,1744988
2025-02-18,271.0510559082031,271.3500061035156,282.25,263.1499938964844,282.0,1357968
2025-02-19,271.30078125,271.6000061035156,275.70001220703125,267.54998779296875,271.70001220703125,954494
2025-02-20,266.2063903808594,266.5,271.3999938964844,262.20001220703125,271.3999938964844,853385
2025-02-21,274.24749755859375,274.54998779296875,276.29998779296875,264.1000061035156,266.5,828138
2025-02-24,281.93902587890625,282.25,284.5,269.1000061035156,271.3999938964844,982791
2025-02-25,271.0510559082031,271.3500061035156,282.0,270.0,281.29998779296875,379754
2025-02-27,264.8578796386719,265.1499938964844,274.0,263.8999938964844,274.0,369437
2025-02-28,260.3628234863281,260.6499938964844,265.0,254.39999389648438,265.0,557564
2025-03-03,253.8699951171875,254.14999389648438,261.75,249.5500030517578,260.70001220703125,479597
2025-03-04,259.4638366699219,259.75,261.5,246.1999969482422,250.0,424389
2025-03-05,260.6625061035156,260.95001220703125,262.70001220703125,255.0,256.0,1024685
2025-03-06,266.9056396484375,267.20001220703125,270.8999938964844,260.3999938964844,263.8500061035156,1321804
2025-03-07,263.9588623046875,264.25,267.8999938964844,263.0,267.5,473526
2025-03-10,259.0143127441406,259.29998779296875,265.5,254.0,265.0,645328
2025-03-11,251.22291564941406,251.5,257.1000061035156,250.10000610351562,256.95001220703125,551576
2025-03-12,250.174072265625,250.4499969482422,253.3000030517578,249.1999969482422,252.10000610351562,635272
2025-03-13,247.77671813964844,248.0500030517578,253.10000610351562,246.5,252.5,248060
2025-03-17,243.1318359375,243.39999389648438,250.0,242.35000610351562,248.85000610351562,314539
2025-03-18,243.1318359375,243.39999389648438,243.39999389648438,243.39999389648438,243.39999389648438,0
2025-03-19,251.77230834960938,252.0500030517578,255.0,250.4499969482422,251.5,441579
2025-03-20,250.873291015625,251.14999389648438,255.64999389648438,249.8000030517578,254.1999969482422,578364
2025-03-21,241.63348388671875,241.89999389648438,251.64999389648438,240.6999969482422,249.0,2167522
2025-03-24,240.085205078125,240.35000610351562,250.0,239.3000030517578,242.5,1481387
2025-03-25,236.5890655517578,236.85000610351562,245.39999389648438,235.10000610351562,244.0,668467
2025-03-26,226.74990844726562,227.0,238.35000610351562,226.5,237.10000610351562,637024
2025-03-27,227.49908447265625,227.75,230.0,224.75,227.89999389648438,893807
2025-03-28,230.29600524902344,230.5500030517578,233.9499969482422,228.0,229.89999389648438,1956233
2025-04-01,232.62342834472656,232.8800048828125,235.4199981689453,228.64999389648438,232.25,460955
2025-04-02,235.040771484375,235.3000030517578,236.30999755859375,228.5,233.64999389648438,325950
2025-04-03,243.63128662109375,243.89999389648438,244.85000610351562,232.4600067138672,233.10000610351562,793880
2025-04-04,239.4758758544922,239.74000549316406,244.27999877929688,236.0500030517578,243.89999389648438,640086
2025-04-07,232.91310119628906,233.1699981689453,236.1999969482422,210.0,211.47000122070312,597689
2025-04-08,236.38926696777344,236.64999389648438,240.10000610351562,234.0,237.89999389648438,215386
2025-04-09,235.2105712890625,235.47000122070312,238.89999389648438,231.8699951171875,236.89999389648438,114680
2025-04-11,238.0474395751953,238.30999755859375,243.9600067138672,236.25,243.9600067138672,561842
2025-04-15,234.49136352539062,234.75,241.67999267578125,233.25,240.0800018310547,1025607
2025-04-16,236.66896057128906,236.92999267578125,237.85000610351562,234.0,234.0,291717
2025-04-17,242.77223205566406,243.0399932861328,245.86000061035156,236.0,237.5,1017232
