date_,adj close_jsl.ns,close_jsl.ns,high_jsl.ns,low_jsl.ns,open_jsl.ns,volume_jsl.ns
2024-03-06,694.3067626953125,699.0999755859375,707.9500122070312,669.4500122070312,687.4000244140625,3387928
2024-03-07,687.0072021484375,691.75,704.5499877929688,687.0,703.8499755859375,1758365
2024-03-11,683.580810546875,688.2999877929688,707.5,678.7999877929688,691.75,1151264
2024-03-12,653.73681640625,658.25,687.9000244140625,641.3499755859375,678.3499755859375,2603383
2024-03-13,614.5076904296875,618.75,656.7999877929688,601.5499877929688,656.7999877929688,2974280
2024-03-14,653.3892822265625,657.9000244140625,666.0,612.2999877929688,618.7000122070312,1323985
2024-03-15,659.9935913085938,664.5499877929688,680.0,639.2000122070312,655.0,5161002
2024-03-18,667.0946044921875,671.7000122070312,672.9500122070312,648.2999877929688,663.7000122070312,900857
2024-03-19,662.8240966796875,667.4000244140625,670.0,643.4000244140625,669.6500244140625,1932179
2024-03-20,659.099853515625,663.6500244140625,672.0,648.1500244140625,669.9000244140625,1098545
2024-03-21,676.0328979492188,680.7000122070312,689.8499755859375,662.0999755859375,670.0,1376605
2024-03-22,688.2982177734375,693.0499877929688,695.0,678.0,680.2000122070312,1064038
2024-03-26,704.8341064453125,709.7000122070312,717.8499755859375,690.75,695.0,2139681
2024-03-27,698.031005859375,702.8499755859375,715.75,699.0,715.0,996432
2024-03-28,689.6886596679688,694.4500122070312,712.7000122070312,685.75,706.7999877929688,1192965
2024-04-01,714.6165771484375,719.5499877929688,724.0,699.4000244140625,704.9500122070312,1185130
2024-04-02,710.8922729492188,715.7999877929688,725.9500122070312,713.0,722.0,1071239
2024-04-03,708.4590454101562,713.3499755859375,721.0,707.0999755859375,715.0,1075532
2024-04-04,702.4009399414062,707.25,715.7000122070312,681.0499877929688,712.9000244140625,2550633
2024-04-05,697.9813842773438,702.7999877929688,711.1500244140625,700.0,707.0,906201
2024-04-08,698.378662109375,703.2000122070312,712.0,686.0999755859375,708.0,1138880
2024-04-09,694.1577758789062,698.9500122070312,709.25,695.5,706.9500122070312,929889
2024-04-10,693.611572265625,698.4000244140625,705.0,694.25,700.0499877929688,1080351
2024-04-12,678.2178344726562,682.9000244140625,704.0,678.0,696.0999755859375,1458540
2024-04-15,689.0430908203125,693.7999877929688,704.0,652.3499755859375,678.0,1841612
2024-04-16,668.8325805664062,673.4500122070312,701.25,669.2000122070312,688.5,1243355
2024-04-18,670.272705078125,674.9000244140625,691.25,665.2000122070312,683.0,2336033
2024-04-19,687.851318359375,692.5999755859375,694.9000244140625,666.0999755859375,670.0999755859375,1069195
2024-04-22,707.7638549804688,712.6500244140625,718.7999877929688,697.0999755859375,700.0,1638191
2024-04-23,719.8801879882812,724.8499755859375,732.2000122070312,715.2999877929688,720.0,1747763
2024-04-24,732.6917724609375,737.75,748.0,720.5,731.8499755859375,1552507
2024-04-25,724.697021484375,729.7000122070312,741.5999755859375,723.4500122070312,736.9000244140625,1020024
2024-04-26,696.3427734375,701.1500244140625,731.2999877929688,698.5,729.9000244140625,934551
2024-04-29,695.0515747070312,699.8499755859375,724.5999755859375,691.8499755859375,709.9000244140625,1451408
2024-04-30,702.1029052734375,706.9500122070312,718.2999877929688,697.4000244140625,701.1500244140625,1448948
2024-05-02,729.1660766601562,734.2000122070312,739.9000244140625,707.4500122070312,724.9500122070312,2232161
2024-05-03,727.8253173828125,732.8499755859375,740.0,725.2000122070312,736.0,1489456
2024-05-06,717.1489868164062,722.0999755859375,741.1500244140625,707.5999755859375,738.4500122070312,1260392
2024-05-07,696.0447387695312,700.8499755859375,726.9500122070312,690.0,722.0,2019542
2024-05-08,688.8444213867188,693.5999755859375,709.75,690.0,697.5,1104959
2024-05-09,674.8411865234375,679.5,709.8499755859375,676.2000122070312,698.7999877929688,1932844
2024-05-10,682.935302734375,687.6500244140625,693.5999755859375,656.9000244140625,684.9500122070312,1350872
2024-05-13,675.43701171875,680.0999755859375,689.2999877929688,667.0,687.0,1179463
2024-05-14,706.7210693359375,711.5999755859375,715.4000244140625,678.0,680.0999755859375,2516471
2024-05-15,678.1681518554688,682.8499755859375,713.7000122070312,680.6500244140625,713.7000122070312,2801684
2024-05-16,679.06201171875,683.75,693.0,625.0,625.0,6096361
2024-05-17,702.2518310546875,707.0999755859375,709.9000244140625,676.0999755859375,682.0499877929688,2200760
2024-05-21,696.739990234375,701.5499877929688,708.0,692.5,708.0,1868664
2024-05-22,702.152587890625,707.0,723.5999755859375,694.0,701.5499877929688,2349155
2024-05-23,708.7073364257812,713.5999755859375,724.7000122070312,704.9000244140625,711.9500122070312,1472715
2024-05-24,700.4642333984375,705.2999877929688,732.0,700.7999877929688,713.6500244140625,2086563
2024-05-27,717.4470825195312,722.4000244140625,727.9500122070312,706.0,709.8499755859375,2319612
2024-05-28,709.2039184570312,714.0999755859375,729.9000244140625,711.1500244140625,727.75,2914617
2024-05-29,706.67138671875,711.5499877929688,724.9500122070312,707.0499877929688,720.5,2778881
2024-05-30,702.7981567382812,707.6500244140625,722.4000244140625,705.0,715.1500244140625,2399763
2024-05-31,788.0595092773438,793.5,837.0,716.0499877929688,719.0,44737406
2024-06-03,797.8419799804688,803.3499755859375,830.0499877929688,789.0,820.0,2919689
2024-06-04,753.448486328125,758.6500244140625,814.3499755859375,747.0,807.5,4991128
2024-06-05,770.8781127929688,776.2000122070312,785.9000244140625,731.4000244140625,765.0499877929688,2456213
2024-06-06,789.0029907226562,794.4500122070312,797.0,780.0,793.3499755859375,1313297
2024-06-07,789.4498901367188,794.9000244140625,803.5499877929688,788.2000122070312,793.5,872735
2024-06-10,808.3197021484375,813.9000244140625,824.9500122070312,795.0,803.5499877929688,1175617
2024-06-11,791.7838134765625,797.25,822.5999755859375,790.0999755859375,822.5999755859375,935522
2024-06-12,818.0028686523438,823.6500244140625,830.0,795.0,800.0,894004
2024-06-13,810.6039428710938,816.2000122070312,841.0,811.0999755859375,840.9000244140625,842753
2024-06-14,806.8299560546875,812.4000244140625,825.0,800.4500122070312,815.25,1189571
2024-06-18,803.7511596679688,809.2999877929688,830.4500122070312,802.9000244140625,819.9500122070312,767287
2024-06-19,788.3574829101562,793.7999877929688,814.2000122070312,784.0,814.2000122070312,942980
2024-06-20,803.1056518554688,808.6500244140625,817.7000122070312,784.3499755859375,794.0,1197603
2024-06-21,785.6759643554688,791.0999755859375,810.7000122070312,781.0,810.7000122070312,2239979
2024-06-24,795.4088134765625,800.9000244140625,809.6500244140625,784.3499755859375,789.5499877929688,550859
2024-06-25,806.383056640625,811.9500122070312,814.0,799.5,800.0,609163
2024-06-26,807.62451171875,813.2000122070312,816.75,805.6500244140625,815.0,555281
2024-06-27,797.7922973632812,803.2999877929688,826.0,800.0,811.0499877929688,980428
2024-06-28,816.8606567382812,822.5,825.0,804.1500244140625,807.9000244140625,998535
2024-07-01,805.7374267578125,811.2999877929688,826.0,804.9500122070312,826.0,585859
2024-07-02,809.412109375,815.0,819.7000122070312,805.2000122070312,809.1500244140625,455805
2024-07-03,819.0455932617188,824.7000122070312,830.0,810.0499877929688,815.5999755859375,785117
2024-07-04,827.9342651367188,833.6500244140625,835.5,824.25,830.0,587820
2024-07-05,822.1243896484375,827.7999877929688,845.7999877929688,825.0,833.6500244140625,454429
2024-07-08,814.5764770507812,820.2000122070312,835.9000244140625,815.5499877929688,827.0,385933
2024-07-09,804.893310546875,810.4500122070312,848.0,808.7999877929688,824.0,919354
2024-07-10,788.7051391601562,794.1500244140625,818.2999877929688,778.0499877929688,814.9500122070312,938248
2024-07-11,782.2496337890625,787.6500244140625,797.4500122070312,778.0999755859375,796.3499755859375,605970
2024-07-12,777.9293823242188,783.2999877929688,787.9500122070312,765.4000244140625,776.0,1291143
2024-07-15,784.0372924804688,789.4500122070312,792.0,775.7999877929688,776.2999877929688,407174
2024-07-16,792.5783081054688,798.0499877929688,801.0999755859375,787.8499755859375,795.9000244140625,487116
2024-07-18,789.6484985351562,795.0999755859375,804.4000244140625,785.5499877929688,797.0,864284
2024-07-19,740.18994140625,745.2999877929688,793.4500122070312,741.0499877929688,793.4500122070312,1705068
2024-07-22,743.4673461914062,748.5999755859375,754.9000244140625,729.5,744.7999877929688,1357832
2024-07-23,728.9178466796875,733.9500122070312,751.0499877929688,707.0499877929688,750.7999877929688,738610
2024-07-24,747.3406372070312,752.5,762.8499755859375,737.0,747.1500244140625,487936
2024-07-25,743.7156372070312,748.8499755859375,758.5,736.7999877929688,738.0,470749
2024-07-26,759.2583618164062,764.5,766.2999877929688,746.2000122070312,748.8499755859375,429416
2024-07-29,734.380126953125,739.4500122070312,766.0,737.4500122070312,765.6500244140625,1245427
2024-07-30,739.4947509765625,744.5999755859375,754.0,735.3499755859375,742.0,1735997
2024-07-31,735.4229125976562,740.5,774.9000244140625,734.5,740.0,1836301
2024-08-01,731.3013305664062,736.3499755859375,754.9000244140625,726.5999755859375,742.4000244140625,1404681
2024-08-02,724.74658203125,729.75,738.5,722.0,728.5,512580
2024-08-05,672.5072631835938,677.1500244140625,723.6500244140625,669.1500244140625,705.0499877929688,1480507
2024-08-06,655.3258666992188,659.8499755859375,713.5999755859375,656.9000244140625,691.0,1515893
2024-08-07,673.5997314453125,678.25,688.0,665.7000122070312,669.9500122070312,1046461
2024-08-08,659.1494750976562,663.7000122070312,685.25,661.0,685.0,538760
2024-08-09,660.1922607421875,664.75,678.7999877929688,658.7999877929688,670.5,558564
2024-08-12,676.6287841796875,681.2999877929688,688.2999877929688,631.0,656.0,2522806
2024-08-13,689.4900512695312,694.25,699.0,674.75,691.4000244140625,2384873
2024-08-14,691.1287231445312,695.9000244140625,698.0,681.4500122070312,698.0,1211212
2024-08-16,696.5413208007812,701.3499755859375,706.9500122070312,683.3499755859375,699.0999755859375,2086559
2024-08-19,718.19189453125,723.1500244140625,724.75,704.5,708.2000122070312,580295
2024-08-20,735.373291015625,740.4500122070312,743.0,723.3499755859375,725.0,593449
2024-08-21,738.7499389648438,743.8499755859375,749.0,733.0,740.0,546483
2024-08-22,724.74658203125,729.75,747.0499877929688,727.0499877929688,743.8499755859375,398881
2024-08-23,725.7893676757812,730.7999877929688,741.0,726.5,732.0,439875
2024-08-26,737.7567749023438,742.8499755859375,745.0,727.0999755859375,727.8499755859375,452324
2024-08-27,731.5496826171875,736.5999755859375,747.5,733.0,744.0499877929688,270576
2024-08-28,724.1507568359375,729.1500244140625,738.6500244140625,724.0,737.2999877929688,427806
2024-08-29,731.102783203125,736.1500244140625,741.0,723.0499877929688,729.5,765919
2024-08-30,790.1068115234375,793.4000244140625,800.0,728.4000244140625,735.0,3127059
2024-09-02,736.2811279296875,739.3499755859375,795.0,737.0,793.4000244140625,2283551
2024-09-03,723.2852783203125,726.2999877929688,744.75,722.2999877929688,744.7000122070312,5990340
2024-09-04,724.1317749023438,727.1500244140625,733.4500122070312,710.0,723.7999877929688,1293686
2024-09-05,716.6629638671875,719.6500244140625,731.4000244140625,711.0,728.5,1334954
2024-09-06,723.0363159179688,726.0499877929688,741.7000122070312,722.4500122070312,729.25,932802
2024-09-09,717.7085571289062,720.7000122070312,740.0,713.5,728.1500244140625,672031
2024-09-10,739.3682861328125,742.4500122070312,750.0,721.1500244140625,722.0,717731
2024-09-11,730.6546020507812,733.7000122070312,754.8499755859375,730.7999877929688,735.0499877929688,779371
2024-09-12,747.0363159179688,750.1500244140625,754.9500122070312,734.25,734.25,602011
2024-09-13,759.783203125,762.9500122070312,775.25,750.0,755.7999877929688,957585
2024-09-16,756.2977294921875,759.4500122070312,767.5,750.0999755859375,762.9500122070312,537075
2024-09-17,753.2604370117188,756.4000244140625,762.0,751.1500244140625,758.0999755859375,488625
2024-09-18,746.7874145507812,749.9000244140625,764.9500122070312,744.0,752.4000244140625,454808
2024-09-19,731.3517456054688,734.4000244140625,758.4500122070312,727.0499877929688,757.5,602014
2024-09-20,773.4761352539062,776.7000122070312,789.0,737.0499877929688,738.5,1379940
2024-09-23,769.1940307617188,772.4000244140625,779.0,750.75,765.9500122070312,1237977
2024-09-24,782.2893676757812,785.5499877929688,791.5,771.75,774.9000244140625,864085
2024-09-25,786.8204345703125,790.0999755859375,803.0,780.75,785.5499877929688,1381221
2024-09-26,778.554931640625,781.7999877929688,791.0,763.5999755859375,791.0,642483
2024-09-27,776.2147216796875,779.4500122070312,797.0,772.4500122070312,779.5499877929688,646535
2024-09-30,787.2188720703125,790.5,794.0,771.2000122070312,779.4500122070312,731782
2024-10-01,764.2147216796875,767.4000244140625,793.7000122070312,762.7999877929688,793.0,1140106
2024-10-03,768.3475341796875,771.5499877929688,774.9000244140625,753.0,757.0,551400
2024-10-04,775.2686157226562,778.5,782.7999877929688,752.0,771.5,633436
2024-10-07,755.3516845703125,758.5,782.7000122070312,752.0,778.5,505113
2024-10-08,748.629638671875,751.75,769.0,735.0999755859375,752.0,754713
2024-10-09,740.4636840820312,743.5499877929688,759.0999755859375,742.0,752.0499877929688,358491
2024-10-10,752.9118041992188,756.0499877929688,760.8499755859375,739.2999877929688,752.5,522093
2024-10-11,751.3184814453125,754.4500122070312,772.0,749.5499877929688,755.0499877929688,455277
2024-10-14,748.928466796875,752.0499877929688,762.9500122070312,747.0499877929688,754.4500122070312,247587
2024-10-15,753.9574584960938,757.0999755859375,761.3499755859375,748.0,754.0,283961
2024-10-16,760.5798950195312,763.75,767.9000244140625,756.8499755859375,758.0,651733
2024-10-17,757.3433227539062,760.5,771.0,747.0499877929688,770.0,652188
2024-10-18,739.8662109375,742.9500122070312,750.0,730.5,750.0,1263109
2024-10-21,695.94921875,698.8499755859375,742.25,693.3499755859375,735.7000122070312,1893671
2024-10-22,650.7874755859375,653.5,703.1500244140625,648.0499877929688,703.1500244140625,1667082
2024-10-23,656.2149047851562,658.9500122070312,667.5,631.8499755859375,651.8499755859375,1358289
2024-10-24,660.3475952148438,663.0999755859375,668.25,648.0499877929688,660.9500122070312,635524
2024-10-25,661.1941528320312,663.9500122070312,668.4000244140625,637.4000244140625,668.4000244140625,692052
2024-10-28,666.7210693359375,669.5,675.2999877929688,646.8499755859375,664.4500122070312,583057
2024-10-29,680.6629638671875,683.5,687.4500122070312,655.4500122070312,672.0,377255
2024-10-30,676.2314453125,679.0499877929688,692.1500244140625,673.0,677.0499877929688,706980
2024-10-31,672.4970092773438,675.2999877929688,689.0,671.7999877929688,680.0,304839
2024-11-01,679.4181518554688,682.25,684.1500244140625,675.2999877929688,678.0,41185
2024-11-04,681.160888671875,684.0,692.0,675.4500122070312,690.0,417866
2024-11-05,687.0364379882812,689.9000244140625,704.0,681.0999755859375,682.5,776202
2024-11-06,713.5757446289062,716.5499877929688,718.0,688.7999877929688,695.4000244140625,942838
2024-11-07,720.0487670898438,723.0499877929688,727.9000244140625,705.1500244140625,718.3499755859375,463871
2024-11-08,707.3517456054688,710.2999877929688,721.0499877929688,700.0999755859375,718.9500122070312,279109
2024-11-11,702.12353515625,705.0499877929688,711.8499755859375,696.0499877929688,710.2999877929688,325821
2024-11-12,695.2023315429688,698.0999755859375,718.9000244140625,690.0999755859375,706.0,606328
2024-11-13,689.2272338867188,692.0999755859375,706.25,686.7000122070312,692.0,509872
2024-11-14,691.6671142578125,694.5499877929688,704.0999755859375,687.0,692.0999755859375,477721
2024-11-18,686.09033203125,688.9500122070312,708.0499877929688,682.0999755859375,693.7999877929688,684545
2024-11-19,683.152587890625,686.0,694.5,676.2000122070312,684.7000122070312,533314
2024-11-21,652.6297607421875,655.3499755859375,683.0999755859375,653.7999877929688,680.0,908796
2024-11-22,668.7625122070312,671.5499877929688,677.0,655.5499877929688,655.7999877929688,369544
2024-11-25,669.5592651367188,672.3499755859375,685.5999755859375,663.5999755859375,678.7999877929688,1421495
2024-11-26,685.8414306640625,688.7000122070312,691.5999755859375,664.8499755859375,666.7999877929688,292292
2024-11-27,683.302001953125,686.1500244140625,690.7000122070312,674.0499877929688,688.0499877929688,231014
2024-11-28,693.111083984375,696.0,702.9500122070312,679.0,687.5,549298
2024-11-29,680.3641967773438,683.2000122070312,698.6500244140625,676.0,695.7999877929688,690263
2024-12-02,688.8787231445312,691.75,694.7999877929688,675.2000122070312,679.4000244140625,352981
2024-12-03,713.0778198242188,716.0499877929688,725.0,694.0,695.0,1177977
2024-12-04,730.953369140625,734.0,741.7000122070312,715.0999755859375,719.6500244140625,1269127
2024-12-05,725.82470703125,728.8499755859375,738.7999877929688,709.0999755859375,735.0,1199492
2024-12-06,738.5217895507812,741.5999755859375,744.7000122070312,721.6500244140625,723.0,493516
2024-12-09,743.9491577148438,747.0499877929688,750.5499877929688,736.6500244140625,743.9500122070312,692792
2024-12-10,743.5508422851562,746.6500244140625,753.6500244140625,738.25,746.7999877929688,850485
2024-12-11,743.9989624023438,747.0999755859375,754.0,742.5999755859375,745.5,338549
2024-12-12,749.5259399414062,752.6500244140625,755.5,740.9000244140625,747.2000122070312,526407
2024-12-13,757.1442260742188,760.2999877929688,762.0,738.7000122070312,754.9500122070312,548032
2024-12-16,747.0861206054688,750.2000122070312,763.9500122070312,745.0,762.5,381856
2024-12-17,740.4139404296875,743.5,753.0,738.0,743.7999877929688,659526
2024-12-18,735.9326171875,739.0,746.7000122070312,726.7000122070312,740.0,530052
2024-12-19,736.1318359375,739.2000122070312,746.0,715.7999877929688,722.0499877929688,597690
2024-12-20,716.8123168945312,719.7999877929688,746.9000244140625,716.5999755859375,745.9500122070312,768129
2024-12-23,724.978271484375,728.0,730.7000122070312,710.0,719.5,995444
2024-12-24,727.019775390625,730.0499877929688,736.7999877929688,712.7999877929688,728.0499877929688,1505466
2024-12-26,730.803955078125,733.8499755859375,738.3499755859375,719.5999755859375,726.4500122070312,526487
2024-12-27,732.945068359375,736.0,742.7999877929688,730.9000244140625,732.3499755859375,389564
2024-12-30,684.0488891601562,686.9000244140625,739.7000122070312,677.3499755859375,735.9500122070312,2206187
2024-12-31,696.2977905273438,699.2000122070312,704.0,680.2000122070312,680.7000122070312,1157663
2025-01-01,693.95751953125,696.8499755859375,701.5,684.0499877929688,701.5,658449
2025-01-02,681.5592651367188,684.4000244140625,698.9500122070312,680.5499877929688,697.9500122070312,533696
2025-01-03,674.7874145507812,677.5999755859375,691.0,675.4000244140625,683.8499755859375,716146
2025-01-06,661.393310546875,664.1500244140625,684.7000122070312,660.9000244140625,683.7999877929688,734080
2025-01-07,666.22314453125,669.0,674.0,656.0499877929688,665.5999755859375,501442
2025-01-08,642.7709350585938,645.4500122070312,669.0,641.5499877929688,667.7000122070312,686188
2025-01-09,629.526123046875,632.1500244140625,648.0,628.8499755859375,636.0,985284
2025-01-10,622.9534912109375,625.5499877929688,638.1500244140625,622.5,631.2000122070312,767759
2025-01-13,603.883056640625,606.4000244140625,628.5999755859375,596.8499755859375,616.0,1247593
2025-01-14,622.8538818359375,625.4500122070312,633.5,606.4500122070312,606.4500122070312,1503398
2025-01-15,612.4970703125,615.0499877929688,630.9500122070312,611.0999755859375,628.5999755859375,646252
2025-01-16,622.8041381835938,625.4000244140625,628.9000244140625,618.5,621.5499877929688,489611
2025-01-17,631.7169799804688,634.3499755859375,638.0,620.5999755859375,623.0,390412
2025-01-20,624.9451904296875,627.5499877929688,638.0,620.2000122070312,638.0,317755
2025-01-21,630.42236328125,633.0499877929688,635.0,621.5999755859375,627.5499877929688,548196
2025-01-22,630.7709350585938,633.4000244140625,635.0,612.4000244140625,633.0,739631
2025-01-23,637.0945434570312,639.75,651.9000244140625,628.7000122070312,631.7999877929688,530397
2025-01-24,631.4679565429688,634.0999755859375,645.0,624.0,643.0999755859375,597376
2025-01-27,620.0157470703125,622.5999755859375,629.2999877929688,613.5,626.0,634776
2025-01-28,612.2979125976562,614.8499755859375,633.7000122070312,605.7000122070312,622.5999755859375,535070
2025-01-29,635.0531005859375,637.7000122070312,639.5999755859375,611.8499755859375,615.2999877929688,321064
2025-01-30,646.15673828125,648.8499755859375,654.9000244140625,603.5999755859375,625.2000122070312,1257556
2025-01-31,650.5883178710938,653.2999877929688,658.0,635.25,645.7000122070312,1327550
2025-02-01,621.559326171875,624.1500244140625,659.7999877929688,600.9000244140625,653.2999877929688,1329040
2025-02-03,592.5303344726562,595.0,620.9000244140625,582.9500122070312,618.0499877929688,2710741
2025-02-04,619.9659423828125,622.5499877929688,625.25,600.0,600.0,1250230
2025-02-05,632.0655517578125,634.7000122070312,646.6500244140625,620.75,620.75,924052
2025-02-06,633.5592651367188,636.2000122070312,643.0499877929688,631.6500244140625,637.6500244140625,396119
2025-02-07,640.4414672851562,642.0999755859375,648.0,625.6500244140625,636.0,617202
2025-02-10,631.6143188476562,633.25,639.9000244140625,623.2000122070312,632.0,634219
2025-02-11,606.87841796875,608.4500122070312,630.0,598.2000122070312,622.0999755859375,701167
2025-02-12,601.5921020507812,603.1500244140625,616.4000244140625,590.3499755859375,608.4000244140625,821399
2025-02-13,607.1776123046875,608.75,618.0,597.7000122070312,603.1500244140625,574170
2025-02-14,583.33935546875,584.8499755859375,621.7000122070312,575.0,614.5,926123
2025-02-17,588.7752685546875,590.2999877929688,595.4000244140625,568.0499877929688,583.9500122070312,836735
2025-02-18,581.2447509765625,582.75,592.9000244140625,572.0999755859375,590.5,912024
2025-02-19,600.9935913085938,602.5499877929688,605.4500122070312,577.5,577.5,800758
2025-02-20,617.1019287109375,618.7000122070312,620.1500244140625,598.0,602.5499877929688,750166
2025-02-21,623.9840698242188,625.5999755859375,634.1500244140625,610.3499755859375,620.0,771847
2025-02-24,614.3092041015625,615.9000244140625,620.0,607.0999755859375,612.0999755859375,453142
2025-02-25,597.851806640625,599.4000244140625,615.9000244140625,595.1500244140625,611.0999755859375,674270
2025-02-27,595.0090942382812,596.5499877929688,604.0,582.1500244140625,600.0,688833
2025-02-28,583.33935546875,584.8499755859375,595.0,573.5,595.0,1185041
2025-03-03,593.3134765625,594.8499755859375,598.5499877929688,574.0999755859375,588.0,594375
2025-03-04,592.8148193359375,594.3499755859375,600.75,577.2999877929688,588.0499877929688,598247
2025-03-05,611.865478515625,613.4500122070312,623.0,591.0,591.0,720449
2025-03-06,650.2161865234375,651.9000244140625,656.0,622.6500244140625,625.4500122070312,2201055
2025-03-07,652.9091796875,654.5999755859375,664.7999877929688,645.2000122070312,648.2000122070312,1255285
2025-03-10,638.9453125,640.5999755859375,664.0,635.0,653.0,1056815
2025-03-11,647.6727294921875,649.3499755859375,650.7999877929688,632.0,635.0,758105
2025-03-12,635.454345703125,637.0999755859375,654.75,624.5,649.9500122070312,639506
2025-03-13,630.666748046875,632.2999877929688,641.9500122070312,621.0,637.25,631852
2025-03-17,639.9427490234375,641.5999755859375,645.0,626.9500122070312,627.0,511027
2025-03-18,639.9427490234375,641.5999755859375,641.5999755859375,641.5999755859375,641.5999755859375,0
2025-03-19,653.6572265625,655.3499755859375,664.1500244140625,650.0,655.5,795167
2025-03-20,652.360595703125,654.0499877929688,660.9500122070312,644.0499877929688,660.9500122070312,536492
2025-03-21,624.0838623046875,625.7000122070312,659.9000244140625,618.25,659.8499755859375,1785191
2025-03-24,589.822509765625,591.3499755859375,635.7000122070312,589.9000244140625,632.0,4439971
2025-03-25,586.630859375,588.1500244140625,598.4500122070312,582.5,594.0,1268830
2025-03-26,593.61279296875,595.1500244140625,601.75,587.0,590.0,2977737
2025-03-27,580.4468383789062,581.9500122070312,594.0,576.5999755859375,592.9000244140625,2101949
2025-03-28,580.0977172851562,581.5999755859375,591.7000122070312,577.9000244140625,586.9000244140625,1256369
2025-04-01,575.060791015625,576.5499877929688,591.4000244140625,574.0,581.5999755859375,1146903
2025-04-02,588.3763427734375,589.9000244140625,591.0,569.0,581.75,901482
2025-04-03,593.0641479492188,594.5999755859375,597.9500122070312,583.5499877929688,585.0,632728
2025-04-04,550.2749633789062,551.7000122070312,593.0999755859375,547.25,593.0999755859375,1448645
2025-04-07,515.3155517578125,516.6500244140625,530.0,496.6000061035156,496.6000061035156,2106941
2025-04-08,521.9981689453125,523.3499755859375,539.0,507.45001220703125,539.0,1376588
2025-04-09,511.27593994140625,512.5999755859375,524.25,504.0,519.0,862653
2025-04-11,540.64990234375,542.0499877929688,548.9500122070312,521.2000122070312,530.0,1122799
2025-04-15,556.3591918945312,557.7999877929688,560.9500122070312,547.0,548.0,1443113
2025-04-16,557.2568969726562,558.7000122070312,565.25,553.0,561.0,1006680
2025-04-17,559.9998168945312,561.4500122070312,569.25,554.6500244140625,561.5999755859375,820538
2025-04-21,567.8793334960938,569.3499755859375,571.5,556.5,563.0,874174
2025-04-22,579.5989990234375,581.0999755859375,584.25,575.0999755859375,578.0,1093248
