date_,adj close_metropolis.ns,close_metropolis.ns,high_metropolis.ns,low_metropolis.ns,open_metropolis.ns,volume_metropolis.ns
2024-03-26,1650.7802734375,1654.199951171875,1662.199951171875,1585.0,1585.0,454541
2024-03-27,1725.325927734375,1728.9000244140625,1751.0,1651.550048828125,1652.0,454748
2024-03-28,1720.036865234375,1723.5999755859375,1814.75,1681.0999755859375,1728.9000244140625,1235401
2024-04-01,1732.5609130859375,1736.1500244140625,1751.0,1697.0999755859375,1709.0,168149
2024-04-02,1718.88916015625,1722.449951171875,1744.550048828125,1704.0,1721.0999755859375,83843
2024-04-03,1721.234375,1724.800048828125,1750.0,1706.199951171875,1721.0,107925
2024-04-04,1679.8699951171875,1683.3499755859375,1747.75,1677.949951171875,1746.0,84913
2024-04-05,1711.2052001953125,1714.75,1731.0,1675.0,1675.0,132483
2024-04-08,1741.4425048828125,1745.050048828125,1748.4000244140625,1714.050048828125,1715.0,113909
2024-04-09,1764.295166015625,1767.949951171875,1779.949951171875,1732.0,1761.800048828125,215410
2024-04-10,1796.9774169921875,1800.699951171875,1824.449951171875,1766.550048828125,1778.0,440946
2024-04-12,1837.6431884765625,1841.449951171875,1933.5,1833.3499755859375,1854.949951171875,2470085
2024-04-15,1773.9251708984375,1777.5999755859375,1819.449951171875,1728.1500244140625,1801.0,821956
2024-04-16,1742.839599609375,1746.449951171875,1768.0,1712.4000244140625,1765.0,303191
2024-04-18,1736.1534423828125,1739.75,1747.8499755859375,1702.5999755859375,1745.050048828125,254620
2024-04-19,1736.0537109375,1739.6500244140625,1754.0,1671.5999755859375,1710.0,336772
2024-04-22,1785.8505859375,1789.550048828125,1805.3499755859375,1715.550048828125,1735.0,263824
2024-04-23,1826.2169189453125,1830.0,1839.0,1750.0,1806.0,745663
2024-04-24,1837.1942138671875,1841.0,1879.0,1798.0,1830.0,824053
2024-04-25,1767.987548828125,1771.6500244140625,1839.0,1752.050048828125,1829.0,348884
2024-04-26,1801.3184814453125,1805.050048828125,1819.949951171875,1773.0999755859375,1780.0,210127
2024-04-29,1790.34130859375,1794.050048828125,1818.0,1782.75,1810.4000244140625,100470
2024-04-30,1813.9921875,1817.75,1849.9000244140625,1760.0,1799.9000244140625,106560
2024-05-02,1805.7093505859375,1809.449951171875,1834.449951171875,1801.050048828125,1815.0,81615
2024-05-03,1786.69873046875,1790.4000244140625,1817.4000244140625,1778.550048828125,1804.5,89940
2024-05-06,1810.0504150390625,1813.800048828125,1839.5,1788.3499755859375,1792.0,188770
2024-05-07,1774.873291015625,1778.550048828125,1815.0,1742.199951171875,1815.0,143399
2024-05-08,1760.7525634765625,1764.4000244140625,1797.4000244140625,1758.550048828125,1768.050048828125,70193
2024-05-09,1711.4046630859375,1714.949951171875,1785.9000244140625,1691.0,1775.050048828125,121298
2024-05-10,1744.2366943359375,1747.8499755859375,1760.9000244140625,1695.699951171875,1732.0,183992
2024-05-13,1827.21484375,1831.0,1840.0,1715.9000244140625,1740.0,721361
2024-05-14,1832.354248046875,1836.1500244140625,1858.4000244140625,1819.550048828125,1832.800048828125,182332
2024-05-15,1846.425048828125,1850.25,1860.0999755859375,1805.050048828125,1819.1500244140625,187622
2024-05-16,1864.03857421875,1867.9000244140625,1887.550048828125,1845.0999755859375,1867.449951171875,287646
2024-05-17,1834.39990234375,1838.199951171875,1880.949951171875,1821.75,1865.050048828125,191374
2024-05-21,1898.8165283203125,1902.75,1915.0,1825.300048828125,1840.5999755859375,356918
2024-05-22,1952.00634765625,1956.050048828125,2050.0,1895.699951171875,1920.0,2633537
2024-05-23,1942.8253173828125,1946.8499755859375,1976.449951171875,1923.050048828125,1956.0,318131
2024-05-24,1966.6759033203125,1970.75,2001.0,1890.0,1940.0,475497
2024-05-27,1973.26220703125,1977.3499755859375,2019.9000244140625,1940.0,1971.9000244140625,382342
2024-05-28,1990.4267578125,1994.550048828125,2010.0,1968.5999755859375,1977.3499755859375,170782
2024-05-29,1967.0750732421875,1971.1500244140625,1999.949951171875,1954.25,1999.949951171875,101473
2024-05-30,1916.380126953125,1920.3499755859375,1970.5,1910.9000244140625,1960.5,172571
2024-05-31,1902.70849609375,1906.6500244140625,1955.0,1885.949951171875,1935.0,182109
2024-06-03,1917.8271484375,1921.800048828125,1948.5999755859375,1908.6500244140625,1941.9000244140625,60822
2024-06-04,1885.4442138671875,1889.3499755859375,1938.949951171875,1798.050048828125,1938.949951171875,223682
2024-06-05,1981.046142578125,1985.1500244140625,2021.0,1890.800048828125,1900.0,403408
2024-06-06,2024.3564453125,2028.550048828125,2067.949951171875,1996.0999755859375,2019.800048828125,507179
2024-06-07,1998.0609130859375,2002.199951171875,2057.0,1995.0,2044.0,490862
2024-06-10,2003.050537109375,2007.199951171875,2035.699951171875,1996.199951171875,2000.1500244140625,169805
2024-06-11,1991.9735107421875,1996.0999755859375,2038.9000244140625,1989.699951171875,2013.050048828125,120954
2024-06-12,1946.6673583984375,1950.699951171875,2010.050048828125,1944.0999755859375,2010.0,321420
2024-06-13,1986.1356201171875,1990.25,2023.0,1962.300048828125,1968.800048828125,342232
2024-06-14,1954.15185546875,1958.199951171875,1991.949951171875,1953.0999755859375,1991.0,181644
2024-06-18,1951.1580810546875,1955.199951171875,1974.949951171875,1922.0999755859375,1974.949951171875,190675
2024-06-19,1945.3201904296875,1949.3499755859375,1973.1500244140625,1927.0,1971.949951171875,108844
2024-06-20,1942.3262939453125,1946.3499755859375,1965.0,1935.949951171875,1952.949951171875,61850
2024-06-21,1935.989501953125,1940.0,1989.9000244140625,1935.050048828125,1949.0,193196
2024-06-24,1932.197265625,1936.199951171875,1957.300048828125,1912.8499755859375,1915.0999755859375,89132
2024-06-25,1931.6485595703125,1935.6500244140625,1971.800048828125,1929.9000244140625,1936.199951171875,77849
2024-06-26,1939.33251953125,1943.3499755859375,1949.4000244140625,1926.0999755859375,1935.6500244140625,48554
2024-06-27,1933.1453857421875,1937.1500244140625,1949.199951171875,1911.550048828125,1943.3499755859375,95064
2024-06-28,1973.9609375,1978.050048828125,1986.5,1939.949951171875,1940.0,157551
2024-07-01,2050.40234375,2054.64990234375,2062.300048828125,1979.25,1994.800048828125,349825
2024-07-02,2009.0880126953125,2013.25,2080.0,2005.0,2080.0,262767
2024-07-03,2020.015380859375,2024.199951171875,2058.449951171875,2017.050048828125,2022.0999755859375,137932
2024-07-04,2082.13671875,2086.449951171875,2095.5,2011.699951171875,2029.9000244140625,287584
2024-07-05,2033.6871337890625,2037.9000244140625,2109.199951171875,2030.0,2100.0,334572
2024-07-08,2038.028076171875,2042.25,2056.949951171875,1990.0,2050.0,183675
2024-07-09,2043.66650390625,2047.9000244140625,2088.0,2038.0999755859375,2044.0,287050
2024-07-10,2049.304931640625,2053.550048828125,2061.949951171875,2011.0,2059.89990234375,154920
2024-07-11,2054.044921875,2058.300048828125,2072.89990234375,2030.0,2060.0,158895
2024-07-12,2049.304931640625,2053.550048828125,2079.89990234375,2046.050048828125,2058.300048828125,150686
2024-07-15,2069.462890625,2073.75,2117.5,2057.949951171875,2060.14990234375,402542
2024-07-16,2036.1820068359375,2040.4000244140625,2081.949951171875,2023.550048828125,2075.75,90855
2024-07-18,2026.851318359375,2031.050048828125,2047.050048828125,2010.0,2038.0,80859
2024-07-19,1973.8609619140625,1977.949951171875,2044.0,1967.699951171875,2044.0,135326
2024-07-22,2030.3441162109375,2034.550048828125,2042.0,1955.300048828125,1960.0,79901
2024-07-23,2023.3585205078125,2027.550048828125,2045.75,1968.550048828125,2041.0999755859375,99658
2024-07-24,2068.16552734375,2072.449951171875,2089.0,2009.949951171875,2010.0,159234
2024-07-25,2047.7080078125,2051.949951171875,2072.10009765625,2033.0,2068.199951171875,118113
2024-07-26,2117.014404296875,2121.39990234375,2137.0,2045.6500244140625,2054.550048828125,215282
2024-07-29,2105.18896484375,2109.550048828125,2150.25,2094.25,2139.0,66373
2024-07-30,2095.758544921875,2100.10009765625,2129.699951171875,2091.699951171875,2109.550048828125,53281
2024-07-31,2114.51953125,2118.89990234375,2139.699951171875,2101.0,2101.0,133923
2024-08-01,2080.73974609375,2085.050048828125,2127.14990234375,2071.050048828125,2118.89990234375,76576
2024-08-02,2079.542236328125,2083.85009765625,2110.0,2054.0,2078.0,73745
2024-08-05,2049.50439453125,2053.75,2139.89990234375,1965.0999755859375,2026.0,130037
2024-08-06,2035.78271484375,2040.0,2106.0,2033.6500244140625,2057.300048828125,61157
2024-08-07,2099.949951171875,2104.300048828125,2121.25,2050.10009765625,2050.10009765625,230158
2024-08-08,2061.4296875,2065.699951171875,2126.949951171875,2053.35009765625,2104.35009765625,158730
2024-08-09,2053.74560546875,2058.0,2098.0,2050.050048828125,2075.0,75562
2024-08-12,2034.435546875,2038.6500244140625,2137.800048828125,2004.6500244140625,2069.050048828125,236762
2024-08-13,2006.3936767578125,2010.550048828125,2067.35009765625,2004.050048828125,2040.3499755859375,156132
2024-08-14,1977.2540283203125,1981.3499755859375,2056.949951171875,1976.0999755859375,2008.0,97659
2024-08-16,2067.61669921875,2071.89990234375,2077.949951171875,1984.199951171875,2007.1500244140625,227808
2024-08-19,2115.5673828125,2119.949951171875,2169.699951171875,2076.0,2076.0,384198
2024-08-20,2087.475830078125,2091.800048828125,2133.449951171875,2064.64990234375,2120.5,126479
2024-08-21,2091.517333984375,2095.85009765625,2123.949951171875,2075.0,2085.0,94127
2024-08-22,2095.4091796875,2099.75,2111.449951171875,2083.300048828125,2095.85009765625,85545
2024-08-23,2060.98046875,2065.25,2115.60009765625,2056.0,2110.0,129333
2024-08-26,2097.904052734375,2102.25,2110.949951171875,2065.050048828125,2082.0,84876
2024-08-27,2075.201171875,2079.5,2124.60009765625,2075.0,2090.0,69125
2024-08-28,2092.96435546875,2097.300048828125,2127.800048828125,2057.199951171875,2079.5,142579
2024-08-29,2074.552490234375,2078.85009765625,2100.199951171875,2043.949951171875,2087.0,95883
2024-08-30,2135.37646484375,2139.800048828125,2145.199951171875,2071.35009765625,2071.35009765625,140666
2024-09-02,2107.03515625,2111.39990234375,2162.449951171875,2095.25,2157.89990234375,116768
2024-09-03,2104.8896484375,2109.25,2149.0,2105.10009765625,2130.0,100204
2024-09-04,2121.804443359375,2126.199951171875,2134.949951171875,2085.0,2086.0,78395
2024-09-05,2140.4658203125,2144.89990234375,2171.949951171875,2122.300048828125,2122.300048828125,133788
2024-09-06,2134.87744140625,2139.300048828125,2189.550048828125,2130.0,2149.89990234375,159704
2024-09-09,2149.19775390625,2153.64990234375,2160.0,2114.550048828125,2115.10009765625,71561
2024-09-10,2167.310302734375,2171.800048828125,2196.64990234375,2159.800048828125,2161.949951171875,228988
2024-09-11,2164.416259765625,2168.89990234375,2214.0,2159.5,2170.050048828125,224494
2024-09-12,2171.751220703125,2176.25,2202.699951171875,2171.14990234375,2189.0,57020
2024-09-13,2173.048583984375,2177.550048828125,2194.0,2171.050048828125,2194.0,39138
2024-09-16,2170.0546875,2174.550048828125,2202.949951171875,2170.0,2189.0,65091
2024-09-17,2177.589111328125,2182.10009765625,2191.39990234375,2143.25,2174.550048828125,138101
2024-09-18,2130.9853515625,2135.39990234375,2191.89990234375,2124.64990234375,2178.10009765625,72423
2024-09-19,2123.301513671875,2127.699951171875,2182.550048828125,2115.050048828125,2137.25,108184
2024-09-20,2106.136962890625,2110.5,2137.949951171875,2082.25,2129.550048828125,121227
2024-09-23,2171.052490234375,2175.550048828125,2190.0,2111.949951171875,2111.949951171875,154142
2024-09-24,2191.01123046875,2195.550048828125,2218.800048828125,2170.699951171875,2174.0,225697
2024-09-25,2175.69287109375,2180.199951171875,2222.0,2170.199951171875,2194.89990234375,159009
2024-09-26,2156.632568359375,2161.10009765625,2186.800048828125,2125.0,2180.199951171875,111043
2024-09-27,2178.686767578125,2183.199951171875,2205.800048828125,2151.89990234375,2174.800048828125,73591
2024-09-30,2187.5185546875,2192.050048828125,2208.14990234375,2164.550048828125,2178.0,47107
2024-10-01,2246.396484375,2251.050048828125,2264.800048828125,2185.10009765625,2200.300048828125,267624
2024-10-03,2238.71240234375,2243.35009765625,2271.0,2226.050048828125,2235.050048828125,131060
2024-10-04,2230.22998046875,2234.85009765625,2299.0,2219.199951171875,2243.35009765625,284792
2024-10-07,2193.9052734375,2198.449951171875,2277.5,2183.800048828125,2255.0,288377
2024-10-08,2272.19287109375,2276.89990234375,2284.0,2172.60009765625,2175.0,114753
2024-10-09,2283.819091796875,2288.550048828125,2312.35009765625,2268.050048828125,2270.0,105611
2024-10-10,2254.87890625,2259.550048828125,2318.300048828125,2226.0,2308.0,96249
2024-10-11,2269.348876953125,2274.050048828125,2295.89990234375,2236.300048828125,2260.0,132443
2024-10-14,2283.718994140625,2288.449951171875,2303.300048828125,2212.550048828125,2286.75,127726
2024-10-15,2254.87890625,2259.550048828125,2289.050048828125,2235.10009765625,2283.0,66975
2024-10-16,2224.092529296875,2228.699951171875,2269.25,2218.60009765625,2249.800048828125,38676
2024-10-17,2183.27734375,2187.800048828125,2261.5,2178.550048828125,2237.0,187850
2024-10-18,2201.09033203125,2205.64990234375,2218.0,2175.75,2189.60009765625,71188
2024-10-21,2172.00048828125,2176.5,2217.89990234375,2170.5,2200.85009765625,27455
2024-10-22,2128.889892578125,2133.300048828125,2190.5,2127.0,2189.85009765625,62564
2024-10-23,2117.064453125,2121.449951171875,2173.699951171875,2116.449951171875,2129.050048828125,87491
2024-10-24,2130.935791015625,2135.35009765625,2165.050048828125,2109.5,2134.949951171875,79479
2024-10-25,2101.197265625,2105.550048828125,2152.14990234375,2085.10009765625,2134.300048828125,162134
2024-10-28,2141.0146484375,2145.449951171875,2162.5,2085.85009765625,2097.0,110043
2024-10-29,2114.71923828125,2119.10009765625,2157.800048828125,2080.699951171875,2145.0,77468
2024-10-30,2136.125,2140.550048828125,2156.800048828125,2092.64990234375,2119.0,79489
2024-10-31,2141.76318359375,2146.199951171875,2172.85009765625,2123.800048828125,2135.0,150983
2024-11-01,2142.76123046875,2147.199951171875,2174.14990234375,2142.35009765625,2142.5,3158
2024-11-04,2099.6005859375,2103.949951171875,2154.75,2090.25,2124.25,98954
2024-11-05,2144.70703125,2149.14990234375,2153.800048828125,2089.449951171875,2091.0,183303
2024-11-06,2186.021484375,2190.550048828125,2204.050048828125,2127.60009765625,2146.5,125622
2024-11-07,2107.484375,2111.85009765625,2206.550048828125,2096.25,2185.5,107112
2024-11-08,2111.07666015625,2115.449951171875,2129.0,2094.10009765625,2112.64990234375,181560
2024-11-11,2150.345458984375,2154.800048828125,2164.0,2082.10009765625,2124.949951171875,269483
2024-11-12,2169.80517578125,2174.300048828125,2235.949951171875,2142.0,2154.800048828125,167022
2024-11-13,2045.9117431640625,2050.14990234375,2195.699951171875,2037.1500244140625,2165.0,359837
2024-11-14,2027.9989013671875,2032.199951171875,2069.10009765625,2024.300048828125,2045.0,99058
2024-11-18,2017.0216064453125,2021.199951171875,2041.1500244140625,1996.550048828125,2029.5,228048
2024-11-19,2016.5225830078125,2020.699951171875,2059.64990234375,2011.1500244140625,2025.699951171875,63237
2024-11-21,2011.5828857421875,2015.75,2021.449951171875,1988.1500244140625,2007.800048828125,75288
2024-11-22,2057.587646484375,2061.85009765625,2071.39990234375,2009.949951171875,2010.0,106266
2024-11-25,2113.721435546875,2118.10009765625,2123.449951171875,2052.0,2068.0,124578
2024-11-26,2153.48876953125,2157.949951171875,2165.25,2102.949951171875,2113.0,94747
2024-11-27,2163.51806640625,2168.0,2173.75,2133.550048828125,2153.949951171875,47120
2024-11-28,2135.426513671875,2139.85009765625,2186.699951171875,2128.39990234375,2175.0,95214
2024-11-29,2137.1728515625,2141.60009765625,2156.60009765625,2111.0,2130.949951171875,52189
2024-12-02,2130.137451171875,2134.550048828125,2187.64990234375,2128.10009765625,2134.85009765625,63095
2024-12-03,2072.0576171875,2076.35009765625,2157.0,2066.199951171875,2144.949951171875,125062
2024-12-04,2100.6484375,2105.0,2109.10009765625,2062.64990234375,2076.35009765625,142533
2024-12-05,2095.858154296875,2100.199951171875,2122.449951171875,2091.550048828125,2120.0,83654
2024-12-06,2131.08544921875,2135.5,2158.5,2098.300048828125,2100.199951171875,949767
2024-12-09,2185.921630859375,2190.449951171875,2212.0,2091.5,2125.0,553459
2024-12-10,2216.259033203125,2220.85009765625,2249.5,2174.60009765625,2231.550048828125,900881
2024-12-11,2217.905517578125,2222.5,2237.39990234375,2189.0,2210.050048828125,256479
2024-12-12,2221.74755859375,2226.35009765625,2235.89990234375,2192.5,2222.5,132876
2024-12-13,2219.40234375,2224.0,2236.89990234375,2189.0,2220.0,109801
2024-12-16,2207.626708984375,2212.199951171875,2236.0,2193.0,2224.0,138911
2024-12-17,2169.90478515625,2174.39990234375,2245.800048828125,2158.25,2216.949951171875,252335
2024-12-18,2127.193603515625,2131.60009765625,2178.10009765625,2124.89990234375,2174.39990234375,192262
2024-12-19,2122.004150390625,2126.39990234375,2144.75,2070.10009765625,2100.0,68131
2024-12-20,2053.79541015625,2058.050048828125,2131.14990234375,2052.14990234375,2118.64990234375,71204
2024-12-23,2017.5205078125,2021.699951171875,2093.5,2016.0999755859375,2068.199951171875,71775
2024-12-24,2009.4373779296875,2013.5999755859375,2032.9000244140625,2001.300048828125,2016.25,62239
2024-12-26,2023.9073486328125,2028.0999755859375,2041.0,1980.050048828125,2013.5999755859375,108595
2024-12-27,2053.895263671875,2058.14990234375,2074.75,2021.0,2028.0999755859375,96040
2024-12-30,2048.20703125,2052.449951171875,2076.39990234375,2026.25,2058.14990234375,143078
2024-12-31,2072.35693359375,2076.64990234375,2088.60009765625,2048.300048828125,2052.449951171875,71837
2025-01-01,2052.248779296875,2056.5,2086.39990234375,2044.0,2061.10009765625,35586
2025-01-02,2044.8140869140625,2049.050048828125,2065.449951171875,2029.1500244140625,2057.199951171875,99817
2025-01-03,1993.6700439453125,1997.800048828125,2060.199951171875,1976.550048828125,2060.14990234375,445477
2025-01-06,2034.5853271484375,2038.800048828125,2059.949951171875,1970.6500244140625,1991.199951171875,689908
2025-01-07,2030.892822265625,2035.0999755859375,2072.35009765625,1998.0,2049.0,299045
2025-01-08,2022.410400390625,2026.5999755859375,2057.89990234375,2007.5,2035.5,139288
2025-01-09,1996.1649169921875,2000.300048828125,2037.75,1980.0,2026.5999755859375,111304
2025-01-10,1949.5614013671875,1953.5999755859375,2013.5,1942.8499755859375,1981.0999755859375,218941
2025-01-13,1878.9078369140625,1882.800048828125,1949.949951171875,1868.1500244140625,1916.449951171875,127600
2025-01-14,1868.1800537109375,1872.050048828125,1896.3499755859375,1860.0,1885.5,68755
2025-01-15,1873.7684326171875,1877.6500244140625,1896.3499755859375,1841.199951171875,1874.949951171875,97851
2025-01-16,1884.9451904296875,1888.8499755859375,1898.0999755859375,1874.3499755859375,1881.0,104194
2025-01-17,1886.7913818359375,1890.699951171875,1900.4000244140625,1876.199951171875,1885.0,37807
2025-01-20,1891.6314697265625,1895.550048828125,1899.8499755859375,1863.550048828125,1888.9000244140625,25198
2025-01-21,1842.433349609375,1846.25,1910.25,1834.199951171875,1889.9000244140625,65224
2025-01-22,1845.7265625,1849.550048828125,1860.199951171875,1828.050048828125,1840.8499755859375,93929
2025-01-23,1866.832763671875,1870.699951171875,1883.0999755859375,1842.300048828125,1849.550048828125,65122
2025-01-24,1798.474365234375,1802.199951171875,1878.949951171875,1795.0,1868.3499755859375,106162
2025-01-27,1747.330322265625,1750.949951171875,1793.6500244140625,1742.050048828125,1793.199951171875,120804
2025-01-28,1705.3673095703125,1708.9000244140625,1752.3499755859375,1687.4000244140625,1747.5,225331
2025-01-29,1787.74658203125,1791.449951171875,1796.300048828125,1702.199951171875,1711.949951171875,92532
2025-01-30,1800.869384765625,1804.5999755859375,1872.699951171875,1759.0999755859375,1791.300048828125,154949
2025-01-31,1793.185302734375,1796.9000244140625,1811.949951171875,1773.800048828125,1802.699951171875,74571
2025-02-01,1775.372314453125,1779.050048828125,1801.9000244140625,1767.1500244140625,1789.9000244140625,29997
2025-02-03,1750.4737548828125,1754.0999755859375,1776.0999755859375,1730.0,1770.0,89278
2025-02-04,1734.307373046875,1737.9000244140625,1781.949951171875,1706.9000244140625,1754.0,674457
2025-02-05,1801.2685546875,1805.0,1833.9000244140625,1755.0,1755.0,609369
2025-02-06,1848.1214599609375,1851.949951171875,1875.0,1811.25,1814.0,354675
2025-02-07,1835.4976806640625,1839.300048828125,1862.5999755859375,1816.6500244140625,1850.0,191885
2025-02-10,1793.484619140625,1797.199951171875,1836.3499755859375,1783.050048828125,1825.199951171875,103857
2025-02-11,1779.164306640625,1782.8499755859375,1816.449951171875,1762.0,1782.8499755859375,259751
2025-02-12,1746.93115234375,1750.550048828125,1791.949951171875,1720.6500244140625,1785.0,178847
2025-02-13,1704.369384765625,1707.9000244140625,1769.9000244140625,1696.949951171875,1755.0,153935
2025-02-14,1678.173583984375,1681.6500244140625,1716.75,1660.050048828125,1710.949951171875,429776
2025-02-17,1676.876220703125,1680.3499755859375,1684.949951171875,1618.1500244140625,1670.0,282369
2025-02-18,1643.994384765625,1647.4000244140625,1675.75,1631.4000244140625,1675.75,115556
2025-02-19,1644.9923095703125,1648.4000244140625,1657.800048828125,1620.199951171875,1647.4000244140625,146186
2025-02-20,1674.630859375,1678.0999755859375,1704.75,1625.0,1648.4000244140625,400764
2025-02-21,1649.0838623046875,1652.5,1686.0999755859375,1629.0999755859375,1683.4000244140625,167017
2025-02-24,1673.932373046875,1677.4000244140625,1685.449951171875,1627.550048828125,1652.5,150909
2025-02-25,1653.3250732421875,1656.75,1687.050048828125,1638.300048828125,1677.300048828125,180341
2025-02-27,1634.2645263671875,1637.6500244140625,1683.75,1625.050048828125,1661.9000244140625,138440
2025-02-28,1581.224365234375,1584.5,1629.1500244140625,1564.0,1612.0,94288
2025-03-03,1564.6588134765625,1567.9000244140625,1680.0,1527.5999755859375,1568.699951171875,99681
2025-03-04,1610.4139404296875,1613.75,1631.0,1531.1500244140625,1561.4000244140625,117506
2025-03-05,1624.8839111328125,1628.25,1634.949951171875,1591.199951171875,1629.050048828125,118564
2025-03-06,1645.4913330078125,1648.9000244140625,1690.0,1620.050048828125,1630.0,240756
2025-03-07,1646.888427734375,1650.300048828125,1670.0,1644.8499755859375,1649.449951171875,60325
2025-03-10,1660.160888671875,1663.5999755859375,1672.1500244140625,1638.800048828125,1639.0,145579
2025-03-11,1617.0501708984375,1620.4000244140625,1663.5999755859375,1613.5999755859375,1663.5999755859375,74502
2025-03-12,1619.894287109375,1623.25,1645.050048828125,1591.25,1636.9000244140625,100598
2025-03-13,1622.7384033203125,1626.0999755859375,1634.199951171875,1608.0999755859375,1615.0,86124
2025-03-17,1601.9315185546875,1605.25,1641.9000244140625,1593.0999755859375,1626.0,90246
2025-03-18,1601.9315185546875,1605.25,1605.25,1605.25,1605.25,0
2025-03-19,1621.1417236328125,1624.5,1634.800048828125,1607.449951171875,1617.6500244140625,67766
2025-03-20,1598.3887939453125,1601.699951171875,1664.300048828125,1595.050048828125,1629.9000244140625,151692
2025-03-21,1593.149658203125,1596.449951171875,1660.0,1573.9000244140625,1602.0,80315
2025-03-24,1610.314208984375,1613.6500244140625,1625.0,1588.300048828125,1600.0,94867
2025-03-25,1601.6820068359375,1605.0,1636.050048828125,1545.5,1635.6500244140625,116297
