date_,adj close_ltts.ns,close_ltts.ns,high_ltts.ns,low_ltts.ns,open_ltts.ns,volume_ltts.ns
2025-04-24,4419.41259765625,4477.89990234375,4495.0,4413.7998046875,4451.39990234375,160141
2025-04-25,4200.50927734375,4256.10009765625,4347.89990234375,4164.89990234375,4310.0,628378
2025-04-28,4130.93017578125,4185.60009765625,4257.0,4150.0,4256.10009765625,267128
2025-04-29,4130.53515625,4185.2001953125,4235.0,4135.10009765625,4195.0,205571
2025-04-30,4201.49609375,4257.10009765625,4297.0,4150.0,4185.0,153671
2025-05-02,4139.3193359375,4194.10009765625,4292.0,4185.10009765625,4284.0,151959
2025-05-05,4157.97216796875,4213.0,4244.2998046875,4191.10009765625,4200.0,70024
2025-05-06,4040.526611328125,4094.0,4240.5,4075.0,4219.89990234375,115436
2025-05-07,4030.8544921875,4084.199951171875,4104.89990234375,4050.0,4051.5,81438
2025-05-08,4034.40771484375,4087.800048828125,4179.0,4053.0,4101.0,123370
2025-05-09,4057.896728515625,4111.60009765625,4119.89990234375,4000.0,4003.89990234375,170913
2025-05-12,4390.791015625,4448.89990234375,4477.0,4197.10009765625,4249.0,271984
2025-05-13,4310.15869140625,4367.2001953125,4465.0,4357.2001953125,4448.89990234375,106792
2025-05-14,4349.537109375,4407.10009765625,4448.0,4353.0,4400.89990234375,62984
2025-05-15,4434.7099609375,4493.39990234375,4544.0,4435.0,4448.0,203391
2025-05-16,4415.7607421875,4474.2001953125,4590.0,4440.10009765625,4510.5,132562
2025-05-19,4466.0947265625,4525.2001953125,4555.0,4456.10009765625,4480.5,84343
2025-05-20,4412.10888671875,4470.5,4555.0,4459.0,4555.0,95717
2025-05-21,4393.25830078125,4451.39990234375,4493.39990234375,4433.0,4471.0,160692
2025-05-22,4399.77197265625,4458.0,4504.5,4415.39990234375,4445.0,67431
2025-05-23,4423.9521484375,4482.5,4600.60009765625,4435.2001953125,4481.0,156032
2025-05-26,4451.388671875,4510.2998046875,4525.0,4452.7998046875,4500.0,51028
2025-05-27,4387.9287109375,4446.0,4506.7998046875,4430.10009765625,4481.0,68176
2025-05-28,4334.33837890625,4391.7001953125,4479.5,4380.5,4469.0,82429
2025-05-29,4362.564453125,4420.2998046875,4515.2001953125,4405.10009765625,4438.5,77450
2025-05-30,4310.55322265625,4367.60009765625,4444.7998046875,4347.0,4444.7998046875,52117
2025-06-02,4301.6708984375,4358.60009765625,4385.0,4326.10009765625,4385.0,46545
2025-06-03,4264.75927734375,4321.2001953125,4394.0,4314.2001953125,4394.0,57521
2025-06-04,4299.99267578125,4356.89990234375,4389.10009765625,4288.10009765625,4326.0,48207
2025-06-05,4268.80517578125,4325.2998046875,4376.5,4297.5,4356.89990234375,98278
2025-06-06,4280.654296875,4299.2001953125,4338.0,4292.0,4338.0,52629
2025-06-09,4318.689453125,4337.39990234375,4370.89990234375,4311.10009765625,4347.89990234375,68357
2025-06-10,4467.94287109375,4487.2998046875,4500.0,4349.0,4364.89990234375,266608
2025-06-11,4565.12158203125,4584.89990234375,4600.0,4468.2998046875,4510.0,294097
2025-06-12,4509.76123046875,4529.2998046875,4609.0,4516.10009765625,4600.0,133924
2025-06-13,4426.72119140625,4445.89990234375,4475.0,4392.10009765625,4400.0,133719
2025-06-16,4498.51025390625,4518.0,4543.10009765625,4422.0,4449.89990234375,122103
2025-06-17,4418.158203125,4437.2998046875,4563.0,4420.0,4550.0,168357
2025-06-18,4394.16259765625,4413.2001953125,4469.0,4400.0,4432.0,61423
2025-06-19,4288.22119140625,4306.7998046875,4460.89990234375,4275.0,4413.5,122755
2025-06-20,4360.60791015625,4379.5,4395.0,4275.0,4286.0,139225
2025-06-23,4319.88427734375,4338.60009765625,4415.89990234375,4330.0,4345.0,43556
2025-06-24,4312.81494140625,4331.5,4412.89990234375,4308.60009765625,4400.0,50701
2025-06-25,4341.59033203125,4360.39990234375,4392.7001953125,4250.0,4375.7001953125,105523
2025-06-26,4300.568359375,4319.2001953125,4384.89990234375,4305.0,4358.0,146080
2025-06-27,4366.681640625,4385.60009765625,4409.0,4279.10009765625,4299.7998046875,127945
2025-06-30,4383.1103515625,4402.10009765625,4410.0,4358.5,4400.0,68695
2025-07-01,4335.4169921875,4354.2001953125,4440.0,4325.0,4402.10009765625,94633
2025-07-02,4305.14794921875,4323.7998046875,4404.89990234375,4296.10009765625,4360.39990234375,96650
2025-07-03,4312.91455078125,4331.60009765625,4360.10009765625,4306.39990234375,4330.5,70826
2025-07-04,4364.6904296875,4383.60009765625,4407.0,4330.0,4331.60009765625,65617
2025-07-07,4359.1142578125,4378.0,4409.0,4355.0,4409.0,34023
2025-07-08,4317.29541015625,4336.0,4388.0,4308.10009765625,4374.2001953125,106255
2025-07-09,4295.78857421875,4314.39990234375,4351.10009765625,4287.10009765625,4336.0,74156
2025-07-10,4330.43896484375,4349.2001953125,4381.2998046875,4264.2001953125,4328.89990234375,124119
2025-07-11,4391.47412109375,4410.5,4423.89990234375,4281.0,4281.0,128566
2025-07-14,4324.46484375,4343.2001953125,4400.0,4322.0,4400.0,56491
2025-07-15,4331.73291015625,4350.5,4384.89990234375,4322.5,4358.0,85523
2025-07-16,4328.048828125,4346.7998046875,4425.2001953125,4338.0,4365.0,93035
2025-07-17,4392.5693359375,4411.60009765625,4500.0,4345.60009765625,4350.0,425801
2025-07-18,4382.9111328125,4401.89990234375,4448.89990234375,4364.39990234375,4430.0,79686
2025-07-21,4349.35693359375,4368.2001953125,4430.0,4311.89990234375,4401.0,75598
2025-07-22,4303.15673828125,4321.7998046875,4395.60009765625,4313.2001953125,4375.0,44116
2025-07-23,4294.1953125,4312.7998046875,4337.89990234375,4284.89990234375,4329.89990234375,63881
2025-07-24,4281.64990234375,4300.2001953125,4324.60009765625,4290.0,4312.0,39142
2025-07-25,4202.59228515625,4220.7998046875,4304.0,4198.10009765625,4300.89990234375,49326
2025-07-28,4223.80078125,4242.10009765625,4263.2998046875,4196.0,4230.60009765625,67289
2025-07-29,4268.7060546875,4287.2001953125,4309.0,4171.7998046875,4240.10009765625,58900
2025-07-30,4291.00927734375,4309.60009765625,4337.39990234375,4250.7001953125,4323.2998046875,49562
2025-07-31,4289.61572265625,4308.2001953125,4328.0,4252.10009765625,4268.0,35739
2025-08-01,4256.16064453125,4274.60009765625,4311.7001953125,4256.0,4304.2001953125,24653
2025-08-04,4247.697265625,4266.10009765625,4289.89990234375,4225.7998046875,4240.0,40308
2025-08-05,4220.21630859375,4238.5,4294.89990234375,4224.0,4290.0,34602
2025-08-06,4239.6318359375,4258.0,4267.89990234375,4225.2998046875,4238.5,45981
2025-08-07,4188.45361328125,4206.60009765625,4260.0,4190.0,4236.7998046875,73506
2025-08-08,4162.56591796875,4180.60009765625,4236.7001953125,4161.89990234375,4230.0,32043
2025-08-11,4127.21923828125,4145.10009765625,4198.39990234375,4130.0,4190.0,46447
2025-08-12,4170.73046875,4188.7998046875,4219.0,4144.60009765625,4176.60009765625,30204
2025-08-13,4120.7470703125,4138.60009765625,4235.0,4125.0,4220.0,41522
2025-08-14,4135.88134765625,4153.7998046875,4206.2998046875,4139.2998046875,4149.0,25528
2025-08-18,4143.44873046875,4161.39990234375,4198.0,4151.10009765625,4198.0,22934
2025-08-19,4155.19775390625,4173.2001953125,4221.7001953125,4148.0,4162.0,29718
2025-08-20,4215.33740234375,4233.60009765625,4246.89990234375,4155.0,4161.2001953125,65541
2025-08-21,4270.99609375,4289.5,4308.0,4235.89990234375,4268.0,69313
2025-08-22,4255.76220703125,4274.2001953125,4315.0,4235.5,4289.60009765625,26056
2025-08-25,4357.8203125,4376.7001953125,4421.0,4278.39990234375,4304.0,129354
2025-08-26,4306.3427734375,4325.0,4369.89990234375,4303.7998046875,4360.0,65907
2025-08-28,4208.068359375,4226.2998046875,4324.89990234375,4206.10009765625,4300.0,38258
2025-08-29,4205.28076171875,4223.5,4267.10009765625,4202.0,4249.0,28840
2025-09-01,4225.6923828125,4244.0,4281.60009765625,4216.5,4216.5,23010
2025-09-02,4188.75244140625,4206.89990234375,4258.5,4192.39990234375,4240.0,49531
2025-09-03,4177.3017578125,4195.39990234375,4219.39990234375,4181.2001953125,4217.0,129059
2025-09-04,4154.99853515625,4173.0,4250.0,4160.0,4234.0,40031
2025-09-05,4102.82470703125,4120.60009765625,4198.0,4090.0,4198.0,87337
2025-09-08,4082.711669921875,4100.39990234375,4152.7001953125,4084.89990234375,4149.0,70785
2025-09-09,4079.924072265625,4097.60009765625,4149.2998046875,4081.0,4100.2998046875,57759
2025-09-10,4187.7568359375,4205.89990234375,4252.0,4121.39990234375,4138.0,92480
2025-09-11,4188.0556640625,4206.2001953125,4241.39990234375,4194.89990234375,4208.0,26241
2025-09-12,4198.41064453125,4216.60009765625,4237.5,4180.0,4213.0,35495
2025-09-15,4173.1201171875,4191.2001953125,4235.0,4185.0,4225.0,22436
2025-09-16,4243.31640625,4261.7001953125,4278.0,4182.5,4210.0,40905
2025-09-17,4269.50244140625,4288.0,4319.7001953125,4255.0,4287.0,64113
2025-09-18,4373.4521484375,4392.39990234375,4497.0,4304.0,4304.0,383861
2025-09-19,4326.65478515625,4345.39990234375,4414.39990234375,4328.2001953125,4395.0,53493
2025-09-22,4174.1162109375,4192.2001953125,4295.7998046875,4040.0,4269.89990234375,113444
2025-09-23,4171.92529296875,4190.0,4220.0,4165.2998046875,4212.39990234375,49064
2025-09-24,4165.05517578125,4183.10009765625,4218.89990234375,4170.5,4190.0,31700
2025-09-25,4103.0234375,4120.7998046875,4195.7998046875,4061.60009765625,4183.2001953125,50508
2025-09-26,4041.390869140625,4058.89990234375,4120.7998046875,4034.10009765625,4120.7998046875,37163
2025-09-29,3969.900634765625,3987.10009765625,4117.7001953125,3951.300048828125,4066.0,64298
2025-09-30,4096.1533203125,4113.89990234375,4129.89990234375,3985.0,3989.89990234375,72509
2025-10-01,4168.6396484375,4186.7001953125,4196.0,4105.5,4150.0,58285
2025-10-03,4271.1953125,4289.7001953125,4296.39990234375,4166.7998046875,4190.0,51998
2025-10-06,4282.2470703125,4300.7998046875,4329.0,4235.0,4289.7001953125,46276
2025-10-07,4283.4423828125,4302.0,4320.89990234375,4260.10009765625,4314.0,33833
2025-10-08,4213.24609375,4231.5,4331.5,4215.7998046875,4300.0,51468
2025-10-09,4256.16064453125,4274.60009765625,4284.39990234375,4209.2998046875,4230.0,31587
2025-10-10,4298.47705078125,4317.10009765625,4324.0,4256.0,4282.0,33286
2025-10-13,4175.70849609375,4193.7998046875,4299.2998046875,4181.0,4252.0,57145
2025-10-14,4134.78662109375,4152.7001953125,4225.39990234375,4128.0,4202.2001953125,50826
2025-10-15,4116.66455078125,4134.5,4199.2001953125,4119.0,4184.60009765625,55336
2025-10-16,4178.69580078125,4196.7998046875,4212.0,4141.89990234375,4167.0,36703
2025-10-17,4136.77783203125,4154.7001953125,4213.5,4130.0,4213.5,50198
2025-10-20,4181.58349609375,4199.7001953125,4219.0,4150.0,4210.0,74044
2025-10-21,4186.7607421875,4204.89990234375,4235.0,4190.60009765625,4235.0,8405
2025-10-23,4185.56640625,4203.7001953125,4256.7998046875,4191.39990234375,4250.0,80225
2025-10-24,4154.7001953125,4172.7001953125,4220.0,4155.0,4220.0,34351
2025-10-27,4194.39990234375,4194.39990234375,4220.0,4142.10009765625,4175.0,68733
2025-10-28,4134.60009765625,4134.60009765625,4204.89990234375,4130.0,4204.89990234375,61282
2025-10-29,4106.2998046875,4106.2998046875,4139.0,4065.199951171875,4134.89990234375,99498
2025-10-30,4110.0,4110.0,4136.0,4070.800048828125,4136.0,68973
2025-10-31,4118.7998046875,4118.7998046875,4127.7998046875,4092.0,4111.10009765625,36858
2025-11-03,4119.5,4119.5,4133.89990234375,4075.5,4120.10009765625,93784
2025-11-04,4090.300048828125,4090.300048828125,4132.2001953125,4074.800048828125,4110.0,52027
2025-11-05,4090.300048828125,4090.300048828125,4090.300048828125,4090.300048828125,4090.300048828125,0
2025-11-06,4100.60009765625,4100.60009765625,4115.0,4060.10009765625,4100.0,42372
2025-11-07,4089.199951171875,4089.199951171875,4114.0,4022.10009765625,4075.0,62961
2025-11-10,4086.5,4086.5,4115.0,4053.89990234375,4115.0,47337
2025-11-11,4103.60009765625,4103.60009765625,4109.10009765625,4071.0,4086.5,83902
2025-11-12,4181.10009765625,4181.10009765625,4218.7998046875,4104.2001953125,4120.0,125217
2025-11-13,4156.7998046875,4156.7998046875,4210.0,4133.10009765625,4210.0,50324
2025-11-14,4086.5,4086.5,4139.10009765625,4075.0,4139.10009765625,87544
2025-11-17,4105.39990234375,4105.39990234375,4137.10009765625,4082.0,4101.10009765625,117854
2025-11-18,4074.5,4074.5,4126.0,4054.0,4107.0,59192
2025-11-19,4440.0,4440.0,4460.0,4085.0,4085.0,1180329
2025-11-20,4331.2998046875,4331.2998046875,4424.0,4280.0,4400.0,160625
2025-11-21,4265.39990234375,4265.39990234375,4334.5,4252.0,4300.0,54460
2025-11-24,4322.2998046875,4322.2998046875,4345.0,4235.7998046875,4294.7001953125,102039
2025-11-25,4262.7998046875,4262.7998046875,4340.0,4213.0,4340.0,68540
2025-11-26,4275.89990234375,4275.89990234375,4305.0,4238.0,4305.0,61973
2025-11-27,4385.2001953125,4385.2001953125,4400.0,4266.89990234375,4299.89990234375,105874
2025-11-28,4440.39990234375,4440.39990234375,4452.60009765625,4336.0,4385.2001953125,117199
2025-12-01,4444.7001953125,4444.7001953125,4515.0,4398.89990234375,4490.0,96723
2025-12-02,4503.60009765625,4503.60009765625,4512.0,4384.89990234375,4440.0,122389
2025-12-03,4513.10009765625,4513.10009765625,4532.0,4407.10009765625,4527.89990234375,102310
2025-12-04,4685.10009765625,4685.10009765625,4726.0,4476.2998046875,4500.2001953125,589695
2025-12-05,4546.39990234375,4546.39990234375,4720.0,4530.0,4707.7001953125,224340
2025-12-08,4540.10009765625,4540.10009765625,4591.39990234375,4493.60009765625,4560.0,164021
2025-12-09,4548.89990234375,4548.89990234375,4570.0,4428.39990234375,4539.39990234375,123394
2025-12-10,4593.0,4593.0,4604.60009765625,4536.10009765625,4578.0,80002
2025-12-11,4666.2998046875,4666.2998046875,4683.0,4520.0,4594.0,99227
2025-12-12,4676.0,4676.0,4694.39990234375,4640.0,4676.0,95195
2025-12-15,4610.5,4610.5,4676.0,4601.0,4645.10009765625,44483
2025-12-16,4590.2001953125,4590.2001953125,4621.2001953125,4560.89990234375,4600.0,30631
2025-12-17,4481.89990234375,4481.89990234375,4638.0,4465.2998046875,4590.2001953125,38247
2025-12-18,4551.5,4551.5,4568.2998046875,4454.89990234375,4499.0,63352
2025-12-19,4515.2001953125,4515.2001953125,4644.89990234375,4482.5,4589.7998046875,78505
2025-12-22,4630.2001953125,4630.2001953125,4664.10009765625,4520.0,4523.89990234375,63157
2025-12-23,4696.2001953125,4696.2001953125,4707.89990234375,4591.10009765625,4664.0,62317
2025-12-24,4608.10009765625,4608.10009765625,4719.89990234375,4600.0,4719.89990234375,92728
2025-12-25,4608.10009765625,4608.10009765625,4608.10009765625,4608.10009765625,4608.10009765625,0
2025-12-26,4518.2998046875,4518.2998046875,4643.0,4509.0,4608.0,43929
2025-12-29,4522.60009765625,4522.60009765625,4567.60009765625,4468.89990234375,4518.2998046875,59890
2025-12-30,4438.5,4438.5,4549.0,4425.0,4510.0,40070
2025-12-31,4462.2001953125,4462.2001953125,4529.0,4422.10009765625,4438.5,59310
2026-01-01,4380.0,4380.0,4515.0,4351.0,4463.0,59526
2026-01-02,4406.60009765625,4406.60009765625,4439.89990234375,4383.0,4384.89990234375,54494
2026-01-05,4416.10009765625,4416.10009765625,4438.0,4327.2998046875,4406.0,116631
2026-01-06,4302.39990234375,4302.39990234375,4408.39990234375,4279.7998046875,4354.39990234375,90700
2026-01-07,4392.60009765625,4392.60009765625,4424.39990234375,4290.2998046875,4299.89990234375,111933
2026-01-08,4421.5,4421.5,4437.5,4350.0,4398.0,83941
2026-01-09,4355.39990234375,4355.39990234375,4437.89990234375,4338.5,4401.10009765625,34464
2026-01-12,4316.2998046875,4316.2998046875,4356.5,4247.2001953125,4355.5,43196
2026-01-13,4317.7001953125,4317.7001953125,4350.5,4287.7001953125,4321.0,28800
2026-01-14,4243.7998046875,4243.7998046875,4350.10009765625,4231.7998046875,4350.0,34963
2026-01-15,4243.7998046875,4243.7998046875,4243.7998046875,4243.7998046875,4243.7998046875,0
2026-01-16,3917.10009765625,3917.10009765625,4168.0,3891.0,4168.0,456682
