date_,adj close_ltts.ns,close_ltts.ns,high_ltts.ns,low_ltts.ns,open_ltts.ns,volume_ltts.ns
2024-03-21,5332.76953125,5457.5,5468.0,5232.25,5270.0,218560
2024-03-22,5247.12353515625,5369.85009765625,5400.0,5228.10009765625,5301.0,212489
2024-03-26,5295.49169921875,5419.35009765625,5432.0,5326.0498046875,5350.0,93802
2024-03-27,5321.82568359375,5446.2998046875,5470.0,5405.39990234375,5453.0,131297
2024-03-28,5357.3447265625,5482.64990234375,5555.0,5427.5498046875,5475.0,235359
2024-04-01,5474.45556640625,5602.5,5617.2998046875,5490.0,5490.0,161908
2024-04-02,5454.91259765625,5582.5,5652.0498046875,5530.25,5550.0,204205
2024-04-03,5625.13134765625,5756.7001953125,5817.9501953125,5540.5498046875,5567.0,364195
2024-04-04,5695.779296875,5829.0,5869.85009765625,5752.25,5828.9501953125,235144
2024-04-05,5673.74462890625,5806.4501953125,5829.35009765625,5761.0,5821.89990234375,76779
2024-04-08,5571.14404296875,5701.4501953125,5873.35009765625,5685.0,5864.0,113128
2024-04-09,5502.98828125,5631.7001953125,5773.0,5618.2998046875,5725.0,126667
2024-04-10,5518.77001953125,5647.85009765625,5666.0,5603.85009765625,5641.0,77138
2024-04-12,5521.701171875,5650.85009765625,5756.85009765625,5635.0498046875,5647.85009765625,109274
2024-04-15,5337.70458984375,5462.5498046875,5608.89990234375,5445.0,5550.0,91658
2024-04-16,5195.3828125,5316.89990234375,5462.10009765625,5308.7998046875,5420.0,93179
2024-04-18,5156.9814453125,5277.60009765625,5403.85009765625,5251.14990234375,5344.7001953125,128283
2024-04-19,5112.521484375,5232.10009765625,5274.60009765625,5180.89990234375,5222.2001953125,113259
2024-04-22,5068.8916015625,5187.4501953125,5300.0,5168.0,5242.0,99184
2024-04-23,5096.69140625,5215.89990234375,5250.0,5153.2001953125,5223.0,125963
2024-04-24,5125.322265625,5245.2001953125,5271.85009765625,5190.75,5254.0,131415
2024-04-25,5064.39697265625,5182.85009765625,5240.60009765625,5091.0498046875,5223.2998046875,202131
2024-04-26,4668.8974609375,4778.10009765625,4958.64990234375,4690.0,4901.0,1706962
2024-04-29,4606.7021484375,4714.4501953125,4830.0,4675.0,4825.0,449361
2024-04-30,4534.10009765625,4640.14990234375,4737.4501953125,4625.0,4717.0,275055
2024-05-02,4517.97705078125,4623.64990234375,4660.0,4611.64990234375,4650.9501953125,205486
2024-05-03,4469.46240234375,4574.0,4664.5,4550.10009765625,4649.9501953125,183349
2024-05-06,4395.78515625,4498.60009765625,4619.0498046875,4488.2998046875,4600.0,182229
2024-05-07,4401.94140625,4504.89990234375,4563.2998046875,4447.0,4550.0,355333
2024-05-08,4397.54443359375,4500.39990234375,4539.89990234375,4458.0498046875,4509.7001953125,207869
2024-05-09,4301.29541015625,4401.89990234375,4516.0,4384.2998046875,4485.0,167708
2024-05-10,4259.3759765625,4359.0,4426.39990234375,4337.75,4390.0,114994
2024-05-13,4312.92333984375,4413.7998046875,4430.0,4320.2001953125,4359.0,99060
2024-05-14,4378.78271484375,4481.2001953125,4498.0,4405.0,4448.0,101922
2024-05-15,4354.7939453125,4456.64990234375,4543.5498046875,4436.5498046875,4482.0498046875,114696
2024-05-16,4404.53076171875,4507.5498046875,4566.5498046875,4475.0,4500.0,252819
2024-05-17,4352.69287109375,4454.5,4547.89990234375,4447.60009765625,4530.0,204439
2024-05-21,4380.3955078125,4482.85009765625,4499.0,4425.0498046875,4469.0,104737
2024-05-22,4483.28857421875,4588.14990234375,4635.64990234375,4475.25,4485.0,408737
2024-05-23,4512.1142578125,4617.64990234375,4640.0,4560.0,4599.9501953125,201136
2024-05-24,4484.90087890625,4589.7998046875,4639.89990234375,4557.89990234375,4639.89990234375,160664
2024-05-27,4497.06640625,4602.25,4635.0,4574.14990234375,4593.10009765625,240994
2024-05-28,4534.8818359375,4640.9501953125,4686.5498046875,4592.25,4629.0,270304
2024-05-29,4561.4599609375,4668.14990234375,4699.0,4599.0,4640.0,268651
2024-05-30,4445.71728515625,4549.7001953125,4650.85009765625,4519.0,4640.0,246876
2024-05-31,4388.16357421875,4490.7998046875,4590.0,4432.10009765625,4553.4501953125,308705
2024-06-03,4378.78271484375,4481.2001953125,4615.0,4467.39990234375,4589.0,177248
2024-06-04,4316.9296875,4417.89990234375,4501.0498046875,4200.0,4501.0498046875,435024
2024-06-05,4517.97705078125,4623.64990234375,4650.0,4422.64990234375,4428.0,224946
2024-06-06,4575.482421875,4682.5,4707.0,4641.0,4699.0,194647
2024-06-07,4690.14990234375,4799.85009765625,4874.9501953125,4714.9501953125,4720.0,737767
2024-06-10,4689.46630859375,4799.14990234375,4866.0,4712.0498046875,4775.0,422379
2024-06-11,4764.46142578125,4875.89990234375,4898.0,4793.2001953125,4809.9501953125,207998
2024-06-12,4774.72216796875,4886.39990234375,4939.0,4852.0,4935.64990234375,207276
2024-06-13,4792.99462890625,4905.10009765625,4955.39990234375,4882.9501953125,4928.89990234375,156208
2024-06-14,4767.12158203125,4845.7998046875,4897.10009765625,4830.2001953125,4893.0,188153
2024-06-18,4784.2880859375,4863.25,4895.0,4836.2001953125,4845.7998046875,102589
2024-06-19,4785.5673828125,4864.5498046875,4890.0,4815.5,4890.0,99270
2024-06-20,4795.2080078125,4874.35009765625,4889.14990234375,4846.64990234375,4889.0,85558
2024-06-21,4809.2763671875,4888.64990234375,5020.0,4861.0498046875,4920.10009765625,412510
2024-06-24,4745.970703125,4824.2998046875,4886.89990234375,4800.0498046875,4885.5,109072
2024-06-25,4756.349609375,4834.85009765625,4893.2001953125,4827.75,4827.75,93194
2024-06-26,4767.0234375,4845.7001953125,4869.9501953125,4825.0,4855.85009765625,142353
2024-06-27,4815.080078125,4894.5498046875,4937.9501953125,4824.5498046875,4863.9501953125,284254
2024-06-28,4829.3447265625,4909.0498046875,4956.14990234375,4887.0498046875,4903.0,106907
2024-07-01,4959.693359375,5041.5498046875,5058.0,4892.35009765625,4917.0498046875,292391
2024-07-02,4943.658203125,5025.25,5109.5,4992.10009765625,5080.0,150813
2024-07-03,4956.54541015625,5038.35009765625,5062.9501953125,4986.2998046875,5031.10009765625,86838
2024-07-04,4977.74560546875,5059.89990234375,5097.89990234375,5045.0,5048.0,124256
2024-07-05,5042.18212890625,5125.39990234375,5135.0,4952.2001953125,5059.89990234375,144797
2024-07-08,5026.09765625,5109.0498046875,5160.0,5067.0498046875,5150.0,140578
2024-07-09,4991.02685546875,5073.39990234375,5139.0,5031.75,5120.0,112857
2024-07-10,4957.4306640625,5039.25,5098.5,4970.10009765625,5073.39990234375,81409
2024-07-11,4862.59619140625,4942.85009765625,5087.75,4930.0,5062.10009765625,156916
2024-07-12,4974.2041015625,5056.2998046875,5136.60009765625,4967.2001953125,5020.0,289616
2024-07-15,4909.47265625,4990.5,5082.35009765625,4981.5498046875,5080.0,112666
2024-07-16,4788.37060546875,4867.39990234375,5020.39990234375,4827.7001953125,5020.0,226101
2024-07-18,4771.205078125,4849.9501953125,4940.0,4728.0498046875,4865.2001953125,463557
2024-07-19,4800.86474609375,4880.10009765625,4972.5,4744.7998046875,4790.0,567807
2024-07-22,4919.99853515625,5001.2001953125,5040.0,4842.14990234375,4870.0,371802
2024-07-23,5039.82080078125,5123.0,5140.0,4933.14990234375,5022.0,267076
2024-07-24,5086.0087890625,5169.9501953125,5213.89990234375,5111.0,5125.0,244540
2024-07-25,5113.2099609375,5197.60009765625,5224.14990234375,5092.5498046875,5140.0498046875,160193
2024-07-26,5129.392578125,5214.0498046875,5230.0,5167.5498046875,5200.0,120576
2024-07-29,5116.06298828125,5200.5,5259.4501953125,5148.0,5230.0,80552
2024-07-30,5114.8330078125,5199.25,5224.0,5150.0498046875,5224.0,65654
2024-07-31,5131.26220703125,5215.9501953125,5234.5,5162.64990234375,5199.25,165111
2024-08-01,5039.32958984375,5122.5,5267.85009765625,5105.39990234375,5260.64990234375,95576
2024-08-02,5017.78466796875,5100.60009765625,5212.4501953125,5019.85009765625,5100.0,129670
2024-08-05,4794.3720703125,4873.5,5026.0,4763.0,4930.0,213284
2024-08-06,4847.74072265625,4927.75,4970.0,4875.0,4875.0,166715
2024-08-07,4881.43505859375,4962.0,4990.0,4888.0,4984.0,90135
2024-08-08,4816.85107421875,4896.35009765625,4961.0,4864.85009765625,4960.0,105542
2024-08-09,4817.39208984375,4896.89990234375,5062.7998046875,4887.75,4950.0,85703
2024-08-12,4770.3681640625,4849.10009765625,4893.60009765625,4814.0,4875.0,60658
2024-08-13,4745.134765625,4823.4501953125,4879.0,4803.0,4879.0,49821
2024-08-14,4837.0185546875,4916.85009765625,4937.39990234375,4806.5498046875,4859.0,81995
2024-08-16,5122.998046875,5207.5498046875,5224.5,4980.35009765625,4985.0,529747
2024-08-19,5198.25634765625,5284.0498046875,5332.4501953125,5210.14990234375,5237.0,187873
2024-08-20,5288.90966796875,5376.2001953125,5395.0,5277.0,5284.0498046875,159873
2024-08-21,5336.376953125,5424.4501953125,5443.0,5359.5,5380.0,96278
2024-08-22,5399.189453125,5488.2998046875,5513.75,5440.0,5455.0,117273
2024-08-23,5373.513671875,5462.2001953125,5507.75,5417.7998046875,5475.0,98101
2024-08-26,5423.53759765625,5513.0498046875,5574.64990234375,5472.0,5520.0,139061
2024-08-27,5398.30419921875,5487.39990234375,5530.0,5455.0,5520.0,66673
2024-08-28,5586.400390625,5678.60009765625,5708.10009765625,5518.14990234375,5555.0498046875,566444
2024-08-29,5715.91259765625,5810.25,6000.0,5628.4501953125,5678.60009765625,353414
2024-08-30,5623.29150390625,5716.10009765625,5870.0,5706.25,5870.0,246977
2024-09-02,5645.42626953125,5738.60009765625,5837.0,5724.10009765625,5740.0,202938
2024-09-03,5654.3779296875,5747.7001953125,5781.0498046875,5707.5498046875,5744.2998046875,119292
2024-09-04,5591.81103515625,5684.10009765625,5708.0,5612.14990234375,5660.0,113111
2024-09-05,5582.7109375,5674.85009765625,5740.0,5647.5,5728.0,102296
2024-09-06,5530.76806640625,5622.0498046875,5783.25,5601.2001953125,5705.0,109626
2024-09-09,5491.466796875,5582.10009765625,5642.9501953125,5514.7998046875,5605.0,82360
2024-09-10,5605.2392578125,5697.75,5725.4501953125,5597.0,5610.0,94088
2024-09-11,5583.35009765625,5675.5,5750.9501953125,5640.0,5719.0,87222
2024-09-12,5620.1435546875,5712.89990234375,5755.4501953125,5670.0498046875,5738.0,76968
2024-09-13,5683.6943359375,5777.5,5810.0,5684.60009765625,5730.0,150559
2024-09-16,5614.92919921875,5707.60009765625,5822.89990234375,5697.60009765625,5799.89990234375,76806
2024-09-17,5571.44677734375,5663.39990234375,5758.10009765625,5648.35009765625,5708.0,113413
2024-09-18,5389.10595703125,5478.0498046875,5686.5498046875,5412.5,5665.0,180270
2024-09-19,5413.1103515625,5502.4501953125,5631.85009765625,5420.0,5544.0,155593
2024-09-20,5384.08984375,5472.9501953125,5549.9501953125,5456.4501953125,5545.0,121020
2024-09-23,5401.60009765625,5490.75,5498.0,5413.89990234375,5484.9501953125,66414
2024-09-24,5412.02783203125,5501.35009765625,5530.0,5427.9501953125,5497.9501953125,108010
2024-09-25,5346.80419921875,5435.0498046875,5519.89990234375,5375.0,5519.7998046875,93053
2024-09-26,5371.30078125,5459.9501953125,5480.0,5413.5498046875,5464.7998046875,125111
2024-09-27,5269.57861328125,5356.5498046875,5588.25,5341.10009765625,5555.0,306248
2024-09-30,5257.47900390625,5344.25,5376.39990234375,5285.85009765625,5360.0,98852
2024-10-01,5258.85595703125,5345.64990234375,5400.0,5312.5,5345.0,72956
2024-10-03,5017.1455078125,5099.9501953125,5321.35009765625,5091.0498046875,5300.0,320993
2024-10-04,4989.255859375,5071.60009765625,5240.9501953125,5055.14990234375,5100.0,319501
2024-10-07,5062.2509765625,5145.7998046875,5186.75,5007.85009765625,5130.0,373583
2024-10-08,5061.1689453125,5144.7001953125,5179.0,5075.0,5150.0,152798
2024-10-09,5133.4755859375,5218.2001953125,5237.9501953125,5151.14990234375,5220.2001953125,119795
2024-10-10,5112.12744140625,5196.5,5269.4501953125,5126.0,5255.0,157161
2024-10-11,5149.2158203125,5234.2001953125,5249.9501953125,5164.10009765625,5190.0,70602
2024-10-14,5192.79638671875,5278.5,5296.0,5196.39990234375,5218.0,83317
2024-10-15,5232.2451171875,5318.60009765625,5327.0498046875,5252.0,5309.0,83570
2024-10-16,5269.92333984375,5356.89990234375,5385.0,5262.0,5330.0,120498
2024-10-17,5157.380859375,5242.5,5424.0,5209.7001953125,5269.0,419933
2024-10-18,5048.7734375,5132.10009765625,5284.0,5118.0498046875,5230.0,383959
2024-10-21,5170.46435546875,5255.7998046875,5327.64990234375,5125.0,5132.0,263006
2024-10-22,5079.41748046875,5163.25,5282.14990234375,5143.7998046875,5241.0,143051
2024-10-23,5230.22802734375,5316.5498046875,5412.7998046875,5115.0498046875,5150.0,181241
2024-10-24,5198.69921875,5284.5,5365.9501953125,5241.64990234375,5324.25,83752
2024-10-25,5102.76806640625,5170.2998046875,5278.0,5132.35009765625,5260.0,108890
2024-10-28,5082.83251953125,5150.10009765625,5210.0,5090.10009765625,5165.0,43851
2024-10-29,5133.56103515625,5201.5,5215.2001953125,5107.5498046875,5164.60009765625,126999
2024-10-30,5088.951171875,5156.2998046875,5303.9501953125,5143.0,5204.2998046875,130738
2024-10-31,4881.25,4945.85009765625,5156.0,4909.2998046875,5140.0,298124
2024-11-01,4893.833984375,4958.60009765625,4996.35009765625,4950.0,4951.2001953125,16557
2024-11-04,4898.8173828125,4963.64990234375,4977.0,4871.0,4960.0,83344
2024-11-05,4897.583984375,4962.39990234375,4995.5498046875,4905.0,4960.0,46398
2024-11-06,5130.7978515625,5198.7001953125,5230.4501953125,5009.0,5016.85009765625,153304
2024-11-07,5075.923828125,5143.10009765625,5216.89990234375,5090.60009765625,5200.0,81493
2024-11-08,5034.32470703125,5100.9501953125,5237.0,5090.0498046875,5174.7998046875,98531
2024-11-11,5044.29248046875,5111.0498046875,5159.2998046875,5023.35009765625,5090.9501953125,51753
2024-11-12,5209.900390625,5278.85009765625,5370.0,5156.9501953125,5157.0,368421
2024-11-13,5107.16015625,5174.75,5331.5,5151.85009765625,5295.0,104383
2024-11-14,5102.47265625,5170.0,5221.0498046875,5115.64990234375,5174.75,68662
2024-11-18,5037.630859375,5104.2998046875,5199.25,5012.0498046875,5185.0,75125
2024-11-19,5065.90625,5132.9501953125,5236.4501953125,5088.10009765625,5126.89990234375,74262
2024-11-21,5098.22900390625,5165.7001953125,5194.10009765625,5066.5498046875,5157.0,80690
2024-11-22,5237.68310546875,5307.0,5318.0,5165.7001953125,5186.9501953125,96459
2024-11-25,5386.8583984375,5458.14990234375,5496.9501953125,5320.2001953125,5399.0,169321
2024-11-26,5417.9970703125,5489.7001953125,5548.0,5459.2001953125,5470.0,137260
2024-11-27,5360.26123046875,5431.2001953125,5496.0,5418.0498046875,5436.0,72429
2024-11-28,5181.08203125,5249.64990234375,5440.0,5220.0,5431.5,158950
2024-11-29,5216.16796875,5285.2001953125,5325.0,5242.0498046875,5278.0,54303
2024-12-02,5207.97607421875,5276.89990234375,5285.14990234375,5232.0,5280.0,68573
2024-12-03,5247.10791015625,5316.5498046875,5340.2998046875,5271.0,5297.0,75604
2024-12-04,5231.61328125,5300.85009765625,5383.0,5270.7001953125,5345.0,96331
2024-12-05,5266.69873046875,5336.39990234375,5397.7001953125,5297.5498046875,5330.5,90296
2024-12-06,5249.27978515625,5318.75,5366.5498046875,5284.0498046875,5352.9501953125,40434
2024-12-09,5279.03564453125,5348.89990234375,5384.2998046875,5312.0498046875,5318.75,52897
2024-12-10,5298.82421875,5368.9501953125,5433.9501953125,5317.9501953125,5318.0,133079
2024-12-11,5299.958984375,5370.10009765625,5407.35009765625,5340.0,5380.0,61968
2024-12-12,5351.970703125,5422.7998046875,5439.0,5365.0,5386.39990234375,113706
2024-12-13,5326.5078125,5397.0,5407.64990234375,5278.5498046875,5404.7998046875,126645
2024-12-16,5290.5830078125,5360.60009765625,5416.75,5340.0,5404.7998046875,49297
2024-12-17,5164.0576171875,5232.39990234375,5389.0,5174.4501953125,5361.85009765625,158308
2024-12-18,5107.45654296875,5175.0498046875,5255.0,5165.0,5235.0,66729
2024-12-19,5027.51416015625,5094.0498046875,5117.2001953125,4902.0,5019.85009765625,102450
2024-12-20,4765.43310546875,4828.5,5180.0,4812.0498046875,5180.0,263335
2024-12-23,4683.07275390625,4745.0498046875,4872.4501953125,4730.0,4839.4501953125,97403
2024-12-24,4667.77490234375,4729.5498046875,4786.0,4692.7001953125,4755.0,87583
2024-12-26,4607.07861328125,4668.0498046875,4751.0,4652.0498046875,4730.0498046875,85783
2024-12-27,4631.01171875,4692.2998046875,4715.9501953125,4656.0498046875,4680.0,59987
2024-12-30,4692.3994140625,4754.5,4785.85009765625,4696.75,4700.0,189036
2024-12-31,4675.52294921875,4737.39990234375,4758.60009765625,4671.25,4754.5,102735
2025-01-01,4636.736328125,4698.10009765625,4769.89990234375,4685.0,4737.39990234375,61831
2025-01-02,4733.30859375,4795.9501953125,4804.9501953125,4680.0,4697.0,101596
2025-01-03,4732.8642578125,4795.5,4879.7998046875,4761.64990234375,4800.0498046875,118016
2025-01-06,4701.4794921875,4763.7001953125,4829.0,4716.75,4800.0498046875,79939
2025-01-07,4813.052734375,4876.75,4896.60009765625,4770.0498046875,4770.0498046875,148865
2025-01-08,4842.4140625,4906.5,4916.75,4812.0,4872.35009765625,70442
2025-01-09,4815.619140625,4879.35009765625,4970.0,4863.5498046875,4901.60009765625,113356
2025-01-10,4871.18359375,4935.64990234375,5024.0,4821.5498046875,4835.0,254564
2025-01-13,4789.7119140625,4853.10009765625,4969.7998046875,4817.5498046875,4900.2001953125,123685
2025-01-14,4645.07568359375,4706.5498046875,4904.9501953125,4686.25,4853.10009765625,181717
2025-01-15,4788.37939453125,4851.75,4924.4501953125,4660.7998046875,4717.0,220136
2025-01-16,5175.90087890625,5244.39990234375,5336.89990234375,5021.5,5021.5,1475906
2025-01-17,5303.7587890625,5373.9501953125,5420.2001953125,5181.2998046875,5195.0,524096
2025-01-20,5303.11669921875,5373.2998046875,5410.60009765625,5303.35009765625,5374.25,158858
2025-01-21,5310.1240234375,5380.39990234375,5458.4501953125,5359.4501953125,5373.2998046875,220459
2025-01-22,5312.64111328125,5382.9501953125,5400.0,5290.4501953125,5380.0,98432
2025-01-23,5381.92431640625,5453.14990234375,5509.0,5340.5498046875,5380.0,174956
2025-01-24,5360.0634765625,5431.0,5485.0,5392.0,5460.0,132143
2025-01-27,5189.9150390625,5258.60009765625,5400.0,5240.0498046875,5360.0498046875,136721
2025-01-28,5054.16162109375,5121.0498046875,5315.85009765625,5108.89990234375,5230.0,184979
2025-01-29,5271.23876953125,5341.0,5358.9501953125,5144.9501953125,5144.9501953125,151866
2025-01-30,5339.97900390625,5410.64990234375,5445.89990234375,5299.5498046875,5350.0,92083
2025-01-31,5378.173828125,5449.35009765625,5463.7998046875,5325.0,5410.64990234375,96898
2025-02-01,5347.82568359375,5418.60009765625,5448.75,5359.5498046875,5420.5,32834
2025-02-03,5429.0009765625,5500.85009765625,5518.0,5273.60009765625,5325.0,175780
2025-02-04,5458.31298828125,5530.5498046875,5571.0,5440.2001953125,5525.0,90754
2025-02-05,5542.1044921875,5615.4501953125,5639.7998046875,5523.85009765625,5560.0,134591
2025-02-06,5456.43798828125,5528.64990234375,5645.0,5482.0,5645.0,53784
2025-02-07,5524.6845703125,5597.7998046875,5621.0,5493.14990234375,5549.0,52163
2025-02-10,5435.31787109375,5507.25,5609.9501953125,5462.9501953125,5597.7998046875,59172
2025-02-11,5210.44384765625,5279.39990234375,5549.0,5221.4501953125,5507.25,255639
2025-02-12,5041.47998046875,5108.2001953125,5322.0,5040.0,5279.39990234375,221448
2025-02-13,4958.08349609375,5023.7001953125,5189.4501953125,4992.14990234375,5100.0,155165
2025-02-14,4893.5869140625,4958.35009765625,5082.25,4929.85009765625,5082.25,232850
2025-02-17,4753.984375,4816.89990234375,4964.9501953125,4794.0,4958.2998046875,83747
2025-02-18,4865.21240234375,4929.60009765625,4949.89990234375,4804.0,4824.0,126855
2025-02-19,4808.41357421875,4872.0498046875,4951.2998046875,4827.10009765625,4895.0498046875,147229
2025-02-20,4851.19775390625,4915.39990234375,4927.60009765625,4836.0,4871.2998046875,42440
2025-02-21,5056.18505859375,5123.10009765625,5159.0,4990.39990234375,4996.9501953125,389616
2025-02-24,4821.78759765625,4885.60009765625,5070.2998046875,4812.64990234375,5033.0,412098
2025-02-25,4666.09765625,4727.85009765625,4899.9501953125,4716.0,4885.60009765625,137207
2025-02-27,4584.97119140625,4645.64990234375,4754.85009765625,4614.5498046875,4727.0,129313
2025-02-28,4473.990234375,4533.2001953125,4645.64990234375,4475.64990234375,4609.5,155159
2025-03-03,4502.21630859375,4561.7998046875,4576.5,4468.0,4530.10009765625,71934
2025-03-04,4506.85498046875,4566.5,4579.5,4431.7001953125,4451.14990234375,99755
2025-03-05,4692.30078125,4754.39990234375,4768.5,4448.4501953125,4448.4501953125,171843
2025-03-06,4794.7451171875,4858.2001953125,4879.75,4754.14990234375,4788.9501953125,102844
2025-03-07,4759.01806640625,4822.0,4847.85009765625,4778.14990234375,4838.2001953125,56726
2025-03-10,4592.76806640625,4653.5498046875,4859.5498046875,4627.89990234375,4823.0,57573
2025-03-11,4582.10888671875,4642.75,4668.0,4504.2001953125,4569.10009765625,81183
2025-03-12,4333.3017578125,4390.64990234375,4634.0498046875,4353.2998046875,4634.0498046875,173365
2025-03-13,4321.0146484375,4378.2001953125,4451.9501953125,4317.5498046875,4427.7998046875,155991
2025-03-17,4392.56787109375,4450.7001953125,4463.5,4365.0,4385.5498046875,85073
2025-03-18,4392.56787109375,4450.7001953125,4450.7001953125,4450.7001953125,4450.7001953125,0
2025-03-19,4586.50146484375,4647.2001953125,4664.0,4527.35009765625,4622.5498046875,94854
2025-03-20,4593.853515625,4654.64990234375,4751.9501953125,4613.0498046875,4679.0498046875,86375
2025-03-21,4609.39794921875,4670.39990234375,4724.0,4476.25,4550.0,134865
2025-03-24,4519.0927734375,4578.89990234375,4734.0,4530.0,4734.0,311696
2025-03-25,4564.64013671875,4625.0498046875,4729.4501953125,4581.0,4610.9501953125,211322
2025-03-26,4458.791015625,4517.7998046875,4665.35009765625,4494.35009765625,4625.0498046875,259602
2025-03-27,4389.65625,4447.75,4567.89990234375,4421.0,4482.0,413745
2025-03-28,4442.9013671875,4501.7001953125,4600.0,4431.10009765625,4480.0,254499
2025-04-01,4503.49951171875,4563.10009765625,4599.85009765625,4480.85009765625,4487.75,127585
2025-04-02,4575.20068359375,4635.75,4659.5,4500.0,4572.0,85955
2025-04-03,4400.265625,4458.5,4567.0,4416.7998046875,4567.0,130276
2025-04-04,4218.373046875,4274.2001953125,4412.7001953125,4261.0,4322.0,104284
2025-04-07,4030.262451171875,4083.60009765625,4128.5498046875,3966.0,4000.0,115209
2025-04-08,4048.56982421875,4102.14990234375,4206.60009765625,4061.0,4175.0,119357
2025-04-09,4036.134765625,4089.550048828125,4110.64990234375,3991.0,4060.0,63134
2025-04-11,4078.27685546875,4132.25,4237.10009765625,4105.4501953125,4200.0,75906
2025-04-15,4297.13037109375,4354.0,4365.7998046875,4175.0,4179.0,86793
2025-04-16,4180.47412109375,4235.7998046875,4393.39990234375,4225.0,4354.0,106900
2025-04-17,4179.19140625,4234.5,4253.2998046875,4112.2001953125,4200.0,119768
2025-04-21,4308.48046875,4365.5,4375.7001953125,4216.10009765625,4234.5,214959
2025-04-22,4343.8125,4401.2998046875,4430.0,4320.0,4370.0,100164
2025-04-23,4393.25830078125,4451.39990234375,4562.0,4444.0,4460.0,312674
