date_,adj close_asterdm.ns,close_asterdm.ns,high_asterdm.ns,low_asterdm.ns,open_asterdm.ns,volume_asterdm.ns
2024-03-18,327.1651306152344,431.29998779296875,435.95001220703125,429.6499938964844,433.8500061035156,146862
2024-03-19,324.9273376464844,428.3500061035156,432.3999938964844,423.79998779296875,432.3999938964844,210944
2024-03-20,332.1716003417969,437.8999938964844,467.95001220703125,425.29998779296875,426.0,652931
2024-03-21,332.5508728027344,438.3999938964844,449.45001220703125,437.04998779296875,444.0,260688
2024-03-22,332.740478515625,438.6499938964844,444.0,433.0,441.8500061035156,99791
2024-03-26,331.6405944824219,437.20001220703125,448.0,432.25,441.0,175450
2024-03-27,307.1392517089844,404.8999938964844,419.79998779296875,402.20001220703125,411.79998779296875,10031325
2024-03-28,310.4768981933594,409.29998779296875,415.8999938964844,406.1499938964844,410.5,1380014
2024-04-01,309.5287170410156,408.04998779296875,411.3500061035156,403.25,409.54998779296875,1245485
2024-04-02,310.9320373535156,409.8999938964844,414.3999938964844,406.5,414.3999938964844,758924
2024-04-03,317.0004577636719,417.8999938964844,423.8999938964844,407.0,409.75,940094
2024-04-04,347.91162109375,458.6499938964844,467.3999938964844,422.6499938964844,424.0,6353905
2024-04-05,346.4703674316406,456.75,462.04998779296875,452.0,462.0,1328132
2024-04-08,367.6719970703125,484.70001220703125,500.0,480.0,480.0,3611664
2024-04-09,359.55548095703125,474.0,500.0,473.0,500.0,1602883
2024-04-10,360.5036315917969,475.25,483.70001220703125,474.1499938964844,476.8500061035156,1064458
2024-04-12,370.3269348144531,488.20001220703125,497.8500061035156,482.20001220703125,487.0,1857407
2024-04-15,396.5350646972656,522.75,558.0,517.3499755859375,545.0,22716586
2024-04-16,394.4111022949219,519.9500122070312,537.7000122070312,519.0,533.1500244140625,6885403
2024-04-18,395.81439208984375,521.7999877929688,534.4000244140625,516.0999755859375,530.0,5954326
2024-04-19,394.90411376953125,520.5999755859375,526.0,517.25,521.7999877929688,4698361
2024-04-22,389.40460205078125,513.3499755859375,536.2999877929688,509.0,531.9500122070312,7557820
2024-04-23,393.4922180175781,399.5,415.0,397.0,397.0,6174501
2024-04-24,377.6343078613281,383.3999938964844,399.0,382.04998779296875,399.0,3639614
2024-04-25,360.4960021972656,366.0,383.3500061035156,363.70001220703125,383.3500061035156,3324121
2024-04-26,353.45355224609375,358.8500061035156,369.79998779296875,348.1000061035156,366.20001220703125,5503195
2024-04-29,350.8433837890625,356.20001220703125,367.95001220703125,354.04998779296875,367.95001220703125,3381895
2024-04-30,342.9144287109375,348.1499938964844,357.0,346.20001220703125,356.79998779296875,2623933
2024-05-02,338.2358703613281,343.3999938964844,352.3500061035156,342.0,348.20001220703125,1898590
2024-05-03,342.0279846191406,347.25,352.0,342.8999938964844,344.29998779296875,1956603
2024-05-06,338.92535400390625,344.1000061035156,352.25,340.79998779296875,351.3500061035156,1514412
2024-05-07,336.4136657714844,341.54998779296875,346.79998779296875,339.1000061035156,345.04998779296875,927018
2024-05-08,344.391845703125,349.6499938964844,350.75,340.20001220703125,341.45001220703125,963918
2024-05-09,338.6791076660156,343.8500061035156,356.3999938964844,341.6000061035156,351.0,1343709
2024-05-10,339.1716003417969,344.3500061035156,346.95001220703125,341.70001220703125,345.0,793773
2024-05-13,336.36444091796875,341.5,345.04998779296875,338.0,345.04998779296875,780551
2024-05-14,342.42193603515625,347.6499938964844,349.8999938964844,341.95001220703125,342.8999938964844,825777
2024-05-15,344.93359375,350.20001220703125,351.6499938964844,347.0,349.8999938964844,854910
2024-05-16,344.7858581542969,350.04998779296875,353.3999938964844,347.04998779296875,353.3500061035156,776482
2024-05-17,344.3426208496094,349.6000061035156,352.6499938964844,349.04998779296875,351.95001220703125,477074
2024-05-21,353.6012878417969,359.0,360.5,348.8999938964844,349.95001220703125,1999102
2024-05-22,350.055419921875,355.3999938964844,360.8999938964844,352.6000061035156,360.0,772495
2024-05-23,357.39337158203125,362.8500061035156,365.0,356.79998779296875,365.0,1577725
2024-05-24,360.3974914550781,365.8999938964844,367.25,361.20001220703125,362.8500061035156,1014393
2024-05-27,369.5576477050781,375.20001220703125,381.79998779296875,368.0,369.0,2530950
2024-05-28,373.8915100097656,379.6000061035156,383.0,376.3500061035156,380.0,1334610
2024-05-29,359.8064880371094,365.29998779296875,376.0,351.0,370.0,1643015
2024-05-30,351.0896301269531,356.45001220703125,368.1499938964844,351.6000061035156,365.25,978921
2024-05-31,358.4768371582031,363.95001220703125,367.79998779296875,346.25,356.45001220703125,4203428
2024-06-03,349.7599182128906,355.1000061035156,374.95001220703125,353.04998779296875,372.8999938964844,1363977
2024-06-04,326.1700744628906,331.1499938964844,354.95001220703125,311.1000061035156,354.95001220703125,1823274
2024-06-05,332.0306396484375,337.1000061035156,339.5,323.25,332.79998779296875,947116
2024-06-06,351.9267883300781,357.29998779296875,360.0,341.20001220703125,344.1499938964844,1878491
2024-06-07,354.7832336425781,360.20001220703125,361.29998779296875,351.6499938964844,359.0,693382
2024-06-10,355.1279602050781,360.54998779296875,363.45001220703125,356.29998779296875,363.45001220703125,641322
2024-06-11,353.0102844238281,358.3999938964844,361.25,355.0,361.0,778622
2024-06-12,356.3099365234375,361.75,364.04998779296875,356.6000061035156,359.8500061035156,497155
2024-06-13,357.442626953125,362.8999938964844,364.8999938964844,360.5,362.95001220703125,614218
2024-06-14,352.7148132324219,358.1000061035156,364.1499938964844,356.5,362.95001220703125,699552
2024-06-18,348.33172607421875,353.6499938964844,359.0,353.0,358.1000061035156,731912
2024-06-19,346.7065124511719,352.0,358.3500061035156,351.0,355.8999938964844,709488
2024-06-20,350.8926086425781,356.25,358.0,350.54998779296875,352.1000061035156,738738
2024-06-21,362.0226745605469,367.54998779296875,380.3999938964844,341.0,342.0,23702318
2024-06-24,358.7723083496094,364.25,387.70001220703125,362.29998779296875,373.25,6927535
2024-06-25,349.365966796875,354.70001220703125,362.5,351.1499938964844,362.1499938964844,3926043
2024-06-26,346.9035339355469,352.20001220703125,355.70001220703125,350.6000061035156,354.0,1238512
2024-06-27,341.63397216796875,346.8500061035156,353.95001220703125,342.20001220703125,353.25,2191688
2024-06-28,341.4369812011719,346.6499938964844,350.29998779296875,343.3999938964844,346.0,1952911
2024-07-01,345.3276062011719,350.6000061035156,353.95001220703125,344.04998779296875,347.8999938964844,1536079
2024-07-02,344.53961181640625,349.79998779296875,353.6499938964844,345.29998779296875,352.70001220703125,1061912
2024-07-03,341.5354919433594,346.75,351.1000061035156,345.5,351.04998779296875,643194
2024-07-04,339.9103088378906,345.1000061035156,349.8999938964844,343.3500061035156,346.3999938964844,939194
2024-07-05,334.9855041503906,340.1000061035156,348.0,339.6000061035156,347.45001220703125,1737014
2024-07-08,334.9855041503906,340.1000061035156,342.1000061035156,335.6000061035156,341.95001220703125,982073
2024-07-09,335.7734375,340.8999938964844,342.04998779296875,336.1000061035156,342.04998779296875,1169039
2024-07-10,336.85693359375,342.0,344.8999938964844,338.5,341.1000061035156,961252
2024-07-11,334.14825439453125,339.25,343.95001220703125,338.5,343.95001220703125,569382
2024-07-12,332.0306396484375,337.1000061035156,340.5,335.25,339.70001220703125,689158
2024-07-15,330.20843505859375,335.25,339.6000061035156,332.79998779296875,339.6000061035156,696606
2024-07-16,330.40545654296875,335.45001220703125,337.0,332.04998779296875,334.20001220703125,1092047
2024-07-18,328.6817321777344,333.70001220703125,335.6000061035156,330.5,334.95001220703125,1676500
2024-07-19,316.9114074707031,321.75,333.0,316.29998779296875,333.0,2332862
2024-07-22,323.0182189941406,327.95001220703125,329.6000061035156,315.5,317.0,991319
2024-07-23,320.9990234375,325.8999938964844,332.6000061035156,321.0,332.0,748947
2024-07-24,317.00994873046875,321.8500061035156,325.54998779296875,319.45001220703125,321.29998779296875,1367773
2024-07-25,320.654296875,325.54998779296875,328.8999938964844,319.5,320.0,1648628
2024-07-26,326.9088134765625,331.8999938964844,336.1499938964844,324.04998779296875,325.0,804498
2024-07-29,336.85693359375,342.0,344.70001220703125,332.1499938964844,332.1499938964844,1872414
2024-07-30,342.8159484863281,348.04998779296875,349.5,335.5,342.0,3089213
2024-07-31,341.83099365234375,347.04998779296875,349.95001220703125,344.04998779296875,349.1499938964844,711862
2024-08-01,362.66290283203125,368.20001220703125,373.6000061035156,354.8999938964844,362.5,9610261
2024-08-02,366.55352783203125,372.1499938964844,379.20001220703125,359.25,368.0,3236015
2024-08-05,363.00762939453125,368.54998779296875,372.1499938964844,358.1000061035156,367.0,2623080
2024-08-06,373.3005065917969,379.0,383.6000061035156,374.29998779296875,378.0,3121832
2024-08-07,389.5523681640625,395.5,397.3999938964844,375.0,383.70001220703125,3488550
2024-08-08,391.9162902832031,397.8999938964844,400.75,390.0,394.54998779296875,2309329
2024-08-09,401.91363525390625,408.04998779296875,410.45001220703125,392.6499938964844,403.54998779296875,7770098
2024-08-12,379.7027587890625,385.5,408.5,383.1000061035156,408.5,2495294
2024-08-13,384.1351013183594,390.0,392.3999938964844,381.04998779296875,386.1499938964844,1978049
2024-08-14,382.3128967285156,388.1499938964844,395.0,382.29998779296875,391.5,945096
2024-08-16,385.2185363769531,391.1000061035156,392.54998779296875,384.25,390.45001220703125,552637
2024-08-19,389.9463806152344,395.8999938964844,396.8500061035156,389.79998779296875,393.0,496830
2024-08-20,387.48394775390625,393.3999938964844,398.3999938964844,388.25,398.0,842767
2024-08-21,395.1174011230469,401.1499938964844,402.0,388.79998779296875,393.3999938964844,1031371
2024-08-22,397.2456970214844,401.29998779296875,402.70001220703125,395.25,399.0,793893
2024-08-23,396.3052978515625,400.3500061035156,403.6499938964844,397.0,399.0,1552513
2024-08-26,400.9577941894531,405.04998779296875,408.1499938964844,397.6000061035156,399.04998779296875,1268658
2024-08-27,406.10528564453125,410.25,415.0,399.70001220703125,406.8999938964844,1249932
2024-08-28,405.7588195800781,409.8999938964844,417.5,407.04998779296875,407.04998779296875,488146
2024-08-29,398.08709716796875,402.1499938964844,412.29998779296875,400.1000061035156,410.20001220703125,925297
2024-08-30,402.5911560058594,406.70001220703125,411.79998779296875,399.3500061035156,402.0,1985268
2024-09-02,398.1366271972656,402.20001220703125,408.6000061035156,401.0,408.0,892057
2024-09-03,396.25579833984375,400.29998779296875,407.95001220703125,399.45001220703125,402.0,410570
2024-09-04,402.7396545410156,406.8500061035156,409.0,398.75,400.29998779296875,1087775
2024-09-05,401.8982238769531,406.0,408.0,403.79998779296875,407.70001220703125,382101
2024-09-06,408.6294860839844,412.79998779296875,422.5,405.1000061035156,407.0,2179625
2024-09-09,404.12548828125,408.25,415.0,405.29998779296875,415.0,1049107
2024-09-10,406.0062561035156,410.1499938964844,413.95001220703125,406.5,409.25,412726
2024-09-11,404.3729248046875,408.5,411.25,406.70001220703125,410.0,379976
2024-09-12,412.7870788574219,417.0,421.0,409.75,410.45001220703125,1707645
2024-09-13,411.5002136230469,415.70001220703125,420.75,414.0,419.1000061035156,856712
2024-09-16,412.4901123046875,416.70001220703125,420.0,412.1499938964844,420.0,536390
2024-09-17,409.7184143066406,413.8999938964844,419.04998779296875,408.3999938964844,416.95001220703125,704486
2024-09-18,416.6971740722656,420.95001220703125,429.3500061035156,408.70001220703125,413.0,1537652
2024-09-19,413.0345458984375,417.25,439.0,410.3999938964844,437.75,2533437
2024-09-20,416.994140625,421.25,425.8999938964844,416.95001220703125,419.8500061035156,852795
2024-09-23,418.0830383300781,422.3500061035156,431.8500061035156,421.0,427.6499938964844,711946
2024-09-24,416.6476745605469,420.8999938964844,424.8500061035156,418.0,423.0,621913
2024-09-25,416.0042419433594,420.25,425.0,417.8999938964844,421.5,586003
2024-09-26,406.9466857910156,411.1000061035156,421.04998779296875,408.1000061035156,420.29998779296875,637462
2024-09-27,411.3517150878906,415.54998779296875,417.20001220703125,409.04998779296875,411.1000061035156,658588
2024-09-30,410.9062805175781,415.1000061035156,416.70001220703125,407.1000061035156,414.95001220703125,325999
2024-10-01,413.133544921875,417.3500061035156,419.8500061035156,411.79998779296875,415.0,328033
2024-10-03,418.03350830078125,422.29998779296875,423.20001220703125,411.0,412.04998779296875,765772
2024-10-04,408.2830505371094,412.45001220703125,421.0,407.0,421.0,806025
2024-10-07,401.749755859375,405.8500061035156,419.8500061035156,401.70001220703125,412.0,787178
2024-10-08,414.1234436035156,418.3500061035156,422.0,402.54998779296875,405.8500061035156,753989
2024-10-09,416.5486755371094,420.79998779296875,425.0,416.04998779296875,420.04998779296875,484631
2024-10-10,414.0739440917969,418.29998779296875,426.79998779296875,417.0,421.0,294380
2024-10-11,415.95477294921875,420.20001220703125,420.95001220703125,413.45001220703125,418.0,281669
2024-10-14,412.5890808105469,416.79998779296875,423.1499938964844,414.04998779296875,420.0,255435
2024-10-15,421.59716796875,425.8999938964844,428.45001220703125,413.04998779296875,416.79998779296875,723940
2024-10-16,423.62646484375,427.95001220703125,436.3500061035156,420.79998779296875,422.0,1023199
2024-10-17,415.4103088378906,419.6499938964844,433.0,418.1000061035156,428.0,408952
2024-10-18,420.9537353515625,425.25,427.1000061035156,411.0,415.8999938964844,486959
2024-10-21,423.972900390625,428.29998779296875,430.6499938964844,418.1499938964844,424.0,662798
2024-10-22,401.1063232421875,405.20001220703125,428.79998779296875,402.3500061035156,425.0,1020368
2024-10-23,397.9386291503906,402.0,411.25,396.20001220703125,407.0,702227
2024-10-24,438.9698791503906,443.45001220703125,457.8999938964844,422.3500061035156,430.0,22407345
2024-10-25,444.21630859375,448.75,464.0,437.04998779296875,439.0,6627286
2024-10-28,434.21832275390625,438.6499938964844,452.75,437.0,452.75,1131394
2024-10-29,426.2991638183594,430.6499938964844,441.70001220703125,427.0,439.1499938964844,739122
2024-10-30,433.2779541015625,437.70001220703125,442.95001220703125,430.6499938964844,430.6499938964844,739058
2024-10-31,440.1082458496094,444.6000061035156,446.0,434.79998779296875,436.95001220703125,858428
2024-11-01,440.40521240234375,444.8999938964844,450.6000061035156,441.3500061035156,446.25,126173
2024-11-04,434.4658203125,438.8999938964844,443.75,434.79998779296875,442.04998779296875,618996
2024-11-05,434.8122863769531,439.25,442.0,427.0,438.79998779296875,777864
2024-11-06,437.6829833984375,442.1499938964844,443.6000061035156,435.04998779296875,440.0,1597319
2024-11-07,430.75372314453125,435.1499938964844,445.5,434.29998779296875,445.0,663135
2024-11-08,433.7729187011719,438.20001220703125,439.8500061035156,433.1499938964844,436.29998779296875,532515
2024-11-11,434.06988525390625,438.5,443.3999938964844,435.0,440.0,596640
2024-11-12,433.8718566894531,438.29998779296875,452.8500061035156,435.5,439.0,2248490
2024-11-13,427.9324951171875,432.29998779296875,441.0,430.1000061035156,438.29998779296875,566641
2024-11-14,426.0516662597656,430.3999938964844,440.95001220703125,426.75,435.0,730914
2024-11-18,426.002197265625,430.3500061035156,436.5,427.04998779296875,431.0,695554
2024-11-19,428.6748962402344,433.04998779296875,440.5,428.1000061035156,432.8999938964844,420963
2024-11-21,423.8244323730469,428.1499938964844,437.70001220703125,426.0,431.95001220703125,632503
2024-11-22,427.9324951171875,432.29998779296875,434.6000061035156,428.0,429.3500061035156,544405
2024-11-25,434.86175537109375,439.29998779296875,442.6499938964844,432.54998779296875,437.79998779296875,2038402
2024-11-26,435.40625,439.8500061035156,441.79998779296875,435.6000061035156,439.29998779296875,874980
2024-11-27,473.7647399902344,478.6000061035156,484.0,439.8500061035156,444.0,9508587
2024-11-28,483.7627258300781,488.70001220703125,494.70001220703125,475.29998779296875,482.5,2884591
2024-11-29,494.8990478515625,499.95001220703125,510.0,490.1000061035156,502.0,4088473
2024-12-02,490.54345703125,495.54998779296875,524.6500244140625,493.79998779296875,507.5,7905436
2024-12-03,478.2192687988281,483.1000061035156,498.6000061035156,481.54998779296875,498.5,2063494
2024-12-04,479.4566650390625,484.3500061035156,486.20001220703125,476.54998779296875,485.5,1111817
2024-12-05,483.81219482421875,488.75,499.95001220703125,487.6000061035156,489.79998779296875,2850690
2024-12-06,485.7425231933594,490.70001220703125,495.75,483.6499938964844,491.0,1481031
2024-12-09,486.1384582519531,491.1000061035156,494.3999938964844,488.1000061035156,490.5,660087
2024-12-10,481.13946533203125,486.04998779296875,493.6000061035156,484.54998779296875,493.04998779296875,413953
2024-12-11,484.1091613769531,489.04998779296875,492.1000061035156,483.25,486.04998779296875,514090
2024-12-12,478.9122009277344,483.79998779296875,492.70001220703125,483.1000061035156,489.04998779296875,498778
2024-12-13,475.44757080078125,480.29998779296875,484.3999938964844,474.1499938964844,482.45001220703125,501300
2024-12-16,475.9425048828125,480.79998779296875,485.54998779296875,472.29998779296875,478.70001220703125,567499
2024-12-17,483.3667297363281,488.29998779296875,491.8999938964844,477.45001220703125,479.8999938964844,1045647
2024-12-18,489.9990539550781,495.0,498.6000061035156,487.0,488.25,1456622
2024-12-19,486.880859375,491.8500061035156,494.25,481.0,487.8999938964844,626475
2024-12-20,481.43646240234375,486.3500061035156,507.5,482.3999938964844,494.45001220703125,1489665
2024-12-23,498.7596435546875,503.8500061035156,517.5,489.6499938964844,489.79998779296875,3896009
2024-12-24,497.1263427734375,502.20001220703125,505.0,493.6499938964844,504.95001220703125,605435
2024-12-26,500.3929443359375,505.5,507.0,498.70001220703125,502.5,482866
2024-12-27,506.6293029785156,511.79998779296875,515.0,503.3500061035156,509.0,1020532
2024-12-30,513.8060302734375,519.0499877929688,522.0,506.54998779296875,510.0,1121854
2024-12-31,508.75762939453125,513.9500122070312,519.5999755859375,506.6000061035156,512.0,610563
2025-01-01,515.4888916015625,520.75,524.0,511.20001220703125,513.9500122070312,743423
2025-01-02,516.8252563476562,522.0999755859375,526.0,516.1500244140625,520.0,499548
2025-01-03,516.0828247070312,521.3499755859375,528.9500122070312,520.0,522.0999755859375,441137
2025-01-06,515.587890625,520.8499755859375,532.0,517.3499755859375,525.9500122070312,1790731
2025-01-07,518.904052734375,524.2000122070312,534.7999877929688,522.0499877929688,524.9500122070312,1079346
2025-01-08,516.3302612304688,521.5999755859375,530.5,518.7000122070312,524.2000122070312,842496
2025-01-09,510.0444641113281,515.25,525.8499755859375,510.0,521.5999755859375,816339
2025-01-10,499.4030456542969,504.5,517.0,500.1499938964844,512.0,716896
2025-01-13,486.0889587402344,491.04998779296875,505.5,483.6000061035156,491.1000061035156,1507422
2025-01-14,494.75054931640625,499.79998779296875,501.95001220703125,488.75,489.95001220703125,422184
2025-01-15,484.65362548828125,489.6000061035156,506.1000061035156,484.45001220703125,504.20001220703125,774135
2025-01-16,490.6424865722656,495.6499938964844,502.8999938964844,492.0,492.0,600640
2025-01-17,492.5727844238281,497.6000061035156,501.75,492.0,495.0,346988
2025-01-20,491.5829162597656,496.6000061035156,505.04998779296875,494.20001220703125,497.6000061035156,307894
2025-01-21,493.2162170410156,498.25,500.8500061035156,493.1499938964844,495.0,401892
2025-01-22,492.9192810058594,497.95001220703125,500.45001220703125,490.0,496.8999938964844,1416728
2025-01-23,494.5525817871094,499.6000061035156,502.0,494.0,500.0,860458
2025-01-24,491.08795166015625,496.1000061035156,501.6499938964844,493.0,500.29998779296875,666889
2025-01-27,483.71319580078125,488.6499938964844,499.0,474.6000061035156,496.04998779296875,475915
2025-01-28,468.6667785644531,473.45001220703125,491.95001220703125,470.79998779296875,485.1499938964844,495323
2025-01-29,472.4283752441406,477.25,480.54998779296875,466.95001220703125,469.5,566755
2025-01-30,480.1990661621094,485.1000061035156,486.3999938964844,476.20001220703125,479.1499938964844,442641
2025-01-31,486.5838928222656,491.54998779296875,495.0,483.8500061035156,483.8500061035156,359162
2025-02-01,470.696044921875,475.5,478.25,462.20001220703125,469.54998779296875,1967228
2025-02-03,463.8657531738281,468.6000061035156,496.6000061035156,467.04998779296875,475.0,1046248
2025-02-04,469.0132141113281,473.79998779296875,488.1499938964844,470.1000061035156,476.8500061035156,428410
2025-02-05,475.2496032714844,480.1000061035156,489.79998779296875,474.8999938964844,479.3999938964844,400146
2025-02-06,475.05157470703125,479.8999938964844,485.0,476.20001220703125,481.95001220703125,385239
2025-02-07,468.4193115234375,473.20001220703125,486.6000061035156,470.20001220703125,480.79998779296875,336574
2025-02-10,461.6805419921875,462.45001220703125,471.20001220703125,460.0,468.0,664393
2025-02-11,435.2246398925781,435.95001220703125,462.5,431.1000061035156,460.1499938964844,2576642
2025-02-12,430.03326416015625,430.75,435.6000061035156,412.79998779296875,434.70001220703125,1277946
2025-02-13,429.9833679199219,430.70001220703125,445.95001220703125,428.0,432.0,829674
2025-02-14,414.70880126953125,415.3999938964844,435.0,414.25,435.0,516469
2025-02-17,405.124755859375,405.79998779296875,412.79998779296875,395.0,401.0,1031944
2025-02-18,403.4276123046875,404.1000061035156,412.70001220703125,400.0,406.95001220703125,393471
2025-02-19,417.3543701171875,418.04998779296875,422.6499938964844,401.6499938964844,404.6000061035156,344956
2025-02-20,416.6056213378906,417.29998779296875,421.95001220703125,414.79998779296875,418.0,1649831
2025-02-21,414.2595520019531,414.95001220703125,427.6000061035156,413.0,417.1000061035156,478787
2025-02-24,403.9766845703125,404.6499938964844,412.75,397.29998779296875,411.04998779296875,737259
2025-02-25,410.46588134765625,411.1499938964844,415.95001220703125,400.1000061035156,404.6499938964844,518711
2025-02-27,402.82861328125,403.5,412.29998779296875,401.0,411.04998779296875,265369
2025-02-28,402.279541015625,402.95001220703125,407.95001220703125,392.0,401.1000061035156,842866
2025-03-03,393.34442138671875,394.0,404.54998779296875,387.70001220703125,403.0,692822
2025-03-04,395.0415954589844,395.70001220703125,402.95001220703125,387.1000061035156,388.1000061035156,375939
2025-03-05,413.56072998046875,414.25,423.75,403.6000061035156,403.6000061035156,1961596
2025-03-06,419.9500732421875,420.6499938964844,422.8500061035156,410.5,418.8500061035156,751651
2025-03-07,416.7554016113281,417.45001220703125,424.5,416.20001220703125,419.6000061035156,574930
2025-03-10,422.04656982421875,422.75,436.79998779296875,415.1000061035156,418.0,879060
2025-03-11,433.3277587890625,434.04998779296875,441.29998779296875,416.54998779296875,422.20001220703125,2235506
2025-03-12,431.0316162109375,431.75,439.8500061035156,429.0,437.1499938964844,554955
2025-03-13,433.377685546875,434.1000061035156,437.3500061035156,428.70001220703125,435.79998779296875,674756
2025-03-17,424.242919921875,424.95001220703125,433.20001220703125,414.95001220703125,433.1499938964844,523443
2025-03-18,424.242919921875,424.95001220703125,424.95001220703125,424.95001220703125,424.95001220703125,0
2025-03-19,429.93341064453125,430.6499938964844,432.75,421.1000061035156,421.1000061035156,285746
2025-03-20,432.7287902832031,433.45001220703125,436.6000061035156,429.1499938964844,432.0,256357
2025-03-21,432.2795104980469,433.0,436.8500061035156,429.20001220703125,435.5,1124055
2025-03-24,435.2745361328125,436.0,439.6000061035156,428.29998779296875,434.95001220703125,993252
2025-03-25,442.4126281738281,443.1499938964844,446.8999938964844,435.20001220703125,438.79998779296875,639555
2025-03-26,439.5673522949219,440.29998779296875,448.1000061035156,435.0,445.1000061035156,406915
2025-03-27,452.5956726074219,453.3500061035156,460.70001220703125,434.04998779296875,435.04998779296875,937018
2025-03-28,482.69549560546875,483.5,504.0,451.79998779296875,455.04998779296875,26484708
2025-04-01,478.7520446777344,479.54998779296875,492.20001220703125,473.54998779296875,479.45001220703125,1900617
2025-04-02,478.8518981933594,479.6499938964844,481.20001220703125,465.04998779296875,475.0,710770
2025-04-03,486.08984375,486.8999938964844,491.5,474.3999938964844,477.95001220703125,548116
2025-04-04,481.6971435546875,482.5,493.70001220703125,472.8500061035156,489.0,713001
2025-04-07,475.00830078125,475.79998779296875,483.6499938964844,450.0,450.0,1319040
2025-04-08,480.3993225097656,481.20001220703125,493.79998779296875,477.0,481.25,750876
2025-04-09,491.93011474609375,492.75,499.6000061035156,477.5,479.20001220703125,1705787
2025-04-11,499.467529296875,500.29998779296875,503.45001220703125,493.04998779296875,498.1499938964844,933050
2025-04-15,488.6356201171875,489.45001220703125,509.1000061035156,486.45001220703125,501.5,1225012
2025-04-16,499.467529296875,500.29998779296875,503.45001220703125,493.25,498.0,770244
