date_,adj close_kirloseng.ns,close_kirloseng.ns,high_kirloseng.ns,low_kirloseng.ns,open_kirloseng.ns,volume_kirloseng.ns
2024-01-16,677.9000854492188,687.5999755859375,695.5999755859375,675.0,692.7000122070312,129021
2024-01-17,670.6045532226562,680.2000122070312,690.2000122070312,667.0,685.9500122070312,113397
2024-01-18,687.5618896484375,697.4000244140625,708.0,682.0,690.0,402750
2024-01-19,683.2732543945312,693.0499877929688,704.6500244140625,689.2999877929688,701.9500122070312,98321
2024-01-23,670.9002685546875,680.5,696.5999755859375,669.5,693.7000122070312,112207
2024-01-24,667.0059204101562,676.5499877929688,697.5999755859375,667.9000244140625,683.0999755859375,222743
2024-01-25,679.4283447265625,689.1500244140625,691.5499877929688,679.6500244140625,680.0,86992
2024-01-29,679.9705200195312,689.7000122070312,695.1500244140625,682.0999755859375,693.7999877929688,104682
2024-01-30,684.3577270507812,694.1500244140625,713.6500244140625,682.0999755859375,692.4000244140625,204387
2024-01-31,700.8713989257812,710.9000244140625,728.0,700.0,700.0,252295
2024-02-01,697.6179809570312,707.5999755859375,714.5,696.0999755859375,712.0,77632
2024-02-02,702.1038208007812,712.1500244140625,717.0,698.7000122070312,709.7000122070312,90328
2024-02-05,702.5474853515625,712.5999755859375,716.3499755859375,698.7999877929688,712.2000122070312,166958
2024-02-06,723.8427734375,734.2000122070312,740.0,713.0,715.4500122070312,145428
2024-02-07,757.2644653320312,768.0999755859375,771.0,736.9500122070312,737.8499755859375,245762
2024-02-08,812.7210083007812,824.3499755859375,828.5999755859375,772.0499877929688,778.9500122070312,627745
2024-02-09,834.6077880859375,846.5499877929688,858.0,803.7999877929688,832.2999877929688,336825
2024-02-12,825.53759765625,837.3499755859375,884.4000244140625,756.0,852.0,617925
2024-02-13,805.5239868164062,817.0499877929688,874.0,774.5,847.0,459407
2024-02-14,850.9243774414062,863.0999755859375,868.0,801.0499877929688,804.0,270228
2024-02-15,852.600341796875,864.7999877929688,897.1500244140625,854.2000122070312,867.4500122070312,578945
2024-02-16,881.6842041015625,894.2999877929688,898.0,849.6500244140625,876.0,592048
2024-02-19,892.4797973632812,905.25,920.6500244140625,881.0,899.8499755859375,405212
2024-02-20,883.7052612304688,896.3499755859375,907.5,876.5499877929688,891.6500244140625,584274
2024-02-21,877.9871215820312,890.5499877929688,903.0499877929688,885.0,903.0499877929688,315462
2024-02-22,885.9728393554688,898.6500244140625,904.5999755859375,881.25,894.1500244140625,197850
2024-02-23,929.4237670898438,940.0999755859375,948.9500122070312,909.25,909.25,411669
2024-02-26,924.0850219726562,934.7000122070312,969.8499755859375,927.4000244140625,948.2999877929688,225073
2024-02-27,904.6087646484375,915.0,950.5499877929688,908.4000244140625,936.0,120665
2024-02-28,900.1598510742188,910.5,948.7999877929688,901.5499877929688,918.1500244140625,569658
2024-02-29,902.9281005859375,913.2999877929688,937.5999755859375,898.0499877929688,909.5999755859375,382606
2024-03-01,904.9547119140625,915.3499755859375,933.9500122070312,911.9500122070312,920.1500244140625,148645
2024-03-04,887.8018798828125,898.0,917.7999877929688,894.0499877929688,917.7999877929688,181274
2024-03-05,871.29150390625,881.2999877929688,900.0,865.5499877929688,898.0,119017
2024-03-06,828.631591796875,838.1500244140625,881.0,833.5999755859375,876.9500122070312,254284
2024-03-07,825.7150268554688,835.2000122070312,849.0499877929688,827.8499755859375,842.0,104675
2024-03-11,799.0711059570312,808.25,837.4500122070312,794.3499755859375,831.0,159661
2024-03-12,797.4398193359375,806.5999755859375,812.25,781.0,810.0,234244
2024-03-13,752.0116577148438,760.6500244140625,815.9500122070312,747.5,808.9500122070312,356132
2024-03-14,780.9295654296875,789.9000244140625,803.2999877929688,730.0,755.0,373382
2024-03-15,844.4003295898438,854.0999755859375,879.7000122070312,780.0,782.4500122070312,412327
2024-03-18,832.3389282226562,841.9000244140625,870.5999755859375,826.4000244140625,860.0,538681
2024-03-19,824.9241333007812,834.4000244140625,845.0,826.4500122070312,841.9500122070312,83711
2024-03-20,820.8706665039062,830.2999877929688,845.3499755859375,807.0,835.3499755859375,209743
2024-03-21,845.6361694335938,855.3499755859375,869.0,832.7000122070312,837.7000122070312,374035
2024-03-22,856.3135375976562,866.1500244140625,874.9500122070312,848.9000244140625,859.9500122070312,85628
2024-03-26,842.5714111328125,852.25,866.1500244140625,842.0499877929688,866.0,68379
2024-03-27,850.9747924804688,860.75,878.8499755859375,850.0,855.5999755859375,390430
2024-03-28,849.6895751953125,859.4500122070312,895.4500122070312,856.0,860.75,508828
2024-04-01,877.76708984375,887.8499755859375,898.9000244140625,855.0499877929688,859.4500122070312,111100
2024-04-02,891.5586547851562,901.7999877929688,916.9000244140625,874.0,888.0499877929688,414319
2024-04-03,878.1130981445312,888.2000122070312,917.0,881.2000122070312,901.7999877929688,152447
2024-04-04,894.4257202148438,904.7000122070312,930.0,894.0499877929688,894.0499877929688,172944
2024-04-05,887.7523803710938,897.9500122070312,916.0,882.0499877929688,916.0,205801
2024-04-08,889.531982421875,899.75,907.8499755859375,887.9500122070312,898.0,329049
2024-04-09,879.1511840820312,889.25,907.0,863.2999877929688,900.0,328413
2024-04-10,881.820556640625,891.9500122070312,900.0,874.0,884.5999755859375,204357
2024-04-12,873.7630615234375,883.7999877929688,903.0499877929688,877.5499877929688,897.0499877929688,90041
2024-04-15,857.4998779296875,867.3499755859375,890.75,845.0,850.5499877929688,222150
2024-04-16,884.6875610351562,894.8499755859375,907.0,848.0,864.0,388189
2024-04-18,882.9080200195312,893.0499877929688,904.0,881.5999755859375,892.6500244140625,157670
2024-04-19,875.1471557617188,885.2000122070312,894.9500122070312,871.0499877929688,893.0499877929688,94877
2024-04-22,924.8759765625,935.5,949.9500122070312,885.6500244140625,892.4000244140625,540908
2024-04-23,931.2033081054688,941.9000244140625,964.7999877929688,933.8499755859375,952.0,296755
2024-04-24,942.4243774414062,953.25,958.9500122070312,935.0499877929688,945.0,109117
2024-04-25,943.2152709960938,954.0499877929688,968.0,941.0,965.0,160727
2024-04-26,1006.7356567382812,1018.2999877929688,1028.449951171875,955.7000122070312,962.0,896899
2024-04-29,997.046875,1008.5,1056.949951171875,994.2000122070312,1039.0,261036
2024-04-30,1010.7396850585938,1022.3499755859375,1039.0,997.5499877929688,1010.0,182635
2024-05-02,1009.7015380859375,1021.2999877929688,1049.5,1010.0,1024.5,197574
2024-05-03,1006.58740234375,1018.1500244140625,1043.449951171875,995.0,1026.199951171875,219829
2024-05-06,1004.7583618164062,1016.2999877929688,1035.0,999.0,1023.25,156442
2024-05-07,996.8986206054688,1008.3499755859375,1038.25,974.4000244140625,1021.3499755859375,215175
2024-05-08,1022.3068237304688,1034.050048828125,1055.0,990.0,1008.25,241252
2024-05-09,1042.1290283203125,1054.0999755859375,1169.949951171875,1036.25,1125.9000244140625,2275806
2024-05-10,1030.56201171875,1042.4000244140625,1065.0,1002.0,1054.0999755859375,936653
2024-05-13,1089.7322998046875,1102.25,1124.6500244140625,1040.0,1044.949951171875,1460572
2024-05-14,1128.78369140625,1141.75,1149.9000244140625,1105.6500244140625,1108.0,655452
2024-05-15,1171.3941650390625,1184.8499755859375,1201.0,1143.050048828125,1144.800048828125,578339
2024-05-16,1190.47509765625,1204.1500244140625,1235.0,1191.5999755859375,1198.0,760218
2024-05-17,1275.15234375,1289.800048828125,1300.0,1201.050048828125,1204.1500244140625,645671
2024-05-21,1342.3802490234375,1357.800048828125,1365.0,1256.550048828125,1290.0,682185
2024-05-22,1283.11083984375,1297.8499755859375,1379.0,1283.5999755859375,1365.0,277338
2024-05-23,1280.58984375,1295.300048828125,1322.0,1242.0999755859375,1300.0,212640
2024-05-24,1270.55517578125,1285.1500244140625,1302.550048828125,1262.0,1295.3499755859375,108722
2024-05-27,1260.5205078125,1275.0,1288.9000244140625,1233.0999755859375,1285.0,147899
2024-05-28,1209.40771484375,1223.300048828125,1277.1500244140625,1213.4000244140625,1268.050048828125,171469
2024-05-29,1196.2091064453125,1209.949951171875,1274.0,1205.050048828125,1220.0,189489
2024-05-30,1194.0836181640625,1207.800048828125,1227.0,1201.0,1215.0,87151
2024-05-31,1231.9486083984375,1246.0999755859375,1268.9000244140625,1172.4000244140625,1216.8499755859375,435042
2024-06-03,1303.87255859375,1318.8499755859375,1322.4000244140625,1274.0,1293.949951171875,411091
2024-06-04,1197.049560546875,1210.800048828125,1327.949951171875,1090.0,1322.0,489091
2024-06-05,1196.30810546875,1210.050048828125,1259.0,1090.0,1227.0,689143
2024-06-06,1201.300537109375,1215.0999755859375,1297.9000244140625,1201.6500244140625,1211.050048828125,347552
2024-06-07,1227.3514404296875,1241.449951171875,1259.949951171875,1218.800048828125,1222.0,118200
2024-06-10,1216.2291259765625,1230.199951171875,1292.449951171875,1208.300048828125,1249.9000244140625,336148
2024-06-11,1266.0074462890625,1280.550048828125,1291.0,1229.699951171875,1230.199951171875,325335
2024-06-12,1280.2933349609375,1295.0,1316.6500244140625,1281.050048828125,1293.8499755859375,212798
2024-06-13,1275.2017822265625,1289.8499755859375,1320.1500244140625,1266.300048828125,1304.949951171875,158174
2024-06-14,1323.9912109375,1339.199951171875,1347.9000244140625,1295.0,1303.5,353707
2024-06-18,1304.36669921875,1319.3499755859375,1429.6500244140625,1303.0,1355.0,592792
2024-06-19,1307.332763671875,1322.3499755859375,1348.449951171875,1285.0,1330.0,255416
2024-06-20,1326.116943359375,1341.3499755859375,1356.8499755859375,1292.199951171875,1332.300048828125,187539
2024-06-21,1362.153076171875,1377.800048828125,1422.0,1355.1500244140625,1370.0,537902
