date_,adj close_kirloseng.ns,close_kirloseng.ns,high_kirloseng.ns,low_kirloseng.ns,open_kirloseng.ns,volume_kirloseng.ns
2024-06-24,1386.6219482421875,1402.550048828125,1414.800048828125,1368.75,1387.0,349748
2024-06-25,1360.1263427734375,1375.75,1435.0,1368.0,1406.550048828125,226907
2024-06-26,1383.062744140625,1398.949951171875,1418.0,1361.050048828125,1374.0,108997
2024-06-27,1355.3314208984375,1370.9000244140625,1430.0,1350.0999755859375,1405.0,341283
2024-06-28,1377.427490234375,1393.25,1421.449951171875,1380.0,1395.050048828125,218004
2024-07-01,1402.8355712890625,1418.949951171875,1450.0,1399.5999755859375,1413.949951171875,351178
2024-07-02,1385.188232421875,1401.0999755859375,1450.0,1391.3499755859375,1421.0,151006
2024-07-03,1385.0401611328125,1400.949951171875,1420.0,1385.699951171875,1417.449951171875,124618
2024-07-04,1372.8797607421875,1388.6500244140625,1411.5,1386.0,1401.699951171875,331536
2024-07-05,1376.1917724609375,1392.0,1402.550048828125,1380.0,1389.0,118651
2024-07-08,1370.8035888671875,1386.550048828125,1402.699951171875,1370.5999755859375,1401.8499755859375,123840
2024-07-09,1365.41552734375,1381.0999755859375,1399.949951171875,1375.0,1395.0,131093
2024-07-10,1347.66943359375,1363.1500244140625,1391.699951171875,1341.0999755859375,1382.949951171875,127280
2024-07-11,1333.7789306640625,1349.0999755859375,1391.0,1347.25,1358.1500244140625,142603
2024-07-12,1306.7889404296875,1321.800048828125,1364.0,1312.0999755859375,1355.449951171875,145679
2024-07-15,1313.9071044921875,1329.0,1348.5,1315.050048828125,1319.9000244140625,160010
2024-07-16,1302.933349609375,1317.9000244140625,1338.1500244140625,1313.050048828125,1332.0,65611
2024-07-18,1277.4261474609375,1292.0999755859375,1328.800048828125,1287.0,1324.25,107352
2024-07-19,1217.514404296875,1231.5,1299.5999755859375,1216.4000244140625,1280.0,231905
2024-07-22,1215.9326171875,1229.9000244140625,1292.0,1199.050048828125,1225.0,225795
2024-07-23,1207.973876953125,1221.8499755859375,1243.550048828125,1192.050048828125,1225.0999755859375,113046
2024-07-24,1205.2552490234375,1219.0999755859375,1259.449951171875,1215.0999755859375,1223.25,270848
2024-07-25,1202.9814453125,1216.800048828125,1236.449951171875,1205.5999755859375,1213.0,119298
2024-07-26,1203.6734619140625,1217.5,1235.949951171875,1203.300048828125,1215.0,111362
2024-07-29,1209.1605224609375,1223.050048828125,1250.0,1217.4000244140625,1226.800048828125,143161
2024-07-30,1208.567138671875,1222.449951171875,1240.0,1210.75,1230.0,103767
2024-07-31,1220.183837890625,1234.199951171875,1247.8499755859375,1221.0,1224.050048828125,239746
2024-08-01,1188.8043212890625,1199.050048828125,1274.0,1192.75,1248.0,198018
2024-08-02,1168.5289306640625,1178.5999755859375,1226.800048828125,1170.0,1199.050048828125,237094
2024-08-05,1108.8433837890625,1118.4000244140625,1161.449951171875,1096.050048828125,1140.0,196139
2024-08-06,1085.0980224609375,1094.449951171875,1158.4000244140625,1087.6500244140625,1129.5,298905
2024-08-07,1155.83837890625,1165.800048828125,1176.3499755859375,1126.9000244140625,1126.9000244140625,417223
2024-08-08,1146.2708740234375,1156.1500244140625,1232.0,1147.550048828125,1229.949951171875,441000
2024-08-09,1208.8812255859375,1219.300048828125,1233.0,1161.0,1165.0,446397
2024-08-12,1264.79931640625,1275.699951171875,1280.0,1225.050048828125,1228.0,538280
2024-08-13,1230.6932373046875,1241.300048828125,1286.0,1225.0,1284.75,225755
2024-08-14,1241.4505615234375,1252.1500244140625,1275.0,1230.6500244140625,1249.0,305365
2024-08-16,1259.0489501953125,1269.9000244140625,1285.0,1257.699951171875,1261.75,666044
2024-08-19,1264.3531494140625,1275.25,1298.4000244140625,1257.75,1269.050048828125,352368
2024-08-20,1340.4473876953125,1352.0,1363.050048828125,1282.0,1282.0,498838
2024-08-21,1358.045654296875,1369.75,1379.699951171875,1341.550048828125,1362.1500244140625,423459
2024-08-22,1316.0574951171875,1327.4000244140625,1377.5999755859375,1316.199951171875,1367.949951171875,211026
2024-08-23,1312.537841796875,1323.8499755859375,1332.800048828125,1286.949951171875,1322.5,266686
2024-08-26,1284.5291748046875,1295.5999755859375,1326.9000244140625,1286.1500244140625,1320.0,621168
2024-08-27,1298.9549560546875,1310.1500244140625,1324.0,1265.0,1265.0,371460
2024-08-28,1300.541259765625,1311.75,1321.0,1290.5999755859375,1315.800048828125,78777
2024-08-29,1271.5908203125,1282.550048828125,1321.25,1279.949951171875,1321.25,68693
2024-08-30,1322.947998046875,1334.3499755859375,1344.699951171875,1280.050048828125,1284.8499755859375,152351
2024-09-02,1336.0352783203125,1347.550048828125,1355.550048828125,1309.050048828125,1340.0,486093
2024-09-03,1348.7259521484375,1360.3499755859375,1382.0,1335.050048828125,1354.9000244140625,293380
2024-09-04,1350.8079833984375,1362.449951171875,1404.8499755859375,1335.0,1349.699951171875,365131
2024-09-05,1313.5789794921875,1324.9000244140625,1376.300048828125,1315.050048828125,1368.8499755859375,462971
2024-09-06,1313.7772216796875,1325.0999755859375,1343.75,1312.199951171875,1321.8499755859375,657957
2024-09-09,1271.739501953125,1282.699951171875,1333.25,1271.0,1315.050048828125,881888
2024-09-10,1301.780517578125,1313.0,1329.0,1280.0,1282.699951171875,343451
2024-09-11,1270.3515625,1281.300048828125,1322.8499755859375,1276.050048828125,1320.75,312199
2024-09-12,1288.3463134765625,1299.449951171875,1306.949951171875,1275.5999755859375,1275.5999755859375,110183
2024-09-13,1276.6966552734375,1287.699951171875,1302.699951171875,1280.0,1299.449951171875,282729
2024-09-16,1270.7479248046875,1281.699951171875,1304.3499755859375,1275.0,1300.0,239036
2024-09-17,1275.20947265625,1286.199951171875,1294.4000244140625,1276.800048828125,1280.0,245142
2024-09-18,1266.3856201171875,1277.300048828125,1290.0,1264.199951171875,1285.0,188782
2024-09-19,1236.7412109375,1247.4000244140625,1289.0,1232.050048828125,1283.25,252001
2024-09-20,1235.6505126953125,1246.300048828125,1275.0,1232.0,1241.199951171875,244375
2024-09-23,1230.34619140625,1240.949951171875,1249.25,1208.050048828125,1214.0,205460
2024-09-24,1197.0333251953125,1207.3499755859375,1249.25,1203.0,1249.199951171875,227386
2024-09-25,1203.279541015625,1213.6500244140625,1224.0,1195.0,1209.0,323284
2024-09-26,1199.611083984375,1209.949951171875,1240.199951171875,1203.0,1220.0,298227
2024-09-27,1223.0589599609375,1233.5999755859375,1253.300048828125,1197.5999755859375,1209.0,522352
2024-09-30,1218.7958984375,1229.300048828125,1241.5,1208.0,1216.8499755859375,176195
2024-10-01,1178.0965576171875,1188.25,1219.949951171875,1175.0,1201.75,323449
2024-10-03,1164.7117919921875,1174.75,1196.949951171875,1160.050048828125,1166.0,155550
2024-10-04,1144.5853271484375,1154.449951171875,1190.0,1135.4000244140625,1183.8499755859375,694301
2024-10-07,1105.0758056640625,1114.5999755859375,1176.949951171875,1107.1500244140625,1169.0999755859375,173713
2024-10-08,1137.6451416015625,1147.449951171875,1159.0,1110.0,1114.5999755859375,385638
2024-10-09,1134.5220947265625,1144.300048828125,1192.050048828125,1137.550048828125,1147.449951171875,242449
2024-10-10,1149.2452392578125,1159.1500244140625,1183.800048828125,1152.550048828125,1153.1500244140625,89491
2024-10-11,1161.88623046875,1171.9000244140625,1193.25,1157.0,1159.1500244140625,126485
2024-10-14,1187.5650634765625,1197.800048828125,1200.0,1170.050048828125,1179.9000244140625,478760
2024-10-15,1216.3172607421875,1226.800048828125,1232.5999755859375,1197.3499755859375,1201.9000244140625,342633
2024-10-16,1193.91015625,1204.199951171875,1238.0999755859375,1194.0999755859375,1230.0,177117
2024-10-17,1194.703369140625,1205.0,1248.8499755859375,1187.75,1214.5999755859375,156796
2024-10-18,1169.9666748046875,1180.050048828125,1207.25,1174.050048828125,1204.0,105017
2024-10-21,1150.732421875,1160.6500244140625,1189.4000244140625,1145.550048828125,1180.8499755859375,164464
2024-10-22,1106.513427734375,1116.050048828125,1158.300048828125,1095.550048828125,1157.0,258773
2024-10-23,1122.376708984375,1132.050048828125,1139.9000244140625,1094.050048828125,1105.550048828125,209201
2024-10-24,1065.1697998046875,1074.3499755859375,1147.300048828125,1068.050048828125,1140.75,187014
2024-10-25,1007.4671020507812,1016.1500244140625,1054.949951171875,1006.5499877929688,1052.8499755859375,504546
2024-10-28,1052.2313232421875,1061.300048828125,1068.3499755859375,1001.0,1001.0,251827
2024-10-29,1087.7254638671875,1097.0999755859375,1105.0,1045.8499755859375,1060.0,139535
2024-10-30,1106.6126708984375,1116.1500244140625,1127.300048828125,1090.0,1097.699951171875,207723
2024-10-31,1137.1494140625,1146.949951171875,1158.949951171875,1110.699951171875,1111.5,226338
2024-11-01,1144.089599609375,1153.949951171875,1160.0,1142.9000244140625,1146.0,14905
2024-11-04,1115.8331298828125,1125.449951171875,1154.800048828125,1109.0,1151.5,92046
2024-11-05,1096.5989990234375,1106.050048828125,1139.199951171875,1098.0,1111.050048828125,176867
2024-11-06,1182.75634765625,1192.949951171875,1202.0,1109.949951171875,1109.949951171875,488377
2024-11-07,1161.29150390625,1171.300048828125,1209.0,1165.9000244140625,1204.6500244140625,80664
2024-11-08,1164.4639892578125,1174.5,1209.0,1157.75,1181.0,102440
2024-11-11,1171.8502197265625,1181.949951171875,1187.3499755859375,1155.1500244140625,1187.3499755859375,79925
2024-11-12,1127.978515625,1137.699951171875,1190.0,1132.5,1171.0,71114
2024-11-13,1087.1304931640625,1096.5,1168.0,1091.0,1164.949951171875,296515
2024-11-14,1127.6810302734375,1137.4000244140625,1189.0,1098.0,1098.0,876396
2024-11-18,1125.7476806640625,1135.449951171875,1168.6500244140625,1115.0,1153.8499755859375,329318
2024-11-19,1110.727294921875,1120.300048828125,1168.949951171875,1111.449951171875,1139.0,285401
2024-11-21,1049.6534423828125,1058.699951171875,1113.800048828125,1055.199951171875,1113.0,460499
2024-11-22,1057.3372802734375,1066.449951171875,1086.8499755859375,1039.6500244140625,1045.8499755859375,258962
2024-11-25,1105.472412109375,1115.0,1125.0,1077.0,1094.0,224021
2024-11-26,1099.5733642578125,1109.050048828125,1132.9000244140625,1101.0,1104.199951171875,197751
2024-11-27,1114.29638671875,1123.9000244140625,1149.0,1115.0,1118.0,144772
2024-11-28,1147.06396484375,1156.949951171875,1170.0,1125.0,1125.0,243258
2024-11-29,1112.164794921875,1121.75,1164.0,1106.1500244140625,1156.1500244140625,202079
2024-12-02,1080.68603515625,1090.0,1121.550048828125,1087.0,1117.0,285805
2024-12-03,1105.0758056640625,1114.5999755859375,1130.0,1088.0999755859375,1101.4000244140625,218232
2024-12-04,1091.3939208984375,1100.800048828125,1118.949951171875,1074.300048828125,1109.050048828125,564721
2024-12-05,1091.0467529296875,1100.449951171875,1116.0,1089.0,1100.0,235632
2024-12-06,1112.115234375,1121.699951171875,1125.0,1092.8499755859375,1100.0999755859375,247681
2024-12-09,1166.347900390625,1176.4000244140625,1181.0,1128.300048828125,1132.300048828125,527866
2024-12-10,1164.2161865234375,1174.25,1195.0,1157.5999755859375,1184.6500244140625,360152
2024-12-11,1153.161376953125,1163.0999755859375,1179.9000244140625,1147.550048828125,1167.0,173992
2024-12-12,1135.414306640625,1145.199951171875,1171.3499755859375,1140.0,1161.6500244140625,119979
2024-12-13,1108.9921875,1118.550048828125,1145.0999755859375,1104.050048828125,1142.300048828125,174630
2024-12-16,1103.04345703125,1112.550048828125,1122.0999755859375,1090.0,1122.0,172477
2024-12-17,1098.185302734375,1107.6500244140625,1120.3499755859375,1101.3499755859375,1112.550048828125,234452
2024-12-18,1077.4638671875,1086.75,1105.25,1080.0,1105.0,149563
2024-12-19,1037.26025390625,1046.199951171875,1084.0,1040.25,1081.1500244140625,319456
2024-12-20,1025.313232421875,1034.1500244140625,1061.0,1024.0,1048.8499755859375,314620
2024-12-23,1005.087646484375,1013.75,1059.9000244140625,1005.3499755859375,1040.0,256960
2024-12-24,1006.0790405273438,1014.75,1027.0,1003.0499877929688,1012.75,208271
2024-12-26,1014.6552124023438,1023.4000244140625,1038.0,1004.0,1020.0,171912
2024-12-27,1025.1646728515625,1034.0,1046.550048828125,1023.9000244140625,1025.0,140984
2024-12-30,1008.7560424804688,1017.4500122070312,1038.0,1013.5999755859375,1030.0,221309
2024-12-31,1018.3731079101562,1027.1500244140625,1036.300048828125,1006.0,1017.4500122070312,132318
2025-01-01,1000.32861328125,1008.9500122070312,1027.050048828125,1000.4000244140625,1027.050048828125,234407
2025-01-02,1034.1373291015625,1043.050048828125,1048.800048828125,1013.9500122070312,1016.75,281741
2025-01-03,1042.862060546875,1051.8499755859375,1064.3499755859375,1037.050048828125,1042.0,116796
2025-01-06,996.511474609375,1005.0999755859375,1052.0999755859375,987.4000244140625,1050.199951171875,358269
2025-01-07,1004.9388427734375,1013.5999755859375,1020.0,999.2999877929688,1014.9500122070312,187036
2025-01-08,982.234619140625,990.7000122070312,1016.4500122070312,981.0,1013.5999755859375,175271
2025-01-09,958.4396362304688,966.7000122070312,990.7000122070312,959.7999877929688,990.7000122070312,156695
2025-01-10,933.702880859375,941.75,966.7000122070312,938.0,960.0999755859375,291088
2025-01-13,888.0958862304688,895.75,935.0,889.0999755859375,935.0,649049
2025-01-14,933.0088500976562,941.0499877929688,948.5,896.0,900.0,204712
2025-01-15,939.3541259765625,947.4500122070312,952.0499877929688,930.0,930.0,196513
2025-01-16,937.1234130859375,945.2000122070312,959.4000244140625,939.0499877929688,957.0,82809
2025-01-17,929.4891357421875,937.5,958.5,932.2999877929688,950.0999755859375,123621
2025-01-20,923.6395263671875,931.5999755859375,948.0,922.0999755859375,937.0,196513
2025-01-21,909.4122314453125,917.25,940.2000122070312,906.9000244140625,940.2000122070312,232893
2025-01-22,921.9541625976562,929.9000244140625,938.0,900.0,917.25,339927
2025-01-23,914.072021484375,921.9500122070312,934.0,910.0,925.9000244140625,102470
2025-01-24,879.7677001953125,887.3499755859375,930.9000244140625,882.0,925.75,116433
2025-01-27,862.6650390625,870.0999755859375,902.2999877929688,854.0,894.9000244140625,260548
2025-01-28,837.2342529296875,844.4500122070312,884.7999877929688,828.0,874.7000122070312,242737
2025-01-29,856.2702026367188,863.6500244140625,895.0999755859375,848.2999877929688,857.0499877929688,305163
2025-01-30,874.4634399414062,882.0,892.9500122070312,865.2000122070312,870.0999755859375,74019
2025-01-31,895.7301635742188,903.4500122070312,914.0999755859375,876.0,879.0,94620
2025-02-01,865.9369506835938,873.4000244140625,927.0,861.9000244140625,909.1500244140625,124834
2025-02-03,837.0359497070312,844.25,894.0,835.9000244140625,871.0,161294
2025-02-04,845.9094848632812,853.2000122070312,863.25,845.2999877929688,850.0,254403
2025-02-05,846.1574096679688,853.4500122070312,869.4500122070312,850.8499755859375,853.2000122070312,168994
2025-02-06,832.5248413085938,839.7000122070312,864.0,833.9500122070312,856.5999755859375,132453
2025-02-07,812.001708984375,819.0,843.8499755859375,814.7000122070312,830.0,232648
2025-02-10,813.0427856445312,820.0499877929688,835.0,811.8499755859375,825.2999877929688,125818
2025-02-11,774.5247802734375,781.2000122070312,823.3499755859375,775.0,820.7999877929688,221341
2025-02-12,742.1041870117188,748.5,784.2000122070312,691.0,741.3499755859375,2426531
2025-02-13,709.68359375,715.7999877929688,760.0,711.0,748.5499877929688,499384
2025-02-14,669.1826171875,674.9500122070312,722.1500244140625,667.0,719.4000244140625,1004263
2025-02-17,637.3073120117188,642.7999877929688,684.0,634.1500244140625,675.0499877929688,802054
2025-02-18,615.594482421875,620.9000244140625,651.8499755859375,615.1500244140625,642.7999877929688,769549
2025-02-19,600.7722778320312,605.9500122070312,629.6500244140625,599.0,620.9000244140625,955151
2025-02-20,589.2217407226562,594.2999877929688,610.0,590.2999877929688,603.0,1032537
2025-02-21,582.7500610351562,585.2999877929688,639.7999877929688,571.7000122070312,595.0,2460935
2025-02-24,596.7388916015625,599.3499755859375,610.0,575.4500122070312,585.2999877929688,965062
2025-02-25,600.4227905273438,603.0499877929688,611.7000122070312,588.5999755859375,598.0999755859375,852264
2025-02-27,575.5814208984375,578.0999755859375,606.5999755859375,572.5999755859375,601.2000122070312,407302
2025-02-28,573.5901489257812,576.0999755859375,584.3499755859375,544.4000244140625,572.75,577711
2025-03-03,575.929931640625,578.4500122070312,592.9500122070312,571.0,581.5499877929688,929293
2025-03-04,582.9990234375,585.5499877929688,600.9000244140625,572.75,577.5499877929688,318955
2025-03-05,599.0786743164062,601.7000122070312,604.75,578.4000244140625,581.2000122070312,430819
2025-03-06,634.8720703125,637.6500244140625,642.2999877929688,600.5,607.2000122070312,644978
2025-03-07,649.1595458984375,652.0,688.8499755859375,635.0,635.0,1010132
2025-03-10,642.6878662109375,645.5,664.2000122070312,629.2000122070312,651.0499877929688,563604
2025-03-11,635.81787109375,638.5999755859375,667.3499755859375,634.5499877929688,639.0,509345
2025-03-12,644.081787109375,646.9000244140625,654.3499755859375,630.2000122070312,637.0,409544
2025-03-13,649.5079956054688,652.3499755859375,665.4000244140625,636.2999877929688,650.0,482961
2025-03-17,665.0400390625,667.9500122070312,676.0499877929688,647.5,659.9500122070312,657308
2025-03-18,665.0400390625,667.9500122070312,667.9500122070312,667.9500122070312,667.9500122070312,0
2025-03-19,731.0014038085938,734.2000122070312,737.2999877929688,713.25,721.7000122070312,809889
2025-03-20,721.9410400390625,725.0999755859375,762.0,711.75,741.4000244140625,806953
2025-03-21,743.4967651367188,746.75,749.9000244140625,722.2000122070312,725.4000244140625,579840
2025-03-24,747.4295654296875,750.7000122070312,762.0,742.7000122070312,752.4000244140625,400797
2025-03-25,744.9901733398438,748.25,762.5,726.9000244140625,756.7000122070312,584048
2025-03-26,717.4606323242188,720.5999755859375,757.75,691.5999755859375,748.0,499494
2025-03-27,732.9927368164062,736.2000122070312,738.8499755859375,711.2999877929688,714.0,335715
2025-03-28,716.6143798828125,719.75,741.9000244140625,717.0999755859375,738.7000122070312,291210
2025-04-01,721.5427856445312,724.7000122070312,730.0,705.0499877929688,705.0499877929688,198918
2025-04-02,726.023193359375,729.2000122070312,732.9500122070312,702.2999877929688,723.9000244140625,132593
2025-04-03,749.271484375,752.5499877929688,776.0,730.0,730.0,903633
2025-04-04,719.9497680664062,723.0999755859375,755.3499755859375,714.7999877929688,753.9500122070312,391399
