date_,adj close_syrma.ns,close_syrma.ns,high_syrma.ns,low_syrma.ns,open_syrma.ns,volume_syrma.ns
2024-08-09,412.5660705566406,414.79998779296875,420.0,407.0,407.0,647136
2024-08-12,403.11724853515625,405.29998779296875,418.5,404.25,417.79998779296875,675559
2024-08-13,399.8847351074219,402.04998779296875,409.3999938964844,398.29998779296875,405.95001220703125,524931
2024-08-14,403.9626770019531,406.1499938964844,408.3500061035156,390.6000061035156,405.8999938964844,568286
2024-08-16,409.0849304199219,411.29998779296875,415.1000061035156,407.29998779296875,415.0,360130
2024-08-19,421.4181823730469,423.70001220703125,428.95001220703125,414.20001220703125,416.45001220703125,583810
2024-08-20,425.7944641113281,428.1000061035156,433.70001220703125,423.8500061035156,426.95001220703125,387402
2024-08-21,437.133056640625,439.5,443.79998779296875,426.04998779296875,429.0,550649
2024-08-22,436.7849426269531,439.1499938964844,446.95001220703125,437.6499938964844,443.25,280853
2024-08-23,451.8533630371094,454.29998779296875,462.95001220703125,437.0,441.6000061035156,867899
2024-08-26,428.1815490722656,430.5,460.95001220703125,429.0,455.1000061035156,778137
2024-08-27,434.0497741699219,436.3999938964844,439.0,430.95001220703125,430.95001220703125,302733
2024-08-28,436.43682861328125,438.79998779296875,443.8999938964844,435.6000061035156,436.5,240402
2024-08-29,437.2325439453125,439.6000061035156,442.29998779296875,434.04998779296875,439.6499938964844,317045
2024-08-30,435.9892578125,438.3500061035156,447.6000061035156,435.70001220703125,441.6499938964844,198388
2024-09-02,434.29840087890625,436.6499938964844,444.0,435.1000061035156,444.0,153049
2024-09-03,433.3535461425781,435.70001220703125,440.5,434.04998779296875,438.8999938964844,288294
2024-09-04,435.5416564941406,437.8999938964844,438.8999938964844,429.0,430.0,317884
2024-09-05,432.90594482421875,435.25,443.29998779296875,434.95001220703125,438.04998779296875,159666
2024-09-06,427.33612060546875,429.6499938964844,443.70001220703125,428.1000061035156,437.0,215639
2024-09-09,420.9208679199219,423.20001220703125,429.6499938964844,417.20001220703125,429.6499938964844,282767
2024-09-10,419.1241760253906,419.8999938964844,429.6000061035156,418.75,427.0,394189
2024-09-11,418.8247375488281,419.6000061035156,423.20001220703125,418.04998779296875,421.95001220703125,132542
2024-09-12,462.8931579589844,463.75,474.5,421.25,424.5,4113499
2024-09-13,467.2850341796875,468.1499938964844,480.5,454.6000061035156,459.8999938964844,1757663
2024-09-16,452.0632019042969,452.8999938964844,468.95001220703125,452.0,465.20001220703125,388930
2024-09-17,439.6861267089844,440.5,454.95001220703125,438.70001220703125,453.8999938964844,443708
2024-09-18,443.8284606933594,444.6499938964844,463.70001220703125,441.1000061035156,442.0,883899
2024-09-19,443.9781494140625,444.79998779296875,448.95001220703125,435.0,447.8500061035156,357990
2024-09-20,442.23138427734375,443.04998779296875,448.0,438.20001220703125,448.0,247317
2024-09-23,443.27947998046875,444.1000061035156,452.3999938964844,441.25,443.04998779296875,205633
2024-09-24,439.3367614746094,440.1499938964844,447.1499938964844,438.6000061035156,444.1000061035156,168303
2024-09-25,457.7027587890625,458.54998779296875,472.79998779296875,442.3999938964844,444.54998779296875,2830339
2024-09-26,450.26654052734375,451.1000061035156,462.6000061035156,446.79998779296875,460.04998779296875,351130
2024-09-27,439.9855651855469,440.79998779296875,460.6000061035156,438.1499938964844,453.0,498766
2024-09-30,424.0151062011719,424.79998779296875,446.0,420.20001220703125,445.5,686749
2024-10-01,427.65838623046875,428.45001220703125,431.25,425.8500061035156,427.79998779296875,423669
2024-10-03,423.1667175292969,423.95001220703125,426.3500061035156,417.29998779296875,420.0,307064
2024-10-04,415.23138427734375,416.0,425.29998779296875,414.3500061035156,425.29998779296875,294215
2024-10-07,408.1944274902344,408.95001220703125,421.3999938964844,400.70001220703125,419.8999938964844,366047
2024-10-08,406.846923828125,407.6000061035156,413.04998779296875,402.0,410.1000061035156,372772
2024-10-09,408.0946044921875,408.8500061035156,413.5,408.04998779296875,412.3500061035156,346367
2024-10-10,411.8376770019531,412.6000061035156,419.79998779296875,409.20001220703125,410.04998779296875,405277
2024-10-11,416.079833984375,416.8500061035156,419.0,411.6499938964844,415.79998779296875,182942
2024-10-14,414.93194580078125,415.70001220703125,419.04998779296875,409.5,418.54998779296875,246204
2024-10-15,411.9375,412.70001220703125,418.45001220703125,411.20001220703125,418.1499938964844,184821
2024-10-16,408.4439697265625,409.20001220703125,413.8999938964844,408.25,411.1499938964844,270379
2024-10-17,405.0003356933594,405.75,410.8999938964844,403.3999938964844,409.45001220703125,328796
2024-10-18,406.148193359375,406.8999938964844,416.0,398.8999938964844,404.0,676657
2024-10-21,400.60845947265625,401.3500061035156,410.0,400.0,407.20001220703125,265782
2024-10-22,395.6177062988281,396.3500061035156,402.95001220703125,394.04998779296875,401.8999938964844,493822
2024-10-23,392.4735412597656,393.20001220703125,399.70001220703125,387.75,391.1000061035156,447446
2024-10-24,392.37371826171875,393.1000061035156,397.54998779296875,389.3500061035156,394.1000061035156,613175
2024-10-25,378.8487243652344,379.54998779296875,402.3999938964844,376.3500061035156,399.0,795599
2024-10-28,431.3515319824219,432.1499938964844,442.5,385.8500061035156,389.54998779296875,12240548
2024-10-29,496.5309143066406,497.45001220703125,509.95001220703125,425.5,429.0,28958820
2024-10-30,504.2166748046875,505.1499938964844,509.0,481.45001220703125,486.29998779296875,8101062
2024-10-31,516.943115234375,517.9000244140625,527.3499755859375,495.0,499.0,2424766
2024-11-01,508.0595703125,509.0,530.0,496.1000061035156,522.7999877929688,604048
2024-11-04,503.1686096191406,504.1000061035156,545.0,500.0,501.0,7829455
2024-11-05,505.7638244628906,506.70001220703125,522.4000244140625,501.45001220703125,507.0,1877817
2024-11-06,553.1261596679688,554.1500244140625,557.0999755859375,502.0,508.0,5325713
2024-11-07,567.2998657226562,568.3499755859375,580.25,538.0499877929688,538.0499877929688,3132031
2024-11-08,548.3349609375,549.3499755859375,571.7000122070312,545.9500122070312,566.2000122070312,1604080
2024-11-11,549.5327758789062,550.5499877929688,559.0,538.0999755859375,549.3499755859375,1067423
2024-11-12,536.8063354492188,537.7999877929688,554.5499877929688,530.0,543.0,978958
2024-11-13,535.9080200195312,536.9000244140625,543.4500122070312,522.75,529.9500122070312,1047629
2024-11-14,546.63818359375,547.6500244140625,558.0,537.0499877929688,539.8499755859375,855834
2024-11-18,559.0651245117188,560.0999755859375,566.0,533.3499755859375,550.0,891959
2024-11-19,558.366455078125,559.4000244140625,584.0,552.7999877929688,570.0,1690701
2024-11-21,534.460693359375,535.4500122070312,560.0,527.0499877929688,554.9500122070312,765828
2024-11-22,526.3756103515625,527.3499755859375,540.9000244140625,519.0999755859375,537.0,576212
2024-11-25,554.8729248046875,555.9000244140625,560.0,532.0,539.0,805658
2024-11-26,544.8914184570312,545.9000244140625,559.6500244140625,543.0499877929688,559.6500244140625,494468
2024-11-27,562.9579467773438,564.0,581.0,548.7999877929688,551.25,2130737
2024-11-28,579.32763671875,580.4000244140625,590.0,560.0499877929688,564.0,1785602
2024-11-29,565.10400390625,566.1500244140625,585.9000244140625,561.0,582.9000244140625,819686
2024-12-02,578.7786254882812,579.8499755859375,582.6500244140625,561.0499877929688,564.0,935157
2024-12-03,582.8211669921875,583.9000244140625,595.0,577.2000122070312,585.0,887851
2024-12-04,565.8526000976562,566.9000244140625,590.0,564.0,583.5499877929688,1032220
2024-12-05,556.020751953125,557.0499877929688,573.0,541.0,572.0,1526774
2024-12-06,549.8821411132812,550.9000244140625,560.0,550.0,557.0999755859375,651734
2024-12-09,554.9228515625,555.9500122070312,559.3499755859375,550.0,551.7999877929688,543861
2024-12-10,577.5808715820312,578.6500244140625,586.5,550.8499755859375,557.7000122070312,2413140
2024-12-11,594.7990112304688,595.9000244140625,604.7000122070312,581.5499877929688,582.0,2987941
2024-12-12,598.6917724609375,599.7999877929688,614.3499755859375,593.8499755859375,599.7999877929688,2665236
2024-12-13,606.3775634765625,607.5,612.0,578.3499755859375,596.5,1695559
2024-12-16,606.427490234375,607.5499877929688,620.0,602.7000122070312,613.0,1002960
2024-12-17,604.531005859375,605.6500244140625,619.5,601.0,608.9500122070312,879070
2024-12-18,592.3036499023438,593.4000244140625,608.2999877929688,587.0,605.0499877929688,631364
2024-12-19,613.5642700195312,614.7000122070312,631.7999877929688,572.0,575.0,3770564
2024-12-20,593.900634765625,595.0,621.8499755859375,585.7999877929688,620.5,1268832
2024-12-23,605.1298828125,606.25,619.0,579.0499877929688,600.9000244140625,1626931
2024-12-24,598.392333984375,599.5,615.5499877929688,596.0999755859375,610.0,754212
2024-12-26,588.460693359375,589.5499877929688,603.6500244140625,587.0,599.5,527083
2024-12-27,595.1483764648438,596.25,604.2999877929688,583.0,592.0,671207
2024-12-30,577.5808715820312,578.6500244140625,600.1500244140625,575.0,599.0,756336
2024-12-31,589.0596313476562,590.1500244140625,596.9000244140625,570.0,570.0,498220
2025-01-01,623.84521484375,625.0,642.2999877929688,589.0,592.8499755859375,5396426
2025-01-02,624.0947875976562,625.25,634.4500122070312,622.4500122070312,629.8499755859375,887526
2025-01-03,626.4404296875,627.5999755859375,638.2000122070312,623.2000122070312,630.7999877929688,836795
2025-01-06,594.1502075195312,595.25,647.0999755859375,591.2000122070312,630.0,1971933
2025-01-07,613.4644165039062,614.5999755859375,619.75,602.4500122070312,602.5,989932
2025-01-08,609.022705078125,610.1500244140625,618.9500122070312,592.7000122070312,616.4000244140625,763851
2025-01-09,593.651123046875,594.75,614.9500122070312,592.0,610.0999755859375,610529
2025-01-10,566.7509155273438,567.7999877929688,603.0,554.4000244140625,593.0499877929688,2400940
2025-01-13,528.421875,529.4000244140625,588.7999877929688,525.0,575.75,1737915
2025-01-14,541.0484619140625,542.0499877929688,552.2999877929688,530.0,532.9500122070312,890672
2025-01-15,536.9560546875,537.9500122070312,560.5999755859375,530.4500122070312,544.9500122070312,1031055
2025-01-16,539.10205078125,540.0999755859375,554.7000122070312,535.0,543.2999877929688,678759
2025-01-17,531.3663940429688,532.3499755859375,543.0,526.4000244140625,540.9000244140625,632671
2025-01-20,528.5216674804688,529.5,545.0999755859375,523.9000244140625,537.4000244140625,455710
2025-01-21,497.7286682128906,498.6499938964844,540.9000244140625,496.75,531.9000244140625,1420611
2025-01-22,466.48651123046875,467.3500061035156,505.79998779296875,452.5,502.8500061035156,2423909
2025-01-23,468.4328918457031,469.29998779296875,490.3999938964844,462.0,465.3500061035156,1316882
2025-01-24,460.0484313964844,460.8999938964844,473.95001220703125,454.0,473.29998779296875,903964
2025-01-27,442.58074951171875,443.3999938964844,458.3999938964844,432.5,458.3999938964844,1044499
2025-01-28,420.1722412109375,420.95001220703125,444.70001220703125,402.45001220703125,436.75,1738457
2025-01-29,504.1667785644531,505.1000061035156,505.1000061035156,443.8500061035156,455.0,9435799
2025-01-30,535.1094360351562,536.0999755859375,554.75,507.0,532.4000244140625,8793330
2025-01-31,531.0669555664062,532.0499877929688,541.9500122070312,515.1500244140625,520.0499877929688,1822694
2025-02-01,531.2666015625,532.25,548.9500122070312,516.2000122070312,537.0,1470567
2025-02-03,551.7286987304688,552.75,562.3499755859375,520.25,531.0,2638450
2025-02-04,562.4089965820312,563.4500122070312,569.3499755859375,549.0499877929688,559.7999877929688,1344534
2025-02-05,523.7804565429688,524.75,566.7999877929688,519.0,565.0,1209487
2025-02-06,536.2573852539062,537.25,542.7999877929688,525.5,526.0,695812
2025-02-07,518.8894653320312,519.8499755859375,534.1500244140625,511.25,533.0499877929688,656511
2025-02-10,515.6954345703125,516.6500244140625,522.0,495.1000061035156,520.0499877929688,519585
2025-02-11,481.10943603515625,482.0,512.6500244140625,477.1000061035156,512.5,740914
2025-02-12,475.869140625,476.75,485.8999938964844,453.3500061035156,485.8999938964844,873600
2025-02-13,465.88763427734375,466.75,494.79998779296875,464.0,475.0,741002
2025-02-14,440.7341613769531,441.54998779296875,474.70001220703125,437.0,469.95001220703125,781637
2025-02-17,443.6787414550781,444.5,456.0,424.8500061035156,440.0,1862669
2025-02-18,426.36077880859375,427.1499938964844,447.70001220703125,419.29998779296875,446.8500061035156,575696
2025-02-19,440.38482666015625,441.20001220703125,452.20001220703125,423.6499938964844,426.0,977985
2025-02-20,446.5234680175781,447.3500061035156,449.95001220703125,433.29998779296875,440.0,978171
2025-02-21,424.9134826660156,425.70001220703125,455.70001220703125,423.3500061035156,447.0,949840
2025-02-24,426.41070556640625,427.20001220703125,441.79998779296875,413.1000061035156,424.3500061035156,1081572
2025-02-25,423.9153137207031,424.70001220703125,436.3500061035156,420.54998779296875,431.3999938964844,488327
2025-02-27,414.183349609375,414.95001220703125,458.0,409.3999938964844,434.45001220703125,3654988
2025-02-28,413.0853576660156,413.8500061035156,421.0,406.1499938964844,410.25,1020174
2025-03-03,417.6768798828125,418.45001220703125,422.70001220703125,397.0,419.95001220703125,1039495
2025-03-04,424.2646484375,425.04998779296875,437.8500061035156,409.79998779296875,412.0,893215
2025-03-05,429.0558166503906,429.8500061035156,438.70001220703125,423.1000061035156,428.1000061035156,731448
2025-03-06,439.08721923828125,439.8999938964844,448.0,428.5,435.0,1091787
2025-03-07,448.7193908691406,449.54998779296875,456.0,440.25,441.04998779296875,751764
2025-03-10,424.11492919921875,424.8999938964844,454.29998779296875,422.79998779296875,451.95001220703125,691381
2025-03-11,423.06689453125,423.8500061035156,428.79998779296875,413.54998779296875,414.8999938964844,604252
2025-03-12,416.82843017578125,417.6000061035156,430.0,413.45001220703125,428.79998779296875,430374
2025-03-13,412.98553466796875,413.75,426.8999938964844,409.5,422.6000061035156,646989
2025-03-17,416.079833984375,416.8500061035156,424.5,414.0,423.0,421800
2025-03-18,416.079833984375,416.8500061035156,416.8500061035156,416.8500061035156,416.8500061035156,0
2025-03-19,467.7342224121094,468.6000061035156,486.3999938964844,445.25,447.0,1839603
2025-03-20,467.5845031738281,468.45001220703125,478.5,461.25,474.75,746446
2025-03-21,468.03363037109375,468.8999938964844,476.0,462.70001220703125,471.0,531229
2025-03-24,481.30908203125,482.20001220703125,485.70001220703125,471.1000061035156,474.0,811309
2025-03-25,486.99853515625,487.8999938964844,492.54998779296875,466.29998779296875,486.95001220703125,905474
2025-03-26,469.03179931640625,469.8999938964844,490.29998779296875,468.0,490.29998779296875,776463
2025-03-27,473.82293701171875,474.70001220703125,480.79998779296875,460.95001220703125,470.0,879707
2025-03-28,459.0502624511719,459.8999938964844,485.0,454.95001220703125,476.0,566481
2025-04-01,463.0428771972656,463.8999938964844,471.79998779296875,455.0,459.5,495880
2025-04-02,465.68798828125,466.54998779296875,470.5,454.8500061035156,468.95001220703125,542607
2025-04-03,466.13714599609375,467.0,475.8999938964844,460.04998779296875,464.8999938964844,489150
2025-04-04,441.33306884765625,442.1499938964844,472.0,440.1000061035156,468.0,528478
2025-04-07,416.3293762207031,417.1000061035156,420.0,370.0,382.54998779296875,897519
2025-04-08,433.99664306640625,434.79998779296875,444.0,427.1499938964844,438.0,507646
2025-04-09,432.3996276855469,433.20001220703125,436.0,421.45001220703125,434.79998779296875,405931
2025-04-11,478.9134826660156,479.79998779296875,484.8999938964844,446.0,451.0,3160293
2025-04-15,491.5401611328125,492.45001220703125,511.8999938964844,485.25,490.79998779296875,1573823
2025-04-16,493.7859802246094,494.70001220703125,505.6000061035156,490.1000061035156,496.0,596521
2025-04-17,499.9745178222656,500.8999938964844,508.95001220703125,491.0,496.6000061035156,666574
2025-04-21,495.2832336425781,496.20001220703125,505.5,494.54998779296875,503.95001220703125,496965
2025-04-22,516.0946655273438,517.0499877929688,533.2000122070312,497.6000061035156,500.0,2639761
2025-04-23,519.7379760742188,520.7000122070312,525.7000122070312,502.0,524.0,977553
