date_,adj close_fact.ns,close_fact.ns,high_fact.ns,low_fact.ns,open_fact.ns,volume_fact.ns
2024-06-26,1006.6505737304688,1008.0499877929688,1054.0,990.6500244140625,1008.0,2497634
2024-06-27,958.7172241210938,960.0499877929688,1018.0999755859375,950.0,1015.0,928994
2024-06-28,985.3801879882812,986.75,994.9500122070312,957.0499877929688,973.9500122070312,1662740
2024-07-01,1020.3316040039062,1021.75,1045.0,981.0,993.9000244140625,1594994
2024-07-02,1001.5077514648438,1002.9000244140625,1028.0,992.0,1028.0,512634
2024-07-03,1013.041748046875,1014.4500122070312,1036.6500244140625,1005.0,1009.7999877929688,951076
2024-07-04,1011.493896484375,1012.9000244140625,1065.4000244140625,1007.0499877929688,1020.0,2015054
2024-07-05,1015.8378295898438,1017.25,1032.3499755859375,1008.0,1013.0,530792
2024-07-08,1109.5576171875,1111.0999755859375,1118.949951171875,1020.0,1025.050048828125,4386234
2024-07-09,1103.8154296875,1105.3499755859375,1171.0,1049.0,1133.3499755859375,3629841
2024-07-10,1045.6962890625,1047.1500244140625,1094.0,1022.9000244140625,1093.75,1123778
2024-07-11,1047.9931640625,1049.449951171875,1072.9000244140625,1045.0,1060.0,638054
2024-07-12,1088.2371826171875,1089.75,1126.0,1051.1500244140625,1056.800048828125,1800518
2024-07-15,1082.345458984375,1083.8499755859375,1123.0,1050.25,1094.0,1632103
2024-07-16,1111.8543701171875,1113.4000244140625,1151.949951171875,1078.75,1088.4000244140625,1861530
2024-07-18,1072.5589599609375,1074.050048828125,1113.4000244140625,1063.6500244140625,1113.4000244140625,734482
2024-07-19,1013.990478515625,1015.4000244140625,1076.5999755859375,1008.0,1075.0,745100
2024-07-22,1081.09716796875,1082.5999755859375,1104.0,996.2000122070312,1007.0,2411013
2024-07-23,1013.1915283203125,1014.5999755859375,1115.0,981.0,1076.4000244140625,2315161
2024-07-24,1024.97509765625,1026.4000244140625,1040.0,1010.0499877929688,1020.0,567805
2024-07-25,1006.4508666992188,1007.8499755859375,1024.9000244140625,1001.5999755859375,1010.0499877929688,263301
2024-07-26,1011.6935424804688,1013.0999755859375,1037.8499755859375,1005.0999755859375,1019.0,423752
2024-07-29,1016.3870849609375,1017.7999877929688,1039.800048828125,1015.0,1021.4000244140625,252991
2024-07-30,1033.86279296875,1035.300048828125,1053.0,1015.0,1023.0,669727
2024-07-31,1026.17333984375,1027.5999755859375,1059.75,1024.25,1042.0,500666
2024-08-01,1010.5452270507812,1011.9500122070312,1034.0,1006.0,1027.5999755859375,445678
2024-08-02,995.4661254882812,996.8499755859375,1013.0,980.0,1004.2999877929688,273573
2024-08-05,933.3525390625,934.6500244140625,977.4500122070312,927.0,950.0,392533
2024-08-06,935.2998046875,936.5999755859375,973.9500122070312,926.5999755859375,943.9500122070312,282489
2024-08-07,964.8587036132812,966.2000122070312,970.0,932.9500122070312,948.0,283063
2024-08-08,958.1181030273438,959.4500122070312,986.0,955.0,970.0,293169
2024-08-09,980.5868530273438,981.9500122070312,1039.0,972.0499877929688,1039.0,464644
2024-08-12,991.8212280273438,993.2000122070312,1023.7999877929688,963.0999755859375,970.0,437561
2024-08-13,959.615966796875,960.9500122070312,1004.0,920.2999877929688,985.0,1061200
2024-08-14,924.0653686523438,925.3499755859375,959.9000244140625,916.5999755859375,946.5499877929688,367941
2024-08-16,925.713134765625,927.0,942.75,922.3499755859375,926.7000122070312,195737
2024-08-19,925.2138061523438,926.5,940.0,922.6500244140625,934.8499755859375,109964
2024-08-20,937.1971435546875,938.5,947.5999755859375,925.0,926.7999877929688,195329
2024-08-21,951.3775024414062,952.7000122070312,968.7999877929688,935.0,938.0,244461
2024-08-22,1011.1942749023438,1012.5999755859375,1064.1500244140625,957.0,957.0,7413151
2024-08-23,992.320556640625,993.7000122070312,1019.25,990.0499877929688,1015.0,420929
2024-08-26,971.4993896484375,972.8499755859375,999.0,971.0,998.4000244140625,300149
2024-08-27,983.432861328125,984.7999877929688,1023.0,959.0499877929688,959.0499877929688,960021
2024-08-28,977.9404907226562,979.2999877929688,991.7999877929688,976.0999755859375,985.0,266522
2024-08-29,964.2095947265625,965.5499877929688,984.4500122070312,960.0,984.4500122070312,198244
2024-08-30,979.7379760742188,981.0999755859375,1014.7999877929688,967.0,967.0,1438637
2024-09-02,982.3344116210938,983.7000122070312,1004.9500122070312,972.4000244140625,982.0,451218
2024-09-03,996.1651611328125,997.5499877929688,1009.0,980.5,983.7000122070312,324741
2024-09-04,998.3621215820312,999.75,1035.0,980.0,994.0,1240112
2024-09-05,1006.6006469726562,1008.0,1018.25,999.0499877929688,1003.25,276122
2024-09-06,972.6978149414062,974.0499877929688,1016.3499755859375,972.0,1013.0,309165
2024-09-09,972.84765625,974.2000122070312,989.0,946.7999877929688,975.0499877929688,217530
2024-09-10,997.263671875,998.6500244140625,1008.0,977.0,977.0,291991
2024-09-11,972.1485595703125,973.5,1028.199951171875,969.0,1007.0,714524
2024-09-12,992.8697509765625,994.25,1008.0,981.9000244140625,984.9000244140625,265317
2024-09-13,994.7171630859375,996.0999755859375,1014.0,990.0,1002.7999877929688,259502
2024-09-16,986.2289428710938,987.5999755859375,996.0999755859375,980.0,996.0999755859375,192059
2024-09-17,975.7935180664062,977.1500244140625,997.0,975.0,989.5999755859375,163561
2024-09-18,1011.3939819335938,1012.7999877929688,1029.949951171875,974.0499877929688,981.9500122070312,942923
2024-09-19,974.2456665039062,975.5999755859375,1024.0,956.4500122070312,1020.0,540432
2024-09-20,976.1649169921875,976.5499877929688,984.9000244140625,968.2999877929688,979.0,239399
2024-09-23,982.8123168945312,983.2000122070312,996.0,976.5499877929688,980.4000244140625,217891
2024-09-24,984.2117309570312,984.5999755859375,999.4500122070312,980.0,983.2000122070312,214980
2024-09-25,978.1141357421875,978.5,988.0499877929688,973.0,984.5999755859375,115894
2024-09-26,967.1184692382812,967.5,983.2000122070312,962.2000122070312,980.0999755859375,113620
2024-09-27,960.4210815429688,960.7999877929688,990.0,956.0999755859375,969.4000244140625,166695
2024-09-30,963.5698852539062,963.9500122070312,970.9500122070312,940.0,960.0,191102
2024-10-01,972.6163330078125,973.0,997.0499877929688,964.5999755859375,968.7000122070312,625152
2024-10-03,950.275146484375,950.6500244140625,970.0,942.0499877929688,959.8499755859375,151060
2024-10-04,910.7907104492188,911.1500244140625,956.0,906.8499755859375,950.0,282166
2024-10-07,849.86474609375,850.2000122070312,910.7000122070312,842.0499877929688,896.0,328815
2024-10-08,875.1047973632812,875.4500122070312,885.0,838.4000244140625,850.2000122070312,212279
2024-10-09,884.8509521484375,885.2000122070312,901.6500244140625,880.0,884.0,168021
2024-10-10,931.9822998046875,932.3499755859375,947.6500244140625,884.8499755859375,886.75,2032206
2024-10-11,917.13818359375,917.5,928.9000244140625,903.0499877929688,923.7999877929688,217792
2024-10-14,918.3876953125,918.75,941.8499755859375,915.0,926.6500244140625,175275
2024-10-15,919.437255859375,919.7999877929688,933.0,916.0499877929688,919.2000122070312,121866
2024-10-16,922.486083984375,922.8499755859375,945.0,917.7000122070312,918.2999877929688,267081
2024-10-17,912.8399047851562,913.2000122070312,939.4000244140625,908.0,931.2000122070312,182310
2024-10-18,902.6439208984375,903.0,915.0,886.5499877929688,913.2000122070312,103916
2024-10-21,880.7525024414062,881.0999755859375,913.7000122070312,879.2999877929688,912.75,123910
2024-10-22,842.9674072265625,843.2999877929688,886.7999877929688,839.3499755859375,885.9500122070312,175263
2024-10-23,850.4644775390625,850.7999877929688,865.5,814.0499877929688,840.0,269269
2024-10-24,836.320068359375,836.6500244140625,861.5499877929688,832.2999877929688,855.0,156487
2024-10-25,791.4378051757812,791.75,845.2000122070312,785.0,837.2999877929688,155152
2024-10-28,824.6746826171875,825.0,835.0,786.5499877929688,791.75,258480
2024-10-29,828.8230590820312,829.1500244140625,842.7000122070312,811.3499755859375,826.0,174557
2024-10-30,862.9096069335938,863.25,868.9500122070312,820.1500244140625,829.7999877929688,227299
2024-10-31,861.1602783203125,861.5,875.0,854.0,863.25,105496
2024-11-01,863.009521484375,863.3499755859375,872.0,860.0,866.4000244140625,22119
2024-11-04,837.1197509765625,837.4500122070312,867.3499755859375,835.0,866.0,88297
2024-11-05,854.31298828125,854.6500244140625,865.5,834.5999755859375,837.4500122070312,173705
2024-11-06,892.1480712890625,892.5,895.0,853.5499877929688,855.0,254244
2024-11-07,893.8973388671875,894.25,937.9500122070312,886.1500244140625,894.0,719021
2024-11-08,885.45068359375,885.7999877929688,912.5,855.5999755859375,910.0,397711
2024-11-11,865.4585571289062,865.7999877929688,883.0499877929688,859.0499877929688,883.0499877929688,139689
2024-11-12,858.5112915039062,858.8499755859375,887.0,854.9000244140625,869.0999755859375,108270
2024-11-13,816.1780395507812,816.5,856.7999877929688,812.9000244140625,856.7999877929688,145715
2024-11-14,818.3771362304688,818.7000122070312,838.0,810.0,810.0,144117
2024-11-18,813.5790405273438,813.9000244140625,825.9000244140625,805.7999877929688,820.2999877929688,126054
2024-11-19,817.827392578125,818.1500244140625,837.0,810.0,813.0499877929688,102356
2024-11-21,808.0812377929688,808.4000244140625,821.9500122070312,800.25,817.0,105849
2024-11-22,828.47314453125,828.7999877929688,833.0,806.5499877929688,811.0,133389
2024-11-25,833.7210693359375,834.0499877929688,858.0,830.0,839.4000244140625,157870
2024-11-26,853.6632080078125,854.0,867.5,837.0,837.7999877929688,198305
2024-11-27,867.5077514648438,867.8499755859375,872.0,855.0,856.0,123355
2024-11-28,894.5971069335938,894.9500122070312,918.9000244140625,865.9000244140625,870.2999877929688,752892
2024-11-29,1002.7044067382812,1003.0999755859375,1027.0,887.1500244140625,894.9500122070312,9462619
2024-12-02,989.5596313476562,989.9500122070312,1015.0,974.0,984.5,1572021
2024-12-03,1012.2506713867188,1012.6500244140625,1030.949951171875,983.0999755859375,985.0999755859375,1604062
2024-12-04,1001.9047241210938,1002.2999877929688,1024.25,992.2000122070312,1012.0,461529
2024-12-05,1026.8948974609375,1027.300048828125,1053.4000244140625,993.0999755859375,1002.2999877929688,1872556
2024-12-06,1029.093994140625,1029.5,1044.8499755859375,1022.0,1030.0,559871
2024-12-09,996.90673828125,997.2999877929688,1031.949951171875,988.5,1029.0,408014
2024-12-10,1022.9464111328125,1023.3499755859375,1069.0,993.5,999.0,2333429
2024-12-11,1027.3447265625,1027.75,1039.0,1018.5,1027.4000244140625,440774
2024-12-12,1001.1050415039062,1001.5,1029.8499755859375,995.0499877929688,1029.199951171875,392378
2024-12-13,992.0086669921875,992.4000244140625,1008.7000122070312,972.6500244140625,1003.0,497725
2024-12-16,1009.3018188476562,1009.7000122070312,1016.9500122070312,992.5,993.0,266447
2024-12-17,1014.3997802734375,1014.7999877929688,1084.0,1010.0,1018.0499877929688,3380396
2024-12-18,1001.005126953125,1001.4000244140625,1034.949951171875,990.0,1021.3499755859375,629956
2024-12-19,1002.7544555664062,1003.1500244140625,1019.9500122070312,976.7000122070312,983.9000244140625,470365
2024-12-20,947.6261596679688,948.0,1015.7000122070312,945.0,1010.0,457688
2024-12-23,928.0838623046875,928.4500122070312,960.5,917.1500244140625,945.0499877929688,338203
2024-12-24,967.8681640625,968.25,978.0,926.5,930.0,661085
2024-12-26,945.7268676757812,946.0999755859375,966.7000122070312,943.0,961.0999755859375,189101
2024-12-27,960.9208984375,961.2999877929688,964.9500122070312,941.9500122070312,946.0,173041
2024-12-30,957.9220581054688,958.2999877929688,977.0,946.7999877929688,952.0,249526
2024-12-31,980.51318359375,980.9000244140625,1001.0,953.0,958.7999877929688,858731
2025-01-01,989.5596313476562,989.9500122070312,1002.7000122070312,971.0,987.9000244140625,508232
2025-01-02,1005.4033813476562,1005.7999877929688,1021.0,990.5499877929688,991.9500122070312,656216
2025-01-03,972.9661254882812,973.3499755859375,1008.2000122070312,970.0499877929688,1005.7999877929688,438960
2025-01-06,927.2341918945312,927.5999755859375,977.4500122070312,921.0999755859375,977.2999877929688,289929
2025-01-07,974.7655029296875,975.1500244140625,1007.0,927.0,935.0,2686727
2025-01-08,963.7197875976562,964.0999755859375,973.5,951.0499877929688,970.0499877929688,228584
2025-01-09,962.0704956054688,962.4500122070312,1019.9500122070312,953.0,953.0,1601261
2025-01-10,934.78125,935.1500244140625,963.0,928.0,962.5,283927
2025-01-13,867.65771484375,868.0,937.75,862.7999877929688,933.75,470101
2025-01-14,896.0964965820312,896.4500122070312,902.0,868.4500122070312,869.75,244248
2025-01-15,897.39599609375,897.75,919.0,890.0,897.8499755859375,189514
2025-01-16,907.342041015625,907.7000122070312,923.8499755859375,900.2000122070312,903.75,179701
2025-01-17,950.7249145507812,951.0999755859375,991.9000244140625,905.5,913.75,5306683
2025-01-20,946.7265014648438,947.0999755859375,963.2000122070312,943.25,959.9000244140625,382503
2025-01-21,953.0240478515625,953.4000244140625,993.9500122070312,942.0,950.0499877929688,1888351
2025-01-22,940.1290893554688,940.5,956.9000244140625,917.4000244140625,955.4500122070312,385233
2025-01-23,968.8677978515625,969.25,987.2000122070312,937.0999755859375,938.1500244140625,907086
2025-01-24,952.5242309570312,952.9000244140625,980.0,947.0,974.7000122070312,340818
2025-01-27,898.7454223632812,899.0999755859375,949.7000122070312,893.7999877929688,944.9500122070312,299547
2025-01-28,870.6565551757812,871.0,916.4500122070312,832.0,902.4500122070312,601209
2025-01-29,903.7434692382812,904.0999755859375,915.0,873.9500122070312,873.9500122070312,362822
2025-01-30,890.6486206054688,891.0,931.0,885.1500244140625,911.0,362630
2025-01-31,920.5868530273438,920.9500122070312,938.7999877929688,890.0,895.9500122070312,550783
2025-02-01,922.13623046875,922.5,985.0,896.0,925.0,1940905
2025-02-03,897.39599609375,897.75,911.9500122070312,893.0,903.9000244140625,236804
2025-02-04,898.095703125,898.4500122070312,914.9500122070312,892.2000122070312,901.4500122070312,163474
2025-02-05,905.4428100585938,905.7999877929688,914.25,900.0,904.75,129818
2025-02-06,904.5931396484375,904.9500122070312,924.0,895.0999755859375,905.7999877929688,260006
2025-02-07,899.0453491210938,899.4000244140625,913.5999755859375,888.0,900.0,168965
2025-02-10,868.1075439453125,868.4500122070312,899.0,863.0,892.0,144098
2025-02-11,821.6758422851562,822.0,871.1500244140625,815.0,868.4500122070312,233042
2025-02-12,811.6298217773438,811.9500122070312,829.9000244140625,768.5,828.5999755859375,344589
2025-02-13,805.6322021484375,805.9500122070312,841.2999877929688,801.0,820.6500244140625,185575
2025-02-14,754.2024536132812,754.5,815.9500122070312,730.5499877929688,806.0,691858
2025-02-17,748.5046997070312,748.7999877929688,762.9500122070312,716.9500122070312,730.0,443470
2025-02-18,708.7703857421875,709.0499877929688,754.7000122070312,701.0,754.7000122070312,430306
2025-02-19,726.4134521484375,726.7000122070312,740.25,695.25,708.0,377628
2025-02-20,716.1174926757812,716.4000244140625,722.5,688.0,704.9000244140625,952597
2025-02-21,706.1214599609375,706.4000244140625,739.2999877929688,701.7000122070312,715.75,390935
2025-02-24,714.91796875,715.2000122070312,722.5,683.0999755859375,695.0,525884
2025-02-25,713.5184936523438,713.7999877929688,747.0,706.0,722.4000244140625,726731
2025-02-27,747.505126953125,747.7999877929688,754.8499755859375,703.9500122070312,718.9000244140625,723554
2025-02-28,691.42724609375,691.7000122070312,740.8499755859375,685.0,740.8499755859375,517027
2025-03-03,636.8987426757812,637.1500244140625,694.9500122070312,586.0,689.7999877929688,4724852
2025-03-04,653.6421508789062,653.9000244140625,666.0,616.5499877929688,624.4000244140625,1009092
2025-03-05,657.3906860351562,657.6500244140625,673.9500122070312,648.0499877929688,655.0,426233
2025-03-06,658.690185546875,658.9500122070312,673.9500122070312,655.0,660.0,345250
2025-03-07,658.9400634765625,659.2000122070312,680.25,652.0,660.0,468282
2025-03-10,631.8507080078125,632.0999755859375,672.0,625.0999755859375,664.0,375887
2025-03-11,624.6536254882812,624.9000244140625,628.9500122070312,605.2999877929688,616.8499755859375,343256
2025-03-12,613.258056640625,613.5,638.9000244140625,610.0999755859375,630.0,232899
2025-03-13,598.5638427734375,598.7999877929688,622.1500244140625,596.7999877929688,614.0,205298
2025-03-17,596.4147338867188,596.6500244140625,609.0499877929688,591.5,596.0,195643
2025-03-18,596.4147338867188,596.6500244140625,596.6500244140625,596.6500244140625,596.6500244140625,0
2025-03-19,642.5465087890625,642.7999877929688,649.0,633.0,633.7000122070312,471240
2025-03-20,644.5457153320312,644.7999877929688,668.6500244140625,630.4500122070312,652.7000122070312,656761
2025-03-21,671.8349609375,672.0999755859375,682.7999877929688,643.6500244140625,645.4000244140625,887347
2025-03-24,676.4331665039062,676.7000122070312,688.9500122070312,672.4000244140625,677.4500122070312,364230
2025-03-25,656.2910766601562,656.5499877929688,688.9000244140625,653.25,684.5,269680
2025-03-26,641.0970458984375,641.3499755859375,659.9500122070312,638.0,656.8499755859375,210737
2025-03-27,647.994384765625,648.25,660.4000244140625,633.5999755859375,640.2000122070312,848072
2025-03-28,639.3477783203125,639.5999755859375,680.5999755859375,636.0,648.7000122070312,835138
2025-04-01,644.945556640625,645.2000122070312,655.7000122070312,628.6500244140625,636.0,243950
2025-04-02,651.4429931640625,651.7000122070312,655.2000122070312,628.0,645.2999877929688,221413
2025-04-03,657.2907104492188,657.5499877929688,670.5,637.9000244140625,640.0,464063
2025-04-04,621.7047729492188,621.9500122070312,656.0499877929688,613.0,655.0,318431
2025-04-07,584.8192749023438,585.0499877929688,595.0,565.0,572.0,296373
2025-04-08,612.408447265625,612.6500244140625,617.9500122070312,593.75,604.6500244140625,266681
2025-04-09,596.6146240234375,596.8499755859375,612.1500244140625,592.0,610.0,160980
2025-04-11,624.4036865234375,624.6500244140625,636.25,604.6500244140625,608.0,566862
2025-04-15,672.184814453125,672.4500122070312,675.7999877929688,630.0999755859375,638.7000122070312,702686
2025-04-16,668.1864013671875,668.4500122070312,679.7000122070312,660.0,674.9500122070312,435909
2025-04-17,760.5499267578125,760.8499755859375,767.5,662.3499755859375,667.0,17251121
2025-04-21,774.4444580078125,774.75,783.8499755859375,745.7000122070312,759.9000244140625,3223296
2025-04-22,761.7494506835938,762.0499877929688,774.0499877929688,753.2000122070312,774.0499877929688,822063
2025-04-23,757.3012084960938,757.5999755859375,798.8499755859375,738.4000244140625,765.5999755859375,1369070
2025-04-24,761.19970703125,761.5,779.0999755859375,750.5999755859375,757.7000122070312,894532
2025-04-25,738.758544921875,739.0499877929688,764.9500122070312,716.2999877929688,763.0,571770
