date_,adj close_bharatforg.ns,close_bharatforg.ns,high_bharatforg.ns,low_bharatforg.ns,open_bharatforg.ns,volume_bharatforg.ns
2024-06-07,1566.1280517578125,1583.199951171875,1589.9000244140625,1538.699951171875,1549.75,779819
2024-06-10,1563.754150390625,1580.800048828125,1604.9000244140625,1557.3499755859375,1593.9000244140625,2285921
2024-06-11,1585.3189697265625,1602.5999755859375,1619.449951171875,1584.0,1590.0,788578
2024-06-12,1614.00634765625,1631.5999755859375,1644.949951171875,1605.050048828125,1605.449951171875,995791
2024-06-13,1619.2987060546875,1636.949951171875,1655.0,1623.6500244140625,1640.0,1143028
2024-06-14,1698.7822265625,1717.300048828125,1739.449951171875,1627.0,1639.0,3052519
2024-06-18,1678.4041748046875,1696.699951171875,1734.0,1691.5,1720.0,1438259
2024-06-19,1685.0321044921875,1703.4000244140625,1733.4000244140625,1688.0,1720.0,3289884
2024-06-20,1772.0831298828125,1791.4000244140625,1800.699951171875,1697.0,1704.0,3677708
2024-06-21,1733.305908203125,1752.199951171875,1804.5,1746.5,1804.5,925218
2024-06-24,1724.303955078125,1743.0999755859375,1776.300048828125,1734.0,1749.0,1489126
2024-06-25,1700.9090576171875,1719.449951171875,1764.75,1715.4000244140625,1752.800048828125,1133078
2024-06-26,1661.3897705078125,1679.5,1726.800048828125,1674.0,1719.0999755859375,2063096
2024-06-27,1662.4285888671875,1680.550048828125,1696.449951171875,1674.6500244140625,1681.0,1401014
2024-06-28,1652.33837890625,1670.3499755859375,1692.8499755859375,1666.449951171875,1685.0,1106864
2024-07-01,1647.98583984375,1665.949951171875,1696.800048828125,1662.75,1673.0999755859375,1139145
2024-07-02,1627.7564697265625,1645.5,1681.25,1641.050048828125,1668.75,1389017
2024-07-03,1639.7259521484375,1657.5999755859375,1669.949951171875,1639.050048828125,1669.949951171875,1034534
2024-07-04,1652.2890625,1670.300048828125,1680.4000244140625,1627.25,1650.0,1511383
2024-07-05,1660.6805419921875,1672.25,1686.0,1660.5,1678.0,1214143
2024-07-08,1662.5177001953125,1674.0999755859375,1693.25,1646.25,1682.949951171875,1498080
2024-07-09,1658.446044921875,1670.0,1681.8499755859375,1662.449951171875,1681.0,613813
2024-07-10,1648.316650390625,1659.800048828125,1678.5999755859375,1603.0,1678.5999755859375,936230
2024-07-11,1629.348876953125,1640.699951171875,1665.6500244140625,1632.0,1665.6500244140625,836449
2024-07-12,1607.749267578125,1618.949951171875,1648.5999755859375,1613.949951171875,1647.0,1108682
2024-07-15,1622.49658203125,1633.800048828125,1637.5,1602.6500244140625,1628.0,1267534
2024-07-16,1641.9112548828125,1653.3499755859375,1663.75,1634.050048828125,1634.25,814531
2024-07-18,1610.28173828125,1621.5,1665.8499755859375,1612.1500244140625,1661.949951171875,1232254
2024-07-19,1568.472900390625,1579.4000244140625,1634.300048828125,1575.0,1626.9000244140625,945152
2024-07-22,1614.2042236328125,1625.449951171875,1646.300048828125,1549.449951171875,1569.949951171875,1555103
2024-07-23,1587.6392822265625,1598.699951171875,1634.25,1500.0,1630.0,1886680
2024-07-24,1580.1417236328125,1591.1500244140625,1612.25,1585.0,1598.5,1093834
2024-07-25,1581.3829345703125,1592.4000244140625,1603.9000244140625,1558.550048828125,1570.0,447267
2024-07-26,1673.2431640625,1684.9000244140625,1694.300048828125,1604.5999755859375,1604.5999755859375,2755566
2024-07-29,1724.9825439453125,1737.0,1747.0,1691.25,1694.949951171875,1776427
2024-07-30,1731.78515625,1743.8499755859375,1753.0,1719.199951171875,1740.449951171875,867925
2024-07-31,1721.5067138671875,1733.5,1745.0,1722.050048828125,1736.1500244140625,620610
2024-08-01,1705.667236328125,1717.550048828125,1771.199951171875,1703.6500244140625,1740.0,1134832
2024-08-02,1643.9471435546875,1655.4000244140625,1707.0,1648.0,1707.0,1338199
2024-08-05,1542.3052978515625,1553.050048828125,1597.6500244140625,1538.0999755859375,1579.949951171875,2625461
2024-08-06,1506.951416015625,1517.449951171875,1608.75,1510.4000244140625,1568.0,2039941
2024-08-07,1546.6746826171875,1557.449951171875,1576.5,1530.0,1559.0,1457651
2024-08-08,1594.3426513671875,1605.449951171875,1643.0,1536.1500244140625,1562.0,4108498
2024-08-09,1625.2275390625,1636.550048828125,1654.949951171875,1617.9000244140625,1628.050048828125,2016949
2024-08-12,1582.525146484375,1593.550048828125,1629.949951171875,1565.550048828125,1629.949951171875,1651574
2024-08-13,1570.111572265625,1581.050048828125,1605.0,1576.25,1594.949951171875,479156
2024-08-14,1556.3572998046875,1567.199951171875,1583.949951171875,1553.25,1574.0999755859375,464424
2024-08-16,1573.5377197265625,1584.5,1601.800048828125,1575.800048828125,1582.9000244140625,744491
2024-08-19,1576.7154541015625,1587.699951171875,1613.699951171875,1560.1500244140625,1610.0,1185925
2024-08-20,1566.48681640625,1577.4000244140625,1604.6500244140625,1551.050048828125,1600.0,1042184
2024-08-21,1588.930419921875,1600.0,1610.0,1573.1500244140625,1577.0,853929
2024-08-22,1609.9837646484375,1621.199951171875,1647.949951171875,1594.0,1607.9000244140625,955957
2024-08-23,1609.090087890625,1620.300048828125,1636.949951171875,1601.9000244140625,1636.5,868264
2024-08-26,1623.3902587890625,1634.699951171875,1638.1500244140625,1613.699951171875,1622.0,713146
2024-08-27,1596.279296875,1607.4000244140625,1644.9000244140625,1602.0999755859375,1644.9000244140625,659375
2024-08-28,1573.5377197265625,1584.5,1620.0,1579.25,1614.0,927975
2024-08-29,1566.9833984375,1577.9000244140625,1589.0,1556.25,1584.5,816590
2024-08-30,1576.0203857421875,1587.0,1590.050048828125,1575.0999755859375,1579.5,931250
2024-09-02,1551.64013671875,1562.449951171875,1599.0,1545.5,1597.0,931058
2024-09-03,1556.258056640625,1567.0999755859375,1591.050048828125,1564.050048828125,1576.6500244140625,878145
2024-09-04,1594.5909423828125,1605.699951171875,1614.9000244140625,1554.0,1568.0,1095011
2024-09-05,1597.818359375,1608.949951171875,1629.9000244140625,1590.199951171875,1625.0,1562878
2024-09-06,1540.468017578125,1551.199951171875,1606.0,1547.199951171875,1606.0,1243240
2024-09-09,1544.3907470703125,1555.1500244140625,1561.050048828125,1524.75,1535.0,950996
2024-09-10,1559.7835693359375,1570.6500244140625,1578.0,1553.050048828125,1565.0,424183
2024-09-11,1550.8953857421875,1561.699951171875,1581.5999755859375,1552.25,1571.0,1122926
2024-09-12,1579.99267578125,1591.0,1594.0999755859375,1566.300048828125,1569.0,445898
2024-09-13,1605.0679931640625,1616.25,1629.699951171875,1587.0999755859375,1588.0,1776046
2024-09-16,1590.1220703125,1601.199951171875,1625.0,1586.5999755859375,1625.0,1739277
2024-09-17,1585.057373046875,1596.0999755859375,1610.0,1578.0999755859375,1606.0,1441523
2024-09-18,1564.7984619140625,1575.699951171875,1612.949951171875,1562.050048828125,1599.949951171875,366662
2024-09-19,1574.9775390625,1585.949951171875,1594.800048828125,1534.050048828125,1579.949951171875,887601
2024-09-20,1580.3402099609375,1591.3499755859375,1600.949951171875,1573.0,1585.949951171875,976662
2024-09-23,1571.25341796875,1582.199951171875,1626.0,1577.0999755859375,1600.800048828125,2341523
2024-09-24,1561.868896484375,1572.75,1588.4000244140625,1557.5,1582.9000244140625,1095753
2024-09-25,1548.710693359375,1559.5,1581.4000244140625,1553.8499755859375,1577.0,1014215
2024-09-26,1517.925048828125,1528.5,1555.0999755859375,1502.5999755859375,1552.0,1967406
2024-09-27,1511.9666748046875,1522.5,1539.0,1520.0,1534.0,1217594
2024-09-30,1506.107421875,1516.5999755859375,1537.75,1512.300048828125,1520.5,753983
2024-10-01,1519.61328125,1530.199951171875,1555.0,1514.4000244140625,1519.0,472946
2024-10-03,1478.9466552734375,1489.25,1551.0,1473.050048828125,1529.0,1217926
2024-10-04,1463.6036376953125,1473.800048828125,1498.949951171875,1460.1500244140625,1488.0,1162303
2024-10-07,1424.0291748046875,1433.949951171875,1486.0,1425.0999755859375,1477.949951171875,1454350
2024-10-08,1471.101318359375,1481.3499755859375,1486.4000244140625,1429.4000244140625,1433.0,501482
2024-10-09,1499.8509521484375,1510.300048828125,1520.5,1482.3499755859375,1485.050048828125,1303802
2024-10-10,1490.6650390625,1501.050048828125,1526.9000244140625,1489.0,1520.0,978224
2024-10-11,1482.025146484375,1492.3499755859375,1510.0,1479.949951171875,1505.050048828125,532795
2024-10-14,1479.790771484375,1490.0999755859375,1505.3499755859375,1474.25,1486.0999755859375,760996
2024-10-15,1470.20751953125,1480.449951171875,1505.75,1475.8499755859375,1505.75,1222899
2024-10-16,1464.795166015625,1475.0,1488.550048828125,1456.449951171875,1484.0,762827
2024-10-17,1460.9222412109375,1471.0999755859375,1478.800048828125,1442.75,1472.5,1026919
2024-10-18,1464.5469970703125,1474.75,1485.0,1454.800048828125,1471.949951171875,888822
2024-10-21,1432.5201416015625,1442.5,1496.0,1436.6500244140625,1475.0,1263428
2024-10-22,1396.47119140625,1406.199951171875,1442.199951171875,1401.5,1437.0,684238
2024-10-23,1395.279541015625,1405.0,1431.4000244140625,1392.550048828125,1406.050048828125,841615
2024-10-24,1419.759033203125,1429.6500244140625,1432.9000244140625,1397.300048828125,1405.0,475970
2024-10-25,1390.5126953125,1400.199951171875,1439.949951171875,1390.0,1438.050048828125,591131
2024-10-28,1356.0528564453125,1365.5,1409.0,1357.9000244140625,1392.0,1700514
2024-10-29,1373.779296875,1383.3499755859375,1387.0,1340.800048828125,1367.0,714147
2024-10-30,1410.721923828125,1420.550048828125,1430.0,1376.3499755859375,1383.3499755859375,1095800
2024-10-31,1400.3939208984375,1410.1500244140625,1441.199951171875,1395.25,1415.0,844545
2024-11-01,1408.8350830078125,1418.6500244140625,1428.0,1391.0,1428.0,95867
2024-11-04,1413.0557861328125,1422.9000244140625,1435.0,1395.5,1422.199951171875,715523
2024-11-05,1450.693603515625,1460.800048828125,1464.75,1417.5,1450.0,1623271
2024-11-06,1460.87255859375,1471.050048828125,1482.9000244140625,1451.5999755859375,1460.9000244140625,990250
2024-11-07,1436.641357421875,1446.6500244140625,1479.449951171875,1441.5,1475.0,584800
2024-11-08,1410.2254638671875,1420.050048828125,1456.5999755859375,1416.1500244140625,1450.050048828125,811080
2024-11-11,1387.8314208984375,1397.5,1420.050048828125,1380.199951171875,1414.0999755859375,692395
2024-11-12,1351.1866455078125,1360.5999755859375,1397.550048828125,1340.0,1397.5,745108
2024-11-13,1312.357177734375,1321.5,1363.3499755859375,1312.699951171875,1360.0,584312
2024-11-14,1319.55712890625,1328.75,1356.9000244140625,1301.550048828125,1321.5,1860816
2024-11-18,1295.5244140625,1304.550048828125,1336.3499755859375,1286.5999755859375,1329.0,1548457
2024-11-19,1314.1944580078125,1323.3499755859375,1355.3499755859375,1296.0,1296.0,1521514
2024-11-21,1287.232177734375,1296.199951171875,1317.949951171875,1288.5999755859375,1314.1500244140625,571103
2024-11-22,1307.044189453125,1316.1500244140625,1326.699951171875,1296.3499755859375,1299.0,325496
2024-11-25,1310.4207763671875,1319.550048828125,1350.0,1314.550048828125,1328.0,1609259
2024-11-26,1313.0028076171875,1322.1500244140625,1333.5999755859375,1315.25,1320.0,471592
2024-11-27,1316.230224609375,1325.4000244140625,1332.4000244140625,1313.199951171875,1325.25,359994
2024-11-28,1320.00390625,1329.199951171875,1360.300048828125,1316.8499755859375,1326.0,1254378
2024-11-29,1323.0328369140625,1332.25,1345.8499755859375,1325.949951171875,1332.0,705598
2024-12-02,1334.4532470703125,1343.75,1349.800048828125,1305.3499755859375,1329.5,982093
2024-12-03,1341.0572509765625,1350.4000244140625,1355.949951171875,1338.0999755859375,1346.0,791810
2024-12-04,1368.3670654296875,1377.9000244140625,1386.449951171875,1351.4000244140625,1364.9000244140625,2021679
2024-12-05,1369.657958984375,1379.199951171875,1394.949951171875,1360.8499755859375,1394.949951171875,1249730
2024-12-06,1345.377197265625,1354.75,1385.0,1351.300048828125,1383.0,637711
2024-12-09,1354.016845703125,1363.449951171875,1375.0,1341.0,1354.75,909119
2024-12-10,1351.782470703125,1361.199951171875,1376.050048828125,1350.300048828125,1370.0,714858
2024-12-11,1369.856689453125,1379.4000244140625,1385.0,1343.949951171875,1365.1500244140625,1760051
2024-12-12,1343.093017578125,1352.449951171875,1379.0,1350.050048828125,1378.9000244140625,937430
2024-12-13,1338.9718017578125,1348.300048828125,1356.050048828125,1318.949951171875,1352.0,580701
2024-12-16,1354.6624755859375,1364.0999755859375,1372.949951171875,1348.5,1357.25,1080759
2024-12-17,1331.3250732421875,1340.5999755859375,1370.699951171875,1333.0,1364.0999755859375,1074430
2024-12-18,1297.411376953125,1306.449951171875,1349.949951171875,1303.3499755859375,1340.5999755859375,637487
2024-12-19,1288.8211669921875,1297.800048828125,1316.9000244140625,1275.5,1290.0,1019636
2024-12-20,1270.052001953125,1278.9000244140625,1315.699951171875,1274.3499755859375,1297.800048828125,1495889
2024-12-23,1290.2115478515625,1299.199951171875,1310.0,1272.199951171875,1284.0,915584
2024-12-24,1315.6343994140625,1324.800048828125,1330.75,1293.9000244140625,1301.0,805397
2024-12-26,1305.1573486328125,1314.25,1331.8499755859375,1308.0999755859375,1328.0,962802
2024-12-27,1305.7532958984375,1314.8499755859375,1347.0,1311.5999755859375,1320.0,1037735
2024-12-30,1293.3397216796875,1302.3499755859375,1315.1500244140625,1281.25,1308.699951171875,3744544
2024-12-31,1290.5093994140625,1299.5,1312.6500244140625,1278.8499755859375,1301.0,558405
2025-01-01,1290.9066162109375,1299.9000244140625,1304.6500244140625,1288.1500244140625,1303.300048828125,358152
2025-01-02,1306.5972900390625,1315.699951171875,1320.949951171875,1295.0,1300.0,749880
2025-01-03,1287.1826171875,1296.1500244140625,1322.0,1291.0,1318.199951171875,1816419
2025-01-06,1252.0274658203125,1260.75,1301.6500244140625,1251.1500244140625,1296.300048828125,758114
2025-01-07,1261.26318359375,1270.050048828125,1290.0,1258.3499755859375,1271.949951171875,823200
2025-01-08,1239.9119873046875,1248.550048828125,1271.949951171875,1225.0,1270.050048828125,855048
2025-01-09,1218.8089599609375,1227.300048828125,1254.449951171875,1225.0,1248.0,636615
2025-01-10,1201.4796142578125,1209.8499755859375,1229.0999755859375,1203.449951171875,1225.050048828125,868167
2025-01-13,1161.7564697265625,1169.8499755859375,1211.300048828125,1167.550048828125,1204.800048828125,1720272
2025-01-14,1182.164306640625,1190.4000244140625,1202.9000244140625,1169.8499755859375,1169.8499755859375,1507971
2025-01-15,1175.361572265625,1183.550048828125,1208.8499755859375,1170.800048828125,1199.0,1300950
2025-01-16,1196.9114990234375,1205.25,1222.949951171875,1190.0,1190.0,1506184
2025-01-17,1199.1458740234375,1207.5,1217.800048828125,1197.449951171875,1209.0,745195
2025-01-20,1208.77880859375,1217.199951171875,1225.9000244140625,1196.1500244140625,1213.0,424789
2025-01-21,1193.33642578125,1201.6500244140625,1234.3499755859375,1199.550048828125,1223.300048828125,986443
2025-01-22,1217.96484375,1226.449951171875,1229.0999755859375,1186.050048828125,1210.949951171875,1450962
2025-01-23,1219.2557373046875,1227.75,1239.5,1206.449951171875,1219.6500244140625,503606
2025-01-24,1208.13330078125,1216.550048828125,1243.8499755859375,1211.25,1230.050048828125,459008
2025-01-27,1189.0660400390625,1197.3499755859375,1235.5999755859375,1181.050048828125,1210.5999755859375,526050
2025-01-28,1202.720947265625,1211.0999755859375,1227.3499755859375,1181.6500244140625,1210.0,749314
2025-01-29,1189.11572265625,1197.4000244140625,1220.4000244140625,1190.25,1210.050048828125,604487
2025-01-30,1175.8582763671875,1184.050048828125,1205.050048828125,1180.0,1200.0,2102523
2025-01-31,1215.5814208984375,1224.050048828125,1238.0,1182.5,1182.5,627704
2025-02-01,1167.019775390625,1175.1500244140625,1240.949951171875,1148.550048828125,1238.0,872295
2025-02-03,1131.2191162109375,1139.0999755859375,1166.0,1123.0,1166.0,1589240
2025-02-04,1163.792236328125,1171.9000244140625,1199.0999755859375,1159.949951171875,1162.949951171875,1501122
2025-02-05,1148.5484619140625,1156.550048828125,1184.5,1149.0,1174.800048828125,2461419
2025-02-06,1129.828857421875,1137.699951171875,1163.0,1132.4000244140625,1162.75,855048
2025-02-07,1131.5667724609375,1139.449951171875,1148.5,1125.6500244140625,1137.699951171875,1231822
2025-02-10,1126.948974609375,1134.800048828125,1148.4000244140625,1130.5,1144.9000244140625,460118
2025-02-11,1104.6046142578125,1112.300048828125,1134.75,1108.050048828125,1133.9000244140625,793322
2025-02-12,1097.007568359375,1104.6500244140625,1117.0,1070.800048828125,1112.9000244140625,1217773
2025-02-13,1068.7542724609375,1076.199951171875,1099.050048828125,1044.699951171875,1075.0,3020065
2025-02-14,1070.889404296875,1078.3499755859375,1106.300048828125,1059.550048828125,1088.75,1776818
2025-02-17,1075.15966796875,1082.6500244140625,1088.699951171875,1051.550048828125,1078.3499755859375,425715
2025-02-18,1071.974365234375,1076.949951171875,1082.75,1051.050048828125,1082.3499755859375,976428
2025-02-19,1071.0787353515625,1076.050048828125,1082.8499755859375,1047.5999755859375,1058.0,346156
2025-02-20,1076.3541259765625,1081.3499755859375,1103.449951171875,1067.949951171875,1091.0,1894343
2025-02-21,1054.0576171875,1058.949951171875,1098.199951171875,1053.550048828125,1083.0,564026
2025-02-24,1036.738037109375,1041.550048828125,1050.3499755859375,1037.1500244140625,1048.1500244140625,486862
2025-02-25,1040.37109375,1045.199951171875,1054.3499755859375,1038.699951171875,1039.5,660269
2025-02-27,1033.6025390625,1038.4000244140625,1050.0,1024.300048828125,1045.25,942500
2025-02-28,1011.8037719726562,1016.5,1035.050048828125,1002.1500244140625,1035.050048828125,2472393
2025-03-03,1025.490234375,1030.25,1032.699951171875,1002.4000244140625,1018.0,549605
2025-03-04,1018.0746459960938,1022.7999877929688,1032.75,1006.25,1010.2999877929688,708878
2025-03-05,1052.2161865234375,1057.0999755859375,1059.699951171875,1004.0,1020.0,677352
2025-03-06,1081.4305419921875,1086.449951171875,1090.0,1066.949951171875,1075.0,896629
2025-03-07,1082.7744140625,1087.800048828125,1099.0,1083.050048828125,1086.6500244140625,1212897
2025-03-10,1063.961669921875,1068.9000244140625,1099.0,1062.9000244140625,1092.6500244140625,717330
2025-03-11,1059.3829345703125,1064.300048828125,1074.800048828125,1045.25,1055.0,725140
2025-03-12,1085.1632080078125,1090.199951171875,1095.0,1061.300048828125,1070.0,770987
2025-03-13,1034.4486083984375,1039.25,1095.0,1032.0,1095.0,1894793
2025-03-17,1071.377197265625,1076.3499755859375,1079.550048828125,1037.0999755859375,1037.0999755859375,628264
2025-03-18,1071.377197265625,1076.3499755859375,1076.3499755859375,1076.3499755859375,1076.3499755859375,0
2025-03-19,1130.751708984375,1136.0,1144.4000244140625,1098.4000244140625,1102.5,1209976
2025-03-20,1188.7823486328125,1194.300048828125,1202.0,1147.0,1147.0,2766980
