date_,adj close_bharatforg.ns,close_bharatforg.ns,high_bharatforg.ns,low_bharatforg.ns,open_bharatforg.ns,volume_bharatforg.ns
2024-01-16,1209.758544921875,1225.6500244140625,1259.050048828125,1221.5,1256.5999755859375,568277
2024-01-17,1190.36328125,1206.0,1233.449951171875,1203.25,1225.5999755859375,822748
2024-01-18,1206.994873046875,1222.8499755859375,1237.5,1186.9000244140625,1200.0,1184472
2024-01-19,1217.8521728515625,1233.8499755859375,1241.4000244140625,1221.300048828125,1225.0,409600
2024-01-23,1177.9759521484375,1193.449951171875,1232.0,1189.050048828125,1223.949951171875,522523
2024-01-24,1200.0362548828125,1215.800048828125,1225.0,1180.0,1193.449951171875,495413
2024-01-25,1184.6878662109375,1200.25,1226.0,1192.050048828125,1226.0,792922
2024-01-29,1227.525146484375,1243.6500244140625,1250.0,1200.449951171875,1201.0999755859375,1842394
2024-01-30,1193.2257080078125,1208.9000244140625,1256.050048828125,1205.0,1250.0,613893
2024-01-31,1219.234130859375,1235.25,1243.949951171875,1204.0,1210.949951171875,892789
2024-02-01,1213.6080322265625,1229.550048828125,1245.75,1217.0,1242.0,346050
2024-02-02,1222.787353515625,1238.8499755859375,1251.949951171875,1231.050048828125,1237.9000244140625,570679
2024-02-05,1255.11279296875,1271.5999755859375,1274.8499755859375,1229.550048828125,1245.5999755859375,1419072
2024-02-06,1268.8323974609375,1285.5,1305.0,1275.25,1284.0,1223155
2024-02-07,1268.5858154296875,1285.25,1296.6500244140625,1276.0,1286.6500244140625,654867
2024-02-08,1265.6739501953125,1282.300048828125,1295.3499755859375,1268.1500244140625,1286.0,728305
2024-02-09,1297.012451171875,1314.050048828125,1321.25,1272.800048828125,1285.0,1936968
2024-02-12,1116.2864990234375,1130.949951171875,1330.0,1116.949951171875,1324.0,7363983
2024-02-13,1078.2855224609375,1092.449951171875,1161.0,1063.0,1160.949951171875,6017374
2024-02-14,1090.771484375,1105.0999755859375,1120.9000244140625,1074.449951171875,1084.550048828125,2028786
2024-02-15,1096.0521240234375,1110.449951171875,1115.4000244140625,1094.300048828125,1115.0,856004
2024-02-16,1119.1488037109375,1133.8499755859375,1136.0,1106.3499755859375,1121.8499755859375,1009339
2024-02-19,1110.166748046875,1124.75,1150.0,1117.0,1150.0,883522
2024-02-20,1107.995361328125,1122.550048828125,1125.699951171875,1100.0,1124.9000244140625,1337593
2024-02-21,1108.735595703125,1123.300048828125,1142.4000244140625,1115.699951171875,1125.9000244140625,1137612
2024-02-22,1118.3592529296875,1133.050048828125,1135.5,1109.4000244140625,1123.4000244140625,508795
2024-02-23,1119.892578125,1132.0999755859375,1145.550048828125,1125.0,1133.050048828125,443601
2024-02-26,1162.92333984375,1175.5999755859375,1181.8499755859375,1119.4000244140625,1132.0999755859375,3694478
2024-02-27,1165.2479248046875,1177.949951171875,1195.199951171875,1169.800048828125,1173.9000244140625,1178342
2024-02-28,1139.8251953125,1152.25,1181.550048828125,1141.1500244140625,1175.75,770303
2024-02-29,1138.5887451171875,1151.0,1158.0,1135.800048828125,1145.0,1187019
2024-03-01,1171.4801025390625,1184.25,1187.9000244140625,1150.050048828125,1150.050048828125,740159
2024-03-04,1176.3272705078125,1189.1500244140625,1193.699951171875,1170.0,1182.0,1806324
2024-03-05,1173.0135498046875,1185.800048828125,1211.0,1179.949951171875,1190.0,1251169
2024-03-06,1169.007080078125,1181.75,1190.75,1150.0999755859375,1189.0,674420
2024-03-07,1166.1383056640625,1178.8499755859375,1193.5999755859375,1170.3499755859375,1181.6500244140625,557070
2024-03-11,1147.34326171875,1159.8499755859375,1190.5999755859375,1143.4000244140625,1170.050048828125,2315091
2024-03-12,1143.38623046875,1155.8499755859375,1170.9000244140625,1139.0,1160.050048828125,942567
2024-03-13,1114.847412109375,1127.0,1164.449951171875,1115.0,1155.8499755859375,1538078
2024-03-14,1101.0479736328125,1113.050048828125,1127.0,1096.699951171875,1111.0,1500630
2024-03-15,1107.42822265625,1119.5,1130.6500244140625,1099.0999755859375,1117.949951171875,1004065
2024-03-18,1102.38330078125,1114.4000244140625,1121.0,1090.300048828125,1119.0,1199978
2024-03-19,1100.70166015625,1112.699951171875,1133.0,1093.5999755859375,1111.75,830859
2024-03-20,1080.917236328125,1092.699951171875,1118.5999755859375,1088.0,1110.0,1044847
2024-03-21,1090.1170654296875,1102.0,1122.0,1094.0,1097.800048828125,2400850
2024-03-22,1116.7763671875,1128.949951171875,1133.5999755859375,1101.300048828125,1102.0,1129996
2024-03-26,1117.963623046875,1130.1500244140625,1140.949951171875,1127.0,1131.9000244140625,728614
2024-03-27,1099.2177734375,1111.199951171875,1143.050048828125,1107.25,1132.4000244140625,1811541
2024-03-28,1117.41943359375,1129.5999755859375,1135.199951171875,1103.5,1114.949951171875,1391471
2024-04-01,1136.214599609375,1148.5999755859375,1153.4000244140625,1121.0,1132.199951171875,1247843
2024-04-02,1142.8917236328125,1155.3499755859375,1159.9000244140625,1135.1500244140625,1159.9000244140625,713289
2024-04-03,1129.4384765625,1141.75,1144.0999755859375,1105.300048828125,1125.0,1586014
2024-04-04,1138.9346923828125,1151.3499755859375,1172.5,1139.25,1152.5,2867983
2024-04-05,1133.29638671875,1145.6500244140625,1154.9000244140625,1136.0,1149.949951171875,838396
2024-04-08,1161.24169921875,1173.9000244140625,1180.0,1136.0,1152.949951171875,2521920
2024-04-09,1136.3134765625,1148.699951171875,1183.449951171875,1140.050048828125,1183.25,1115923
2024-04-10,1164.7041015625,1177.4000244140625,1183.550048828125,1150.0,1153.9000244140625,1060445
2024-04-12,1156.444091796875,1169.050048828125,1187.0,1163.0,1177.300048828125,970493
2024-04-15,1157.6806640625,1170.300048828125,1176.5,1155.0,1155.0,1166614
2024-04-16,1167.9189453125,1180.6500244140625,1189.5999755859375,1162.5,1165.0,1425666
2024-04-18,1173.4090576171875,1186.199951171875,1196.800048828125,1174.4000244140625,1187.699951171875,1051256
2024-04-19,1180.2347412109375,1193.0999755859375,1196.300048828125,1158.0999755859375,1180.0,780402
2024-04-22,1191.51171875,1204.5,1215.0,1197.1500244140625,1205.8499755859375,757775
2024-04-23,1193.5396728515625,1206.550048828125,1212.0,1194.75,1212.0,475098
2024-04-24,1208.822998046875,1222.0,1231.0,1209.050048828125,1220.0,1274760
2024-04-25,1297.7042236328125,1311.8499755859375,1325.9000244140625,1237.199951171875,1240.75,6402642
2024-04-26,1295.7752685546875,1309.9000244140625,1326.0,1306.3499755859375,1318.0,1068859
2024-04-29,1268.176025390625,1282.0,1316.9000244140625,1273.550048828125,1312.25,1178300
2024-04-30,1257.492431640625,1271.199951171875,1301.0,1266.5999755859375,1291.0,621752
2024-05-02,1260.5096435546875,1274.25,1285.0,1262.800048828125,1271.5,492405
2024-05-03,1238.6973876953125,1252.199951171875,1280.949951171875,1242.199951171875,1274.9000244140625,683589
2024-05-06,1234.9384765625,1248.4000244140625,1261.9000244140625,1238.8499755859375,1261.9000244140625,1136733
2024-05-07,1226.579345703125,1239.949951171875,1250.300048828125,1223.699951171875,1249.699951171875,713704
2024-05-08,1389.998046875,1405.1500244140625,1474.4000244140625,1209.1500244140625,1242.0,12388890
2024-05-09,1397.51611328125,1412.75,1463.300048828125,1391.0,1411.0,9267970
2024-05-10,1382.62841796875,1397.699951171875,1438.0,1390.0,1420.5999755859375,2132506
2024-05-13,1400.7310791015625,1416.0,1423.0,1368.9000244140625,1390.449951171875,1603773
2024-05-14,1425.313232421875,1440.8499755859375,1449.800048828125,1408.0999755859375,1413.949951171875,726933
2024-05-15,1446.9276123046875,1462.699951171875,1467.449951171875,1431.0,1439.050048828125,888218
2024-05-16,1467.0086669921875,1483.0,1492.300048828125,1457.199951171875,1468.0999755859375,1258685
2024-05-17,1463.299072265625,1479.25,1490.800048828125,1471.5,1489.0,523810
2024-05-21,1485.853271484375,1502.050048828125,1510.0,1467.050048828125,1490.050048828125,1171767
2024-05-22,1462.3594970703125,1478.300048828125,1510.949951171875,1460.0,1508.0,766715
2024-05-23,1477.148193359375,1493.25,1499.9000244140625,1463.8499755859375,1481.0,399306
2024-05-24,1556.5328369140625,1573.5,1587.0,1480.5,1493.25,3141428
2024-05-27,1555.0489501953125,1572.0,1591.0,1533.0999755859375,1589.9000244140625,2895264
2024-05-28,1548.371826171875,1565.25,1600.0,1559.6500244140625,1579.0,1009029
2024-05-29,1551.7352294921875,1568.6500244140625,1573.0,1545.0999755859375,1555.0,740468
2024-05-30,1537.5892333984375,1554.3499755859375,1579.699951171875,1548.8499755859375,1560.0999755859375,919313
2024-05-31,1537.787109375,1554.550048828125,1586.949951171875,1548.0999755859375,1569.0,2388880
2024-06-03,1590.9080810546875,1608.25,1649.949951171875,1588.9000244140625,1649.949951171875,1873076
2024-06-04,1430.6549072265625,1446.25,1614.0,1412.8499755859375,1608.25,3325214
2024-06-05,1485.2103271484375,1501.4000244140625,1514.949951171875,1406.25,1490.0,2791709
2024-06-06,1540.26025390625,1557.050048828125,1578.8499755859375,1497.0999755859375,1515.0,1052271
