date_,adj close_indhotel.ns,close_indhotel.ns,high_indhotel.ns,low_indhotel.ns,open_indhotel.ns,volume_indhotel.ns
2024-02-28,567.51904296875,570.9000244140625,590.0,566.2999877929688,588.0499877929688,3555297
2024-02-29,583.2254028320312,586.7000122070312,589.75,564.5,570.9000244140625,6652490
2024-03-01,585.7603149414062,589.25,594.9000244140625,585.0999755859375,589.9000244140625,4153999
2024-03-04,584.8656005859375,588.3499755859375,592.0499877929688,583.5999755859375,589.0,4294901
2024-03-05,581.3862915039062,584.8499755859375,594.7999877929688,583.5499877929688,589.0,2307428
2024-03-06,570.7000122070312,574.0999755859375,587.2000122070312,565.0999755859375,586.9000244140625,4919809
2024-03-07,584.219482421875,587.7000122070312,589.7000122070312,575.0,577.0,2853111
2024-03-11,569.5072021484375,572.9000244140625,588.1500244140625,569.5,582.0,6383737
2024-03-12,564.8846435546875,568.25,576.3499755859375,563.2000122070312,570.0999755859375,2126951
2024-03-13,541.47412109375,544.7000122070312,577.25,540.25,573.9500122070312,4503786
2024-03-14,562.0017700195312,565.3499755859375,567.9500122070312,531.0499877929688,543.0,2123175
2024-03-15,558.9699096679688,562.2999877929688,565.9000244140625,549.9500122070312,565.0,3026811
2024-03-18,549.6255493164062,552.9000244140625,562.5,545.4500122070312,562.5,3707336
2024-03-19,545.8480834960938,549.0999755859375,557.2999877929688,545.0,552.9500122070312,1992559
2024-03-20,544.6551513671875,547.9000244140625,556.0,541.0499877929688,550.0,1320067
2024-03-21,560.0634155273438,563.4000244140625,564.9500122070312,548.9000244140625,550.0,1660541
2024-03-22,553.7509765625,557.0499877929688,564.7000122070312,554.5,562.9000244140625,2340891
2024-03-26,565.5805053710938,568.9500122070312,570.9500122070312,549.0499877929688,549.0499877929688,1818254
2024-03-27,582.38037109375,585.8499755859375,593.0,569.0999755859375,569.5499877929688,6671977
2024-03-28,587.6490478515625,591.1500244140625,595.5499877929688,583.0999755859375,589.5,4201009
2024-04-01,597.8383178710938,601.4000244140625,606.4000244140625,594.25,600.0,4491705
2024-04-02,602.1129150390625,605.7000122070312,608.2000122070312,596.7000122070312,602.8499755859375,2448259
2024-04-03,610.5128784179688,614.1500244140625,618.4500122070312,599.9500122070312,603.9500122070312,4114999
2024-04-04,614.290283203125,617.9500122070312,622.5,611.2999877929688,611.2999877929688,2743635
2024-04-05,609.6678466796875,613.2999877929688,622.2000122070312,608.6500244140625,620.0,2992901
2024-04-08,601.5164184570312,605.0999755859375,618.9500122070312,566.7999877929688,618.0,5948650
2024-04-09,593.5637817382812,597.0999755859375,608.0,594.5,608.0,1371873
2024-04-10,592.9176635742188,596.4500122070312,605.0,595.2000122070312,599.5,1126936
2024-04-12,603.8525390625,607.4500122070312,615.9000244140625,596.6500244140625,598.7999877929688,6547758
2024-04-15,594.0111083984375,597.5499877929688,607.9000244140625,593.7999877929688,600.0,3255718
2024-04-16,580.1934814453125,583.6500244140625,604.7999877929688,581.75,597.5999755859375,5135358
2024-04-18,589.8857421875,593.4000244140625,599.0999755859375,586.0499877929688,588.5,1922353
2024-04-19,593.5140380859375,597.0499877929688,598.8499755859375,579.25,585.9500122070312,3224498
2024-04-22,581.8833618164062,585.3499755859375,604.4500122070312,584.0,604.2999877929688,3414434
2024-04-23,600.7211303710938,604.2999877929688,607.0,585.5,588.7000122070312,2926476
2024-04-24,604.3992309570312,608.0,615.5,602.6500244140625,609.5999755859375,3503688
2024-04-25,573.8313598632812,577.25,599.7000122070312,576.0,590.0,10431160
2024-04-26,565.5805053710938,568.9500122070312,584.7999877929688,560.3499755859375,584.7999877929688,6897520
2024-04-29,579.149658203125,582.5999755859375,585.9000244140625,572.0,575.0,5777304
2024-04-30,573.3343505859375,576.75,591.2000122070312,575.3499755859375,585.9500122070312,4807390
2024-05-02,572.7378540039062,576.1500244140625,584.1500244140625,575.0,578.5499877929688,2192757
2024-05-03,567.220703125,570.5999755859375,581.0,565.1500244140625,579.75,2071931
2024-05-06,567.9165649414062,571.2999877929688,578.5,570.1500244140625,573.4000244140625,1900584
2024-05-07,562.7473754882812,566.0999755859375,584.9000244140625,559.0,574.9000244140625,3998960
2024-05-08,560.2125244140625,563.5499877929688,571.0,560.0499877929688,565.7999877929688,2488807
2024-05-09,547.388916015625,550.6500244140625,568.5499877929688,549.4000244140625,564.9000244140625,2103481
2024-05-10,540.3309326171875,543.5499877929688,552.9000244140625,538.0999755859375,552.0999755859375,3267167
2024-05-13,554.0989379882812,557.4000244140625,560.0,535.9000244140625,543.5499877929688,6078325
2024-05-14,561.2066040039062,564.5499877929688,566.5999755859375,556.2000122070312,559.9500122070312,2878223
2024-05-15,557.5781860351562,560.9000244140625,569.8499755859375,558.5999755859375,564.5499877929688,1687347
2024-05-16,565.4313354492188,568.7999877929688,574.7999877929688,561.5999755859375,563.7999877929688,2941336
2024-05-17,567.7177734375,571.0999755859375,574.0,566.0,573.0,2434379
2024-05-21,565.7793579101562,569.1500244140625,572.4500122070312,561.5999755859375,570.75,2227289
2024-05-22,569.7556762695312,573.1500244140625,575.7000122070312,565.0999755859375,570.9500122070312,1349982
2024-05-23,564.1888427734375,567.5499877929688,576.7000122070312,562.2999877929688,573.4500122070312,2683179
2024-05-24,566.4751586914062,569.8499755859375,573.25,564.0499877929688,565.6500244140625,1868452
2024-05-27,577.6585693359375,581.0999755859375,586.5,569.0,573.5,8923333
2024-05-28,569.059814453125,572.4500122070312,586.5,571.0999755859375,584.7999877929688,3517947
2024-05-29,562.4988403320312,565.8499755859375,573.0499877929688,565.0499877929688,572.4500122070312,1729332
2024-05-30,553.900146484375,557.2000122070312,567.0499877929688,554.7000122070312,565.9000244140625,4690139
2024-05-31,554.0989379882812,557.4000244140625,562.0,547.0,559.7000122070312,9170940
2024-06-03,573.0858154296875,576.5,582.5,568.0,577.0,6380437
2024-06-04,527.159423828125,530.2999877929688,580.1500244140625,506.45001220703125,579.9500122070312,7888936
2024-06-05,569.5072021484375,572.9000244140625,577.4500122070312,521.5499877929688,530.2999877929688,6438482
2024-06-06,580.0443115234375,583.5,584.7999877929688,572.8499755859375,580.0,3781546
2024-06-07,583.3844604492188,585.0999755859375,593.4500122070312,574.6500244140625,585.0,4672844
2024-06-10,580.5927124023438,582.2999877929688,591.0,576.25,591.0,7450625
2024-06-11,580.3434448242188,582.0499877929688,586.0499877929688,577.8499755859375,582.0,3691089
2024-06-12,582.7862548828125,584.5,588.7000122070312,580.3499755859375,582.0499877929688,4878756
2024-06-13,587.5722045898438,589.2999877929688,594.0,584.0,588.9000244140625,3084488
2024-06-14,612.0501708984375,613.8499755859375,615.5999755859375,589.9500122070312,590.0,9597845
2024-06-18,619.6279296875,621.4500122070312,626.0,612.3499755859375,616.9500122070312,5305896
2024-06-19,615.2408447265625,617.0499877929688,623.9500122070312,610.75,623.9500122070312,3334339
2024-06-20,636.5282592773438,638.4000244140625,641.9500122070312,618.0499877929688,618.0999755859375,7142199
2024-06-21,635.630859375,637.5,648.0,633.5,643.8499755859375,5842145
2024-06-24,646.2496948242188,648.1500244140625,654.7000122070312,631.4500122070312,639.0,8060753
2024-06-25,657.815673828125,659.75,661.5,646.7999877929688,649.0,4233594
2024-06-26,648.0443725585938,649.9500122070312,662.9500122070312,646.3499755859375,660.0,4402142
2024-06-27,622.5693359375,624.4000244140625,652.2000122070312,614.25,650.25,6641760
2024-06-28,623.2173461914062,625.0499877929688,630.9000244140625,618.25,629.5,3063821
2024-07-01,612.9974365234375,614.7999877929688,626.0,610.1500244140625,625.0999755859375,2441789
2024-07-02,601.9299926757812,603.7000122070312,617.75,600.2000122070312,617.0,3026727
2024-07-03,598.0413818359375,599.7999877929688,609.5499877929688,595.0,605.1500244140625,3344910
2024-07-04,610.853759765625,612.6500244140625,619.9500122070312,600.4500122070312,602.7000122070312,5063028
2024-07-05,612.6983032226562,614.5,621.0,610.5999755859375,615.7999877929688,2592445
2024-07-08,606.9153442382812,608.7000122070312,616.0999755859375,604.0999755859375,615.0,5074219
2024-07-09,607.2144165039062,609.0,624.9500122070312,605.5499877929688,610.0,2533290
2024-07-10,608.0619506835938,609.8499755859375,612.9000244140625,596.8499755859375,610.4500122070312,1926862
2024-07-11,600.9329223632812,602.7000122070312,613.4500122070312,598.2000122070312,612.0,2785481
2024-07-12,592.3082885742188,594.0499877929688,605.2000122070312,592.2999877929688,603.2000122070312,1747038
2024-07-15,589.9153442382812,591.6500244140625,595.2000122070312,583.5,593.0,4100715
2024-07-16,585.1293334960938,586.8499755859375,595.5499877929688,582.0499877929688,591.9500122070312,3014603
2024-07-18,580.5927124023438,582.2999877929688,588.8499755859375,579.1500244140625,586.9000244140625,2417869
2024-07-19,576.2056274414062,577.9000244140625,583.0,571.0499877929688,582.2999877929688,3139415
2024-07-22,618.5311279296875,620.3499755859375,631.4500122070312,573.0999755859375,573.0999755859375,26109344
2024-07-23,621.6719360351562,623.5,626.0999755859375,601.0999755859375,620.3499755859375,6448328
2024-07-24,631.5429077148438,633.4000244140625,638.5999755859375,620.6500244140625,624.8499755859375,4966717
2024-07-25,621.6220703125,623.4500122070312,632.0,618.5,629.8499755859375,5421179
2024-07-26,645.10302734375,647.0,649.0,627.25,631.2999877929688,4629592
2024-07-29,647.844970703125,649.75,653.7999877929688,640.7999877929688,651.4500122070312,3791640
2024-07-30,644.3053588867188,646.2000122070312,649.0,634.4000244140625,649.0,4056660
2024-07-31,640.1675415039062,642.0499877929688,647.3499755859375,639.0999755859375,646.2000122070312,1874629
2024-08-01,630.2965698242188,632.1500244140625,642.3499755859375,630.6500244140625,642.0499877929688,1504378
2024-08-02,626.9563598632812,628.7999877929688,635.9000244140625,623.0499877929688,627.9000244140625,1814825
2024-08-05,607.4138793945312,609.2000122070312,624.5,600.0,611.2000122070312,5384751
2024-08-06,595.1997680664062,596.9500122070312,619.0499877929688,595.0,610.1500244140625,2833495
2024-08-07,618.7803955078125,620.5999755859375,623.75,600.4000244140625,605.0,2716217
2024-08-08,612.3992309570312,614.2000122070312,622.0,611.0499877929688,616.0999755859375,1845858
2024-08-09,616.63671875,618.4500122070312,629.4000244140625,614.75,618.0999755859375,1822436
2024-08-12,615.340576171875,617.1500244140625,620.9500122070312,605.25,614.3499755859375,2938363
2024-08-13,608.9592895507812,610.75,621.25,609.0999755859375,617.9500122070312,1741167
2024-08-14,609.6572875976562,611.4500122070312,613.0,599.5499877929688,611.6500244140625,2877894
2024-08-16,621.372802734375,623.2000122070312,625.5999755859375,611.1500244140625,619.6500244140625,1277279
2024-08-19,611.352294921875,613.1500244140625,630.75,608.4000244140625,627.9000244140625,3642710
2024-08-20,614.343505859375,616.1500244140625,623.9000244140625,607.5999755859375,623.9000244140625,2121144
2024-08-21,619.328857421875,621.1500244140625,622.25,613.5999755859375,617.0,1138941
2024-08-22,642.7100219726562,644.5999755859375,647.0499877929688,620.7999877929688,624.25,6513073
2024-08-23,640.0180053710938,641.9000244140625,649.0,636.4000244140625,646.25,3388820
2024-08-26,659.6602172851562,661.5999755859375,669.7999877929688,641.4500122070312,643.7999877929688,9957687
2024-08-27,663.349365234375,665.2999877929688,670.0,660.7999877929688,667.0499877929688,2847909
2024-08-28,652.2819213867188,654.2000122070312,671.7000122070312,651.7999877929688,665.2999877929688,2994726
2024-08-29,646.3992309570312,648.2999877929688,656.4000244140625,642.0499877929688,656.0,1871061
2024-08-30,645.6015625,647.5,655.25,644.1500244140625,650.0,6267171
2024-09-02,653.9769287109375,655.9000244140625,658.7999877929688,647.0999755859375,650.0999755859375,2023960
2024-09-03,657.0180053710938,658.9500122070312,663.4500122070312,655.5999755859375,660.0,2308988
2024-09-04,657.7159423828125,659.6500244140625,662.5,650.2000122070312,654.0,2878159
2024-09-05,668.4843139648438,670.4500122070312,673.5,659.0,662.0,3865533
2024-09-06,655.322998046875,657.25,671.8499755859375,652.5,669.7999877929688,3123554
2024-09-09,663.897705078125,665.8499755859375,667.5,651.2999877929688,653.0,3227317
2024-09-10,692.9622802734375,695.0,696.7000122070312,667.0999755859375,670.4000244140625,8406601
2024-09-11,682.7423706054688,684.75,695.0,681.75,694.9500122070312,2187560
2024-09-12,698.8450317382812,700.9000244140625,703.75,685.0999755859375,691.0499877929688,4151347
2024-09-13,687.0297241210938,689.0499877929688,701.75,688.0499877929688,698.5,2255367
2024-09-16,688.9241943359375,690.9500122070312,698.7999877929688,686.0,691.25,1596640
2024-09-17,690.2203369140625,692.25,695.5,685.0,691.5,818850
2024-09-18,679.4022216796875,681.4000244140625,695.2000122070312,677.3499755859375,692.2000122070312,910016
2024-09-19,688.824462890625,690.8499755859375,693.5999755859375,670.7999877929688,686.0,1484426
2024-09-20,700.6895751953125,702.75,707.0,681.0,694.0,2945519
2024-09-23,712.7042236328125,714.7999877929688,716.3499755859375,698.3499755859375,705.0,4278812
2024-09-24,709.5634765625,711.6500244140625,720.4500122070312,709.9000244140625,718.5,2080352
2024-09-25,707.8684692382812,709.9500122070312,717.7000122070312,707.25,713.2000122070312,2024360
2024-09-26,707.818603515625,709.9000244140625,719.0,705.5,711.9000244140625,2008532
2024-09-27,708.2174072265625,710.2999877929688,715.5999755859375,699.2999877929688,709.5,2048448
2024-09-30,682.6925048828125,684.7000122070312,708.1500244140625,682.2000122070312,698.0,4573293
2024-10-01,679.7012939453125,681.7000122070312,690.7000122070312,676.0999755859375,690.0,2326716
2024-10-03,672.07373046875,674.0499877929688,682.5499877929688,668.2000122070312,668.5,2412102
2024-10-04,659.5106811523438,661.4500122070312,677.9500122070312,657.0,674.0499877929688,4004021
2024-10-07,651.13525390625,653.0499877929688,681.7000122070312,645.9000244140625,668.0,4155691
2024-10-08,682.6426391601562,684.6500244140625,686.9000244140625,651.5499877929688,653.0,3891924
2024-10-09,691.6162719726562,693.6500244140625,707.7999877929688,685.0,685.0999755859375,2889487
2024-10-10,704.1793212890625,706.25,715.4000244140625,697.0,699.2000122070312,3112837
2024-10-11,706.4725341796875,708.5499877929688,711.0,695.1500244140625,706.25,1050211
2024-10-14,703.1323852539062,705.2000122070312,714.5999755859375,698.7999877929688,710.0,2285519
2024-10-15,710.5106811523438,712.5999755859375,713.9500122070312,702.5999755859375,707.0,1311750
2024-10-16,702.4842529296875,704.5499877929688,713.6500244140625,698.7999877929688,711.0,1318050
2024-10-17,685.2848510742188,687.2999877929688,704.9000244140625,679.7000122070312,704.9000244140625,2084447
2024-10-18,684.6866455078125,686.7000122070312,693.0,680.4000244140625,685.7999877929688,2267035
2024-10-21,677.0092163085938,679.0,714.5,675.0,692.0,7839775
2024-10-22,654.1763305664062,656.0999755859375,684.0499877929688,653.2999877929688,682.5499877929688,2782936
2024-10-23,656.7188720703125,658.6500244140625,665.1500244140625,649.0,652.2000122070312,1954862
2024-10-24,665.0443725585938,667.0,670.0,651.0499877929688,654.9500122070312,1637028
2024-10-25,689.2232666015625,691.25,695.3499755859375,656.4500122070312,672.6500244140625,5954183
2024-10-28,669.2819213867188,671.25,693.9000244140625,669.0,690.0,3468888
2024-10-29,676.7599487304688,678.75,685.3499755859375,669.0,674.9500122070312,3577891
2024-10-30,682.7423706054688,684.75,693.2000122070312,671.3499755859375,678.75,2087809
2024-10-31,674.7159423828125,676.7000122070312,683.0,669.0999755859375,680.0,2760863
2024-11-01,685.583984375,687.5999755859375,692.5999755859375,678.0499877929688,678.9000244140625,221089
2024-11-04,664.595703125,666.5499877929688,689.0,664.8499755859375,689.0,3848485
2024-11-05,666.0414428710938,668.0,670.4000244140625,650.9000244140625,665.9000244140625,2302218
2024-11-06,682.6426391601562,684.6500244140625,688.0,669.0,669.0,2440822
2024-11-07,681.7951049804688,683.7999877929688,691.9500122070312,678.7000122070312,690.1500244140625,3107810
2024-11-08,730.751220703125,732.9000244140625,742.8499755859375,693.6500244140625,710.0,26357564
2024-11-11,727.6104125976562,729.75,748.4000244140625,726.0499877929688,737.9500122070312,8143152
2024-11-12,728.258544921875,730.4000244140625,738.25,724.8499755859375,730.0,3386712
2024-11-13,712.05615234375,714.1500244140625,732.6500244140625,711.0,722.0999755859375,3327567
2024-11-14,739.1763916015625,741.3499755859375,742.75,709.6500244140625,714.0499877929688,5837816
2024-11-18,735.03857421875,737.2000122070312,745.3499755859375,732.9000244140625,742.0999755859375,4613449
2024-11-19,751.789306640625,754.0,760.9500122070312,740.25,742.0,4783332
2024-11-21,784.4931030273438,786.7999877929688,796.25,754.0,760.0,14956651
2024-11-22,796.7072143554688,799.0499877929688,801.0999755859375,780.5499877929688,786.0,4437615
2024-11-25,795.7101440429688,798.0499877929688,809.9000244140625,792.5,809.25,7635903
2024-11-26,794.4139404296875,796.75,805.2000122070312,785.0999755859375,798.0499877929688,3528333
2024-11-27,786.5870361328125,788.9000244140625,795.6500244140625,783.7999877929688,794.0999755859375,2632761
2024-11-28,776.267333984375,778.5499877929688,792.3499755859375,775.5,784.6500244140625,4958408
2024-11-29,791.02392578125,793.3499755859375,801.7000122070312,779.2999877929688,782.9500122070312,5379139
2024-12-02,798.7013549804688,801.0499877929688,806.0,790.8499755859375,795.0,3357264
2024-12-03,804.2849731445312,806.6500244140625,809.3499755859375,796.2999877929688,806.2000122070312,2897727
2024-12-04,808.5225219726562,810.9000244140625,816.9500122070312,805.0,806.0,3670183
2024-12-05,817.6954956054688,820.0999755859375,822.5,809.0499877929688,816.0,2535375
2024-12-06,824.226318359375,826.6500244140625,831.7999877929688,817.0,821.5999755859375,2406124
2024-12-09,834.745361328125,837.2000122070312,841.9000244140625,825.0999755859375,827.0,2652196
2024-12-10,836.0913696289062,838.5499877929688,841.8499755859375,828.5,832.5,2554205
2024-12-11,833.94775390625,836.4000244140625,846.4500122070312,833.75,837.9000244140625,2299448
2024-12-12,834.246826171875,836.7000122070312,843.4000244140625,831.0,836.7999877929688,2509100
2024-12-13,853.0913696289062,855.5999755859375,857.1500244140625,830.7000122070312,832.0,2675004
2024-12-16,865.1061401367188,867.6500244140625,868.4000244140625,851.4000244140625,856.7999877929688,3250607
2024-12-17,877.4697265625,880.0499877929688,883.9500122070312,864.0999755859375,866.5,4441179
2024-12-18,878.8157958984375,881.4000244140625,883.9500122070312,869.5499877929688,877.0,2412038
2024-12-19,877.4697265625,880.0499877929688,886.2000122070312,870.0999755859375,875.0,2547244
2024-12-20,851.5958251953125,854.0999755859375,882.5,851.75,879.0499877929688,1857079
2024-12-23,856.8803100585938,859.4000244140625,864.25,848.5,857.0,2825946
2024-12-24,860.1207885742188,862.6500244140625,873.0999755859375,851.2999877929688,860.0,1847080
2024-12-26,865.754150390625,868.2999877929688,872.2999877929688,854.2000122070312,865.0,1675879
2024-12-27,858.0767211914062,860.5999755859375,870.5499877929688,857.5999755859375,869.0,1954288
2024-12-30,887.0416259765625,889.6500244140625,894.9000244140625,856.0,860.5999755859375,15311485
2024-12-31,874.97705078125,877.5499877929688,881.0,858.0,881.0,4097079
2025-01-01,871.0386352539062,873.5999755859375,882.2000122070312,871.0499877929688,875.0,1243720
2025-01-02,876.9213256835938,879.5,883.8499755859375,866.25,883.0,4892368
2025-01-03,869.8920288085938,872.4500122070312,879.7999877929688,868.1500244140625,878.0,2731682
2025-01-06,841.7747192382812,844.25,876.4500122070312,839.4000244140625,870.4000244140625,3830079
2025-01-07,849.6515502929688,852.1500244140625,858.4500122070312,844.3499755859375,844.9500122070312,1660940
2025-01-08,832.4521484375,834.9000244140625,857.0,828.75,857.0,2322204
2025-01-09,820.4374389648438,822.8499755859375,841.3499755859375,815.7000122070312,835.4000244140625,3473380
2025-01-10,803.5371704101562,805.9000244140625,825.4000244140625,798.3499755859375,822.9500122070312,2813197
2025-01-13,753.8831176757812,756.0999755859375,801.8499755859375,754.5999755859375,800.0999755859375,3945444
2025-01-14,779.1090087890625,781.4000244140625,783.9000244140625,751.5499877929688,760.5499877929688,5079100
2025-01-15,809.0210571289062,811.4000244140625,819.5,786.0,786.0,6492665
2025-01-16,809.0708618164062,811.4500122070312,820.8499755859375,806.9000244140625,818.8499755859375,1951897
2025-01-17,810.9652709960938,813.3499755859375,822.9000244140625,803.5999755859375,822.9000244140625,2381426
2025-01-20,790.6749877929688,793.0,834.9500122070312,778.7000122070312,826.6500244140625,11627000
2025-01-21,758.1206665039062,760.3499755859375,798.6500244140625,759.0999755859375,795.0,3343822
2025-01-22,770.4843139648438,772.75,774.0,751.5,764.4500122070312,6271590
2025-01-23,772.827392578125,775.0999755859375,778.9000244140625,759.0499877929688,771.0,2462777
2025-01-24,778.9095458984375,781.2000122070312,789.5999755859375,772.5999755859375,775.0499877929688,3252107
2025-01-27,757.9711303710938,760.2000122070312,778.7999877929688,757.0,772.0999755859375,3360806
2025-01-28,751.4901733398438,753.7000122070312,769.4000244140625,745.0,761.9000244140625,2281702
2025-01-29,775.270263671875,777.5499877929688,780.0499877929688,749.0499877929688,750.0,2589510
2025-01-30,758.9682006835938,761.2000122070312,782.7000122070312,758.3499755859375,781.5,2728643
2025-01-31,762.4579467773438,764.7000122070312,771.3499755859375,759.0,762.5,2505181
2025-02-01,799.1002197265625,801.4500122070312,805.5,723.4500122070312,769.0,3815173
2025-02-03,813.8069458007812,816.2000122070312,820.5,784.9000244140625,801.4000244140625,4664849
2025-02-04,825.7717895507812,828.2000122070312,832.0,813.5499877929688,819.5999755859375,3055036
2025-02-05,813.5078735351562,815.9000244140625,836.0,811.8499755859375,828.2000122070312,3665455
2025-02-06,787.783447265625,790.0999755859375,816.0999755859375,783.2999877929688,815.7999877929688,3240318
2025-02-07,789.4784545898438,791.7999877929688,803.7999877929688,784.1500244140625,794.9000244140625,1439580
2025-02-10,774.4227905273438,776.7000122070312,797.75,773.2999877929688,794.9500122070312,1595160
2025-02-11,745.806884765625,748.0,776.0,743.25,776.0,2381688
2025-02-12,729.05615234375,731.2000122070312,747.7000122070312,724.5,746.0,2506996
2025-02-13,734.5899047851562,736.75,748.4500122070312,728.5499877929688,731.2000122070312,1494372
2025-02-14,708.1177368164062,710.2000122070312,743.0,700.7999877929688,741.9000244140625,2236429
2025-02-17,719.5341796875,721.6500244140625,723.7999877929688,682.7000122070312,695.0,4274281
2025-02-18,719.8333129882812,721.9500122070312,724.75,705.6500244140625,724.75,1958848
2025-02-19,744.5107421875,746.7000122070312,749.9000244140625,715.75,721.9500122070312,3899571
2025-02-20,758.768798828125,761.0,762.4500122070312,742.3499755859375,749.6500244140625,2195581
2025-02-21,755.328857421875,757.5499877929688,779.4000244140625,753.2000122070312,765.4500122070312,2751438
2025-02-24,726.6632080078125,728.7999877929688,749.9500122070312,726.5,745.0,2127479
2025-02-25,722.525390625,724.6500244140625,733.3499755859375,714.0,728.0,3208719
2025-02-27,722.2261962890625,724.3499755859375,732.8499755859375,716.0999755859375,722.0999755859375,2263480
2025-02-28,714.0004272460938,716.0999755859375,726.7999877929688,703.2000122070312,718.0,8666007
2025-03-03,724.6192016601562,726.75,732.75,711.0,716.5,2801208
2025-03-04,714.798095703125,716.9000244140625,728.1500244140625,708.25,714.1500244140625,4045349
2025-03-05,754.9799194335938,757.2000122070312,758.4500122070312,718.0499877929688,718.7999877929688,3266569
2025-03-06,746.9535522460938,749.1500244140625,763.5499877929688,745.0,763.0,2390595
2025-03-07,742.1177368164062,744.2999877929688,756.0499877929688,737.9500122070312,754.0,1815446
2025-03-10,738.8274536132812,741.0,756.5,737.1500244140625,745.0,2531433
2025-03-11,746.8538208007812,749.0499877929688,751.4500122070312,728.4000244140625,735.0,1969774
2025-03-12,747.1528930664062,749.3499755859375,758.5,743.7999877929688,748.0,1433765
2025-03-13,748.249755859375,750.4500122070312,765.0,749.0,760.0,2525352
2025-03-17,751.0913696289062,753.2999877929688,758.9500122070312,740.25,752.5,2732584
2025-03-18,751.0913696289062,753.2999877929688,753.2999877929688,753.2999877929688,753.2999877929688,0
2025-03-19,808.2233276367188,810.5999755859375,824.7000122070312,785.2999877929688,787.9000244140625,5540032
2025-03-20,813.7072143554688,816.0999755859375,822.0,802.6500244140625,821.7999877929688,2288339
2025-03-21,822.2820434570312,824.7000122070312,831.8499755859375,810.3499755859375,817.25,4943628
2025-03-24,839.6309814453125,842.0999755859375,847.0,827.0999755859375,829.75,3298938
2025-03-25,826.1207275390625,828.5499877929688,858.0,824.0,850.0499877929688,4138908
2025-03-26,805.8303833007812,808.2000122070312,838.0,803.4000244140625,832.0,2774470
2025-03-27,788.2321166992188,790.5499877929688,816.5,786.0999755859375,800.0999755859375,25416536
2025-03-28,785.2409057617188,787.5499877929688,803.0,783.3499755859375,793.5499877929688,3391846
2025-04-01,803.3875732421875,805.75,809.0,781.9500122070312,794.0499877929688,2351502
2025-04-02,827.716064453125,830.1500244140625,834.0,806.3499755859375,810.0,5345446
2025-04-03,828.6134033203125,831.0499877929688,837.9000244140625,820.5,825.0,1678841
2025-04-04,797.00634765625,799.3499755859375,834.7999877929688,796.0,831.0499877929688,3294067
2025-04-07,749.7453002929688,751.9500122070312,773.0,735.0,744.0,5939742
2025-04-08,771.331787109375,773.5999755859375,779.0,761.7999877929688,765.0,4622541
2025-04-09,765.9476928710938,768.2000122070312,778.0,754.25,778.0,2430488
