date_,adj close_ncc.ns,close_ncc.ns,high_ncc.ns,low_ncc.ns,open_ncc.ns,volume_ncc.ns
2024-02-23,250.44935607910156,254.6999969482422,260.0,237.5,242.0,22253031
2024-02-26,249.22021484375,253.4499969482422,264.8999938964844,251.25,255.0,9126385
2024-02-27,255.66090393066406,260.0,267.3999938964844,250.3000030517578,255.3000030517578,13554384
2024-02-28,244.15615844726562,248.3000030517578,263.45001220703125,246.5,260.0,7054746
2024-02-29,242.9761962890625,247.10000610351562,250.6999969482422,240.10000610351562,249.3000030517578,8271280
2024-03-01,248.826904296875,253.0500030517578,257.6000061035156,245.1999969482422,248.3000030517578,7892877
2024-03-04,246.07362365722656,250.25,259.8500061035156,249.0,257.8999938964844,3539811
2024-03-05,257.48004150390625,261.8500061035156,263.3999938964844,247.75,251.25,8973532
2024-03-06,250.252685546875,254.5,263.95001220703125,252.25,261.8999938964844,4998255
2024-03-07,254.0384521484375,258.3500061035156,261.5,252.60000610351562,255.89999389648438,3866893
2024-03-11,239.82957458496094,243.89999389648438,259.54998779296875,241.25,259.45001220703125,4645379
2024-03-12,232.15977478027344,236.10000610351562,248.5,233.64999389648438,244.6999969482422,6226229
2024-03-13,207.3803253173828,210.89999389648438,239.39999389648438,208.0,239.0,12597397
2024-03-14,235.7488555908203,239.75,249.4499969482422,200.5500030517578,206.0,18385354
2024-03-15,229.35733032226562,233.25,239.1999969482422,224.10000610351562,234.0,7507917
2024-03-18,219.6717071533203,223.39999389648438,237.6999969482422,221.10000610351562,229.0500030517578,7085446
2024-03-19,210.3302459716797,213.89999389648438,227.5,211.39999389648438,223.39999389648438,7186823
2024-03-20,214.4110107421875,218.0500030517578,224.75,215.39999389648438,215.5500030517578,9773515
2024-03-21,233.388916015625,237.35000610351562,241.39999389648438,221.64999389648438,221.89999389648438,15894109
2024-03-22,232.84808349609375,236.8000030517578,238.75,231.5,236.0,5473274
2024-03-26,239.7312774658203,243.8000030517578,245.64999389648438,231.10000610351562,237.0,8168915
2024-03-27,236.5846710205078,240.60000610351562,246.60000610351562,237.0,244.39999389648438,5522282
2024-03-28,228.47235107421875,232.35000610351562,243.5,231.0,240.75,5024689
2024-04-01,238.99378967285156,243.0500030517578,245.60000610351562,236.5,238.0,7519987
2024-04-02,257.3817138671875,261.75,264.0,240.1999969482422,243.1999969482422,18430597
2024-04-03,252.71096801757812,257.0,266.79998779296875,255.64999389648438,259.54998779296875,8583612
2024-04-04,250.8426971435547,255.10000610351562,259.5,248.0,259.20001220703125,8272186
2024-04-05,268.1489562988281,272.70001220703125,278.04998779296875,254.0,255.10000610351562,32794515
2024-04-08,261.708251953125,266.1499938964844,275.3999938964844,264.25,274.75,8263817
2024-04-09,259.4958190917969,263.8999938964844,272.0,260.70001220703125,268.0,5706544
2024-04-10,261.01995849609375,265.45001220703125,268.8999938964844,261.6000061035156,265.20001220703125,5350247
2024-04-12,253.35011291503906,257.6499938964844,267.54998779296875,256.1499938964844,264.75,5282838
2024-04-15,248.9252166748047,253.14999389648438,258.5,242.8000030517578,247.10000610351562,6124033
2024-04-16,243.4678497314453,247.60000610351562,257.8999938964844,247.0,251.9499969482422,4534021
2024-04-18,239.92791748046875,244.0,251.3000030517578,243.0,246.0,4037057
2024-04-19,238.4529571533203,242.5,245.10000610351562,236.39999389648438,240.0500030517578,4208929
2024-04-22,238.4529571533203,242.5,246.64999389648438,241.3000030517578,245.5,2920384
2024-04-23,242.53369140625,246.64999389648438,252.5,243.5,243.8000030517578,4305751
2024-04-24,245.0411376953125,249.1999969482422,258.6000061035156,247.5,247.60000610351562,5782453
2024-04-25,242.73037719726562,246.85000610351562,250.5,246.10000610351562,250.3000030517578,2661407
2024-04-26,245.6802978515625,249.85000610351562,254.60000610351562,247.6999969482422,249.60000610351562,5435078
2024-04-29,241.89454650878906,246.0,253.39999389648438,244.0,251.8000030517578,3106889
2024-04-30,238.15797424316406,242.1999969482422,250.89999389648438,240.10000610351562,247.10000610351562,3512334
2024-05-02,242.38621520996094,246.5,249.39999389648438,238.89999389648438,243.3000030517578,4237190
2024-05-03,241.2062225341797,245.3000030517578,249.8000030517578,244.1999969482422,248.4499969482422,2910129
2024-05-06,246.6144561767578,250.8000030517578,253.25,242.5,248.39999389648438,8342734
2024-05-07,237.37130737304688,241.39999389648438,254.3000030517578,240.0,252.0,6015045
2024-05-08,242.09120178222656,246.1999969482422,247.89999389648438,235.5500030517578,240.89999389648438,4337172
2024-05-09,232.15977478027344,236.10000610351562,248.6999969482422,235.0,244.9499969482422,3196481
2024-05-10,238.2563018798828,242.3000030517578,243.5,230.5500030517578,237.0,4147555
2024-05-13,235.9455108642578,239.9499969482422,242.89999389648438,234.39999389648438,242.3000030517578,2564346
2024-05-14,248.97438049316406,253.1999969482422,254.1999969482422,241.3000030517578,241.89999389648438,7580929
2024-05-15,247.2044219970703,251.39999389648438,257.6000061035156,250.10000610351562,254.0,4049784
2024-05-16,268.9847717285156,273.54998779296875,275.0,254.8000030517578,256.0,37729197
2024-05-17,271.1972351074219,275.79998779296875,280.29998779296875,271.0,274.0,11471188
2024-05-21,283.2427673339844,288.04998779296875,292.25,268.3999938964844,276.5,15270139
2024-05-22,284.2752380371094,289.1000061035156,294.0,284.6000061035156,289.5,5614745
2024-05-23,283.3902893066406,288.20001220703125,293.6000061035156,285.0,289.0,5298590
2024-05-24,277.1954040527344,281.8999938964844,290.45001220703125,281.0,289.1000061035156,3367743
2024-05-27,280.39117431640625,285.1499938964844,289.29998779296875,274.6499938964844,283.6499938964844,4533439
2024-05-28,274.294677734375,278.95001220703125,286.0,275.29998779296875,285.70001220703125,3748690
2024-05-29,280.9320373535156,285.70001220703125,292.1000061035156,276.04998779296875,278.95001220703125,8864622
2024-05-30,280.8828430175781,285.6499938964844,289.20001220703125,284.0,285.70001220703125,4092171
2024-05-31,282.1611633300781,286.95001220703125,297.70001220703125,284.54998779296875,288.8500061035156,9614276
2024-06-03,307.62890625,312.8500061035156,314.95001220703125,294.5,310.0,14268599
2024-06-04,262.05242919921875,266.5,314.3999938964844,250.3000030517578,314.0,25928252
2024-06-05,284.9143981933594,289.75,293.3999938964844,252.0500030517578,270.0,17969885
2024-06-06,307.28472900390625,312.5,319.75,295.8999938964844,295.95001220703125,23456443
2024-06-07,318.9369812011719,324.3500061035156,333.3500061035156,310.8999938964844,314.8999938964844,15848186
2024-06-10,326.803466796875,332.3500061035156,336.70001220703125,315.54998779296875,327.6000061035156,13347610
2024-06-11,319.9203186035156,325.3500061035156,334.29998779296875,323.1000061035156,333.04998779296875,7682848
2024-06-12,326.6559753417969,332.20001220703125,336.29998779296875,322.25,325.5,6598471
2024-06-13,320.3135986328125,325.75,335.3999938964844,324.5,335.3999938964844,4106643
2024-06-14,323.1160583496094,328.6000061035156,332.5,321.04998779296875,326.0,5496103
2024-06-18,317.0686950683594,322.45001220703125,333.45001220703125,321.04998779296875,328.6000061035156,4460771
2024-06-19,309.8905029296875,315.1499938964844,325.3999938964844,313.54998779296875,323.45001220703125,5485833
2024-06-20,320.8544006347656,326.29998779296875,328.0,314.29998779296875,316.6000061035156,6255443
2024-06-21,318.2978210449219,323.70001220703125,332.3500061035156,320.5,326.29998779296875,5944577
2024-06-24,316.67535400390625,322.04998779296875,330.8999938964844,318.29998779296875,321.95001220703125,5743711
2024-06-25,318.4944763183594,323.8999938964844,337.6000061035156,321.1499938964844,323.5,11877704
2024-06-26,323.6076965332031,329.1000061035156,330.3999938964844,322.25,324.75,3835615
2024-06-27,311.2179870605469,316.5,334.29998779296875,315.0,328.79998779296875,6683351
2024-06-28,311.1688232421875,316.45001220703125,324.04998779296875,315.0,318.75,4499083
2024-07-01,315.6920471191406,321.04998779296875,323.6499938964844,315.54998779296875,316.5,4404983
2024-07-02,326.7542724609375,332.29998779296875,335.0,322.6499938964844,322.70001220703125,14280634
2024-07-03,335.3091125488281,341.0,347.6000061035156,332.8999938964844,334.29998779296875,16565739
2024-07-04,334.1291198730469,339.79998779296875,344.79998779296875,335.0,342.5,5800573
2024-07-05,330.146728515625,335.75,340.8999938964844,334.0,339.79998779296875,5240026
2024-07-08,330.8350524902344,336.45001220703125,344.0,334.0,338.0,3918478
2024-07-09,330.1958923339844,335.79998779296875,348.45001220703125,333.04998779296875,339.0,4245587
2024-07-10,324.2960205078125,329.79998779296875,339.95001220703125,319.3999938964844,336.8999938964844,4451519
2024-07-11,327.29510498046875,332.8500061035156,335.5,325.04998779296875,331.1499938964844,3638658
2024-07-12,321.2477722167969,326.70001220703125,335.8999938964844,323.75,333.79998779296875,2709350
2024-07-15,328.37677001953125,333.95001220703125,335.0,320.75,327.3999938964844,3807712
2024-07-16,324.099365234375,329.6000061035156,336.54998779296875,328.3999938964844,334.0,2514134
2024-07-18,312.15216064453125,317.45001220703125,334.29998779296875,316.1000061035156,329.6000061035156,6814655
2024-07-19,304.0398254394531,309.20001220703125,321.75,308.0,317.79998779296875,4913803
2024-07-22,311.2179870605469,316.5,319.8999938964844,304.20001220703125,309.20001220703125,3554281
2024-07-23,332.11334228515625,337.75,349.70001220703125,295.5,320.0,51096336
2024-07-24,332.50665283203125,338.1499938964844,344.3500061035156,334.04998779296875,337.0,12132738
2024-07-25,329.6059265136719,335.20001220703125,338.70001220703125,329.29998779296875,334.29998779296875,7365421
2024-07-26,331.9658508300781,337.6000061035156,343.8999938964844,336.0,336.0,5356555
2024-07-29,335.25994873046875,340.95001220703125,346.5,335.0,337.6499938964844,5353404
2024-07-30,332.8999938964844,338.54998779296875,344.70001220703125,337.1000061035156,341.20001220703125,2556807
2024-07-31,351.97625732421875,357.95001220703125,364.5,337.54998779296875,339.0,26984947
2024-08-01,340.6681823730469,346.45001220703125,362.6000061035156,344.54998779296875,359.6000061035156,7827314
2024-08-02,338.4065246582031,344.1499938964844,351.0,334.04998779296875,340.79998779296875,6391652
2024-08-05,316.6261901855469,322.0,334.6499938964844,316.5,325.29998779296875,12857054
2024-08-06,305.9572448730469,311.1499938964844,333.1000061035156,309.29998779296875,326.95001220703125,9922163
2024-08-07,313.9220886230469,319.25,328.5,315.25,322.20001220703125,9628852
2024-08-08,312.8404541015625,318.1499938964844,324.0,314.29998779296875,320.04998779296875,5670052
2024-08-09,318.59283447265625,324.0,326.5,320.1000061035156,322.5,4450582
2024-08-12,316.8228454589844,322.20001220703125,327.29998779296875,319.20001220703125,323.20001220703125,4431611
2024-08-13,313.1846008300781,318.5,324.1000061035156,317.1000061035156,323.04998779296875,4492123
2024-08-14,304.7773132324219,309.95001220703125,320.1499938964844,308.75,319.5,4624463
2024-08-16,304.678955078125,309.8500061035156,317.29998779296875,308.5,313.0,5461637
2024-08-19,322.2310791015625,327.70001220703125,329.6000061035156,312.25,315.0,8242206
2024-08-20,312.5946044921875,317.8999938964844,328.3999938964844,317.3999938964844,328.3999938964844,5326632
2024-08-21,315.00372314453125,320.3500061035156,323.8500061035156,316.3999938964844,319.3500061035156,3310839
2024-08-22,315.5937194824219,320.95001220703125,324.0,318.75,321.0,2954548
2024-08-23,318.1502990722656,323.54998779296875,326.70001220703125,318.79998779296875,321.0,3317636
2024-08-26,315.6920471191406,321.04998779296875,325.0,320.20001220703125,325.0,2626225
2024-08-27,321.5918884277344,327.04998779296875,327.95001220703125,320.8500061035156,321.04998779296875,3141520
2024-08-28,318.0520324707031,323.45001220703125,328.1000061035156,322.75,328.0,2412917
2024-08-29,314.5612487792969,319.8999938964844,326.20001220703125,318.1000061035156,323.45001220703125,2116128
2024-08-30,315.89788818359375,319.04998779296875,323.54998779296875,317.0,320.3500061035156,2248874
2024-09-02,318.9672546386719,322.1499938964844,328.0,320.29998779296875,322.5,4095192
2024-09-03,321.24456787109375,324.45001220703125,327.29998779296875,322.25,322.79998779296875,2329754
2024-09-04,321.4920959472656,324.70001220703125,327.20001220703125,320.70001220703125,323.0,2519667
2024-09-05,322.729736328125,325.95001220703125,330.79998779296875,323.25,325.0,5092712
2024-09-06,313.02655029296875,316.1499938964844,326.8999938964844,314.29998779296875,326.3999938964844,4043943
2024-09-09,307.2838439941406,310.3500061035156,316.20001220703125,308.1000061035156,315.95001220703125,3150568
2024-09-10,313.9671630859375,317.1000061035156,318.6499938964844,311.54998779296875,311.95001220703125,2416222
2024-09-11,307.6799011230469,310.75,320.29998779296875,310.0,317.1000061035156,2182680
2024-09-12,314.5612487792969,317.70001220703125,318.70001220703125,312.70001220703125,312.70001220703125,1471368
2024-09-13,313.5711364746094,316.70001220703125,322.0,314.95001220703125,318.95001220703125,1819268
2024-09-16,307.8283996582031,310.8999938964844,317.3999938964844,310.29998779296875,317.04998779296875,2108867
2024-09-17,312.13543701171875,315.25,316.0,309.20001220703125,312.0,2489585
2024-09-18,309.2145690917969,312.29998779296875,316.25,310.95001220703125,314.54998779296875,1262646
2024-09-19,302.5807800292969,305.6000061035156,316.79998779296875,299.1000061035156,313.79998779296875,4080789
2024-09-20,311.8384094238281,314.95001220703125,316.0,306.1000061035156,306.79998779296875,4390539
2024-09-23,312.13543701171875,315.25,317.20001220703125,314.29998779296875,316.0,1972841
2024-09-24,307.8283996582031,310.8999938964844,316.45001220703125,310.20001220703125,315.45001220703125,1766946
2024-09-25,305.60064697265625,308.6499938964844,312.8999938964844,304.45001220703125,310.95001220703125,2230886
2024-09-26,303.3233642578125,306.3500061035156,309.8999938964844,303.29998779296875,309.6000061035156,3322771
2024-09-27,299.4123840332031,302.3999938964844,309.79998779296875,300.0,305.95001220703125,3025988
2024-09-30,298.7688293457031,301.75,306.8999938964844,293.04998779296875,297.29998779296875,5339354
2024-10-01,301.3431396484375,304.3500061035156,310.45001220703125,301.1000061035156,301.75,4657450
2024-10-03,297.97674560546875,300.95001220703125,307.79998779296875,296.04998779296875,300.3500061035156,3798451
2024-10-04,297.5311584472656,300.5,304.3999938964844,291.6499938964844,300.5,2778559
2024-10-07,294.2637939453125,297.20001220703125,303.0,289.25,302.04998779296875,3654337
2024-10-08,297.63018798828125,300.6000061035156,302.6000061035156,289.1499938964844,294.6499938964844,1931948
2024-10-09,295.94696044921875,298.8999938964844,305.20001220703125,297.1000061035156,302.0,1259863
2024-10-10,298.81829833984375,301.79998779296875,311.95001220703125,300.1499938964844,300.1499938964844,6260042
2024-10-11,295.5014343261719,298.45001220703125,302.45001220703125,296.8500061035156,301.79998779296875,1898716
2024-10-14,293.22412109375,296.1499938964844,301.29998779296875,295.20001220703125,299.0,1487277
2024-10-15,297.4816589355469,300.45001220703125,305.29998779296875,296.5,296.5,2118723
2024-10-16,306.4422607421875,309.5,310.95001220703125,300.3500061035156,300.3999938964844,3704301
2024-10-17,307.5313720703125,310.6000061035156,311.95001220703125,305.0,310.79998779296875,2554799
2024-10-18,307.8283996582031,310.8999938964844,312.8999938964844,302.75,310.6000061035156,1484634
2024-10-21,300.2044982910156,303.20001220703125,311.8999938964844,301.3500061035156,311.0,1228020
2024-10-22,288.818115234375,291.70001220703125,303.3500061035156,288.3999938964844,300.8500061035156,2450648
2024-10-23,286.144775390625,289.0,295.8999938964844,282.0,292.0,2637967
2024-10-24,285.5506896972656,288.3999938964844,292.79998779296875,283.54998779296875,290.04998779296875,2460308
2024-10-25,274.857421875,277.6000061035156,289.75,272.29998779296875,288.0,3456637
2024-10-28,280.0060119628906,282.79998779296875,285.45001220703125,270.6499938964844,278.0,2987089
2024-10-29,289.75872802734375,292.6499938964844,295.0,274.29998779296875,281.5,4231948
2024-10-30,289.41217041015625,292.29998779296875,296.70001220703125,290.79998779296875,292.04998779296875,2040636
2024-10-31,295.84796142578125,298.79998779296875,301.3999938964844,292.29998779296875,292.29998779296875,4043730
2024-11-01,309.5116271972656,312.6000061035156,317.95001220703125,311.3500061035156,317.95001220703125,2692573
2024-11-04,305.3531188964844,308.3999938964844,317.70001220703125,307.0,317.70001220703125,4084011
2024-11-05,303.6203918457031,306.6499938964844,309.95001220703125,304.1499938964844,306.8999938964844,1875573
2024-11-06,305.25408935546875,308.29998779296875,311.8500061035156,305.0,309.0,1840763
2024-11-07,313.12554931640625,316.25,321.8999938964844,301.04998779296875,308.20001220703125,6829914
2024-11-08,305.05609130859375,308.1000061035156,318.5,304.29998779296875,318.5,5144729
2024-11-11,300.6500244140625,303.6499938964844,309.5,301.8999938964844,306.25,2326121
2024-11-12,293.2736511230469,296.20001220703125,306.1000061035156,292.0,303.70001220703125,2713526
2024-11-13,276.88714599609375,279.6499938964844,293.79998779296875,278.3500061035156,293.70001220703125,2829137
2024-11-14,277.23370361328125,280.0,284.79998779296875,277.3500061035156,279.95001220703125,1771988
2024-11-18,274.90692138671875,277.6499938964844,279.95001220703125,271.1000061035156,279.95001220703125,2106803
2024-11-19,276.5901184082031,279.3500061035156,287.29998779296875,276.8999938964844,277.6000061035156,2132933
2024-11-21,269.26324462890625,271.95001220703125,280.8500061035156,269.25,279.70001220703125,2188398
2024-11-22,280.99615478515625,283.79998779296875,288.20001220703125,271.3999938964844,274.0,3029554
2024-11-25,296.64007568359375,299.6000061035156,305.8500061035156,289.1499938964844,290.0,6268071
2024-11-26,293.42218017578125,296.3500061035156,302.6000061035156,294.3500061035156,301.0,1964871
2024-11-27,297.8777160644531,300.8500061035156,303.3500061035156,293.1499938964844,296.70001220703125,2492820
2024-11-28,300.35302734375,303.3500061035156,306.79998779296875,300.0,302.5,1902316
2024-11-29,306.6402893066406,309.70001220703125,318.25,305.20001220703125,309.8999938964844,7915773
2024-12-02,306.04620361328125,309.1000061035156,312.0,307.95001220703125,311.8999938964844,1959994
2024-12-03,311.3928527832031,314.5,315.8999938964844,308.6000061035156,310.0,2982607
2024-12-04,309.0660705566406,312.1499938964844,317.0,311.29998779296875,316.3999938964844,2492299
2024-12-05,309.0165710449219,312.1000061035156,315.54998779296875,304.1499938964844,312.0,3950157
2024-12-06,310.9967956542969,314.1000061035156,326.45001220703125,310.1499938964844,310.1499938964844,9000800
2024-12-09,309.80865478515625,312.8999938964844,317.25,312.3500061035156,315.70001220703125,2122892
2024-12-10,310.15521240234375,313.25,315.6499938964844,308.5,313.0,2283312
2024-12-11,303.4223937988281,306.45001220703125,315.79998779296875,305.54998779296875,312.8999938964844,2467767
2024-12-12,298.6697998046875,301.6499938964844,308.3500061035156,301.0,307.79998779296875,1615787
2024-12-13,299.7094421386719,302.70001220703125,303.8500061035156,294.1000061035156,302.0,2100540
2024-12-16,305.69964599609375,308.75,309.6499938964844,300.3999938964844,302.70001220703125,2951596
2024-12-17,309.7591552734375,312.8500061035156,315.3999938964844,307.3500061035156,308.70001220703125,3962481
2024-12-18,298.62030029296875,301.6000061035156,313.8999938964844,299.3500061035156,313.8999938964844,2809153
2024-12-19,296.73907470703125,299.70001220703125,300.8999938964844,295.04998779296875,296.0,2280034
2024-12-20,284.7091064453125,287.54998779296875,301.20001220703125,286.5,299.3500061035156,4148853
2024-12-23,280.45159912109375,283.25,291.95001220703125,281.79998779296875,289.95001220703125,2018807
2024-12-24,280.2535400390625,283.04998779296875,286.95001220703125,281.5,284.3999938964844,1621265
2024-12-26,281.6892395019531,284.5,285.8500061035156,281.04998779296875,284.0,1434718
2024-12-27,276.39208984375,279.1499938964844,287.6000061035156,278.6499938964844,284.6499938964844,1546833
2024-12-30,267.6295166015625,270.29998779296875,279.6000061035156,268.5,279.1000061035156,3189138
2024-12-31,271.1939697265625,273.8999938964844,275.0,267.6000061035156,269.54998779296875,2595902
2025-01-01,274.7583923339844,277.5,280.70001220703125,274.3999938964844,275.79998779296875,2587818
2025-01-02,275.69903564453125,278.45001220703125,280.0,274.0,279.8999938964844,1877123
2025-01-03,274.2138366699219,276.95001220703125,280.95001220703125,275.8500061035156,279.6499938964844,2144591
2025-01-06,257.3818054199219,259.95001220703125,278.3500061035156,258.29998779296875,278.3500061035156,4653291
2025-01-07,270.2038269042969,272.8999938964844,274.95001220703125,262.0,262.0,5305088
2025-01-08,262.5799255371094,265.20001220703125,274.8999938964844,260.0,273.0,4089644
2025-01-09,256.0451354980469,258.6000061035156,265.6499938964844,257.0,264.29998779296875,2498157
2025-01-10,248.56971740722656,251.0500030517578,257.8500061035156,250.0500030517578,257.20001220703125,3423043
2025-01-13,235.59913635253906,237.9499969482422,250.3000030517578,235.0500030517578,245.4499969482422,4285699
2025-01-14,244.06466674804688,246.5,247.75,239.3000030517578,240.0,3079651
2025-01-15,240.40122985839844,242.8000030517578,249.3000030517578,239.10000610351562,247.75,3187929
2025-01-16,245.2032928466797,247.64999389648438,249.9499969482422,244.0,246.14999389648438,2236995
2025-01-17,250.54995727539062,253.0500030517578,254.5,244.75,245.0,4178628
2025-01-20,247.6291046142578,250.10000610351562,253.9499969482422,249.0500030517578,253.0500030517578,1836814
2025-01-21,240.10418701171875,242.5,252.0,241.39999389648438,251.85000610351562,3093278
2025-01-22,240.69825744628906,243.10000610351562,244.4499969482422,236.5,242.39999389648438,3281633
2025-01-23,244.75775146484375,247.1999969482422,247.89999389648438,236.5,244.0,2261336
2025-01-24,233.618896484375,235.9499969482422,248.39999389648438,235.0,247.0,2427054
2025-01-27,227.38113403320312,229.64999389648438,234.89999389648438,225.75,234.89999389648438,2723766
2025-01-28,222.8760986328125,225.10000610351562,234.64999389648438,217.64999389648438,233.4499969482422,6844608
2025-01-29,234.55950927734375,236.89999389648438,240.64999389648438,227.39999389648438,227.9499969482422,5135910
2025-01-30,239.51010131835938,241.89999389648438,246.0,231.0,236.8000030517578,4379998
2025-01-31,249.807373046875,252.3000030517578,253.0,240.10000610351562,241.9499969482422,3939083
2025-02-01,229.31187438964844,231.60000610351562,261.79998779296875,230.64999389648438,254.0,9633234
2025-02-03,214.95513916015625,217.10000610351562,231.60000610351562,211.1999969482422,231.60000610351562,12891416
2025-02-04,231.04458618164062,233.35000610351562,235.35000610351562,220.5500030517578,220.6999969482422,9398140
2025-02-05,237.5298614501953,239.89999389648438,247.6999969482422,232.0,232.0500030517578,13205767
2025-02-06,235.20309448242188,237.5500030517578,242.0,233.5,240.5,4078652
2025-02-07,205.251953125,207.3000030517578,221.89999389648438,203.1999969482422,221.89999389648438,30897975
2025-02-10,205.74700927734375,207.8000030517578,212.9499969482422,204.14999389648438,209.5,15040775
2025-02-11,194.50914001464844,196.4499969482422,208.0,193.14999389648438,207.89999389648438,10884228
2025-02-12,197.47950744628906,199.4499969482422,206.25,191.75,196.0500030517578,15180223
2025-02-13,195.84580993652344,197.8000030517578,204.39999389648438,197.0,201.6999969482422,6613635
2025-02-14,185.74658203125,187.60000610351562,198.89999389648438,185.64999389648438,197.8000030517578,9255779
2025-02-17,188.9149627685547,190.8000030517578,192.35000610351562,183.0,187.60000610351562,8091227
2025-02-18,184.31089782714844,186.14999389648438,190.1999969482422,183.10000610351562,190.0500030517578,4903574
2025-02-19,187.08323669433594,188.9499969482422,192.6999969482422,183.25,185.4499969482422,4845015
2025-02-20,190.9942169189453,192.89999389648438,195.85000610351562,188.39999389648438,189.75,5913985
2025-02-21,185.05348205566406,186.89999389648438,197.75,186.39999389648438,192.4499969482422,7867627
2025-02-24,183.61781311035156,185.4499969482422,186.8000030517578,182.64999389648438,186.0,5674029
2025-02-25,179.26129150390625,181.0500030517578,187.5,180.14999389648438,185.64999389648438,3750401
2025-02-27,176.93450927734375,178.6999969482422,181.60000610351562,177.0,181.0500030517578,5140051
2025-02-28,173.27105712890625,175.0,180.0,173.1999969482422,175.6999969482422,7407373
2025-03-03,174.8849639892578,176.6300048828125,179.94000244140625,170.0500030517578,177.00999450683594,7235057
2025-03-04,176.4988555908203,178.25999450683594,180.10000610351562,172.55999755859375,175.0,5406418
2025-03-05,184.66734313964844,186.50999450683594,187.0,176.5500030517578,176.5500030517578,6336898
2025-03-06,184.7960662841797,186.63999938964844,190.5,186.0,187.77999877929688,3720250
2025-03-07,182.9148406982422,184.74000549316406,187.64999389648438,183.85000610351562,186.61000061035156,3787519
2025-03-10,181.11280822753906,182.9199981689453,187.19000244140625,181.89999389648438,184.74000549316406,4499199
2025-03-11,183.22177124023438,185.0500030517578,187.19000244140625,178.99000549316406,182.39999389648438,4189103
2025-03-12,183.97425842285156,185.80999755859375,189.0,184.0,186.0,4099021
2025-03-13,184.02377319335938,185.86000061035156,189.91000366210938,184.10000610351562,186.8000030517578,4513074
2025-03-17,182.46926879882812,184.2899932861328,188.6699981689453,183.61000061035156,186.0,2549109
2025-03-18,182.46926879882812,184.2899932861328,184.2899932861328,184.2899932861328,184.2899932861328,0
2025-03-19,194.786376953125,196.72999572753906,197.38999938964844,192.0,193.89999389648438,5551847
2025-03-20,199.48944091796875,201.47999572753906,208.60000610351562,199.47000122070312,205.0,29225561
2025-03-21,203.99449157714844,206.02999877929688,207.39999389648438,200.0,201.97999572753906,7950268
2025-03-24,207.11337280273438,209.17999267578125,214.0,208.00999450683594,210.8000030517578,12695764
2025-03-25,202.70733642578125,204.72999572753906,210.9499969482422,203.0,210.92999267578125,6561010
2025-03-26,206.2420654296875,208.3000030517578,218.22000122070312,207.2100067138672,216.60000610351562,50652344
2025-03-27,206.4796905517578,208.5399932861328,213.47999572753906,207.60000610351562,209.0,9946960
2025-03-28,207.410400390625,209.47999572753906,212.5,207.75,209.4499969482422,6410609
