date_,adj close_saregama.ns,close_saregama.ns,high_saregama.ns,low_saregama.ns,open_saregama.ns,volume_saregama.ns
2024-01-16,346.32012939453125,356.6499938964844,366.6499938964844,356.0,366.1499938964844,373487
2024-01-17,342.04754638671875,352.25,356.25,349.3999938964844,354.8999938964844,381855
2024-01-18,332.91986083984375,342.8500061035156,354.79998779296875,341.6000061035156,350.1000061035156,506058
2024-01-19,335.68731689453125,345.70001220703125,350.0,340.04998779296875,345.25,366870
2024-01-23,326.1225891113281,335.8500061035156,353.8999938964844,333.1499938964844,352.6499938964844,363713
2024-01-24,323.0638122558594,332.70001220703125,338.79998779296875,325.8500061035156,336.0,565020
2024-01-25,338.9888000488281,349.1000061035156,352.45001220703125,334.20001220703125,334.95001220703125,1261859
2024-01-29,335.4445495605469,345.45001220703125,352.5,342.45001220703125,352.5,681609
2024-01-30,334.4249267578125,344.3999938964844,348.20001220703125,339.1000061035156,346.3999938964844,264282
2024-01-31,338.3576354980469,348.45001220703125,352.0,339.5,344.29998779296875,297837
2024-02-01,344.3780517578125,354.6499938964844,364.75,347.0,348.45001220703125,689603
2024-02-02,339.6199645996094,349.75,362.0,346.1499938964844,355.79998779296875,337733
2024-02-05,340.3482360839844,350.5,361.3999938964844,347.75,349.04998779296875,394120
2024-02-06,351.66082763671875,362.1499938964844,364.5,346.75,350.3999938964844,583138
2024-02-07,357.9725341796875,368.6499938964844,370.0,360.29998779296875,365.95001220703125,561887
2024-02-08,358.4580993652344,369.1499938964844,371.79998779296875,361.25,370.1499938964844,271775
2024-02-09,347.2911682128906,357.6499938964844,371.0,352.0,369.54998779296875,560127
2024-02-12,338.4547424316406,348.54998779296875,357.70001220703125,343.1000061035156,357.6499938964844,366803
2024-02-13,345.20343017578125,355.5,358.0,341.0,346.95001220703125,288540
2024-02-14,348.990478515625,359.3999938964844,362.70001220703125,351.6000061035156,353.20001220703125,367094
2024-02-15,379.48101806640625,390.79998779296875,395.45001220703125,360.0,360.0,2551827
2024-02-16,395.1147155761719,406.8999938964844,413.0,386.1000061035156,390.8999938964844,2802837
2024-02-19,400.1640930175781,412.1000061035156,419.3999938964844,407.6000061035156,407.70001220703125,1187844
2024-02-20,395.2603759765625,407.04998779296875,415.79998779296875,405.8999938964844,412.1000061035156,586282
2024-02-21,398.4475402832031,406.29998779296875,417.5,404.04998779296875,407.0,703233
2024-02-22,399.96759033203125,407.8500061035156,409.79998779296875,401.8500061035156,404.0,349878
2024-02-23,397.8591613769531,405.70001220703125,411.04998779296875,402.79998779296875,407.95001220703125,345171
2024-02-26,407.3226318359375,415.3500061035156,423.5,402.70001220703125,405.70001220703125,1278697
2024-02-27,412.0788879394531,420.20001220703125,429.20001220703125,418.0,420.0,946849
2024-02-28,403.98834228515625,411.95001220703125,428.70001220703125,409.0,423.79998779296875,736158
2024-02-29,394.77001953125,402.54998779296875,415.79998779296875,394.75,412.0,571574
2024-03-01,396.68231201171875,404.5,412.6499938964844,402.0,402.54998779296875,350493
2024-03-04,396.3390808105469,404.1499938964844,410.8999938964844,399.29998779296875,408.04998779296875,233565
2024-03-05,384.2768249511719,391.8500061035156,405.79998779296875,385.0,404.20001220703125,555378
2024-03-06,377.9024353027344,385.3500061035156,396.20001220703125,378.1000061035156,395.0,324718
2024-03-07,380.9425354003906,388.45001220703125,392.0,383.04998779296875,388.6000061035156,230928
2024-03-11,365.05560302734375,372.25,388.95001220703125,370.0,388.45001220703125,306592
2024-03-12,358.4850769042969,365.54998779296875,373.95001220703125,361.29998779296875,371.70001220703125,355041
2024-03-13,338.87164306640625,345.54998779296875,365.8500061035156,339.20001220703125,365.54998779296875,569756
2024-03-14,343.7259521484375,350.5,356.6000061035156,339.0,342.04998779296875,389578
2024-03-15,345.3440856933594,352.1499938964844,360.0,346.0,354.8999938964844,377357
2024-03-18,349.26678466796875,356.1499938964844,363.6000061035156,349.6000061035156,352.20001220703125,376091
2024-03-19,347.5015563964844,354.3500061035156,364.95001220703125,352.0,356.1499938964844,143842
2024-03-20,365.9872741699219,373.20001220703125,377.54998779296875,353.0,354.3999938964844,889818
2024-03-21,364.074951171875,371.25,380.45001220703125,369.75,375.0,172771
2024-03-22,357.9947509765625,365.04998779296875,373.3999938964844,362.20001220703125,371.25,210178
2024-03-26,352.35589599609375,359.29998779296875,364.54998779296875,355.0,363.04998779296875,336791
2024-03-27,341.6175231933594,348.3500061035156,362.04998779296875,344.29998779296875,362.04998779296875,609233
2024-03-28,340.6368713378906,347.3500061035156,350.79998779296875,340.25,340.25,663298
2024-04-01,352.4539794921875,359.3999938964844,361.0,348.04998779296875,348.04998779296875,274649
2024-04-02,371.5771179199219,378.8999938964844,382.6000061035156,360.0,364.0,1257830
2024-04-03,382.4135437011719,389.95001220703125,394.0,376.45001220703125,378.8999938964844,1056934
2024-04-04,379.7166748046875,387.20001220703125,394.04998779296875,382.29998779296875,392.8999938964844,238138
2024-04-05,382.60968017578125,390.1499938964844,392.8500061035156,383.04998779296875,387.0,201626
2024-04-08,386.92462158203125,394.54998779296875,401.5,384.25,389.0,597162
2024-04-09,383.4432373046875,391.0,401.8999938964844,386.25,397.6499938964844,430025
2024-04-10,387.07171630859375,394.70001220703125,396.45001220703125,385.54998779296875,390.79998779296875,319107
2024-04-12,378.4908447265625,385.95001220703125,395.95001220703125,385.0,394.70001220703125,230662
2024-04-15,381.432861328125,388.95001220703125,391.95001220703125,369.20001220703125,377.0,394748
2024-04-16,405.41033935546875,413.3999938964844,416.75,383.1000061035156,383.1000061035156,2358108
2024-04-18,417.7668151855469,426.0,432.5,417.1000061035156,420.20001220703125,1515902
2024-04-19,420.9539794921875,429.25,431.8500061035156,413.0,421.95001220703125,721085
2024-04-22,420.0223388671875,428.29998779296875,436.0,423.6000061035156,436.0,696359
2024-04-23,416.83514404296875,425.04998779296875,427.8999938964844,414.6000061035156,424.54998779296875,421941
2024-04-24,422.4740295410156,430.79998779296875,438.0,425.04998779296875,429.8999938964844,641523
2024-04-25,416.88421630859375,425.1000061035156,434.6000061035156,424.0,433.75,236484
2024-04-26,435.32086181640625,443.8999938964844,458.0,427.75,428.0,2331565
2024-04-29,430.22137451171875,438.70001220703125,455.3999938964844,435.6499938964844,438.54998779296875,618284
2024-04-30,422.3759765625,430.70001220703125,444.3999938964844,427.54998779296875,441.29998779296875,241400
2024-05-02,416.6390380859375,424.8500061035156,433.54998779296875,423.29998779296875,431.0,252753
2024-05-03,418.2081298828125,426.45001220703125,432.79998779296875,421.1000061035156,425.0,277150
2024-05-06,420.5617370605469,428.8500061035156,443.95001220703125,423.3500061035156,428.6499938964844,312019
2024-05-07,423.3075866699219,431.6499938964844,434.95001220703125,423.75,428.8500061035156,293885
2024-05-08,422.670166015625,431.0,437.8999938964844,426.0,431.3999938964844,215228
2024-05-09,421.10107421875,429.3999938964844,433.5,423.29998779296875,428.20001220703125,316997
2024-05-10,426.396728515625,434.79998779296875,445.5,425.0,427.29998779296875,450861
2024-05-13,418.355224609375,426.6000061035156,438.95001220703125,420.3999938964844,435.0,200286
2024-05-14,420.2184753417969,428.5,433.95001220703125,427.0,430.8500061035156,131595
2024-05-15,416.3938903808594,424.6000061035156,431.95001220703125,423.5,427.79998779296875,121932
2024-05-16,417.17840576171875,425.3999938964844,431.0,418.3500061035156,427.6000061035156,434677
2024-05-17,428.8974609375,437.3500061035156,441.79998779296875,424.45001220703125,425.0,274788
2024-05-21,417.96295166015625,426.20001220703125,431.3500061035156,422.6499938964844,430.0,168771
2024-05-22,402.90960693359375,410.8500061035156,429.1499938964844,407.6499938964844,424.1000061035156,380579
2024-05-23,457.33697509765625,466.3500061035156,470.5,404.0,411.04998779296875,6904199
2024-05-24,469.1050720214844,478.3500061035156,489.0,459.3999938964844,470.0,2478899
2024-05-27,473.3710021972656,482.70001220703125,499.0,475.54998779296875,480.0,1395732
2024-05-28,465.9178771972656,475.1000061035156,492.29998779296875,467.3999938964844,489.0,846897
2024-05-29,484.8938903808594,494.45001220703125,501.0,474.0,477.70001220703125,1174573
2024-05-30,497.3484191894531,507.1499938964844,509.95001220703125,490.0,494.45001220703125,1249049
2024-05-31,492.9353942871094,502.6499938964844,512.9500122070312,498.1000061035156,509.70001220703125,557164
2024-06-03,513.6766357421875,523.7999877929688,534.9500122070312,515.0,534.9500122070312,661417
2024-06-04,493.0824890136719,502.79998779296875,522.9500122070312,490.0,522.9500122070312,811334
2024-06-05,491.7095642089844,501.3999938964844,507.25,482.54998779296875,504.8999938964844,323496
2024-06-06,521.0807495117188,531.3499755859375,534.8499755859375,503.0,510.0,549763
2024-06-07,542.4103393554688,553.0999755859375,557.9500122070312,535.2000122070312,539.0,778240
2024-06-10,551.971923828125,562.8499755859375,569.0,550.0999755859375,560.0999755859375,633807
2024-06-11,552.1190185546875,563.0,567.0,556.0,564.9000244140625,228483
2024-06-12,539.4683227539062,550.0999755859375,570.7000122070312,542.5999755859375,564.9000244140625,482842
2024-06-13,537.8502197265625,548.4500122070312,559.9500122070312,543.9000244140625,552.0,194089
2024-06-14,540.0567626953125,550.7000122070312,555.2000122070312,545.0,548.4500122070312,439979
2024-06-18,542.3123168945312,553.0,564.4000244140625,549.5,551.0,235205
2024-06-19,546.0388793945312,556.7999877929688,566.0,544.5,561.2999877929688,995734
2024-06-20,544.56787109375,555.2999877929688,560.0,551.75,560.0,771941
2024-06-21,545.107177734375,555.8499755859375,581.4000244140625,553.6500244140625,557.9500122070312,721428
2024-06-24,533.044921875,543.5499877929688,559.25,540.0999755859375,555.8499755859375,205174
2024-06-25,541.4296875,552.0999755859375,563.5999755859375,546.0999755859375,546.0999755859375,911545
2024-06-26,546.18603515625,556.9500122070312,560.0,542.5499877929688,557.1500244140625,490565
2024-06-27,546.2349853515625,557.0,564.9000244140625,551.2000122070312,556.9500122070312,642985
2024-06-28,544.7150268554688,555.4500122070312,569.0,551.0499877929688,559.9500122070312,393993
2024-07-01,543.29296875,554.0,570.0,548.2999877929688,558.9500122070312,505459
2024-07-02,534.957275390625,545.5,555.75,543.0499877929688,554.7000122070312,138124
2024-07-03,537.703125,548.2999877929688,579.0,538.0499877929688,547.0,988583
2024-07-04,534.957275390625,545.5,553.9500122070312,544.2000122070312,546.9500122070312,175662
2024-07-05,537.2618408203125,547.8499755859375,551.5999755859375,543.0999755859375,544.4500122070312,102724
2024-07-08,530.0538940429688,540.5,553.2000122070312,535.5499877929688,547.9000244140625,267120
2024-07-09,529.318359375,539.75,551.0,537.0,540.3499755859375,248750
2024-07-10,512.3037719726562,522.4000244140625,550.0,515.9500122070312,540.0,410974
2024-07-11,508.38104248046875,518.4000244140625,528.8499755859375,516.25,522.4000244140625,174706
2024-07-12,514.5592651367188,524.7000122070312,530.5499877929688,519.0499877929688,520.0499877929688,206517
2024-07-15,524.1697998046875,534.5,538.7000122070312,521.0499877929688,532.5,527050
2024-07-16,528.9260864257812,539.3499755859375,546.0,535.0,535.0,308854
2024-07-18,531.819091796875,542.2999877929688,545.9500122070312,527.2999877929688,540.0,316793
2024-07-19,519.119384765625,529.3499755859375,541.9000244140625,523.1500244140625,533.5,293077
