date_,adj close_saregama.ns,close_saregama.ns,high_saregama.ns,low_saregama.ns,open_saregama.ns,volume_saregama.ns
2024-07-22,519.8058471679688,530.0499877929688,534.0499877929688,510.6000061035156,518.0499877929688,157808
2024-07-23,522.600830078125,532.9000244140625,536.0,516.0999755859375,531.0,210525
2024-07-24,530.7894287109375,541.25,550.0,530.0,532.1500244140625,192846
2024-07-25,523.8756713867188,534.2000122070312,548.5,520.2000122070312,540.5,171970
2024-07-26,534.4179077148438,544.9500122070312,575.0,537.0499877929688,540.5,1574022
2024-07-29,542.2633056640625,552.9500122070312,562.25,543.3499755859375,546.7000122070312,480627
2024-07-30,549.0789794921875,559.9000244140625,566.0,550.2000122070312,553.0,441816
2024-07-31,543.29296875,554.0,573.5,551.5499877929688,560.5999755859375,369673
2024-08-01,526.5234985351562,536.9000244140625,573.8499755859375,534.0,573.5,349515
2024-08-02,510.39141845703125,520.4500122070312,565.5499877929688,515.3499755859375,528.6500244140625,1071133
2024-08-05,482.6383361816406,492.1499938964844,510.45001220703125,486.79998779296875,507.8500061035156,659187
2024-08-06,495.0929260253906,504.8500061035156,520.0,488.75,496.79998779296875,483312
2024-08-07,480.5298767089844,490.0,512.0,488.6499938964844,509.79998779296875,292365
2024-08-08,480.7260437011719,490.20001220703125,493.95001220703125,482.04998779296875,491.0,193674
2024-08-09,470.7231750488281,480.0,500.0,477.0,500.0,240198
2024-08-12,479.0098571777344,488.45001220703125,506.8999938964844,477.04998779296875,480.5,2788795
2024-08-13,486.31585693359375,495.8999938964844,506.0,488.45001220703125,493.0,889566
2024-08-14,483.37384033203125,492.8999938964844,499.04998779296875,483.25,496.8999938964844,312899
2024-08-16,502.4969787597656,512.4000244140625,515.9000244140625,497.25,501.95001220703125,393219
2024-08-19,517.844482421875,528.0499877929688,536.7999877929688,516.8499755859375,517.0,325623
2024-08-20,519.2174682617188,529.4500122070312,534.5999755859375,522.75,528.7999877929688,194300
2024-08-21,522.3065795898438,532.5999755859375,535.4000244140625,523.0499877929688,532.0999755859375,154636
2024-08-22,513.9708251953125,524.0999755859375,549.3499755859375,516.0,537.3499755859375,442187
2024-08-23,515.2947998046875,525.4500122070312,533.0,521.5999755859375,528.3499755859375,238802
2024-08-26,505.2428894042969,515.2000122070312,529.2999877929688,507.0,529.2000122070312,299638
2024-08-27,507.44940185546875,517.4500122070312,524.0,508.1499938964844,515.2000122070312,196372
2024-08-28,512.2056274414062,522.2999877929688,533.2999877929688,512.9500122070312,518.7000122070312,263246
2024-08-29,511.5191650390625,521.5999755859375,527.4000244140625,510.0,524.7999877929688,204551
2024-08-30,498.6233215332031,508.45001220703125,524.0499877929688,505.95001220703125,522.0999755859375,266854
2024-09-02,496.80908203125,506.6000061035156,514.7999877929688,504.75,511.8500061035156,187844
2024-09-03,491.8076477050781,501.5,513.9500122070312,501.0,509.8999938964844,184065
2024-09-04,487.73785400390625,497.3500061035156,505.04998779296875,489.79998779296875,499.5,172319
2024-09-05,491.8566589355469,501.54998779296875,504.3500061035156,495.1000061035156,502.0,129951
2024-09-06,494.94580078125,504.70001220703125,508.75,497.04998779296875,505.0,149071
2024-09-09,491.90570068359375,501.6000061035156,504.0,488.29998779296875,501.20001220703125,155956
2024-09-10,514.1669311523438,524.2999877929688,527.9000244140625,502.3500061035156,504.95001220703125,285386
2024-09-11,510.48944091796875,520.5499877929688,533.0,518.5999755859375,529.0,252382
2024-09-12,507.7435607910156,517.75,528.2999877929688,509.1000061035156,527.9000244140625,131861
2024-09-13,512.3037719726562,522.4000244140625,525.5,515.0999755859375,522.9000244140625,110004
2024-09-16,509.6069030761719,519.6500244140625,540.0,517.6500244140625,529.0,264285
2024-09-17,508.528076171875,518.5499877929688,527.0,515.0999755859375,521.9000244140625,154903
2024-09-18,505.5860900878906,515.5499877929688,525.0,508.75,522.2000122070312,128357
2024-09-19,506.0764465332031,516.0499877929688,522.2999877929688,505.0,519.2999877929688,199889
2024-09-20,507.0570983886719,517.0499877929688,520.0,506.04998779296875,515.0999755859375,122516
2024-09-23,506.7629089355469,516.75,523.9000244140625,503.6499938964844,520.7000122070312,261521
2024-09-24,518.7271118164062,528.9500122070312,536.0,516.75,519.5999755859375,337848
2024-09-25,602.6237182617188,614.5,632.0,525.5,532.0999755859375,14133321
2024-09-26,578.057861328125,589.4500122070312,608.7999877929688,583.2000122070312,595.0,3437916
2024-09-27,555.1590576171875,566.0999755859375,588.25,562.2000122070312,584.0,920605
2024-09-30,619.5403442382812,631.75,642.0,559.5999755859375,566.0999755859375,15253647
2024-10-01,661.5131225585938,674.5499877929688,688.9000244140625,604.0,624.7000122070312,9085950
2024-10-03,635.9175415039062,648.4500122070312,675.0,638.5499877929688,658.7999877929688,4202366
2024-10-04,596.2493286132812,608.0,649.9500122070312,602.0,642.0,1632874
2024-10-07,572.5170288085938,583.7999877929688,625.3499755859375,575.5499877929688,612.0,1444660
2024-10-08,622.5804443359375,634.8499755859375,649.0,576.9000244140625,579.9500122070312,5857821
2024-10-09,611.20458984375,623.25,649.9000244140625,620.0,632.0,1241194
2024-10-10,594.6312255859375,606.3499755859375,626.7000122070312,603.0,624.9500122070312,706763
2024-10-11,576.2926635742188,587.6500244140625,608.5499877929688,584.0499877929688,606.75,841365
2024-10-14,539.8115844726562,550.4500122070312,589.8499755859375,536.6500244140625,589.8499755859375,2953322
2024-10-15,541.5768432617188,552.25,558.4500122070312,538.7999877929688,555.9500122070312,1324059
2024-10-16,556.2379150390625,567.2000122070312,574.7000122070312,538.0999755859375,552.75,1648146
2024-10-17,536.2321166992188,546.7999877929688,573.5,545.0,570.7999877929688,617014
2024-10-18,526.4254150390625,536.7999877929688,543.8499755859375,530.0,543.8499755859375,643199
2024-10-21,496.80908203125,506.6000061035156,537.4500122070312,503.1000061035156,536.5499877929688,1197224
2024-10-22,495.583251953125,505.3500061035156,523.5,495.5,509.75,2114176
2024-10-23,491.2682800292969,500.95001220703125,517.9500122070312,485.54998779296875,499.8999938964844,1188394
2024-10-24,491.12115478515625,500.79998779296875,503.5,495.1000061035156,495.95001220703125,371336
2024-10-25,476.0678405761719,485.45001220703125,499.75,466.3999938964844,499.75,778468
2024-10-28,472.1941833496094,481.5,485.04998779296875,468.0,481.0,707788
2024-10-29,490.53277587890625,500.20001220703125,503.70001220703125,480.0,480.0,1417204
2024-10-30,500.3395080566406,510.20001220703125,523.0,493.1000061035156,496.1000061035156,849674
2024-10-31,527.8964233398438,538.2999877929688,551.9000244140625,504.54998779296875,511.8500061035156,1815674
2024-11-01,522.9930419921875,533.2999877929688,550.0,523.2000122070312,540.0,233370
2024-11-04,525.93505859375,536.2999877929688,539.4000244140625,506.3500061035156,527.4000244140625,848882
2024-11-05,502.59503173828125,512.5,543.2999877929688,506.45001220703125,535.9000244140625,1738357
2024-11-06,489.3069152832031,498.95001220703125,517.5999755859375,494.0,511.54998779296875,1166893
2024-11-07,502.59503173828125,512.5,522.4000244140625,497.0,499.6499938964844,881574
2024-11-08,484.79583740234375,494.3500061035156,512.0,492.0,512.0,410757
2024-11-11,472.7335205078125,482.04998779296875,493.95001220703125,476.20001220703125,493.95001220703125,581107
2024-11-12,463.9565124511719,473.1000061035156,484.0,470.0,482.8999938964844,284819
2024-11-13,466.5062561035156,475.70001220703125,483.95001220703125,439.1000061035156,470.0,1260328
2024-11-14,478.9607849121094,488.3999938964844,497.04998779296875,471.0,477.45001220703125,664126
2024-11-18,457.6802062988281,466.70001220703125,485.0,459.0,485.0,483804
2024-11-19,460.72027587890625,469.79998779296875,482.54998779296875,462.0,462.0,541218
2024-11-21,439.48870849609375,448.1499938964844,465.8999938964844,446.3500061035156,464.0,491826
2024-11-22,445.71600341796875,454.5,461.8999938964844,446.8500061035156,448.20001220703125,409767
2024-11-25,464.93719482421875,474.1000061035156,488.75,456.25,461.25,829741
2024-11-26,474.6458435058594,484.0,499.6000061035156,470.0,471.5,851615
2024-11-27,486.2178039550781,495.79998779296875,498.04998779296875,481.5,484.0,268780
2024-11-28,488.7675476074219,498.3999938964844,512.4000244140625,491.1499938964844,495.79998779296875,446131
2024-11-29,498.86846923828125,508.70001220703125,515.5,488.0,495.0,534313
2024-12-02,509.99908447265625,520.0499877929688,522.0999755859375,503.79998779296875,511.5,581953
2024-12-03,508.38104248046875,518.4000244140625,525.0499877929688,516.6500244140625,524.25,280115
2024-12-04,510.6855773925781,520.75,531.0,516.0,520.7999877929688,538608
2024-12-05,510.8327331542969,520.9000244140625,525.9000244140625,514.0,520.9000244140625,363149
2024-12-06,506.7138977050781,516.7000122070312,528.5,514.75,520.9000244140625,230670
2024-12-09,496.5639343261719,506.3500061035156,520.5999755859375,505.0,518.9000244140625,201650
2024-12-10,497.9858703613281,507.79998779296875,511.79998779296875,498.6000061035156,506.3500061035156,258370
2024-12-11,505.8312683105469,515.7999877929688,518.9500122070312,506.04998779296875,511.0,210707
2024-12-12,489.7972717285156,499.45001220703125,518.0499877929688,496.8500061035156,517.3499755859375,294869
2024-12-13,486.95330810546875,496.54998779296875,501.70001220703125,492.0,499.8500061035156,267466
2024-12-16,485.7764892578125,495.3500061035156,503.0,492.95001220703125,500.0,235501
2024-12-17,487.8359069824219,497.45001220703125,510.0,495.1000061035156,495.3500061035156,378661
2024-12-18,490.18951416015625,499.8500061035156,503.8999938964844,492.04998779296875,501.04998779296875,148353
2024-12-19,488.42431640625,498.04998779296875,501.0,490.8500061035156,497.29998779296875,124107
2024-12-20,487.0023498535156,496.6000061035156,501.5,489.5,495.25,345088
2024-12-23,465.08428955078125,474.25,496.20001220703125,470.3999938964844,486.95001220703125,533583
2024-12-24,467.8792419433594,477.1000061035156,482.6000061035156,472.95001220703125,477.0,151448
2024-12-26,456.0130615234375,465.0,479.3500061035156,462.8999938964844,477.1000061035156,152919
2024-12-27,458.12152099609375,467.1499938964844,478.20001220703125,465.0,465.20001220703125,236936
2024-12-30,452.48260498046875,461.3999938964844,475.1000061035156,459.79998779296875,467.1499938964844,801616
2024-12-31,453.8555908203125,462.79998779296875,467.3999938964844,450.54998779296875,461.45001220703125,306729
2025-01-01,471.31158447265625,480.6000061035156,486.0,459.0,460.29998779296875,955806
2025-01-02,469.0069885253906,478.25,484.1499938964844,471.6000061035156,480.1000061035156,318569
2025-01-03,540.448974609375,551.0999755859375,562.7999877929688,478.25,478.25,13619711
2025-01-06,561.3864135742188,572.4500122070312,593.9000244140625,532.5999755859375,535.0,11828243
2025-01-07,562.2689819335938,573.3499755859375,595.0,556.0,569.9500122070312,3063404
2025-01-08,537.8502197265625,548.4500122070312,574.5499877929688,543.7000122070312,573.7999877929688,750845
2025-01-09,541.6258544921875,552.2999877929688,603.7999877929688,542.9000244140625,555.0,8527311
2025-01-10,519.3155517578125,529.5499877929688,562.9000244140625,525.0499877929688,562.9000244140625,1267280
2025-01-13,511.91143798828125,522.0,551.4000244140625,513.3499755859375,521.5999755859375,1161251
2025-01-14,530.6913452148438,541.1500244140625,549.7000122070312,502.20001220703125,519.0999755859375,1120498
2025-01-15,521.1298217773438,531.4000244140625,556.0,525.0499877929688,545.0,1039670
2025-01-16,505.488037109375,515.4500122070312,541.7000122070312,512.0499877929688,536.5499877929688,548857
2025-01-17,512.1076049804688,522.2000122070312,529.0,503.54998779296875,514.7999877929688,631526
2025-01-20,539.4193115234375,550.0499877929688,555.0,522.5499877929688,524.2000122070312,1660050
2025-01-21,526.915771484375,537.2999877929688,548.9500122070312,531.0499877929688,547.0,361541
2025-01-22,519.5116577148438,529.75,538.1500244140625,516.0499877929688,536.5999755859375,304886
2025-01-23,512.1566162109375,522.25,530.4500122070312,520.0,530.2999877929688,162753
2025-01-24,499.0155944824219,508.8500061035156,523.75,504.3999938964844,522.2000122070312,314148
2025-01-27,461.06353759765625,470.1499938964844,504.95001220703125,464.95001220703125,504.95001220703125,619477
2025-01-28,469.497314453125,478.75,494.70001220703125,455.20001220703125,476.1000061035156,812949
2025-01-29,479.3040466308594,488.75,502.3999938964844,477.54998779296875,478.8999938964844,506187
2025-01-30,462.63262939453125,471.75,490.0,470.0,489.70001220703125,264890
2025-01-31,466.8494873046875,476.04998779296875,484.1000061035156,465.8500061035156,472.0,289747
2025-02-01,478.6175842285156,488.04998779296875,493.04998779296875,466.79998779296875,472.8999938964844,259884
2025-02-03,531.27978515625,541.75,549.0,472.0,479.95001220703125,8742953
2025-02-04,513.5296020507812,523.6500244140625,533.7999877929688,516.7999877929688,530.0,884145
2025-02-05,516.4716186523438,526.6500244140625,546.1500244140625,519.4000244140625,524.0999755859375,824596
2025-02-06,519.2664794921875,529.5,541.0,520.9000244140625,526.0,436692
2025-02-07,519.2174682617188,529.4500122070312,536.4500122070312,522.0499877929688,528.9000244140625,503342
2025-02-10,526.86669921875,537.25,545.9000244140625,498.25,529.9000244140625,3776698
2025-02-11,507.44940185546875,517.4500122070312,533.7000122070312,504.0,531.0,896290
2025-02-12,510.5875549316406,520.6500244140625,528.75,506.6499938964844,521.6500244140625,642779
2025-02-13,508.47906494140625,518.5,537.0,513.0,523.0,569074
2025-02-14,481.5217590332031,486.75,520.0,483.54998779296875,516.0,728632
2025-02-17,472.1238098144531,477.25,492.5,470.25,482.45001220703125,499926
2025-02-18,466.4850158691406,471.54998779296875,480.95001220703125,465.6499938964844,479.6499938964844,365015
2025-02-19,493.19500732421875,498.54998779296875,501.45001220703125,469.04998779296875,471.54998779296875,602091
2025-02-20,496.26171875,501.6499938964844,507.0,487.79998779296875,493.6000061035156,324641
2025-02-21,494.67889404296875,500.04998779296875,503.20001220703125,493.1000061035156,502.3500061035156,232749
2025-02-24,492.1068420410156,497.45001220703125,502.3500061035156,489.75,496.5,165457
2025-02-25,491.81005859375,497.1499938964844,504.8500061035156,493.20001220703125,500.0,202032
2025-02-27,475.3883361816406,480.54998779296875,496.20001220703125,474.54998779296875,494.04998779296875,167667
2025-02-28,438.983642578125,443.75,476.54998779296875,437.70001220703125,470.0,805632
2025-03-03,443.58367919921875,448.3999938964844,459.0,417.3999938964844,446.54998779296875,707724
2025-03-04,460.4010925292969,465.3999938964844,475.95001220703125,433.1499938964844,448.04998779296875,718178
2025-03-05,472.1238098144531,477.25,479.20001220703125,462.0,470.1000061035156,302875
2025-03-06,473.3109130859375,478.45001220703125,484.0,473.0,476.04998779296875,284178
2025-03-07,485.6271667480469,490.8999938964844,502.79998779296875,474.6000061035156,475.95001220703125,494598
2025-03-10,480.8292541503906,486.04998779296875,509.8999938964844,480.20001220703125,490.04998779296875,508201
2025-03-11,479.3453674316406,484.54998779296875,494.8500061035156,470.45001220703125,478.75,380062
2025-03-12,473.8550109863281,479.0,488.0,473.54998779296875,484.54998779296875,271081
2025-03-13,489.6831359863281,495.0,497.8500061035156,477.29998779296875,481.95001220703125,417175
2025-03-17,481.4723205566406,486.70001220703125,499.0,484.8500061035156,490.25,327667
2025-03-18,481.4723205566406,486.70001220703125,486.70001220703125,486.70001220703125,486.70001220703125,0
2025-03-19,496.90472412109375,502.29998779296875,506.6000061035156,492.79998779296875,498.04998779296875,322685
2025-03-20,511.39739990234375,516.9500122070312,525.0,503.1000061035156,503.1000061035156,762037
2025-03-21,502.79083251953125,508.25,533.0,505.1000061035156,515.1500244140625,612446
2025-03-24,509.02313232421875,514.5499877929688,520.9500122070312,508.04998779296875,517.4000244140625,561347
2025-03-25,515.0576782226562,520.6500244140625,524.2999877929688,502.5,518.3499755859375,591235
2025-03-26,502.09832763671875,507.54998779296875,540.0,503.45001220703125,517.25,430472
2025-03-27,506.94573974609375,512.4500122070312,522.0,496.25,507.0,353822
2025-03-28,506.154296875,511.6499938964844,522.0,508.04998779296875,514.5,225454
2025-04-01,510.70489501953125,516.25,520.0,509.54998779296875,512.5,107531
2025-04-02,509.3199157714844,514.8499755859375,537.0,510.0,513.7000122070312,461760
2025-04-03,500.86175537109375,506.29998779296875,518.3499755859375,501.5,512.2999877929688,279926
2025-04-04,494.283203125,499.6499938964844,510.1000061035156,487.25,510.1000061035156,273435
2025-04-07,484.9347229003906,490.20001220703125,505.0,440.5,440.5,269777
2025-04-08,493.64019775390625,499.0,502.70001220703125,493.1499938964844,499.6499938964844,293533
2025-04-09,506.8467712402344,512.3499755859375,519.7000122070312,498.1000061035156,499.95001220703125,604654
2025-04-11,518.4210815429688,524.0499877929688,532.7999877929688,519.0999755859375,520.0,355245
2025-04-15,530.1932983398438,535.9500122070312,540.4500122070312,515.75,522.4500122070312,432276
2025-04-16,542.163330078125,548.0499877929688,550.0,530.8499755859375,537.25,414452
2025-04-17,548.0494384765625,554.0,558.0,545.0,545.0,318877
2025-04-21,549.48388671875,555.4500122070312,561.9500122070312,546.0,554.0,409250
