date_,adj close_sci.ns,close_sci.ns,high_sci.ns,low_sci.ns,open_sci.ns,volume_sci.ns
2024-04-01,207.7967987060547,217.10000610351562,218.3000030517578,208.8000030517578,210.5,2960006
2024-04-02,207.94036865234375,217.25,220.9499969482422,215.5500030517578,217.64999389648438,2554377
2024-04-03,215.35824584960938,225.0,228.0,215.10000610351562,217.0,4298338
2024-04-04,215.40611267089844,225.0500030517578,229.10000610351562,219.9499969482422,226.85000610351562,2823144
2024-04-05,220.23971557617188,230.10000610351562,234.0,219.35000610351562,225.89999389648438,8558909
2024-04-08,215.45396423339844,225.10000610351562,234.0,224.0500030517578,231.75,3407698
2024-04-09,207.7967987060547,217.10000610351562,226.8000030517578,215.64999389648438,226.8000030517578,2424224
2024-04-10,213.82681274414062,223.39999389648438,224.9499969482422,216.6999969482422,218.39999389648438,2567773
2024-04-12,210.9075164794922,220.35000610351562,226.8000030517578,219.85000610351562,221.5500030517578,1812584
2024-04-15,201.71890258789062,210.75,216.3000030517578,205.3000030517578,210.10000610351562,2704031
2024-04-16,204.25534057617188,213.39999389648438,215.5,208.6999969482422,209.6999969482422,1275461
2024-04-18,201.6231689453125,210.64999389648438,216.8000030517578,210.0,214.5,1351823
2024-04-19,200.37889099121094,209.35000610351562,211.0,203.0500030517578,205.35000610351562,1383091
2024-04-22,202.1974639892578,211.25,215.1999969482422,210.14999389648438,211.5,891520
2024-04-23,210.8596649169922,220.3000030517578,224.10000610351562,210.6999969482422,212.75,4846230
2024-04-24,211.76895141601562,221.25,224.89999389648438,220.3000030517578,221.5,2010420
2024-04-25,222.8718719482422,232.85000610351562,235.6999969482422,220.60000610351562,221.25,10792266
2024-04-26,222.29757690429688,232.25,235.10000610351562,228.3000030517578,234.25,3220442
2024-04-29,222.72830200195312,232.6999969482422,235.5,230.60000610351562,233.89999389648438,1742113
2024-04-30,217.5118408203125,227.25,234.0,225.5500030517578,233.39999389648438,1642688
2024-05-02,218.0861358642578,227.85000610351562,231.89999389648438,225.14999389648438,228.0,1786480
2024-05-03,211.9125213623047,221.39999389648438,230.35000610351562,220.4499969482422,229.1999969482422,2829220
2024-05-06,206.16964721679688,215.39999389648438,223.0500030517578,213.10000610351562,223.0,1890598
2024-05-07,200.76174926757812,209.75,217.8000030517578,206.14999389648438,215.6999969482422,1838112
2024-05-08,202.81961059570312,211.89999389648438,214.8000030517578,207.60000610351562,210.25,1312978
2024-05-09,197.60316467285156,206.4499969482422,213.60000610351562,205.5500030517578,212.60000610351562,1071924
2024-05-10,197.0288848876953,205.85000610351562,208.9499969482422,200.5500030517578,207.89999389648438,1782808
2024-05-13,194.15744018554688,202.85000610351562,206.85000610351562,198.3000030517578,206.6999969482422,1433016
2024-05-14,199.56532287597656,208.5,212.8000030517578,204.0,204.0,3339196
2024-05-15,214.8796844482422,224.5,227.5,210.0,210.10000610351562,7922750
2024-05-16,223.4940185546875,233.5,234.8000030517578,222.0500030517578,225.6999969482422,9050193
2024-05-17,224.64259338378906,234.6999969482422,237.10000610351562,228.5500030517578,234.0,6453926
2024-05-21,228.61474609375,238.85000610351562,244.64999389648438,228.6999969482422,231.1999969482422,11313569
2024-05-22,229.04547119140625,239.3000030517578,243.5,231.8000030517578,240.0500030517578,4858362
2024-05-23,251.34703063964844,262.6000061035156,271.5,240.5,240.9499969482422,33022276
2024-05-24,251.2512969970703,262.5,274.70001220703125,255.1999969482422,261.95001220703125,11725795
2024-05-27,247.99700927734375,259.1000061035156,269.6499938964844,254.1999969482422,266.45001220703125,5325141
2024-05-28,237.2769317626953,247.89999389648438,261.0,245.0,261.0,4603329
2024-05-29,240.38768005371094,251.14999389648438,254.6999969482422,244.0,246.0,4236728
2024-05-30,231.2947540283203,241.64999389648438,251.35000610351562,240.35000610351562,250.89999389648438,2540159
2024-05-31,235.1712188720703,245.6999969482422,251.64999389648438,233.85000610351562,242.89999389648438,5512180
2024-06-03,248.09271240234375,259.20001220703125,266.79998779296875,254.5,265.0,7746210
2024-06-04,205.69105529785156,214.89999389648438,255.5,207.39999389648438,255.5,10924948
2024-06-05,215.16683959960938,224.8000030517578,226.0,203.39999389648438,218.0500030517578,5398410
2024-06-06,232.82620239257812,243.25,247.60000610351562,228.4499969482422,229.0,8879544
2024-06-07,235.84120178222656,246.39999389648438,247.8000030517578,239.0,243.8000030517578,3828942
2024-06-10,231.67762756347656,242.0500030517578,249.39999389648438,240.61000061035156,247.9499969482422,2342948
2024-06-11,235.40093994140625,245.94000244140625,251.39999389648438,241.6300048828125,244.0,3652489
2024-06-12,248.64785766601562,259.7799987792969,267.70001220703125,257.0299987792969,257.0299987792969,14363892
2024-06-13,250.35157775878906,261.55999755859375,264.70001220703125,252.60000610351562,261.95001220703125,5703275
2024-06-14,259.6646423339844,271.2900085449219,274.29998779296875,259.04998779296875,264.20001220703125,16016827
2024-06-18,272.23199462890625,284.4200134277344,289.70001220703125,273.25,273.25,20493136
2024-06-19,262.5648193359375,274.32000732421875,288.0,270.1700134277344,287.29998779296875,8256271
2024-06-20,261.5597839355469,273.2699890136719,279.25,271.17999267578125,278.70001220703125,4935322
2024-06-21,253.78773498535156,265.1499938964844,275.3500061035156,264.0,274.5,4515931
2024-06-24,249.75816345214844,260.94000244140625,268.45001220703125,256.6000061035156,260.1499938964844,4366319
2024-06-25,249.6145782470703,260.7900085449219,267.07000732421875,260.0,262.04998779296875,3286539
2024-06-26,244.9341278076172,255.89999389648438,262.20001220703125,255.0,261.5,2582501
2024-06-27,241.698974609375,252.52000427246094,261.0,248.36000061035156,256.0,3575689
2024-06-28,241.05767822265625,251.85000610351562,260.70001220703125,251.10000610351562,253.8000030517578,2486006
2024-07-01,246.0348358154297,257.04998779296875,257.75,246.64999389648438,252.9499969482422,3613726
2024-07-02,242.78054809570312,253.64999389648438,258.8999938964844,251.5,258.1499938964844,1949101
2024-07-03,252.0170135498047,263.29998779296875,268.5,254.10000610351562,254.5,5760681
2024-07-04,258.382080078125,269.95001220703125,274.0,263.0,264.5,9284642
2024-07-05,257.3291931152344,268.8500061035156,276.45001220703125,266.54998779296875,269.95001220703125,6424974
2024-07-08,259.8177795410156,271.45001220703125,279.0,266.6499938964844,269.95001220703125,5273152
2024-07-09,257.0420227050781,268.54998779296875,278.5,267.6000061035156,273.20001220703125,4198225
2024-07-10,263.3592224121094,275.1499938964844,279.0,256.04998779296875,270.45001220703125,10382994
2024-07-11,316.0023498535156,330.1499938964844,330.1499938964844,281.0,281.0,65065151
2024-07-12,330.838134765625,345.6499938964844,384.20001220703125,342.1499938964844,347.79998779296875,63158472
2024-07-15,316.38519287109375,330.54998779296875,351.8999938964844,325.6499938964844,347.79998779296875,13862107
2024-07-16,309.9723205566406,323.8500061035156,341.0,322.20001220703125,334.0,8096428
2024-07-18,297.8644104003906,311.20001220703125,326.54998779296875,308.8500061035156,320.5,9736775
2024-07-19,292.26507568359375,305.3500061035156,319.6000061035156,303.54998779296875,310.1499938964844,10224025
2024-07-22,305.0429992675781,318.70001220703125,334.8999938964844,301.6000061035156,304.0,19834323
2024-07-23,282.0235900878906,294.6499938964844,325.0,278.1499938964844,323.0,25230395
2024-07-24,278.29071044921875,290.75,306.45001220703125,289.20001220703125,297.79998779296875,8764178
2024-07-25,268.8628234863281,280.8999938964844,298.79998779296875,279.5,287.8999938964844,11552644
2024-07-26,266.23065185546875,278.1499938964844,289.0,277.25,283.04998779296875,8167309
2024-07-29,269.6285400390625,281.70001220703125,292.8999938964844,276.8500061035156,280.95001220703125,13470209
2024-07-30,273.8878479003906,286.1499938964844,291.3999938964844,280.20001220703125,283.3999938964844,13006360
2024-07-31,274.414306640625,286.70001220703125,291.29998779296875,285.1499938964844,287.29998779296875,3580671
2024-08-01,274.701416015625,287.0,296.6000061035156,285.5,288.0,8515679
2024-08-02,271.5906982421875,283.75,285.95001220703125,279.04998779296875,282.6000061035156,3699944
2024-08-05,253.21343994140625,264.54998779296875,276.45001220703125,263.0,274.95001220703125,6120130
2024-08-06,240.05267333984375,250.8000030517578,273.1000061035156,248.35000610351562,270.8999938964844,7607802
2024-08-07,253.21343994140625,264.54998779296875,265.95001220703125,251.0500030517578,258.8500061035156,5309234
2024-08-08,247.03985595703125,258.1000061035156,265.29998779296875,257.1000061035156,265.0,3656503
2024-08-09,246.3698272705078,257.3999938964844,263.3999938964844,256.0,261.8999938964844,2918131
2024-08-12,262.2585144042969,274.0,288.75,266.6499938964844,271.95001220703125,23103729
2024-08-13,253.50059509277344,264.8500061035156,276.79998779296875,263.1000061035156,276.45001220703125,4864070
2024-08-14,253.21343994140625,264.54998779296875,268.8999938964844,259.5,266.70001220703125,3227182
2024-08-16,259.3870544433594,271.0,274.0,264.95001220703125,266.04998779296875,5191821
2024-08-19,261.7799072265625,273.5,277.8999938964844,272.1000061035156,272.3999938964844,2910146
2024-08-20,258.95635986328125,270.54998779296875,276.79998779296875,268.04998779296875,275.0,2933575
2024-08-21,260.72705078125,272.3999938964844,277.79998779296875,269.6499938964844,270.5,2444878
2024-08-22,262.16278076171875,273.8999938964844,275.5,270.6000061035156,273.79998779296875,2404517
2024-08-23,264.5556335449219,276.3999938964844,280.79998779296875,273.5,275.0,3639550
2024-08-26,262.784912109375,274.54998779296875,279.8999938964844,273.0,277.8500061035156,1832191
2024-08-27,261.1578063964844,272.8500061035156,276.75,272.0,274.25,1533041
2024-08-28,259.3870544433594,271.0,275.5,270.0,273.04998779296875,1711999
2024-08-29,255.60630798339844,267.04998779296875,271.0,264.29998779296875,271.0,1591122
2024-08-30,257.6641845703125,269.20001220703125,270.5,262.54998779296875,267.3999938964844,2419286
2024-09-02,255.60630798339844,267.04998779296875,271.95001220703125,262.5,270.45001220703125,3188824
2024-09-03,259.29132080078125,270.8999938964844,276.3999938964844,267.6000061035156,267.8999938964844,4924176
2024-09-04,257.23345947265625,268.75,274.5,268.0,269.3500061035156,1980776
2024-09-05,254.31419372558594,265.70001220703125,270.6000061035156,265.0,270.0,1207063
2024-09-06,245.97128295898438,256.5,265.0,255.64999389648438,265.0,2586021
2024-09-09,239.45042419433594,249.6999969482422,257.1499938964844,247.0,256.5,2620915
2024-09-10,243.57391357421875,254.0,258.5,252.1999969482422,252.1999969482422,1666678
2024-09-11,235.71051025390625,245.8000030517578,257.79998779296875,244.3000030517578,254.6999969482422,2049191
2024-09-12,234.4638671875,244.5,249.60000610351562,240.0,248.0,2449037
2024-09-13,236.04612731933594,246.14999389648438,249.60000610351562,245.0,245.60000610351562,1393494
2024-09-16,238.0599365234375,248.25,254.6999969482422,240.25,247.3000030517578,3405681
2024-09-17,235.0392303466797,245.10000610351562,248.85000610351562,244.3000030517578,248.85000610351562,1329030
2024-09-18,237.0530242919922,247.1999969482422,249.6999969482422,241.89999389648438,244.89999389648438,1780136
2024-09-19,230.10061645507812,239.9499969482422,249.9499969482422,239.0,248.5,2006851
2024-09-20,247.505615234375,258.1000061035156,263.8999938964844,236.6999969482422,240.8000030517578,13069349
2024-09-23,256.280029296875,267.25,270.79998779296875,256.5,260.0,6094079
2024-09-24,259.0130310058594,270.1000061035156,274.25,264.29998779296875,267.1499938964844,4375896
2024-09-25,256.6156921386719,267.6000061035156,269.3999938964844,263.04998779296875,268.6499938964844,2095388
2024-09-26,259.2527770996094,270.3500061035156,271.1499938964844,262.6000061035156,267.0,2712605
2024-09-27,256.6636047363281,267.6499938964844,270.45001220703125,264.6000061035156,270.0,2086873
2024-09-30,250.43040466308594,261.1499938964844,266.8500061035156,260.1499938964844,265.1000061035156,1306253
2024-10-01,249.56735229492188,260.25,262.79998779296875,257.20001220703125,262.79998779296875,1175241
2024-10-03,239.64219665527344,249.89999389648438,256.20001220703125,249.0,252.5500030517578,1381964
2024-10-04,234.22412109375,244.25,252.0,242.4499969482422,249.89999389648438,1554630
2024-10-07,224.44281005859375,234.0500030517578,247.6999969482422,232.8000030517578,245.14999389648438,1716889
2024-10-08,231.63494873046875,241.5500030517578,243.3000030517578,230.4499969482422,233.85000610351562,1848887
2024-10-09,230.7239532470703,240.60000610351562,246.0,240.0,242.6999969482422,1062213
2024-10-10,235.37486267089844,245.4499969482422,249.9499969482422,241.60000610351562,242.1999969482422,1898003
2024-10-11,233.84054565429688,243.85000610351562,246.9499969482422,242.60000610351562,245.4499969482422,756586
2024-10-14,229.42935180664062,239.25,249.0,238.25,245.0,1535973
2024-10-15,228.90194702148438,238.6999969482422,246.0,236.1999969482422,240.0,2273324
2024-10-16,237.91610717773438,248.10000610351562,249.64999389648438,237.1999969482422,239.25,5282148
2024-10-17,229.76499938964844,239.60000610351562,249.35000610351562,238.8000030517578,249.35000610351562,1747522
2024-10-18,226.07302856445312,235.75,239.6999969482422,232.75,239.6999969482422,1510663
2024-10-21,221.4700469970703,230.9499969482422,240.5,230.0,237.5,1435088
2024-10-22,207.1337127685547,216.0,231.0,214.10000610351562,230.39999389648438,2489579
2024-10-23,205.31170654296875,214.10000610351562,218.85000610351562,206.5500030517578,216.0,2970672
2024-10-24,205.26376342773438,214.0500030517578,221.0,213.1999969482422,214.35000610351562,1869938
2024-10-25,194.42759704589844,202.75,215.8000030517578,201.8000030517578,215.8000030517578,2568773
2024-10-28,198.40725708007812,206.89999389648438,208.3000030517578,199.3000030517578,204.0,2628638
2024-10-29,198.26341247558594,206.75,208.4499969482422,202.0500030517578,207.0500030517578,1953103
2024-10-30,208.38035583496094,217.3000030517578,219.64999389648438,206.75,208.0,3589123
2024-10-31,207.5172882080078,216.39999389648438,218.0,213.64999389648438,216.0,1576081
2024-11-01,211.01747131347656,220.0500030517578,221.0,217.1999969482422,217.5,556216
2024-11-04,204.52537536621094,213.27999877929688,219.9499969482422,211.36000061035156,219.86000061035156,1406871
2024-11-05,206.7405548095703,215.58999633789062,216.85000610351562,211.10000610351562,213.85000610351562,1566933
2024-11-06,214.05735778808594,223.22000122070312,224.0,216.0500030517578,217.39999389648438,2273818
2024-11-07,212.12986755371094,221.2100067138672,227.5500030517578,220.0,223.27999877929688,2793312
2024-11-08,203.6527099609375,212.3699951171875,219.75,211.5,219.5500030517578,1792096
2024-11-11,217.9890594482422,227.32000732421875,243.64999389648438,222.0,223.0,44715073
2024-11-12,213.4628143310547,222.60000610351562,237.5,220.44000244140625,232.89999389648438,9883192
2024-11-13,202.78009033203125,211.4600067138672,222.88999938964844,210.0,222.88999938964844,3766651
2024-11-14,199.5100555419922,208.0500030517578,216.88999938964844,207.2100067138672,212.0,4069091
2024-11-18,200.48818969726562,209.07000732421875,211.60000610351562,203.64999389648438,209.0,3191998
2024-11-19,201.9937286376953,210.63999938964844,217.1999969482422,209.5,215.0,2423079
2024-11-21,197.82228088378906,206.2899932861328,210.8000030517578,205.10000610351562,210.0,1949576
2024-11-22,211.6791534423828,220.74000549316406,222.8000030517578,205.4199981689453,207.5,7949181
2024-11-25,213.90391540527344,223.05999755859375,228.4199981689453,221.44000244140625,225.0,3715308
2024-11-26,215.52455139160156,224.75,231.6999969482422,221.00999450683594,223.0,4076440
2024-11-27,221.1727752685547,230.63999938964844,232.0500030517578,224.3300018310547,226.0,3752763
2024-11-28,225.55519104003906,235.2100067138672,239.1300048828125,229.0,231.74000549316406,4869622
2024-11-29,225.22914123535156,234.8699951171875,237.0,230.2100067138672,236.16000366210938,2619341
2024-12-02,224.66336059570312,234.27999877929688,236.49000549316406,231.77999877929688,232.91000366210938,1702658
2024-12-03,227.85667419433594,237.61000061035156,240.6999969482422,233.60000610351562,233.97000122070312,2585112
2024-12-04,227.81832885742188,237.57000732421875,242.39999389648438,236.50999450683594,239.0,2065941
2024-12-05,226.18809509277344,235.8699951171875,239.10000610351562,234.2100067138672,238.5,1753915
2024-12-06,229.0553741455078,238.86000061035156,242.0,236.0399932861328,237.0,2388832
2024-12-09,228.58547973632812,238.3699951171875,241.77999877929688,237.5,239.05999755859375,1289079
2024-12-10,228.15394592285156,237.9199981689453,243.0,235.22000122070312,239.1999969482422,2612520
2024-12-11,228.2978057861328,238.07000732421875,240.88999938964844,236.50999450683594,237.9199981689453,1398690
2024-12-12,223.5989227294922,233.1699981689453,240.4499969482422,232.52000427246094,238.8000030517578,1560721
2024-12-13,221.12481689453125,230.58999633789062,232.3800048828125,225.10000610351562,231.0,1517968
2024-12-16,222.91807556152344,232.4600067138672,236.3000030517578,231.08999633789062,231.97999572753906,1211089
2024-12-17,218.59320068359375,227.9499969482422,234.19000244140625,226.39999389648438,232.5,1420161
2024-12-18,213.0792236328125,222.1999969482422,227.77000427246094,220.0500030517578,226.5,1414613
2024-12-19,211.0845947265625,220.1199951171875,221.0,216.83999633789062,218.0,1004451
2024-12-20,202.88555908203125,211.57000732421875,222.10000610351562,210.0,220.0,1783417
2024-12-23,200.29638671875,208.8699951171875,214.88999938964844,208.14999389648438,214.0,1390036
2024-12-24,201.3128662109375,209.92999267578125,212.88999938964844,208.47999572753906,210.5500030517578,815816
2024-12-26,200.13336181640625,208.6999969482422,212.3800048828125,207.25,210.97999572753906,819710
2024-12-27,200.34432983398438,208.9199981689453,212.39999389648438,206.5,209.5,1648723
2024-12-30,196.35508728027344,204.75999450683594,209.77999877929688,204.0500030517578,209.0,1184540
2024-12-31,200.34432983398438,208.9199981689453,210.6999969482422,203.5500030517578,204.5,1554974
2025-01-01,202.8184356689453,211.5,212.5,208.60000610351562,209.5,787601
2025-01-02,205.4747314453125,214.27000427246094,218.6999969482422,212.69000244140625,212.6999969482422,2079815
2025-01-03,205.6473388671875,214.4499969482422,217.47999572753906,213.72999572753906,215.9499969482422,1251383
2025-01-06,195.39613342285156,203.75999450683594,215.8000030517578,203.0,215.57000732421875,1471549
2025-01-07,200.46900939941406,209.0500030517578,210.19000244140625,205.39999389648438,208.42999267578125,1272839
2025-01-08,198.8579559326172,207.3699951171875,209.5800018310547,205.39999389648438,207.75,950078
2025-01-09,197.40036010742188,205.85000610351562,213.6699981689453,205.02000427246094,205.22999572753906,1626792
2025-01-10,191.75213623046875,199.9600067138672,205.89999389648438,198.25,203.5500030517578,1440228
2025-01-13,177.2527618408203,184.83999633789062,199.0,182.82000732421875,199.0,2562263
2025-01-14,185.81622314453125,193.77000427246094,194.5,185.5,185.5,2493700
2025-01-15,185.34632873535156,193.27999877929688,197.39999389648438,191.60000610351562,194.3000030517578,952632
2025-01-16,192.87411499023438,201.1300048828125,202.39999389648438,195.1199951171875,195.25,1463241
2025-01-17,196.5277099609375,204.94000244140625,205.61000061035156,199.6300048828125,201.88999938964844,1628796
2025-01-20,198.87713623046875,207.38999938964844,208.77999877929688,203.11000061035156,205.14999389648438,1279003
2025-01-21,193.40150451660156,201.67999267578125,210.94000244140625,200.50999450683594,209.0,1708484
2025-01-22,189.25885009765625,197.36000061035156,200.5,193.07000732421875,199.5,1442569
2025-01-23,189.25885009765625,197.36000061035156,201.3800048828125,195.42999267578125,196.0,929969
2025-01-24,186.5833740234375,194.57000732421875,199.64999389648438,192.16000366210938,197.5,943428
2025-01-27,177.31988525390625,184.91000366210938,193.0,183.0,192.47999572753906,1613648
2025-01-28,176.03489685058594,183.57000732421875,189.39999389648438,177.8000030517578,189.39999389648438,2003248
2025-01-29,183.2366180419922,191.0800018310547,191.8800048828125,183.16000366210938,183.16000366210938,1346423
2025-01-30,182.9777069091797,190.80999755859375,195.27999877929688,189.22000122070312,191.0800018310547,902884
2025-01-31,187.4368438720703,195.4600067138672,200.9499969482422,190.91000366210938,192.10000610351562,2584893
2025-02-01,196.48934936523438,204.89999389648438,207.39999389648438,196.5800018310547,197.0,6722981
2025-02-03,186.59295654296875,194.5800018310547,200.8000030517578,192.3699951171875,200.0,1836278
2025-02-04,184.57916259765625,192.47999572753906,198.39999389648438,190.25999450683594,196.5,1550794
2025-02-05,186.94776916503906,194.9499969482422,197.33999633789062,193.49000549316406,193.5,1221878
2025-02-06,186.909423828125,194.91000366210938,196.74000549316406,193.3000030517578,195.10000610351562,1009273
2025-02-07,183.69691467285156,191.55999755859375,195.57000732421875,190.0,194.91000366210938,1045820
2025-02-10,172.41004943847656,179.7899932861328,183.22999572753906,177.2100067138672,177.99000549316406,3063349
2025-02-11,160.8067169189453,167.69000244140625,180.49000549316406,164.00999450683594,179.94000244140625,3851605
2025-02-12,158.54360961914062,165.3300018310547,167.72000122070312,157.75999450683594,166.9499969482422,3013485
2025-02-13,156.46267700195312,163.16000366210938,169.77000427246094,162.75,165.55999755859375,1287250
2025-02-14,147.88963317871094,154.22000122070312,164.77999877929688,153.0399932861328,163.3000030517578,2115890
2025-02-17,148.54171752929688,154.89999389648438,156.7899932861328,149.5399932861328,151.5,2280295
2025-02-18,143.37295532226562,149.50999450683594,156.3699951171875,147.25999450683594,156.0500030517578,1856292
2025-02-19,154.21871948242188,160.82000732421875,163.0,147.2100067138672,147.25,2576889
2025-02-20,155.09136962890625,161.72999572753906,163.30999755859375,158.10000610351562,159.0500030517578,1305022
2025-02-21,154.86122131347656,161.49000549316406,166.75,159.11000061035156,161.0,1446204
2025-02-24,152.32960510253906,158.85000610351562,161.0,155.64999389648438,159.61000061035156,920423
2025-02-25,149.5582275390625,155.9600067138672,161.5,155.36000061035156,158.0,851887
2025-02-27,145.50184631347656,151.72999572753906,155.6300048828125,151.00999450683594,155.11000061035156,854549
2025-02-28,139.94952392578125,145.94000244140625,151.5,144.0,148.85000610351562,1796294
2025-03-03,137.7631072998047,143.66000366210938,148.75999450683594,138.25999450683594,146.0,2892608
2025-03-04,140.87969970703125,146.91000366210938,148.3800048828125,140.75999450683594,141.39999389648438,1532570
2025-03-05,145.58815002441406,151.82000732421875,152.25,146.9199981689453,147.0500030517578,1141112
2025-03-06,148.47459411621094,154.8300018310547,156.75,153.00999450683594,153.64999389648438,1232174
2025-03-07,151.2172088623047,157.69000244140625,161.75,153.25,154.60000610351562,2018954
2025-03-10,146.8251953125,153.11000061035156,160.74000549316406,151.60000610351562,159.00999450683594,1412877
2025-03-11,146.33615112304688,152.60000610351562,154.0,149.47000122070312,150.1699981689453,1140226
2025-03-12,144.24562072753906,150.4199981689453,154.5,149.2899932861328,153.3000030517578,861317
2025-03-13,142.58663940429688,148.69000244140625,153.19000244140625,148.22000122070312,152.0,1338179
2025-03-17,139.50839233398438,145.47999572753906,150.3699951171875,145.0,149.0,1147113
2025-03-18,139.50839233398438,145.47999572753906,145.47999572753906,145.47999572753906,145.47999572753906,0
2025-03-19,151.2172088623047,157.69000244140625,159.19000244140625,148.5,148.5,5796450
2025-03-20,169.24551391601562,176.49000549316406,184.35000610351562,160.0,160.0,58461870
2025-03-21,162.31227111816406,169.25999450683594,174.8000030517578,168.80999755859375,172.0,7538671
2025-03-24,169.9743194580078,177.25,184.7899932861328,170.9499969482422,171.0,14590375
2025-03-25,167.92214965820312,175.11000061035156,180.99000549316406,174.02000427246094,180.99000549316406,5744286
2025-03-26,160.10670471191406,166.9600067138672,176.1999969482422,166.0,175.5,3611612
2025-03-27,160.14505004882812,167.0,175.3000030517578,164.3000030517578,166.4199981689453,8185139
2025-03-28,158.4956512451172,165.27999877929688,174.0,164.1999969482422,167.6199951171875,5574161
2025-04-01,163.2136993408203,170.1999969482422,171.8000030517578,164.25999450683594,164.86000061035156,4243393
2025-04-02,163.0027313232422,169.97999572753906,171.10000610351562,166.50999450683594,171.0,1739294
