date_,adj close_igl.ns,close_igl.ns,high_igl.ns,low_igl.ns,open_igl.ns,volume_igl.ns
2024-04-22,212.29917907714844,218.5749969482422,220.8000030517578,216.5,220.5,5827024
2024-04-23,217.8112335205078,224.25,225.625,219.3000030517578,220.75,6368058
2024-04-24,220.0209197998047,226.52499389648438,228.375,225.1999969482422,226.14999389648438,4793328
2024-04-25,220.0209197998047,226.52499389648438,228.0,223.3000030517578,226.52499389648438,5317574
2024-04-26,223.42042541503906,230.02499389648438,231.8249969482422,226.52499389648438,226.52499389648438,3042236
2024-04-29,224.41600036621094,231.0500030517578,232.25,229.0749969482422,230.125,2215736
2024-04-30,227.86407470703125,234.60000610351562,238.875,231.0749969482422,232.27499389648438,6955336
2024-05-02,225.1444549560547,231.8000030517578,236.375,228.5,235.75,5919444
2024-05-03,221.0650634765625,227.60000610351562,234.0,224.5,234.0,4423458
2024-05-06,215.1159210205078,221.47500610351562,229.625,221.0,229.0,4564286
2024-05-07,212.00779724121094,218.27499389648438,225.75,216.3000030517578,223.27499389648438,8709208
2024-05-08,219.1224822998047,225.60000610351562,234.1999969482422,214.35000610351562,215.0,27461308
2024-05-09,213.6832733154297,220.0,233.5,218.8000030517578,225.60000610351562,9430592
2024-05-10,216.59713745117188,223.0,228.39999389648438,220.1999969482422,222.0,8287092
2024-05-13,211.109375,217.35000610351562,225.4499969482422,216.02499389648438,225.0,3942796
2024-05-14,215.86865234375,222.25,224.4250030517578,215.22500610351562,218.02499389648438,6355846
2024-05-15,213.5861358642578,219.89999389648438,224.10000610351562,216.6999969482422,222.25,8673408
2024-05-16,213.82894897460938,220.14999389648438,222.4499969482422,218.27499389648438,221.375,2044846
2024-05-17,213.9261016845703,220.25,221.5,217.75,221.0,3227676
2024-05-21,214.0960693359375,220.4250030517578,222.77499389648438,220.0,222.0,2099920
2024-05-22,214.31460571289062,220.64999389648438,221.89999389648438,217.72500610351562,221.5,5071476
2024-05-23,220.6522674560547,227.1750030517578,227.625,220.47500610351562,222.0,4551810
2024-05-24,223.7603759765625,230.375,232.9499969482422,224.35000610351562,226.47500610351562,7684218
2024-05-27,223.9546356201172,230.5749969482422,234.60000610351562,228.8249969482422,230.47500610351562,4985916
2024-05-28,229.56381225585938,236.35000610351562,238.5,229.22500610351562,230.6999969482422,7785682
2024-05-29,224.12460327148438,230.75,236.72500610351562,229.10000610351562,235.0,10389966
2024-05-30,221.7692413330078,228.3249969482422,231.625,226.0,230.75,5510272
2024-05-31,214.63027954101562,220.97500610351562,227.6999969482422,216.85000610351562,225.6750030517578,84215200
2024-06-03,227.74266052246094,234.47500610351562,235.60000610351562,226.10000610351562,232.5,9489492
2024-06-04,214.77597045898438,221.125,232.85000610351562,211.5,232.5,17798204
2024-06-05,216.9127960205078,223.3249969482422,224.5,217.6999969482422,221.5749969482422,10351016
2024-06-06,223.6875457763672,230.3000030517578,233.27499389648438,226.0,227.5,11885596
2024-06-07,226.795654296875,233.5,237.0,228.5749969482422,231.5,8803498
2024-06-10,228.25257873535156,235.0,242.3000030517578,234.0,236.97500610351562,10946878
2024-06-11,228.54396057128906,235.3000030517578,238.0,231.64999389648438,234.0,11454384
2024-06-12,231.7492218017578,238.60000610351562,240.8000030517578,235.77499389648438,238.0,7932514
2024-06-13,236.5327911376953,243.52499389648438,245.22500610351562,239.25,240.85000610351562,8185338
2024-06-14,234.3717041015625,241.3000030517578,245.1750030517578,240.5,245.0,3218516
2024-06-18,234.2502899169922,241.1750030517578,242.35000610351562,238.375,242.0,2212842
2024-06-19,228.4468231201172,235.1999969482422,241.97500610351562,234.8249969482422,241.5,4001634
2024-06-20,231.55496215820312,238.39999389648438,241.97500610351562,234.3000030517578,236.5,4682800
2024-06-21,228.7867889404297,235.5500030517578,241.0,234.8000030517578,241.0,4811206
2024-06-24,230.46224975585938,237.27499389648438,239.3000030517578,235.6999969482422,237.5,4979294
2024-06-25,230.17088317871094,236.97500610351562,240.9250030517578,236.375,237.9499969482422,2656336
2024-06-26,230.5836639404297,237.39999389648438,238.35000610351562,235.02499389648438,236.97500610351562,3168990
2024-06-27,234.3717041015625,241.3000030517578,242.0749969482422,236.5500030517578,237.39999389648438,6159708
2024-06-28,244.61878967285156,251.85000610351562,254.85000610351562,241.5,241.5,20764786
2024-07-01,254.91441345214844,262.45001220703125,264.3999938964844,251.4250030517578,253.35000610351562,13466470
2024-07-02,252.34051513671875,259.79998779296875,268.75,258.0,264.5,12711854
2024-07-03,251.29637145996094,258.7250061035156,261.67498779296875,256.79998779296875,260.0,2330784
2024-07-04,251.66061401367188,259.1000061035156,261.20001220703125,257.0,259.45001220703125,2415096
2024-07-05,253.6517333984375,261.1499938964844,263.0,257.54998779296875,259.5,3440586
2024-07-08,254.96299743652344,262.5,263.45001220703125,258.42498779296875,262.9750061035156,4115662
2024-07-09,253.70034790039062,261.20001220703125,265.07501220703125,259.2749938964844,264.1499938964844,2556522
2024-07-10,256.2013854980469,263.7749938964844,270.2250061035156,260.0249938964844,265.07501220703125,9569150
2024-07-11,257.7796936035156,265.3999938964844,266.2250061035156,259.57501220703125,264.5,2586450
2024-07-12,255.20582580566406,262.75,267.29998779296875,261.7749938964844,265.5,3028246
2024-07-15,258.99383544921875,266.6499938964844,269.20001220703125,260.79998779296875,263.5,4972710
2024-07-16,262.61187744140625,270.375,271.3500061035156,264.79998779296875,267.0,6918690
2024-07-18,259.2123718261719,266.875,275.45001220703125,265.7749938964844,271.70001220703125,6700452
2024-07-19,256.8327331542969,264.42498779296875,269.75,262.0249938964844,269.75,2660490
2024-07-22,264.45733642578125,272.2749938964844,273.9750061035156,261.625,263.9750061035156,4699084
2024-07-23,259.38232421875,267.04998779296875,273.5,258.1499938964844,273.5,3593204
2024-07-24,266.5213317871094,274.3999938964844,276.70001220703125,266.2749938964844,267.8500061035156,5585364
2024-07-25,259.8194274902344,267.5,273.6000061035156,265.0,272.5,4904784
2024-07-26,262.490478515625,270.25,271.42498779296875,265.29998779296875,269.7250061035156,4665904
2024-07-29,264.2630615234375,272.07501220703125,277.5,270.6499938964844,272.5,3597804
2024-07-30,268.779541015625,276.7250061035156,278.17498779296875,271.0,271.0,5592912
2024-07-31,266.1327819824219,274.0,279.70001220703125,273.57501220703125,277.5,2311044
2024-08-01,263.0489807128906,270.82501220703125,276.7749938964844,269.79998779296875,275.67498779296875,1260510
2024-08-02,261.32489013671875,269.04998779296875,271.54998779296875,265.5,265.5,1142186
2024-08-05,256.51702880859375,264.1000061035156,266.1000061035156,256.6499938964844,260.0,5936114
2024-08-06,260.11077880859375,267.79998779296875,274.5,264.3999938964844,265.0,5581156
2024-08-07,266.0113830566406,273.875,274.42498779296875,269.0249938964844,271.5,2086790
2024-08-08,263.1946716308594,270.9750061035156,273.4750061035156,270.04998779296875,273.375,2186070
2024-08-09,260.9849853515625,268.70001220703125,272.4750061035156,265.54998779296875,272.2250061035156,3184848
2024-08-12,263.6803283691406,271.4750061035156,272.5,266.75,268.5249938964844,2625552
2024-08-13,262.5633239746094,270.32501220703125,275.5,269.5249938964844,273.5,2295570
2024-08-14,261.5191650390625,269.25,272.42498779296875,268.25,270.9750061035156,956128
2024-08-16,265.0886535644531,272.92498779296875,273.25,269.20001220703125,269.5,1528118
2024-08-19,266.2056579589844,274.07501220703125,277.5,271.5249938964844,272.5,2588814
2024-08-20,266.351318359375,274.2250061035156,276.4750061035156,271.3999938964844,275.0,1693312
2024-08-21,267.249755859375,275.1499938964844,277.29998779296875,274.125,275.0,1447804
2024-08-22,262.4419250488281,270.20001220703125,276.9750061035156,269.8500061035156,275.5,3556614
2024-08-23,254.50161743164062,262.0249938964844,271.29998779296875,261.375,270.25,2857784
2024-08-26,255.0358428955078,262.57501220703125,264.6000061035156,260.8500061035156,264.0,1350626
2024-08-27,259.4066162109375,267.07501220703125,267.67498779296875,259.9750061035156,262.5,2854208
2024-08-28,261.6163024902344,269.3500061035156,270.0,267.5249938964844,269.0,2850788
2024-08-29,263.8745422363281,271.67498779296875,273.6000061035156,268.79998779296875,269.95001220703125,4446940
2024-08-30,268.4638671875,276.3999938964844,280.375,272.92498779296875,274.5,7317004
2024-09-02,265.8899841308594,273.75,285.17498779296875,272.3500061035156,277.04998779296875,9690354
2024-09-03,269.7508850097656,277.7250061035156,278.2250061035156,272.4750061035156,273.75,6084708
2024-09-04,266.6184387207031,274.5,278.95001220703125,271.45001220703125,276.7749938964844,2928086
2024-09-05,270.0179443359375,278.0,281.25,275.0,276.125,5521320
2024-09-06,263.3888854980469,271.17498779296875,280.8999938964844,267.7749938964844,278.29998779296875,4189048
2024-09-09,258.3867492675781,266.0249938964844,272.5,263.1000061035156,269.2749938964844,2654212
2024-09-10,262.07769775390625,269.82501220703125,270.6000061035156,266.6000061035156,267.25,1438642
2024-09-11,256.3470764160156,263.92498779296875,270.70001220703125,262.32501220703125,270.5,2386752
2024-09-12,254.86587524414062,262.3999938964844,266.20001220703125,260.75,265.0,1298056
2024-09-13,253.56654357910156,258.57501220703125,262.625,258.0249938964844,261.95001220703125,1786236
2024-09-16,259.79351806640625,264.92498779296875,265.625,258.57501220703125,259.0,6073918
2024-09-17,268.74176025390625,274.04998779296875,281.375,272.7749938964844,274.5,33237874
2024-09-18,262.5638122558594,267.75,276.8999938964844,266.5249938964844,273.9750061035156,6301034
2024-09-19,266.0450439453125,271.29998779296875,273.67498779296875,266.75,269.5,4620660
2024-09-20,264.23089599609375,269.45001220703125,271.5249938964844,265.17498779296875,270.5,5707752
2024-09-23,268.17791748046875,273.4750061035156,274.07501220703125,267.0,269.2749938964844,2327932
2024-09-24,269.7469482421875,275.07501220703125,276.75,273.5,275.25,4565482
2024-09-25,269.4527282714844,274.7749938964844,279.25,273.07501220703125,274.67498779296875,4110614
2024-09-26,269.1340637207031,274.45001220703125,275.42498779296875,269.79998779296875,274.6499938964844,3338570
2024-09-27,269.42822265625,274.75,278.0,273.75,274.4750061035156,3055384
2024-09-30,273.8655700683594,279.2749938964844,280.17498779296875,272.1499938964844,274.5,3226002
2024-10-01,273.7920227050781,279.20001220703125,284.7749938964844,277.0249938964844,280.75,7488858
2024-10-03,271.78173828125,277.1499938964844,280.3999938964844,271.5,271.5,5310558
2024-10-04,269.35467529296875,274.67498779296875,277.8999938964844,272.2250061035156,277.1499938964844,3553684
2024-10-07,265.82440185546875,271.07501220703125,276.5249938964844,266.67498779296875,276.5,5854752
2024-10-08,261.3135070800781,266.4750061035156,274.6000061035156,265.3999938964844,268.75,4023554
2024-10-09,261.0928649902344,266.25,271.8500061035156,264.95001220703125,269.1499938964844,4219998
2024-10-10,265.2115478515625,270.45001220703125,271.0,266.95001220703125,266.95001220703125,4069476
2024-10-11,265.0398864746094,270.2749938964844,271.0,267.0249938964844,270.45001220703125,3152668
2024-10-14,253.98330688476562,259.0,270.0,255.75,270.0,5637076
2024-10-15,257.243896484375,262.32501220703125,263.9750061035156,258.0,259.45001220703125,3894640
2024-10-16,254.25296020507812,259.2749938964844,262.7250061035156,256.54998779296875,262.1000061035156,2292138
2024-10-17,247.3885498046875,252.27499389648438,259.2749938964844,251.0,259.0,3555032
2024-10-18,221.47540283203125,225.85000610351562,243.27499389648438,219.6750030517578,240.0,36661158
2024-10-21,217.28318786621094,221.5749969482422,231.0,220.35000610351562,227.8000030517578,4822812
2024-10-22,212.3310089111328,216.52499389648438,225.4250030517578,215.75,221.5749969482422,5490160
2024-10-23,212.38003540039062,216.5749969482422,218.5,214.52499389648438,216.5,5699624
2024-10-24,210.0265350341797,214.1750030517578,218.1999969482422,213.27499389648438,217.5,2758104
2024-10-25,202.7698516845703,206.77499389648438,215.60000610351562,204.9499969482422,214.1750030517578,3616276
2024-10-28,198.43057250976562,202.35000610351562,208.5,201.75,207.9250030517578,3529890
2024-10-29,204.5595245361328,208.60000610351562,212.85000610351562,205.1750030517578,205.47500610351562,11284436
2024-10-30,206.37368774414062,210.4499969482422,214.47500610351562,208.10000610351562,208.52499389648438,4413154
2024-10-31,206.00595092773438,210.0749969482422,211.97500610351562,207.8249969482422,210.6750030517578,3987646
2024-11-01,206.7659454345703,210.85000610351562,212.39999389648438,210.25,212.35000610351562,357218
2024-11-04,202.30406188964844,206.3000030517578,211.64999389648438,204.6750030517578,211.5,2631600
2024-11-05,206.2020721435547,210.27499389648438,211.4250030517578,204.85000610351562,207.0,3577826
2024-11-06,211.74264526367188,215.9250030517578,216.375,210.5749969482422,211.5,3722896
2024-11-07,214.16969299316406,218.39999389648438,221.4499969482422,215.39999389648438,216.5,4299632
2024-11-08,216.8909454345703,221.1750030517578,222.60000610351562,216.77499389648438,218.47500610351562,6867684
2024-11-11,216.2045135498047,220.47500610351562,222.77499389648438,218.60000610351562,221.0749969482422,5836650
2024-11-12,212.157958984375,213.64999389648438,218.9250030517578,212.1750030517578,218.02499389648438,7001294
2024-11-13,208.2852020263672,209.75,213.9250030517578,208.6999969482422,212.14999389648438,10059110
2024-11-14,201.4830322265625,202.89999389648438,210.9250030517578,201.8000030517578,210.0,5476192
2024-11-18,161.38998413085938,162.52499389648438,186.5500030517578,161.5500030517578,185.0,95150538
2024-11-19,159.10606384277344,160.22500610351562,164.75,158.375,164.5,29621268
2024-11-21,154.61265563964844,155.6999969482422,160.3000030517578,153.0500030517578,160.22500610351562,18078436
2024-11-22,155.23329162597656,156.3249969482422,159.25,155.0500030517578,158.02499389648438,19286112
2024-11-25,160.94313049316406,162.0749969482422,163.0,158.5749969482422,159.5500030517578,12029552
2024-11-26,158.88262939453125,160.0,164.02499389648438,159.60000610351562,161.5500030517578,7324290
2024-11-27,158.63436889648438,159.75,161.5,158.625,160.47500610351562,4859950
2024-11-28,158.60955810546875,159.72500610351562,162.3000030517578,158.89999389648438,160.25,7840496
2024-11-29,162.3830108642578,163.52499389648438,165.8249969482422,156.72500610351562,160.4499969482422,12950268
2024-12-02,170.5753936767578,171.77499389648438,172.3249969482422,163.14999389648438,165.0,15585346
2024-12-03,179.36358642578125,180.625,181.35000610351562,170.5,173.0,18446680
2024-12-04,178.86708068847656,180.125,182.97500610351562,177.8000030517578,180.5,7970534
2024-12-05,190.38607788085938,191.72500610351562,192.89999389648438,180.25,187.0,43201290
2024-12-06,190.65914916992188,192.0,194.9499969482422,191.3000030517578,193.5,16134210
2024-12-09,191.42874145507812,192.77499389648438,194.8249969482422,188.85000610351562,193.5,8852278
2024-12-10,191.6521759033203,193.0,197.14999389648438,192.5,194.5,15628450
2024-12-11,195.02841186523438,196.39999389648438,197.47500610351562,191.0749969482422,194.25,11833300
2024-12-12,192.19833374023438,193.5500030517578,197.60000610351562,192.1750030517578,196.47500610351562,5923644
2024-12-13,194.73052978515625,196.10000610351562,196.4250030517578,189.3000030517578,193.1750030517578,8538750
2024-12-16,195.77317810058594,197.14999389648438,199.9250030517578,194.875,197.375,8980832
2024-12-17,189.34341430664062,190.6750030517578,197.27499389648438,190.0,196.97500610351562,8338180
2024-12-18,197.80886840820312,199.1999969482422,200.9499969482422,189.125,191.02499389648438,23675478
2024-12-19,193.56373596191406,194.9250030517578,197.22500610351562,192.0749969482422,196.02499389648438,9594420
2024-12-20,192.79412841796875,194.14999389648438,197.75,192.0500030517578,195.02499389648438,8117976
2024-12-23,193.68785095214844,195.0500030517578,198.0500030517578,188.6750030517578,190.0,13189914
2024-12-24,197.28753662109375,198.6750030517578,203.47500610351562,195.8000030517578,195.8000030517578,19868568
2024-12-26,193.88645935058594,195.25,202.5,194.75,199.5,7483194
2024-12-27,193.68785095214844,195.0500030517578,196.875,194.25,195.85000610351562,3022080
2024-12-30,202.227783203125,203.64999389648438,205.02499389648438,194.5500030517578,195.10000610351562,10832874
2024-12-31,206.37364196777344,207.8249969482422,208.85000610351562,200.72500610351562,204.0,8575424
2025-01-01,203.71731567382812,205.14999389648438,207.9499969482422,204.02499389648438,207.9499969482422,2190942
2025-01-02,211.36355590820312,212.85000610351562,216.0,205.52499389648438,205.52499389648438,8666770
2025-01-03,219.13389587402344,220.6750030517578,226.6999969482422,211.6999969482422,214.0,19923262
2025-01-06,210.5939483642578,212.0749969482422,221.25,209.52499389648438,220.47500610351562,6268548
2025-01-07,213.87091064453125,215.375,216.875,209.8249969482422,215.0,9144656
2025-01-08,202.30227661132812,203.72500610351562,214.5,203.0,214.5,9183988
2025-01-09,208.2852020263672,209.75,217.97500610351562,203.5,203.8000030517578,45730768
2025-01-10,204.95858764648438,206.39999389648438,216.125,204.3249969482422,212.4499969482422,11164542
2025-01-13,201.65679931640625,203.0749969482422,206.47500610351562,200.0,204.0500030517578,7392988
2025-01-14,204.18899536132812,205.625,208.35000610351562,203.0749969482422,203.9499969482422,8199576
2025-01-15,199.6707763671875,201.0749969482422,207.5,200.64999389648438,206.47500610351562,4904796
2025-01-16,197.3620147705078,198.75,208.14999389648438,198.3000030517578,202.5,5311074
2025-01-17,201.08583068847656,202.5,204.72500610351562,198.35000610351562,198.9499969482422,5813958
2025-01-20,199.79490661621094,201.1999969482422,202.60000610351562,198.125,202.5,4824054
2025-01-21,196.4931182861328,197.875,203.97500610351562,197.1750030517578,201.4250030517578,3379704
2025-01-22,192.3969268798828,193.75,199.0749969482422,189.02499389648438,199.02499389648438,6199284
2025-01-23,194.4326171875,195.8000030517578,196.5500030517578,192.14999389648438,193.75,4648532
2025-01-24,190.28677368164062,191.625,196.9499969482422,190.5,196.0,2846826
2025-01-27,187.43185424804688,188.75,192.5500030517578,185.35000610351562,190.3249969482422,6534654
2025-01-28,190.06333923339844,191.39999389648438,193.6750030517578,180.52499389648438,192.35000610351562,13832580
2025-01-29,193.86163330078125,195.22500610351562,202.60000610351562,193.0749969482422,201.0,13835906
2025-01-30,196.4683074951172,197.85000610351562,199.75,194.22500610351562,196.5,7080048
2025-01-31,200.39071655273438,201.8000030517578,203.4499969482422,194.9499969482422,197.0,5892285
2025-02-01,192.85372924804688,194.2100067138672,204.9499969482422,193.2899932861328,201.8000030517578,2339526
2025-02-03,190.33145141601562,191.6699981689453,196.7899932861328,190.75,194.52999877929688,2496868
2025-02-04,192.76434326171875,194.1199951171875,194.77000427246094,188.19000244140625,193.0,3051496
2025-02-05,203.38963317871094,204.82000732421875,207.17999267578125,197.25,197.25,13557815
2025-02-06,200.91700744628906,202.3300018310547,209.52999877929688,200.32000732421875,205.0,8899887
2025-02-07,197.51095581054688,198.89999389648438,203.2899932861328,198.10000610351562,202.8000030517578,1635563
2025-02-10,194.31344604492188,195.67999267578125,201.0,194.60000610351562,200.0,1879497
2025-02-11,191.0067138671875,192.35000610351562,195.49000549316406,189.35000610351562,195.49000549316406,3649738
2025-02-12,189.26893615722656,190.60000610351562,191.8000030517578,185.89999389648438,191.8000030517578,4012219
2025-02-13,189.67605590820312,191.00999450683594,196.5,190.39999389648438,190.60000610351562,3205862
2025-02-14,184.37335205078125,185.6699981689453,193.52999877929688,183.27999877929688,192.77999877929688,2613682
2025-02-17,188.92137145996094,190.25,191.0,181.5,186.2100067138672,3480699
2025-02-18,190.9967803955078,192.33999633789062,193.44000244140625,186.2899932861328,190.25,3424714
2025-02-19,192.54588317871094,193.89999389648438,194.69000244140625,189.52999877929688,189.8000030517578,1055318
2025-02-20,202.18807983398438,203.61000061035156,204.9600067138672,192.5,193.9499969482422,6177432
2025-02-21,199.99349975585938,201.39999389648438,206.61000061035156,200.50999450683594,202.61000061035156,3227692
2025-02-24,196.28955078125,197.6699981689453,200.44000244140625,195.0500030517578,196.0,5579329
2025-02-25,196.79598999023438,198.17999267578125,199.60000610351562,195.07000732421875,197.6699981689453,2219346
2025-02-27,194.6212921142578,195.99000549316406,199.0,192.5399932861328,198.60000610351562,3713018
2025-02-28,188.15675354003906,189.47999572753906,195.57000732421875,187.57000732421875,193.6999969482422,2740916
2025-03-03,181.25527954101562,182.52999877929688,190.60000610351562,181.22999572753906,188.10000610351562,9249524
2025-03-04,179.32882690429688,180.58999633789062,181.92999267578125,175.91000366210938,181.0,4579269
2025-03-05,181.04676818847656,182.32000732421875,185.8000030517578,179.41000366210938,181.5,10584000
2025-03-06,186.77645874023438,188.08999633789062,190.0,183.6300048828125,184.50999450683594,7870658
2025-03-07,187.17367553710938,188.49000549316406,191.5,186.0,189.0,5119736
2025-03-10,181.7418670654297,183.02000427246094,190.72999572753906,182.16000366210938,188.0,1765266
2025-03-11,185.8529510498047,187.16000366210938,187.60000610351562,181.39999389648438,181.50999450683594,1733905
2025-03-12,187.00485229492188,188.32000732421875,190.0,183.4600067138672,188.02999877929688,2533846
2025-03-13,183.58888244628906,184.8800048828125,189.9499969482422,184.5,189.9499969482422,1995244
2025-03-17,186.2998046875,187.61000061035156,189.75999450683594,183.82000732421875,184.89999389648438,2305551
2025-03-18,186.2998046875,187.61000061035156,187.61000061035156,187.61000061035156,187.61000061035156,0
2025-03-19,191.9401397705078,193.2899932861328,194.36000061035156,190.61000061035156,191.5,2148744
2025-03-20,196.2200469970703,197.60000610351562,201.63999938964844,195.0,199.39999389648438,5390824
2025-03-21,196.7562713623047,198.13999938964844,200.39999389648438,194.0,197.7899932861328,6396200
2025-03-24,202.04905700683594,203.47000122070312,208.8800048828125,201.75,202.5,5402881
2025-03-25,198.00746154785156,199.39999389648438,205.0,198.00999450683594,205.0,3052789
2025-03-26,193.69778442382812,195.05999755859375,201.1199951171875,194.49000549316406,199.6999969482422,2126431
2025-03-27,194.13470458984375,195.5,199.4499969482422,193.47000122070312,195.0,3302639
2025-03-28,201.7014923095703,203.1199951171875,204.36000061035156,193.85000610351562,197.99000549316406,6862377
2025-04-01,200.00344848632812,201.41000366210938,204.8800048828125,200.14999389648438,201.0,3996981
2025-04-02,201.5227508544922,202.94000244140625,203.99000549316406,197.5500030517578,202.6999969482422,2494891
2025-04-03,206.38853454589844,207.83999633789062,209.64999389648438,200.00999450683594,201.7100067138672,2962942
2025-04-04,196.6768341064453,198.05999755859375,207.2100067138672,196.0,206.89999389648438,4189696
2025-04-07,186.5083465576172,187.82000732421875,191.58999633789062,182.05999755859375,183.0,5342913
