date_,adj close_apollohosp.ns,close_apollohosp.ns,high_apollohosp.ns,low_apollohosp.ns,open_apollohosp.ns,volume_apollohosp.ns
2025-04-17,7064.45751953125,7073.5,7092.0,7000.0,7038.0,533349
2025-04-21,7133.36962890625,7142.5,7189.0,7058.0,7150.0,244570
2025-04-22,7079.4384765625,7088.5,7172.5,7070.0,7141.5,305540
2025-04-23,7132.8701171875,7142.0,7169.0,7071.5,7088.5,287593
2025-04-24,7150.34765625,7159.5,7184.5,7093.5,7141.5,277769
2025-04-25,6944.11181640625,6953.0,7243.0,6898.0,7169.5,550158
2025-04-28,7035.994140625,7045.0,7056.0,6954.5,6954.5,379519
2025-04-29,6983.56103515625,6992.5,7090.0,6976.0,7049.0,174253
2025-04-30,6968.0810546875,6977.0,7035.5,6920.0,6992.0,499567
2025-05-02,6919.1435546875,6928.0,7098.0,6918.0,6922.0,207912
2025-05-05,6965.0849609375,6974.0,7031.0,6950.0,6960.0,259097
2025-05-06,7000.0400390625,7009.0,7074.0,6950.0,6999.5,292595
2025-05-07,6974.0732421875,6983.0,7056.0,6950.0,6970.0,338311
2025-05-08,6842.7412109375,6851.5,6979.0,6806.0,6950.0,383274
2025-05-09,6713.4072265625,6722.0,6844.0,6677.5,6735.5,428193
2025-05-12,6917.14599609375,6926.0,6940.5,6758.5,6800.0,237009
2025-05-13,6908.6572265625,6917.5,7013.0,6900.0,6908.0,323598
2025-05-14,6907.658203125,6916.5,6993.0,6862.5,6930.0,324593
2025-05-15,7063.458984375,7072.5,7096.5,6870.0,6942.0,656146
2025-05-16,7006.0322265625,7015.0,7105.0,6993.0,7080.0,270772
2025-05-19,6965.583984375,6974.5,7061.0,6965.5,6985.0,307173
2025-05-20,6903.1640625,6912.0,7007.0,6891.0,6985.5,365507
2025-05-21,6975.072265625,6984.0,7043.0,6928.5,6928.5,449740
2025-05-22,6945.60986328125,6954.5,7001.0,6915.0,6984.0,229993
2025-05-23,7055.46923828125,7064.5,7088.0,6930.0,6987.5,321466
2025-05-26,7087.42822265625,7096.5,7120.0,7080.0,7095.0,228090
2025-05-27,7064.45751953125,7073.5,7124.5,7029.5,7118.5,218088
2025-05-28,6947.607421875,6956.5,7101.0,6932.5,7100.0,278102
2025-05-29,6914.14990234375,6923.0,6981.0,6886.5,6965.5,308885
2025-05-30,6871.70458984375,6880.5,6993.0,6853.5,6950.0,911209
2025-06-02,6906.65966796875,6915.5,7090.0,6883.5,6944.0,1217905
2025-06-03,6803.79150390625,6812.5,6950.5,6799.5,6950.0,489548
2025-06-04,6846.23681640625,6855.0,6868.0,6772.0,6812.5,629518
2025-06-05,6867.2099609375,6876.0,6919.5,6842.0,6868.5,488647
2025-06-06,6933.625,6942.5,6955.0,6808.0,6867.0,269399
2025-06-09,6923.138671875,6932.0,6976.5,6886.0,6976.5,239444
2025-06-10,6909.65576171875,6918.5,6992.5,6911.0,6951.5,559472
2025-06-11,6918.64453125,6927.5,6947.0,6863.0,6918.0,526939
2025-06-12,6987.55615234375,6996.5,7055.0,6930.0,6932.0,552007
2025-06-13,6985.55859375,6994.5,7037.5,6923.0,6979.0,367775
2025-06-16,7104.90576171875,7114.0,7138.0,6982.0,7010.5,589027
2025-06-17,6997.54345703125,7006.5,7134.5,6999.5,7120.0,264117
2025-06-18,6924.63671875,6933.5,7030.0,6917.0,7006.5,394355
2025-06-19,7000.53955078125,7009.5,7035.0,6912.0,6937.0,462080
2025-06-20,7054.47021484375,7063.5,7077.0,6974.5,7005.0,378436
2025-06-23,6998.5419921875,7007.5,7049.5,6995.5,7000.0,137379
2025-06-24,6997.0439453125,7006.0,7076.0,6993.5,7034.5,238243
2025-06-25,7032.998046875,7042.0,7061.0,6995.0,6995.0,378904
2025-06-26,7092.421875,7101.5,7122.5,7020.5,7054.5,426516
2025-06-27,7299.1572265625,7308.5,7324.0,7117.5,7130.0,523582
2025-06-30,7232.7421875,7242.0,7336.5,7203.5,7336.5,353888
2025-07-01,7486.41748046875,7496.0,7584.5,7404.5,7475.0,1872535
2025-07-02,7431.48779296875,7441.0,7532.0,7416.5,7470.0,910865
2025-07-03,7555.32958984375,7565.0,7600.5,7440.0,7474.0,894597
2025-07-04,7543.84423828125,7553.5,7593.0,7525.0,7593.0,349076
2025-07-07,7606.26416015625,7616.0,7625.5,7535.5,7562.5,449086
2025-07-08,7555.32958984375,7565.0,7635.0,7554.0,7605.0,481581
2025-07-09,7459.4521484375,7469.0,7568.5,7448.5,7545.0,266815
2025-07-10,7349.5927734375,7359.0,7455.0,7348.0,7455.0,384661
2025-07-11,7180.3095703125,7189.5,7384.0,7159.0,7355.0,578061
2025-07-14,7210.7705078125,7220.0,7256.5,7173.0,7200.0,670246
2025-07-15,7351.0908203125,7360.5,7374.0,7227.5,7260.5,517978
2025-07-16,7343.10107421875,7352.5,7410.0,7310.0,7374.5,527782
2025-07-17,7341.103515625,7350.5,7408.5,7331.5,7361.0,378666
2025-07-18,7294.16357421875,7303.5,7384.5,7255.0,7384.5,192649
2025-07-21,7245.22607421875,7254.5,7322.5,7246.0,7303.5,217270
2025-07-22,7237.236328125,7246.5,7291.5,7216.5,7270.0,300768
2025-07-23,7364.07421875,7373.5,7390.0,7244.0,7251.0,508883
2025-07-24,7354.0869140625,7363.5,7485.5,7349.5,7373.0,454916
2025-07-25,7458.95263671875,7468.5,7483.5,7343.5,7365.0,434232
2025-07-28,7347.095703125,7356.5,7502.0,7323.0,7480.0,240740
2025-07-29,7446.46875,7456.0,7469.0,7310.5,7356.5,336770
2025-07-30,7440.4765625,7450.0,7474.5,7400.0,7460.0,266922
2025-07-31,7488.4150390625,7498.0,7525.0,7355.0,7378.0,342605
2025-08-01,7342.10205078125,7351.5,7538.0,7331.5,7538.0,215243
2025-08-04,7298.65771484375,7308.0,7388.0,7295.0,7387.0,260996
2025-08-05,7264.701171875,7274.0,7342.0,7235.5,7312.0,282791
2025-08-06,7180.3095703125,7189.5,7279.0,7164.5,7270.0,296623
2025-08-07,7160.83447265625,7170.0,7197.5,7053.5,7164.0,407857
2025-08-08,7075.443359375,7084.5,7198.5,7066.0,7170.0,327102
2025-08-11,7249.720703125,7259.0,7320.0,7020.5,7101.0,498598
2025-08-12,7227.24951171875,7236.5,7285.0,7205.0,7259.0,342006
2025-08-13,7798.51806640625,7808.5,7840.0,7389.0,7403.0,2291645
2025-08-14,7811.50146484375,7821.5,7859.5,7749.0,7830.0,673142
2025-08-18,7812.5,7822.5,7917.5,7806.0,7850.0,633876
2025-08-19,7823.5,7823.5,7864.5,7800.0,7830.5,384598
2025-08-20,7883.0,7883.0,7918.0,7812.5,7830.0,452843
2025-08-21,7926.5,7926.5,7947.0,7853.0,7893.0,482016
2025-08-22,7922.5,7922.5,7980.0,7852.0,7895.0,843648
2025-08-25,7851.0,7851.0,7950.0,7838.5,7926.0,402979
2025-08-26,7793.5,7793.5,7834.0,7720.5,7827.5,671659
2025-08-28,7728.0,7728.0,7828.0,7714.5,7755.0,418353
2025-08-29,7610.0,7610.0,7744.0,7586.0,7670.0,481590
2025-09-01,7671.5,7671.5,7684.5,7595.5,7595.5,255894
2025-09-02,7682.0,7682.0,7699.0,7631.5,7631.5,195907
2025-09-03,7736.0,7736.0,7775.5,7656.0,7685.0,321268
2025-09-04,7900.0,7900.0,7918.5,7751.0,7790.0,386286
2025-09-05,7804.5,7804.5,7915.0,7795.5,7900.0,228324
2025-09-08,7786.5,7786.5,7849.5,7740.5,7834.5,314960
2025-09-09,7825.5,7825.5,7848.0,7755.0,7755.0,303494
2025-09-10,7929.0,7929.0,7939.0,7805.0,7805.0,337313
2025-09-11,7879.5,7879.5,7941.5,7860.0,7875.5,161041
2025-09-12,7874.5,7874.5,7915.0,7841.5,7875.0,117761
2025-09-15,7816.5,7816.5,7956.0,7796.0,7900.0,214626
2025-09-16,7852.5,7852.5,7862.0,7805.5,7805.5,194911
2025-09-17,7888.0,7888.0,7911.0,7860.0,7869.0,249447
2025-09-18,7850.5,7850.5,7886.0,7821.0,7875.0,264065
2025-09-19,7806.5,7806.5,7876.5,7798.5,7850.5,207129
2025-09-22,7739.0,7739.0,7796.5,7611.5,7611.5,302818
2025-09-23,7684.0,7684.0,7749.0,7664.5,7725.0,443181
2025-09-24,7643.5,7643.5,7730.0,7634.5,7698.0,201984
2025-09-25,7624.0,7624.0,7704.0,7615.0,7649.0,374239
2025-09-26,7510.0,7510.0,7630.5,7491.0,7550.0,207170
2025-09-29,7444.0,7444.0,7595.0,7426.0,7550.0,388214
2025-09-30,7409.0,7409.0,7478.0,7400.0,7444.0,369272
2025-10-01,7441.0,7441.0,7482.0,7359.0,7409.5,220764
2025-10-03,7449.5,7449.5,7484.0,7404.0,7441.0,478143
2025-10-06,7662.0,7662.0,7730.0,7550.0,7550.0,423558
2025-10-07,7700.0,7700.0,7706.5,7633.5,7674.5,210121
2025-10-08,7662.0,7662.0,7762.0,7643.5,7697.5,188810
2025-10-09,7695.0,7695.0,7750.0,7620.0,7690.0,295802
2025-10-10,7681.0,7681.0,7739.0,7660.0,7694.5,273853
2025-10-13,7671.0,7671.0,7744.0,7643.0,7709.0,191488
2025-10-14,7759.0,7759.0,7848.5,7675.0,7848.5,413862
2025-10-15,7826.0,7826.0,7850.0,7740.5,7800.0,212807
2025-10-16,7833.5,7833.5,7870.0,7807.5,7814.0,178563
2025-10-17,7901.5,7901.5,8030.0,7840.5,7850.0,610960
2025-10-20,8010.0,8010.0,8065.0,7921.5,7950.0,498555
2025-10-21,8012.0,8012.0,8058.5,7992.5,8038.0,31082
2025-10-23,7968.5,7968.5,8099.5,7920.0,7950.0,456860
2025-10-24,7837.5,7837.5,7982.0,7824.5,7975.0,287555
2025-10-27,7845.5,7845.5,7903.0,7834.0,7837.5,266541
2025-10-28,7880.5,7880.5,7901.0,7828.5,7864.0,348079
2025-10-29,7858.5,7858.5,7905.0,7846.0,7890.5,199897
2025-10-30,7790.0,7790.0,7837.5,7765.0,7767.0,209452
2025-10-31,7681.0,7681.0,7833.0,7651.0,7833.0,347031
2025-11-03,7824.5,7824.5,7845.0,7661.5,7675.0,332284
2025-11-04,7810.5,7810.5,7883.5,7780.5,7824.5,384562
2025-11-05,7810.5,7810.5,7810.5,7810.5,7810.5,0
2025-11-06,7782.0,7782.0,7850.5,7700.0,7732.5,425649
2025-11-07,7642.0,7642.0,7891.0,7625.5,7789.0,486385
2025-11-10,7529.5,7529.5,7652.5,7515.0,7631.5,377719
2025-11-11,7501.0,7501.0,7569.0,7441.0,7501.5,306736
2025-11-12,7498.0,7498.0,7539.0,7458.0,7520.0,420561
2025-11-13,7440.5,7440.5,7509.0,7425.0,7480.0,448567
2025-11-14,7420.5,7420.5,7467.0,7375.0,7440.0,218565
2025-11-17,7487.5,7487.5,7504.5,7425.0,7475.0,248470
2025-11-18,7385.5,7385.5,7474.0,7373.0,7450.0,285148
2025-11-19,7459.0,7459.0,7482.0,7332.0,7419.0,454714
2025-11-20,7423.0,7423.0,7491.0,7415.0,7481.0,228411
2025-11-21,7391.0,7391.0,7435.0,7381.5,7425.5,138622
2025-11-24,7354.5,7354.5,7421.0,7332.0,7399.0,751685
2025-11-25,7330.5,7330.5,7409.5,7314.5,7409.0,237415
2025-11-26,7393.0,7393.0,7402.0,7308.5,7341.5,272489
2025-11-27,7322.5,7322.5,7396.0,7310.0,7390.0,243681
2025-11-28,7335.5,7335.5,7359.0,7300.0,7330.0,299937
2025-12-01,7287.5,7287.5,7381.5,7282.0,7375.0,227568
2025-12-02,7242.0,7242.0,7299.0,7230.0,7287.5,329723
2025-12-03,7184.0,7184.0,7257.0,7150.5,7200.0,329160
2025-12-04,7201.0,7201.0,7227.5,7158.0,7184.0,306183
2025-12-05,7189.5,7189.5,7219.5,7147.0,7201.0,260117
2025-12-08,7096.0,7096.0,7219.0,7082.0,7157.0,287363
2025-12-09,7091.0,7091.0,7181.5,7059.0,7100.0,560843
2025-12-10,7018.5,7018.5,7116.0,7005.5,7101.0,266098
2025-12-11,7009.5,7009.5,7065.5,6973.0,7028.0,350620
2025-12-12,7101.0,7101.0,7130.0,6996.0,7015.0,306662
2025-12-15,7086.5,7086.5,7098.0,7015.5,7075.0,205982
2025-12-16,7051.5,7051.5,7148.0,7025.0,7110.0,385236
2025-12-17,6921.5,6921.5,7109.0,6911.5,7109.0,358023
2025-12-18,6918.5,6918.5,6949.5,6881.0,6921.5,384579
2025-12-19,7012.5,7012.5,7024.0,6902.0,6919.0,235742
2025-12-22,7054.0,7054.0,7104.0,7013.0,7014.0,358776
2025-12-23,7073.5,7073.5,7098.0,7016.0,7069.5,286197
2025-12-24,7172.0,7172.0,7209.5,7044.5,7070.0,351381
2025-12-25,7172.0,7172.0,7172.0,7172.0,7172.0,0
2025-12-26,7156.0,7156.0,7202.0,7131.5,7182.0,228172
2025-12-29,7084.5,7084.5,7180.0,7070.0,7168.0,234376
2025-12-30,6990.0,6990.0,7065.0,6937.0,7055.0,433130
2025-12-31,7042.5,7042.5,7053.5,6955.0,6990.0,226286
2026-01-01,7111.5,7111.5,7125.0,7023.5,7063.0,81987
2026-01-02,7129.5,7129.5,7151.0,7075.5,7130.0,353245
2026-01-05,7083.0,7083.0,7134.5,7063.5,7129.5,349588
2026-01-06,7348.0,7348.0,7360.0,7040.0,7040.0,581189
2026-01-07,7447.5,7447.5,7488.0,7315.0,7349.0,567878
2026-01-08,7364.5,7364.5,7443.0,7325.0,7425.0,778407
2026-01-09,7256.5,7256.5,7360.5,7225.0,7348.0,312461
2026-01-12,7268.5,7268.5,7289.5,7111.0,7203.0,333583
2026-01-13,7311.5,7311.5,7321.5,7240.0,7299.0,275363
2026-01-14,7272.5,7272.5,7325.5,7242.5,7258.0,383251
2026-01-15,7272.5,7272.5,7272.5,7272.5,7272.5,0
2026-01-16,7235.5,7235.5,7299.0,6950.0,6950.0,501597
