date_,adj close_apollohosp.ns,close_apollohosp.ns,high_apollohosp.ns,low_apollohosp.ns,open_apollohosp.ns,volume_apollohosp.ns
2024-06-06,5936.84326171875,5962.0,5975.0,5900.0,5970.0,490549
2024-06-07,5989.17138671875,6014.5498046875,6031.0,5965.4501953125,5987.75,436163
2024-06-10,6031.14404296875,6056.7001953125,6075.0,5992.0498046875,6040.0,443756
2024-06-11,6082.17724609375,6107.9501953125,6167.25,6059.2001953125,6081.75,521348
2024-06-12,6142.57177734375,6168.60009765625,6188.85009765625,6075.0,6117.2998046875,321285
2024-06-13,6180.01318359375,6206.2001953125,6210.5498046875,6160.0,6207.9501953125,401804
2024-06-14,6181.4072265625,6207.60009765625,6219.9501953125,6175.0,6210.0,216573
2024-06-18,6210.03564453125,6236.35009765625,6249.7998046875,6166.2001953125,6225.0,267887
2024-06-19,6147.5009765625,6173.5498046875,6269.0,6128.0498046875,6265.0,401714
2024-06-20,6149.791015625,6175.85009765625,6193.7001953125,6115.75,6165.7001953125,252844
2024-06-21,6143.9658203125,6170.0,6239.10009765625,6145.0,6152.2001953125,434583
2024-06-24,6233.1376953125,6259.5498046875,6295.0,6156.14990234375,6170.0,357273
2024-06-25,6268.78662109375,6295.35009765625,6315.0,6242.25,6258.0,348730
2024-06-26,6110.90576171875,6136.7998046875,6285.64990234375,6125.0,6279.7998046875,538411
2024-06-27,6166.37109375,6192.5,6200.39990234375,6055.0,6115.75,440975
2024-06-28,6159.59912109375,6185.7001953125,6222.5,6145.14990234375,6222.5,334692
2024-07-01,6114.58984375,6140.5,6180.0,6108.4501953125,6180.0,374933
2024-07-02,6071.87109375,6097.60009765625,6163.75,6077.0,6134.75,436037
2024-07-03,6166.56982421875,6192.7001953125,6217.75,6079.0498046875,6132.25,188203
2024-07-04,6198.78369140625,6225.0498046875,6244.0,6161.0,6200.9501953125,222050
2024-07-05,6301.84619140625,6328.5498046875,6342.85009765625,6159.0,6201.0,350300
2024-07-08,6290.79345703125,6317.4501953125,6387.9501953125,6292.7998046875,6380.0,317731
2024-07-09,6293.63134765625,6320.2998046875,6350.39990234375,6255.89990234375,6309.2998046875,176239
2024-07-10,6348.7978515625,6375.7001953125,6417.0,6301.14990234375,6320.2998046875,295890
2024-07-11,6362.0908203125,6389.0498046875,6411.64990234375,6340.0,6395.89990234375,354777
2024-07-12,6327.08935546875,6353.89990234375,6419.9501953125,6320.0,6385.2001953125,211028
2024-07-15,6410.08837890625,6437.25,6466.7001953125,6340.5,6340.5,359221
2024-07-16,6426.46875,6453.7001953125,6464.0,6403.0,6437.25,298376
2024-07-18,6493.3349609375,6520.85009765625,6539.7001953125,6430.0,6432.0,583444
2024-07-19,6355.021484375,6381.9501953125,6525.25,6365.0,6525.25,228785
2024-07-22,6375.1357421875,6402.14990234375,6434.0,6370.14990234375,6381.9501953125,222285
2024-07-23,6376.57958984375,6403.60009765625,6474.39990234375,6324.7998046875,6404.0,284679
2024-07-24,6395.5,6422.60009765625,6443.9501953125,6350.0498046875,6400.0,309594
2024-07-25,6358.85498046875,6385.7998046875,6434.14990234375,6372.0,6404.7998046875,412373
2024-07-26,6636.42822265625,6664.5498046875,6679.9501953125,6393.5498046875,6433.0,432671
2024-07-29,6653.45703125,6681.64990234375,6777.0,6616.39990234375,6777.0,367708
2024-07-30,6612.97802734375,6641.0,6713.14990234375,6584.10009765625,6681.64990234375,264929
2024-07-31,6587.38671875,6615.2998046875,6686.75,6584.14990234375,6664.25,352268
2024-08-01,6678.10205078125,6706.39990234375,6735.0,6606.60009765625,6615.2998046875,361725
2024-08-02,6681.8359375,6710.14990234375,6795.85009765625,6681.0,6706.39990234375,587569
2024-08-05,6659.3818359375,6687.60009765625,6756.5,6600.0498046875,6689.0,907845
2024-08-06,6629.60791015625,6657.7001953125,6735.0,6631.0498046875,6689.14990234375,334936
2024-08-07,6691.99365234375,6720.35009765625,6768.0,6662.0,6701.2001953125,358284
2024-08-08,6514.2958984375,6541.89990234375,6744.35009765625,6500.0,6740.0,509454
2024-08-09,6560.052734375,6587.85009765625,6598.0,6530.0,6582.25,115598
2024-08-12,6474.962890625,6502.39990234375,6591.89990234375,6420.9501953125,6550.0,230114
2024-08-13,6561.595703125,6589.39990234375,6642.0,6510.2998046875,6510.2998046875,400126
2024-08-14,6488.35595703125,6515.85009765625,6865.0,6460.25,6600.0,1723346
2024-08-16,6668.91943359375,6686.89990234375,6714.7998046875,6556.0,6556.2001953125,611092
2024-08-19,6706.8173828125,6724.89990234375,6756.89990234375,6565.0498046875,6750.0,398225
2024-08-20,6654.95703125,6672.89990234375,6788.60009765625,6650.0,6775.0,146064
2024-08-21,6734.29345703125,6752.4501953125,6788.5,6627.10009765625,6675.0,291296
2024-08-22,6812.18310546875,6830.5498046875,6858.0,6751.0,6760.5498046875,344641
2024-08-23,6842.25244140625,6860.7001953125,6927.39990234375,6830.7001953125,6864.0,468784
2024-08-26,6761.76904296875,6780.0,6878.0,6608.7998046875,6830.0,385016
2024-08-27,6763.21533203125,6781.4501953125,6850.75,6734.0,6780.0,297297
2024-08-28,6758.22900390625,6776.4501953125,6848.5,6746.5498046875,6785.89990234375,250361
2024-08-29,6838.76171875,6857.2001953125,6907.35009765625,6760.2998046875,6799.89990234375,659960
2024-08-30,6908.87255859375,6927.5,6990.0,6851.0,6865.0,499581
2024-09-02,6861.5498046875,6880.0498046875,6999.0,6865.0498046875,6989.0,248292
2024-09-03,6826.44482421875,6844.85009765625,6925.7998046875,6834.4501953125,6890.9501953125,361990
2024-09-04,6912.26318359375,6930.89990234375,6938.0,6790.0498046875,6838.0,389768
2024-09-05,6915.65380859375,6934.2998046875,7044.0,6900.2001953125,6930.89990234375,387284
2024-09-06,6888.22802734375,6906.7998046875,6962.4501953125,6857.89990234375,6934.2998046875,185503
2024-09-09,6842.25244140625,6860.7001953125,6928.0,6820.4501953125,6906.7998046875,304409
2024-09-10,6902.9384765625,6921.5498046875,6975.85009765625,6860.7001953125,6900.0,354522
2024-09-11,6881.6953125,6900.25,6953.9501953125,6873.4501953125,6900.0,223028
2024-09-12,7042.81103515625,7061.7998046875,7096.4501953125,6915.0,6943.0,831152
2024-09-13,7000.2763671875,7019.14990234375,7099.9501953125,7008.0498046875,7096.2001953125,238034
2024-09-16,7012.443359375,7031.35009765625,7062.9501953125,7010.5,7025.0,226343
2024-09-17,6989.2060546875,7008.0498046875,7152.4501953125,6999.89990234375,7031.39990234375,266003
2024-09-18,7016.98095703125,7035.89990234375,7068.0,6960.75,7029.89990234375,251334
2024-09-19,7011.34619140625,7030.25,7124.64990234375,7011.4501953125,7068.0,407897
2024-09-20,7063.60546875,7082.64990234375,7120.0,7017.89990234375,7039.89990234375,493357
2024-09-23,7133.56640625,7152.7998046875,7182.0,7090.39990234375,7090.39990234375,254282
2024-09-24,7102.849609375,7122.0,7200.0,7076.2001953125,7076.2001953125,333949
2024-09-25,7114.26904296875,7133.4501953125,7144.9501953125,7074.14990234375,7092.75,236185
2024-09-26,7148.576171875,7167.85009765625,7193.9501953125,7094.39990234375,7108.0,405696
2024-09-27,7214.54833984375,7234.0,7279.89990234375,7110.0,7159.2998046875,772592
2024-09-30,7179.7919921875,7199.14990234375,7316.9501953125,7160.5,7160.5,442794
2024-10-01,7134.115234375,7153.35009765625,7243.9501953125,7135.0,7201.5,310719
2024-10-03,6887.38037109375,6905.9501953125,7200.0,6855.9501953125,7093.35009765625,655420
2024-10-04,6755.38623046875,6773.60009765625,6958.2998046875,6727.35009765625,6902.10009765625,429272
2024-10-07,6754.9375,6773.14990234375,6857.5,6743.14990234375,6801.0,260810
2024-10-08,6905.6806640625,6924.2998046875,6940.0,6748.7001953125,6819.0,345891
2024-10-09,6990.05322265625,7008.89990234375,7070.0,6936.39990234375,6959.0,391824
2024-10-10,6936.34814453125,6955.0498046875,7055.0498046875,6884.0498046875,7054.9501953125,237853
2024-10-11,6964.6220703125,6983.39990234375,7018.9501953125,6930.10009765625,6982.0,75315
2024-10-14,7073.52880859375,7092.60009765625,7101.39990234375,6961.75,6976.85009765625,168515
2024-10-15,7120.95068359375,7140.14990234375,7150.35009765625,7040.0,7115.0,322659
2024-10-16,7052.28564453125,7071.2998046875,7135.2001953125,7056.0,7085.10009765625,223419
2024-10-17,6970.50634765625,6989.2998046875,7102.60009765625,6960.64990234375,7089.0,183572
2024-10-18,6964.123046875,6982.89990234375,7041.64990234375,6950.0,6983.2998046875,236651
2024-10-21,6967.61376953125,6986.39990234375,7032.0,6957.5,6972.25,222611
2024-10-22,6873.41796875,6891.9501953125,7037.25,6871.5498046875,7019.9501953125,112233
2024-10-23,6888.17822265625,6906.75,6958.9501953125,6854.75,6885.0,109466
2024-10-24,6935.45068359375,6954.14990234375,6978.0,6870.64990234375,6937.25,147408
2024-10-25,6926.17578125,6944.85009765625,6981.0,6876.0498046875,6954.14990234375,175261
2024-10-28,6907.67529296875,6926.2998046875,6970.0,6794.25,6923.0,238427
2024-10-29,6968.6611328125,6987.4501953125,6997.7001953125,6855.7998046875,6957.89990234375,196146
2024-10-30,6963.724609375,6982.5,7035.0,6939.7998046875,6980.60009765625,191699
2024-10-31,7003.81640625,7022.7001953125,7050.0,6956.0498046875,6999.89990234375,224153
2024-11-01,7013.0419921875,7031.9501953125,7046.0,7000.75,7022.7001953125,18769
2024-11-04,6939.68896484375,6958.39990234375,7090.0,6892.14990234375,7090.0,273442
2024-11-05,6947.56787109375,6966.2998046875,6986.5498046875,6814.25,6920.0,246059
2024-11-06,6949.36328125,6968.10009765625,7141.75,6891.0,7020.0,459745
2024-11-07,7404.88525390625,7424.85009765625,7483.89990234375,7200.2998046875,7316.5,2502817
2024-11-08,7401.4443359375,7421.39990234375,7545.0,7380.0,7390.0498046875,1032481
2024-11-11,7136.20947265625,7155.4501953125,7454.14990234375,6982.60009765625,7400.0,625620
2024-11-12,7000.67431640625,7019.5498046875,7232.85009765625,7001.0,7161.25,194183
2024-11-13,6840.4072265625,6858.85009765625,6998.2001953125,6830.4501953125,6970.0,299775
2024-11-14,6842.2021484375,6860.64990234375,6908.0,6827.0498046875,6860.0,192648
2024-11-18,6723.771484375,6741.89990234375,6874.4501953125,6694.5498046875,6874.4501953125,268706
2024-11-19,6668.91943359375,6686.89990234375,6796.89990234375,6661.2001953125,6750.0,290018
2024-11-21,6724.3701171875,6742.5,6761.9501953125,6594.14990234375,6623.5498046875,258574
2024-11-22,6916.4521484375,6935.10009765625,6950.2998046875,6751.60009765625,6751.60009765625,498633
2024-11-25,7055.97607421875,7075.0,7147.0,6930.89990234375,6980.0,639047
2024-11-26,7057.521484375,7076.5498046875,7112.0498046875,7042.5,7095.0,179222
2024-11-27,6963.92431640625,6982.7001953125,7115.39990234375,6970.0,7076.5498046875,227250
2024-11-28,6822.705078125,6841.10009765625,7030.0,6816.0,6982.7001953125,412343
2024-11-29,6810.53759765625,6828.89990234375,6892.4501953125,6812.0,6867.0498046875,410883
2024-12-02,7046.80078125,7065.7998046875,7080.0,6821.10009765625,6858.0,579743
2024-12-03,7107.38720703125,7126.5498046875,7135.39990234375,7076.5498046875,7104.39990234375,351470
2024-12-04,7212.90283203125,7232.35009765625,7269.10009765625,7125.0498046875,7216.64990234375,604278
2024-12-05,7255.1884765625,7274.75,7334.9501953125,7140.39990234375,7257.25,510951
2024-12-06,7213.85009765625,7233.2998046875,7310.0498046875,7207.75,7263.0,189048
2024-12-09,7174.50634765625,7193.85009765625,7227.9501953125,7162.75,7162.75,203674
2024-12-10,7238.78271484375,7258.2998046875,7308.4501953125,7215.2001953125,7228.7998046875,333300
2024-12-11,7321.06103515625,7340.7998046875,7364.0,7216.0498046875,7255.7001953125,391192
2024-12-12,7207.6669921875,7227.10009765625,7318.64990234375,7189.5,7300.0,396742
2024-12-13,7239.9296875,7259.4501953125,7277.35009765625,7204.2001953125,7221.0,314999
2024-12-16,7239.6806640625,7259.2001953125,7270.10009765625,7166.0498046875,7251.64990234375,219812
2024-12-17,7199.33935546875,7218.75,7307.0,7201.0,7227.0,237831
2024-12-18,7217.93896484375,7237.39990234375,7267.5,7177.64990234375,7233.25,253532
2024-12-19,7277.92724609375,7297.5498046875,7313.25,7137.39990234375,7148.0,292899
2024-12-20,7232.201171875,7251.7001953125,7389.89990234375,7210.0498046875,7324.7998046875,349055
2024-12-23,7245.56494140625,7265.10009765625,7329.89990234375,7185.0,7251.10009765625,179062
2024-12-24,7220.5322265625,7240.0,7279.75,7210.39990234375,7260.0,146814
2024-12-26,7241.62548828125,7261.14990234375,7298.0498046875,7224.75,7272.2001953125,116439
2024-12-27,7226.8154296875,7246.2998046875,7295.0,7155.0,7261.14990234375,189089
2024-12-30,7294.58251953125,7314.25,7378.39990234375,7220.0498046875,7240.0,428884
2024-12-31,7276.73095703125,7296.35009765625,7365.9501953125,7252.7998046875,7305.60009765625,212227
2025-01-01,7349.83349609375,7369.64990234375,7445.0,7300.39990234375,7320.0,341399
2025-01-02,7401.693359375,7421.64990234375,7444.9501953125,7333.0498046875,7405.0,265991
2025-01-03,7278.7255859375,7298.35009765625,7437.5498046875,7280.0,7427.9501953125,180636
2025-01-06,7409.173828125,7429.14990234375,7473.0,7290.75,7298.35009765625,527272
2025-01-07,7416.75341796875,7436.75,7545.35009765625,7345.2001953125,7466.25,398234
2025-01-08,7123.44384765625,7142.64990234375,7460.0,7131.0,7448.75,450295
2025-01-09,7072.48095703125,7091.5498046875,7163.7001953125,6991.10009765625,7140.0,305521
2025-01-10,7017.8291015625,7036.75,7139.0,7016.85009765625,7090.0,185381
2025-01-13,6821.208984375,6839.60009765625,7000.0,6756.0498046875,7000.0,431086
2025-01-14,6688.81591796875,6706.85009765625,6899.0,6683.10009765625,6854.60009765625,362659
2025-01-15,6673.85595703125,6691.85009765625,6759.9501953125,6608.0,6749.60009765625,547360
2025-01-16,6771.39306640625,6789.64990234375,6807.7998046875,6700.0498046875,6760.0,579821
2025-01-17,6809.73974609375,6828.10009765625,6845.0,6762.2998046875,6819.9501953125,166710
2025-01-20,6762.6171875,6780.85009765625,6910.0,6740.0,6901.0,120356
2025-01-21,6900.544921875,6919.14990234375,7014.9501953125,6838.0,6838.0,799900
2025-01-22,6874.36572265625,6892.89990234375,6941.9501953125,6829.89990234375,6908.0,247081
2025-01-23,6902.24072265625,6920.85009765625,6963.10009765625,6823.2001953125,6892.25,271085
2025-01-24,6726.91259765625,6745.0498046875,6915.25,6728.4501953125,6915.25,317194
2025-01-27,6677.44677734375,6695.4501953125,6729.7998046875,6674.35009765625,6700.0,191705
2025-01-28,6690.91015625,6708.9501953125,6747.5,6635.0498046875,6699.0,202194
2025-01-29,6766.0576171875,6784.2998046875,6798.75,6697.25,6741.0,146288
2025-01-30,6806.298828125,6824.64990234375,6895.0,6770.35009765625,6786.25,204648
2025-01-31,6792.18701171875,6810.5,6880.0,6789.14990234375,6822.25,187712
2025-02-01,6822.705078125,6841.10009765625,6940.0,6810.25,6810.2998046875,117096
2025-02-03,6780.36865234375,6798.64990234375,6886.75,6724.9501953125,6781.60009765625,250589
2025-02-04,6773.9365234375,6792.2001953125,6816.60009765625,6706.2998046875,6785.0,223642
2025-02-05,6925.97607421875,6944.64990234375,7008.0,6796.4501953125,6826.14990234375,389639
2025-02-06,6855.765625,6874.25,6925.0,6785.5498046875,6837.39990234375,334197
2025-02-07,6772.29052734375,6790.5498046875,6929.85009765625,6750.0,6921.4501953125,259335
2025-02-10,6743.06982421875,6761.25,6834.35009765625,6686.0,6817.2001953125,213808
2025-02-11,6300.36328125,6317.35009765625,6815.0,6282.5,6799.89990234375,1728723
2025-02-12,6357.4091796875,6374.5498046875,6494.0498046875,6215.0,6349.60009765625,1133586
2025-02-13,6355.06591796875,6372.2001953125,6425.0,6344.4501953125,6372.25,636246
2025-02-14,6262.484375,6270.5,6379.89990234375,6230.60009765625,6377.25,320088
2025-02-17,6292.146484375,6300.2001953125,6317.0,6150.0,6150.0,482329
2025-02-18,6368.6982421875,6376.85009765625,6390.0,6320.0,6320.0,220118
2025-02-19,6414.439453125,6422.64990234375,6435.0,6284.25,6348.25,195067
2025-02-20,6382.7802734375,6390.9501953125,6469.4501953125,6377.89990234375,6384.25,165304
2025-02-21,6309.4736328125,6317.5498046875,6395.60009765625,6292.9501953125,6362.2998046875,220428
2025-02-24,6243.40869140625,6251.39990234375,6275.0,6236.0,6275.0,458224
2025-02-25,6243.35888671875,6251.35009765625,6279.9501953125,6213.0498046875,6251.0,421160
2025-02-27,6177.29345703125,6185.2001953125,6282.25,6145.4501953125,6261.0,397857
2025-02-28,6044.86279296875,6052.60009765625,6145.0498046875,6001.35009765625,6145.0498046875,845516
2025-03-03,6162.7119140625,6170.60009765625,6195.0,6001.0,6025.60009765625,373515
2025-03-04,6180.2392578125,6188.14990234375,6220.5,6112.2998046875,6133.0,445246
2025-03-05,6206.45556640625,6214.39990234375,6235.0498046875,6130.64990234375,6200.0,345922
2025-03-06,6266.07958984375,6274.10009765625,6292.0,6217.0498046875,6255.0,284475
2025-03-07,6208.15380859375,6216.10009765625,6314.75,6197.2998046875,6292.25,299433
2025-03-10,6141.73876953125,6149.60009765625,6212.0,6133.89990234375,6206.39990234375,266043
2025-03-11,6126.95751953125,6134.7998046875,6155.7001953125,6040.0,6130.0,526709
2025-03-12,6135.89599609375,6143.75,6157.9501953125,6063.75,6134.10009765625,250139
2025-03-13,6097.8447265625,6105.64990234375,6200.0,6082.10009765625,6155.10009765625,247628
2025-03-17,6148.77978515625,6156.64990234375,6204.2001953125,6002.0,6002.0,287639
2025-03-18,6148.77978515625,6156.64990234375,6156.64990234375,6156.64990234375,6156.64990234375,0
2025-03-19,6419.3330078125,6427.5498046875,6434.89990234375,6227.10009765625,6275.25,579880
2025-03-20,6466.07373046875,6474.35009765625,6484.64990234375,6363.75,6465.0,457285
2025-03-21,6603.09814453125,6611.5498046875,6634.10009765625,6470.0498046875,6494.0,496635
2025-03-24,6607.3427734375,6615.7998046875,6699.9501953125,6600.4501953125,6649.39990234375,389998
2025-03-25,6636.2060546875,6644.7001953125,6667.14990234375,6562.0498046875,6596.5,223668
2025-03-26,6511.46533203125,6519.7998046875,6680.0,6491.0498046875,6653.7998046875,281646
2025-03-27,6483.7509765625,6492.0498046875,6559.9501953125,6430.25,6500.0498046875,728926
2025-03-28,6607.74267578125,6616.2001953125,6649.75,6432.9501953125,6492.0498046875,413873
2025-04-01,6623.8212890625,6632.2998046875,6661.89990234375,6545.64990234375,6599.0,319668
2025-04-02,6723.5439453125,6732.14990234375,6746.39990234375,6632.2998046875,6632.2998046875,292940
2025-04-03,6662.82177734375,6671.35009765625,6774.9501953125,6660.0498046875,6675.0498046875,312519
2025-04-04,6705.96630859375,6714.5498046875,6735.0,6582.0,6672.0,279891
2025-04-07,6674.75634765625,6683.2998046875,6725.7001953125,6490.85009765625,6565.0,744140
2025-04-08,6746.96435546875,6755.60009765625,6790.0,6716.25,6725.0,578124
2025-04-09,6825.36376953125,6834.10009765625,6851.4501953125,6665.0,6665.0,680834
2025-04-11,6772.28173828125,6780.9501953125,6870.9501953125,6765.5,6822.7001953125,651996
2025-04-15,6896.1728515625,6905.0,6965.0,6835.0,6965.0,778401
2025-04-16,6996.54443359375,7005.5,7034.5,6865.0,6870.0,621996
