date_,adj close_exideind.ns,close_exideind.ns,high_exideind.ns,low_exideind.ns,open_exideind.ns,volume_exideind.ns
2025-04-09,362.45013427734375,364.3500061035156,366.8999938964844,352.3500061035156,355.79998779296875,2312489
2025-04-11,367.3742980957031,369.29998779296875,373.70001220703125,365.0,373.70001220703125,1482033
2025-04-15,377.7200927734375,379.70001220703125,381.29998779296875,370.6000061035156,374.6000061035156,2143107
2025-04-16,375.0341491699219,377.0,383.5,376.29998779296875,382.79998779296875,2998723
2025-04-17,373.343017578125,375.29998779296875,378.79998779296875,368.54998779296875,377.0,4192616
2025-04-21,381.8981628417969,383.8999938964844,385.5,374.45001220703125,377.0,4131855
2025-04-22,378.96356201171875,380.95001220703125,388.3999938964844,379.79998779296875,387.0,2406918
2025-04-23,378.8143310546875,380.79998779296875,386.20001220703125,377.20001220703125,382.0,1468697
2025-04-24,380.45574951171875,382.45001220703125,388.6000061035156,380.29998779296875,380.6000061035156,1677133
2025-04-25,368.56805419921875,370.5,384.3500061035156,366.79998779296875,382.0,2653522
2025-04-28,375.33258056640625,377.29998779296875,383.20001220703125,368.1000061035156,368.1499938964844,3066793
2025-04-29,368.02093505859375,369.95001220703125,383.29998779296875,368.6000061035156,377.8999938964844,4302116
2025-04-30,349.9158020019531,351.75,375.5,347.0,370.0,7832484
2025-05-02,353.14886474609375,355.0,363.5,348.0,350.0,3001113
2025-05-05,364.24072265625,366.1499938964844,366.8999938964844,354.04998779296875,358.0,3202258
2025-05-06,368.3193359375,370.25,375.3999938964844,361.6499938964844,366.0,4693706
2025-05-07,374.0890808105469,376.04998779296875,376.6000061035156,360.6000061035156,361.0,2882915
2025-05-08,358.9683837890625,360.8500061035156,378.6000061035156,358.0,376.04998779296875,2257060
2025-05-09,359.0678405761719,360.95001220703125,362.20001220703125,350.5,350.5,1798485
2025-05-12,376.07867431640625,378.04998779296875,379.45001220703125,369.0,370.0,2269895
2025-05-13,373.1440734863281,375.1000061035156,380.25,374.0,378.20001220703125,1321262
2025-05-14,380.8536376953125,382.8500061035156,384.0,374.5,376.04998779296875,2228659
2025-05-15,381.84844970703125,383.8500061035156,387.25,381.1499938964844,382.8500061035156,2290759
2025-05-16,391.0004577636719,393.04998779296875,395.45001220703125,384.3500061035156,387.0,3088502
2025-05-19,390.7517395019531,392.79998779296875,397.20001220703125,390.6499938964844,394.0,2247016
2025-05-20,381.3510437011719,383.3500061035156,395.79998779296875,382.1499938964844,394.95001220703125,2267919
2025-05-21,382.79345703125,384.79998779296875,389.5,381.79998779296875,383.0,1333071
2025-05-22,380.4059753417969,382.3999938964844,387.5,380.04998779296875,384.79998779296875,1728598
2025-05-23,380.15728759765625,382.1499938964844,385.8500061035156,380.54998779296875,382.8500061035156,1952473
2025-05-26,384.7830505371094,386.79998779296875,387.6499938964844,382.04998779296875,383.8999938964844,1154702
2025-05-27,383.19140625,385.20001220703125,388.5,375.5,387.29998779296875,2910119
2025-05-28,384.68359375,386.70001220703125,388.70001220703125,384.1000061035156,385.20001220703125,1728672
2025-05-29,386.7726135253906,388.79998779296875,390.3500061035156,385.5,388.6000061035156,1776816
2025-05-30,384.8327941894531,386.8500061035156,390.20001220703125,383.1499938964844,388.79998779296875,1888195
2025-06-02,385.3302001953125,387.3500061035156,392.54998779296875,383.1000061035156,385.0,1529009
2025-06-03,384.1861877441406,386.20001220703125,391.8999938964844,385.1499938964844,387.3500061035156,1463373
2025-06-04,386.8721008300781,388.8999938964844,390.0,382.20001220703125,387.0,2078425
2025-06-05,389.1103515625,391.1499938964844,393.75,388.20001220703125,390.8999938964844,2310114
2025-06-06,391.2491455078125,393.29998779296875,394.5,387.5,391.0,1838166
2025-06-09,398.71002197265625,400.79998779296875,401.95001220703125,392.1499938964844,395.0,3553688
2025-06-10,401.69439697265625,403.79998779296875,405.75,397.3500061035156,405.0,5033907
2025-06-11,403.4352722167969,405.54998779296875,410.0,401.1000061035156,402.0,3571479
2025-06-12,392.293701171875,394.3500061035156,408.1000061035156,393.0,408.0,2861344
2025-06-13,382.8432312011719,384.8500061035156,390.3500061035156,377.04998779296875,377.04998779296875,1778475
2025-06-16,382.29608154296875,384.29998779296875,386.5,377.0,384.8500061035156,2248045
2025-06-17,380.953125,382.95001220703125,385.70001220703125,380.20001220703125,384.29998779296875,1233370
2025-06-18,376.17816162109375,378.1499938964844,385.6000061035156,377.29998779296875,381.45001220703125,1045672
2025-06-19,372.7958984375,374.75,380.54998779296875,370.1000061035156,377.0,2604775
2025-06-20,378.2672119140625,380.25,381.6000061035156,373.1499938964844,373.8999938964844,3051090
2025-06-23,376.3273620605469,378.29998779296875,382.3500061035156,376.0,376.0,3823423
2025-06-24,382.5945129394531,384.6000061035156,389.5,382.04998779296875,382.1499938964844,2025632
2025-06-25,383.7882385253906,385.79998779296875,390.45001220703125,384.1499938964844,385.54998779296875,2683521
2025-06-26,386.8223571777344,388.8500061035156,389.6499938964844,384.1000061035156,387.0,2474533
2025-06-27,386.4244689941406,388.45001220703125,393.79998779296875,388.0,389.95001220703125,2141558
2025-06-30,385.72808837890625,387.75,391.75,385.5,389.0,2106918
2025-07-01,383.8380126953125,385.8500061035156,390.8500061035156,385.0,388.6000061035156,734628
2025-07-02,380.8536376953125,382.8500061035156,389.1499938964844,381.6000061035156,386.0,2183885
2025-07-03,380.90338134765625,382.8999938964844,385.45001220703125,380.95001220703125,384.20001220703125,2251237
2025-07-04,381.4505310058594,383.45001220703125,389.29998779296875,380.6000061035156,382.8999938964844,2276640
2025-07-07,384.1364440917969,386.1499938964844,386.70001220703125,381.20001220703125,382.54998779296875,1259353
2025-07-08,386.67315673828125,388.70001220703125,389.6000061035156,383.0,386.1499938964844,1281125
2025-07-09,385.4794006347656,387.5,389.95001220703125,385.45001220703125,388.0,1625912
2025-07-10,386.9218444824219,388.95001220703125,390.3500061035156,386.0,388.45001220703125,1255994
2025-07-11,378.66510009765625,380.6499938964844,388.75,378.6000061035156,387.04998779296875,1215932
2025-07-14,381.3510437011719,383.3500061035156,384.0,376.1000061035156,380.0,921937
2025-07-15,384.484619140625,386.5,386.79998779296875,383.79998779296875,385.0,899564
2025-07-16,383.9375,385.95001220703125,386.70001220703125,377.54998779296875,386.0,2322273
2025-07-17,381.54998779296875,383.54998779296875,386.6000061035156,379.04998779296875,383.1000061035156,2048115
2025-07-18,384.04998779296875,384.04998779296875,386.3500061035156,379.04998779296875,382.95001220703125,1845205
2025-07-21,389.1000061035156,389.1000061035156,392.1499938964844,383.54998779296875,384.95001220703125,2362755
2025-07-22,394.25,394.25,395.6000061035156,388.3999938964844,391.0,3011062
2025-07-23,391.75,391.75,398.0,390.79998779296875,396.70001220703125,1972865
2025-07-24,391.20001220703125,391.20001220703125,395.79998779296875,390.25,392.1499938964844,1769630
2025-07-25,380.6000061035156,380.6000061035156,392.1000061035156,379.0,390.0,1523475
2025-07-28,382.1000061035156,382.1000061035156,386.04998779296875,377.29998779296875,378.0,1431163
2025-07-29,391.70001220703125,391.70001220703125,392.79998779296875,381.3999938964844,381.79998779296875,2163417
2025-07-30,391.04998779296875,391.04998779296875,393.1000061035156,388.79998779296875,392.29998779296875,998900
2025-07-31,384.29998779296875,384.29998779296875,389.20001220703125,381.20001220703125,386.1000061035156,1360355
2025-08-01,379.25,379.25,384.70001220703125,377.45001220703125,384.29998779296875,2021631
2025-08-04,390.79998779296875,390.79998779296875,391.6499938964844,376.70001220703125,378.5,2081395
2025-08-05,384.75,384.75,395.5,376.8999938964844,391.3500061035156,6696094
2025-08-06,381.54998779296875,381.54998779296875,391.70001220703125,379.70001220703125,388.5,4291389
2025-08-07,379.8999938964844,379.8999938964844,380.3999938964844,373.20001220703125,380.1000061035156,2467479
2025-08-08,375.6499938964844,375.6499938964844,381.0,374.25,377.0,1717927
2025-08-11,377.6499938964844,377.6499938964844,380.25,373.5,375.6499938964844,2391804
2025-08-12,376.3999938964844,376.3999938964844,379.25,374.8999938964844,378.04998779296875,1747236
2025-08-13,375.70001220703125,375.70001220703125,378.29998779296875,375.04998779296875,377.29998779296875,1889570
2025-08-14,374.45001220703125,374.45001220703125,376.79998779296875,370.75,375.70001220703125,1245199
2025-08-18,376.29998779296875,376.29998779296875,381.95001220703125,374.04998779296875,379.8500061035156,3208963
2025-08-19,392.79998779296875,392.79998779296875,394.45001220703125,376.0,377.45001220703125,24457473
2025-08-20,396.29998779296875,396.29998779296875,398.79998779296875,391.04998779296875,395.1000061035156,4081481
2025-08-21,400.45001220703125,400.45001220703125,402.3500061035156,394.29998779296875,399.5,4104887
2025-08-22,396.04998779296875,396.04998779296875,400.45001220703125,394.0,400.45001220703125,1862967
2025-08-25,400.25,400.25,403.6000061035156,392.3999938964844,397.0,2509380
2025-08-26,396.79998779296875,396.79998779296875,402.0,394.29998779296875,400.25,2480949
2025-08-28,394.0,394.0,397.8999938964844,391.0,396.5,2404867
2025-08-29,396.25,396.25,398.6000061035156,391.3500061035156,394.0,2247248
2025-09-01,412.25,412.25,413.45001220703125,396.29998779296875,398.20001220703125,4888750
2025-09-02,416.20001220703125,416.20001220703125,422.0,410.04998779296875,414.79998779296875,4896799
2025-09-03,419.1000061035156,419.1000061035156,420.70001220703125,412.29998779296875,416.20001220703125,2204668
2025-09-04,405.6499938964844,405.6499938964844,423.20001220703125,404.25,422.95001220703125,3308452
2025-09-05,412.75,412.75,414.79998779296875,406.5,406.5,1899722
2025-09-08,427.3500061035156,427.3500061035156,429.0,413.04998779296875,415.0,4458174
2025-09-09,426.75,426.75,430.0,423.04998779296875,427.5,2306523
2025-09-10,422.25,422.25,431.0,421.04998779296875,427.0,2555350
2025-09-11,422.70001220703125,422.70001220703125,425.04998779296875,420.54998779296875,422.25,1451017
2025-09-12,418.54998779296875,418.54998779296875,427.3999938964844,418.0,422.70001220703125,1868727
2025-09-15,415.6499938964844,415.6499938964844,422.20001220703125,413.8500061035156,419.25,1059766
2025-09-16,418.20001220703125,418.20001220703125,421.20001220703125,414.54998779296875,415.75,1549678
2025-09-17,418.79998779296875,418.79998779296875,421.0,417.1000061035156,419.04998779296875,1067243
2025-09-18,425.1499938964844,425.1499938964844,425.8500061035156,417.8999938964844,419.79998779296875,2015535
2025-09-19,414.5,414.5,425.1000061035156,413.3999938964844,423.3999938964844,3843720
2025-09-22,403.8500061035156,403.8500061035156,416.1499938964844,403.04998779296875,415.1499938964844,2474281
2025-09-23,403.25,403.25,410.5,402.6000061035156,404.0,2101382
2025-09-24,399.6000061035156,399.6000061035156,404.1000061035156,397.95001220703125,403.25,1558689
2025-09-25,393.1499938964844,393.1499938964844,399.29998779296875,391.20001220703125,398.0,2223246
2025-09-26,388.79998779296875,388.79998779296875,400.04998779296875,387.6499938964844,393.20001220703125,2218255
2025-09-29,388.54998779296875,388.54998779296875,392.0,385.75,389.5,1223452
2025-09-30,390.75,390.75,392.25,386.1499938964844,388.54998779296875,1686219
2025-10-01,395.04998779296875,395.04998779296875,396.3500061035156,390.1499938964844,391.8999938964844,1301811
2025-10-03,398.04998779296875,398.04998779296875,398.3500061035156,392.5,394.8999938964844,1614451
2025-10-06,399.95001220703125,399.95001220703125,402.75,395.75,398.0,1345884
2025-10-07,402.8500061035156,402.8500061035156,409.0,398.1000061035156,399.95001220703125,1830155
2025-10-08,398.3500061035156,398.3500061035156,405.20001220703125,396.0,402.79998779296875,1115813
2025-10-09,397.6000061035156,397.6000061035156,401.54998779296875,393.29998779296875,396.1000061035156,1559276
2025-10-10,400.6499938964844,400.6499938964844,403.6499938964844,393.0,393.0,1806878
2025-10-13,398.5,398.5,400.3500061035156,395.1000061035156,397.04998779296875,1045893
2025-10-14,393.1499938964844,393.1499938964844,401.29998779296875,390.1000061035156,401.29998779296875,1726707
2025-10-15,390.6000061035156,390.6000061035156,395.0,389.70001220703125,393.3999938964844,1604138
2025-10-16,397.8500061035156,397.8500061035156,398.8999938964844,390.6000061035156,390.6000061035156,1518275
2025-10-17,400.95001220703125,400.95001220703125,402.29998779296875,393.5,397.5,3180557
2025-10-20,398.8500061035156,398.8500061035156,402.79998779296875,397.6000061035156,400.0,1095093
2025-10-21,399.3500061035156,399.3500061035156,401.6000061035156,398.0,398.8999938964844,382337
2025-10-23,392.1499938964844,392.1499938964844,401.0,391.29998779296875,400.75,1844105
2025-10-24,388.70001220703125,388.70001220703125,393.79998779296875,387.79998779296875,392.0,2860401
2025-10-27,379.95001220703125,379.95001220703125,390.0,378.8999938964844,389.25,4173827
2025-10-28,380.70001220703125,380.70001220703125,383.95001220703125,378.5,380.70001220703125,3929437
2025-10-29,384.6000061035156,384.6000061035156,386.95001220703125,379.75,380.0,2270512
2025-10-30,383.04998779296875,383.04998779296875,385.8500061035156,377.6000061035156,385.29998779296875,3586392
2025-10-31,381.8999938964844,381.8999938964844,386.79998779296875,380.0,381.29998779296875,1778451
2025-11-03,383.29998779296875,383.29998779296875,385.70001220703125,380.95001220703125,382.0,1119862
2025-11-04,379.70001220703125,379.70001220703125,383.75,378.8999938964844,383.29998779296875,2127277
2025-11-05,379.70001220703125,379.70001220703125,379.70001220703125,379.70001220703125,379.70001220703125,0
2025-11-06,379.8500061035156,379.8500061035156,382.6499938964844,375.45001220703125,379.6499938964844,1515399
2025-11-07,377.3500061035156,377.3500061035156,379.95001220703125,374.75,377.8500061035156,1541187
2025-11-10,379.1000061035156,379.1000061035156,381.0,377.0,377.45001220703125,1153922
2025-11-11,377.0,377.0,380.29998779296875,375.8500061035156,379.0,1315238
2025-11-12,380.3999938964844,380.3999938964844,382.8999938964844,378.0,378.20001220703125,1335467
2025-11-13,379.70001220703125,379.70001220703125,381.8999938964844,378.3999938964844,380.3999938964844,1497531
2025-11-14,381.0,381.0,382.3999938964844,378.0,378.54998779296875,1724815
2025-11-17,382.70001220703125,382.70001220703125,386.79998779296875,377.0,377.0,3658302
2025-11-18,381.5,381.5,383.45001220703125,378.95001220703125,382.20001220703125,1771009
2025-11-19,380.8999938964844,380.8999938964844,383.0,379.3999938964844,381.5,1350329
2025-11-20,380.79998779296875,380.79998779296875,383.25,380.5,380.8999938964844,1277581
2025-11-21,375.3500061035156,375.3500061035156,380.3999938964844,374.3999938964844,379.5,1679144
2025-11-24,363.45001220703125,363.45001220703125,375.20001220703125,361.8500061035156,374.0,2308560
2025-11-25,361.8500061035156,361.8500061035156,366.1499938964844,361.0,363.0,1827850
2025-11-26,365.1499938964844,365.1499938964844,366.1499938964844,360.1000061035156,362.0,2430013
2025-11-27,368.3500061035156,368.3500061035156,369.3500061035156,364.0,368.0,1519975
2025-11-28,374.79998779296875,374.79998779296875,376.0,368.0,370.0,1779891
2025-12-01,380.1499938964844,380.1499938964844,381.0,374.79998779296875,375.6000061035156,1972475
2025-12-02,378.45001220703125,378.45001220703125,381.0,376.20001220703125,380.20001220703125,1257595
2025-12-03,372.6499938964844,372.6499938964844,378.6000061035156,370.29998779296875,377.5,2341225
2025-12-04,380.3500061035156,380.3500061035156,381.75,371.70001220703125,371.70001220703125,2191657
2025-12-05,380.1499938964844,380.1499938964844,380.75,375.8999938964844,380.29998779296875,921587
2025-12-08,373.25,373.25,380.3999938964844,370.5,377.75,2433202
2025-12-09,373.3999938964844,373.3999938964844,374.54998779296875,367.0,371.54998779296875,1172173
2025-12-10,370.3999938964844,370.3999938964844,375.25,368.0,373.5,1158840
2025-12-11,374.6000061035156,374.6000061035156,375.25,368.29998779296875,370.3999938964844,600684
2025-12-12,373.75,373.75,375.8999938964844,370.95001220703125,374.0,799876
2025-12-15,372.45001220703125,372.45001220703125,373.75,369.8999938964844,373.75,671306
2025-12-16,366.25,366.25,371.8999938964844,364.1000061035156,370.95001220703125,1326473
2025-12-17,363.79998779296875,363.79998779296875,366.3999938964844,361.5,366.0,878512
2025-12-18,359.04998779296875,359.04998779296875,363.70001220703125,357.20001220703125,363.0,1059419
2025-12-19,363.25,363.25,364.0,358.04998779296875,359.04998779296875,1661778
2025-12-22,366.25,366.25,369.1000061035156,363.6000061035156,363.95001220703125,1189170
2025-12-23,370.04998779296875,370.04998779296875,371.3999938964844,364.20001220703125,366.3500061035156,1257107
2025-12-24,367.1499938964844,367.1499938964844,372.95001220703125,365.5,370.04998779296875,686505
2025-12-25,367.1499938964844,367.1499938964844,367.1499938964844,367.1499938964844,367.1499938964844,0
2025-12-26,365.1499938964844,365.1499938964844,369.75,364.3500061035156,365.04998779296875,457109
2025-12-29,361.8999938964844,361.8999938964844,366.20001220703125,361.20001220703125,365.04998779296875,579834
2025-12-30,357.8500061035156,357.8500061035156,361.8500061035156,357.29998779296875,360.79998779296875,724713
2025-12-31,362.20001220703125,362.20001220703125,363.5,357.25,357.8500061035156,731453
2026-01-01,363.25,363.25,364.0,361.1000061035156,363.0,589837
2026-01-02,367.70001220703125,367.70001220703125,369.0,362.5,362.5,1083939
2026-01-05,367.29998779296875,367.29998779296875,375.70001220703125,365.3999938964844,368.20001220703125,2519704
2026-01-06,363.79998779296875,363.79998779296875,368.25,361.79998779296875,367.29998779296875,924558
2026-01-07,359.3999938964844,359.3999938964844,364.25,357.70001220703125,363.79998779296875,1115584
2026-01-08,352.79998779296875,352.79998779296875,361.8500061035156,351.5,359.5,1282301
2026-01-09,346.45001220703125,346.45001220703125,353.75,345.6000061035156,350.70001220703125,1105040
2026-01-12,349.70001220703125,349.70001220703125,350.75,340.0,345.0,2008447
2026-01-13,346.0,346.0,351.79998779296875,343.0,350.1000061035156,917928
2026-01-14,345.3500061035156,345.3500061035156,346.45001220703125,342.75,345.0,989702
2026-01-15,345.3500061035156,345.3500061035156,345.3500061035156,345.3500061035156,345.3500061035156,0
2026-01-16,344.1000061035156,344.1000061035156,348.95001220703125,343.45001220703125,345.3500061035156,879779
