date_,adj close_patanjali.ns,close_patanjali.ns,high_patanjali.ns,low_patanjali.ns,open_patanjali.ns,volume_patanjali.ns
2024-06-20,485.415771484375,489.5666809082031,494.6666564941406,484.79998779296875,486.3500061035156,761397
2024-06-21,484.62255859375,488.76666259765625,490.6666564941406,486.01666259765625,489.3333435058594,753861
2024-06-24,482.50732421875,486.6333312988281,489.6666564941406,483.3333435058594,485.0,402462
2024-06-25,505.19659423828125,509.51666259765625,519.0,477.45001220703125,485.75,4972398
2024-06-26,514.4673461914062,518.8666381835938,525.0,502.2833251953125,508.3333435058594,1867014
2024-06-27,500.50341796875,504.7833251953125,521.1666870117188,502.70001220703125,518.3333129882812,1083273
2024-06-28,525.9690551757812,530.4666748046875,535.0,507.6666564941406,508.3333435058594,3566985
2024-07-01,561.647216796875,566.4500122070312,574.0,538.6666870117188,540.3333129882812,9376647
2024-07-02,548.955810546875,553.6500244140625,588.1333618164062,542.0,583.2166748046875,14874084
2024-07-03,539.5032348632812,544.1166381835938,565.6666870117188,541.6666870117188,559.683349609375,4955160
2024-07-04,540.1807250976562,544.7999877929688,554.5999755859375,542.6666870117188,545.3333129882812,3085494
2024-07-05,544.7748413085938,549.433349609375,552.9833374023438,542.0,543.6666870117188,1381986
2024-07-08,539.3214721679688,543.933349609375,551.6666870117188,540.6666870117188,551.566650390625,837258
2024-07-09,545.0062255859375,549.6666870117188,559.3333129882812,543.3499755859375,544.3333129882812,3519486
2024-07-10,543.3206176757812,547.9666748046875,551.566650390625,543.0,547.3333129882812,2816454
2024-07-11,537.8176879882812,542.4166870117188,550.9500122070312,540.0,546.4666748046875,1181406
2024-07-12,526.4647216796875,530.9666748046875,546.2000122070312,528.6666870117188,543.3499755859375,1040784
2024-07-15,515.54150390625,519.9500122070312,534.9000244140625,518.0333251953125,531.316650390625,939912
2024-07-16,515.2936401367188,519.7000122070312,524.6166381835938,514.3333129882812,521.4666748046875,1845885
2024-07-18,528.9931640625,533.5166625976562,539.6666870117188,513.683349609375,519.3333129882812,4736178
2024-07-19,526.927490234375,531.433349609375,535.3333129882812,515.6666870117188,532.9166870117188,2233107
2024-07-22,531.9346313476562,536.4833374023438,546.6666870117188,520.3833618164062,530.3333129882812,5744034
2024-07-23,532.4138793945312,536.9666748046875,539.3499755859375,518.2333374023438,536.0,1824234
2024-07-24,544.97314453125,549.6333618164062,551.6666870117188,534.7333374023438,536.6666870117188,1708809
2024-07-25,542.0150756835938,546.6500244140625,551.6500244140625,541.316650390625,541.6666870117188,981588
2024-07-26,551.2693481445312,555.9833374023438,558.3333129882812,543.6666870117188,543.6666870117188,1682616
2024-07-29,562.076904296875,566.8833618164062,570.0,557.0333251953125,558.3333129882812,2554689
2024-07-30,564.572265625,569.4000244140625,573.3333129882812,561.3499755859375,564.4666748046875,953571
2024-07-31,568.5052490234375,573.3666381835938,574.6333618164062,564.6666870117188,569.4000244140625,2917629
2024-08-01,569.2323608398438,574.0999755859375,576.6666870117188,568.3333129882812,573.3333129882812,1467687
2024-08-02,563.7293701171875,568.5499877929688,571.6666870117188,562.0833129882812,563.6666870117188,1896504
2024-08-05,557.15234375,561.9166870117188,565.2166748046875,544.6333618164062,551.6666870117188,1330791
2024-08-06,582.3204345703125,587.2999877929688,599.0999755859375,570.566650390625,573.3333129882812,7823577
2024-08-07,599.044189453125,604.1666870117188,608.3333129882812,585.3666381835938,590.0,2878158
2024-08-08,592.3844604492188,597.4500122070312,613.0,583.3333129882812,602.3499755859375,2311179
2024-08-09,595.0615234375,600.1500244140625,604.0,586.7166748046875,598.1666870117188,1187145
2024-08-12,586.27001953125,591.2833251953125,604.933349609375,585.3499755859375,596.6666870117188,827526
2024-08-13,591.2276000976562,596.2833251953125,608.2999877929688,584.0,594.9000244140625,2243478
2024-08-14,583.1136474609375,588.0999755859375,598.6666870117188,584.6666870117188,598.6666870117188,1508019
2024-08-16,603.22509765625,608.3833618164062,614.6666870117188,588.1333618164062,590.6666870117188,3062892
2024-08-19,595.2929077148438,600.3833618164062,615.0,597.3499755859375,610.4666748046875,931260
2024-08-20,602.15087890625,607.2999877929688,610.3333129882812,592.0,601.6666870117188,702453
2024-08-21,628.40966796875,633.7833251953125,638.3333129882812,603.4166870117188,604.683349609375,8285535
2024-08-22,631.1693725585938,636.566650390625,646.1166381835938,625.0333251953125,637.6666870117188,1936431
2024-08-23,627.7816772460938,633.1500244140625,648.3333129882812,629.683349609375,633.3499755859375,827589
2024-08-26,624.5427856445312,629.8833618164062,634.3333129882812,627.1500244140625,632.6666870117188,433539
2024-08-27,631.946044921875,637.3499755859375,640.9000244140625,626.0833129882812,631.0,727203
2024-08-28,634.590087890625,640.0166625976562,642.9666748046875,621.7000122070312,637.316650390625,1671675
2024-08-29,634.55712890625,639.9833374023438,643.3333129882812,630.3499755859375,641.6666870117188,1259784
2024-08-30,641.8944091796875,647.3833618164062,652.3333129882812,638.7999877929688,640.9666748046875,1152168
2024-09-02,650.917236328125,656.4833374023438,658.2999877929688,646.6666870117188,649.6500244140625,2777580
2024-09-03,644.670654296875,650.183349609375,664.066650390625,640.066650390625,653.3833618164062,1876017
2024-09-04,637.201171875,642.6500244140625,657.816650390625,632.316650390625,646.7166748046875,1634181
2024-09-05,638.8370971679688,644.2999877929688,650.0,636.8666381835938,649.5166625976562,2758176
2024-09-06,634.9205932617188,640.3499755859375,643.3333129882812,630.0333251953125,640.0,2241381
2024-09-09,635.9617919921875,641.4000244140625,644.0,625.9166870117188,638.4500122070312,2202183
2024-09-10,641.431640625,646.9166870117188,648.6666870117188,639.25,643.3333129882812,1740573
2024-09-11,633.3176879882812,638.7333374023438,646.5166625976562,633.0,640.4000244140625,1559790
2024-09-12,638.3248901367188,643.7833251953125,644.6666870117188,638.4000244140625,638.7333374023438,1941219
2024-09-13,615.05712890625,620.316650390625,632.066650390625,616.6666870117188,628.3666381835938,42290799
2024-09-16,612.165283203125,617.4000244140625,624.7999877929688,614.4000244140625,620.5999755859375,2169822
2024-09-17,611.8677368164062,617.0999755859375,619.6666870117188,609.0,617.6666870117188,796005
2024-09-18,597.9369506835938,603.0499877929688,617.9500122070312,595.0,617.3333129882812,876675
2024-09-19,578.00732421875,582.9500122070312,606.4666748046875,580.0,605.0,1514820
2024-09-20,571.9590454101562,576.8499755859375,590.0,574.7000122070312,582.9500122070312,1583238
2024-09-23,575.47900390625,580.4000244140625,585.0,574.683349609375,585.0,1087845
2024-09-24,567.8276977539062,572.683349609375,582.6666870117188,570.0,582.6666870117188,1740597
2024-09-25,573.2149658203125,578.1166381835938,580.3666381835938,566.7833251953125,572.3333129882812,1290213
2024-09-26,565.778564453125,570.6166381835938,578.8333129882812,568.0166625976562,575.3333129882812,2287560
2024-09-27,562.3578491210938,567.1666870117188,577.6666870117188,564.0,575.3333129882812,1131768
2024-09-30,556.3922119140625,561.1500244140625,571.8499755859375,554.6666870117188,566.6666870117188,1707420
2024-10-01,561.8786010742188,566.683349609375,570.6666870117188,556.9500122070312,559.3333129882812,902700
2024-10-03,550.04638671875,554.75,565.0,550.0166625976562,558.5333251953125,1718004
2024-10-04,539.4205932617188,544.0333251953125,556.6666870117188,540.6666870117188,554.75,1501578
2024-10-07,538.8257446289062,543.433349609375,547.0,531.25,544.3666381835938,1766946
2024-10-08,558.5900268554688,563.3666381835938,566.6666870117188,535.5333251953125,540.0,1413192
2024-10-09,563.8946533203125,568.7166748046875,571.6666870117188,560.9666748046875,570.0,2880783
2024-10-10,575.1814575195312,580.0999755859375,582.6666870117188,564.9500122070312,571.6666870117188,1736862
2024-10-11,576.2391357421875,581.1666870117188,583.3333129882812,567.1666870117188,580.066650390625,1271322
2024-10-14,571.3146362304688,576.2000122070312,581.1666870117188,566.2000122070312,581.1666870117188,1240203
2024-10-15,571.7938232421875,576.683349609375,580.3333129882812,565.0,575.0333251953125,1283475
2024-10-16,583.2293701171875,588.2166748046875,592.7666625976562,572.0166625976562,573.3333129882812,1587255
2024-10-17,575.6442260742188,580.566650390625,590.0,573.7000122070312,588.3333129882812,727179
2024-10-18,583.3450317382812,588.3333129882812,596.9833374023438,567.5499877929688,573.3499755859375,1874736
2024-10-21,586.8483276367188,591.8666381835938,594.0,580.183349609375,592.6666870117188,1827921
2024-10-22,583.774658203125,588.7666625976562,594.8333129882812,575.0166625976562,589.4166870117188,1177338
2024-10-23,587.4598388671875,592.4833374023438,603.2999877929688,572.7000122070312,587.066650390625,2593944
2024-10-24,588.17041015625,593.2000122070312,599.3333129882812,580.2333374023438,596.5833129882812,1706895
2024-10-25,547.3693237304688,552.0499877929688,593.3333129882812,546.0,593.3333129882812,2126616
2024-10-28,580.932373046875,585.9000244140625,589.0,548.3333129882812,548.3333129882812,2257674
2024-10-29,590.5170288085938,595.566650390625,600.0,576.9500122070312,585.9000244140625,1814706
2024-10-30,584.0721435546875,589.066650390625,601.6666870117188,584.0833129882812,590.3333129882812,1987452
2024-10-31,592.6818237304688,597.75,600.3333129882812,584.7000122070312,589.183349609375,953877
2024-11-01,598.5814208984375,603.7000122070312,608.2000122070312,597.2000122070312,598.3333129882812,175584
2024-11-04,594.6973266601562,597.1333618164062,603.3333129882812,588.2333374023438,603.0,855108
2024-11-05,616.126220703125,618.6500244140625,621.0,598.2666625976562,603.0,3987189
2024-11-06,627.4630737304688,630.0333251953125,633.3333129882812,615.2666625976562,627.0999755859375,2496411
2024-11-07,631.01513671875,633.5999755859375,637.3333129882812,622.0166625976562,630.0499877929688,2279919
2024-11-08,618.864990234375,621.4000244140625,630.3833618164062,611.316650390625,630.0833129882812,1457607
2024-11-11,616.4083862304688,618.933349609375,629.316650390625,611.6666870117188,611.6666870117188,2190018
2024-11-12,617.9354248046875,620.4666748046875,625.183349609375,610.3333129882812,620.0,819159
2024-11-13,611.8270874023438,614.3333129882812,621.1666870117188,612.1666870117188,613.7000122070312,1463919
2024-11-14,612.0926513671875,614.5999755859375,617.9666748046875,609.3333129882812,612.6666870117188,898587
2024-11-18,615.661376953125,618.183349609375,619.6500244140625,608.5166625976562,613.3333129882812,815415
2024-11-19,615.0140380859375,617.5333251953125,621.6666870117188,610.0,614.3499755859375,2226522
2024-11-21,583.2442626953125,585.6333618164062,618.316650390625,577.6666870117188,617.5166625976562,1678056
2024-11-22,595.0458374023438,597.4833374023438,600.0,581.683349609375,585.4666748046875,1371972
2024-11-25,584.887451171875,587.2833251953125,606.5833129882812,583.9833374023438,600.4833374023438,1868106
2024-11-26,582.5802612304688,584.9666748046875,589.0,583.2666625976562,585.0,1146546
2024-11-27,581.7503662109375,584.1333618164062,588.3333129882812,583.0999755859375,587.3333129882812,785634
2024-11-28,595.2451171875,597.683349609375,600.1666870117188,584.1333618164062,584.1333618164062,1719531
2024-11-29,600.9716186523438,603.433349609375,613.5333251953125,595.5166625976562,600.0166625976562,1381137
2024-12-02,618.5164184570312,621.0499877929688,628.316650390625,603.3333129882812,606.6500244140625,2222439
2024-12-03,619.7778930664062,622.316650390625,626.5999755859375,617.0,621.6666870117188,357378
2024-12-04,617.0225219726562,619.5499877929688,625.5999755859375,614.0166625976562,625.5999755859375,438192
2024-12-05,620.4086303710938,622.9500122070312,623.3333129882812,613.683349609375,618.3333129882812,1317216
2024-12-06,619.1637573242188,621.7000122070312,640.3333129882812,610.6666870117188,624.0,4915974
2024-12-09,615.960205078125,618.4833374023438,623.0,610.816650390625,618.0,828084
2024-12-10,613.5865478515625,616.0999755859375,619.4500122070312,608.3499755859375,616.7166748046875,1132299
2024-12-11,609.4037475585938,611.9000244140625,619.6666870117188,608.8833618164062,613.7999877929688,372555
2024-12-12,606.0341796875,608.5166625976562,611.7999877929688,603.6666870117188,611.3333129882812,823365
2024-12-13,603.7933349609375,606.2666625976562,608.2999877929688,596.3333129882812,606.7000122070312,515490
2024-12-16,609.1214599609375,611.6166381835938,619.3666381835938,605.683349609375,606.2666625976562,521652
2024-12-17,593.269775390625,595.7000122070312,615.6333618164062,592.6500244140625,613.3333129882812,646917
2024-12-18,597.3696899414062,599.816650390625,603.0,590.3499755859375,593.3333129882812,2126148
2024-12-19,595.1620483398438,597.5999755859375,603.2666625976562,584.7666625976562,584.8333129882812,852081
2024-12-20,583.8085327148438,586.2000122070312,609.933349609375,569.3333129882812,597.5999755859375,2402604
2024-12-23,579.0614013671875,581.433349609375,585.3333129882812,570.0166625976562,580.9666748046875,1001769
2024-12-24,576.471923828125,578.8333129882812,580.0,566.1166381835938,576.5999755859375,1109139
2024-12-26,571.093994140625,573.433349609375,578.8333129882812,567.4166870117188,576.8333129882812,2879901
2024-12-27,580.47216796875,582.8499755859375,585.6666870117188,571.5166625976562,578.6666870117188,1860681
2024-12-30,588.8545532226562,591.2666625976562,594.8333129882812,571.933349609375,581.6666870117188,418839
2024-12-31,591.5601806640625,593.9833374023438,600.0,580.2666625976562,587.9833374023438,880551
2025-01-01,600.7723999023438,603.2333374023438,608.3333129882812,586.8666381835938,586.8666381835938,845361
2025-01-02,610.183837890625,612.683349609375,618.683349609375,601.3833618164062,603.0,754530
2025-01-03,619.0806884765625,621.6166381835938,625.0,608.566650390625,611.1666870117188,2510709
2025-01-06,616.5909423828125,619.1166381835938,634.0,607.6666870117188,623.0,1960917
2025-01-07,619.3131103515625,621.8499755859375,628.3333129882812,614.3333129882812,617.3833618164062,987075
2025-01-08,616.0099487304688,618.5333251953125,628.0,611.683349609375,626.9500122070312,1903611
2025-01-09,616.9561157226562,619.4833374023438,623.8333129882812,612.0166625976562,614.9833374023438,964644
2025-01-10,602.4654541015625,604.933349609375,622.9833374023438,596.6666870117188,622.9833374023438,1940754
2025-01-13,589.7177124023438,592.1333618164062,600.0,583.7999877929688,597.6666870117188,1470954
2025-01-14,606.3329467773438,608.816650390625,609.3333129882812,593.3833618164062,599.6666870117188,1586763
2025-01-15,611.1632080078125,613.6666870117188,618.6666870117188,606.7666625976562,616.0,1466439
2025-01-16,616.5411376953125,619.066650390625,622.2666625976562,611.6666870117188,618.0,1520778
2025-01-17,616.0763549804688,618.5999755859375,621.6666870117188,610.066650390625,620.0,1672287
2025-01-20,604.556884765625,607.0333251953125,618.9000244140625,604.566650390625,616.6500244140625,984054
2025-01-21,608.75634765625,611.25,624.4666748046875,602.2333374023438,612.6333618164062,2384856
2025-01-22,618.9811401367188,621.5166625976562,625.0,598.6166381835938,611.25,1892430
2025-01-23,617.8856811523438,620.4166870117188,635.3333129882812,608.316650390625,621.683349609375,2248950
2025-01-24,603.09619140625,605.566650390625,622.5,596.6500244140625,618.0,2614179
2025-01-27,603.5443725585938,606.0166625976562,616.6666870117188,574.3333129882812,605.566650390625,3302316
2025-01-28,607.1296997070312,609.6166381835938,616.6666870117188,586.5999755859375,609.9000244140625,2567721
2025-01-29,614.7484741210938,617.2666625976562,623.0,604.0,614.7000122070312,2205048
2025-01-30,610.6153564453125,613.1166381835938,621.0,605.0999755859375,619.6666870117188,1847331
2025-01-31,605.7188110351562,608.2000122070312,618.3333129882812,600.0166625976562,611.7333374023438,2167422
2025-02-01,603.9427490234375,606.4166870117188,615.9833374023438,600.8499755859375,603.6666870117188,2724348
2025-02-03,597.5523071289062,600.0,613.316650390625,589.0,599.9166870117188,3336861
2025-02-04,597.9506225585938,600.4000244140625,607.9833374023438,593.8833618164062,604.1500244140625,2296356
2025-02-05,598.4153442382812,600.8666381835938,605.0,592.3833618164062,603.3333129882812,4361301
2025-02-06,604.739501953125,607.2166748046875,611.8666381835938,590.2999877929688,599.9833374023438,4940151
2025-02-07,613.9351806640625,616.4500122070312,619.3333129882812,593.5166625976562,607.2166748046875,2943675
2025-02-10,614.66552734375,617.183349609375,621.6666870117188,602.6500244140625,613.3666381835938,2079594
2025-02-11,606.0341796875,608.5166625976562,620.3333129882812,602.0166625976562,620.2000122070312,1882215
2025-02-12,597.0543212890625,599.5,606.4833374023438,586.75,606.4833374023438,2254977
2025-02-13,604.4407348632812,606.9166870117188,613.3333129882812,593.5499877929688,599.0,2767902
2025-02-14,599.8428955078125,602.2999877929688,608.7333374023438,598.6500244140625,608.3333129882812,2209584
2025-02-17,591.5435791015625,593.9666748046875,600.9833374023438,566.683349609375,596.683349609375,3537876
2025-02-18,602.6978759765625,605.1666870117188,608.3333129882812,588.3333129882812,594.816650390625,4410012
2025-02-19,605.6524047851562,608.1333618164062,610.0,599.2333374023438,606.7000122070312,870681
2025-02-20,616.8731079101562,619.4000244140625,619.9000244140625,606.7000122070312,609.3333129882812,2019852
2025-02-21,616.4415283203125,618.9666748046875,626.6666870117188,613.683349609375,621.6666870117188,1881852
2025-02-24,606.8973388671875,609.3833618164062,615.0,605.8333129882812,615.0,1286232
2025-02-25,606.0009765625,608.4833374023438,613.0,606.7166748046875,609.0,3302079
2025-02-27,601.7351684570312,604.2000122070312,615.2333374023438,602.3333129882812,609.8666381835938,1490649
2025-02-28,584.4559326171875,586.8499755859375,604.7166748046875,523.3333129882812,602.0,15186228
2025-03-03,580.78759765625,583.1666870117188,587.4500122070312,564.4666748046875,580.3333129882812,3854940
2025-03-04,574.96142578125,577.316650390625,582.0,569.933349609375,579.9833374023438,1889373
2025-03-05,584.3231201171875,586.7166748046875,589.9666748046875,575.0,575.0,2643276
2025-03-06,587.5432739257812,589.9500122070312,592.9666748046875,582.7333374023438,588.1666870117188,2542890
2025-03-07,580.83740234375,583.2166748046875,588.9833374023438,580.1500244140625,588.8333129882812,1711248
2025-03-10,581.4847412109375,583.8666381835938,586.9000244140625,578.066650390625,578.4666748046875,1800171
2025-03-11,579.0447387695312,581.4166870117188,585.6500244140625,578.0,580.0,1785177
2025-03-12,575.8909912109375,578.25,584.6666870117188,567.433349609375,578.7833251953125,2031894
2025-03-13,570.5296020507812,572.8666381835938,581.6666870117188,566.25,581.6666870117188,1575459
2025-03-17,572.6708374023438,575.0166625976562,579.9500122070312,572.0,573.4000244140625,849168
