date_,adj close_endurance.ns,close_endurance.ns,high_endurance.ns,low_endurance.ns,open_endurance.ns,volume_endurance.ns
2024-03-22,1773.55322265625,1786.4000244140625,1823.9000244140625,1775.0,1775.0,58166
2024-03-26,1750.1724853515625,1762.8499755859375,1818.25,1755.0,1795.300048828125,46074
2024-03-27,1801.9971923828125,1815.050048828125,1829.6500244140625,1762.8499755859375,1765.0,165952
2024-03-28,1813.8612060546875,1827.0,1865.0,1778.4000244140625,1825.0,165547
2024-04-01,1813.166259765625,1826.300048828125,1855.5,1820.0999755859375,1840.949951171875,65099
2024-04-02,1884.6981201171875,1898.3499755859375,1930.0,1826.0,1833.550048828125,155177
2024-04-03,1893.7822265625,1907.5,1926.949951171875,1890.8499755859375,1915.0,91491
2024-04-04,1874.5714111328125,1888.1500244140625,1950.0,1869.050048828125,1924.0,58909
2024-04-05,1886.435546875,1900.0999755859375,1913.800048828125,1865.1500244140625,1877.800048828125,32293
2024-04-08,1891.44921875,1905.1500244140625,1945.0,1900.0,1924.0,112530
2024-04-09,1889.9102783203125,1903.5999755859375,1935.0,1892.699951171875,1915.1500244140625,36677
2024-04-10,1907.8800048828125,1921.699951171875,1935.0,1901.949951171875,1913.0,54558
2024-04-12,1866.4302978515625,1879.949951171875,1931.300048828125,1870.0,1907.0,120254
2024-04-15,1823.789306640625,1837.0,1865.949951171875,1781.0,1781.0,37699
2024-04-16,1864.9908447265625,1878.5,1913.0,1820.300048828125,1822.0,103392
2024-04-18,1853.722412109375,1867.1500244140625,1927.949951171875,1854.050048828125,1888.4000244140625,286392
2024-04-19,1833.816650390625,1847.0999755859375,1863.9000244140625,1826.550048828125,1852.3499755859375,22519
2024-04-22,1834.710205078125,1848.0,1869.8499755859375,1838.75,1860.0,30350
2024-04-23,1853.02734375,1866.449951171875,1884.0,1825.050048828125,1848.0,171772
2024-04-24,1918.205322265625,1932.0999755859375,1944.75,1866.5,1876.25,111224
2024-04-25,1943.22412109375,1957.300048828125,1990.0,1911.050048828125,1945.6500244140625,96375
2024-04-26,1964.4205322265625,1978.6500244140625,1989.699951171875,1956.0,1986.6500244140625,44674
2024-04-29,1953.0528564453125,1967.199951171875,1998.4000244140625,1955.0,1978.6500244140625,38856
2024-04-30,1964.2220458984375,1978.449951171875,2012.800048828125,1961.0,1967.199951171875,55731
2024-05-02,1943.3233642578125,1957.4000244140625,1995.3499755859375,1944.6500244140625,1987.9000244140625,71078
2024-05-03,1930.714599609375,1944.699951171875,1962.0,1935.0,1961.25,113412
2024-05-06,1955.7830810546875,1969.949951171875,1979.5999755859375,1930.199951171875,1952.6500244140625,103284
2024-05-07,1886.6837158203125,1900.3499755859375,1980.050048828125,1885.0,1980.0,52000
2024-05-08,1930.6651611328125,1944.6500244140625,1950.0,1901.0,1909.9000244140625,37797
2024-05-09,1941.9334716796875,1956.0,1979.0,1935.050048828125,1940.0,88611
2024-05-10,2078.394775390625,2093.449951171875,2119.0,1956.0,1957.949951171875,613194
2024-05-13,2044.4906005859375,2059.300048828125,2125.0,2020.0,2124.85009765625,101722
2024-05-14,2008.6998291015625,2023.25,2074.39990234375,2011.550048828125,2073.0,76404
2024-05-15,2036.1014404296875,2050.85009765625,2069.300048828125,2017.199951171875,2034.0,50338
2024-05-16,2011.1322021484375,2025.699951171875,2067.0,2011.050048828125,2051.449951171875,50692
2024-05-17,2152.607177734375,2168.199951171875,2315.60009765625,2160.5,2200.0,1494481
2024-05-21,2068.56640625,2083.550048828125,2204.949951171875,2067.5,2188.050048828125,188168
2024-05-22,2114.73193359375,2130.050048828125,2196.449951171875,2118.10009765625,2149.949951171875,442374
2024-05-23,2163.329833984375,2179.0,2213.89990234375,2141.39990234375,2141.39990234375,340042
2024-05-24,2179.85986328125,2195.64990234375,2220.0,2178.0,2196.699951171875,237794
2024-05-27,2176.732666015625,2192.5,2220.0,2171.550048828125,2220.0,209969
2024-05-28,2154.146484375,2169.75,2218.64990234375,2161.5,2200.0,57820
2024-05-29,2173.803955078125,2189.550048828125,2212.949951171875,2150.300048828125,2169.0,182435
2024-05-30,2175.888671875,2191.64990234375,2218.64990234375,2180.0,2189.550048828125,99933
2024-05-31,2202.84375,2218.800048828125,2245.0,2174.949951171875,2200.0,78725
2024-06-03,2222.15380859375,2238.25,2310.0,2217.85009765625,2294.64990234375,369457
2024-06-04,2186.8095703125,2202.64990234375,2234.0,2066.949951171875,2234.0,148948
2024-06-05,2347.892578125,2364.89990234375,2476.699951171875,2190.0,2244.0,331970
2024-06-06,2401.802490234375,2419.199951171875,2499.0,2347.050048828125,2382.5,455501
2024-06-07,2403.04345703125,2420.449951171875,2464.64990234375,2410.10009765625,2419.199951171875,311950
2024-06-10,2430.047607421875,2447.64990234375,2486.35009765625,2415.5,2439.89990234375,314609
2024-06-11,2454.768798828125,2472.550048828125,2520.0,2440.0,2445.5,167376
2024-06-12,2484.106201171875,2502.10009765625,2513.0,2440.14990234375,2479.949951171875,153940
2024-06-13,2532.75390625,2551.10009765625,2585.0,2500.050048828125,2520.300048828125,89463
2024-06-14,2674.725341796875,2694.10009765625,3061.300048828125,2555.0,2578.39990234375,987066
2024-06-18,2709.97021484375,2729.60009765625,2762.60009765625,2696.050048828125,2696.050048828125,217751
2024-06-19,2574.9482421875,2593.60009765625,2752.39990234375,2575.0,2738.60009765625,172872
2024-06-20,2679.09375,2698.5,2766.39990234375,2605.550048828125,2612.10009765625,358467
2024-06-21,2645.1396484375,2664.300048828125,2770.949951171875,2641.85009765625,2760.0,183556
2024-06-24,2648.1181640625,2667.300048828125,2718.0,2625.949951171875,2654.25,68798
2024-06-25,2645.7353515625,2664.89990234375,2759.10009765625,2654.550048828125,2681.300048828125,138085
2024-06-26,2622.60302734375,2641.60009765625,2720.0,2610.050048828125,2689.25,94443
2024-06-27,2628.460693359375,2647.5,2738.0,2621.550048828125,2666.550048828125,181959
2024-06-28,2658.89013671875,2678.14990234375,2725.0,2651.050048828125,2651.050048828125,95189
2024-07-01,2685.646240234375,2705.10009765625,2725.0,2678.0,2691.199951171875,58131
2024-07-02,2702.524169921875,2722.10009765625,2735.949951171875,2692.0,2730.0,66794
2024-07-03,2730.86865234375,2750.64990234375,2791.449951171875,2722.14990234375,2744.89990234375,106363
2024-07-04,2729.329833984375,2749.10009765625,2790.0,2742.0,2775.0,92557
2024-07-05,2707.686767578125,2727.300048828125,2818.300048828125,2710.35009765625,2755.0,136732
2024-07-08,2662.46435546875,2681.75,2812.449951171875,2652.550048828125,2761.75,189079
2024-07-09,2662.513916015625,2681.800048828125,2720.64990234375,2663.199951171875,2681.75,56007
2024-07-10,2635.85693359375,2654.949951171875,2719.949951171875,2640.60009765625,2694.0,118367
2024-07-11,2594.754638671875,2613.550048828125,2688.0,2600.0,2688.0,76062
2024-07-12,2587.705810546875,2606.449951171875,2627.949951171875,2597.25,2613.550048828125,84728
2024-07-15,2570.828125,2589.449951171875,2639.75,2584.550048828125,2614.949951171875,52394
2024-07-16,2558.815185546875,2577.35009765625,2626.800048828125,2564.89990234375,2609.35009765625,79536
2024-07-18,2649.111083984375,2668.300048828125,2758.0,2545.0,2589.89990234375,439076
2024-07-19,2583.982666015625,2602.699951171875,2693.25,2585.050048828125,2671.949951171875,104013
2024-07-22,2552.113525390625,2570.60009765625,2653.0,2540.050048828125,2552.449951171875,50649
2024-07-23,2524.1162109375,2542.39990234375,2593.25,2500.0,2591.25,80296
2024-07-24,2532.207763671875,2550.550048828125,2614.800048828125,2532.60009765625,2543.449951171875,40687
2024-07-25,2542.9794921875,2561.39990234375,2591.85009765625,2537.89990234375,2548.25,49221
2024-07-26,2523.42138671875,2541.699951171875,2610.0,2521.25,2575.0,66801
2024-07-29,2544.66748046875,2563.10009765625,2596.300048828125,2555.0,2571.25,35054
2024-07-30,2578.32373046875,2597.0,2628.85009765625,2550.0,2578.0,134007
2024-07-31,2582.19580078125,2600.89990234375,2651.0,2592.14990234375,2598.0,338684
2024-08-01,2550.7236328125,2569.199951171875,2628.10009765625,2530.25,2623.25,133521
2024-08-02,2522.57763671875,2540.85009765625,2566.0,2510.10009765625,2548.050048828125,67827
2024-08-05,2416.4462890625,2433.949951171875,2517.14990234375,2416.550048828125,2517.14990234375,131840
2024-08-06,2462.413330078125,2480.25,2522.0,2442.39990234375,2457.199951171875,49122
2024-08-07,2517.464599609375,2535.699951171875,2553.60009765625,2472.199951171875,2487.0,99383
2024-08-08,2568.59423828125,2587.199951171875,2600.0,2503.60009765625,2527.0,50864
2024-08-09,2563.96240234375,2574.050048828125,2609.14990234375,2561.5,2599.0,27592
2024-08-12,2538.661865234375,2548.64990234375,2592.0,2529.050048828125,2592.0,37398
2024-08-13,2544.0908203125,2554.10009765625,2589.39990234375,2513.949951171875,2555.050048828125,75535
2024-08-14,2472.771240234375,2482.5,2582.949951171875,2472.5,2560.0,135605
2024-08-16,2499.814697265625,2509.64990234375,2538.949951171875,2485.550048828125,2506.300048828125,40777
2024-08-19,2481.23779296875,2491.0,2546.39990234375,2450.0,2520.050048828125,104510
2024-08-20,2495.03369140625,2504.85009765625,2535.10009765625,2442.0,2510.25,57176
2024-08-21,2513.809814453125,2523.699951171875,2534.39990234375,2448.0,2504.0,106028
2024-08-22,2582.539306640625,2592.699951171875,2602.0,2514.0,2516.0,93091
2024-08-23,2568.74365234375,2578.85009765625,2636.14990234375,2554.550048828125,2610.0,473988
2024-08-26,2525.0654296875,2535.0,2614.60009765625,2525.0,2605.0,93232
2024-08-27,2499.21728515625,2509.050048828125,2555.0,2494.550048828125,2550.0,65606
2024-08-28,2477.502685546875,2487.25,2538.0,2471.050048828125,2538.0,80487
2024-08-29,2489.00732421875,2498.800048828125,2506.35009765625,2469.64990234375,2499.699951171875,73074
2024-08-30,2464.3544921875,2474.050048828125,2521.0,2450.10009765625,2505.64990234375,181518
2024-09-02,2458.029052734375,2467.699951171875,2490.199951171875,2424.25,2478.89990234375,90994
2024-09-03,2495.23291015625,2505.050048828125,2512.64990234375,2470.449951171875,2475.85009765625,66140
2024-09-04,2531.58984375,2541.550048828125,2560.0,2487.449951171875,2511.0,110987
2024-09-05,2498.52001953125,2508.35009765625,2568.64990234375,2503.25,2542.0,41497
2024-09-06,2511.817626953125,2521.699951171875,2549.0,2504.75,2519.14990234375,97148
2024-09-09,2496.378173828125,2506.199951171875,2542.0,2476.10009765625,2535.75,94647
2024-09-10,2476.058349609375,2485.800048828125,2544.0,2472.35009765625,2514.449951171875,78915
2024-09-11,2439.103515625,2448.699951171875,2524.60009765625,2435.0,2519.0,42481
2024-09-12,2461.465576171875,2471.14990234375,2504.85009765625,2438.0,2455.0,91618
2024-09-13,2444.283203125,2453.89990234375,2475.0,2435.0,2471.14990234375,24419
2024-09-16,2429.54150390625,2439.10009765625,2507.550048828125,2428.0,2487.949951171875,61714
2024-09-17,2398.364013671875,2407.800048828125,2451.89990234375,2378.0,2451.300048828125,251741
2024-09-18,2443.984619140625,2453.60009765625,2479.0,2394.0,2407.800048828125,78248
2024-09-19,2520.0849609375,2530.0,2554.949951171875,2401.0,2453.60009765625,102721
2024-09-20,2448.8154296875,2458.449951171875,2589.0,2418.64990234375,2538.699951171875,647050
2024-09-23,2420.77587890625,2430.300048828125,2457.949951171875,2393.10009765625,2438.050048828125,95109
2024-09-24,2421.672119140625,2431.199951171875,2460.050048828125,2420.14990234375,2434.89990234375,175496
2024-09-25,2402.099365234375,2411.550048828125,2439.85009765625,2351.0,2422.0,790884
2024-09-26,2374.2587890625,2383.60009765625,2417.64990234375,2361.0,2400.0,86173
2024-09-27,2357.823486328125,2367.10009765625,2381.550048828125,2343.0,2380.0,72102
2024-09-30,2391.341552734375,2400.75,2435.699951171875,2355.0,2355.0,330940
2024-10-01,2386.66015625,2396.050048828125,2418.699951171875,2380.0,2400.800048828125,337540
2024-10-03,2327.99072265625,2337.14990234375,2393.75,2327.89990234375,2380.10009765625,99055
2024-10-04,2261.65185546875,2270.550048828125,2336.300048828125,2250.0,2330.10009765625,108969
2024-10-07,2172.950927734375,2181.5,2289.0,2165.14990234375,2270.0,221986
2024-10-08,2209.357666015625,2218.050048828125,2233.449951171875,2158.25,2181.5,49076
2024-10-09,2310.907958984375,2320.0,2337.949951171875,2230.800048828125,2235.89990234375,83040
2024-10-10,2321.317138671875,2330.449951171875,2357.0,2290.85009765625,2318.550048828125,225317
2024-10-11,2334.166748046875,2343.35009765625,2369.0,2328.35009765625,2349.89990234375,42224
2024-10-14,2330.630615234375,2339.800048828125,2361.449951171875,2325.0,2355.699951171875,33926
2024-10-15,2308.4677734375,2317.550048828125,2352.10009765625,2305.60009765625,2352.10009765625,177545
2024-10-16,2430.437744140625,2440.0,2459.0,2310.0,2329.0,198723
2024-10-17,2384.966796875,2394.35009765625,2449.0,2331.949951171875,2449.0,236127
2024-10-18,2376.798828125,2386.14990234375,2425.0,2325.0,2380.0,110465
2024-10-21,2376.5498046875,2385.89990234375,2403.199951171875,2353.39990234375,2392.14990234375,325065
2024-10-22,2348.56005859375,2357.800048828125,2401.35009765625,2340.0,2395.75,167338
2024-10-23,2372.615234375,2381.949951171875,2403.75,2320.0,2336.39990234375,99702
2024-10-24,2385.564208984375,2394.949951171875,2402.949951171875,2358.0,2384.300048828125,205950
2024-10-25,2366.788330078125,2376.10009765625,2410.449951171875,2352.550048828125,2383.0,210107
2024-10-28,2341.188720703125,2350.39990234375,2374.699951171875,2315.10009765625,2354.5,43605
2024-10-29,2324.703857421875,2333.85009765625,2368.25,2320.10009765625,2350.39990234375,150407
2024-10-30,2332.27392578125,2341.449951171875,2364.5,2320.0,2343.050048828125,377879
2024-10-31,2365.34375,2374.64990234375,2444.85009765625,2325.0,2325.0,74406
2024-11-01,2396.222412109375,2405.64990234375,2409.550048828125,2368.550048828125,2374.60009765625,3208
2024-11-04,2382.1279296875,2391.5,2429.300048828125,2365.0,2400.0,41970
2024-11-05,2384.817138671875,2394.199951171875,2419.449951171875,2383.5,2399.199951171875,75667
2024-11-06,2371.0712890625,2380.39990234375,2418.89990234375,2351.0,2394.199951171875,201573
2024-11-07,2415.645751953125,2425.14990234375,2533.199951171875,2400.0,2400.0,490078
2024-11-08,2417.18994140625,2426.699951171875,2476.300048828125,2397.60009765625,2455.800048828125,119573
2024-11-11,2507.634033203125,2517.5,2648.0,2426.0,2426.89990234375,722125
2024-11-12,2458.527099609375,2468.199951171875,2535.10009765625,2455.0,2532.199951171875,147893
2024-11-13,2388.851318359375,2398.25,2455.60009765625,2371.0,2450.0,267566
2024-11-14,2365.991455078125,2375.300048828125,2450.89990234375,2360.0,2384.35009765625,48443
2024-11-18,2351.149658203125,2360.39990234375,2395.89990234375,2341.5,2376.5,28975
2024-11-19,2347.56396484375,2356.800048828125,2403.800048828125,2337.800048828125,2350.0,40248
2024-11-21,2341.88623046875,2351.10009765625,2385.300048828125,2332.449951171875,2349.0,37625
2024-11-22,2352.84326171875,2362.10009765625,2390.0,2340.050048828125,2345.5,52370
2024-11-25,2390.544677734375,2399.949951171875,2491.449951171875,2374.449951171875,2374.5,386152
2024-11-26,2395.076904296875,2404.5,2415.0,2364.60009765625,2412.60009765625,60870
2024-11-27,2390.395263671875,2399.800048828125,2430.949951171875,2384.0,2404.550048828125,250418
2024-11-28,2350.85107421875,2360.10009765625,2426.800048828125,2337.0,2419.699951171875,244870
2024-11-29,2338.89794921875,2348.10009765625,2353.85009765625,2290.0,2338.60009765625,303337
2024-12-02,2339.943603515625,2349.14990234375,2379.0,2331.0,2350.75,67870
2024-12-03,2348.958251953125,2358.199951171875,2373.64990234375,2342.300048828125,2361.5,80232
2024-12-04,2345.77099609375,2355.0,2395.85009765625,2345.0,2370.60009765625,56174
2024-12-05,2336.50732421875,2345.699951171875,2385.0,2337.550048828125,2374.050048828125,120471
2024-12-06,2328.190185546875,2337.35009765625,2367.64990234375,2325.5,2345.699951171875,200094
2024-12-09,2338.79833984375,2348.0,2357.89990234375,2324.949951171875,2356.0,28163
2024-12-10,2327.34326171875,2336.5,2365.0,2331.35009765625,2365.0,26425
2024-12-11,2333.76806640625,2342.949951171875,2350.0,2332.0,2348.800048828125,16858
2024-12-12,2281.125244140625,2290.10009765625,2347.25,2282.25,2335.699951171875,34395
2024-12-13,2272.260009765625,2281.199951171875,2326.0,2260.800048828125,2269.0,46184
2024-12-16,2277.638916015625,2286.60009765625,2307.5,2270.699951171875,2285.0,19903
2024-12-17,2246.162841796875,2255.0,2301.10009765625,2240.0,2286.0,27287
2024-12-18,2210.802001953125,2219.5,2245.0,2197.5,2241.800048828125,35144
2024-12-19,2224.697265625,2233.449951171875,2253.35009765625,2194.60009765625,2204.0,34986
2024-12-20,2199.44677734375,2208.10009765625,2244.89990234375,2195.050048828125,2225.300048828125,22998
2024-12-23,2141.8232421875,2150.25,2225.949951171875,2141.0,2205.050048828125,38588
2024-12-24,2169.464599609375,2178.0,2181.85009765625,2131.5,2145.0,15108
2024-12-26,2152.0830078125,2160.550048828125,2190.449951171875,2130.949951171875,2179.699951171875,32555
2024-12-27,2159.503662109375,2168.0,2195.10009765625,2142.25,2160.550048828125,18937
2024-12-30,2131.464111328125,2139.85009765625,2172.25,2121.199951171875,2168.050048828125,28547
2024-12-31,2141.6240234375,2150.050048828125,2185.0,2125.5,2126.89990234375,51454
2025-01-01,2254.08154296875,2262.949951171875,2280.0,2130.0,2130.0,89548
2025-01-02,2177.234130859375,2185.800048828125,2249.0,2172.25,2234.0,127189
2025-01-03,2183.50927734375,2192.10009765625,2292.0,2185.0,2185.800048828125,801562
2025-01-06,2073.8408203125,2082.0,2227.64990234375,2075.0,2205.050048828125,229541
2025-01-07,2094.310302734375,2102.550048828125,2160.85009765625,2079.89990234375,2092.89990234375,276792
2025-01-08,2091.371826171875,2099.60009765625,2160.0,2091.300048828125,2101.25,83600
2025-01-09,2085.793701171875,2094.0,2121.89990234375,2084.949951171875,2104.949951171875,30192
2025-01-10,2088.682373046875,2096.89990234375,2112.050048828125,2061.25,2094.0,45109
2025-01-13,1998.0390625,2005.9000244140625,2097.25,1992.0999755859375,2085.0,76854
2025-01-14,2020.0523681640625,2028.0,2053.60009765625,1982.0,2000.050048828125,299593
2025-01-15,2067.71484375,2075.85009765625,2108.85009765625,2028.0,2034.949951171875,46307
2025-01-16,2064.726806640625,2072.85009765625,2101.85009765625,2067.300048828125,2075.85009765625,578796
2025-01-17,2108.20556640625,2116.5,2148.0,2076.5,2089.0,58629
2025-01-20,2101.332763671875,2109.60009765625,2133.75,2095.0,2125.0,47288
2025-01-21,2096.352294921875,2104.60009765625,2116.0,2084.89990234375,2091.050048828125,130935
2025-01-22,2101.97998046875,2110.25,2125.64990234375,2093.050048828125,2100.0,229844
2025-01-23,2091.072998046875,2099.300048828125,2127.75,2055.60009765625,2107.5,154904
2025-01-24,2082.257568359375,2090.449951171875,2139.89990234375,2070.050048828125,2090.0,225725
2025-01-27,1995.3994140625,2003.25,2107.60009765625,1992.0,2095.0,92790
2025-01-28,1956.40283203125,1964.0999755859375,2010.0999755859375,1940.0999755859375,1995.0,20794
2025-01-29,1946.1929931640625,1953.8499755859375,2003.3499755859375,1938.0,1938.0,35466
2025-01-30,1973.834228515625,1981.5999755859375,2000.0,1955.550048828125,1961.199951171875,36713
2025-01-31,1981.6534423828125,1989.449951171875,1996.9000244140625,1961.550048828125,1992.0,36028
2025-02-01,2027.87158203125,2035.8499755859375,2089.949951171875,1973.050048828125,2000.0,42741
2025-02-03,1990.169921875,1998.0,2035.8499755859375,1967.0999755859375,2025.1500244140625,93457
2025-02-04,1962.5286865234375,1970.25,2021.5,1955.0,1988.6500244140625,40492
2025-02-05,1942.5074462890625,1950.1500244140625,1999.800048828125,1945.699951171875,1999.800048828125,26836
2025-02-06,1994.751953125,2002.5999755859375,2030.0,1950.75,1960.050048828125,316453
2025-02-07,1965.3177490234375,1973.050048828125,2029.949951171875,1954.699951171875,2021.5,81271
2025-02-10,1932.297607421875,1939.9000244140625,1990.1500244140625,1931.4000244140625,1975.0,21422
2025-02-11,1884.7845458984375,1892.199951171875,1947.6500244140625,1881.0,1939.9000244140625,52316
2025-02-12,1862.2730712890625,1869.5999755859375,1914.0,1825.550048828125,1892.199951171875,53781
2025-02-13,1906.4991455078125,1914.0,1940.0,1884.050048828125,1915.0,248538
2025-02-14,1850.3201904296875,1857.5999755859375,1942.699951171875,1832.0,1942.699951171875,81559
2025-02-17,1810.1282958984375,1817.25,1849.9000244140625,1794.199951171875,1830.0,57843
2025-02-18,1811.821533203125,1818.949951171875,1832.0999755859375,1791.4000244140625,1817.8499755859375,95349
2025-02-19,1868.9468994140625,1876.300048828125,1884.699951171875,1808.050048828125,1818.949951171875,62313
2025-02-20,1873.2799072265625,1880.6500244140625,1900.300048828125,1849.050048828125,1879.949951171875,30848
2025-02-21,1869.8931884765625,1877.25,1904.0,1860.75,1878.449951171875,26108
2025-02-24,1848.9256591796875,1856.199951171875,1869.949951171875,1837.199951171875,1851.5,22229
2025-02-25,1817.6488037109375,1824.800048828125,1866.4000244140625,1818.0,1845.0,19405
2025-02-27,1799.91845703125,1807.0,1824.800048828125,1776.0,1815.0,48174
2025-02-28,1758.830078125,1765.75,1844.8499755859375,1713.1500244140625,1779.9000244140625,106243
2025-03-03,1703.896240234375,1710.5999755859375,1795.550048828125,1702.0,1750.0,52111
2025-03-04,1766.3505859375,1773.300048828125,1787.300048828125,1675.0,1675.0,126972
2025-03-05,1780.445068359375,1787.449951171875,1796.9000244140625,1743.8499755859375,1753.0,104793
2025-03-06,1843.546875,1850.800048828125,1865.0,1789.949951171875,1789.949951171875,185961
2025-03-07,1875.27197265625,1882.6500244140625,1922.5,1850.0999755859375,1850.800048828125,280770
2025-03-10,1874.97314453125,1882.3499755859375,1930.0,1861.5,1882.6500244140625,95522
2025-03-11,1857.790771484375,1865.0999755859375,1882.699951171875,1811.4000244140625,1850.0,75707
2025-03-12,1891.1097412109375,1898.550048828125,1909.949951171875,1865.0999755859375,1868.75,115295
2025-03-13,1897.683837890625,1905.1500244140625,1933.6500244140625,1885.0,1910.199951171875,43214
2025-03-17,1908.0430908203125,1915.550048828125,1924.199951171875,1875.0999755859375,1924.199951171875,52713
2025-03-18,1908.0430908203125,1915.550048828125,1915.550048828125,1915.550048828125,1915.550048828125,0
2025-03-19,1953.06591796875,1960.75,1975.949951171875,1919.75,1919.75,117633
2025-03-20,1936.879638671875,1944.5,1982.949951171875,1937.1500244140625,1965.0,112023
2025-03-21,1956.85107421875,1964.550048828125,1996.300048828125,1935.5,1963.9000244140625,93883
2025-03-24,1989.0244140625,1996.8499755859375,2018.199951171875,1965.1500244140625,1980.0,114742
2025-03-25,1986.5841064453125,1994.4000244140625,2023.75,1975.449951171875,2012.949951171875,269741
2025-03-26,1991.3154296875,1999.1500244140625,2012.800048828125,1979.800048828125,1983.8499755859375,234500
2025-03-27,1964.6702880859375,1972.4000244140625,2013.8499755859375,1946.0,1995.0,209909
2025-03-28,1960.58642578125,1968.300048828125,1992.9000244140625,1940.300048828125,1972.4000244140625,238150
2025-04-01,1920.9422607421875,1928.5,2010.0,1907.4000244140625,1936.199951171875,88288
2025-04-02,1909.4874267578125,1917.0,1960.0999755859375,1900.0,1928.5,40906
2025-04-03,1886.3284912109375,1893.75,1932.75,1888.449951171875,1921.75,51720
2025-04-04,1829.1036376953125,1836.300048828125,1918.800048828125,1825.0,1898.1500244140625,30614
