date_,adj close_petronet.ns,close_petronet.ns,high_petronet.ns,low_petronet.ns,open_petronet.ns,volume_petronet.ns
2024-07-03,313.0414733886719,333.95001220703125,337.8999938964844,330.25,337.8999938964844,3002066
2024-07-04,311.3072814941406,332.1000061035156,335.95001220703125,330.54998779296875,333.0,2770767
2024-07-05,316.2754211425781,337.3999938964844,338.8999938964844,332.1000061035156,332.1000061035156,3114895
2024-07-08,316.0410461425781,337.1499938964844,339.5,333.1000061035156,337.04998779296875,1914779
2024-07-09,313.6507568359375,334.6000061035156,340.25,332.20001220703125,338.45001220703125,3657216
2024-07-10,311.96343994140625,332.79998779296875,335.0,321.20001220703125,334.6000061035156,2353686
2024-07-11,320.25933837890625,341.6499938964844,343.0,332.70001220703125,333.8500061035156,5081134
2024-07-12,320.63763427734375,339.04998779296875,342.54998779296875,335.6499938964844,340.79998779296875,6970285
2024-07-15,330.89837646484375,349.8999938964844,350.70001220703125,338.25,341.45001220703125,6509446
2024-07-16,332.3169250488281,351.3999938964844,355.75,348.45001220703125,352.6499938964844,4869495
2024-07-18,328.2031555175781,347.04998779296875,353.1000061035156,343.79998779296875,351.5,3842194
2024-07-19,324.2785339355469,342.8999938964844,346.70001220703125,338.8999938964844,346.54998779296875,3385495
2024-07-22,322.8127136230469,341.3500061035156,344.1000061035156,335.5,342.29998779296875,5883826
2024-07-23,315.4362487792969,333.54998779296875,347.79998779296875,329.8999938964844,343.79998779296875,6545361
2024-07-24,331.56036376953125,350.6000061035156,358.3500061035156,333.6000061035156,333.6000061035156,12859504
2024-07-25,345.5093688964844,365.3500061035156,367.8999938964844,342.3500061035156,344.6000061035156,15127989
2024-07-26,352.1764831542969,372.3999938964844,377.95001220703125,366.54998779296875,368.3999938964844,7375450
2024-07-29,350.7107238769531,370.8500061035156,374.3999938964844,367.6499938964844,370.95001220703125,4386843
2024-07-30,343.33428955078125,363.04998779296875,376.45001220703125,362.20001220703125,370.8999938964844,5003531
2024-07-31,348.4883117675781,368.5,373.20001220703125,364.04998779296875,364.8999938964844,5300221
2024-08-01,347.7790222167969,367.75,372.8999938964844,364.29998779296875,371.8999938964844,6067337
2024-08-02,342.71954345703125,362.3999938964844,366.6000061035156,360.25,364.6499938964844,1677139
2024-08-05,336.2888488769531,355.6000061035156,363.1000061035156,350.5,354.0,3880220
2024-08-06,337.4709777832031,356.8500061035156,365.70001220703125,355.20001220703125,356.95001220703125,4517463
2024-08-07,343.61798095703125,363.3500061035156,366.3500061035156,358.6499938964844,360.0,6162061
2024-08-08,344.232666015625,364.0,367.70001220703125,361.79998779296875,367.0,3517242
2024-08-09,346.78607177734375,366.70001220703125,370.75,364.8500061035156,366.0,2846077
2024-08-12,353.4059143066406,373.70001220703125,375.6000061035156,361.8500061035156,364.3500061035156,3582898
2024-08-13,348.11004638671875,368.1000061035156,375.29998779296875,367.04998779296875,375.0,2700343
2024-08-14,344.56365966796875,364.3500061035156,370.29998779296875,363.0,368.0,2964921
2024-08-16,350.7579650878906,370.8999938964844,373.0,366.1000061035156,367.5,2090736
2024-08-19,355.0609130859375,375.45001220703125,380.45001220703125,370.0,370.0,2919118
2024-08-20,357.85064697265625,378.3999938964844,381.79998779296875,375.8500061035156,375.8500061035156,3474677
2024-08-21,357.0941162109375,377.6000061035156,384.20001220703125,375.04998779296875,384.0,5547414
2024-08-22,360.4986267089844,381.20001220703125,382.5,377.70001220703125,379.6000061035156,2249643
2024-08-23,350.66339111328125,370.79998779296875,381.0,370.1000061035156,379.54998779296875,1535734
2024-08-26,350.0014343261719,370.1000061035156,372.79998779296875,369.1499938964844,372.79998779296875,1849999
2024-08-27,349.2921447753906,369.3500061035156,371.3999938964844,365.6499938964844,370.1000061035156,2483789
2024-08-28,347.8736267089844,367.8500061035156,370.8999938964844,366.6000061035156,369.5,1762624
2024-08-29,345.698486328125,365.54998779296875,369.79998779296875,361.04998779296875,367.0,2613363
2024-08-30,347.35345458984375,367.29998779296875,370.8999938964844,366.5,366.70001220703125,4729101
2024-09-02,346.1240539550781,366.0,372.25,364.1499938964844,369.0,2350905
2024-09-03,340.44989013671875,360.0,367.0,359.1000061035156,367.0,1985709
2024-09-04,344.3272705078125,364.1000061035156,365.0,354.8500061035156,354.95001220703125,2979956
2024-09-05,347.2589111328125,367.20001220703125,370.5,365.0,365.0,1911120
2024-09-06,334.7757263183594,354.0,368.45001220703125,352.0,367.0,2098655
2024-09-09,324.4203796386719,343.04998779296875,352.3999938964844,338.0,348.20001220703125,4601526
2024-09-10,322.1980285644531,340.70001220703125,346.20001220703125,339.5,343.3999938964844,2878004
2024-09-11,317.233154296875,335.45001220703125,343.1000061035156,334.1000061035156,342.5,2341759
2024-09-12,324.1839599609375,342.79998779296875,343.3500061035156,337.6499938964844,338.1000061035156,2499065
2024-09-13,316.66571044921875,334.8500061035156,343.0,334.1000061035156,342.8999938964844,2325715
2024-09-16,317.8478088378906,336.1000061035156,338.1000061035156,333.45001220703125,335.0,2979460
2024-09-17,316.0036926269531,334.1499938964844,338.29998779296875,330.5,336.0,4173348
2024-09-18,314.4433288574219,332.5,335.79998779296875,330.1499938964844,334.0,1796317
2024-09-19,305.3173828125,322.8500061035156,333.95001220703125,319.79998779296875,333.1499938964844,5324024
2024-09-20,307.3506164550781,325.0,327.20001220703125,321.5,325.70001220703125,6193977
2024-09-23,313.5448913574219,331.54998779296875,335.8500061035156,326.0,327.0,3829011
2024-09-24,311.7953796386719,329.70001220703125,333.70001220703125,326.75,332.5,2860599
2024-09-25,312.03179931640625,329.95001220703125,332.8500061035156,325.54998779296875,329.70001220703125,3543916
2024-09-26,318.03692626953125,336.29998779296875,337.0,326.0,332.3999938964844,6658856
2024-09-27,320.92132568359375,339.3500061035156,342.3999938964844,335.70001220703125,337.95001220703125,4699198
2024-09-30,323.0018310546875,341.54998779296875,344.20001220703125,336.1000061035156,340.0,3164235
2024-10-01,325.41339111328125,344.1000061035156,345.79998779296875,340.6499938964844,342.6499938964844,3408665
2024-10-03,344.65826416015625,364.45001220703125,366.8999938964844,340.0,340.0,21194614
2024-10-04,338.41668701171875,357.8500061035156,368.6499938964844,356.3999938964844,364.45001220703125,6236382
2024-10-07,327.68304443359375,346.5,361.79998779296875,344.95001220703125,361.3999938964844,3857803
2024-10-08,334.2082824707031,353.3999938964844,354.70001220703125,343.8500061035156,347.0,3672697
2024-10-09,332.88433837890625,352.0,356.29998779296875,349.79998779296875,353.0,1953142
2024-10-10,332.8370666503906,351.95001220703125,359.1000061035156,350.3500061035156,354.5,1930268
2024-10-11,335.86328125,355.1499938964844,355.70001220703125,350.29998779296875,352.04998779296875,1425177
2024-10-14,335.2958679199219,354.54998779296875,356.95001220703125,351.6000061035156,356.0,2001836
2024-10-15,336.9035339355469,356.25,357.29998779296875,352.0,354.6000061035156,2429818
2024-10-16,335.721435546875,355.0,361.3999938964844,353.70001220703125,356.8999938964844,5137413
2024-10-17,331.8440856933594,350.8999938964844,356.6499938964844,350.1499938964844,356.0,2098358
2024-10-18,330.47283935546875,349.45001220703125,351.8500061035156,342.8500061035156,350.0,1444403
2024-10-21,328.0613098144531,346.8999938964844,350.54998779296875,344.5,348.0,1523292
2024-10-22,327.068359375,345.8500061035156,350.8999938964844,345.04998779296875,347.0,3165205
2024-10-23,326.311767578125,345.04998779296875,348.54998779296875,335.54998779296875,344.5,3035030
2024-10-24,320.16473388671875,338.54998779296875,356.79998779296875,336.29998779296875,345.0,1895558
2024-10-25,319.21905517578125,337.54998779296875,344.6000061035156,333.29998779296875,335.0,4261478
2024-10-28,313.45037841796875,331.45001220703125,338.75,324.3999938964844,335.1000061035156,2746224
2024-10-29,316.1928405761719,334.3500061035156,335.0,325.20001220703125,334.29998779296875,1920520
2024-10-30,312.9775085449219,330.95001220703125,334.8999938964844,329.79998779296875,333.0,1547016
2024-10-31,314.9161682128906,333.0,334.70001220703125,326.8999938964844,330.0,2799823
2024-11-01,317.65869140625,335.8999938964844,336.8999938964844,333.95001220703125,334.0,119856
2024-11-04,315.0580139160156,333.1499938964844,341.1000061035156,332.04998779296875,337.6000061035156,5070142
2024-11-05,316.4292907714844,334.6000061035156,335.20001220703125,327.70001220703125,331.79998779296875,1701346
2024-11-06,325.9335021972656,344.6499938964844,346.3999938964844,335.3999938964844,337.8999938964844,2290731
2024-11-07,327.8721618652344,346.70001220703125,349.8999938964844,343.79998779296875,347.95001220703125,2024341
2024-11-08,317.4482116699219,328.8999938964844,341.95001220703125,326.5,339.0,3287395
2024-11-11,315.5661315917969,326.95001220703125,330.45001220703125,326.29998779296875,327.0,1638828
2024-11-12,311.4640808105469,322.70001220703125,328.54998779296875,320.8500061035156,326.29998779296875,1706554
2024-11-13,303.8874206542969,314.8500061035156,323.0,312.75,323.0,2295506
2024-11-14,302.9222106933594,313.8500061035156,318.45001220703125,312.95001220703125,313.0,3129940
2024-11-18,300.8953552246094,311.75,315.04998779296875,308.8500061035156,313.8500061035156,1651629
2024-11-19,303.0187683105469,313.95001220703125,318.75,311.1000061035156,311.1000061035156,1103399
2024-11-21,310.6436767578125,321.8500061035156,323.0,312.20001220703125,316.8999938964844,3958453
2024-11-22,312.332763671875,323.6000061035156,324.95001220703125,319.70001220703125,320.5,1548763
2024-11-25,322.2258605957031,333.8500061035156,335.5,326.1499938964844,326.1499938964844,4750266
2024-11-26,317.4482116699219,328.8999938964844,337.25,327.70001220703125,333.8500061035156,4646857
2024-11-27,315.5661315917969,326.95001220703125,330.3500061035156,324.1000061035156,329.3999938964844,1195881
2024-11-28,316.5795593261719,328.0,330.29998779296875,326.04998779296875,326.8500061035156,926367
2024-11-29,321.501953125,333.1000061035156,337.0,325.79998779296875,328.0,2311427
2024-12-02,326.76220703125,338.54998779296875,342.95001220703125,335.0,340.6000061035156,5106505
2024-12-03,327.486083984375,339.29998779296875,340.0,335.20001220703125,338.75,1793621
2024-12-04,324.6388244628906,336.3500061035156,345.0,335.0,340.0,2276013
2024-12-05,326.08660888671875,337.8500061035156,339.20001220703125,335.20001220703125,335.54998779296875,1362079
2024-12-06,324.1562194824219,335.8500061035156,341.6499938964844,334.6499938964844,337.95001220703125,1586555
2024-12-09,323.4323425292969,335.1000061035156,338.45001220703125,333.3999938964844,333.6000061035156,1809227
2024-12-10,323.5288391113281,335.20001220703125,336.8500061035156,331.6000061035156,335.1000061035156,2014450
2024-12-11,329.3199462890625,341.20001220703125,342.0,334.5,336.0,2121212
2024-12-12,331.0572509765625,343.0,346.79998779296875,340.20001220703125,342.70001220703125,3404959
2024-12-13,328.6443176269531,340.5,343.95001220703125,336.8500061035156,342.04998779296875,1607000
2024-12-16,325.26617431640625,337.0,341.45001220703125,334.6499938964844,340.5,2501186
2024-12-17,328.5960693359375,340.45001220703125,341.3999938964844,335.8999938964844,336.79998779296875,3440623
2024-12-18,323.3840637207031,335.04998779296875,340.45001220703125,333.1000061035156,340.45001220703125,2297684
2024-12-19,323.0945129394531,334.75,337.79998779296875,327.75,330.6000061035156,2729958
2024-12-20,324.7353515625,336.45001220703125,343.6499938964844,333.3999938964844,334.75,4846050
2024-12-23,328.1617126464844,340.0,341.8999938964844,336.3999938964844,338.0,2096394
2024-12-24,328.8855895996094,340.75,345.6000061035156,338.6499938964844,339.45001220703125,2934673
2024-12-26,332.746337890625,344.75,346.3500061035156,339.20001220703125,340.70001220703125,2152669
2024-12-27,328.7890930175781,340.6499938964844,346.3999938964844,339.25,346.0,1038626
2024-12-30,332.5050354003906,344.5,349.5,337.20001220703125,340.0,3121650
2024-12-31,334.1458740234375,346.20001220703125,348.70001220703125,341.54998779296875,345.0,2090465
2025-01-01,335.4971008300781,347.6000061035156,349.3500061035156,343.25,346.95001220703125,688431
2025-01-02,316.3382263183594,327.75,346.5,317.79998779296875,344.6499938964844,21654220
2025-01-03,317.97906494140625,329.45001220703125,334.25,329.0,331.54998779296875,6159424
2025-01-06,316.9656066894531,328.3999938964844,330.8500061035156,323.0,330.8500061035156,2598782
2025-01-07,318.9442443847656,330.45001220703125,333.25,327.0,327.8999938964844,4824993
2025-01-08,319.47509765625,331.0,337.29998779296875,329.3999938964844,331.8999938964844,3724125
2025-01-09,315.5178527832031,326.8999938964844,335.45001220703125,325.79998779296875,332.0,3499713
2025-01-10,309.1959228515625,320.3500061035156,328.95001220703125,319.29998779296875,326.79998779296875,1683179
2025-01-13,303.9356384277344,314.8999938964844,319.04998779296875,313.20001220703125,318.8500061035156,1915376
2025-01-14,314.1665954589844,325.5,326.29998779296875,315.5,315.8500061035156,2577463
2025-01-15,314.938720703125,326.29998779296875,329.0,322.70001220703125,327.0,1533867
2025-01-16,317.54473876953125,329.0,330.6000061035156,326.0,326.8999938964844,1282657
2025-01-17,313.4909362792969,324.79998779296875,332.3999938964844,322.79998779296875,329.1499938964844,1688229
2025-01-20,310.0163269042969,321.20001220703125,325.1499938964844,317.79998779296875,324.79998779296875,1311488
2025-01-21,314.070068359375,325.3999938964844,331.8500061035156,321.0,321.20001220703125,2537897
2025-01-22,311.4640808105469,322.70001220703125,327.20001220703125,318.25,325.3999938964844,1627217
2025-01-23,319.13726806640625,330.6499938964844,331.6499938964844,318.6000061035156,321.20001220703125,1116248
2025-01-24,311.4640808105469,322.70001220703125,331.6000061035156,320.1000061035156,331.0,1034478
2025-01-27,299.9784240722656,310.79998779296875,320.70001220703125,308.75,319.0,2487147
2025-01-28,280.4335021972656,290.54998779296875,314.8999938964844,288.3500061035156,305.0,6687977
2025-01-29,290.90570068359375,301.3999938964844,302.20001220703125,289.0,291.3500061035156,2611081
2025-01-30,290.1335754394531,300.6000061035156,304.45001220703125,297.75,301.3999938964844,1860292
2025-01-31,305.1904296875,316.20001220703125,317.0,300.1000061035156,301.0,1722127
2025-02-01,298.04803466796875,308.79998779296875,314.8500061035156,303.8500061035156,314.6000061035156,950303
2025-02-03,294.7181701660156,305.3500061035156,308.75,301.70001220703125,308.75,1667706
2025-02-04,297.2276611328125,307.95001220703125,309.8999938964844,305.04998779296875,307.3999938964844,1788079
2025-02-05,306.44512939453125,317.5,319.1499938964844,309.0,309.5,2433562
2025-02-06,299.6888732910156,310.5,319.3999938964844,309.04998779296875,319.0,1554673
2025-02-07,304.466552734375,315.45001220703125,317.95001220703125,309.54998779296875,310.1000061035156,2157166
2025-02-10,302.391357421875,313.29998779296875,318.8999938964844,312.1000061035156,315.45001220703125,1708591
2025-02-11,291.58135986328125,302.1000061035156,314.6499938964844,297.6000061035156,313.29998779296875,1611543
2025-02-12,290.90570068359375,301.3999938964844,303.8500061035156,289.45001220703125,302.0,1898823
2025-02-13,286.7071533203125,297.04998779296875,304.5,295.5,301.45001220703125,1286715
2025-02-14,276.6692810058594,286.6499938964844,298.29998779296875,282.54998779296875,297.8500061035156,2358850
2025-02-17,274.9801940917969,284.8999938964844,290.5,280.25,286.6499938964844,2244944
2025-02-18,278.1653137207031,288.20001220703125,288.8999938964844,278.04998779296875,284.8999938964844,1344949
2025-02-19,287.9619140625,298.3500061035156,299.3999938964844,286.0,288.20001220703125,1456608
2025-02-20,296.16595458984375,306.8500061035156,308.5,297.04998779296875,299.6000061035156,2279699
2025-02-21,291.05047607421875,301.54998779296875,306.70001220703125,298.1000061035156,306.70001220703125,1709366
2025-02-24,294.04254150390625,304.6499938964844,306.0,297.0,300.0,2126423
2025-02-25,281.35040283203125,291.5,302.45001220703125,291.0,301.5,3438786
2025-02-27,287.9136657714844,298.29998779296875,299.8500061035156,285.8999938964844,291.0,4911550
2025-02-28,273.4359130859375,283.29998779296875,299.25,280.1000061035156,297.6499938964844,4969675
2025-03-03,270.49212646484375,280.25,284.70001220703125,273.54998779296875,281.20001220703125,2136966
2025-03-04,270.3955993652344,280.1499938964844,281.20001220703125,269.79998779296875,275.0,3032021
2025-03-05,276.7175598144531,286.70001220703125,287.79998779296875,280.1499938964844,280.1499938964844,1648691
2025-03-06,278.5996398925781,288.6499938964844,292.3500061035156,282.3999938964844,288.1000061035156,2354640
2025-03-07,275.9454040527344,285.8999938964844,290.54998779296875,284.54998779296875,289.70001220703125,1492128
2025-03-10,268.5135192871094,278.20001220703125,287.25,275.3500061035156,284.0,1976385
2025-03-11,275.41455078125,285.3500061035156,286.25,274.04998779296875,275.04998779296875,1768976
2025-03-12,275.3180236816406,285.25,289.8999938964844,282.04998779296875,287.8999938964844,1511594
2025-03-13,271.2160339355469,281.0,286.5,279.29998779296875,286.45001220703125,2298329
2025-03-17,274.2080993652344,284.1000061035156,289.70001220703125,279.3999938964844,281.0,2123826
2025-03-18,274.2080993652344,284.1000061035156,284.1000061035156,284.1000061035156,284.1000061035156,0
2025-03-19,287.1415100097656,297.5,298.1499938964844,287.1499938964844,287.29998779296875,2175854
2025-03-20,287.18975830078125,297.54998779296875,299.20001220703125,295.1499938964844,297.5,1386779
2025-03-21,290.7609558105469,301.25,305.45001220703125,294.6000061035156,295.1000061035156,5212804
2025-03-24,293.6082458496094,304.20001220703125,308.3500061035156,302.0,302.0,1432270
2025-03-25,287.1415100097656,297.5,306.75,295.3999938964844,304.45001220703125,1829244
2025-03-26,285.74200439453125,296.04998779296875,303.29998779296875,295.04998779296875,298.0,3374909
2025-03-27,283.90814208984375,294.1499938964844,296.20001220703125,288.5,294.95001220703125,2178140
2025-03-28,283.3773193359375,293.6000061035156,297.3999938964844,290.70001220703125,294.79998779296875,1958190
2025-04-01,286.9484558105469,297.29998779296875,299.8500061035156,290.75,292.0,1756044
