date_,adj close_upl.ns,close_upl.ns,high_upl.ns,low_upl.ns,open_upl.ns,volume_upl.ns
2024-02-27,479.3749694824219,484.6000061035156,491.5,481.5,489.8999938964844,2920314
2024-02-28,470.7687683105469,475.8999938964844,486.0,474.0,484.20001220703125,1572519
2024-02-29,464.6356201171875,469.70001220703125,475.0,466.79998779296875,472.0,5632071
2024-03-01,469.43328857421875,474.54998779296875,477.8999938964844,471.1499938964844,474.0,2877161
2024-03-04,469.13653564453125,474.25,480.1499938964844,470.0,476.04998779296875,1820722
2024-03-05,469.13653564453125,474.25,491.04998779296875,473.5,474.0,6182475
2024-03-06,468.0978698730469,473.20001220703125,477.5,464.5,476.95001220703125,3213293
2024-03-07,477.0997314453125,482.29998779296875,485.95001220703125,474.8500061035156,475.0,5420581
2024-03-11,471.4117431640625,476.54998779296875,488.0,475.5,485.1000061035156,2888338
2024-03-12,468.9386901855469,474.04998779296875,478.95001220703125,472.3500061035156,478.70001220703125,3030937
2024-03-13,447.02752685546875,451.8999938964844,476.79998779296875,450.04998779296875,474.04998779296875,3446385
2024-03-14,457.1175842285156,462.1000061035156,464.20001220703125,447.79998779296875,451.8500061035156,2505609
2024-03-15,470.02685546875,475.1499938964844,477.5,459.45001220703125,462.20001220703125,6120565
2024-03-18,461.02496337890625,466.04998779296875,475.0,463.0,475.0,2951978
2024-03-19,456.0788879394531,461.04998779296875,471.45001220703125,460.25,464.0,2538838
2024-03-20,450.5392761230469,455.45001220703125,464.70001220703125,449.25,461.0,3018788
2024-03-21,450.6381530761719,455.54998779296875,461.95001220703125,452.25,457.0,3138092
2024-03-22,464.932373046875,470.0,474.3500061035156,455.0,455.6000061035156,7019704
2024-03-26,460.3819580078125,465.3999938964844,471.1000061035156,464.3500061035156,468.0,5072326
2024-03-27,450.5887145996094,455.5,467.20001220703125,453.45001220703125,465.0,27876181
2024-03-28,451.08331298828125,456.0,459.70001220703125,452.1000061035156,458.45001220703125,5435115
2024-04-01,461.17333984375,466.20001220703125,468.3500061035156,458.45001220703125,460.0,2840448
2024-04-02,470.1257629394531,475.25,476.95001220703125,461.0,463.0,5564890
2024-04-03,471.5601501464844,476.70001220703125,482.95001220703125,470.5,475.0,4788697
2024-04-04,487.63494873046875,492.95001220703125,496.75,473.1000061035156,480.0,9778795
2024-04-05,489.01983642578125,494.3500061035156,500.6000061035156,489.8999938964844,499.5,6753966
2024-04-08,483.7769775390625,489.04998779296875,500.54998779296875,483.04998779296875,500.54998779296875,4603981
2024-04-09,484.568359375,489.8500061035156,496.5,486.79998779296875,492.70001220703125,2166661
2024-04-10,498.862548828125,504.29998779296875,509.0,489.3999938964844,490.5,7937541
2024-04-12,496.6368103027344,502.04998779296875,511.1000061035156,500.5,505.54998779296875,5337775
2024-04-15,484.66729736328125,489.95001220703125,499.54998779296875,486.5,495.0,4994330
2024-04-16,479.4244079589844,484.6499938964844,492.0,483.04998779296875,488.04998779296875,3104362
2024-04-18,473.2417907714844,478.3999938964844,492.8500061035156,476.20001220703125,488.29998779296875,2706609
2024-04-19,482.2931213378906,487.54998779296875,489.95001220703125,466.54998779296875,473.25,3209153
2024-04-22,488.080078125,493.3999938964844,494.6000061035156,487.6000061035156,492.0,1860795
2024-04-23,490.1574401855469,495.5,500.6000061035156,492.25,494.8999938964844,3014860
2024-04-24,493.07562255859375,498.45001220703125,503.8999938964844,495.6000061035156,495.8500061035156,1683615
2024-04-25,500.4453125,505.8999938964844,506.95001220703125,496.3500061035156,499.0,4660938
2024-04-26,502.96783447265625,508.45001220703125,513.9000244140625,502.5,509.0,2825380
2024-04-29,501.5828857421875,507.04998779296875,510.95001220703125,504.5,510.95001220703125,2501739
2024-04-30,501.68182373046875,507.1499938964844,513.7000122070312,506.29998779296875,506.8999938964844,3509055
2024-05-02,492.8283386230469,498.20001220703125,510.3999938964844,497.29998779296875,508.1000061035156,2405482
2024-05-03,488.2779541015625,493.6000061035156,503.95001220703125,490.04998779296875,500.8500061035156,2196892
2024-05-06,478.1878662109375,483.3999938964844,498.29998779296875,481.1000061035156,495.25,3652474
2024-05-07,468.9881896972656,474.1000061035156,486.45001220703125,470.3999938964844,485.0,4535131
2024-05-08,472.69775390625,477.8500061035156,479.95001220703125,471.1499938964844,475.5,1861827
2024-05-09,461.420654296875,466.45001220703125,482.25,464.3500061035156,477.8500061035156,2726979
2024-05-10,496.4884033203125,501.8999938964844,505.0,464.45001220703125,471.0,6834995
2024-05-13,528.3412475585938,534.0999755859375,540.0,502.45001220703125,502.45001220703125,27039443
2024-05-14,504.550537109375,510.04998779296875,531.7999877929688,501.6499938964844,531.7999877929688,15011896
2024-05-15,509.24932861328125,514.7999877929688,521.2999877929688,510.04998779296875,512.9500122070312,4234215
2024-05-16,504.5010681152344,510.0,519.7999877929688,505.8500061035156,516.1500244140625,2398088
2024-05-17,505.73760986328125,511.25,515.2999877929688,510.1000061035156,510.1000061035156,1911312
2024-05-21,506.57843017578125,512.0999755859375,514.0,508.5,508.5,2372489
2024-05-22,509.9912414550781,515.5499877929688,522.0499877929688,510.3500061035156,514.0,2807354
2024-05-23,505.3419494628906,510.8500061035156,517.7000122070312,507.20001220703125,515.5499877929688,1824121
2024-05-24,510.2385559082031,515.7999877929688,522.0,513.4000244140625,516.5,4320492
2024-05-27,519.2899169921875,524.9500122070312,529.6500244140625,516.8499755859375,518.4000244140625,6701240
2024-05-28,511.92022705078125,517.5,529.0,516.0999755859375,527.5,2462629
2024-05-29,511.67291259765625,517.25,522.5999755859375,515.5,519.0,2522672
2024-05-30,500.64312744140625,506.1000061035156,518.3499755859375,505.0,516.7000122070312,1828288
2024-05-31,503.31402587890625,508.79998779296875,517.9000244140625,506.8500061035156,508.0,8552013
2024-06-03,522.4554443359375,528.1500244140625,531.25,514.0,517.0,5297460
2024-06-04,490.60260009765625,495.95001220703125,529.75,478.0,529.75,4202540
2024-06-05,522.752197265625,528.4500122070312,531.9500122070312,496.1000061035156,505.04998779296875,3690376
2024-06-06,531.6056518554688,537.4000244140625,545.5,527.7000122070312,529.7999877929688,6939999
2024-06-07,533.9302978515625,539.75,542.9000244140625,534.2000122070312,541.9000244140625,2223919
2024-06-10,545.5535888671875,551.5,555.5999755859375,532.0999755859375,542.6500244140625,6964090
2024-06-11,548.3234252929688,554.2999877929688,557.2999877929688,543.2999877929688,550.2000122070312,4059315
2024-06-12,544.1192626953125,550.0499877929688,558.5999755859375,548.5,555.4000244140625,2173771
2024-06-13,551.686767578125,557.7000122070312,561.8499755859375,547.25,551.7000122070312,3845237
2024-06-14,545.7515258789062,551.7000122070312,559.7999877929688,549.7000122070312,557.7000122070312,2022269
2024-06-18,550.1535034179688,556.1500244140625,557.5999755859375,550.0999755859375,554.0,1587670
2024-06-19,551.2911376953125,557.2999877929688,568.4500122070312,550.7000122070312,560.0,6124293
2024-06-20,562.8649291992188,569.0,577.7000122070312,554.5999755859375,557.2999877929688,7472902
2024-06-21,559.8478393554688,565.9500122070312,574.3499755859375,561.25,574.3499755859375,5890175
2024-06-24,565.9315185546875,572.0999755859375,578.7000122070312,551.0999755859375,562.0,5572012
2024-06-25,564.9422607421875,571.0999755859375,576.7999877929688,567.0,573.0,1985056
2024-06-26,564.2003784179688,570.3499755859375,576.0,564.6500244140625,570.9000244140625,2354064
2024-06-27,561.727294921875,567.8499755859375,574.5999755859375,559.25,570.2000122070312,1627135
2024-06-28,564.6949462890625,570.8499755859375,576.0,566.5,568.0,1535016
2024-07-01,567.2669677734375,573.4500122070312,574.7000122070312,567.2999877929688,570.0499877929688,1451065
2024-07-02,560.540283203125,566.6500244140625,580.2999877929688,561.9000244140625,574.0999755859375,2781201
2024-07-03,565.9810180664062,572.1500244140625,576.0,567.2000122070312,567.5,1898741
2024-07-04,564.29931640625,570.4500122070312,579.9500122070312,568.6500244140625,575.0,2148117
2024-07-05,566.5250854492188,572.7000122070312,573.9000244140625,567.7000122070312,570.7999877929688,1072378
2024-07-08,561.2822265625,567.4000244140625,574.7999877929688,562.1500244140625,572.7000122070312,2695359
2024-07-09,557.8694458007812,563.9500122070312,572.2999877929688,563.0,568.0,1427039
2024-07-10,553.7640991210938,559.7999877929688,569.9500122070312,547.3499755859375,566.0499877929688,2033444
2024-07-11,551.686767578125,557.7000122070312,566.4000244140625,555.0999755859375,560.8499755859375,3781459
2024-07-12,557.5726318359375,563.6500244140625,570.9500122070312,558.0999755859375,560.4500122070312,3741532
2024-07-15,558.95751953125,565.0499877929688,567.5,560.7999877929688,566.0,1699472
2024-07-16,551.2911376953125,557.2999877929688,572.0,555.5,566.0,1674706
2024-07-18,552.6265869140625,558.6500244140625,561.0,554.9500122070312,557.2999877929688,1258371
2024-07-19,536.7495727539062,542.5999755859375,560.25,541.25,558.6500244140625,1483516
2024-07-22,539.56884765625,545.4500122070312,558.2000122070312,532.8499755859375,540.0,2445572
2024-07-23,534.5733032226562,540.4000244140625,553.3499755859375,522.2999877929688,548.0,2813862
2024-07-24,531.2593994140625,537.0499877929688,543.4500122070312,535.0,536.2999877929688,1398404
2024-07-25,523.7413940429688,529.4500122070312,534.7999877929688,525.4000244140625,532.0,1833988
2024-07-26,538.2828979492188,544.1500244140625,545.0,529.0999755859375,529.1500244140625,1488053
2024-07-29,547.1858520507812,553.1500244140625,566.5,545.5,548.0499877929688,4404641
2024-07-30,558.8091430664062,564.9000244140625,568.7999877929688,552.5,553.5999755859375,2046419
2024-07-31,565.8820190429688,572.0499877929688,573.7000122070312,565.0999755859375,569.9000244140625,2390519
2024-08-01,554.4071655273438,560.4500122070312,577.0,557.0999755859375,575.0,1900787
2024-08-02,531.8035278320312,537.5999755859375,563.9500122070312,531.4500122070312,555.0,6452127
2024-08-05,522.603759765625,528.2999877929688,551.5,520.0,520.0,8199938
2024-08-06,527.797119140625,533.5499877929688,549.9000244140625,531.2000122070312,533.0,3839963
2024-08-07,540.8053588867188,546.7000122070312,549.0,535.5499877929688,539.0,2623663
2024-08-08,541.8934936523438,547.7999877929688,555.7999877929688,544.0499877929688,546.75,2763841
2024-08-09,548.6201782226562,554.5999755859375,562.0,550.6500244140625,558.5,2061454
2024-08-12,559.9755249023438,565.0999755859375,568.9500122070312,546.6500244140625,552.5,3191587
2024-08-13,547.0438842773438,552.0499877929688,566.0999755859375,550.7999877929688,566.0,1666599
2024-08-14,537.92724609375,542.8499755859375,553.9000244140625,540.4000244140625,552.5,1066850
2024-08-16,548.33203125,553.3499755859375,554.4000244140625,539.5999755859375,542.8499755859375,1635134
2024-08-19,555.5162963867188,560.5999755859375,563.5499877929688,551.6500244140625,553.0,2412431
2024-08-20,561.0160522460938,566.1500244140625,567.0,560.0999755859375,560.5999755859375,1194020
2024-08-21,563.146484375,568.2999877929688,572.7999877929688,563.0,566.0,2235790
2024-08-22,573.8981323242188,579.1500244140625,587.9000244140625,568.25,570.0,6309020
2024-08-23,568.49755859375,573.7000122070312,584.7999877929688,572.0,584.7000122070312,1995012
2024-08-26,572.2135620117188,577.4500122070312,578.9000244140625,572.0999755859375,578.9000244140625,1283196
2024-08-27,577.6636962890625,582.9500122070312,587.75,578.25,584.3499755859375,2705825
2024-08-28,572.80810546875,578.0499877929688,585.9000244140625,575.5499877929688,585.0,1369570
2024-08-29,572.5603637695312,577.7999877929688,581.9000244140625,571.0,576.9500122070312,1530143
2024-08-30,592.9240112304688,598.3499755859375,604.0,582.0,584.0,7616878
2024-09-02,594.0635986328125,599.5,607.2000122070312,593.0,602.0,3640344
2024-09-03,596.7391357421875,602.2000122070312,605.9500122070312,596.0,600.0,2147598
2024-09-04,602.3378295898438,607.8499755859375,610.9000244140625,593.0499877929688,599.9500122070312,3139837
2024-09-05,613.0894775390625,618.7000122070312,622.9500122070312,606.7999877929688,612.0,3431993
2024-09-06,604.2701416015625,609.7999877929688,623.7000122070312,607.25,616.9500122070312,3569845
2024-09-09,598.919189453125,604.4000244140625,610.7999877929688,601.0999755859375,606.0,2334227
2024-09-10,613.5849609375,619.2000122070312,620.0,605.25,609.9000244140625,1638324
2024-09-11,605.4592895507812,611.0,619.0999755859375,609.0,618.7999877929688,1421907
2024-09-12,609.2743530273438,614.8499755859375,616.4500122070312,608.7000122070312,614.0,1707391
2024-09-13,605.855712890625,611.4000244140625,616.9500122070312,610.25,616.0,1237013
2024-09-16,608.23388671875,613.7999877929688,615.5,606.7000122070312,614.9000244140625,1186044
2024-09-17,605.1124877929688,610.6500244140625,615.7999877929688,609.2999877929688,615.0,1165443
2024-09-18,599.61279296875,605.0999755859375,614.75,598.9500122070312,610.9000244140625,1728906
2024-09-19,589.4061889648438,594.7999877929688,612.75,582.5499877929688,605.0999755859375,2721915
2024-09-20,581.7760009765625,587.0999755859375,602.7000122070312,585.5999755859375,594.9500122070312,5717560
2024-09-23,587.42431640625,592.7999877929688,593.75,584.0499877929688,589.4000244140625,2106715
2024-09-24,598.2750244140625,603.75,606.75,587.0,593.7999877929688,2301515
2024-09-25,594.1130981445312,599.5499877929688,606.4500122070312,597.0999755859375,600.0999755859375,2193166
2024-09-26,595.6490478515625,601.0999755859375,604.1500244140625,593.5999755859375,602.0,1948570
2024-09-27,605.1124877929688,610.6500244140625,616.5,600.0,601.0999755859375,1893789
2024-09-30,607.58984375,613.1500244140625,617.9000244140625,607.6500244140625,610.6500244140625,1686660
2024-10-01,615.5668334960938,621.2000122070312,625.0,610.7999877929688,612.0,2317620
2024-10-03,599.9596557617188,605.4500122070312,623.7000122070312,601.0,618.7999877929688,2181886
2024-10-04,593.8653564453125,599.2999877929688,612.9500122070312,596.5999755859375,608.9000244140625,1780533
2024-10-07,575.0376586914062,580.2999877929688,605.5,576.0,602.4000244140625,3393703
2024-10-08,571.5693969726562,576.7999877929688,585.5499877929688,573.3499755859375,577.7000122070312,3035568
2024-10-09,572.3621826171875,577.5999755859375,584.6500244140625,575.2000122070312,579.0499877929688,881946
2024-10-10,579.1005249023438,584.4000244140625,593.6500244140625,580.0,580.0,1378203
2024-10-11,577.7627563476562,583.0499877929688,589.2999877929688,578.75,585.6500244140625,568562
2024-10-14,573.4027099609375,578.6500244140625,586.9000244140625,573.2000122070312,585.0,1308354
2024-10-15,568.8939208984375,574.0999755859375,580.8499755859375,569.1500244140625,579.9000244140625,1611364
2024-10-16,563.6915283203125,568.8499755859375,576.4000244140625,564.0499877929688,573.0,1303677
2024-10-17,548.6788940429688,553.7000122070312,570.5,551.0999755859375,568.0,1577470
2024-10-18,550.21484375,555.25,557.75,542.5999755859375,554.0,1402020
2024-10-21,540.5037231445312,545.4500122070312,563.3499755859375,543.0499877929688,557.0499877929688,2757430
2024-10-22,525.5406494140625,530.3499755859375,547.5,528.0,545.0,2074618
2024-10-23,526.927978515625,531.75,538.75,521.0999755859375,529.0999755859375,1624355
2024-10-24,530.1484985351562,535.0,540.8499755859375,526.2999877929688,536.0,1554879
2024-10-25,517.2168579101562,521.9500122070312,536.8499755859375,517.4500122070312,535.9000244140625,1390234
2024-10-28,526.9774780273438,531.7999877929688,541.25,520.0499877929688,520.0499877929688,1080853
2024-10-29,529.8016967773438,534.6500244140625,538.2000122070312,524.5,531.7999877929688,1053752
2024-10-30,541.2964477539062,546.25,552.4000244140625,527.6500244140625,533.0,1751552
2024-10-31,548.62939453125,553.6500244140625,555.9500122070312,542.0,546.25,1171233
2024-11-01,553.3363037109375,558.4000244140625,562.0,553.6500244140625,553.6500244140625,163230
2024-11-04,547.638427734375,552.6500244140625,559.9000244140625,539.7999877929688,555.0999755859375,1334874
2024-11-05,553.9804077148438,559.0499877929688,561.8499755859375,549.0499877929688,552.0,894138
2024-11-06,562.1060180664062,567.25,569.0,554.2999877929688,559.0999755859375,1491608
2024-11-07,562.0069580078125,567.1500244140625,575.4500122070312,564.7000122070312,569.9000244140625,886267
2024-11-08,552.5435180664062,557.5999755859375,572.9500122070312,555.0499877929688,569.9500122070312,696687
2024-11-11,510.478515625,515.1500244140625,553.2000122070312,510.0,553.1500244140625,9914435
2024-11-12,522.9642333984375,527.75,552.7999877929688,524.0,530.0,9415040
2024-11-13,510.72625732421875,515.4000244140625,530.5,504.29998779296875,528.0,3436328
2024-11-14,521.0319213867188,525.7999877929688,532.7999877929688,509.45001220703125,519.9000244140625,3741207
2024-11-18,510.3473815917969,515.0177001953125,519.718017578125,493.674560546875,506.9600830078125,3165283
2024-11-19,519.7578125,524.5142211914062,532.9075927734375,510.1735534667969,511.3725891113281,2999770
2024-11-21,528.2651977539062,533.0994873046875,542.595947265625,514.9697875976562,521.828369140625,10436903
2024-11-22,538.3884887695312,543.3154296875,546.720703125,523.6029663085938,533.0994873046875,3602576
2024-11-25,540.43212890625,545.3777465820312,554.8262939453125,543.5072631835938,546.7686767578125,6122956
2024-11-26,546.74658203125,551.75,558.75,541.0999755859375,545.0,2645846
2024-11-27,543.2288208007812,548.2000122070312,554.2999877929688,539.0,553.0,1703921
2024-11-28,541.9406127929688,546.9000244140625,557.1500244140625,545.0,548.2000122070312,1748362
2024-11-29,540.0578002929688,545.0,547.9000244140625,538.25,546.5,1465623
2024-12-02,550.0166625976562,555.0499877929688,558.0,540.5499877929688,546.9000244140625,1687736
2024-12-03,557.99365234375,563.0999755859375,566.9000244140625,553.5999755859375,556.0,2073190
2024-12-04,562.7996826171875,567.9500122070312,572.7000122070312,563.5,565.7999877929688,2218877
2024-12-05,553.1381225585938,558.2000122070312,569.75,552.0,568.9000244140625,2006983
2024-12-06,557.5477905273438,562.6500244140625,566.25,556.0,557.8499755859375,2970258
2024-12-09,550.363525390625,555.4000244140625,562.25,552.0499877929688,559.7999877929688,2922928
2024-12-10,544.9629516601562,549.9500122070312,557.5999755859375,548.5999755859375,554.8499755859375,2949316
2024-12-11,546.9943237304688,552.0,566.7000122070312,551.0499877929688,552.0,5334736
2024-12-12,542.485595703125,547.4500122070312,554.8499755859375,542.9500122070312,553.9500122070312,1581082
2024-12-13,545.2601928710938,550.25,551.25,535.7000122070312,547.4500122070312,2242153
2024-12-16,542.9810791015625,547.9500122070312,551.5,542.7000122070312,549.7999877929688,1210467
2024-12-17,533.5177001953125,538.4000244140625,552.0,536.6500244140625,544.0999755859375,1637281
2024-12-18,527.4234008789062,532.25,543.8499755859375,531.2999877929688,538.7999877929688,1208566
2024-12-19,513.6494750976562,518.3499755859375,525.5499877929688,517.3499755859375,524.0,1187222
2024-12-20,499.9250793457031,504.5,522.5999755859375,501.5,520.0,2851827
2024-12-23,503.0960693359375,507.70001220703125,510.1499938964844,496.0,505.54998779296875,1178165
2024-12-24,499.9250793457031,504.5,512.5,501.70001220703125,507.0,949150
2024-12-26,495.1190490722656,499.6499938964844,507.04998779296875,495.8500061035156,503.1000061035156,1427526
2024-12-27,497.4972839355469,502.04998779296875,519.6500244140625,497.3999938964844,498.0,1670587
2024-12-30,496.2090759277344,500.75,508.3500061035156,497.0,502.0,2019209
2024-12-31,496.4568176269531,501.0,505.45001220703125,493.0,497.04998779296875,1217836
2025-01-01,495.9613342285156,500.5,501.8500061035156,497.20001220703125,498.45001220703125,588602
2025-01-02,504.8302001953125,509.45001220703125,511.8999938964844,499.8500061035156,500.0,1552787
2025-01-03,524.7479248046875,529.5499877929688,533.25,508.5,508.5,2888197
2025-01-06,516.5726928710938,521.2999877929688,535.4500122070312,516.0999755859375,525.0,2241869
2025-01-07,539.5128173828125,544.4500122070312,548.6500244140625,520.0,521.0,4787940
2025-01-08,534.6572265625,539.5499877929688,543.4000244140625,531.6500244140625,541.1500244140625,1559514
2025-01-09,540.5037231445312,545.4500122070312,554.6500244140625,539.7000122070312,541.9500122070312,2805890
2025-01-10,543.8728637695312,548.8499755859375,555.75,534.5,545.9000244140625,1992839
2025-01-13,528.8107299804688,533.6500244140625,549.0,530.9500122070312,546.25,1770971
2025-01-14,536.9363403320312,541.8499755859375,542.9500122070312,531.2999877929688,534.9500122070312,1831287
2025-01-15,541.9406127929688,546.9000244140625,552.0,543.1500244140625,544.9000244140625,901487
2025-01-16,541.3460083007812,546.2999877929688,552.9500122070312,545.25,546.9500122070312,813698
2025-01-17,546.6970825195312,551.7000122070312,557.6500244140625,543.5,545.0,1461267
2025-01-20,547.8366088867188,552.8499755859375,555.0,545.3499755859375,551.7000122070312,812869
2025-01-21,539.3145751953125,544.25,559.9000244140625,543.5,557.0,1708101
2025-01-22,537.7786865234375,542.7000122070312,548.0,531.5999755859375,548.0,1191929
2025-01-23,552.791259765625,557.8499755859375,559.75,542.0499877929688,542.5,1477011
2025-01-24,546.9943237304688,552.0,560.4500122070312,550.0,559.9500122070312,1591661
2025-01-27,537.4318237304688,542.3499755859375,550.4000244140625,536.2000122070312,548.9500122070312,2486727
2025-01-28,533.765380859375,538.6500244140625,546.5,536.0999755859375,546.0,2048155
2025-01-29,548.0843505859375,553.0999755859375,555.9500122070312,539.2999877929688,542.0,2181049
2025-01-30,561.8087768554688,566.9500122070312,578.2999877929688,554.5999755859375,556.0,2784958
2025-01-31,598.2750244140625,603.75,617.7999877929688,567.75,573.0,8663742
2025-02-01,598.5227661132812,604.0,617.7999877929688,597.0499877929688,609.7999877929688,5961908
2025-02-03,624.5347290039062,630.25,636.7999877929688,607.5499877929688,610.0,12713558
2025-02-04,631.1244506835938,636.9000244140625,641.5499877929688,625.0,637.5,3541038
2025-02-05,639.596923828125,645.4500122070312,649.4500122070312,632.0,636.0,3372838
2025-02-06,638.9032592773438,644.75,646.8499755859375,626.4500122070312,644.0,3885141
2025-02-07,635.5340576171875,641.3499755859375,648.7000122070312,635.0999755859375,642.0499877929688,2340663
2025-02-10,629.192138671875,634.9500122070312,643.0,631.7999877929688,641.25,1932363
2025-02-11,605.1620483398438,610.7000122070312,636.7999877929688,608.2000122070312,635.0,2525324
2025-02-12,614.8731689453125,620.5,624.2999877929688,594.4500122070312,610.7000122070312,2315031
2025-02-13,624.0392456054688,629.75,638.9000244140625,615.0,620.5,3181044
2025-02-14,612.7426147460938,618.3499755859375,633.9000244140625,610.25,631.0,3746024
2025-02-17,626.467041015625,632.2000122070312,633.75,609.9000244140625,618.2000122070312,1481549
2025-02-18,625.0797119140625,630.7999877929688,634.3499755859375,625.2000122070312,633.0,1409475
2025-02-19,644.1551513671875,650.0499877929688,651.7000122070312,621.0,629.8499755859375,2762726
2025-02-20,641.3805541992188,647.25,653.9500122070312,644.25,650.0499877929688,2142244
2025-02-21,640.4887084960938,646.3499755859375,658.25,637.4000244140625,648.0,1366273
2025-02-24,639.3491821289062,645.2000122070312,648.9500122070312,638.2999877929688,643.75,1293274
2025-02-25,641.6282958984375,647.5,657.2999877929688,645.0,648.0999755859375,1581083
2025-02-27,637.813232421875,643.6500244140625,648.3499755859375,634.2000122070312,648.0,2717730
2025-02-28,627.2102661132812,632.9500122070312,641.0,619.5,635.0,4676015
2025-03-03,611.1076049804688,616.7000122070312,634.1500244140625,611.25,628.0999755859375,3273667
2025-03-04,607.8375854492188,613.4000244140625,619.5999755859375,607.0,607.0,1557537
2025-03-05,622.156494140625,627.8499755859375,630.2000122070312,614.1500244140625,615.0,2367281
2025-03-06,619.0350952148438,624.7000122070312,639.25,622.7000122070312,634.9000244140625,1617185
2025-03-07,624.1383666992188,629.8499755859375,642.7000122070312,620.4000244140625,624.5499877929688,2073888
2025-03-10,609.8689575195312,615.4500122070312,637.0,611.8499755859375,631.4500122070312,1428305
2025-03-11,609.4725341796875,615.0499877929688,618.8499755859375,602.3499755859375,613.4500122070312,1564110
2025-03-12,602.5360107421875,608.0499877929688,620.1500244140625,599.9500122070312,617.9500122070312,1815285
2025-03-13,595.9959106445312,601.4500122070312,614.4000244140625,600.4000244140625,610.9000244140625,1476114
2025-03-17,620.471923828125,626.1500244140625,627.9000244140625,601.4500122070312,601.4500122070312,2377362
2025-03-18,620.471923828125,626.1500244140625,626.1500244140625,626.1500244140625,626.1500244140625,0
2025-03-19,640.4391479492188,646.2999877929688,648.0,636.9000244140625,641.0,1533871
2025-03-20,640.9841918945312,646.8499755859375,651.4500122070312,644.0999755859375,648.9500122070312,1272076
2025-03-21,652.8753662109375,658.8499755859375,671.2999877929688,645.6500244140625,649.0,5231169
2025-03-24,652.47900390625,658.4500122070312,668.7999877929688,657.4000244140625,667.9500122070312,1878198
2025-03-25,647.0784301757812,653.0,663.9000244140625,648.0999755859375,663.9000244140625,988124
2025-03-26,646.48388671875,652.4000244140625,656.8499755859375,644.0,652.0,1570129
2025-03-27,650.4476318359375,656.4000244140625,663.75,649.9500122070312,650.0,3398420
2025-03-28,630.4803466796875,636.25,660.4000244140625,624.0,656.6500244140625,4421109
2025-04-01,628.9939575195312,634.75,641.7999877929688,621.2999877929688,621.2999877929688,1451347
2025-04-02,648.5153198242188,654.4500122070312,656.0999755859375,630.8499755859375,631.9000244140625,1932828
2025-04-03,645.3442993164062,651.25,653.7000122070312,636.0499877929688,642.7999877929688,2635192
2025-04-04,631.9171752929688,637.7000122070312,655.4000244140625,631.1500244140625,649.5,2529542
2025-04-07,608.8780517578125,614.4500122070312,624.0999755859375,588.8499755859375,595.0,2010970
2025-04-08,608.9275512695312,614.5,628.0999755859375,610.0999755859375,619.0,1696619
