date_,adj close_nmdc.ns,close_nmdc.ns,high_nmdc.ns,low_nmdc.ns,open_nmdc.ns,volume_nmdc.ns
2024-01-16,65.4952392578125,70.91666412353516,71.33333587646484,68.46666717529297,69.93333435058594,53173383
2024-01-17,63.54039001464844,68.80000305175781,70.43333435058594,68.3499984741211,69.94999694824219,45128694
2024-01-18,62.67840576171875,67.86666870117188,69.58333587646484,65.53333282470703,68.80000305175781,56021649
2024-01-19,64.91033172607422,70.28333282470703,70.44999694824219,68.21666717529297,68.8499984741211,38519142
2024-01-23,62.32436752319336,67.48332977294922,71.96666717529297,67.16666412353516,71.58333587646484,59548896
2024-01-24,65.2027816772461,70.5999984741211,70.83333587646484,67.81666564941406,68.30000305175781,53581488
2024-01-25,66.84977722167969,72.38333129882812,72.56666564941406,70.73332977294922,71.23332977294922,54609993
2024-01-29,68.01961517333984,73.6500015258789,74.0,72.46666717529297,73.18333435058594,50979381
2024-01-30,67.63480377197266,73.23332977294922,74.48332977294922,73.01666259765625,73.94999694824219,26510319
2024-01-31,67.68097686767578,73.28333282470703,73.98332977294922,72.80000305175781,73.5,21678369
2024-02-01,69.3895492553711,75.13333129882812,75.56666564941406,72.9000015258789,74.0,46716180
2024-02-02,72.51422882080078,78.51666259765625,79.16666412353516,75.9000015258789,76.43333435058594,116794920
2024-02-05,74.3305435180664,80.48332977294922,82.33333587646484,79.06666564941406,80.0,94601658
2024-02-06,74.97704315185547,81.18333435058594,81.5,78.33333587646484,80.75,59841120
2024-02-07,74.94625854492188,81.1500015258789,82.3499984741211,80.0,82.13333129882812,52172340
2024-02-08,75.23871612548828,81.46666717529297,82.13333129882812,80.18333435058594,81.58333587646484,27368601
2024-02-09,74.345947265625,80.5,81.69999694824219,77.91666412353516,81.44999694824219,38488728
2024-02-12,70.82106018066406,76.68333435058594,81.56666564941406,76.06666564941406,80.25,47138400
2024-02-13,69.82054138183594,75.5999984741211,78.16666412353516,74.71666717529297,78.16666412353516,48703704
2024-02-14,72.51422882080078,78.51666259765625,79.0999984741211,74.43333435058594,75.13333129882812,45496641
2024-02-15,76.02372741699219,82.31666564941406,84.13333129882812,81.0,82.93333435058594,187542936
2024-02-16,75.22330474853516,81.44999694824219,82.66666412353516,80.38333129882812,82.66666412353516,59836356
2024-02-19,75.82362365722656,82.0999984741211,83.46666717529297,81.53333282470703,81.93333435058594,39536532
2024-02-20,74.17662811279297,80.31666564941406,82.86666870117188,79.73332977294922,82.75,56029344
2024-02-21,71.60607147216797,77.53333282470703,81.58333587646484,77.0999984741211,81.58333587646484,63622833
2024-02-22,73.5763168334961,79.66666412353516,79.86666870117188,77.0999984741211,78.33333587646484,53701776
2024-02-23,73.3608169555664,79.43333435058594,80.28333282470703,78.66666412353516,80.28333282470703,48621681
2024-02-26,72.32952117919922,78.31666564941406,79.73332977294922,77.76666259765625,79.38333129882812,45095202
2024-02-27,71.0198974609375,75.01666259765625,77.0999984741211,74.13333129882812,76.5,62647536
2024-02-28,70.38874053955078,74.3499984741211,76.46666717529297,74.0,75.66666412353516,57629769
2024-02-29,71.28813934326172,75.30000305175781,76.53333282470703,73.75,74.66666412353516,491520069
2024-03-01,72.91333770751953,77.01666259765625,78.18333435058594,75.69999694824219,75.80000305175781,46149936
