date_,adj close_vguard.ns,close_vguard.ns,high_vguard.ns,low_vguard.ns,open_vguard.ns,volume_vguard.ns
2024-03-14,322.33099365234375,324.54998779296875,326.6000061035156,303.1000061035156,306.95001220703125,526789
2024-03-15,317.6631164550781,319.8500061035156,324.70001220703125,316.1499938964844,324.54998779296875,185855
2024-03-18,322.4302978515625,324.6499938964844,325.8500061035156,319.3500061035156,324.0,159900
2024-03-19,319.2025146484375,321.3999938964844,325.8500061035156,318.20001220703125,324.6499938964844,121940
2024-03-20,316.17340087890625,318.3500061035156,322.5,315.3999938964844,321.54998779296875,206520
2024-03-21,317.7624816894531,319.95001220703125,325.0,318.04998779296875,320.79998779296875,134038
2024-03-22,319.6990966796875,321.8999938964844,324.95001220703125,318.1499938964844,321.0,120870
2024-03-26,317.91143798828125,320.1000061035156,324.45001220703125,319.04998779296875,321.8999938964844,151394
2024-03-27,327.5947570800781,329.8500061035156,334.8999938964844,321.95001220703125,321.95001220703125,446460
2024-03-28,329.0845031738281,331.3500061035156,337.0,327.1499938964844,333.8500061035156,442696
2024-04-01,331.7660217285156,334.04998779296875,338.5,331.3999938964844,331.3999938964844,197689
2024-04-02,333.95098876953125,336.25,339.0,334.0,336.0,212046
2024-04-03,333.40478515625,335.70001220703125,339.79998779296875,332.20001220703125,337.5,186891
2024-04-04,336.7815246582031,339.1000061035156,340.0,332.3999938964844,337.3999938964844,312072
2024-04-05,338.66851806640625,341.0,344.79998779296875,338.1499938964844,339.3999938964844,450393
2024-04-08,339.0161437988281,341.3500061035156,353.79998779296875,340.0,344.79998779296875,681413
2024-04-09,341.7473449707031,344.1000061035156,346.0,340.95001220703125,343.8500061035156,169364
2024-04-10,346.3655700683594,348.75,353.0,340.75,344.0,1056332
2024-04-12,344.4288635253906,346.79998779296875,351.70001220703125,345.1499938964844,348.75,308319
2024-04-15,339.3140869140625,341.6499938964844,345.6499938964844,331.04998779296875,341.5,283054
2024-04-16,334.0006408691406,336.29998779296875,347.3999938964844,331.0,339.45001220703125,370911
2024-04-18,342.7901611328125,345.1499938964844,349.0,337.5,338.0,435085
2024-04-19,337.67535400390625,340.0,345.1499938964844,335.1000061035156,343.3500061035156,264600
2024-04-22,342.9888000488281,345.3500061035156,349.79998779296875,341.0,341.0,264145
2024-04-23,338.46990966796875,340.79998779296875,347.04998779296875,337.70001220703125,347.04998779296875,368993
2024-04-24,340.605224609375,342.95001220703125,346.04998779296875,340.29998779296875,343.8999938964844,338600
2024-04-25,340.5058898925781,342.8500061035156,345.8999938964844,341.0,343.6499938964844,141364
2024-04-26,340.2079162597656,342.54998779296875,348.0,340.8500061035156,343.95001220703125,216299
2024-04-29,343.8330078125,346.20001220703125,353.75,343.3500061035156,344.0,400622
2024-04-30,340.6548767089844,343.0,350.1000061035156,341.3999938964844,347.8500061035156,251729
2024-05-02,345.719970703125,348.1000061035156,349.29998779296875,343.0,344.70001220703125,185499
2024-05-03,344.726806640625,347.1000061035156,351.0,343.0,348.20001220703125,239363
2024-05-06,343.8330078125,346.20001220703125,357.45001220703125,340.45001220703125,347.29998779296875,2397662
2024-05-07,339.612060546875,341.95001220703125,347.3999938964844,337.5,345.3500061035156,927707
2024-05-08,351.5299987792969,353.95001220703125,354.8999938964844,340.04998779296875,342.0,940400
2024-05-09,340.605224609375,342.95001220703125,357.3500061035156,339.8999938964844,354.75,536968
2024-05-10,352.2748718261719,354.70001220703125,364.70001220703125,344.75,344.79998779296875,1799627
2024-05-13,351.2817077636719,353.70001220703125,359.0,349.6499938964844,354.6000061035156,523787
2024-05-14,352.1258544921875,354.54998779296875,359.25,353.1000061035156,355.45001220703125,318210
2024-05-15,364.341796875,366.8500061035156,378.95001220703125,355.0,355.0,2275114
2024-05-16,371.6911926269531,374.25,377.8999938964844,367.0,367.0,1295108
2024-05-17,366.9736633300781,369.5,377.1499938964844,367.0,375.0,753763
2024-05-21,371.7408447265625,374.29998779296875,393.75,365.8999938964844,370.29998779296875,3586168
2024-05-22,372.7340087890625,375.29998779296875,389.3500061035156,373.3999938964844,375.70001220703125,1169010
2024-05-23,376.9549560546875,379.54998779296875,385.95001220703125,376.29998779296875,378.5,388887
2024-05-24,365.83154296875,368.3500061035156,387.45001220703125,365.0,379.54998779296875,1011452
2024-05-27,370.64837646484375,373.20001220703125,379.0,368.6499938964844,370.0,408905
2024-05-28,366.92401123046875,369.45001220703125,383.25,367.1000061035156,375.8500061035156,506613
2024-05-29,379.53717041015625,382.1499938964844,385.75,370.04998779296875,374.79998779296875,1022638
2024-05-30,373.42926025390625,376.0,390.79998779296875,373.95001220703125,382.20001220703125,601657
2024-05-31,367.8675231933594,370.3999938964844,379.79998779296875,368.0,377.1000061035156,413577
2024-06-03,372.4360656738281,375.0,385.0,369.5,380.0,1293328
2024-06-04,366.92401123046875,369.45001220703125,376.8500061035156,345.0,376.0,697529
2024-06-05,375.9121398925781,378.5,384.5,363.8999938964844,369.3500061035156,647890
2024-06-06,393.8883972167969,396.6000061035156,404.54998779296875,376.3500061035156,380.0,1693589
2024-06-07,388.02874755859375,390.70001220703125,396.29998779296875,389.0,395.1000061035156,411029
2024-06-10,392.0510559082031,394.75,396.0,386.1499938964844,391.29998779296875,1370086
2024-06-11,401.23779296875,404.0,412.0,394.75,395.0,1297624
2024-06-12,401.33709716796875,404.1000061035156,405.75,398.6000061035156,400.0,621522
2024-06-13,407.3954162597656,410.20001220703125,414.6499938964844,402.5,404.20001220703125,1033821
2024-06-14,397.1658020019531,399.8999938964844,413.70001220703125,397.0,412.0,557339
2024-06-18,410.97076416015625,413.79998779296875,417.45001220703125,400.0,400.0,1244010
2024-06-19,408.0906066894531,410.8999938964844,416.8999938964844,408.20001220703125,414.0,632942
2024-06-20,409.3320617675781,412.1499938964844,414.45001220703125,407.54998779296875,410.8999938964844,758925
2024-06-21,421.89556884765625,424.79998779296875,429.79998779296875,412.1499938964844,413.0,1711822
2024-06-24,417.0787658691406,419.95001220703125,424.95001220703125,415.75,424.6000061035156,343233
2024-06-25,420.2568664550781,423.1499938964844,431.75,420.04998779296875,420.29998779296875,507834
2024-06-26,431.33062744140625,434.29998779296875,435.29998779296875,424.29998779296875,426.5,519109
2024-06-27,428.2021789550781,431.1499938964844,440.0,428.0,434.29998779296875,384700
2024-06-28,428.15252685546875,431.1000061035156,438.1499938964844,424.20001220703125,431.29998779296875,330284
2024-07-01,431.0326843261719,434.0,437.8999938964844,431.0,433.04998779296875,270549
2024-07-02,445.7811584472656,448.8500061035156,450.0,434.0,434.45001220703125,940078
2024-07-03,457.59979248046875,460.75,463.75,446.04998779296875,450.0,847860
2024-07-04,462.7642517089844,465.95001220703125,469.8999938964844,453.54998779296875,460.0,396077
2024-07-05,473.2420959472656,476.5,480.04998779296875,460.0,463.0,327323
2024-07-08,463.360107421875,466.54998779296875,527.5499877929688,461.29998779296875,479.3500061035156,1623552
2024-07-09,459.7350769042969,462.8999938964844,487.95001220703125,460.1499938964844,474.95001220703125,490978
2024-07-10,469.41839599609375,472.6499938964844,476.45001220703125,445.0,467.0,645762
2024-07-11,469.91497802734375,473.1499938964844,480.0,467.20001220703125,471.29998779296875,271231
2024-07-12,463.2608337402344,466.45001220703125,477.79998779296875,461.20001220703125,473.20001220703125,526683
2024-07-15,458.8908996582031,462.04998779296875,471.29998779296875,457.95001220703125,469.8999938964844,297331
2024-07-16,455.5141296386719,458.6499938964844,465.8500061035156,455.1000061035156,463.0,209124
2024-07-18,455.9114074707031,459.04998779296875,465.20001220703125,452.0,456.0,311106
2024-07-19,447.5688171386719,450.6499938964844,459.20001220703125,445.20001220703125,459.1499938964844,231498
2024-07-22,450.4490051269531,453.54998779296875,455.79998779296875,439.3500061035156,445.3999938964844,177274
2024-07-23,451.6904602050781,454.79998779296875,461.45001220703125,449.0,455.0,255609
2024-07-24,464.30364990234375,467.5,485.1499938964844,456.29998779296875,456.29998779296875,1712710
2024-07-25,458.4263916015625,460.20001220703125,480.0,458.0,472.0,942872
2024-07-26,450.2579650878906,452.0,462.54998779296875,450.0,462.0,312972
2024-07-29,458.0777282714844,459.8500061035156,471.0,452.0,464.8999938964844,324004
2024-07-30,456.73291015625,458.5,470.0,456.29998779296875,464.45001220703125,276905
2024-07-31,457.9283142089844,459.70001220703125,470.04998779296875,458.0,460.79998779296875,496741
2024-08-01,459.2730712890625,461.04998779296875,467.8999938964844,459.0,463.3999938964844,212827
2024-08-02,458.4263916015625,460.20001220703125,472.8999938964844,456.6000061035156,459.5,507381
2024-08-05,454.5912170410156,456.3500061035156,480.0,441.54998779296875,447.0,1304190
2024-08-06,456.38427734375,458.1499938964844,472.45001220703125,455.0,458.8999938964844,363516
2024-08-07,470.9778137207031,472.79998779296875,473.8999938964844,464.75,467.0,456160
2024-08-08,465.3994140625,467.20001220703125,477.5,463.1499938964844,473.29998779296875,295340
2024-08-09,472.5716247558594,474.3999938964844,475.70001220703125,468.79998779296875,468.79998779296875,195991
2024-08-12,501.3104553222656,503.25,509.0,466.04998779296875,472.04998779296875,1313706
2024-08-13,517.8963012695312,519.9000244140625,522.5,496.0,508.0,1413668
2024-08-14,517.099365234375,519.0999755859375,577.4500122070312,507.1000061035156,532.0,8346253
2024-08-16,522.1299438476562,524.1500244140625,530.9000244140625,516.8499755859375,521.2999877929688,652898
2024-08-19,481.6863708496094,483.54998779296875,525.9000244140625,481.3999938964844,524.1500244140625,3266731
2024-08-20,476.20758056640625,478.04998779296875,489.0,472.3500061035156,486.70001220703125,1177672
2024-08-21,478.0504455566406,479.8999938964844,481.5,476.1499938964844,479.70001220703125,473064
2024-08-22,467.04302978515625,468.8500061035156,485.0,467.79998779296875,482.5,954265
2024-08-23,465.7978515625,467.6000061035156,473.8999938964844,464.3999938964844,470.1000061035156,568770
2024-08-26,475.6596984863281,477.5,480.79998779296875,464.0,471.0,1100122
2024-08-27,469.8322448730469,471.6499938964844,493.20001220703125,469.6000061035156,479.0,1466580
2024-08-28,458.3765563964844,460.1499938964844,476.8999938964844,458.6499938964844,473.6000061035156,1100648
2024-08-29,459.3229064941406,461.1000061035156,476.45001220703125,454.70001220703125,463.3500061035156,1199835
2024-08-30,456.78271484375,458.54998779296875,467.25,453.0,466.0,652912
2024-09-02,451.3039245605469,453.04998779296875,465.8999938964844,449.3999938964844,458.54998779296875,825480
2024-09-03,462.46075439453125,464.25,465.6000061035156,454.8500061035156,454.8500061035156,580139
2024-09-04,464.9013366699219,466.70001220703125,471.0,461.04998779296875,463.0,611907
2024-09-05,464.1044006347656,465.8999938964844,471.0,462.70001220703125,464.6499938964844,503407
2024-09-06,464.75189208984375,466.54998779296875,477.0,463.29998779296875,467.6499938964844,707696
2024-09-09,455.63714599609375,457.3999938964844,467.8999938964844,453.1499938964844,466.5,409784
2024-09-10,468.2384033203125,470.04998779296875,472.0,459.0,459.6499938964844,329168
2024-09-11,464.85150146484375,466.6499938964844,470.79998779296875,463.25,470.04998779296875,164324
2024-09-12,460.02020263671875,461.79998779296875,471.5,460.04998779296875,468.20001220703125,265330
2024-09-13,458.6754150390625,460.45001220703125,466.95001220703125,459.0,462.0,159235
2024-09-16,461.3152160644531,463.1000061035156,469.5,462.0,468.0,227921
2024-09-17,466.1465148925781,467.95001220703125,470.5,458.1000061035156,460.1000061035156,242138
2024-09-18,461.4148254394531,463.20001220703125,470.29998779296875,460.20001220703125,468.0,362320
2024-09-19,460.667724609375,462.45001220703125,469.79998779296875,451.0,465.3999938964844,291032
2024-09-20,448.0664367675781,449.79998779296875,465.79998779296875,446.29998779296875,464.29998779296875,484378
2024-09-23,444.5301513671875,446.25,456.1000061035156,444.04998779296875,456.1000061035156,488000
2024-09-24,442.1891784667969,443.8999938964844,449.3999938964844,442.04998779296875,446.29998779296875,240922
2024-09-25,451.1545104980469,452.8999938964844,454.5,444.25,446.54998779296875,298454
2024-09-26,444.4803466796875,446.20001220703125,456.0,444.04998779296875,454.0,284425
2024-09-27,444.6297607421875,446.3500061035156,453.1000061035156,442.54998779296875,449.04998779296875,282833
2024-09-30,445.5262756347656,447.25,448.5,439.1499938964844,445.0,355952
2024-10-01,439.6988220214844,441.3999938964844,447.6000061035156,436.20001220703125,447.25,533685
2024-10-03,434.8177185058594,436.5,441.0,432.3500061035156,440.0,776023
2024-10-04,442.1891784667969,443.8999938964844,451.20001220703125,419.6499938964844,435.25,1097145
2024-10-07,434.56866455078125,436.25,446.1499938964844,427.04998779296875,445.0,528372
2024-10-08,441.14324951171875,442.8500061035156,445.54998779296875,426.25,436.0,542871
2024-10-09,437.85595703125,439.54998779296875,445.70001220703125,437.75,443.1499938964844,199639
2024-10-10,440.0972595214844,441.79998779296875,443.04998779296875,434.70001220703125,442.1499938964844,489941
2024-10-11,438.4038391113281,440.1000061035156,443.20001220703125,436.1499938964844,440.0,123598
2024-10-14,439.20074462890625,440.8999938964844,442.5,436.0,442.3500061035156,351349
2024-10-15,441.7907409667969,443.5,444.8500061035156,436.5,441.70001220703125,293276
2024-10-16,438.0054016113281,439.70001220703125,442.0,436.0,441.25,273114
2024-10-17,436.7602233886719,438.45001220703125,453.79998779296875,436.54998779296875,439.70001220703125,382142
2024-10-18,438.20458984375,439.8999938964844,442.0,428.6000061035156,437.8999938964844,161637
2024-10-21,426.8983459472656,428.54998779296875,439.45001220703125,425.20001220703125,436.0,261245
2024-10-22,414.346923828125,415.95001220703125,428.0,410.79998779296875,428.0,385445
2024-10-23,424.2087707519531,425.8500061035156,443.20001220703125,407.0,408.04998779296875,474937
2024-10-24,418.7299499511719,420.3500061035156,425.95001220703125,418.1000061035156,425.8500061035156,137445
2024-10-25,409.515625,411.1000061035156,421.95001220703125,406.04998779296875,421.95001220703125,247869
2024-10-28,412.1553955078125,413.75,416.0,405.8999938964844,412.0,237502
2024-10-29,425.2049255371094,426.8500061035156,432.5,410.5,415.0,756847
2024-10-30,421.4195251464844,423.04998779296875,426.8500061035156,416.79998779296875,423.95001220703125,246376
2024-10-31,433.024658203125,434.70001220703125,441.25,421.04998779296875,423.04998779296875,486443
2024-11-01,435.7640686035156,437.45001220703125,439.70001220703125,433.0,434.70001220703125,40939
2024-11-04,448.7637634277344,450.5,454.54998779296875,437.1000061035156,448.95001220703125,1246115
2024-11-05,438.8520812988281,440.54998779296875,450.5,436.0,447.3500061035156,293665
2024-11-06,443.1853332519531,444.8999938964844,448.0,435.29998779296875,446.3999938964844,346300
2024-11-07,435.6644287109375,437.3500061035156,445.0,435.5,444.8999938964844,184449
2024-11-08,429.98638916015625,431.6499938964844,438.45001220703125,427.0,437.20001220703125,151083
2024-11-11,424.95587158203125,426.6000061035156,432.0,419.25,428.6499938964844,333090
2024-11-12,415.49249267578125,417.1000061035156,428.79998779296875,414.45001220703125,426.6000061035156,133172
2024-11-13,408.1210021972656,409.70001220703125,417.70001220703125,402.8999938964844,417.70001220703125,265391
2024-11-14,403.9869689941406,405.54998779296875,413.5,403.1000061035156,409.29998779296875,152076
2024-11-18,395.2707214355469,396.79998779296875,405.45001220703125,394.3999938964844,404.54998779296875,222195
2024-11-19,423.909912109375,425.54998779296875,429.3500061035156,394.1000061035156,394.1499938964844,619772
2024-11-21,412.2550048828125,413.8500061035156,425.5,409.54998779296875,425.20001220703125,421267
2024-11-22,410.86041259765625,412.45001220703125,421.70001220703125,410.29998779296875,414.0,200732
2024-11-25,410.7109680175781,412.29998779296875,420.20001220703125,408.25,417.79998779296875,340230
2024-11-26,413.8986511230469,415.5,418.70001220703125,410.5,414.1000061035156,162140
2024-11-27,418.43109130859375,420.04998779296875,421.3999938964844,412.04998779296875,417.0,122568
2024-11-28,418.6801452636719,420.29998779296875,424.0,416.1499938964844,419.79998779296875,103807
2024-11-29,415.34307861328125,416.95001220703125,423.8999938964844,414.0,421.0,129444
2024-12-02,415.74151611328125,417.3500061035156,418.70001220703125,411.20001220703125,414.5,196481
2024-12-03,434.1203918457031,435.79998779296875,437.95001220703125,417.3500061035156,417.3500061035156,553455
2024-12-04,430.0860290527344,431.75,438.79998779296875,428.29998779296875,436.0,255443
2024-12-05,424.80645751953125,426.45001220703125,434.0,424.8500061035156,431.75,176590
2024-12-06,434.71807861328125,436.3999938964844,439.0,423.75,426.20001220703125,257040
2024-12-09,434.02081298828125,435.70001220703125,446.3999938964844,433.1000061035156,437.70001220703125,284866
2024-12-10,442.0397644042969,443.75,449.5,430.79998779296875,437.0,487416
2024-12-11,431.77947998046875,433.45001220703125,442.8999938964844,431.1499938964844,437.25,229795
2024-12-12,424.9060363769531,426.54998779296875,435.0,423.1000061035156,435.0,171065
2024-12-13,434.36944580078125,436.04998779296875,439.8999938964844,414.29998779296875,425.0,412291
2024-12-16,432.8752136230469,434.54998779296875,435.5,428.1000061035156,435.0,155653
2024-12-17,433.373291015625,435.04998779296875,436.6499938964844,430.04998779296875,435.5,198404
2024-12-18,440.8443908691406,442.54998779296875,444.5,428.8999938964844,433.0,428106
2024-12-19,427.8446960449219,429.5,439.5,424.6000061035156,439.5,991370
2024-12-20,413.9982604980469,415.6000061035156,430.0,413.95001220703125,428.0,984714
2024-12-23,419.5766906738281,421.20001220703125,425.8500061035156,408.3999938964844,415.6000061035156,337562
2024-12-24,419.97515869140625,421.6000061035156,424.70001220703125,418.0,418.0,80127
2024-12-26,418.2319030761719,419.8500061035156,424.0,415.1499938964844,419.25,72326
2024-12-27,415.59210205078125,417.20001220703125,419.95001220703125,416.0,417.5,83376
2024-12-30,423.1130065917969,424.75,428.0,412.1499938964844,416.1000061035156,248316
2024-12-31,420.8716735839844,422.5,426.1000061035156,418.04998779296875,424.79998779296875,88579
2025-01-01,444.8289794921875,446.54998779296875,450.0,426.5,426.5,1869368
2025-01-02,427.7948913574219,429.45001220703125,445.20001220703125,428.1000061035156,442.1000061035156,634113
2025-01-03,425.4539489746094,427.1000061035156,433.70001220703125,421.5,429.45001220703125,261000
2025-01-06,419.7261047363281,421.3500061035156,425.5,410.79998779296875,422.25,341952
2025-01-07,424.95587158203125,426.6000061035156,429.70001220703125,412.79998779296875,426.0,293241
2025-01-08,416.3392028808594,417.95001220703125,428.70001220703125,416.0,427.45001220703125,117329
2025-01-09,411.8565673828125,413.45001220703125,421.45001220703125,412.04998779296875,419.75,102991
2025-01-10,395.868408203125,397.3999938964844,415.45001220703125,395.29998779296875,413.79998779296875,234712
2025-01-13,398.8568420410156,400.3999938964844,408.0,388.0,397.3999938964844,641659
2025-01-14,390.8378601074219,392.3500061035156,399.8500061035156,384.3999938964844,398.20001220703125,431037
2025-01-15,391.4355773925781,392.95001220703125,397.1499938964844,389.0,397.1499938964844,210493
2025-01-16,390.5888366699219,392.1000061035156,397.79998779296875,390.5,394.8500061035156,250169
2025-01-17,382.6694641113281,384.1499938964844,395.1499938964844,379.75,393.0,386724
2025-01-20,386.3053894042969,387.79998779296875,390.0,379.6499938964844,384.1499938964844,302910
2025-01-21,377.0910339355469,378.54998779296875,387.79998779296875,372.1000061035156,387.54998779296875,500346
2025-01-22,378.58526611328125,380.04998779296875,381.79998779296875,365.5,378.8999938964844,339531
2025-01-23,372.857421875,374.29998779296875,381.6000061035156,370.04998779296875,375.0,221805
2025-01-24,364.1411437988281,365.54998779296875,377.45001220703125,364.04998779296875,375.0,123703
2025-01-27,364.29058837890625,365.70001220703125,366.79998779296875,350.3999938964844,355.0,414744
2025-01-28,352.4364318847656,353.79998779296875,366.29998779296875,344.04998779296875,365.70001220703125,597716
2025-01-29,355.9229431152344,357.29998779296875,363.6000061035156,348.8500061035156,350.1000061035156,267837
2025-01-30,362.94580078125,364.3500061035156,368.79998779296875,356.6499938964844,356.6499938964844,316058
2025-01-31,363.04541015625,364.45001220703125,369.5,357.95001220703125,360.5,333473
2025-02-01,383.9146423339844,385.3999938964844,388.0,362.8999938964844,365.95001220703125,287030
2025-02-03,387.65020751953125,389.1499938964844,390.1000061035156,374.54998779296875,378.04998779296875,339928
2025-02-04,387.50079345703125,389.0,398.0,381.70001220703125,385.75,221533
2025-02-05,395.420166015625,396.95001220703125,402.75,386.79998779296875,400.0,377063
2025-02-06,393.5772705078125,395.1000061035156,396.0,389.04998779296875,390.3500061035156,159955
2025-02-07,391.7344055175781,393.25,398.04998779296875,390.1000061035156,395.1000061035156,223663
2025-02-10,388.3973083496094,389.8999938964844,391.95001220703125,378.20001220703125,391.95001220703125,143073
2025-02-11,372.458984375,373.8999938964844,390.75,366.1000061035156,390.0,276172
2025-02-12,357.46697998046875,358.8500061035156,373.79998779296875,354.0,373.79998779296875,492795
2025-02-13,341.8274841308594,343.1499938964844,368.79998779296875,340.1000061035156,361.3999938964844,689846
2025-02-14,338.83905029296875,340.1499938964844,346.54998779296875,330.0,343.5,326049
2025-02-17,337.5938720703125,338.8999938964844,342.79998779296875,330.79998779296875,340.04998779296875,262649
2025-02-18,332.3143005371094,333.6000061035156,342.20001220703125,326.25,340.0,270885
2025-02-19,332.4637145996094,333.75,345.0,331.0,335.0,357953
2025-02-20,329.37567138671875,330.6499938964844,339.0,327.1499938964844,333.75,637573
2025-02-21,343.3216857910156,344.6499938964844,354.45001220703125,333.1000061035156,333.1000061035156,1068452
2025-02-24,333.1112060546875,334.3999938964844,344.70001220703125,329.29998779296875,340.0,532657
2025-02-25,325.29144287109375,326.54998779296875,336.1000061035156,325.0,333.70001220703125,444363
2025-02-27,316.0273132324219,317.25,324.3999938964844,314.5,319.54998779296875,404486
2025-02-28,308.25738525390625,309.45001220703125,317.45001220703125,304.20001220703125,317.25,489720
2025-03-03,309.8511962890625,311.04998779296875,318.75,301.25,309.45001220703125,339865
2025-03-04,312.092529296875,313.29998779296875,315.29998779296875,300.0,306.70001220703125,636823
2025-03-05,321.356689453125,322.6000061035156,325.3500061035156,310.6000061035156,313.5,444411
2025-03-06,325.98876953125,327.25,330.8500061035156,323.6000061035156,324.0,246406
2025-03-07,329.57489013671875,330.8500061035156,335.5,323.1000061035156,327.25,384250
2025-03-10,330.0729675292969,331.3500061035156,336.5,324.1000061035156,332.70001220703125,351105
2025-03-11,331.1189270019531,332.3999938964844,333.75,321.1499938964844,327.70001220703125,380285
2025-03-12,329.37567138671875,330.6499938964844,335.04998779296875,324.0,333.5,279421
2025-03-13,333.7586975097656,335.04998779296875,336.0,326.6000061035156,332.04998779296875,324768
2025-03-17,333.7586975097656,335.04998779296875,339.95001220703125,331.1000061035156,339.95001220703125,186927
2025-03-18,333.7586975097656,335.04998779296875,335.04998779296875,335.04998779296875,335.04998779296875,0
2025-03-19,348.7507019042969,350.1000061035156,355.3999938964844,345.45001220703125,350.25,302408
2025-03-20,341.9768981933594,343.29998779296875,352.54998779296875,342.0,351.95001220703125,378013
2025-03-21,348.8005065917969,350.1499938964844,351.0,341.3999938964844,344.45001220703125,221515
2025-03-24,355.42486572265625,356.79998779296875,362.3500061035156,350.6499938964844,350.6499938964844,293713
2025-03-25,355.37506103515625,356.75,358.20001220703125,350.1499938964844,357.29998779296875,274255
2025-03-26,351.6395263671875,353.0,357.45001220703125,351.0,356.75,290811
2025-03-27,349.099365234375,350.45001220703125,354.8500061035156,348.0,353.0,150157
2025-03-28,354.1796875,355.54998779296875,360.95001220703125,346.04998779296875,348.5,251317
2025-04-01,348.6510925292969,350.0,355.3999938964844,347.04998779296875,354.3500061035156,267645
2025-04-02,353.3827819824219,354.75,356.95001220703125,345.20001220703125,348.5,146065
2025-04-03,353.880859375,355.25,358.1000061035156,350.25,354.0,127122
2025-04-04,350.8426208496094,352.20001220703125,357.3999938964844,346.6000061035156,357.3999938964844,146398
2025-04-07,346.6090087890625,347.95001220703125,351.79998779296875,330.0,330.0,250315
2025-04-08,358.662353515625,360.04998779296875,364.95001220703125,348.0,349.6000061035156,485696
2025-04-09,356.3712158203125,357.75,362.29998779296875,354.25,360.0,219056
2025-04-11,360.5052185058594,361.8999938964844,365.5,355.95001220703125,365.0,214665
2025-04-15,362.49749755859375,363.8999938964844,364.8500061035156,357.79998779296875,364.3500061035156,323033
2025-04-16,360.0569763183594,361.45001220703125,365.95001220703125,359.1000061035156,365.0,229976
2025-04-17,351.0418395996094,352.3999938964844,362.95001220703125,348.5,362.04998779296875,631149
2025-04-21,352.78509521484375,354.1499938964844,355.3500061035156,347.04998779296875,352.3999938964844,380959
