date_,adj close_castrolind.ns,close_castrolind.ns,high_castrolind.ns,low_castrolind.ns,open_castrolind.ns,volume_castrolind.ns
2024-02-19,193.32888793945312,212.6999969482422,213.8000030517578,206.10000610351562,208.8000030517578,8254641
2024-02-20,188.23892211914062,207.10000610351562,212.4499969482422,206.10000610351562,212.4499969482422,4258958
2024-02-21,183.5579376220703,201.9499969482422,209.89999389648438,200.6999969482422,208.4499969482422,3977613
2024-02-22,186.0574951171875,204.6999969482422,206.1999969482422,199.0,203.0500030517578,4750319
2024-02-23,185.69393920898438,204.3000030517578,205.39999389648438,201.60000610351562,203.89999389648438,3359438
2024-02-26,180.37669372558594,198.4499969482422,204.5,197.75,204.0,2870523
2024-02-27,186.51193237304688,205.1999969482422,208.25,199.25,199.25,6921855
2024-02-28,179.14964294433594,197.10000610351562,208.5,195.0500030517578,206.64999389648438,5015855
2024-02-29,189.42050170898438,208.39999389648438,211.0,194.89999389648438,197.35000610351562,8294116
2024-03-01,194.19239807128906,213.64999389648438,216.8000030517578,209.9499969482422,210.8000030517578,11655383
2024-03-04,192.46542358398438,211.75,215.39999389648438,209.1999969482422,215.3000030517578,4950508
2024-03-05,195.60122680664062,215.1999969482422,219.60000610351562,211.85000610351562,212.0,6598657
2024-03-06,191.0111541748047,210.14999389648438,215.0,207.0,214.89999389648438,4204409
2024-03-07,190.4203338623047,209.5,211.4499969482422,208.14999389648438,210.25,1879889
2024-03-11,183.5579376220703,201.9499969482422,210.1999969482422,201.0,209.5,3482834
2024-03-12,185.42123413085938,204.0,213.89999389648438,201.1999969482422,205.89999389648438,9987949
2024-03-13,174.10508728027344,191.5500030517578,207.60000610351562,189.25,205.0,6531109
2024-03-14,181.51283264160156,199.6999969482422,202.6999969482422,186.0500030517578,191.5,5909761
2024-03-15,179.19509887695312,197.14999389648438,202.6999969482422,193.0500030517578,198.9499969482422,3891138
2024-03-18,182.6035614013672,200.89999389648438,202.1999969482422,197.85000610351562,199.10000610351562,3219055
2024-03-19,178.5133819580078,196.39999389648438,200.89999389648438,195.60000610351562,200.5,2776015
2024-03-20,177.87713623046875,195.6999969482422,198.14999389648438,192.5,197.0,3000847
2024-03-21,180.1564178466797,193.64999389648438,196.0,192.10000610351562,196.0,2739059
2024-03-22,178.15625,191.5,193.5,191.0,193.0,2228299
2024-03-26,173.7372283935547,186.75,191.39999389648438,186.10000610351562,191.39999389648438,2769845
2024-03-27,176.52816772460938,189.75,192.60000610351562,187.0,187.0,3802696
2024-03-28,172.99295043945312,185.9499969482422,191.10000610351562,185.1999969482422,190.25,2970499
2024-04-01,187.36639404296875,201.39999389648438,203.64999389648438,187.0,187.0,7353370
2024-04-02,196.53005981445312,211.25,211.9499969482422,201.0,203.0,10615824
2024-04-03,194.62289428710938,209.1999969482422,214.9499969482422,207.8000030517578,209.9499969482422,5122127
2024-04-04,194.4833526611328,209.0500030517578,212.60000610351562,206.25,210.5,2473877
2024-04-05,194.57638549804688,209.14999389648438,212.85000610351562,206.8000030517578,209.4499969482422,3501076
2024-04-08,193.04135131835938,207.5,211.9499969482422,206.0,210.39999389648438,2274752
2024-04-09,207.83343505859375,223.39999389648438,226.8000030517578,207.5500030517578,208.5500030517578,31474190
2024-04-10,205.08900451660156,220.4499969482422,230.39999389648438,219.0,223.89999389648438,10091680
2024-04-12,207.8799591064453,223.4499969482422,229.25,217.5,219.4499969482422,9096371
2024-04-15,196.1114044189453,210.8000030517578,218.10000610351562,210.0,217.5,6493823
2024-04-16,196.53005981445312,211.25,218.10000610351562,210.8000030517578,211.0,5022275
2024-04-18,193.87863159179688,208.39999389648438,215.6999969482422,206.64999389648438,213.0,3492157
2024-04-19,193.08787536621094,207.5500030517578,211.9499969482422,200.10000610351562,205.0,4393356
2024-04-22,193.6460723876953,208.14999389648438,213.85000610351562,206.89999389648438,209.60000610351562,2627366
2024-04-23,193.83213806152344,208.35000610351562,211.75,207.35000610351562,210.0,2558580
2024-04-24,197.59991455078125,212.39999389648438,216.0,209.4499969482422,210.39999389648438,4081667
2024-04-25,196.6230926513672,211.35000610351562,213.8000030517578,210.0,213.0,2129055
2024-04-26,197.87899780273438,212.6999969482422,215.60000610351562,210.60000610351562,213.60000610351562,2897471
2024-04-29,197.32083129882812,212.10000610351562,215.6999969482422,210.25,214.8000030517578,2298540
2024-04-30,196.20445251464844,210.89999389648438,213.6999969482422,209.39999389648438,213.6999969482422,2149125
2024-05-02,188.01763916015625,202.10000610351562,211.1999969482422,201.5500030517578,208.10000610351562,6076118
2024-05-03,182.7147979736328,196.39999389648438,204.0500030517578,194.60000610351562,204.0,6275448
2024-05-06,186.01744079589844,199.9499969482422,201.0,191.0,198.39999389648438,4327056
2024-05-07,180.0634002685547,193.5500030517578,200.85000610351562,192.5,200.8000030517578,3432644
2024-05-08,181.27281188964844,194.85000610351562,196.5,192.5,193.9499969482422,1668632
2024-05-09,174.29542541503906,187.35000610351562,195.5,186.14999389648438,194.8000030517578,2523744
2024-05-10,178.06320190429688,191.39999389648438,199.89999389648438,188.1999969482422,188.5,10979522
2024-05-13,176.2025604248047,189.39999389648438,192.60000610351562,186.0,191.6999969482422,2994520
2024-05-14,176.43515014648438,189.64999389648438,192.14999389648438,187.6999969482422,191.0,2627299
2024-05-15,175.96998596191406,189.14999389648438,193.85000610351562,188.5500030517578,190.9499969482422,1979587
2024-05-16,177.03985595703125,190.3000030517578,193.8000030517578,189.5,190.9499969482422,1962630
2024-05-17,180.20294189453125,193.6999969482422,195.39999389648438,190.25,191.39999389648438,2328866
2024-05-21,180.2959747314453,193.8000030517578,197.0500030517578,193.0,195.4499969482422,1849805
2024-05-22,179.1796112060547,192.60000610351562,195.1999969482422,191.10000610351562,194.25,1435445
2024-05-23,180.24945068359375,193.75,195.6999969482422,191.8000030517578,193.1999969482422,1918987
2024-05-24,179.59823608398438,193.0500030517578,198.0,191.89999389648438,194.4499969482422,2854183
2024-05-27,176.48165893554688,189.6999969482422,194.0,189.5,193.5,2170344
2024-05-28,174.15585327148438,187.1999969482422,191.64999389648438,186.89999389648438,190.5500030517578,1589723
2024-05-29,174.2489013671875,187.3000030517578,190.35000610351562,186.10000610351562,187.14999389648438,1333060
2024-05-30,174.66754150390625,187.75,189.0,185.4499969482422,187.25,1367208
2024-05-31,181.45887756347656,195.0500030517578,197.0500030517578,187.0,188.1999969482422,4047297
2024-06-03,178.6679229736328,192.0500030517578,200.64999389648438,191.25,200.0,3738087
2024-06-04,168.062255859375,180.64999389648438,193.0,167.0500030517578,192.75,3817455
2024-06-05,173.64418029785156,186.64999389648438,189.0,178.60000610351562,182.0,2016510
2024-06-06,174.94664001464844,188.0500030517578,192.0,187.0500030517578,188.5500030517578,2767627
2024-06-07,181.3658447265625,194.9499969482422,197.3000030517578,188.4499969482422,189.4499969482422,3914877
2024-06-10,187.95249938964844,202.02999877929688,205.49000549316406,195.61000061035156,196.99000549316406,7817870
2024-06-11,186.1104736328125,200.0500030517578,204.3000030517578,199.11000061035156,202.02999877929688,2555176
2024-06-12,190.72483825683594,205.00999450683594,209.16000366210938,201.00999450683594,201.64999389648438,7229667
2024-06-13,188.38975524902344,202.5,207.0,202.0,206.89999389648438,2466847
2024-06-14,189.72010803222656,203.92999267578125,206.64999389648438,202.11000061035156,203.8000030517578,3189203
2024-06-18,188.5851287841797,202.7100067138672,205.88999938964844,202.0,205.5,2481319
2024-06-19,190.59461975097656,204.8699951171875,208.58999633789062,203.00999450683594,203.49000549316406,5634105
2024-06-20,196.0183868408203,210.6999969482422,212.0,205.00999450683594,205.8699951171875,8841830
2024-06-21,195.96255493164062,210.63999938964844,214.3000030517578,208.41000366210938,212.6999969482422,5644052
2024-06-24,197.46966552734375,212.25999450683594,214.60000610351562,207.5,209.61000061035156,5115276
2024-06-25,192.96694946289062,207.4199981689453,214.3000030517578,206.5,213.6999969482422,2521710
2024-06-26,191.15280151367188,205.47000122070312,210.99000549316406,203.69000244140625,207.4499969482422,3014187
2024-06-27,188.29672241210938,202.39999389648438,209.75,201.0,204.6999969482422,3449767
2024-06-28,186.63143920898438,200.61000061035156,207.3699951171875,199.8000030517578,202.64999389648438,3039711
2024-07-01,201.8607940673828,216.97999572753906,218.0,202.00999450683594,202.5,19816582
2024-07-02,199.25588989257812,214.17999267578125,221.10000610351562,211.80999755859375,218.0,9958129
2024-07-03,226.22586059570312,243.1699981689453,252.0,214.6300048828125,216.3000030517578,111269271
2024-07-04,233.7428436279297,251.25,255.4499969482422,241.25,243.0,58488893
2024-07-05,236.31983947753906,254.02000427246094,260.0,247.0399932861328,250.0,33053968
2024-07-08,234.2545166015625,251.8000030517578,258.0,249.4600067138672,254.02000427246094,8528643
2024-07-09,232.9520721435547,250.39999389648438,260.20001220703125,248.0500030517578,253.5,11414474
2024-07-10,234.07777404785156,251.61000061035156,255.89999389648438,239.5,251.8000030517578,12478875
2024-07-11,232.23573303222656,249.6300048828125,257.79998779296875,248.1999969482422,253.0,10909258
2024-07-12,234.0498504638672,251.5800018310547,256.8999938964844,249.35000610351562,250.85000610351562,7780198
2024-07-15,248.69309997558594,267.32000732421875,269.95001220703125,249.33999633789062,252.97000122070312,24782327
2024-07-16,251.7538299560547,270.6099853515625,277.69000244140625,266.510009765625,271.0,21064502
2024-07-18,242.64602661132812,260.82000732421875,270.79998779296875,259.2200012207031,270.0,9879482
2024-07-19,229.73316955566406,246.94000244140625,259.79998779296875,245.39999389648438,259.79998779296875,8389677
2024-07-22,232.7846221923828,250.22000122070312,254.24000549316406,241.4199981689453,244.88999938964844,5891371
2024-07-23,229.4168701171875,246.60000610351562,252.25,231.61000061035156,251.8000030517578,5840912
2024-07-24,251.697998046875,270.54998779296875,274.79998779296875,245.27000427246094,246.58999633789062,28575793
2024-07-25,252.0608367919922,270.94000244140625,276.5,265.3800048828125,267.0,15764572
2024-07-26,247.474365234375,266.010009765625,278.8500061035156,264.54998779296875,272.5,7873436
2024-07-29,249.60479736328125,268.29998779296875,272.0,265.4100036621094,268.25,8663689
2024-07-30,252.29344177246094,271.19000244140625,279.79998779296875,266.510009765625,269.0,12742347
2024-07-31,243.87403869628906,262.1400146484375,270.0,261.0,270.0,7506607
2024-08-01,237.8827667236328,255.6999969482422,266.70001220703125,255.0,263.1000061035156,4433011
2024-08-02,241.97618103027344,260.1000061035156,266.8500061035156,250.1999969482422,250.1999969482422,10874067
2024-08-05,229.88201904296875,247.10000610351562,256.8999938964844,244.89999389648438,252.35000610351562,7783133
2024-08-06,224.99786376953125,241.85000610351562,256.95001220703125,240.0,250.75,6972431
2024-08-07,241.51751708984375,255.85000610351562,258.5,245.9499969482422,246.0,10279918
2024-08-08,241.23431396484375,255.5500030517578,259.5,251.39999389648438,254.8000030517578,6078049
2024-08-09,241.8950958251953,256.25,262.8500061035156,255.5500030517578,258.0,4229738
2024-08-12,240.8095245361328,255.10000610351562,263.0,253.0,255.10000610351562,4997906
2024-08-13,236.27841186523438,250.3000030517578,258.3999938964844,249.0500030517578,256.8500061035156,2685964
2024-08-14,231.70010375976562,245.4499969482422,252.5,244.0,250.9499969482422,2831378
2024-08-16,238.1663818359375,252.3000030517578,253.60000610351562,247.3000030517578,248.0,4276339
2024-08-19,239.2047576904297,253.39999389648438,256.70001220703125,252.10000610351562,252.6999969482422,2731528
2024-08-20,236.656005859375,250.6999969482422,256.0,249.85000610351562,254.0,2183472
2024-08-21,253.4588623046875,268.5,274.3999938964844,250.75,250.75,31273856
2024-08-22,255.67723083496094,270.8500061035156,275.3500061035156,266.29998779296875,269.0,8979363
2024-08-23,251.382080078125,266.29998779296875,276.0,265.54998779296875,271.29998779296875,5324870
2024-08-26,248.64456176757812,263.3999938964844,268.25,262.25,267.6000061035156,2968353
2024-08-27,259.453125,274.8500061035156,284.3999938964844,263.04998779296875,263.3999938964844,36546855
2024-08-28,258.8867492675781,274.25,281.8500061035156,271.5,276.5,11116922
2024-08-29,251.2877197265625,266.20001220703125,274.20001220703125,265.3500061035156,274.0,5201565
2024-08-30,249.9189453125,264.75,268.5,262.5,267.5,5114577
2024-09-02,248.03099060058594,262.75,265.5,260.54998779296875,265.29998779296875,3910841
2024-09-03,253.4588623046875,268.5,274.5,262.95001220703125,262.95001220703125,12445079
2024-09-04,256.7156066894531,271.95001220703125,278.79998779296875,265.45001220703125,267.0,15590515
2024-09-05,252.75088500976562,267.75,276.29998779296875,266.1000061035156,273.29998779296875,4950588
2024-09-06,249.21096801757812,264.0,276.79998779296875,262.95001220703125,269.0,5561011
2024-09-09,241.84791564941406,256.20001220703125,265.0,251.0,264.70001220703125,5097619
2024-09-10,245.3406219482422,259.8999938964844,266.6499938964844,257.3999938964844,259.20001220703125,5343526
2024-09-11,241.61190795898438,255.9499969482422,262.5,253.9499969482422,260.75,2759029
2024-09-12,245.90701293945312,260.5,263.45001220703125,256.70001220703125,258.75,4147117
2024-09-13,244.44386291503906,258.95001220703125,262.5,258.0,262.0,2226476
2024-09-16,243.02789306640625,257.45001220703125,260.75,255.5,260.0,1973359
2024-09-17,240.3847198486328,254.64999389648438,259.8500061035156,252.8000030517578,256.45001220703125,2512508
2024-09-18,237.9775848388672,252.10000610351562,256.70001220703125,251.5,254.0,1794350
2024-09-19,233.0216827392578,246.85000610351562,256.3500061035156,242.60000610351562,254.0,4026963
2024-09-20,236.04241943359375,250.0500030517578,254.0,248.10000610351562,248.89999389648438,3168566
2024-09-23,237.9303741455078,252.0500030517578,254.60000610351562,250.0500030517578,252.0,2019395
2024-09-24,235.94801330566406,249.9499969482422,256.79998779296875,249.10000610351562,251.9499969482422,3133536
2024-09-25,233.21047973632812,247.0500030517578,251.85000610351562,246.0,248.6999969482422,1744279
2024-09-26,231.322509765625,245.0500030517578,251.8000030517578,243.5500030517578,247.0,2901510
2024-09-27,230.5673370361328,244.25,250.8000030517578,243.5,245.3000030517578,2615274
2024-09-30,232.03050231933594,245.8000030517578,246.4499969482422,241.35000610351562,242.75,2070271
2024-10-01,230.86940002441406,244.57000732421875,247.47999572753906,243.49000549316406,246.0,1416524
2024-10-03,222.57179260253906,235.77999877929688,243.8699951171875,233.41000366210938,241.6699981689453,3837420
2024-10-04,215.6713104248047,228.47000122070312,238.10000610351562,227.57000732421875,235.10000610351562,5309170
2024-10-07,208.41209411621094,220.77999877929688,232.47000122070312,219.50999450683594,230.39999389648438,3360226
2024-10-08,211.31011962890625,223.85000610351562,226.1999969482422,218.3699951171875,220.74000549316406,7153258
2024-10-09,217.3138427734375,230.2100067138672,232.1999969482422,226.49000549316406,227.39999389648438,3198838
2024-10-10,215.33148193359375,228.11000061035156,232.58999633789062,226.5,231.75,2163826
2024-10-11,215.05772399902344,227.82000732421875,231.39999389648438,225.25,228.0500030517578,2092533
2024-10-14,214.6329345703125,227.3699951171875,232.5800018310547,226.75,228.38999938964844,2404882
2024-10-15,217.1627960205078,230.0500030517578,230.8800048828125,227.52000427246094,229.0,1290775
2024-10-16,211.177978515625,223.7100067138672,229.7899932861328,222.25999450683594,229.0,6269207
2024-10-17,208.4593048095703,220.8300018310547,225.75,219.9499969482422,224.8800048828125,1790643
2024-10-18,209.78085327148438,222.22999572753906,223.75,216.25999450683594,220.0,2168930
2024-10-21,204.83441162109375,216.99000549316406,223.67999267578125,216.0,223.67999267578125,1982519
2024-10-22,195.0830841064453,206.66000366210938,217.5399932861328,205.5500030517578,216.9600067138672,3196745
2024-10-23,199.41595458984375,211.25,213.7899932861328,202.0,205.0,2975045
2024-10-24,195.82882690429688,207.4499969482422,212.47000122070312,205.85000610351562,212.47000122070312,1889574
2024-10-25,193.07240295410156,204.52999877929688,209.0,202.0500030517578,207.0,2864924
2024-10-28,195.22467041015625,206.80999755859375,210.0800018310547,200.4499969482422,206.5,2351996
2024-10-29,197.77342224121094,209.50999450683594,212.0,205.39999389648438,207.22999572753906,2489588
2024-10-30,201.70982360839844,213.67999267578125,215.0,208.82000732421875,211.0,2353160
2024-10-31,198.53805541992188,210.32000732421875,212.67999267578125,208.6999969482422,211.0,2058316
2024-11-01,202.18182373046875,214.17999267578125,215.2899932861328,212.0,212.0,498580
2024-11-04,195.06419372558594,206.63999938964844,215.97000122070312,206.14999389648438,215.86000061035156,2206672
2024-11-05,194.9603729248047,206.52999877929688,207.8000030517578,201.39999389648438,204.4600067138672,3510652
2024-11-06,205.48574829101562,217.67999267578125,218.39999389648438,207.4199981689453,207.97000122070312,3739743
2024-11-07,199.31211853027344,211.13999938964844,219.4499969482422,210.25,218.49000549316406,3322235
2024-11-08,195.22467041015625,206.80999755859375,212.25,205.75,211.9499969482422,1958614
2024-11-11,193.16680908203125,204.6300048828125,208.66000366210938,203.3000030517578,206.02000427246094,1638494
2024-11-12,188.65457153320312,199.85000610351562,205.88999938964844,198.6300048828125,205.1999969482422,2111211
2024-11-13,179.6206817626953,190.27999877929688,199.44000244140625,189.60000610351562,197.00999450683594,3191152
2024-11-14,179.743408203125,190.41000366210938,195.88999938964844,188.92999267578125,191.14999389648438,3337322
2024-11-18,178.91268920898438,189.52999877929688,193.33999633789062,187.25999450683594,191.4600067138672,2518456
2024-11-19,179.4790802001953,190.1300048828125,194.25999450683594,188.97000122070312,191.4499969482422,1841083
2024-11-21,175.8070068359375,186.24000549316406,190.74000549316406,185.07000732421875,190.1300048828125,2077432
2024-11-22,187.55010986328125,198.67999267578125,200.8000030517578,187.0,188.22000122070312,12043485
2024-11-25,182.28269958496094,193.10000610351562,204.00999450683594,192.00999450683594,201.89999389648438,4245312
2024-11-26,185.8603973388672,196.88999938964844,198.39999389648438,193.80999755859375,194.89999389648438,2221968
2024-11-27,187.3707733154297,198.49000549316406,199.0,195.6699981689453,197.5,1641177
2024-11-28,187.53125,198.66000366210938,204.0,197.60000610351562,199.89999389648438,2181430
2024-11-29,189.4852752685547,200.72999572753906,202.22999572753906,196.8000030517578,199.8000030517578,1844038
2024-12-02,203.19187927246094,215.25,217.0,199.1999969482422,199.97000122070312,19439025
2024-12-03,200.41656494140625,212.30999755859375,218.1999969482422,210.60000610351562,215.89999389648438,7580891
2024-12-04,195.92323303222656,207.5500030517578,212.69000244140625,206.8000030517578,212.5,5651286
2024-12-05,207.36427307128906,219.6699981689453,221.6999969482422,208.3800048828125,208.6999969482422,22643514
2024-12-06,209.9130096435547,222.3699951171875,223.6999969482422,216.6999969482422,218.89999389648438,6463426
2024-12-09,210.300048828125,222.77999877929688,224.89999389648438,220.1999969482422,222.60000610351562,3905028
2024-12-10,205.079833984375,217.25,223.60000610351562,216.10000610351562,223.60000610351562,3016929
2024-12-11,202.50277709960938,214.52000427246094,219.0,214.00999450683594,217.25,3007289
2024-12-12,197.88671875,209.6300048828125,215.00999450683594,208.86000061035156,215.0,2251257
2024-12-13,199.16107177734375,210.97999572753906,213.3800048828125,205.5500030517578,208.99000549316406,3897730
2024-12-16,196.76336669921875,208.44000244140625,212.99000549316406,208.0,211.16000366210938,1757899
2024-12-17,195.20579528808594,206.7899932861328,210.27000427246094,206.1699981689453,208.99000549316406,1804304
2024-12-18,190.69357299804688,202.00999450683594,206.7899932861328,201.5,206.5,2125891
2024-12-19,191.74139404296875,203.1199951171875,205.6999969482422,197.8000030517578,198.0,2722263
2024-12-20,189.40032958984375,200.63999938964844,204.99000549316406,199.0,204.0,2456339
2024-12-23,185.12408447265625,196.11000061035156,202.86000061035156,194.85000610351562,202.0,2103064
2024-12-24,187.1819610595703,198.2899932861328,202.3800048828125,197.00999450683594,197.88999938964844,1908859
2024-12-26,185.7565460205078,196.77999877929688,199.60000610351562,196.1999969482422,199.60000610351562,936739
2024-12-27,184.68040466308594,195.63999938964844,199.6999969482422,194.80999755859375,198.0,1232841
2024-12-30,181.9900665283203,192.7899932861328,197.69000244140625,190.14999389648438,195.9600067138672,1636235
2024-12-31,186.36070251464844,197.4199981689453,198.4499969482422,191.14999389648438,191.99000549316406,1811039
2025-01-01,192.30776977539062,203.72000122070312,206.77000427246094,196.8699951171875,198.75,6197651
2025-01-02,191.86412048339844,203.25,204.63999938964844,200.27999877929688,204.5,1421923
2025-01-03,190.83517456054688,202.16000366210938,205.39999389648438,201.3000030517578,203.3000030517578,2614425
2025-01-06,183.9818572998047,194.89999389648438,202.8000030517578,193.47000122070312,202.0,2969943
2025-01-07,184.85977172851562,195.8300018310547,196.85000610351562,194.17999267578125,195.0,1491021
2025-01-08,189.7684783935547,201.02999877929688,204.5,196.5800018310547,198.10000610351562,7076250
2025-01-09,187.22915649414062,198.33999633789062,202.9499969482422,197.25,200.9499969482422,1804622
2025-01-10,179.5923614501953,190.25,198.5,188.1999969482422,198.5,2621364
2025-01-13,169.63336181640625,179.6999969482422,187.08999633789062,178.0500030517578,185.0,3171386
2025-01-14,172.53138732910156,182.77000427246094,184.80999755859375,179.16000366210938,179.16000366210938,2028486
2025-01-15,172.47476196289062,182.7100067138672,185.10000610351562,180.11000061035156,184.0,1611879
2025-01-16,173.68304443359375,183.99000549316406,186.50999450683594,183.61000061035156,184.0800018310547,1750818
2025-01-17,174.51373291015625,184.8699951171875,188.0500030517578,182.60000610351562,183.89999389648438,2034064
2025-01-20,175.7692413330078,186.1999969482422,187.38999938964844,184.14999389648438,186.5,1793910
2025-01-21,172.39923095703125,182.6300048828125,189.97999572753906,182.0,186.5,1928557
2025-01-22,168.4344940185547,178.42999267578125,183.8300018310547,175.6999969482422,183.19000244140625,1901642
2025-01-23,169.1991424560547,179.24000549316406,182.49000549316406,178.0500030517578,179.3800048828125,1501691
2025-01-24,165.0928192138672,174.88999938964844,182.10000610351562,174.0,180.0,1603263
2025-01-27,160.04251098632812,169.5399932861328,174.0,167.10000610351562,174.0,2707018
2025-01-28,159.8253936767578,169.30999755859375,172.58999633789062,162.60000610351562,172.0,3056887
2025-01-29,165.65921020507812,175.49000549316406,176.25,170.0,170.89999389648438,1712653
2025-01-30,165.1305694580078,174.92999267578125,177.8000030517578,174.0800018310547,175.9199981689453,1256544
2025-01-31,167.44334411621094,177.3800048828125,179.25,174.35000610351562,175.39999389648438,2593673
2025-02-01,167.6793212890625,177.6300048828125,182.1699981689453,169.57000732421875,175.99000549316406,1677748
2025-02-03,166.5843048095703,176.47000122070312,179.1999969482422,172.72999572753906,177.0,1935454
2025-02-04,177.36456298828125,187.88999938964844,193.69000244140625,183.75,189.1999969482422,24281393
2025-02-05,183.1700439453125,194.0399932861328,200.99000549316406,187.39999389648438,187.85000610351562,18059415
2025-02-06,198.33038330078125,210.10000610351562,215.0,193.9499969482422,195.6999969482422,41149277
2025-02-07,198.0471954345703,209.8000030517578,213.75,206.25,211.60000610351562,17731571
2025-02-10,198.6702117919922,210.4600067138672,215.5,206.9199981689453,208.72999572753906,17945555
2025-02-11,195.80995178222656,207.42999267578125,213.74000549316406,206.10000610351562,210.5,8737980
2025-02-12,195.53619384765625,207.13999938964844,211.0,203.85000610351562,208.5,9610000
2025-02-13,195.234130859375,206.82000732421875,213.42999267578125,206.05999755859375,208.8000030517578,11161485
2025-02-14,185.58663940429688,196.60000610351562,208.6999969482422,194.6999969482422,208.39999389648438,5229498
2025-02-17,196.46128845214844,208.1199951171875,209.5,194.0,195.08999633789062,9074421
2025-02-18,195.92323303222656,207.5500030517578,209.3800048828125,205.0,208.1199951171875,4846491
2025-02-19,196.0459442138672,207.67999267578125,211.75,205.50999450683594,206.8000030517578,4088339
2025-02-20,201.97415161132812,213.9600067138672,215.99000549316406,206.91000366210938,207.2100067138672,8971646
2025-02-21,203.35235595703125,215.4199981689453,218.38999938964844,212.60000610351562,213.89999389648438,6079188
2025-02-24,202.45558166503906,214.47000122070312,215.27000427246094,210.89999389648438,213.9499969482422,2951632
2025-02-25,205.14593505859375,217.32000732421875,218.5800018310547,214.5500030517578,215.0,4201668
2025-02-27,206.23150634765625,218.47000122070312,221.89999389648438,216.80999755859375,220.0,5889216
2025-02-28,200.71865844726562,212.6300048828125,218.8800048828125,210.61000061035156,218.0,7794409
2025-03-03,205.164794921875,217.33999633789062,219.0,211.00999450683594,213.5,5459323
2025-03-04,209.60150146484375,222.0399932861328,224.10000610351562,214.10000610351562,216.0,8329827
2025-03-05,209.87527465820312,222.3300018310547,224.0399932861328,220.72000122070312,222.02999877929688,4543643
2025-03-06,232.1060333251953,245.8800048828125,251.9499969482422,228.3300018310547,232.0,73958588
2025-03-07,227.1878662109375,240.6699981689453,247.5800018310547,238.60000610351562,245.0,12884050
2025-03-10,221.65614318847656,234.80999755859375,242.64999389648438,227.25999450683594,239.97000122070312,10701261
2025-03-11,227.84866333007812,241.3699951171875,242.85000610351562,230.0,231.0,11450565
2025-03-12,226.47988891601562,239.9199981689453,244.14999389648438,236.1699981689453,243.97999572753906,7181341
2025-03-13,218.13510131835938,231.0800018310547,241.64999389648438,229.0500030517578,241.0,8016854
2025-03-17,222.79837036132812,236.02000427246094,237.0,229.1999969482422,233.89999389648438,6810528
2025-03-18,232.1422882080078,236.02000427246094,236.02000427246094,236.02000427246094,236.02000427246094,0
2025-03-19,215.18553161621094,218.77999877929688,224.1699981689453,218.0,222.17999267578125,6622485
2025-03-20,212.8347930908203,216.38999938964844,224.1999969482422,215.10000610351562,220.0,7033802
2025-03-21,213.8970489501953,217.47000122070312,219.89999389648438,215.39999389648438,217.0,4533876
2025-03-24,215.68714904785156,219.2899932861328,221.8000030517578,217.80999755859375,218.0,3668627
2025-03-25,205.06459045410156,208.49000549316406,220.69000244140625,207.4499969482422,220.39999389648438,5807126
2025-03-26,202.30075073242188,205.67999267578125,210.19000244140625,204.8300018310547,210.0,3227539
2025-03-27,205.53671264648438,208.97000122070312,210.05999755859375,204.89999389648438,205.5,4774883
2025-03-28,199.62545776367188,202.9600067138672,212.6999969482422,200.1999969482422,210.83999633789062,3506121
