date_,adj close_fsl.ns,close_fsl.ns,high_fsl.ns,low_fsl.ns,open_fsl.ns,volume_fsl.ns
2024-02-19,196.02586364746094,198.1999969482422,202.35000610351562,197.0,200.4499969482422,1300819
2024-02-20,201.21827697753906,203.4499969482422,207.89999389648438,198.5500030517578,199.39999389648438,3365046
2024-02-21,196.52037048339844,198.6999969482422,205.0,196.25,204.60000610351562,1545186
2024-02-22,198.35008239746094,200.5500030517578,206.89999389648438,198.89999389648438,200.0,3015644
2024-02-23,199.33912658691406,201.5500030517578,205.5500030517578,199.5,201.0,2060012
2024-02-26,203.1963348388672,205.4499969482422,208.5,202.0,202.5500030517578,2295126
2024-02-27,204.6798858642578,206.9499969482422,209.39999389648438,204.1999969482422,205.5,1776909
2024-02-28,202.80072021484375,205.0500030517578,209.1999969482422,201.8000030517578,208.35000610351562,2678081
2024-02-29,203.44358825683594,205.6999969482422,206.85000610351562,200.6999969482422,204.5500030517578,2243266
2024-03-01,203.09744262695312,205.35000610351562,208.1999969482422,204.5500030517578,207.0,1316418
2024-03-04,203.59194946289062,205.85000610351562,206.89999389648438,200.39999389648438,203.5,1740755
2024-03-05,200.03143310546875,202.25,206.8000030517578,201.5500030517578,206.0,635122
2024-03-06,193.94891357421875,196.10000610351562,201.25,192.39999389648438,200.8000030517578,2373492
2024-03-07,195.72915649414062,197.89999389648438,199.60000610351562,195.60000610351562,198.10000610351562,1067902
2024-03-11,191.32797241210938,193.4499969482422,197.0,191.0,197.0,1198227
2024-03-12,187.42129516601562,189.5,197.1999969482422,187.5500030517578,193.4499969482422,1512968
2024-03-13,180.0530242919922,182.0500030517578,192.5,178.39999389648438,190.75,2871244
2024-03-14,192.1191864013672,194.25,195.75,179.8000030517578,182.60000610351562,1807786
2024-03-15,192.1686553955078,194.3000030517578,195.5,188.85000610351562,192.0,1684759
2024-03-18,188.11361694335938,190.1999969482422,194.25,187.25,194.25,1585669
2024-03-19,183.4157257080078,185.4499969482422,189.9499969482422,183.5500030517578,189.85000610351562,1193050
2024-03-20,184.89926147460938,186.9499969482422,187.9499969482422,179.39999389648438,186.0,1249238
2024-03-21,189.152099609375,191.25,192.75,187.4499969482422,189.0,1096091
2024-03-22,190.3389434814453,192.4499969482422,194.0,182.5500030517578,188.0,1164446
2024-03-26,192.81150817871094,194.9499969482422,196.25,188.0500030517578,190.5,1056560
2024-03-27,195.8775177001953,198.0500030517578,198.9499969482422,193.5,197.0,1726889
2024-03-28,195.4818878173828,197.64999389648438,200.6999969482422,196.6999969482422,199.64999389648438,913903
2024-04-01,197.9544677734375,200.14999389648438,201.5,197.0500030517578,197.64999389648438,1005499
2024-04-02,198.39955139160156,200.60000610351562,202.6999969482422,198.5500030517578,201.0,953729
2024-04-03,199.83363342285156,202.0500030517578,204.39999389648438,199.0500030517578,200.0,1644349
2024-04-04,201.06993103027344,203.3000030517578,204.85000610351562,201.89999389648438,202.5500030517578,1036901
2024-04-05,200.0808868408203,202.3000030517578,203.0,199.5,200.5,942077
2024-04-08,196.76763916015625,198.9499969482422,203.6999969482422,197.14999389648438,202.0,1462873
2024-04-09,202.30621337890625,204.5500030517578,208.1999969482422,199.0,200.75,2858421
2024-04-10,202.2567596435547,204.5,208.4499969482422,203.8000030517578,205.89999389648438,1288174
2024-04-12,201.26773071289062,203.5,206.9499969482422,201.8000030517578,204.5,1181423
2024-04-15,199.88308715820312,202.10000610351562,203.0,193.0,197.0,1578200
2024-04-16,197.06434631347656,199.25,204.3000030517578,198.5500030517578,199.75,1066379
2024-04-18,195.67970275878906,197.85000610351562,200.9499969482422,196.5,199.25,1371493
2024-04-19,194.9873809814453,197.14999389648438,199.6999969482422,193.39999389648438,195.0,833281
2024-04-22,197.70721435546875,199.89999389648438,202.75,197.0500030517578,198.89999389648438,1486612
2024-04-23,201.26773071289062,203.5,204.25,200.6999969482422,202.0,831715
2024-04-24,198.94349670410156,201.14999389648438,205.39999389648438,200.10000610351562,203.5,626376
2024-04-25,213.28443908691406,215.64999389648438,221.0,200.0,201.0,9058887
2024-04-26,215.41087341308594,217.8000030517578,228.89999389648438,215.64999389648438,215.64999389648438,13995517
2024-04-29,215.41087341308594,217.8000030517578,222.35000610351562,215.0,219.0,2318900
2024-04-30,209.13052368164062,211.4499969482422,224.0,210.0,218.10000610351562,4469060
2024-05-02,207.99313354492188,210.3000030517578,212.8000030517578,210.0,212.64999389648438,1204487
2024-05-03,205.71836853027344,208.0,213.89999389648438,204.6999969482422,211.5500030517578,3827533
2024-05-06,195.38299560546875,197.5500030517578,209.14999389648438,195.75,208.0,2196798
2024-05-07,188.80593872070312,190.89999389648438,199.3000030517578,187.60000610351562,199.0,1837720
2024-05-08,189.4488067626953,191.5500030517578,194.4499969482422,187.75,191.3000030517578,1742241
2024-05-09,183.4157257080078,185.4499969482422,192.0500030517578,183.0,190.6999969482422,1731518
2024-05-10,183.81134033203125,185.85000610351562,187.1999969482422,181.75,185.5500030517578,1198645
2024-05-13,182.0310821533203,184.0500030517578,185.6999969482422,180.10000610351562,184.5500030517578,1064705
2024-05-14,188.70704650878906,190.8000030517578,191.9499969482422,185.0,185.5500030517578,1155054
2024-05-15,192.46536254882812,194.60000610351562,195.60000610351562,191.1999969482422,191.9499969482422,1098402
2024-05-16,197.06434631347656,199.25,201.39999389648438,196.3000030517578,196.3000030517578,1844351
2024-05-17,196.22366333007812,198.39999389648438,202.39999389648438,197.10000610351562,201.25,1052265
2024-05-21,194.3939666748047,196.5500030517578,201.10000610351562,195.9499969482422,196.64999389648438,1242334
2024-05-22,197.2126922607422,199.39999389648438,200.0,194.14999389648438,197.6999969482422,1163944
2024-05-23,194.690673828125,196.85000610351562,201.10000610351562,195.75,200.0,902695
2024-05-24,193.1082305908203,195.25,198.3000030517578,194.5,196.8000030517578,893413
2024-05-27,192.1686553955078,194.3000030517578,196.75,193.64999389648438,195.3000030517578,868448
2024-05-28,191.1796112060547,193.3000030517578,196.5500030517578,192.5500030517578,195.0,693578
2024-05-29,191.2785186767578,193.39999389648438,194.64999389648438,191.8000030517578,191.8000030517578,645903
2024-05-30,186.13555908203125,188.1999969482422,193.39999389648438,187.5,192.5,750796
2024-05-31,181.289306640625,183.3000030517578,189.3000030517578,182.60000610351562,188.1999969482422,2070903
2024-06-03,189.49827575683594,191.60000610351562,194.3000030517578,187.35000610351562,188.5,1654781
2024-06-04,179.9046630859375,181.89999389648438,192.0,176.25,192.0,2733108
2024-06-05,183.06956481933594,185.10000610351562,188.0,177.0500030517578,184.75,1079435
2024-06-06,187.37184143066406,189.4499969482422,193.0,187.3000030517578,187.3000030517578,794921
2024-06-07,194.78956604003906,196.9499969482422,204.60000610351562,191.14999389648438,191.14999389648438,7099748
2024-06-10,195.7884979248047,197.9600067138672,200.38999938964844,196.0,197.0500030517578,1389514
2024-06-11,194.75001525878906,196.91000366210938,200.38999938964844,196.1999969482422,198.39999389648438,1162257
2024-06-12,197.4896240234375,199.67999267578125,200.89999389648438,197.5,197.5,2103607
2024-06-13,202.02928161621094,204.27000427246094,207.49000549316406,201.55999755859375,202.14999389648438,5581718
2024-06-14,201.1787109375,203.41000366210938,207.39999389648438,202.38999938964844,205.47999572753906,1315882
2024-06-18,197.83578491210938,200.02999877929688,203.61000061035156,197.22999572753906,203.0,2287985
2024-06-19,196.3720245361328,198.5500030517578,201.6300048828125,197.14999389648438,201.6300048828125,1124250
2024-06-20,199.6259307861328,201.83999633789062,203.9499969482422,198.14999389648438,200.0,1325059
2024-06-21,203.61172485351562,205.8699951171875,212.39999389648438,204.0,204.0,6171658
2024-06-24,211.6129913330078,213.9600067138672,215.0,202.19000244140625,205.89999389648438,5919066
2024-06-25,210.2382354736328,212.57000732421875,217.22999572753906,211.07000732421875,216.0,3260962
2024-06-26,206.68760681152344,208.97999572753906,214.0,207.9499969482422,212.64999389648438,1309277
2024-06-27,208.8437042236328,211.16000366210938,212.8800048828125,204.41000366210938,210.0,3051144
2024-06-28,207.65687561035156,209.9600067138672,215.27999877929688,207.80999755859375,213.10000610351562,1974115
2024-07-01,211.5932159423828,213.94000244140625,216.0,208.4499969482422,211.5,2914827
2024-07-02,223.91651916503906,226.39999389648438,228.8000030517578,214.67999267578125,216.6999969482422,16538957
2024-07-03,221.7010955810547,224.16000366210938,229.47999572753906,223.0500030517578,227.75,4027880
2024-07-04,230.05841064453125,232.61000061035156,235.0,224.75999450683594,225.9499969482422,10384463
2024-07-05,233.12440490722656,235.7100067138672,249.08999633789062,233.11000061035156,234.10000610351562,12769680
2024-07-08,247.37632751464844,250.1199951171875,254.64999389648438,239.1300048828125,239.1300048828125,11218038
2024-07-09,246.04115295410156,248.77000427246094,258.95001220703125,245.6699981689453,252.10000610351562,6776938
2024-07-10,237.15963745117188,239.7899932861328,248.4499969482422,236.3000030517578,247.0,4050981
2024-07-11,237.5453643798828,240.17999267578125,243.0,237.82000732421875,240.0,1689077
2024-07-12,246.6938934326172,249.42999267578125,255.5,242.60000610351562,242.60000610351562,9117863
2024-07-15,250.2049560546875,252.97999572753906,255.0,242.75999450683594,250.80999755859375,2601155
2024-07-16,251.22366333007812,254.00999450683594,256.5,247.0,252.8000030517578,3210967
2024-07-18,242.4707489013672,245.16000366210938,258.0,244.0,250.0,3355053
2024-07-19,242.0059051513672,244.69000244140625,258.5899963378906,241.60000610351562,248.0,8460052
2024-07-22,241.88722229003906,244.57000732421875,249.38999938964844,240.80999755859375,244.5,2066923
2024-07-23,237.76295471191406,240.39999389648438,247.02000427246094,226.6199951171875,247.02000427246094,2472109
2024-07-24,245.2400360107422,247.9600067138672,249.5,239.35000610351562,239.89999389648438,2225829
2024-07-25,244.66639709472656,247.3800048828125,248.47000122070312,243.02000427246094,245.0,915438
2024-07-26,253.4588623046875,256.2699890136719,262.79998779296875,246.0500030517578,249.35000610351562,7083391
2024-07-29,264.25909423828125,267.19000244140625,269.25,257.20001220703125,258.6000061035156,5842301
2024-07-30,268.3042297363281,271.2799987792969,278.94000244140625,264.6099853515625,267.6000061035156,10929219
2024-07-31,270.4405212402344,273.44000244140625,275.75,269.3500061035156,275.0,3279980
2024-08-01,297.6982116699219,301.0,309.29998779296875,273.3999938964844,275.0,60241210
2024-08-02,294.0882568359375,297.3500061035156,300.6000061035156,291.1000061035156,296.0,7585463
2024-08-05,272.5273742675781,275.54998779296875,290.8999938964844,272.25,283.0,6922982
2024-08-06,286.91778564453125,290.1000061035156,317.8999938964844,281.0,281.0,49846364
2024-08-07,285.58258056640625,288.75,302.79998779296875,284.3500061035156,296.0,9989363
2024-08-08,280.1923522949219,283.29998779296875,295.54998779296875,282.20001220703125,288.79998779296875,4674985
2024-08-09,281.2308654785156,284.3500061035156,289.6499938964844,282.3999938964844,285.79998779296875,2748009
2024-08-12,282.5660400390625,285.70001220703125,287.3999938964844,280.04998779296875,282.8500061035156,2586221
2024-08-13,273.96148681640625,277.0,292.95001220703125,275.1000061035156,284.1000061035156,3511245
2024-08-14,287.2144775390625,290.3999938964844,293.0,276.0,276.6499938964844,7122393
2024-08-16,304.3247375488281,307.70001220703125,325.0,296.25,298.0,38575796
2024-08-19,333.64947509765625,337.3500061035156,343.8999938964844,305.54998779296875,310.5,36747256
2024-08-20,317.5777282714844,321.1000061035156,343.70001220703125,319.1000061035156,340.0,14747418
2024-08-21,323.56134033203125,327.1499938964844,329.70001220703125,317.1499938964844,322.1499938964844,7259868
2024-08-22,314.4622802734375,317.95001220703125,329.8999938964844,315.29998779296875,328.95001220703125,4263591
2024-08-23,319.80303955078125,323.3500061035156,331.0,308.1000061035156,317.95001220703125,11079086
2024-08-26,311.8413391113281,315.29998779296875,324.6499938964844,313.3500061035156,324.3999938964844,4686613
2024-08-27,305.21484375,308.6000061035156,318.25,307.25,315.8500061035156,4889548
2024-08-28,302.59393310546875,305.95001220703125,313.70001220703125,305.0,310.0,4657442
2024-08-29,305.46209716796875,308.8500061035156,319.8999938964844,306.1000061035156,307.04998779296875,7855487
2024-08-30,299.92352294921875,303.25,316.5,301.1000061035156,311.75,5133515
2024-09-02,311.5940856933594,315.04998779296875,322.75,300.6000061035156,304.6499938964844,20133902
2024-09-03,308.72589111328125,312.1499938964844,320.8999938964844,310.04998779296875,316.29998779296875,4950500
2024-09-04,309.61602783203125,313.04998779296875,321.0,305.79998779296875,308.0,4675386
2024-09-05,316.14361572265625,319.6499938964844,325.5,313.95001220703125,313.95001220703125,7401803
2024-09-06,312.0391540527344,315.5,324.0,313.1499938964844,320.0,3855504
2024-09-09,307.39068603515625,310.79998779296875,318.70001220703125,307.8500061035156,315.6499938964844,3177576
2024-09-10,325.143798828125,328.75,330.95001220703125,312.45001220703125,312.45001220703125,9365308
2024-09-11,315.846923828125,319.3500061035156,333.1000061035156,317.0,328.0,4497233
2024-09-12,314.9568176269531,318.45001220703125,332.70001220703125,312.6499938964844,322.8999938964844,4911267
2024-09-13,307.6379699707031,311.04998779296875,320.3500061035156,308.1499938964844,320.29998779296875,2880956
2024-09-16,304.3247375488281,307.70001220703125,312.8999938964844,302.3999938964844,312.0,3050107
2024-09-17,306.0060729980469,309.3999938964844,318.5,307.70001220703125,318.0,5859139
2024-09-18,298.6377868652344,301.95001220703125,310.5,294.5,308.79998779296875,3555057
2024-09-19,305.0664978027344,308.45001220703125,315.0,303.0,306.0,10896103
2024-09-20,307.8852233886719,311.29998779296875,318.8999938964844,307.25,310.5,6255046
2024-09-23,311.198486328125,314.6499938964844,316.3999938964844,310.0,312.75,2187606
2024-09-24,329.8417053222656,333.5,339.0,318.3500061035156,322.0,31733865
2024-09-25,338.69354248046875,342.45001220703125,345.0,330.75,335.3500061035156,11074909
2024-09-26,325.8361511230469,329.45001220703125,343.5,327.0,343.45001220703125,5359842
2024-09-27,315.7974548339844,319.29998779296875,336.54998779296875,316.1000061035156,331.75,5090032
2024-09-30,307.73687744140625,311.1499938964844,319.04998779296875,308.95001220703125,319.0,3810638
2024-10-01,308.8742370605469,312.29998779296875,316.29998779296875,310.25,312.45001220703125,1892861
2024-10-03,303.9785461425781,307.3500061035156,312.8500061035156,302.29998779296875,306.1000061035156,2564525
2024-10-04,300.6158752441406,303.95001220703125,311.6000061035156,302.3500061035156,308.25,3512359
2024-10-07,296.016845703125,299.29998779296875,312.29998779296875,295.04998779296875,305.6499938964844,5976238
2024-10-08,312.978759765625,316.45001220703125,319.6000061035156,298.8500061035156,299.29998779296875,3492386
2024-10-09,310.1600036621094,313.6000061035156,322.3999938964844,312.6499938964844,318.95001220703125,2390274
2024-10-10,306.79730224609375,310.20001220703125,317.75,308.0,314.95001220703125,1423594
2024-10-11,312.5336608886719,316.0,319.79998779296875,307.95001220703125,308.5,2541521
2024-10-14,314.51171875,318.0,321.5,313.20001220703125,316.6000061035156,1227465
2024-10-15,332.8088073730469,336.5,339.5,318.3999938964844,320.04998779296875,8044516
2024-10-16,333.7483825683594,337.45001220703125,339.8999938964844,328.3500061035156,335.0,2732851
2024-10-17,334.49017333984375,338.20001220703125,346.6000061035156,328.6000061035156,337.45001220703125,5416577
2024-10-18,328.2592468261719,331.8999938964844,336.3500061035156,325.0,331.0,2823953
2024-10-21,324.0558776855469,327.6499938964844,339.20001220703125,325.04998779296875,331.8999938964844,2458773
2024-10-22,309.7149353027344,313.1499938964844,331.5,310.1000061035156,328.70001220703125,3468135
2024-10-23,347.05084228515625,350.8999938964844,362.0,312.54998779296875,317.0,27757764
2024-10-24,329.2977600097656,332.95001220703125,350.6499938964844,330.1000061035156,340.0,8642381
2024-10-25,329.00103759765625,332.6499938964844,339.1000061035156,328.1000061035156,333.0,5285693
2024-10-28,368.4633483886719,372.54998779296875,378.0,328.6000061035156,333.75,25947633
2024-10-29,339.5341796875,343.29998779296875,373.0,340.8500061035156,369.45001220703125,15422573
2024-10-30,334.58905029296875,338.29998779296875,346.20001220703125,326.1000061035156,344.45001220703125,11329614
2024-10-31,336.4682312011719,340.20001220703125,346.3999938964844,337.3999938964844,339.45001220703125,5407085
2024-11-01,335.7264404296875,339.45001220703125,344.6499938964844,337.1000061035156,343.70001220703125,542216
2024-11-04,355.2103271484375,359.1499938964844,362.0,334.8999938964844,338.0,17288617
2024-11-05,365.7434997558594,369.79998779296875,373.6000061035156,353.3500061035156,356.8500061035156,14996652
2024-11-06,376.2767028808594,380.45001220703125,388.8999938964844,359.3999938964844,371.0,13471973
2024-11-07,376.7712097167969,380.95001220703125,390.8500061035156,373.5,381.70001220703125,10180165
2024-11-08,364.0126953125,368.04998779296875,382.54998779296875,366.0,380.8999938964844,3674242
2024-11-11,354.6663818359375,358.6000061035156,368.75,357.20001220703125,367.04998779296875,3284480
2024-11-12,352.836669921875,356.75,383.45001220703125,354.1000061035156,360.0,13764343
2024-11-13,345.61676025390625,349.45001220703125,360.0,346.45001220703125,356.75,4380015
2024-11-14,336.41876220703125,340.1499938964844,363.20001220703125,337.70001220703125,352.5,5104224
2024-11-18,335.3802795410156,339.1000061035156,347.95001220703125,335.1499938964844,341.3500061035156,3176631
2024-11-19,336.1715087890625,339.8999938964844,352.04998779296875,337.5,340.04998779296875,3080925
2024-11-21,335.7264404296875,339.45001220703125,350.1499938964844,334.6499938964844,340.29998779296875,2884362
2024-11-22,340.62213134765625,344.3999938964844,347.04998779296875,337.20001220703125,343.1000061035156,2504331
2024-11-25,352.4905090332031,356.3999938964844,361.0,352.0,353.0,4020988
2024-11-26,354.3696594238281,358.29998779296875,368.95001220703125,356.54998779296875,359.75,3327198
2024-11-27,357.9796447753906,361.95001220703125,363.95001220703125,356.6000061035156,361.79998779296875,1606542
2024-11-28,356.8916931152344,360.8500061035156,365.6000061035156,358.70001220703125,364.5,1475124
2024-11-29,362.6775207519531,366.70001220703125,373.5,358.29998779296875,362.0,4512440
2024-12-02,361.88629150390625,365.8999938964844,372.0,361.79998779296875,366.0,1680717
2024-12-03,364.5566711425781,368.6000061035156,376.70001220703125,365.5,366.54998779296875,3457379
2024-12-04,368.6117248535156,372.70001220703125,375.95001220703125,367.0,369.95001220703125,2673802
2024-12-05,371.7271423339844,375.8500061035156,381.20001220703125,370.3999938964844,374.0,3298962
2024-12-06,371.67767333984375,375.79998779296875,378.0,368.04998779296875,375.8500061035156,2546906
2024-12-09,371.430419921875,375.54998779296875,377.45001220703125,370.1000061035156,376.0,1732286
2024-12-10,377.11737060546875,381.29998779296875,383.3999938964844,373.29998779296875,376.0,3245620
2024-12-11,378.30419921875,382.5,388.6499938964844,375.54998779296875,381.45001220703125,3767881
2024-12-12,379.4910583496094,383.70001220703125,391.5,382.54998779296875,384.95001220703125,3753546
2024-12-13,368.0677185058594,372.1499938964844,389.3500061035156,365.25,386.20001220703125,4608088
2024-12-16,367.1776123046875,371.25,377.6000061035156,368.45001220703125,374.0,2778218
2024-12-17,361.9851989746094,366.0,376.3500061035156,363.25,372.5,2235414
2024-12-18,366.3369140625,370.3999938964844,371.0,362.29998779296875,366.0,1955079
2024-12-19,361.589599609375,365.6000061035156,369.0,358.6000061035156,364.0,1718227
2024-12-20,353.380615234375,357.29998779296875,376.5,355.20001220703125,368.5,3893015
2024-12-23,351.1553039550781,355.04998779296875,365.0,346.45001220703125,365.0,2403157
2024-12-24,354.5674743652344,358.5,361.29998779296875,353.79998779296875,358.29998779296875,1269499
2024-12-26,358.8697509765625,362.8500061035156,363.6000061035156,355.25,360.6499938964844,1385487
2024-12-27,364.5566711425781,368.6000061035156,369.79998779296875,356.6499938964844,362.70001220703125,2144350
2024-12-30,373.4084777832031,377.54998779296875,379.54998779296875,364.5,369.70001220703125,1902691
2024-12-31,371.8755187988281,376.0,379.25,371.6499938964844,376.0,1024109
2025-01-01,379.7383117675781,383.95001220703125,387.45001220703125,372.1000061035156,374.5,2651154
2025-01-02,390.1725769042969,394.5,403.70001220703125,381.29998779296875,384.0,10131273
2025-01-03,396.8485412597656,401.25,406.8999938964844,393.20001220703125,394.5,4454798
2025-01-06,386.7109680175781,391.0,405.95001220703125,388.25,401.25,3431451
2025-01-07,402.2882080078125,406.75,422.29998779296875,386.45001220703125,391.0,13612364
2025-01-08,392.2495422363281,396.6000061035156,408.8999938964844,391.04998779296875,406.95001220703125,2507273
2025-01-09,390.6670837402344,395.0,406.20001220703125,390.1499938964844,394.70001220703125,2373946
2025-01-10,374.644775390625,378.79998779296875,414.0,373.1499938964844,393.1000061035156,13828399
2025-01-13,357.9796447753906,361.95001220703125,380.8500061035156,355.54998779296875,374.54998779296875,2886034
2025-01-14,366.04022216796875,370.1000061035156,371.6499938964844,352.95001220703125,360.54998779296875,3380389
2025-01-15,375.7821960449219,379.95001220703125,381.75,365.0,372.45001220703125,2809307
2025-01-16,379.39215087890625,383.6000061035156,391.54998779296875,381.70001220703125,383.3500061035156,1923066
2025-01-17,386.80987548828125,391.1000061035156,393.0,373.3500061035156,383.0,1686596
2025-01-20,383.7933044433594,388.04998779296875,401.04998779296875,386.1000061035156,392.75,2871572
2025-01-21,357.63348388671875,361.6000061035156,389.0,359.3500061035156,387.6499938964844,3570375
2025-01-22,347.00140380859375,350.8500061035156,364.75,339.25,362.8999938964844,4167073
2025-01-23,351.50146484375,355.3999938964844,361.75,350.3999938964844,352.6000061035156,3389840
2025-01-24,364.8533935546875,368.8999938964844,385.1000061035156,347.1499938964844,356.3999938964844,23926522
2025-01-27,347.9409484863281,351.79998779296875,363.25,347.1000061035156,359.20001220703125,5021072
2025-01-28,321.23712158203125,324.79998779296875,355.79998779296875,321.1499938964844,353.29998779296875,5806800
2025-01-29,342.6990966796875,346.5,352.5,318.3999938964844,320.95001220703125,5473001
2025-01-30,337.5066833496094,341.25,350.8999938964844,338.29998779296875,347.0,1994456
2025-01-31,331.4736022949219,335.1499938964844,340.70001220703125,332.70001220703125,340.0,2023089
2025-02-01,340.12762451171875,343.8999938964844,347.8500061035156,332.0,339.0,1472757
2025-02-03,327.7647399902344,331.3999938964844,339.1000061035156,325.6000061035156,333.04998779296875,3433987
2025-02-04,330.0889587402344,333.75,341.3500061035156,322.5,335.0,5655714
2025-02-05,347.6936950683594,351.54998779296875,354.8999938964844,337.25,337.3999938964844,4169702
2025-02-06,348.53436279296875,352.3999938964844,354.3999938964844,346.3500061035156,351.04998779296875,1589367
2025-02-07,350.6607971191406,354.54998779296875,362.75,346.3500061035156,352.3999938964844,3316050
2025-02-10,347.9409484863281,351.79998779296875,373.29998779296875,342.6000061035156,368.0,11815755
2025-02-11,353.28173828125,357.20001220703125,361.5,347.6000061035156,347.6000061035156,9093288
2025-02-12,352.0454406738281,355.95001220703125,363.6000061035156,342.29998779296875,356.6499938964844,4522779
2025-02-13,357.7323913574219,361.70001220703125,366.29998779296875,354.5,357.20001220703125,3033440
2025-02-14,348.53436279296875,352.3999938964844,361.79998779296875,346.0,361.5,2892804
2025-02-17,340.9682922363281,344.75,354.75,336.8500061035156,348.54998779296875,3409272
2025-02-18,345.9134521484375,349.75,351.79998779296875,339.20001220703125,346.0,2273657
2025-02-19,349.82012939453125,353.70001220703125,361.25,346.0,348.8999938964844,1904677
2025-02-20,360.6499938964844,364.6499938964844,365.70001220703125,352.45001220703125,355.0,1930271
2025-02-21,368.04998779296875,368.04998779296875,369.25,356.1499938964844,361.04998779296875,1882302
2025-02-24,360.25,360.25,364.0,355.20001220703125,364.0,1305661
2025-02-25,354.04998779296875,354.04998779296875,365.3500061035156,352.0,358.0,2113683
2025-02-27,356.75,356.75,362.95001220703125,347.6000061035156,357.0,1797225
2025-02-28,346.0,346.0,355.3999938964844,340.0,353.0,2773439
2025-03-03,352.1000061035156,352.1000061035156,356.95001220703125,327.8500061035156,342.5,2583375
2025-03-04,353.8500061035156,353.8500061035156,358.29998779296875,344.6499938964844,351.95001220703125,2094966
2025-03-05,361.1499938964844,361.1499938964844,363.5,351.8999938964844,354.04998779296875,2170680
2025-03-06,355.5,355.5,366.95001220703125,353.1000061035156,364.5,2583838
2025-03-07,353.29998779296875,353.29998779296875,359.0,349.0,359.0,1597893
2025-03-10,340.04998779296875,340.04998779296875,354.5,336.70001220703125,353.95001220703125,1761266
2025-03-11,331.3500061035156,331.3500061035156,335.79998779296875,328.0,334.6000061035156,1508885
2025-03-12,306.79998779296875,306.79998779296875,338.20001220703125,302.3999938964844,333.95001220703125,6802096
2025-03-13,302.6499938964844,302.6499938964844,308.29998779296875,292.6000061035156,307.1499938964844,6461211
2025-03-17,279.0,279.0,299.95001220703125,275.25,299.8500061035156,15883101
2025-03-18,279.0,279.0,279.0,279.0,279.0,0
2025-03-19,294.95001220703125,294.95001220703125,298.45001220703125,285.20001220703125,286.79998779296875,4821677
2025-03-20,306.6000061035156,306.6000061035156,307.6000061035156,296.1499938964844,299.6000061035156,4262682
2025-03-21,317.5,317.5,319.3999938964844,302.45001220703125,305.0,3295445
2025-03-24,320.75,320.75,325.45001220703125,313.6499938964844,323.25,2360244
2025-03-25,327.8999938964844,327.8999938964844,330.6499938964844,320.6000061035156,320.8500061035156,3629788
2025-03-26,324.70001220703125,324.70001220703125,329.6000061035156,322.20001220703125,326.0,1541999
2025-03-27,356.04998779296875,356.04998779296875,368.6000061035156,320.3500061035156,321.8999938964844,7614245
2025-03-28,340.25,340.25,358.29998779296875,336.95001220703125,350.70001220703125,4572928
2025-04-01,334.20001220703125,334.20001220703125,345.45001220703125,331.1499938964844,337.1000061035156,2292751
2025-04-02,335.8999938964844,335.8999938964844,337.75,329.3999938964844,333.3999938964844,1093293
2025-04-03,346.04998779296875,346.04998779296875,347.5,331.5,332.5,2085497
2025-04-04,324.1000061035156,324.1000061035156,344.8999938964844,321.3500061035156,344.8999938964844,2326260
2025-04-07,311.1000061035156,311.1000061035156,315.79998779296875,270.0,270.0,2702711
