date_,adj close_rblbank.ns,close_rblbank.ns,high_rblbank.ns,low_rblbank.ns,open_rblbank.ns,volume_rblbank.ns
2024-02-27,262.76483154296875,265.45001220703125,275.0,262.3999938964844,273.25,10414491
2024-02-28,253.21240234375,255.8000030517578,268.6000061035156,253.89999389648438,266.25,6606175
2024-02-29,257.5184020996094,260.1499938964844,264.1000061035156,254.3000030517578,255.8000030517578,8311078
2024-03-01,264.1011047363281,266.79998779296875,270.6499938964844,258.20001220703125,264.0,9713472
2024-03-04,270.7333679199219,273.5,277.25,270.3500061035156,270.79998779296875,8447490
2024-03-05,253.2619171142578,255.85000610351562,274.0,254.64999389648438,274.0,19475442
2024-03-06,250.3912353515625,252.9499969482422,257.8999938964844,247.10000610351562,256.8500061035156,18583813
2024-03-07,253.3114013671875,255.89999389648438,260.79998779296875,255.10000610351562,257.8999938964844,14427993
2024-03-11,246.03575134277344,248.5500030517578,256.95001220703125,247.3000030517578,256.95001220703125,7010505
2024-03-12,247.02565002441406,249.5500030517578,252.1999969482422,244.0,249.0500030517578,6682251
2024-03-13,228.11883544921875,230.4499969482422,250.8000030517578,227.85000610351562,250.0,10738392
2024-03-14,223.2189178466797,225.5,236.0,223.10000610351562,226.85000610351562,9700182
2024-03-15,221.882568359375,224.14999389648438,230.64999389648438,222.25,227.0,9529022
2024-03-18,222.17953491210938,224.4499969482422,230.0,222.1999969482422,228.0,5859331
2024-03-19,225.74313354492188,228.0500030517578,229.75,220.5,224.3000030517578,9256916
2024-03-20,230.9400177001953,233.3000030517578,234.64999389648438,225.10000610351562,230.0,5959583
2024-03-21,240.0469512939453,242.5,243.6999969482422,235.85000610351562,238.5,6061119
2024-03-22,239.9479522705078,242.39999389648438,246.5,240.60000610351562,243.39999389648438,8362026
2024-03-26,237.6712188720703,240.10000610351562,244.5,239.64999389648438,241.89999389648438,4858118
2024-03-27,235.6419677734375,238.0500030517578,241.89999389648438,236.85000610351562,241.35000610351562,5577267
2024-03-28,237.86920166015625,240.3000030517578,245.75,238.35000610351562,239.0,5844827
2024-04-01,245.19435119628906,247.6999969482422,248.60000610351562,241.6999969482422,242.39999389648438,4106471
2024-04-02,248.01551818847656,250.5500030517578,251.5,246.5,248.0,3956847
2024-04-03,250.04478454589844,252.60000610351562,253.85000610351562,248.25,249.89999389648438,4491247
2024-04-04,252.0740509033203,254.64999389648438,266.75,252.35000610351562,259.0,32041826
2024-04-05,251.9750518798828,254.5500030517578,257.79998779296875,252.1999969482422,255.39999389648438,9774460
2024-04-08,252.9154510498047,255.5,258.70001220703125,253.8000030517578,255.89999389648438,4192794
2024-04-09,256.1820373535156,258.79998779296875,262.25,254.64999389648438,257.5,5994123
2024-04-10,257.0729675292969,259.70001220703125,262.70001220703125,258.5,259.20001220703125,5254676
2024-04-12,255.73660278320312,258.3500061035156,262.29998779296875,256.5,259.25,4411851
2024-04-15,248.46096801757812,251.0,255.64999389648438,247.5500030517578,254.39999389648438,5701582
2024-04-16,241.38330078125,243.85000610351562,249.60000610351562,242.10000610351562,247.0,7262079
2024-04-18,243.4620361328125,245.9499969482422,252.60000610351562,244.1999969482422,245.0,7430039
2024-04-19,251.57908630371094,254.14999389648438,255.1999969482422,237.35000610351562,242.0500030517578,9863401
2024-04-22,255.6376190185547,258.25,260.6000061035156,256.45001220703125,256.6000061035156,6217773
2024-04-23,260.2405700683594,262.8999938964844,265.0,257.3999938964844,258.45001220703125,7126763
2024-04-24,259.5971374511719,262.25,265.0,260.6499938964844,263.8500061035156,7967344
2024-04-25,260.2900695800781,262.95001220703125,266.3999938964844,260.0,261.0,12244268
2024-04-26,262.71527099609375,265.3999938964844,268.6000061035156,263.1499938964844,264.04998779296875,9233335
2024-04-29,260.2405700683594,262.8999938964844,269.0,257.0,269.0,17407855
2024-04-30,257.6668701171875,260.29998779296875,265.0,258.3999938964844,264.75,8660376
2024-05-02,264.3486022949219,267.04998779296875,268.25,259.25,261.95001220703125,12617233
2024-05-03,261.8738708496094,264.54998779296875,272.04998779296875,262.3500061035156,270.5,11561486
2024-05-06,251.57908630371094,254.14999389648438,266.5,253.25,266.5,6997732
2024-05-07,243.51153564453125,246.0,255.60000610351562,245.3000030517578,255.5500030517578,5739100
2024-05-08,244.99636840820312,247.5,253.0,242.64999389648438,245.25,9219992
2024-05-09,237.47325134277344,239.89999389648438,249.75,239.0,247.8000030517578,4659633
2024-05-10,241.38330078125,243.85000610351562,246.1999969482422,238.0,240.9499969482422,5381209
2024-05-13,242.47216796875,244.9499969482422,247.0,237.75,244.0,5359365
2024-05-14,246.5306854248047,249.0500030517578,251.64999389648438,244.5,247.0,4181316
2024-05-15,247.1741180419922,249.6999969482422,252.25,249.0,250.85000610351562,2618840
2024-05-16,249.10438537597656,251.64999389648438,253.25,247.4499969482422,252.25,5075531
2024-05-17,249.203369140625,251.75,254.64999389648438,251.0,253.0,2428815
2024-05-21,247.5205841064453,250.0500030517578,254.1999969482422,249.0500030517578,253.0,2464518
2024-05-22,248.80743408203125,251.35000610351562,252.5500030517578,248.8000030517578,251.0,3285790
2024-05-23,251.77708435058594,254.35000610351562,255.85000610351562,250.0,251.60000610351562,4885005
2024-05-24,252.02455139160156,254.60000610351562,256.54998779296875,252.0,254.4499969482422,3274048
2024-05-27,250.78720092773438,253.35000610351562,256.5,252.60000610351562,254.60000610351562,3615341
2024-05-28,248.95591735839844,251.5,254.60000610351562,249.1999969482422,253.64999389648438,3520057
2024-05-29,245.936767578125,248.4499969482422,252.5,247.8000030517578,251.5,2289846
2024-05-30,240.0469512939453,242.5,249.8000030517578,241.4499969482422,249.4499969482422,3541064
2024-05-31,243.21458435058594,245.6999969482422,248.0,242.3000030517578,243.89999389648438,3937246
2024-06-03,258.6072692871094,261.25,266.75,253.60000610351562,256.0,19552284
2024-06-04,221.93206787109375,224.1999969482422,264.0,222.10000610351562,263.0,16333556
2024-06-05,241.72975158691406,244.1999969482422,245.10000610351562,223.60000610351562,229.1999969482422,10957180
2024-06-06,241.2348175048828,243.6999969482422,250.3000030517578,242.5,245.75,9629295
2024-06-07,248.70843505859375,251.25,253.0,242.5,245.0,6142838
2024-06-10,250.44073486328125,253.0,256.57000732421875,251.0500030517578,252.0,4194970
2024-06-11,251.0841522216797,253.64999389648438,256.29998779296875,251.1999969482422,254.10000610351562,3570271
2024-06-12,256.3602600097656,258.9800109863281,260.20001220703125,253.27000427246094,253.67999267578125,5672852
2024-06-13,257.2016296386719,259.8299865722656,262.0,257.04998779296875,260.0400085449219,3479296
2024-06-14,255.02391052246094,257.6300048828125,261.3999938964844,256.8500061035156,260.1000061035156,3414351
2024-06-18,257.18182373046875,259.80999755859375,265.32000732421875,257.6300048828125,258.0400085449219,8733108
2024-06-19,263.4180908203125,266.1099853515625,270.0,255.75999450683594,261.0,12335878
2024-06-20,264.3882141113281,267.0899963378906,269.6600036621094,265.010009765625,267.0,5005525
2024-06-21,260.95330810546875,263.6199951171875,268.3900146484375,262.8999938964844,267.0899963378906,3927443
2024-06-24,254.02410888671875,256.6199951171875,261.0,252.0,260.82000732421875,8320405
2024-06-25,251.1534423828125,253.72000122070312,261.1600036621094,252.66000366210938,259.1000061035156,5324274
2024-06-26,255.043701171875,257.6499938964844,260.989990234375,253.72000122070312,253.99000549316406,5440276
2024-06-27,260.2999572753906,262.9599914550781,263.8999938964844,256.6199951171875,257.6499938964844,8274829
2024-06-28,260.3197937011719,262.9800109863281,270.3900146484375,262.010009765625,263.79998779296875,6635809
2024-07-01,261.9233703613281,264.6000061035156,266.0,262.1000061035156,265.0,2237886
2024-07-02,255.6376190185547,258.25,265.25,257.5,265.25,3848077
2024-07-03,266.82330322265625,269.54998779296875,270.29998779296875,258.29998779296875,258.29998779296875,10167369
2024-07-04,263.45770263671875,266.1499938964844,270.29998779296875,262.54998779296875,270.0,6115711
2024-07-05,260.09210205078125,262.75,263.3999938964844,255.0,259.0,10987654
2024-07-08,251.0841522216797,253.64999389648438,263.75,252.85000610351562,262.6499938964844,8281949
2024-07-09,243.95700073242188,246.4499969482422,256.70001220703125,245.3000030517578,254.0,7731611
2024-07-10,241.33380126953125,243.8000030517578,248.8000030517578,239.10000610351562,247.35000610351562,9902203
2024-07-11,242.9176025390625,245.39999389648438,246.89999389648438,242.0,244.0,4041521
2024-07-12,243.56105041503906,246.0500030517578,249.39999389648438,245.0,246.39999389648438,5254516
2024-07-15,243.90750122070312,246.39999389648438,247.64999389648438,241.0,246.4499969482422,2726871
2024-07-16,241.38330078125,243.85000610351562,248.0,243.25,246.39999389648438,1827010
2024-07-18,240.1459503173828,242.60000610351562,245.8000030517578,242.10000610351562,245.0,2551918
2024-07-19,237.918701171875,240.35000610351562,244.89999389648438,239.0500030517578,242.60000610351562,3746795
2024-07-22,239.99745178222656,242.4499969482422,247.0,239.39999389648438,243.1999969482422,11950056
2024-07-23,233.36521911621094,235.75,244.89999389648438,231.4499969482422,242.4499969482422,7026854
2024-07-24,235.54296875,237.9499969482422,240.75,235.89999389648438,237.75,3797670
2024-07-25,227.87136840820312,230.1999969482422,233.1999969482422,228.0500030517578,231.0,25988076
2024-07-26,234.9954833984375,235.85000610351562,237.3000030517578,227.10000610351562,230.89999389648438,9397114
2024-07-29,234.4474639892578,235.3000030517578,241.64999389648438,234.1999969482422,238.39999389648438,13822617
2024-07-30,236.29075622558594,237.14999389648438,239.10000610351562,234.6999969482422,235.60000610351562,7276174
2024-07-31,234.3478240966797,235.1999969482422,238.1999969482422,234.10000610351562,237.5,8441974
2024-08-01,230.28260803222656,231.1199951171875,236.9499969482422,230.57000732421875,236.10000610351562,5552844
2024-08-02,226.07789611816406,226.89999389648438,230.64999389648438,224.50999450683594,227.0,5849428
2024-08-05,213.603271484375,214.3800048828125,222.99000549316406,211.50999450683594,222.0,10561122
2024-08-06,211.1521759033203,211.9199981689453,220.69000244140625,210.0,218.0,5563841
2024-08-07,213.54348754882812,214.32000732421875,216.89999389648438,211.0,216.89999389648438,6296081
2024-08-08,214.36050415039062,215.13999938964844,217.77000427246094,212.75,215.14999389648438,4353476
2024-08-09,216.06431579589844,216.85000610351562,219.14999389648438,215.64999389648438,218.0,3155344
2024-08-12,215.396728515625,216.17999267578125,218.4499969482422,213.5,218.4499969482422,3509029
2024-08-13,213.47373962402344,214.25,216.17999267578125,213.50999450683594,216.0,2986603
2024-08-14,204.92481994628906,205.6699981689453,214.9499969482422,205.25,214.10000610351562,8591686
2024-08-16,206.35960388183594,207.11000061035156,209.5,205.5,209.5,10509826
2024-08-19,207.82427978515625,208.5800018310547,212.27999877929688,207.5500030517578,209.0500030517578,8802116
2024-08-20,217.9275360107422,218.72000122070312,219.60000610351562,209.36000061035156,210.0,17968387
2024-08-21,227.2735595703125,228.10000610351562,228.9499969482422,218.82000732421875,219.8000030517578,20495628
2024-08-22,229.2264404296875,230.05999755859375,235.25,229.0,230.25,22206344
2024-08-23,223.5271759033203,224.33999633789062,230.0,223.39999389648438,230.0,7044078
2024-08-26,227.403076171875,228.22999572753906,228.89999389648438,223.52000427246094,227.3800048828125,7167683
2024-08-27,230.4021759033203,231.24000549316406,232.13999938964844,227.60000610351562,228.99000549316406,7079433
2024-08-28,226.73550415039062,227.55999755859375,232.69000244140625,225.60000610351562,232.0,9646916
2024-08-29,225.9583282470703,226.77999877929688,228.8000030517578,223.61000061035156,227.0,7496053
2024-08-30,226.6259002685547,227.4499969482422,231.49000549316406,226.8300018310547,228.94000244140625,6338649
2024-09-02,226.96466064453125,227.7899932861328,229.0,224.8000030517578,228.35000610351562,7587377
2024-09-03,225.22100830078125,226.0399932861328,228.5,225.64999389648438,227.9499969482422,2326342
2024-09-04,216.11412048339844,216.89999389648438,223.9199981689453,216.3300018310547,220.10000610351562,9047364
2024-09-05,215.1775360107422,215.9600067138672,218.77000427246094,215.6999969482422,218.39999389648438,4018737
2024-09-06,211.4510955810547,212.22000122070312,217.5,211.0500030517578,216.02999877929688,5749050
2024-09-09,209.26902770996094,210.02999877929688,211.77999877929688,207.64999389648438,211.10000610351562,6989897
2024-09-10,212.90579223632812,213.67999267578125,215.77000427246094,211.3000030517578,211.3000030517578,5750519
2024-09-11,208.9302520751953,209.69000244140625,214.89999389648438,209.0500030517578,214.10000610351562,3781486
2024-09-12,212.84600830078125,213.6199951171875,214.60000610351562,210.22000122070312,212.0,3877751
2024-09-13,213.44384765625,214.22000122070312,216.60000610351562,213.63999938964844,214.35000610351562,5195831
2024-09-16,214.14129638671875,214.9199981689453,217.14999389648438,214.0,215.6999969482422,3335747
2024-09-17,215.49636840820312,216.27999877929688,216.7899932861328,213.50999450683594,216.5,3715118
2024-09-18,210.64402770996094,211.41000366210938,218.39999389648438,210.64999389648438,216.0,7765175
2024-09-19,208.7509002685547,209.50999450683594,215.4499969482422,207.1999969482422,214.0,9492942
2024-09-20,212.06883239746094,212.83999633789062,213.89999389648438,210.44000244140625,211.4499969482422,5152932
2024-09-23,213.46377563476562,214.24000549316406,215.0,210.85000610351562,213.5,7398394
2024-09-24,210.4447479248047,211.2100067138672,215.3800048828125,210.50999450683594,214.8000030517578,10978886
2024-09-25,207.0072479248047,207.75999450683594,211.89999389648438,206.14999389648438,211.10000610351562,6826482
2024-09-26,207.2463836669922,208.0,209.44000244140625,203.11000061035156,209.0500030517578,8422581
2024-09-27,206.76812744140625,207.52000427246094,211.74000549316406,207.1699981689453,209.0,6250677
2024-09-30,203.53985595703125,204.27999877929688,208.52000427246094,203.5,208.0,6286622
2024-10-01,202.4538116455078,203.19000244140625,205.5500030517578,202.75,203.8000030517578,4257081
2024-10-03,198.50814819335938,199.22999572753906,204.3800048828125,198.3000030517578,202.0,5589569
2024-10-04,196.97373962402344,197.69000244140625,203.0,196.75,199.24000549316406,5685833
2024-10-07,189.77989196777344,190.47000122070312,207.1999969482422,189.7100067138672,199.89999389648438,7941399
2024-10-08,195.29981994628906,196.00999450683594,197.0,189.6199951171875,190.47000122070312,4558622
2024-10-09,195.36956787109375,196.0800018310547,199.52000427246094,194.8000030517578,196.99000549316406,3781364
2024-10-10,199.9728240966797,200.6999969482422,202.3300018310547,195.64999389648438,197.10000610351562,6052305
2024-10-11,203.6693878173828,204.41000366210938,205.0,200.38999938964844,201.5,6796869
2024-10-14,205.95108032226562,206.6999969482422,209.0,204.5500030517578,205.42999267578125,8365463
2024-10-15,207.96377563476562,208.72000122070312,209.5500030517578,204.6300048828125,206.6999969482422,6301296
2024-10-16,209.93658447265625,210.6999969482422,211.6300048828125,206.5,207.50999450683594,7875425
2024-10-17,201.7164764404297,202.4499969482422,212.00999450683594,201.50999450683594,210.6999969482422,6868456
2024-10-18,204.51629638671875,205.25999450683594,208.14999389648438,199.64999389648438,202.0,6930166
2024-10-21,175.50181579589844,176.13999938964844,195.6999969482422,174.91000366210938,193.0,63859979
2024-10-22,166.5941925048828,167.1999969482422,178.5800018310547,166.2100067138672,178.3800048828125,15716052
2024-10-23,165.2490997314453,165.85000610351562,171.47999572753906,163.1699981689453,167.5,12286501
2024-10-24,165.31883239746094,165.9199981689453,169.0,165.30999755859375,166.89999389648438,5585552
2024-10-25,161.3333282470703,161.9199981689453,166.6999969482422,158.39999389648438,166.5,8565356
2024-10-28,165.94656372070312,166.5500030517578,170.5,161.3000030517578,162.97000122070312,8575710
2024-10-29,172.4927520751953,173.1199951171875,173.8000030517578,166.2100067138672,167.25,7427730
2024-10-30,174.97373962402344,175.61000061035156,176.67999267578125,170.94000244140625,171.0,8593402
2024-10-31,169.1349639892578,169.75,179.08999633789062,168.1999969482422,175.39999389648438,20124057
2024-11-01,175.3224639892578,175.9600067138672,176.75,170.00999450683594,170.3000030517578,4784082
2024-11-04,171.3369598388672,171.9600067138672,175.69000244140625,167.4499969482422,175.0,18524446
2024-11-05,170.61956787109375,171.24000549316406,172.38999938964844,166.5,171.3300018310547,8663537
2024-11-06,172.7916717529297,173.4199981689453,174.3000030517578,169.3000030517578,173.08999633789062,6670374
2024-11-07,170.69927978515625,171.32000732421875,176.3300018310547,170.5,173.89999389648438,7083254
2024-11-08,164.6911163330078,165.2899932861328,171.27000427246094,164.64999389648438,171.0,7698512
2024-11-11,161.29348754882812,161.8800048828125,165.67999267578125,160.36000061035156,164.99000549316406,5757005
2024-11-12,159.1014404296875,159.67999267578125,164.6999969482422,158.8000030517578,162.44000244140625,5007274
2024-11-13,151.56883239746094,152.1199951171875,159.67999267578125,151.75,158.5,10358574
2024-11-14,154.16937255859375,154.72999572753906,155.3800048828125,151.4600067138672,152.38999938964844,6990014
2024-11-18,157.8161163330078,158.38999938964844,159.4499969482422,152.86000061035156,154.75,7609043
2024-11-19,155.61412048339844,156.17999267578125,161.63999938964844,155.00999450683594,158.49000549316406,7867180
2024-11-21,155.6639404296875,156.22999572753906,159.2899932861328,153.41000366210938,156.17999267578125,7508841
2024-11-22,156.82969665527344,157.39999389648438,158.4499969482422,156.35000610351562,156.7899932861328,4474159
2024-11-25,157.7364044189453,158.30999755859375,163.13999938964844,157.4499969482422,159.75,6239659
2024-11-26,157.53713989257812,158.11000061035156,159.89999389648438,156.5,159.10000610351562,4070460
2024-11-27,157.48731994628906,158.05999755859375,159.39999389648438,156.8000030517578,158.30999755859375,4599958
2024-11-28,156.9193878173828,157.49000549316406,161.19000244140625,156.89999389648438,158.05999755859375,5859124
2024-11-29,154.41847229003906,154.97999572753906,158.75999450683594,152.30999755859375,158.1999969482422,7429585
2024-12-02,155.39492797851562,155.9600067138672,157.13999938964844,147.5,149.0,31344893
2024-12-03,162.1204833984375,162.7100067138672,164.25999450683594,156.0,156.0,14012997
2024-12-04,172.771728515625,173.39999389648438,174.2100067138672,163.75999450683594,164.0,26668214
2024-12-05,173.58877563476562,174.22000122070312,177.5,172.55999755859375,173.5,15248144
2024-12-06,174.0271759033203,174.66000366210938,176.83999633789062,171.07000732421875,175.0,19900032
2024-12-09,170.7391357421875,171.36000061035156,180.0,170.60000610351562,174.0,18903515
2024-12-10,177.43478393554688,178.0800018310547,179.39999389648438,169.10000610351562,172.0,13394202
2024-12-11,178.40127563476562,179.0500030517578,180.6300048828125,177.1999969482422,179.10000610351562,10880349
2024-12-12,173.0108642578125,173.63999938964844,179.0,172.5,178.47999572753906,4953914
2024-12-13,172.62228393554688,173.25,174.22999572753906,169.1999969482422,173.61000061035156,7273472
2024-12-16,171.90489196777344,172.52999877929688,176.36000061035156,171.5,174.89999389648438,5587890
2024-12-17,166.4447479248047,167.0500030517578,173.13999938964844,165.75999450683594,172.5,8307209
2024-12-18,165.27899169921875,165.8800048828125,172.5,164.89999389648438,166.35000610351562,13494204
2024-12-19,163.73460388183594,164.3300018310547,166.0500030517578,162.39999389648438,163.0,5867251
2024-12-20,152.2364044189453,152.7899932861328,165.0,151.25999450683594,165.0,38326187
2024-12-23,154.4483642578125,155.00999450683594,156.5,152.60000610351562,153.02000427246094,7860533
2024-12-24,162.71829223632812,163.30999755859375,163.8699951171875,154.6199951171875,155.10000610351562,15830201
2024-12-26,161.82156372070312,162.41000366210938,168.74000549316406,161.25,164.0,19435964
2024-12-27,159.28079223632812,159.86000061035156,164.3000030517578,157.0500030517578,164.0,22312315
2024-12-30,156.25181579589844,156.82000732421875,161.77999877929688,155.74000549316406,160.69000244140625,9495849
2024-12-31,157.4275360107422,158.0,158.58999633789062,155.27000427246094,155.89999389648438,5182127
2025-01-01,157.228271484375,157.8000030517578,159.19000244140625,156.5500030517578,158.0500030517578,7005806
2025-01-02,158.54347229003906,159.1199951171875,160.1999969482422,153.6699981689453,158.35000610351562,15014583
2025-01-03,162.20018005371094,162.7899932861328,164.0,158.30999755859375,159.39999389648438,11174336
2025-01-06,166.18568420410156,166.7899932861328,169.67999267578125,161.9499969482422,163.88999938964844,21275511
2025-01-07,165.41848754882812,166.02000427246094,169.22999572753906,164.5,166.77999877929688,7372574
2025-01-08,161.07427978515625,161.66000366210938,166.0,159.72000122070312,166.0,7623810
2025-01-09,157.80616760253906,158.3800048828125,164.08999633789062,157.52000427246094,162.6999969482422,5805468
2025-01-10,153.65127563476562,154.2100067138672,158.99000549316406,152.85000610351562,158.5800018310547,6723542
2025-01-13,148.91848754882812,149.4600067138672,153.5399932861328,147.5,152.0,6529856
2025-01-14,153.36231994628906,153.9199981689453,156.33999633789062,149.8000030517578,150.0,5479589
2025-01-15,156.28170776367188,156.85000610351562,158.85000610351562,154.36000061035156,154.97999572753906,5684114
2025-01-16,157.915771484375,158.49000549316406,160.5,157.11000061035156,158.89999389648438,4810662
2025-01-17,154.55796813964844,155.1199951171875,158.6999969482422,154.5500030517578,157.99000549316406,6470639
2025-01-20,157.60687255859375,158.17999267578125,159.5,146.10000610351562,146.10000610351562,30850278
2025-01-21,157.69656372070312,158.27000427246094,160.35000610351562,153.92999267578125,158.0,12391031
2025-01-22,154.49818420410156,155.05999755859375,158.97000122070312,150.97999572753906,158.8000030517578,8826934
2025-01-23,155.40489196777344,155.97000122070312,157.14999389648438,153.10000610351562,154.0,5664656
2025-01-24,155.16575622558594,155.72999572753906,162.88999938964844,153.0,155.5,16683460
2025-01-27,149.3867645263672,149.92999267578125,154.9600067138672,148.0500030517578,154.6999969482422,10965255
2025-01-28,154.99636840820312,155.55999755859375,157.5,149.99000549316406,151.8000030517578,12519433
2025-01-29,157.3079833984375,157.8800048828125,159.9499969482422,155.5,156.3000030517578,7388307
2025-01-30,161.91123962402344,162.5,164.10000610351562,157.11000061035156,158.0,12439109
2025-01-31,164.17300415039062,164.77000427246094,166.60000610351562,162.05999755859375,165.39999389648438,8742032
2025-02-01,166.0661163330078,166.6699981689453,167.4600067138672,162.64999389648438,163.47000122070312,4348738
2025-02-03,163.75453186035156,164.35000610351562,168.0,162.39999389648438,165.0,4573027
2025-02-04,165.55796813964844,166.16000366210938,169.14999389648438,165.2100067138672,165.4499969482422,4547815
2025-02-05,170.23098754882812,170.85000610351562,174.5,167.5,167.5,8344739
2025-02-06,167.73007202148438,168.33999633789062,172.3300018310547,167.0500030517578,171.89999389648438,3853568
2025-02-07,168.8858642578125,169.5,170.10000610351562,164.77000427246094,168.99000549316406,6442719
2025-02-10,167.62046813964844,168.22999572753906,169.75,165.0,167.86000061035156,3672417
2025-02-11,162.46920776367188,163.05999755859375,169.5399932861328,162.0399932861328,168.22999572753906,7239376
2025-02-12,159.84872436523438,160.42999267578125,163.99000549316406,156.00999450683594,163.0,4067611
2025-02-13,163.9538116455078,164.5500030517578,166.00999450683594,160.39999389648438,160.42999267578125,6777702
2025-02-14,156.25181579589844,156.82000732421875,167.83999633789062,155.33999633789062,166.47000122070312,7226458
2025-02-17,155.23550415039062,155.8000030517578,157.75,152.2100067138672,156.82000732421875,4489300
2025-02-18,150.42300415039062,150.97000122070312,157.27000427246094,149.91000366210938,156.9499969482422,7605990
2025-02-19,160.4963836669922,161.0800018310547,161.9199981689453,149.2100067138672,150.10000610351562,7287247
2025-02-20,159.55978393554688,160.13999938964844,161.1999969482422,157.60000610351562,159.85000610351562,3422230
2025-02-21,161.99095153808594,162.5800018310547,164.9199981689453,158.66000366210938,160.10000610351562,4829268
2025-02-24,160.396728515625,160.97999572753906,162.3800048828125,157.60000610351562,161.02000427246094,4825467
2025-02-25,157.86595153808594,158.44000244140625,164.4199981689453,157.3699951171875,160.99000549316406,4598405
2025-02-27,162.27989196777344,162.8699951171875,168.75,161.47000122070312,163.89999389648438,15452588
2025-02-28,157.76629638671875,158.33999633789062,162.49000549316406,155.5,162.49000549316406,7209464
2025-03-03,154.6077880859375,155.1699981689453,160.50999450683594,152.10000610351562,159.99000549316406,4933703
2025-03-04,153.96014404296875,154.52000427246094,156.8000030517578,150.60000610351562,155.1199951171875,8945766
2025-03-05,157.64674377441406,158.22000122070312,159.1999969482422,154.2100067138672,154.52000427246094,6607291
2025-03-06,161.90127563476562,162.49000549316406,163.9499969482422,160.25999450683594,160.49000549316406,7345044
2025-03-07,163.19654846191406,163.7899932861328,165.89999389648438,160.1699981689453,163.0,7614384
2025-03-10,160.4365997314453,161.02000427246094,165.75,158.6999969482422,164.58999633789062,8038233
2025-03-11,155.11593627929688,155.67999267578125,158.67999267578125,152.58999633789062,157.35000610351562,9470556
2025-03-12,155.39492797851562,155.9600067138672,159.82000732421875,155.4499969482422,156.0,5230986
2025-03-13,155.75363159179688,156.32000732421875,157.5,154.47000122070312,156.99000549316406,4259360
2025-03-17,153.7708282470703,154.3300018310547,159.4199981689453,153.85000610351562,157.8800048828125,3293576
2025-03-18,153.7708282470703,154.3300018310547,154.3300018310547,154.3300018310547,154.3300018310547,0
2025-03-19,166.62408447265625,167.22999572753906,167.7899932861328,162.5500030517578,163.0,6051886
2025-03-20,163.97373962402344,164.57000732421875,169.99000549316406,164.02999877929688,167.22999572753906,7141685
2025-03-21,167.69021606445312,168.3000030517578,169.19000244140625,164.83999633789062,165.0,8311509
2025-03-24,174.48550415039062,175.1199951171875,177.0,168.83999633789062,168.83999633789062,14837763
2025-03-25,174.5552520751953,175.19000244140625,177.7100067138672,173.82000732421875,177.0,6123657
2025-03-26,178.2816925048828,178.92999267578125,181.92999267578125,174.6300048828125,175.1999969482422,10496720
