date_,adj close_rites.ns,close_rites.ns,high_rites.ns,low_rites.ns,open_rites.ns,volume_rites.ns
2024-01-16,247.8638916015625,261.57501220703125,271.1499938964844,257.29998779296875,267.79998779296875,3094912
2024-01-17,251.60687255859375,265.5249938964844,269.75,255.60000610351562,260.0,4871574
2024-01-18,246.51358032226562,260.1499938964844,267.7250061035156,252.85000610351562,265.54998779296875,2678450
2024-01-19,262.2197570800781,276.7250061035156,282.0,261.32501220703125,261.4750061035156,15985004
2024-01-23,267.3367614746094,282.125,321.1499938964844,278.0,320.0,14999056
2024-01-24,273.661865234375,288.79998779296875,293.9750061035156,271.7749938964844,284.32501220703125,8969864
2024-01-25,324.4285583496094,342.375,346.54998779296875,290.25,290.25,61007474
2024-01-29,341.8641052246094,360.7749938964844,382.0,337.5249938964844,342.5,46881204
2024-01-30,341.65081787109375,360.54998779296875,379.4750061035156,350.0,365.0,19134512
2024-01-31,352.1453552246094,371.625,373.5,357.75,363.5,10570712
2024-02-01,333.098876953125,351.5249938964844,383.0,347.6000061035156,377.0,17194542
2024-02-02,332.0091857910156,350.375,357.3999938964844,327.0,350.0,21586182
2024-02-05,354.79852294921875,374.42498779296875,393.8500061035156,355.04998779296875,365.0,30969126
2024-02-06,361.0526123046875,381.0249938964844,388.54998779296875,367.6499938964844,378.5,11581110
2024-02-07,378.89093017578125,399.8500061035156,404.25,372.5,381.0249938964844,17557126
2024-02-08,380.0990295410156,401.125,410.5,394.5,402.0,9921790
2024-02-09,374.7847595214844,393.17498779296875,401.32501220703125,371.42498779296875,401.32501220703125,11184656
2024-02-12,332.50921630859375,348.82501220703125,395.0,340.0,394.0,9825534
2024-02-13,335.7978820800781,352.2749938964844,359.8500061035156,336.54998779296875,348.82501220703125,10882178
2024-02-14,355.86328125,373.32501220703125,377.0,341.7749938964844,347.5,11637540
2024-02-15,370.1616516113281,388.32501220703125,390.5,375.5,375.95001220703125,7185710
2024-02-16,360.98687744140625,378.70001220703125,392.5,376.0,389.42498779296875,5672288
2024-02-19,358.7229309082031,376.32501220703125,386.92498779296875,374.6499938964844,380.1000061035156,3901670
2024-02-20,355.6249694824219,373.07501220703125,382.95001220703125,370.8500061035156,376.45001220703125,2921628
2024-02-21,348.8570251464844,365.9750061035156,378.42498779296875,362.2749938964844,374.70001220703125,3716058
2024-02-22,355.48193359375,372.92498779296875,376.0,359.0,367.3500061035156,3528568
2024-02-23,362.03533935546875,379.79998779296875,389.5,375.5,377.5,6156832
2024-02-26,370.78125,388.9750061035156,403.70001220703125,382.67498779296875,383.6000061035156,13264942
2024-02-27,378.35943603515625,396.92498779296875,412.9750061035156,386.25,390.67498779296875,15412950
2024-02-28,362.9647521972656,380.7749938964844,397.3999938964844,376.75,396.92498779296875,6637278
2024-02-29,372.3778381347656,390.6499938964844,399.8500061035156,371.75,381.3999938964844,5655810
2024-03-01,375.976318359375,394.42498779296875,402.5,390.54998779296875,397.5,3244120
2024-03-04,364.0371398925781,381.8999938964844,395.5249938964844,378.75,395.0,2957484
2024-03-05,366.8253479003906,384.82501220703125,388.20001220703125,376.1499938964844,381.8999938964844,3062012
2024-03-06,351.40692138671875,368.6499938964844,382.07501220703125,364.54998779296875,382.0,3007062
2024-03-07,351.5498962402344,368.79998779296875,376.17498779296875,367.5,370.82501220703125,1779684
2024-03-11,342.3035888671875,359.1000061035156,372.375,356.6000061035156,369.4750061035156,1838236
2024-03-12,330.1737976074219,346.375,363.0,343.0,360.07501220703125,3167098
2024-03-13,279.0808410644531,292.7749938964844,347.95001220703125,280.1000061035156,346.92498779296875,18769286
2024-03-14,307.3440246582031,322.42498779296875,334.9750061035156,287.0,294.4750061035156,27358478
2024-03-15,296.5487365722656,311.1000061035156,329.6499938964844,298.82501220703125,322.9750061035156,15853160
2024-03-18,301.24334716796875,316.0249938964844,323.0,312.0,312.1499938964844,6351640
2024-03-19,296.2389221191406,310.7749938964844,318.25,308.07501220703125,316.5,3866094
2024-03-20,299.6466979980469,314.3500061035156,317.95001220703125,304.6000061035156,312.3500061035156,5254386
2024-03-21,306.5337829589844,321.57501220703125,325.625,317.04998779296875,318.75,4054068
2024-03-22,312.0624694824219,327.375,330.0,318.0,322.8999938964844,4173398
2024-03-26,313.0871887207031,328.45001220703125,335.0,322.0,328.42498779296875,4779450
2024-03-27,315.9469299316406,331.45001220703125,342.8999938964844,329.04998779296875,329.70001220703125,6577706
2024-03-28,316.3758850097656,331.8999938964844,339.2250061035156,330.0,334.75,3357004
2024-04-01,328.3388671875,344.45001220703125,347.5,334.0,334.70001220703125,3406994
2024-04-02,329.31591796875,345.4750061035156,356.125,342.67498779296875,345.8999938964844,4943182
2024-04-03,336.8702087402344,353.3999938964844,356.4750061035156,345.04998779296875,347.20001220703125,3582868
2024-04-04,330.0069580078125,346.20001220703125,362.04998779296875,343.5,359.75,4104932
2024-04-05,333.9867248535156,350.375,353.0,342.92498779296875,347.82501220703125,2508700
2024-04-08,330.76953125,347.0,355.8500061035156,344.54998779296875,352.3500061035156,2025500
2024-04-09,326.4324035644531,342.45001220703125,349.0,338.54998779296875,348.95001220703125,1641936
2024-04-10,324.7403869628906,340.67498779296875,346.0,339.5249938964844,343.45001220703125,1608840
2024-04-12,331.98492431640625,348.2749938964844,350.7250061035156,338.5,341.25,3494494
2024-04-15,316.7332458496094,332.2749938964844,338.375,324.5,330.0,3418876
2024-04-16,315.6132507324219,331.1000061035156,336.9750061035156,325.6000061035156,326.0,1838944
2024-04-18,310.7518005371094,326.0,336.3999938964844,324.0,332.5249938964844,1874726
2024-04-19,307.5823059082031,322.67498779296875,325.8999938964844,317.3999938964844,325.8999938964844,1984470
2024-04-22,316.6618347167969,332.20001220703125,333.92498779296875,325.0,325.6000061035156,1510658
2024-04-23,319.283203125,334.95001220703125,337.5,328.67498779296875,333.54998779296875,2417092
2024-04-24,321.4517822265625,337.2250061035156,339.8999938964844,333.0,337.9750061035156,1739118
2024-04-25,327.0758056640625,343.125,346.0,338.0,339.04998779296875,2258946
2024-04-26,331.12701416015625,347.375,353.75,341.5,344.8500061035156,3759972
2024-04-29,327.24261474609375,343.29998779296875,352.3500061035156,342.5,349.70001220703125,2222568
2024-04-30,326.0272216796875,342.0249938964844,356.82501220703125,339.54998779296875,352.5,5115872
2024-05-02,337.68048095703125,354.25,355.8999938964844,343.0,344.1000061035156,4964012
2024-05-03,330.3168029785156,346.5249938964844,355.9750061035156,343.04998779296875,355.5,2443666
2024-05-06,321.547119140625,337.32501220703125,348.32501220703125,332.3999938964844,348.17498779296875,2946186
2024-05-07,312.1578369140625,327.4750061035156,340.3500061035156,324.5,338.7250061035156,2286914
2024-05-08,315.8277282714844,331.32501220703125,335.70001220703125,323.875,326.875,1239260
2024-05-09,303.79327392578125,318.70001220703125,333.17498779296875,317.0249938964844,331.4750061035156,1372154
2024-05-10,306.8674011230469,321.92498779296875,323.8999938964844,310.54998779296875,319.70001220703125,1187348
2024-05-13,304.5081787109375,319.45001220703125,321.95001220703125,310.875,321.92498779296875,1152122
2024-05-14,320.21258544921875,335.92498779296875,337.5,320.20001220703125,321.1000061035156,2320380
2024-05-15,316.4949951171875,332.0249938964844,339.5,330.125,337.5,1286736
2024-05-16,315.4226379394531,330.8999938964844,338.75,328.3500061035156,334.70001220703125,2033744
2024-05-17,331.7466125488281,348.0249938964844,349.17498779296875,332.42498779296875,333.0,4276110
2024-05-21,352.5269470214844,369.82501220703125,378.5,357.5,361.5,12001258
2024-05-22,349.0238342285156,366.1499938964844,375.95001220703125,361.32501220703125,372.5,3119052
2024-05-23,357.4598693847656,375.0,384.1499938964844,365.5,366.1499938964844,7422618
2024-05-24,350.0962219238281,367.2749938964844,375.70001220703125,365.1499938964844,375.5,2121508
2024-05-27,349.6195983886719,366.7749938964844,375.0,364.3999938964844,369.1000061035156,2573206
2024-05-28,339.06268310546875,355.70001220703125,369.54998779296875,349.0,368.45001220703125,4753260
2024-05-29,340.992919921875,357.7250061035156,362.17498779296875,341.0,341.0,3311342
2024-05-30,333.84375,350.2250061035156,358.92498779296875,348.29998779296875,357.75,1168978
2024-05-31,332.6521911621094,348.9750061035156,354.6499938964844,341.04998779296875,350.0,2322664
2024-06-03,345.3538818359375,362.29998779296875,374.25,357.70001220703125,374.25,2842144
2024-06-04,297.5973205566406,312.20001220703125,363.0,291.8999938964844,363.0,6793348
2024-06-05,289.5187072753906,303.7250061035156,323.92498779296875,287.75,314.0,6418368
2024-06-06,308.3210754394531,323.45001220703125,331.1499938964844,309.5,310.0,4206610
