date_,adj close_pageind.ns,close_pageind.ns,high_pageind.ns,low_pageind.ns,open_pageind.ns,volume_pageind.ns
2025-05-21,47306.83203125,47620.0,48135.0,47050.0,47290.0,16817
2025-05-22,47550.22265625,47865.0,48120.0,47260.0,47620.0,22475
2025-05-23,47182.65625,47495.0,47985.0,47330.0,47955.0,7499
2025-05-26,46919.3984375,47230.0,47760.0,47125.0,47730.0,5213
2025-05-27,46477.32421875,46785.0,47520.0,46540.0,47480.0,7068
2025-05-28,45791.86328125,46095.0,46985.0,46000.0,46920.0,24287
2025-05-29,46040.21875,46345.0,46650.0,45705.0,46200.0,35571
2025-05-30,46074.98828125,46380.0,46895.0,46065.0,46345.0,30136
2025-06-02,45613.046875,45915.0,46600.0,45600.0,46600.0,16148
2025-06-03,45627.94921875,45930.0,46380.0,45580.0,46380.0,10518
2025-06-04,46040.21875,46345.0,46495.0,45625.0,46000.0,27481
2025-06-05,45533.5703125,45835.0,46805.0,45650.0,46300.0,30324
2025-06-06,45796.828125,46100.0,46395.0,45685.0,46240.0,22430
2025-06-09,46020.34765625,46325.0,46550.0,45880.0,46450.0,30684
2025-06-10,46363.08203125,46670.0,47385.0,46240.0,46450.0,18196
2025-06-11,46402.81640625,46710.0,47485.0,46615.0,46800.0,18481
2025-06-12,45930.94140625,46235.0,46940.0,46110.0,46940.0,23638
2025-06-13,45861.40234375,46165.0,46335.0,45505.0,46000.0,13694
2025-06-16,45329.921875,45630.0,46405.0,45510.0,46275.0,16961
2025-06-17,45528.60546875,45830.0,46145.0,45605.0,45900.0,14393
2025-06-18,44887.84765625,45185.0,45990.0,44780.0,45990.0,33495
2025-06-19,44579.88671875,44875.0,45425.0,44755.0,45320.0,29724
2025-06-20,44629.5546875,44925.0,45285.0,44200.0,44800.0,35835
2025-06-23,45131.234375,45430.0,45590.0,44640.0,44900.0,19219
2025-06-24,45965.7109375,46270.0,47385.0,45800.0,46330.0,38399
2025-06-25,47967.4609375,48285.0,49085.0,46090.0,46090.0,55451
2025-06-26,48379.734375,48700.0,48980.0,47830.0,48105.0,51907
2025-06-27,49114.86328125,49440.0,50590.0,47690.0,48510.0,61469
2025-06-30,49085.0625,49410.0,49490.0,48430.0,48800.0,34121
2025-07-01,47878.05078125,48195.0,49700.0,48000.0,49200.0,20045
2025-07-02,47187.62109375,47500.0,47925.0,47130.0,47235.0,24542
2025-07-03,47828.37890625,48145.0,48490.0,47700.0,47790.0,14934
2025-07-04,48389.6640625,48710.0,49125.0,48010.0,48345.0,52564
2025-07-07,48588.3515625,48910.0,49080.0,48440.0,48800.0,18958
2025-07-08,48642.98828125,48965.0,49195.0,48330.0,48975.0,14343
2025-07-09,48270.453125,48590.0,49165.0,48340.0,49100.0,12878
2025-07-10,47927.72265625,48245.0,48985.0,48000.0,48890.0,13232
2025-07-11,47614.79296875,47930.0,48570.0,47650.0,48365.0,9296
2025-07-14,48444.3046875,48765.0,48925.0,47880.0,47880.0,34775
2025-07-15,48697.62890625,49020.0,49300.0,48460.0,48770.0,12350
2025-07-16,46834.95703125,47145.0,49380.0,47090.0,49100.0,26209
2025-07-17,46974.03515625,47285.0,47490.0,46980.0,47300.0,13351
2025-07-18,46432.62109375,46740.0,47490.0,46390.0,47490.0,9590
2025-07-21,46422.6875,46730.0,46990.0,46425.0,46905.0,10469
2025-07-22,45990.546875,46295.0,46825.0,46220.0,46730.0,13967
2025-07-23,47098.21484375,47410.0,47790.0,46130.0,46500.0,20541
2025-07-24,46805.15234375,47115.0,47295.0,46600.0,47200.0,22375
2025-07-25,45965.7109375,46270.0,47300.0,46135.0,47000.0,11751
2025-07-28,46204.1328125,46510.0,46935.0,46205.0,46260.0,10007
2025-07-29,46904.49609375,47215.0,47400.0,46220.0,46350.0,21249
2025-07-30,47997.26171875,48315.0,48715.0,46985.0,47220.0,64163
2025-07-31,48484.0390625,48805.0,49090.0,47555.0,48085.0,25534
2025-08-01,46502.16015625,46810.0,48135.0,46500.0,48135.0,27452
2025-08-04,45960.74609375,46265.0,47180.0,46180.0,47140.0,11840
2025-08-05,45429.26171875,45730.0,46360.0,45385.0,46265.0,12379
2025-08-06,45995.51171875,46300.0,46440.0,45695.0,45940.0,9433
2025-08-07,45459.06640625,45760.0,46720.0,45290.0,45525.0,40964
2025-08-08,44569.94921875,44865.0,45495.0,43820.0,45495.0,49106
2025-08-11,44728.8984375,45025.0,45300.0,43650.0,44800.0,26479
2025-08-12,43790.11328125,44080.0,45330.0,43890.0,44960.0,24274
2025-08-13,43386.40234375,43525.0,44280.0,43405.0,44010.0,36102
2025-08-14,43376.43359375,43515.0,43845.0,43365.0,43670.0,19276
2025-08-18,44547.69140625,44690.0,44920.0,43980.0,43985.0,19031
2025-08-19,45494.66796875,45640.0,45890.0,44525.0,44800.0,26437
2025-08-20,45240.48046875,45385.0,45870.0,45130.0,45630.0,24481
2025-08-21,45743.87109375,45890.0,46710.0,45475.0,45600.0,23855
2025-08-22,45509.62109375,45655.0,46125.0,45380.0,45715.0,12049
2025-08-25,46700.81640625,46850.0,47310.0,45485.0,45485.0,28088
2025-08-26,45360.09765625,45505.0,46890.0,45220.0,46580.0,53221
2025-08-28,44009.4140625,44150.0,45330.0,43845.0,45330.0,47648
2025-08-29,44193.82421875,44335.0,44575.0,43650.0,44275.0,21171
2025-09-01,44677.27734375,44820.0,44890.0,44135.0,44350.0,13821
2025-09-02,45016.1953125,45160.0,45340.0,44450.0,45000.0,16508
2025-09-03,45180.671875,45325.0,45695.0,44995.0,45000.0,8745
2025-09-04,44522.7734375,44665.0,45760.0,44575.0,45510.0,15279
2025-09-05,44143.984375,44285.0,44990.0,44155.0,44900.0,9964
2025-09-08,44139.0,44280.0,44610.0,44010.0,44470.0,8573
2025-09-09,44168.90234375,44310.0,44500.0,43935.0,44300.0,7704
2025-09-10,44283.53515625,44425.0,44610.0,44200.0,44450.0,11200
2025-09-11,44124.046875,44265.0,44610.0,44020.0,44425.0,11731
2025-09-12,43989.4765625,44130.0,44500.0,43980.0,44500.0,6344
2025-09-15,44198.80859375,44340.0,44590.0,44045.0,44295.0,14240
2025-09-16,45190.640625,45335.0,45465.0,44365.0,44490.0,23029
2025-09-17,45210.57421875,45355.0,45890.0,45215.0,45215.0,14185
2025-09-18,44124.046875,44265.0,45650.0,44095.0,45650.0,30765
2025-09-19,43431.2578125,43570.0,44485.0,43490.0,44300.0,43916
2025-09-22,43266.78515625,43405.0,43825.0,43300.0,43550.0,18035
2025-09-23,42643.7734375,42780.0,43595.0,42600.0,43595.0,19571
2025-09-24,42269.96875,42405.0,42995.0,42305.0,42780.0,11810
2025-09-25,42489.26953125,42625.0,42950.0,42330.0,42375.0,20188
2025-09-26,41108.6796875,41240.0,42500.0,41015.0,42500.0,36267
2025-09-29,40954.171875,41085.0,41820.0,40730.0,41240.0,48213
2025-09-30,40555.4453125,40685.0,41500.0,40575.0,41465.0,35445
2025-10-01,41975.91015625,42110.0,42245.0,40940.0,40985.0,28755
2025-10-03,42738.47265625,42875.0,43135.0,41645.0,42110.0,40218
2025-10-06,42060.63671875,42195.0,42810.0,42120.0,42805.0,15655
2025-10-07,41562.23046875,41695.0,42385.0,41620.0,42110.0,12080
2025-10-08,41567.21484375,41700.0,42015.0,41265.0,41690.0,13956
2025-10-09,41607.0859375,41740.0,42085.0,41365.0,42000.0,20885
2025-10-10,41507.40625,41640.0,42140.0,41350.0,42040.0,22112
2025-10-13,40879.41015625,41010.0,41535.0,40610.0,41325.0,28590
2025-10-14,40341.12890625,40470.0,41460.0,40370.0,41350.0,16757
2025-10-15,40405.921875,40535.0,40780.0,40250.0,40780.0,14197
2025-10-16,40889.37890625,41020.0,41290.0,40540.0,40750.0,14326
2025-10-17,40909.31640625,41040.0,41270.0,40780.0,41270.0,21226
2025-10-20,41587.1484375,41720.0,41900.0,40905.0,41450.0,20493
2025-10-21,41452.58203125,41585.0,42100.0,41330.0,42080.0,1828
2025-10-23,41327.9765625,41460.0,41995.0,41365.0,41905.0,20796
2025-10-24,40894.36328125,41025.0,41665.0,40800.0,41665.0,15774
2025-10-27,40854.4921875,40985.0,41235.0,40815.0,41090.0,10116
2025-10-28,40784.71484375,40915.0,41195.0,40510.0,41195.0,23929
2025-10-29,41228.296875,41360.0,41415.0,40875.0,41150.0,9873
2025-10-30,40814.6171875,40945.0,41495.0,40615.0,41360.0,20231
2025-10-31,41068.8046875,41200.0,41500.0,40845.0,41120.0,19186
2025-11-03,40630.20703125,40760.0,41300.0,40500.0,41300.0,13219
2025-11-04,40007.19921875,40135.0,40870.0,40000.0,40870.0,25177
2025-11-06,39633.390625,39760.0,40295.0,39675.0,40285.0,16531
2025-11-07,39613.45703125,39740.0,39900.0,39330.0,39800.0,16589
2025-11-10,40071.9921875,40200.0,40340.0,39530.0,39750.0,12791
2025-11-11,40091.92578125,40220.0,40345.0,39775.0,40100.0,11613
2025-11-12,40590.3359375,40720.0,40865.0,40220.0,40220.0,14708
2025-11-13,39458.94921875,39585.0,41245.0,39215.0,40970.0,52117
2025-11-14,39638.375,39765.0,39985.0,38765.0,39500.0,36040
2025-11-17,39344.31640625,39470.0,40370.0,39375.0,39995.0,12913
2025-11-18,39130.0,39255.0,39700.0,38740.0,39700.0,24783
2025-11-19,38810.0,38810.0,39240.0,38755.0,39155.0,20119
2025-11-20,38565.0,38565.0,39170.0,38500.0,39170.0,14684
2025-11-21,38885.0,38885.0,38980.0,38160.0,38705.0,32805
2025-11-24,38860.0,38860.0,39150.0,38500.0,39000.0,40078
2025-11-25,38535.0,38535.0,39025.0,38455.0,39025.0,33982
2025-11-26,39000.0,39000.0,39055.0,38310.0,38585.0,26059
2025-11-27,38930.0,38930.0,39270.0,38750.0,39200.0,58192
2025-11-28,38320.0,38320.0,39080.0,38100.0,39080.0,20663
2025-12-01,37405.0,37405.0,38350.0,37205.0,38320.0,34231
2025-12-02,37605.0,37605.0,37650.0,37110.0,37340.0,54634
2025-12-03,37240.0,37240.0,37665.0,36785.0,37640.0,51521
2025-12-04,37505.0,37505.0,37750.0,37165.0,37320.0,24162
2025-12-05,37455.0,37455.0,37650.0,37240.0,37650.0,26318
2025-12-08,37235.0,37235.0,37610.0,36900.0,37460.0,15077
2025-12-09,37195.0,37195.0,37390.0,36705.0,37230.0,16225
2025-12-10,36695.0,36695.0,37440.0,36610.0,37380.0,16952
2025-12-11,37065.0,37065.0,37170.0,36575.0,36860.0,8896
2025-12-12,36930.0,36930.0,37220.0,36755.0,37065.0,204406
2025-12-15,36740.0,36740.0,36925.0,36600.0,36800.0,9624
2025-12-16,36355.0,36355.0,36895.0,36200.0,36895.0,25922
2025-12-17,36055.0,36055.0,36495.0,35980.0,36495.0,15879
2025-12-18,35695.0,35695.0,36095.0,35560.0,36000.0,23512
2025-12-19,35745.0,35745.0,35960.0,35310.0,35705.0,41521
2025-12-22,36735.0,36735.0,36805.0,35970.0,36150.0,14242
2025-12-23,36700.0,36700.0,36900.0,36305.0,36900.0,43320
2025-12-24,36605.0,36605.0,36745.0,36415.0,36700.0,29139
2025-12-26,36470.0,36470.0,36750.0,36325.0,36605.0,10420
2025-12-29,36305.0,36305.0,36550.0,36065.0,36470.0,7299
2025-12-30,35565.0,35565.0,36475.0,35405.0,36475.0,78314
2025-12-31,36045.0,36045.0,36100.0,35635.0,35835.0,10223
2026-01-01,35645.0,35645.0,36285.0,35500.0,36285.0,25148
2026-01-02,35775.0,35775.0,36045.0,35490.0,35695.0,24470
2026-01-05,35550.0,35550.0,35905.0,35190.0,35900.0,27388
2026-01-06,35360.0,35360.0,35685.0,34990.0,35685.0,11501
2026-01-07,35380.0,35380.0,35590.0,35185.0,35540.0,8681
2026-01-08,34765.0,34765.0,35535.0,34585.0,35495.0,15798
2026-01-09,34280.0,34280.0,34915.0,34200.0,34830.0,16281
2026-01-12,34365.0,34365.0,34635.0,34055.0,34395.0,11932
2026-01-13,34645.0,34645.0,34750.0,34215.0,34625.0,30417
2026-01-14,34320.0,34320.0,34595.0,34095.0,34595.0,30937
2026-01-16,34365.0,34365.0,34650.0,34200.0,34325.0,15184
