date_,adj close_crisil.ns,close_crisil.ns,high_crisil.ns,low_crisil.ns,open_crisil.ns,volume_crisil.ns
2024-04-25,4271.6552734375,4354.0498046875,4365.0,4130.0498046875,4141.0,147799
2024-04-26,4387.47119140625,4472.10009765625,4623.0,4430.0498046875,4451.9501953125,198586
2024-04-29,4333.953125,4417.5498046875,4469.85009765625,4384.5498046875,4415.0,34031
2024-04-30,4273.91162109375,4356.35009765625,4448.85009765625,4322.0,4437.89990234375,40388
2024-05-02,4235.6982421875,4317.39990234375,4400.0,4310.0,4400.0,23434
2024-05-03,4290.92529296875,4366.60009765625,4419.89990234375,4300.14990234375,4345.0,30547
2024-05-06,4220.81103515625,4295.25,4380.0498046875,4280.0,4380.0,21645
2024-05-07,4208.8232421875,4283.0498046875,4299.89990234375,4230.2998046875,4290.0,25121
2024-05-08,4237.22216796875,4311.9501953125,4345.7998046875,4297.2998046875,4300.0,20858
2024-05-09,4227.837890625,4302.39990234375,4357.0,4271.14990234375,4337.0498046875,18626
2024-05-10,4282.4248046875,4357.9501953125,4375.0,4267.2001953125,4286.0,16109
2024-05-13,4184.7470703125,4258.5498046875,4341.0,4101.2001953125,4101.2001953125,47498
2024-05-14,4256.82666015625,4331.89990234375,4374.89990234375,4290.9501953125,4302.0,16454
2024-05-15,4292.30078125,4368.0,4385.0,4335.0,4335.0,9261
2024-05-16,4297.607421875,4373.39990234375,4398.4501953125,4327.10009765625,4378.0,7265
2024-05-17,4290.8271484375,4366.5,4393.2998046875,4335.10009765625,4393.2998046875,12993
2024-05-21,4346.2001953125,4422.85009765625,4476.7001953125,4350.0498046875,4464.0,21703
2024-05-22,4354.5029296875,4431.2998046875,4457.89990234375,4365.5,4440.0,13516
2024-05-23,4269.5029296875,4344.7998046875,4462.5498046875,4335.0,4425.35009765625,20862
2024-05-24,4241.4970703125,4316.2998046875,4406.2998046875,4302.0,4357.5498046875,24579
2024-05-27,4168.091796875,4241.60009765625,4347.4501953125,4223.64990234375,4320.0,25440
2024-05-28,4119.98974609375,4192.64990234375,4275.9501953125,4140.0498046875,4275.9501953125,17447
2024-05-29,4121.708984375,4194.39990234375,4219.89990234375,4152.5498046875,4205.2001953125,29375
2024-05-30,4073.215087890625,4145.0498046875,4211.10009765625,4070.0,4205.0,44186
2024-05-31,4033.02294921875,4104.14990234375,4150.0,4100.0,4145.5,42255
2024-06-03,3973.866455078125,4043.949951171875,4275.0,4032.0,4249.5,51395
2024-06-04,3998.77734375,4069.300048828125,4111.0,3880.0,4104.60009765625,60677
2024-06-05,4114.73193359375,4187.2998046875,4210.0,4001.35009765625,4094.10009765625,30301
2024-06-06,3979.959228515625,4050.14990234375,4247.39990234375,4009.35009765625,4200.0,59898
2024-06-07,3997.10693359375,4067.60009765625,4122.64990234375,4035.14990234375,4077.0,64568
2024-06-10,4049.728515625,4121.14990234375,4138.25,4082.050048828125,4121.9501953125,27020
2024-06-11,4042.997314453125,4114.2998046875,4152.60009765625,4098.2998046875,4125.0,27704
2024-06-12,4056.01806640625,4127.5498046875,4161.0,4082.199951171875,4139.5,36798
2024-06-13,4080.387939453125,4152.35009765625,4170.64990234375,4129.4501953125,4160.0,15093
2024-06-14,4040.00048828125,4111.25,4165.0,4101.0,4150.7001953125,25506
2024-06-18,4020.88720703125,4091.800048828125,4130.9501953125,4086.10009765625,4111.25,43523
2024-06-19,4038.96875,4110.2001953125,4163.7001953125,4072.050048828125,4096.35009765625,32053
2024-06-20,4084.760498046875,4156.7998046875,4165.0,4110.2001953125,4119.9501953125,24045
2024-06-21,4131.044921875,4203.89990234375,4242.0,4125.0,4170.0,69995
2024-06-24,4146.080078125,4219.2001953125,4237.9501953125,4193.7001953125,4225.0,29249
2024-06-25,4130.84912109375,4203.7001953125,4298.0,4175.75,4219.2001953125,50141
2024-06-26,4081.075927734375,4153.0498046875,4237.0,4138.0,4235.0,20468
2024-06-27,3999.51416015625,4070.050048828125,4195.85009765625,4060.0,4156.89990234375,43983
2024-06-28,4178.2119140625,4251.89990234375,4305.0,4102.5,4106.64990234375,108957
2024-07-01,4358.82763671875,4435.7001953125,4468.0,4275.0,4285.0,142380
2024-07-02,4283.45703125,4359.0,4463.14990234375,4314.25,4460.5,46385
2024-07-03,4211.623046875,4285.89990234375,4377.85009765625,4272.14990234375,4377.5498046875,40201
2024-07-04,4241.30078125,4316.10009765625,4385.0,4273.0,4285.89990234375,25199
2024-07-05,4195.0166015625,4269.0,4325.0,4240.0,4316.10009765625,43395
2024-07-08,4183.27294921875,4257.0498046875,4287.2998046875,4215.0,4284.0,23401
2024-07-09,4279.6728515625,4355.14990234375,4370.0,4243.10009765625,4271.10009765625,43689
2024-07-10,4230.2451171875,4304.85009765625,4375.7998046875,4275.89990234375,4375.0,22681
2024-07-11,4211.27978515625,4285.5498046875,4326.0,4261.89990234375,4311.10009765625,64870
2024-07-12,4254.4189453125,4329.4501953125,4354.25,4262.2001953125,4285.5498046875,228992
2024-07-15,4439.60205078125,4517.89990234375,4607.85009765625,4350.0,4350.0,255319
2024-07-16,4383.34521484375,4460.64990234375,4599.9501953125,4422.14990234375,4580.0,140867
2024-07-18,4229.70458984375,4304.2998046875,4447.9501953125,4289.5,4431.0,119799
2024-07-19,4197.03076171875,4271.0498046875,4351.5,4225.0,4315.0,57254
2024-07-22,4217.3232421875,4291.7001953125,4347.7998046875,4247.89990234375,4260.0,29738
2024-07-23,4195.31103515625,4269.2998046875,4338.0498046875,4131.0,4310.9501953125,44851
2024-07-24,4177.525390625,4251.2001953125,4324.2001953125,4227.60009765625,4278.7001953125,25129
2024-07-25,4190.5947265625,4264.5,4285.0,4216.0,4251.2001953125,56586
2024-07-26,4153.59716796875,4226.85009765625,4308.7001953125,4219.35009765625,4279.9501953125,38351
2024-07-29,4252.796875,4327.7998046875,4354.9501953125,4248.0,4248.0,68636
2024-07-30,4308.759765625,4384.75,4428.35009765625,4351.0498046875,4360.0,43984
2024-07-31,4314.51953125,4382.60009765625,4424.0,4371.25,4400.0,38608
2024-08-01,4273.3681640625,4340.7998046875,4420.0,4301.0498046875,4420.0,24202
2024-08-02,4244.37646484375,4311.35009765625,4344.4501953125,4272.5,4330.0,31046
2024-08-05,4151.4921875,4217.0,4300.0,4200.0,4300.0,77669
2024-08-06,4100.8408203125,4165.5498046875,4295.14990234375,4150.0,4217.64990234375,22399
2024-08-07,4177.9248046875,4243.85009765625,4350.0,4147.7001953125,4186.39990234375,78856
2024-08-08,4402.087890625,4471.5498046875,4502.0,4236.2998046875,4241.0,105398
2024-08-09,4347.2529296875,4415.85009765625,4491.5498046875,4400.0,4490.0,36612
2024-08-12,4390.37255859375,4459.64990234375,4467.4501953125,4375.5498046875,4415.7998046875,31598
2024-08-13,4466.9150390625,4537.39990234375,4595.0,4463.5498046875,4498.0,76356
2024-08-14,4369.15771484375,4438.10009765625,4545.9501953125,4402.5498046875,4529.0,26708
2024-08-16,4437.0361328125,4507.0498046875,4522.0,4440.0,4440.0,33076
2024-08-19,4528.83740234375,4600.2998046875,4649.0,4494.2001953125,4509.35009765625,41409
2024-08-20,4516.8271484375,4588.10009765625,4682.7998046875,4554.0498046875,4630.2001953125,42754
2024-08-21,4523.6201171875,4595.0,4673.60009765625,4560.0,4600.0,21244
2024-08-22,4451.705078125,4521.9501953125,4608.64990234375,4508.25,4570.0,26459
2024-08-23,4476.31689453125,4546.9501953125,4575.5,4500.4501953125,4500.4501953125,13863
2024-08-26,4428.2744140625,4498.14990234375,4650.0,4476.0,4555.0,32437
2024-08-27,4452.54150390625,4522.7998046875,4604.9501953125,4505.2001953125,4540.14990234375,33285
2024-08-28,4467.5546875,4538.0498046875,4560.0,4482.0,4560.0,14469
2024-08-29,4426.74853515625,4496.60009765625,4542.0,4470.0,4542.0,13818
2024-08-30,4392.4404296875,4461.75,4532.9501953125,4450.0,4496.60009765625,19050
2024-09-02,4466.12744140625,4536.60009765625,4576.9501953125,4456.35009765625,4500.0,23275
2024-09-03,4568.4619140625,4640.5498046875,4649.0,4536.60009765625,4550.0,41314
2024-09-04,4542.916015625,4614.60009765625,4676.0,4580.0,4649.9501953125,36495
2024-09-05,4517.95947265625,4589.25,4659.39990234375,4585.0,4638.7001953125,16722
2024-09-06,4541.83251953125,4613.5,4747.9501953125,4562.25,4590.7998046875,56938
2024-09-09,4493.7412109375,4564.64990234375,4620.64990234375,4505.7001953125,4613.5498046875,18439
2024-09-10,4534.0556640625,4605.60009765625,4675.0,4580.4501953125,4596.75,13923
2024-09-11,4570.57958984375,4642.7001953125,4740.0,4595.0,4627.14990234375,39402
2024-09-12,4601.4912109375,4674.10009765625,4681.60009765625,4609.0,4649.89990234375,13589
2024-09-13,4594.05859375,4666.5498046875,4766.0,4627.4501953125,4685.0,34432
2024-09-16,4655.19384765625,4728.64990234375,4756.5498046875,4630.2001953125,4666.5498046875,34104
2024-09-17,4664.2998046875,4737.89990234375,4766.5498046875,4690.0,4728.64990234375,19682
2024-09-18,4611.48388671875,4684.25,4770.10009765625,4676.60009765625,4759.9501953125,27306
2024-09-19,4574.7138671875,4646.89990234375,4748.9501953125,4619.5,4685.0,31580
2024-09-20,4562.01416015625,4634.0,4689.89990234375,4603.7998046875,4646.89990234375,31033
2024-09-23,4571.66162109375,4643.7998046875,4716.9501953125,4613.5,4613.5,14850
2024-09-24,4563.19580078125,4635.2001953125,4670.35009765625,4604.60009765625,4630.0,27453
2024-09-25,4475.9716796875,4546.60009765625,4650.0,4526.5,4636.0,17217
2024-09-26,4517.02392578125,4588.2998046875,4619.2001953125,4534.35009765625,4546.60009765625,14319
2024-09-27,4489.11474609375,4559.9501953125,4600.0,4545.0,4600.0,21468
2024-09-30,4590.0712890625,4662.5,4680.0,4561.0,4600.0,25884
2024-10-01,4572.3515625,4644.5,4688.0,4612.5498046875,4688.0,19767
2024-10-03,4425.12451171875,4494.9501953125,4628.85009765625,4470.0498046875,4610.0,60188
2024-10-04,4330.66455078125,4399.0,4489.9501953125,4376.85009765625,4480.0,82178
2024-10-07,4222.96435546875,4289.60009765625,4444.7001953125,4277.10009765625,4399.0,106553
2024-10-08,4401.6943359375,4471.14990234375,4497.4501953125,4260.0,4289.35009765625,96623
2024-10-09,4445.9453125,4516.10009765625,4596.9501953125,4485.0,4506.60009765625,23362
2024-10-10,4428.66845703125,4498.5498046875,4554.2001953125,4461.85009765625,4509.35009765625,9937
2024-10-11,4638.65478515625,4711.85009765625,4739.89990234375,4474.89990234375,4525.0,70029
2024-10-14,4653.61865234375,4727.0498046875,4775.0,4630.0498046875,4747.0,48126
2024-10-15,4622.55859375,4695.5,4764.0,4658.5,4745.7998046875,27157
2024-10-16,4714.31103515625,4788.7001953125,4848.0,4620.0,4705.0,57904
2024-10-17,4691.0283203125,4765.0498046875,5180.0,4699.9501953125,5051.4501953125,981962
2024-10-18,4629.00732421875,4702.0498046875,4769.0,4665.10009765625,4740.0,73782
2024-10-21,4820.53515625,4896.60009765625,5020.0,4705.0,4705.0,363730
2024-10-22,4803.50390625,4879.2998046875,4945.60009765625,4805.75,4886.0498046875,90867
2024-10-23,4850.314453125,4926.85009765625,4955.0,4751.85009765625,4788.0,57848
2024-10-24,5005.0732421875,5084.0498046875,5119.4501953125,4855.0,4881.75,181631
2024-10-25,5001.0859375,5080.0,5147.9501953125,4950.2001953125,5117.9501953125,71234
2024-10-28,5046.173828125,5125.7998046875,5250.0,5025.0498046875,5100.0,119033
2024-10-29,5122.66748046875,5203.5,5240.0,5140.0,5185.39990234375,46284
2024-10-30,5304.13525390625,5372.2998046875,5435.0,5180.0498046875,5200.0,137063
2024-10-31,5405.28515625,5474.75,5500.0,5310.0498046875,5385.0,77237
2024-11-01,5392.7958984375,5462.10009765625,5525.0,5431.5,5508.0,11480
2024-11-04,5423.6982421875,5493.39990234375,5634.9501953125,5411.4501953125,5499.0,81974
2024-11-05,5275.30517578125,5343.10009765625,5475.0498046875,5285.0,5475.0498046875,69121
2024-11-06,5434.65771484375,5504.5,5600.0,5315.0,5315.0,72480
2024-11-07,5437.1748046875,5507.0498046875,5551.0,5451.60009765625,5500.2001953125,40939
2024-11-08,5421.576171875,5491.25,5600.0,5400.0,5507.0,33272
2024-11-11,5461.5625,5531.75,5613.0498046875,5441.0498046875,5501.0,49644
2024-11-12,5391.66064453125,5460.9501953125,5600.0,5421.10009765625,5530.0498046875,35217
2024-11-13,5202.78759765625,5269.64990234375,5456.89990234375,5232.5,5411.5498046875,38572
2024-11-14,5124.74072265625,5190.60009765625,5342.7001953125,5171.10009765625,5235.0,34018
2024-11-18,5216.51123046875,5283.5498046875,5363.75,5111.0,5190.0,24195
2024-11-19,5202.046875,5268.89990234375,5353.25,5230.0,5353.25,17886
2024-11-21,5518.5791015625,5589.5,5600.0,5196.0,5196.2998046875,252601
2024-11-22,5414.220703125,5483.7998046875,5685.0,5366.2001953125,5589.5,80406
2024-11-25,5215.5732421875,5282.60009765625,5618.75,5231.5,5519.7001953125,94493
2024-11-26,5304.23388671875,5372.39990234375,5467.89990234375,5301.0,5335.0,58727
2024-11-27,5215.77099609375,5282.7998046875,5362.85009765625,5254.2001953125,5353.25,18972
2024-11-28,5206.341796875,5273.25,5327.14990234375,5249.9501953125,5275.0,34676
2024-11-29,5295.9404296875,5364.0,5477.7001953125,5274.0,5307.5498046875,55353
2024-12-02,5214.04248046875,5281.0498046875,5375.9501953125,5255.5,5299.9501953125,29024
2024-12-03,5177.11767578125,5243.64990234375,5345.0,5225.0,5335.0,36953
2024-12-04,5300.7783203125,5368.89990234375,5423.89990234375,5235.0,5243.0,62554
2024-12-05,5301.71630859375,5369.85009765625,5415.0,5311.0,5346.39990234375,22562
2024-12-06,5242.87255859375,5310.25,5398.2001953125,5201.0,5380.4501953125,19490
2024-12-09,5217.39990234375,5284.4501953125,5344.9501953125,5163.0498046875,5288.0498046875,48312
2024-12-10,5352.2666015625,5421.0498046875,5447.9501953125,5263.64990234375,5272.4501953125,76186
2024-12-11,5379.12158203125,5448.25,5492.89990234375,5397.0,5456.25,31998
2024-12-12,5456.5263671875,5526.64990234375,5570.0,5424.64990234375,5450.0,39522
2024-12-13,5743.93359375,5817.75,5896.75,5504.39990234375,5562.60009765625,494747
2024-12-16,5718.4609375,5791.9501953125,5909.9501953125,5739.2001953125,5890.0,101368
2024-12-17,5711.79638671875,5785.2001953125,5854.64990234375,5737.7998046875,5829.0,46543
2024-12-18,5794.92822265625,5869.39990234375,5890.0,5740.0,5740.0,50725
2024-12-19,5730.99951171875,5804.64990234375,5830.4501953125,5750.0,5789.2998046875,24637
2024-12-20,5679.51123046875,5752.5,5912.0,5537.0,5856.2998046875,69441
2024-12-23,5622.7900390625,5695.0498046875,5729.5,5569.35009765625,5690.0,33754
2024-12-24,5657.5439453125,5730.25,5762.85009765625,5595.0,5662.0,44297
2024-12-26,5505.10302734375,5575.85009765625,5694.9501953125,5550.0,5690.0,29052
2024-12-27,5515.1728515625,5586.0498046875,5608.2001953125,5460.10009765625,5603.14990234375,24623
2024-12-30,5916.41650390625,5992.4501953125,6099.89990234375,5523.0,5586.0498046875,103280
2024-12-31,6568.68408203125,6653.10009765625,6950.0,5812.2001953125,5962.0498046875,306527
2025-01-01,6327.3359375,6408.64990234375,6649.0,6315.25,6402.7001953125,254169
2025-01-02,6107.806640625,6186.2998046875,6423.75,6151.0,6351.0,90916
2025-01-03,6030.64892578125,6108.14990234375,6280.0,6081.5498046875,6177.0,64838
2025-01-06,5859.2509765625,5934.5498046875,6275.0,5876.7998046875,6108.10009765625,93576
2025-01-07,5830.66845703125,5905.60009765625,6127.25,5871.0,6034.9501953125,64435
2025-01-08,5697.3818359375,5770.60009765625,5934.5,5733.0,5931.2001953125,33015
2025-01-09,5601.71142578125,5673.7001953125,5827.5,5640.0,5807.4501953125,42131
2025-01-10,5603.63623046875,5675.64990234375,5860.0,5620.0,5699.0,78317
2025-01-13,5732.677734375,5806.35009765625,5935.0,5607.10009765625,5670.0498046875,221854
2025-01-14,5812.2060546875,5886.89990234375,6025.0,5762.0,5762.0,96508
2025-01-15,5704.8359375,5778.14990234375,5973.89990234375,5755.25,5919.0,43805
2025-01-16,5625.85107421875,5698.14990234375,5839.9501953125,5685.0,5839.35009765625,35551
2025-01-17,5512.0625,5582.89990234375,5748.0498046875,5533.0,5698.89990234375,31894
2025-01-20,5421.4765625,5491.14990234375,5699.0,5480.0,5624.9501953125,43138
2025-01-21,5341.603515625,5410.25,5529.60009765625,5347.60009765625,5500.0,35780
2025-01-22,5275.4541015625,5343.25,5590.0,5312.0,5400.0,54236
2025-01-23,5224.0146484375,5291.14990234375,5408.39990234375,5266.0,5350.7998046875,62778
2025-01-24,5254.86865234375,5322.39990234375,5499.89990234375,5228.7998046875,5325.5498046875,69898
2025-01-27,5064.95849609375,5130.0498046875,5339.9501953125,5005.5498046875,5322.39990234375,42361
2025-01-28,5000.2900390625,5064.5498046875,5160.0,4859.7998046875,5085.0,45534
2025-01-29,5351.13134765625,5419.89990234375,5500.0,5060.0,5060.0,49507
2025-01-30,5204.169921875,5271.0498046875,5415.0,5170.0498046875,5415.0,58938
2025-01-31,5364.36083984375,5433.2998046875,5474.89990234375,5255.0,5280.0,17402
2025-02-01,5383.71240234375,5452.89990234375,5476.14990234375,5283.0498046875,5468.60009765625,9273
2025-02-03,5332.076171875,5400.60009765625,5530.0,5315.0498046875,5465.7998046875,40316
2025-02-04,5332.52001953125,5401.0498046875,5445.89990234375,5342.7001953125,5421.0,14865
2025-02-05,5229.4453125,5296.64990234375,5435.9501953125,5255.0,5375.0,46669
2025-02-06,5088.802734375,5154.2001953125,5367.5,5140.10009765625,5264.85009765625,35051
2025-02-07,5161.3203125,5227.64990234375,5303.9501953125,5137.14990234375,5187.7001953125,24354
2025-02-10,5044.32421875,5109.14990234375,5338.0,5076.0498046875,5274.5498046875,33552
2025-02-11,5281.32861328125,5349.2001953125,5426.85009765625,4615.0,5070.0,488923
2025-02-12,4990.6630859375,5054.7998046875,5284.7998046875,5035.85009765625,5259.5,129105
2025-02-13,5032.0322265625,5096.7001953125,5218.0,5011.10009765625,5049.7001953125,67318
2025-02-14,5058.4423828125,5123.4501953125,5192.14990234375,5031.89990234375,5100.0,31051
2025-02-17,4882.109375,4944.85009765625,5074.5498046875,4822.0498046875,5052.7001953125,75858
2025-02-18,4812.7001953125,4874.5498046875,5110.89990234375,4834.5498046875,4995.14990234375,52337
2025-02-19,4646.98095703125,4706.7001953125,4838.9501953125,4690.0,4834.0,55341
2025-02-20,4602.1064453125,4661.25,4730.0,4551.0,4709.0,65230
2025-02-21,4591.0986328125,4650.10009765625,4772.5,4588.2998046875,4661.0,47777
2025-02-24,4510.435546875,4568.39990234375,4630.0,4542.0498046875,4575.0,28137
2025-02-25,4437.91748046875,4494.9501953125,4663.5,4468.0498046875,4598.0,49310
2025-02-27,4519.86474609375,4577.9501953125,4779.0,4499.89990234375,4499.89990234375,110944
2025-02-28,4332.71923828125,4388.39990234375,4528.85009765625,4367.25,4494.9501953125,43005
2025-03-03,4392.748046875,4449.2001953125,4497.10009765625,4301.0,4391.5,36811
2025-03-04,4380.060546875,4436.35009765625,4582.0498046875,4322.5498046875,4422.0,59801
2025-03-05,4383.2197265625,4439.5498046875,4512.0,4421.2001953125,4478.2998046875,30075
2025-03-06,4491.67626953125,4549.39990234375,4568.0,4444.0,4448.35009765625,30972
2025-03-07,4431.99365234375,4488.9501953125,4613.0,4471.0,4550.0,31561
2025-03-10,4361.4990234375,4417.5498046875,4563.0,4380.0,4500.0,29770
2025-03-11,4331.53466796875,4387.2001953125,4436.25,4349.75,4350.5498046875,17705
2025-03-12,4331.48486328125,4387.14990234375,4514.7998046875,4331.0,4480.0,33200
2025-03-13,4318.2060546875,4373.7001953125,4435.0,4311.39990234375,4420.0,25697
2025-03-17,4339.482421875,4395.25,4459.89990234375,4352.4501953125,4373.7001953125,23861
2025-03-18,4339.482421875,4395.25,4395.25,4395.25,4395.25,0
2025-03-19,4326.74609375,4382.35009765625,4434.7998046875,4367.9501953125,4434.7998046875,25584
2025-03-20,4360.66064453125,4416.7001953125,4478.0,4388.9501953125,4409.75,34794
2025-03-21,4180.08056640625,4233.7998046875,4536.25,4171.5,4416.7001953125,458360
2025-03-24,4142.859375,4196.10009765625,4277.7998046875,4186.0,4240.39990234375,133054
2025-03-25,4133.4794921875,4186.60009765625,4225.0,4131.2001953125,4225.0,114012
2025-03-26,4116.744140625,4169.64990234375,4209.5498046875,4141.5498046875,4185.0,46837
2025-03-27,4112.94384765625,4165.7998046875,4217.0498046875,4131.0,4165.0,43677
2025-03-28,4125.876953125,4178.89990234375,4234.9501953125,4167.0,4189.0,47036
2025-04-01,4124.44580078125,4177.4501953125,4213.35009765625,4133.0,4213.35009765625,41688
2025-04-02,4187.6337890625,4241.4501953125,4265.0,4125.25,4200.0,74520
2025-04-03,4243.4169921875,4297.9501953125,4318.0,4201.39990234375,4231.39990234375,47516
2025-04-04,4140.490234375,4193.7001953125,4324.0,4163.0,4324.0,43458
2025-04-07,4082.089599609375,4134.5498046875,4149.0,3973.60009765625,3980.0,41326
2025-04-08,4278.6640625,4333.64990234375,4357.9501953125,4129.60009765625,4160.14990234375,66336
2025-04-09,4157.6689453125,4211.10009765625,4364.89990234375,4171.25,4300.0,53535
2025-04-11,4188.21728515625,4215.85009765625,4282.75,4173.5498046875,4249.9501953125,82249
2025-04-15,4329.93212890625,4358.5,4375.89990234375,4218.10009765625,4225.7001953125,40320
2025-04-16,4439.41015625,4468.7001953125,4480.0,4344.10009765625,4400.0,53896
2025-04-17,4525.93896484375,4555.7998046875,4577.7001953125,4444.60009765625,4509.7001953125,73626
2025-04-21,4672.07470703125,4702.89990234375,4720.0,4535.7001953125,4593.5,41805
2025-04-22,4704.06396484375,4735.10009765625,4784.0,4665.2001953125,4734.0,39935
2025-04-23,4720.85302734375,4752.0,4770.0,4660.0,4750.0,43300
