date_,adj close_cholafin.ns,close_cholafin.ns,high_cholafin.ns,low_cholafin.ns,open_cholafin.ns,volume_cholafin.ns
2024-01-16,1295.5596923828125,1299.449951171875,1310.0,1276.050048828125,1279.8499755859375,2510614
2024-01-17,1284.2437744140625,1288.0999755859375,1306.0,1280.300048828125,1286.5,2378717
2024-01-18,1287.783203125,1291.6500244140625,1298.3499755859375,1246.300048828125,1281.9000244140625,1912562
2024-01-19,1261.7613525390625,1265.550048828125,1295.050048828125,1254.050048828125,1294.9000244140625,1372449
2024-01-23,1216.596923828125,1220.25,1296.3499755859375,1209.949951171875,1267.0,2858244
2024-01-24,1242.0704345703125,1245.800048828125,1277.0999755859375,1201.5,1220.0999755859375,1810867
2024-01-25,1240.9736328125,1244.699951171875,1265.0,1223.449951171875,1249.25,1302157
2024-01-29,1227.115478515625,1230.800048828125,1271.3499755859375,1219.5,1270.0,2511468
2024-01-30,1210.41552734375,1214.050048828125,1277.8499755859375,1210.9000244140625,1235.3499755859375,3016003
2024-01-31,1180.60498046875,1184.1500244140625,1222.0,1175.5,1216.0,2760030
2024-02-01,1141.6221923828125,1145.050048828125,1193.1500244140625,1133.8499755859375,1190.0,2884912
2024-02-02,1157.3746337890625,1160.8499755859375,1175.8499755859375,1143.75,1145.050048828125,1664980
2024-02-05,1132.947998046875,1136.3499755859375,1171.75,1130.699951171875,1162.0,1564033
2024-02-06,1153.5860595703125,1157.050048828125,1164.0,1127.25,1147.699951171875,2243173
2024-02-07,1157.6285400390625,1159.800048828125,1172.75,1147.050048828125,1170.0,2520205
2024-02-08,1131.3277587890625,1133.449951171875,1162.6500244140625,1115.0999755859375,1155.0999755859375,3061436
2024-02-09,1120.19873046875,1122.300048828125,1140.199951171875,1100.199951171875,1140.199951171875,2363941
2024-02-12,1099.4876708984375,1101.550048828125,1133.949951171875,1098.0,1130.0,850214
2024-02-13,1139.5623779296875,1141.699951171875,1150.0,1103.0,1108.0,3317561
2024-02-14,1123.09326171875,1125.199951171875,1136.9000244140625,1109.199951171875,1136.9000244140625,775287
2024-02-15,1122.3946533203125,1124.5,1151.699951171875,1120.550048828125,1132.800048828125,1815648
2024-02-16,1141.858154296875,1144.0,1146.1500244140625,1123.9000244140625,1131.75,1011354
2024-02-19,1131.2281494140625,1133.3499755859375,1155.550048828125,1127.949951171875,1152.449951171875,911475
2024-02-20,1097.8406982421875,1099.9000244140625,1124.0,1091.8499755859375,1124.0,2572662
2024-02-21,1083.5177001953125,1085.550048828125,1109.9000244140625,1081.0,1097.550048828125,2133034
2024-02-22,1080.42333984375,1082.449951171875,1090.550048828125,1067.4000244140625,1088.699951171875,1546459
2024-02-23,1103.3304443359375,1105.4000244140625,1109.699951171875,1079.0999755859375,1089.3499755859375,1687284
2024-02-26,1108.7701416015625,1110.8499755859375,1114.9000244140625,1093.0,1105.1500244140625,1112759
2024-02-27,1096.593017578125,1098.6500244140625,1127.050048828125,1085.5,1104.0999755859375,1977469
2024-02-28,1067.6971435546875,1069.699951171875,1105.0,1061.550048828125,1101.0,1184413
2024-02-29,1087.16064453125,1089.199951171875,1095.0,1062.0,1070.0,1362002
2024-03-01,1093.79833984375,1095.8499755859375,1099.0,1080.5,1090.050048828125,639779
2024-03-04,1073.536376953125,1075.550048828125,1094.949951171875,1071.0,1085.0,1497000
2024-03-05,1044.93994140625,1046.9000244140625,1094.5,1042.199951171875,1079.9000244140625,2399949
2024-03-06,1017.6909790039062,1019.5999755859375,1056.300048828125,1011.2000122070312,1041.0,2251068
2024-03-07,1081.221923828125,1083.25,1089.699951171875,1036.550048828125,1041.0,4704679
2024-03-11,1093.39892578125,1095.449951171875,1107.9000244140625,1086.800048828125,1092.0,2070659
2024-03-12,1064.4532470703125,1066.449951171875,1096.550048828125,1059.800048828125,1090.0,1860620
2024-03-13,1046.33740234375,1048.300048828125,1070.800048828125,1035.8499755859375,1070.1500244140625,2403094
2024-03-14,1068.8450927734375,1070.8499755859375,1080.0,1034.300048828125,1053.699951171875,1692979
2024-03-15,1065.8505859375,1067.8499755859375,1086.0,1055.6500244140625,1074.949951171875,1670380
2024-03-18,1054.422119140625,1056.4000244140625,1071.300048828125,1051.0,1071.0,824132
2024-03-19,1044.790283203125,1046.75,1058.5,1040.050048828125,1053.5,3933520
2024-03-20,1042.8438720703125,1044.800048828125,1051.300048828125,1026.6500244140625,1044.5,1241436
2024-03-21,1072.188720703125,1074.199951171875,1081.5999755859375,1047.550048828125,1052.0,3184470
2024-03-22,1087.3602294921875,1089.4000244140625,1093.5,1066.199951171875,1072.050048828125,1861277
2024-03-26,1113.1119384765625,1115.199951171875,1131.0,1077.5,1080.4000244140625,3092010
2024-03-27,1128.0838623046875,1130.199951171875,1133.0,1113.0999755859375,1119.0,1445844
2024-03-28,1154.4345703125,1156.5999755859375,1168.5999755859375,1130.199951171875,1130.199951171875,1845633
2024-04-01,1183.1806640625,1185.4000244140625,1191.5999755859375,1160.0,1162.0,1170898
2024-04-02,1195.00830078125,1197.25,1201.699951171875,1183.75,1185.4000244140625,1552331
2024-04-03,1192.5130615234375,1194.75,1204.5,1176.949951171875,1195.050048828125,1645617
2024-04-04,1194.1099853515625,1196.3499755859375,1213.300048828125,1193.9000244140625,1210.0,1568022
2024-04-05,1215.3702392578125,1217.6500244140625,1220.550048828125,1185.300048828125,1193.199951171875,1353217
2024-04-08,1200.797607421875,1203.050048828125,1236.0,1200.0,1236.0,1710691
2024-04-09,1207.83447265625,1210.0999755859375,1223.699951171875,1198.300048828125,1215.0999755859375,956608
2024-04-10,1189.568603515625,1191.800048828125,1222.199951171875,1187.050048828125,1215.0999755859375,575759
2024-04-12,1175.3951416015625,1177.5999755859375,1199.550048828125,1174.0999755859375,1191.050048828125,564886
2024-04-15,1159.52490234375,1161.699951171875,1180.0,1150.0,1150.0,808218
2024-04-16,1127.8843994140625,1130.0,1161.699951171875,1126.199951171875,1153.0,1235759
2024-04-18,1116.705322265625,1118.800048828125,1144.949951171875,1114.800048828125,1139.0,833424
2024-04-19,1126.037841796875,1128.1500244140625,1132.550048828125,1100.5,1114.75,621126
2024-04-22,1137.865478515625,1140.0,1150.4000244140625,1125.5,1139.0,1111419
2024-04-23,1141.1094970703125,1143.25,1159.9000244140625,1135.0,1143.949951171875,596378
2024-04-24,1166.61181640625,1168.800048828125,1181.25,1144.699951171875,1148.050048828125,929917
2024-04-25,1153.186767578125,1155.3499755859375,1170.0,1147.25,1159.0,766072
2024-04-26,1169.506103515625,1171.699951171875,1184.699951171875,1150.449951171875,1164.9000244140625,1064592
2024-04-29,1168.7076416015625,1170.9000244140625,1176.050048828125,1161.1500244140625,1173.0,599436
2024-04-30,1191.06591796875,1193.300048828125,1212.800048828125,1173.0,1180.0,1816728
2024-05-02,1299.1630859375,1301.5999755859375,1309.800048828125,1206.0,1206.0,7345047
2024-05-03,1307.247802734375,1309.699951171875,1352.5999755859375,1301.25,1312.800048828125,3478644
2024-05-06,1323.5174560546875,1326.0,1349.9000244140625,1300.0,1315.0,1372751
2024-05-07,1303.904052734375,1306.3499755859375,1331.050048828125,1288.5999755859375,1326.0,1559158
2024-05-08,1261.58349609375,1263.949951171875,1306.6500244140625,1258.5999755859375,1296.0999755859375,2129305
2024-05-09,1220.211181640625,1222.5,1273.949951171875,1216.4000244140625,1270.0,1159750
2024-05-10,1270.267333984375,1272.6500244140625,1279.1500244140625,1224.6500244140625,1234.949951171875,2686766
2024-05-13,1280.1986083984375,1282.5999755859375,1302.0,1242.1500244140625,1279.800048828125,1639556
2024-05-14,1249.705810546875,1252.050048828125,1290.0,1243.199951171875,1282.25,1216177
2024-05-15,1229.0445556640625,1231.3499755859375,1259.3499755859375,1224.0,1255.0,1299166
2024-05-16,1259.63720703125,1262.0,1271.949951171875,1231.550048828125,1243.699951171875,1689316
2024-05-17,1282.59423828125,1285.0,1292.449951171875,1248.8499755859375,1265.9000244140625,857080
2024-05-21,1290.030029296875,1292.449951171875,1308.699951171875,1276.0,1285.300048828125,1610011
2024-05-22,1267.3726806640625,1269.75,1304.949951171875,1263.699951171875,1298.8499755859375,730897
2024-05-23,1276.8548583984375,1279.25,1282.0999755859375,1262.300048828125,1275.0,462881
2024-05-24,1258.589111328125,1260.949951171875,1272.5999755859375,1245.0,1265.0,1341766
2024-05-27,1267.6221923828125,1270.0,1274.949951171875,1258.0,1261.949951171875,1089494
2024-05-28,1257.3414306640625,1259.699951171875,1272.6500244140625,1251.5,1271.199951171875,1064850
2024-05-29,1238.07763671875,1240.4000244140625,1269.800048828125,1235.0,1254.050048828125,959457
2024-05-30,1210.5792236328125,1212.8499755859375,1246.0,1205.550048828125,1237.5,902176
2024-05-31,1238.7762451171875,1241.0999755859375,1255.800048828125,1214.5999755859375,1214.5999755859375,2733548
2024-06-03,1286.2371826171875,1288.6500244140625,1294.949951171875,1263.8499755859375,1270.0,1873865
