date_,adj close_cholafin.ns,close_cholafin.ns,high_cholafin.ns,low_cholafin.ns,open_cholafin.ns,volume_cholafin.ns
2024-06-04,1229.0943603515625,1231.4000244140625,1308.4000244140625,1197.5999755859375,1300.0,3974437
2024-06-05,1286.087646484375,1288.5,1299.5999755859375,1219.800048828125,1220.0,1309669
2024-06-06,1333.19921875,1335.699951171875,1344.0,1283.8499755859375,1288.4000244140625,1742305
2024-06-07,1335.3450927734375,1337.8499755859375,1351.0,1325.300048828125,1350.0,1065686
2024-06-10,1357.40380859375,1359.949951171875,1369.0,1335.300048828125,1343.0,1022484
2024-06-11,1329.8055419921875,1332.300048828125,1360.949951171875,1326.6500244140625,1360.949951171875,1135533
2024-06-12,1356.5054931640625,1359.050048828125,1369.199951171875,1328.949951171875,1344.699951171875,1060279
2024-06-13,1433.4112548828125,1436.0999755859375,1439.949951171875,1365.800048828125,1374.0,4792044
2024-06-14,1444.2908935546875,1447.0,1455.8499755859375,1431.050048828125,1435.0,1636769
2024-06-18,1451.427490234375,1454.1500244140625,1459.0,1434.5999755859375,1447.050048828125,1278612
2024-06-19,1447.93408203125,1450.6500244140625,1476.199951171875,1439.5,1461.0,1474026
2024-06-20,1436.00634765625,1438.699951171875,1453.0,1425.5,1453.0,1128520
2024-06-21,1398.9259033203125,1401.550048828125,1448.0,1393.800048828125,1438.699951171875,1345648
2024-06-24,1432.063720703125,1434.75,1441.6500244140625,1386.3499755859375,1404.0,925196
2024-06-25,1428.6700439453125,1431.3499755859375,1447.1500244140625,1405.699951171875,1442.5,1361328
2024-06-26,1427.5721435546875,1430.25,1448.0,1420.9000244140625,1428.25,693449
2024-06-27,1435.407470703125,1438.0999755859375,1447.0,1414.1500244140625,1436.0,691354
2024-06-28,1420.8348388671875,1423.5,1439.4000244140625,1409.3499755859375,1432.75,1498054
2024-07-01,1431.9139404296875,1434.5999755859375,1443.0,1415.75,1424.0,505369
2024-07-02,1397.62841796875,1400.25,1450.0,1394.0,1446.0,1518931
2024-07-03,1432.61279296875,1435.300048828125,1441.8499755859375,1400.0,1410.25,525587
2024-07-04,1419.0382080078125,1421.699951171875,1443.0,1418.5,1443.0,434055
2024-07-05,1428.9195556640625,1431.5999755859375,1435.800048828125,1409.0,1425.800048828125,514803
2024-07-08,1409.506103515625,1412.1500244140625,1433.050048828125,1395.0,1433.050048828125,572499
2024-07-09,1400.872314453125,1403.5,1425.0,1400.3499755859375,1420.5,673844
2024-07-10,1418.389404296875,1421.050048828125,1423.5999755859375,1390.0,1413.800048828125,912911
2024-07-11,1402.169921875,1404.800048828125,1433.0,1402.199951171875,1425.9000244140625,2560438
2024-07-12,1378.1148681640625,1380.699951171875,1429.8499755859375,1377.75,1408.0,1083813
2024-07-15,1410.853515625,1413.5,1419.800048828125,1373.9000244140625,1382.0,1077931
2024-07-16,1405.5634765625,1408.199951171875,1432.949951171875,1400.5,1418.9000244140625,839363
2024-07-18,1447.135498046875,1449.8499755859375,1454.449951171875,1398.949951171875,1408.0,1576176
2024-07-19,1424.7166748046875,1426.699951171875,1456.8499755859375,1421.300048828125,1454.0,853356
2024-07-22,1401.399169921875,1403.3499755859375,1425.9000244140625,1390.0,1408.9000244140625,1022226
2024-07-23,1393.7098388671875,1395.6500244140625,1426.6500244140625,1363.050048828125,1414.0,1473643
2024-07-24,1386.96923828125,1388.9000244140625,1421.699951171875,1382.699951171875,1395.800048828125,815472
2024-07-25,1361.75439453125,1363.6500244140625,1385.0,1341.550048828125,1381.3499755859375,1301367
2024-07-26,1408.988525390625,1410.949951171875,1437.1500244140625,1351.949951171875,1364.0,2239763
2024-07-29,1431.4073486328125,1433.4000244140625,1477.0,1364.0999755859375,1415.0,4102496
2024-07-30,1415.87890625,1417.8499755859375,1445.800048828125,1393.199951171875,1432.8499755859375,2768717
2024-07-31,1414.6307373046875,1416.5999755859375,1440.8499755859375,1409.8499755859375,1416.800048828125,1184730
2024-08-01,1388.716796875,1390.6500244140625,1442.5,1382.199951171875,1418.5,1234681
2024-08-02,1383.1744384765625,1385.0999755859375,1409.949951171875,1368.75,1381.0,730113
2024-08-05,1344.9776611328125,1346.8499755859375,1388.9000244140625,1329.050048828125,1370.0,2242211
2024-08-06,1333.49365234375,1335.3499755859375,1383.5999755859375,1330.3499755859375,1355.0,1039991
2024-08-07,1375.78466796875,1377.699951171875,1385.5,1348.300048828125,1352.0,1278447
2024-08-08,1348.3729248046875,1350.25,1386.449951171875,1346.050048828125,1382.0,451732
2024-08-09,1346.775146484375,1348.6500244140625,1374.9000244140625,1337.0999755859375,1368.0,656951
2024-08-12,1346.875,1348.75,1353.949951171875,1332.8499755859375,1340.0,601506
2024-08-13,1313.0721435546875,1314.9000244140625,1365.949951171875,1302.5,1358.0,3186664
2024-08-14,1342.131591796875,1344.0,1346.5,1309.0999755859375,1316.949951171875,1503161
2024-08-16,1367.2467041015625,1369.1500244140625,1372.75,1341.0,1345.050048828125,612766
2024-08-19,1347.8236083984375,1349.699951171875,1377.0,1347.0999755859375,1369.1500244140625,1038009
2024-08-20,1385.920654296875,1387.8499755859375,1400.050048828125,1349.0,1359.9000244140625,1259146
2024-08-21,1398.4532470703125,1400.4000244140625,1404.4000244140625,1373.1500244140625,1387.699951171875,523608
2024-08-22,1363.75146484375,1365.6500244140625,1410.0,1352.949951171875,1400.4000244140625,1640128
2024-08-23,1346.925048828125,1348.800048828125,1369.8499755859375,1344.199951171875,1365.5,1679433
2024-08-26,1393.1107177734375,1395.050048828125,1397.9000244140625,1350.0,1357.0,1742029
2024-08-27,1441.79296875,1443.800048828125,1449.9000244140625,1381.0,1395.050048828125,2974425
2024-08-28,1448.6832275390625,1450.699951171875,1458.9000244140625,1433.0,1443.800048828125,1014841
2024-08-29,1453.576416015625,1455.5999755859375,1478.9000244140625,1435.199951171875,1443.0,1510639
2024-08-30,1453.576416015625,1455.5999755859375,1462.9000244140625,1426.300048828125,1462.5,1764924
2024-09-02,1484.23388671875,1486.300048828125,1494.0,1452.550048828125,1460.0,1830962
2024-09-03,1497.9146728515625,1500.0,1506.449951171875,1465.0999755859375,1495.050048828125,1947168
2024-09-04,1485.232421875,1487.300048828125,1501.949951171875,1463.0,1463.0,1194449
2024-09-05,1531.4681396484375,1533.5999755859375,1549.0,1505.9000244140625,1519.050048828125,3481685
2024-09-06,1509.2490234375,1511.3499755859375,1556.800048828125,1506.0999755859375,1543.0,2754275
2024-09-09,1536.111572265625,1538.25,1542.699951171875,1511.3499755859375,1511.3499755859375,1682896
2024-09-10,1505.504150390625,1507.5999755859375,1549.449951171875,1500.5999755859375,1545.0,1198527
2024-09-11,1519.3348388671875,1521.449951171875,1533.9000244140625,1503.4000244140625,1510.0,653307
2024-09-12,1573.3597412109375,1575.550048828125,1579.0,1541.5999755859375,1549.949951171875,2689481
2024-09-13,1572.311279296875,1574.5,1594.0,1568.800048828125,1580.0,1115661
2024-09-16,1562.5748291015625,1564.75,1589.949951171875,1559.0,1580.8499755859375,1112875
2024-09-17,1571.761962890625,1573.949951171875,1585.0,1557.4000244140625,1564.75,2133543
2024-09-18,1587.939453125,1590.1500244140625,1602.8499755859375,1573.050048828125,1574.0,1305843
2024-09-19,1594.0810546875,1596.300048828125,1614.0,1574.0,1599.0,776010
2024-09-20,1602.06982421875,1604.300048828125,1613.199951171875,1582.0,1601.0,1168486
2024-09-23,1631.57861328125,1633.8499755859375,1649.800048828125,1613.0,1620.0,1129202
2024-09-24,1612.055908203125,1614.300048828125,1652.0,1603.050048828125,1639.949951171875,1041776
2024-09-25,1616.05029296875,1618.300048828125,1624.300048828125,1592.8499755859375,1614.300048828125,893217
2024-09-26,1639.4676513671875,1641.75,1644.949951171875,1612.0,1625.1500244140625,1063773
2024-09-27,1606.7633056640625,1609.0,1638.0,1590.5,1631.800048828125,1852921
2024-09-30,1605.7645263671875,1608.0,1623.8499755859375,1599.050048828125,1609.0,917971
2024-10-01,1579.6510009765625,1581.8499755859375,1623.0,1576.0999755859375,1611.0999755859375,924366
2024-10-03,1514.1422119140625,1516.25,1575.3499755859375,1507.5999755859375,1565.0,1278465
2024-10-04,1495.318359375,1497.4000244140625,1526.25,1489.1500244140625,1516.25,600340
2024-10-07,1476.3946533203125,1478.449951171875,1514.3499755859375,1462.0,1504.800048828125,759332
2024-10-08,1528.8216552734375,1530.949951171875,1537.0,1469.550048828125,1470.0,2220536
2024-10-09,1559.3792724609375,1561.550048828125,1586.949951171875,1538.0,1539.0,1777352
2024-10-10,1514.990966796875,1517.0999755859375,1587.449951171875,1511.300048828125,1569.8499755859375,1081043
2024-10-11,1498.96337890625,1501.050048828125,1517.0999755859375,1479.0,1517.0999755859375,1050785
2024-10-14,1510.796875,1512.9000244140625,1533.550048828125,1503.0,1525.0,507730
2024-10-15,1500.9605712890625,1503.050048828125,1524.699951171875,1491.1500244140625,1524.0,1372341
2024-10-16,1483.13525390625,1485.199951171875,1509.6500244140625,1474.449951171875,1501.949951171875,942953
2024-10-17,1454.5252685546875,1456.550048828125,1495.5,1448.3499755859375,1485.25,1585872
2024-10-18,1458.27001953125,1460.300048828125,1468.25,1427.5,1443.0999755859375,847463
2024-10-21,1436.699951171875,1438.699951171875,1476.699951171875,1434.8499755859375,1461.0,547781
2024-10-22,1409.2381591796875,1411.199951171875,1457.949951171875,1405.5999755859375,1444.800048828125,1288147
2024-10-23,1404.744384765625,1406.699951171875,1430.1500244140625,1386.0,1411.0,1310995
2024-10-24,1384.2230224609375,1386.1500244140625,1417.0,1350.6500244140625,1415.0,825792
2024-10-25,1370.2923583984375,1372.199951171875,1432.8499755859375,1342.050048828125,1395.0,1708841
2024-10-28,1278.570068359375,1280.3499755859375,1383.949951171875,1271.0,1383.949951171875,5699062
2024-10-29,1290.6033935546875,1292.4000244140625,1296.800048828125,1264.6500244140625,1289.9000244140625,5601418
2024-10-30,1272.7281494140625,1274.5,1295.699951171875,1265.1500244140625,1280.199951171875,1458435
2024-10-31,1270.980712890625,1272.75,1290.0,1251.5,1281.800048828125,1297605
2024-11-01,1281.416015625,1283.199951171875,1290.550048828125,1279.0,1290.550048828125,98256
2024-11-04,1249.5106201171875,1251.25,1291.0,1248.300048828125,1291.0,1323470
2024-11-05,1281.2164306640625,1283.0,1290.9000244140625,1221.0999755859375,1242.1500244140625,2322459
2024-11-06,1302.736572265625,1304.550048828125,1307.699951171875,1275.4000244140625,1285.0,1220646
2024-11-07,1281.2164306640625,1283.0,1320.0,1267.0,1307.0,882788
2024-11-08,1258.9473876953125,1260.699951171875,1293.0,1255.300048828125,1281.0,989468
2024-11-11,1260.7947998046875,1262.550048828125,1273.0,1244.8499755859375,1263.0,527465
2024-11-12,1238.0264892578125,1239.75,1278.3499755859375,1235.75,1269.0,1006239
2024-11-13,1203.374755859375,1205.050048828125,1250.0,1195.0,1225.449951171875,1989571
2024-11-14,1204.0238037109375,1205.699951171875,1215.0,1181.1500244140625,1201.0,1443941
2024-11-18,1241.0723876953125,1242.800048828125,1253.800048828125,1207.300048828125,1211.75,1661116
2024-11-19,1234.28173828125,1236.0,1254.25,1221.050048828125,1243.75,1793763
2024-11-21,1203.22509765625,1204.9000244140625,1236.0,1202.5,1230.5,2224943
2024-11-22,1206.72021484375,1208.4000244140625,1219.4000244140625,1185.0,1185.0,2785943
2024-11-25,1238.1763916015625,1239.9000244140625,1263.0999755859375,1230.8499755859375,1252.0,2851902
2024-11-26,1263.6907958984375,1265.449951171875,1280.550048828125,1232.8499755859375,1239.9000244140625,1163794
2024-11-27,1277.371826171875,1279.1500244140625,1292.0,1258.25,1260.0,766225
2024-11-28,1266.5867919921875,1268.3499755859375,1284.4000244140625,1258.5,1270.0,1691315
2024-11-29,1232.234619140625,1233.949951171875,1273.949951171875,1229.050048828125,1269.449951171875,2220045
2024-12-02,1247.46337890625,1249.199951171875,1259.449951171875,1233.1500244140625,1234.0,4211650
2024-12-03,1251.9072265625,1253.6500244140625,1285.550048828125,1247.3499755859375,1257.050048828125,5948984
2024-12-04,1290.45361328125,1292.25,1298.300048828125,1257.0,1260.0,1782673
2024-12-05,1289.6546630859375,1291.449951171875,1302.6500244140625,1279.4000244140625,1300.0,903593
2024-12-06,1273.327392578125,1275.0999755859375,1298.6500244140625,1267.75,1298.6500244140625,952010
2024-12-09,1280.467529296875,1282.25,1293.4000244140625,1272.6500244140625,1275.0999755859375,1661864
2024-12-10,1334.4423828125,1336.300048828125,1340.0,1285.0,1292.8499755859375,3658637
2024-12-11,1347.07470703125,1348.949951171875,1364.0,1332.949951171875,1349.0,2210755
2024-12-12,1341.1829833984375,1343.050048828125,1355.3499755859375,1333.3499755859375,1348.5,748016
2024-12-13,1303.0361328125,1304.8499755859375,1334.8499755859375,1280.699951171875,1334.8499755859375,2013014
2024-12-16,1283.91259765625,1285.699951171875,1312.199951171875,1278.0,1305.699951171875,1951533
2024-12-17,1245.0667724609375,1246.800048828125,1287.8499755859375,1241.050048828125,1286.0,2378904
2024-12-18,1241.0223388671875,1242.75,1259.0,1232.699951171875,1245.1500244140625,2196037
2024-12-19,1212.0626220703125,1213.75,1226.699951171875,1203.25,1219.0,1664959
2024-12-20,1187.8963623046875,1189.550048828125,1229.699951171875,1182.800048828125,1215.949951171875,2300317
2024-12-23,1169.471923828125,1171.0999755859375,1199.949951171875,1168.0999755859375,1192.5,1453658
2024-12-24,1183.802001953125,1185.449951171875,1191.199951171875,1168.0,1168.050048828125,1124697
2024-12-26,1187.696533203125,1189.3499755859375,1196.0,1180.6500244140625,1195.449951171875,587018
2024-12-27,1192.1904296875,1193.8499755859375,1216.5999755859375,1190.5,1198.5999755859375,663670
2024-12-30,1210.714599609375,1212.4000244140625,1232.5,1203.4000244140625,1217.0,4066946
2024-12-31,1184.3013916015625,1185.949951171875,1215.0,1183.0,1200.0,1279758
2025-01-01,1182.70361328125,1184.3499755859375,1194.9000244140625,1175.0999755859375,1190.0,587931
2025-01-02,1269.732421875,1271.5,1276.0,1183.050048828125,1184.0,5438699
2025-01-03,1318.4146728515625,1320.25,1330.5999755859375,1270.550048828125,1279.0,4575469
2025-01-06,1292.40087890625,1294.199951171875,1343.1500244140625,1285.9000244140625,1324.0,2220983
2025-01-07,1274.2261962890625,1276.0,1300.25,1270.300048828125,1295.0,1548819
2025-01-08,1273.477294921875,1275.25,1278.949951171875,1253.199951171875,1268.0,1212951
2025-01-09,1286.4091796875,1288.199951171875,1292.300048828125,1266.6500244140625,1280.0,1603366
2025-01-10,1253.3052978515625,1255.050048828125,1296.25,1238.550048828125,1294.0,2116766
2025-01-13,1220.8505859375,1222.550048828125,1259.4000244140625,1215.25,1230.0,2021426
2025-01-14,1268.9334716796875,1270.699951171875,1277.050048828125,1226.800048828125,1226.800048828125,2019116
2025-01-15,1252.1068115234375,1253.8499755859375,1290.949951171875,1251.0,1290.949951171875,1132553
2025-01-16,1280.317626953125,1282.0999755859375,1297.949951171875,1265.0999755859375,1268.8499755859375,2453628
2025-01-17,1255.6519775390625,1257.4000244140625,1290.0,1241.199951171875,1290.0,1594817
2025-01-20,1245.1666259765625,1246.9000244140625,1269.300048828125,1228.800048828125,1259.5,763622
2025-01-21,1238.7755126953125,1240.5,1269.5,1238.300048828125,1245.0999755859375,1153732
2025-01-22,1255.3524169921875,1257.0999755859375,1278.0,1231.449951171875,1248.0,1708689
2025-01-23,1244.31787109375,1246.050048828125,1258.3499755859375,1221.0,1251.0,1143154
2025-01-24,1221.349853515625,1223.050048828125,1252.3499755859375,1215.6500244140625,1247.5,1118698
2025-01-27,1173.716064453125,1175.3499755859375,1220.0,1169.800048828125,1220.0,1224514
2025-01-28,1239.9737548828125,1241.699951171875,1292.8499755859375,1196.0,1205.0,4408311
2025-01-29,1294.7476806640625,1296.550048828125,1304.5,1230.050048828125,1235.0,2589903
2025-01-30,1277.6214599609375,1279.4000244140625,1308.5999755859375,1265.050048828125,1295.5,1603461
2025-01-31,1284.0625,1285.8499755859375,1321.800048828125,1247.449951171875,1284.0,3455935
2025-02-01,1263.7408447265625,1265.5,1296.300048828125,1225.3499755859375,1296.25,1221548
2025-02-03,1335.79052734375,1337.6500244140625,1340.4000244140625,1239.0999755859375,1269.0,3201674
2025-02-04,1392.9609375,1394.9000244140625,1399.5,1342.050048828125,1348.0,4294009
2025-02-05,1386.0704345703125,1388.0,1401.449951171875,1372.199951171875,1400.0,2256362
2025-02-06,1379.97900390625,1381.9000244140625,1401.0999755859375,1365.199951171875,1381.5,1418890
2025-02-07,1379.5291748046875,1380.1500244140625,1395.0,1356.050048828125,1384.9000244140625,1906955
2025-02-10,1347.1436767578125,1347.75,1390.0,1322.550048828125,1374.0999755859375,742166
2025-02-11,1309.7105712890625,1310.300048828125,1356.0,1300.5999755859375,1347.75,1165281
2025-02-12,1351.2418212890625,1351.8499755859375,1358.5,1302.0,1313.800048828125,1486866
2025-02-13,1390.1744384765625,1390.800048828125,1414.5,1355.0,1355.0,3103262
2025-02-14,1375.3809814453125,1376.0,1403.5,1357.0,1391.0,1380204
2025-02-17,1356.339599609375,1356.949951171875,1377.449951171875,1336.449951171875,1365.050048828125,1159828
2025-02-18,1349.7926025390625,1350.4000244140625,1362.4000244140625,1333.050048828125,1351.0999755859375,1120095
2025-02-19,1374.7813720703125,1375.4000244140625,1380.8499755859375,1343.449951171875,1350.0,1493355
2025-02-20,1394.622314453125,1395.25,1399.0,1358.4000244140625,1370.0,1137492
2025-02-21,1383.52734375,1384.1500244140625,1406.75,1370.5,1394.449951171875,1316473
2025-02-24,1376.6304931640625,1377.25,1382.5,1338.0,1375.0,933976
2025-02-25,1367.184814453125,1367.800048828125,1403.6500244140625,1363.25,1379.949951171875,1043022
2025-02-27,1438.0028076171875,1438.6500244140625,1443.5,1400.5,1406.1500244140625,4929552
2025-02-28,1400.119873046875,1400.75,1438.6500244140625,1395.300048828125,1434.0999755859375,2802181
2025-03-03,1419.111328125,1419.75,1427.949951171875,1400.0,1408.0,1551965
2025-03-04,1448.9478759765625,1449.5999755859375,1454.25,1387.300048828125,1414.800048828125,1971854
2025-03-05,1446.2491455078125,1446.9000244140625,1461.9000244140625,1394.050048828125,1458.0,2724065
2025-03-06,1457.94384765625,1458.5999755859375,1500.0,1450.0,1469.0,1086379
2025-03-07,1456.6944580078125,1457.3499755859375,1474.0,1449.6500244140625,1467.550048828125,1722090
2025-03-10,1418.9114990234375,1419.550048828125,1476.3499755859375,1411.0,1460.0,1482590
2025-03-11,1448.0982666015625,1448.75,1455.0,1408.75,1417.0,1204847
2025-03-12,1450.8470458984375,1451.5,1457.0,1425.550048828125,1457.0,1194307
2025-03-13,1444.050048828125,1444.699951171875,1466.949951171875,1437.0,1456.550048828125,754263
2025-03-17,1454.9451904296875,1455.5999755859375,1466.0,1433.0999755859375,1438.0999755859375,849819
2025-03-18,1454.9451904296875,1455.5999755859375,1455.5999755859375,1455.5999755859375,1455.5999755859375,0
