date_,adj close_ntpc.ns,close_ntpc.ns,high_ntpc.ns,low_ntpc.ns,open_ntpc.ns,volume_ntpc.ns
2024-07-05,364.7989501953125,379.79998779296875,381.25,371.0,374.3500061035156,15946104
2024-07-08,362.5417175292969,377.45001220703125,381.25,376.1499938964844,380.8500061035156,8898299
2024-07-09,362.15753173828125,377.04998779296875,380.25,375.04998779296875,379.20001220703125,8355819
2024-07-10,366.3357238769531,381.3999938964844,383.79998779296875,370.0,378.79998779296875,17715196
2024-07-11,362.2055969238281,377.1000061035156,383.29998779296875,374.6000061035156,382.3999938964844,19873143
2024-07-12,362.25360107421875,377.1499938964844,379.3999938964844,372.0,378.95001220703125,16151583
2024-07-15,370.4178466796875,385.6499938964844,388.95001220703125,376.8999938964844,378.6000061035156,22951140
2024-07-16,365.42327880859375,380.45001220703125,388.75,380.0,386.6499938964844,11893034
2024-07-18,362.8299255371094,377.75,382.8999938964844,374.20001220703125,382.8999938964844,15709153
2024-07-19,350.247314453125,364.6499938964844,378.0,362.8999938964844,377.75,13330099
2024-07-22,358.7477722167969,373.5,377.25,362.3500061035156,364.75,18715538
2024-07-23,367.3442687988281,382.45001220703125,385.6499938964844,361.54998779296875,376.70001220703125,49882257
2024-07-24,377.0933532714844,392.6000061035156,395.0,381.70001220703125,384.1000061035156,36868466
2024-07-25,376.6611328125,392.1499938964844,396.29998779296875,386.25,390.95001220703125,25973101
2024-07-26,380.647216796875,396.29998779296875,399.5,389.70001220703125,394.95001220703125,20381410
2024-07-29,378.3420104980469,393.8999938964844,408.29998779296875,392.6499938964844,404.0,27751449
2024-07-30,390.8765869140625,406.95001220703125,412.70001220703125,397.0,397.0,34447139
2024-07-31,399.5691223144531,416.0,417.3999938964844,408.54998779296875,409.5,29727771
2024-08-01,406.724853515625,423.45001220703125,424.3500061035156,415.6000061035156,419.8999938964844,28803487
2024-08-02,403.12298583984375,419.70001220703125,426.29998779296875,413.3500061035156,416.25,24233263
2024-08-05,396.9277648925781,413.25,415.6499938964844,404.6499938964844,407.6499938964844,42489503
2024-08-06,398.60858154296875,415.0,424.95001220703125,413.25,413.25,18230579
2024-08-07,403.0133972167969,416.29998779296875,421.0,415.0,421.0,15556736
2024-08-08,394.68792724609375,407.70001220703125,417.0,405.79998779296875,416.3500061035156,16447385
2024-08-09,397.54376220703125,410.6499938964844,416.3500061035156,408.20001220703125,413.79998779296875,10954753
2024-08-12,388.0565185546875,400.8500061035156,410.0,400.1000061035156,410.0,26254763
2024-08-13,383.554931640625,396.20001220703125,404.5,395.0,403.0,11355664
2024-08-14,383.70013427734375,396.3500061035156,400.0,393.6499938964844,398.8999938964844,9424614
2024-08-16,385.3458557128906,398.04998779296875,400.95001220703125,393.29998779296875,398.04998779296875,13844122
2024-08-19,390.2347412109375,403.1000061035156,407.5,401.45001220703125,402.29998779296875,10677045
2024-08-20,393.2842102050781,406.25,408.20001220703125,403.1000061035156,404.54998779296875,10126083
2024-08-21,395.8979797363281,408.95001220703125,409.70001220703125,405.20001220703125,407.5,9726854
2024-08-22,390.4767150878906,403.3500061035156,410.04998779296875,402.25,409.79998779296875,10445288
2024-08-23,389.1214294433594,401.95001220703125,405.8999938964844,399.54998779296875,403.3500061035156,11513586
2024-08-26,401.60968017578125,414.8500061035156,415.95001220703125,401.95001220703125,402.45001220703125,13772637
2024-08-27,396.5756530761719,409.6499938964844,416.20001220703125,409.1000061035156,415.5,8441188
2024-08-28,395.99481201171875,409.04998779296875,414.3999938964844,407.3500061035156,410.04998779296875,15884745
2024-08-29,396.81768798828125,409.8999938964844,412.6000061035156,403.75,409.04998779296875,19014705
2024-08-30,402.9166259765625,416.20001220703125,419.20001220703125,411.5,412.70001220703125,22633988
2024-09-02,396.91448974609375,410.0,419.1000061035156,407.70001220703125,417.79998779296875,11107165
2024-09-03,393.42938232421875,406.3999938964844,411.54998779296875,405.6000061035156,410.5,7538160
2024-09-04,392.1708984375,405.1000061035156,408.25,399.8999938964844,400.0,11052003
2024-09-05,390.3799133300781,403.25,408.3999938964844,401.8500061035156,405.3500061035156,14246871
2024-09-06,382.1995849609375,394.79998779296875,404.6499938964844,392.70001220703125,403.25,17956121
2024-09-09,377.4075927734375,389.8500061035156,392.75,385.29998779296875,391.20001220703125,12293356
2024-09-10,383.6517333984375,396.29998779296875,399.3999938964844,389.75,390.1000061035156,15852309
2024-09-11,377.2139892578125,389.6499938964844,399.29998779296875,387.5,399.0,11492592
2024-09-12,391.9288635253906,404.8500061035156,406.25,390.6499938964844,391.0,24028069
2024-09-13,388.5889587402344,401.3999938964844,407.29998779296875,399.3500061035156,404.8500061035156,12017217
2024-09-16,397.9793701171875,411.1000061035156,412.0,402.0,402.45001220703125,11479712
2024-09-17,403.0133972167969,416.29998779296875,417.6499938964844,410.1000061035156,411.8500061035156,14432501
2024-09-18,400.9320373535156,414.1499938964844,419.75,413.0,418.5,10303840
2024-09-19,410.4193115234375,423.95001220703125,431.8500061035156,420.54998779296875,424.0,59601773
2024-09-20,410.4193115234375,423.95001220703125,429.8500061035156,416.54998779296875,428.04998779296875,36084164
2024-09-23,414.6788330078125,428.3500061035156,430.5,425.0,427.5,14139629
2024-09-24,414.43682861328125,428.1000061035156,431.45001220703125,427.0,431.45001220703125,12539885
2024-09-25,422.1814880371094,436.1000061035156,437.0,425.6499938964844,428.1000061035156,19443168
2024-09-26,420.7293395996094,434.6000061035156,437.95001220703125,430.54998779296875,437.95001220703125,20041825
2024-09-27,422.9559631347656,436.8999938964844,442.5,433.5,436.0,53885913
2024-09-30,429.0549011230469,443.20001220703125,448.45001220703125,433.6000061035156,436.8999938964844,20903229
2024-10-01,426.0538024902344,440.1000061035156,447.75,438.79998779296875,446.0,15984996
2024-10-03,421.4554138183594,435.3500061035156,442.5,432.0,432.0,13563784
2024-10-04,416.7118225097656,430.45001220703125,439.3500061035156,426.29998779296875,432.8999938964844,18347292
2024-10-07,402.1905822753906,415.45001220703125,433.0,409.04998779296875,430.6000061035156,23431004
2024-10-08,407.5150146484375,420.95001220703125,427.70001220703125,411.29998779296875,414.0,18706355
2024-10-09,405.09478759765625,418.45001220703125,424.75,417.0,424.45001220703125,13916492
2024-10-10,409.2091979980469,422.70001220703125,429.8999938964844,420.5,420.70001220703125,15866037
2024-10-11,409.0155029296875,422.5,426.6499938964844,419.6000061035156,423.95001220703125,8639087
2024-10-14,410.95166015625,424.5,426.0,420.0,424.6000061035156,8483177
2024-10-15,412.98468017578125,426.6000061035156,427.20001220703125,423.54998779296875,426.6499938964844,9365964
2024-10-16,410.709716796875,424.25,429.3999938964844,421.25,425.29998779296875,6219440
2024-10-17,404.4171142578125,417.75,425.6000061035156,416.6000061035156,423.6499938964844,11968387
2024-10-18,411.3873596191406,424.95001220703125,425.95001220703125,414.45001220703125,417.70001220703125,8828971
2024-10-21,411.4357604980469,425.0,428.75,419.1000061035156,426.04998779296875,9139781
2024-10-22,402.48095703125,415.75,426.29998779296875,413.45001220703125,422.8500061035156,14242323
2024-10-23,395.2687683105469,408.29998779296875,414.75,401.70001220703125,414.0,22522821
2024-10-24,398.75384521484375,411.8999938964844,415.25,406.79998779296875,409.25,9400171
2024-10-25,386.16876220703125,398.8999938964844,407.5,391.6000061035156,402.5,19642277
2024-10-28,391.0091857910156,403.8999938964844,406.5,397.79998779296875,398.8999938964844,11716022
2024-10-29,398.995849609375,412.1499938964844,414.29998779296875,404.45001220703125,409.0,20284308
2024-10-30,395.4623718261719,408.5,414.79998779296875,405.79998779296875,414.1499938964844,12264297
2024-10-31,397.5565490722656,408.1499938964844,410.6499938964844,403.5,409.0,12204072
2024-11-01,400.67352294921875,411.3500061035156,415.45001220703125,410.3500061035156,412.0,2145479
2024-11-04,390.54345703125,400.95001220703125,414.29998779296875,393.70001220703125,413.8500061035156,13866505
2024-11-05,392.6376647949219,403.1000061035156,404.1000061035156,397.1499938964844,400.0,6665326
2024-11-06,398.287109375,408.8999938964844,410.79998779296875,403.1499938964844,406.70001220703125,9700643
2024-11-07,393.3194580078125,403.79998779296875,410.8999938964844,402.0,410.8999938964844,7589295
2024-11-08,387.3290710449219,397.6499938964844,404.20001220703125,395.54998779296875,403.1499938964844,7536509
2024-11-11,382.3614196777344,392.54998779296875,400.8999938964844,391.79998779296875,398.1499938964844,12243693
2024-11-12,370.42938232421875,380.29998779296875,394.79998779296875,379.04998779296875,393.1499938964844,10549517
2024-11-13,371.4521789550781,381.3500061035156,387.6000061035156,379.3500061035156,384.0,20602407
2024-11-14,362.83184814453125,372.5,385.20001220703125,371.3500061035156,380.04998779296875,15086601
2024-11-18,357.18243408203125,366.70001220703125,380.0,362.6499938964844,380.0,16383636
2024-11-19,357.18243408203125,366.70001220703125,378.5,365.04998779296875,368.0,17055094
2024-11-21,346.90618896484375,356.1499938964844,364.3500061035156,354.79998779296875,363.70001220703125,21276150
2024-11-22,355.9648132324219,365.45001220703125,367.1000061035156,355.70001220703125,357.04998779296875,15949254
2024-11-25,358.8382873535156,368.3999938964844,377.20001220703125,367.5,374.0,18388844
2024-11-26,352.2634582519531,361.6499938964844,370.3999938964844,360.25,370.0,11222231
2024-11-27,359.71490478515625,369.29998779296875,371.6000061035156,361.3500061035156,363.79998779296875,14225274
2024-11-28,352.653076171875,362.04998779296875,371.8500061035156,359.6000061035156,369.70001220703125,16837860
2024-11-29,354.2115478515625,363.6499938964844,365.3999938964844,360.20001220703125,363.25,14280017
2024-12-02,348.90301513671875,358.20001220703125,363.8999938964844,357.0,363.6499938964844,12510350
2024-12-03,357.9129333496094,367.45001220703125,370.0,358.20001220703125,359.0,14205760
2024-12-04,363.07537841796875,372.75,375.1499938964844,368.0,368.95001220703125,22035954
2024-12-05,359.56878662109375,369.1499938964844,373.95001220703125,364.3999938964844,372.75,18758283
2024-12-06,359.90972900390625,369.5,371.20001220703125,368.04998779296875,369.45001220703125,9736086
2024-12-09,360.2506408691406,369.8500061035156,373.29998779296875,367.75,370.8999938964844,10878679
2024-12-10,359.56878662109375,369.1499938964844,371.20001220703125,366.3999938964844,369.0,7913822
2024-12-11,356.0135498046875,365.5,370.75,364.70001220703125,369.25,9998662
2024-12-12,346.3704833984375,355.6000061035156,367.0,353.0,366.0,22538216
2024-12-13,347.8802185058594,357.1499938964844,358.29998779296875,348.04998779296875,355.75,14269143
2024-12-16,343.74053955078125,352.8999938964844,358.8999938964844,351.70001220703125,357.1499938964844,12168143
2024-12-17,339.9904479980469,349.04998779296875,353.8500061035156,347.25,352.0,15646176
2024-12-18,332.8799743652344,341.75,351.0,340.0,349.54998779296875,14672392
2024-12-19,328.642822265625,337.3999938964844,340.6000061035156,335.04998779296875,337.0,14513129
2024-12-20,324.6005554199219,333.25,343.8999938964844,331.0,337.79998779296875,20375797
2024-12-23,324.9902038574219,333.6499938964844,338.25,330.5,335.8999938964844,8884187
2024-12-24,326.5973815917969,335.29998779296875,336.8500061035156,331.75,335.1000061035156,7755462
2024-12-26,325.9642639160156,334.6499938964844,337.3999938964844,332.25,335.29998779296875,9030212
2024-12-27,326.30517578125,335.0,340.0,334.20001220703125,336.6499938964844,9090597
2024-12-30,322.798583984375,331.3999938964844,336.79998779296875,327.3999938964844,335.0,36657549
2024-12-31,324.697998046875,333.3500061035156,334.6000061035156,326.20001220703125,330.1000061035156,8580998
2025-01-01,324.9902038574219,333.6499938964844,334.6499938964844,328.79998779296875,333.0,7843971
2025-01-02,329.227294921875,338.0,338.6000061035156,330.0,333.6499938964844,16543382
2025-01-03,331.029296875,339.8500061035156,344.5,337.04998779296875,338.04998779296875,8689629
2025-01-06,318.99981689453125,327.5,341.70001220703125,326.45001220703125,341.70001220703125,10538077
2025-01-07,320.0712585449219,328.6000061035156,330.3500061035156,325.1000061035156,327.0,13891401
2025-01-08,316.95428466796875,325.3999938964844,330.5,321.8500061035156,330.5,8993608
2025-01-09,312.035400390625,320.3500061035156,325.95001220703125,319.79998779296875,324.04998779296875,12403467
2025-01-10,300.24945068359375,308.25,321.0,307.6000061035156,320.3500061035156,15941143
2025-01-13,290.4602966308594,298.20001220703125,309.95001220703125,296.8500061035156,301.1000061035156,29630336
2025-01-14,302.3436279296875,310.3999938964844,312.70001220703125,300.20001220703125,300.45001220703125,22732888
2025-01-15,313.00946044921875,321.3500061035156,324.29998779296875,312.54998779296875,312.54998779296875,21894626
2025-01-16,317.0517272949219,325.5,327.29998779296875,321.6499938964844,324.70001220703125,14865186
2025-01-17,317.6848449707031,326.1499938964844,329.0,323.3500061035156,325.29998779296875,7129232
2025-01-20,327.327880859375,336.04998779296875,337.0,324.54998779296875,326.20001220703125,17991880
2025-01-21,315.8828430175781,324.29998779296875,338.25,323.79998779296875,337.79998779296875,12774630
2025-01-22,314.03216552734375,322.3999938964844,327.0,317.3500061035156,327.0,11068145
2025-01-23,315.249755859375,323.6499938964844,325.1000061035156,319.54998779296875,321.0,6477347
2025-01-24,315.249755859375,323.6499938964844,329.8999938964844,322.1000061035156,324.79998779296875,7492600
2025-01-27,313.8373718261719,322.20001220703125,325.04998779296875,315.0,323.6499938964844,13803855
2025-01-28,309.9898986816406,318.25,323.8500061035156,308.1499938964844,322.5,22008929
2025-01-29,312.9120178222656,321.25,322.8999938964844,313.29998779296875,320.0,16056888
2025-01-30,314.61663818359375,323.0,326.79998779296875,321.1499938964844,322.25,10375720
2025-01-31,318.0523681640625,324.0,326.25,317.54998779296875,322.45001220703125,13195557
2025-02-01,311.8680114746094,317.70001220703125,330.79998779296875,316.75,326.04998779296875,10097627
2025-02-03,305.53643798828125,311.25,314.04998779296875,304.0,310.1000061035156,15881217
2025-02-04,313.2423095703125,319.1000061035156,320.45001220703125,310.29998779296875,314.8500061035156,12141064
2025-02-05,313.7331237792969,319.6000061035156,323.04998779296875,318.3999938964844,321.0,12226722
2025-02-06,307.0579528808594,312.79998779296875,322.70001220703125,311.3999938964844,322.6000061035156,13384442
2025-02-07,311.1318054199219,316.95001220703125,319.25,312.1000061035156,313.5,8937447
2025-02-10,304.8002014160156,310.5,316.8500061035156,309.0,316.5,6806132
2025-02-11,299.9901428222656,305.6000061035156,312.3500061035156,304.1499938964844,312.3500061035156,13241830
2025-02-12,300.6282043457031,306.25,307.5,300.0,306.20001220703125,7616083
2025-02-13,301.0699768066406,306.70001220703125,308.6000061035156,303.1000061035156,306.1499938964844,9086906
2025-02-14,294.8365173339844,300.3500061035156,308.25,298.3500061035156,306.8500061035156,7446248
2025-02-17,296.7998046875,302.3500061035156,303.20001220703125,292.79998779296875,297.5,6464173
2025-02-18,305.48736572265625,311.20001220703125,312.3999938964844,297.5,301.1499938964844,15793327
2025-02-19,309.021240234375,314.79998779296875,316.3500061035156,310.6000061035156,311.20001220703125,13079903
2025-02-20,319.1812744140625,325.1499938964844,327.1499938964844,311.5,312.54998779296875,22888146
2025-02-21,320.26104736328125,326.25,329.75,321.54998779296875,323.29998779296875,10809296
2025-02-24,314.2239685058594,320.1000061035156,325.3999938964844,319.45001220703125,322.1000061035156,6034113
2025-02-25,312.84967041015625,318.70001220703125,321.5,315.75,320.1000061035156,10686112
2025-02-27,309.9047546386719,315.70001220703125,319.29998779296875,314.5,315.3500061035156,7302366
2025-02-28,305.7327575683594,311.45001220703125,315.6499938964844,306.54998779296875,314.0,21127180
2025-03-03,308.62860107421875,314.3999938964844,317.79998779296875,307.70001220703125,311.29998779296875,9779703
2025-03-04,307.9905090332031,313.75,314.8999938964844,308.0,311.29998779296875,8734999
2025-03-05,320.2120056152344,326.20001220703125,327.29998779296875,313.5,313.54998779296875,10493615
2025-03-06,331.69720458984375,337.8999938964844,338.79998779296875,323.20001220703125,329.0,26294903
2025-03-07,323.50048828125,329.54998779296875,338.75,328.70001220703125,335.8500061035156,8992315
2025-03-10,323.3532409667969,329.3999938964844,334.95001220703125,326.29998779296875,329.45001220703125,11383132
2025-03-11,324.2366943359375,330.29998779296875,333.25,323.70001220703125,327.0,10299324
2025-03-12,324.0894470214844,330.1499938964844,334.79998779296875,326.3999938964844,331.0,6984859
2025-03-13,325.8073425292969,331.8999938964844,334.54998779296875,328.45001220703125,332.0,8965150
2025-03-17,325.56195068359375,331.6499938964844,334.5,330.5,332.95001220703125,4353561
2025-03-18,325.56195068359375,331.6499938964844,331.6499938964844,331.6499938964844,331.6499938964844,0
2025-03-19,335.0347900390625,341.29998779296875,343.8999938964844,336.3500061035156,339.0,30582397
2025-03-20,335.4765319824219,341.75,344.70001220703125,340.29998779296875,344.70001220703125,15002119
2025-03-21,344.8511962890625,351.29998779296875,353.8500061035156,341.75,342.0,36406837
2025-03-24,360.2139587402344,366.95001220703125,368.0,353.6499938964844,357.0,24588471
2025-03-25,360.2139587402344,366.95001220703125,371.45001220703125,364.1499938964844,369.0,23189083
2025-03-26,348.13970947265625,354.6499938964844,369.0,353.29998779296875,366.95001220703125,18668095
2025-03-27,354.02960205078125,360.6499938964844,364.45001220703125,351.0,353.8999938964844,37930538
2025-03-28,351.03558349609375,357.6000061035156,364.29998779296875,356.45001220703125,362.0,11327077
2025-04-01,345.68560791015625,352.1499938964844,362.8999938964844,350.8500061035156,352.3500061035156,18736320
2025-04-02,345.29296875,351.75,353.45001220703125,347.04998779296875,352.1499938964844,13593404
2025-04-03,352.31170654296875,358.8999938964844,361.3500061035156,351.75,351.75,10317410
2025-04-04,343.9677429199219,350.3999938964844,358.8500061035156,348.54998779296875,358.8500061035156,10872963
