date_,adj close_ntpc.ns,close_ntpc.ns,high_ntpc.ns,low_ntpc.ns,open_ntpc.ns,volume_ntpc.ns
2024-01-16,296.303466796875,311.5,317.25,310.1499938964844,317.25,10162832
2024-01-17,294.21075439453125,309.29998779296875,314.1000061035156,307.1000061035156,309.75,13502940
2024-01-18,284.6986083984375,299.29998779296875,311.29998779296875,296.54998779296875,308.95001220703125,32481018
2024-01-19,293.4022521972656,308.45001220703125,309.45001220703125,301.70001220703125,303.79998779296875,28651237
2024-01-23,287.837646484375,302.6000061035156,315.29998779296875,300.29998779296875,313.45001220703125,21652362
2024-01-24,293.7827453613281,308.8500061035156,310.70001220703125,298.25,302.95001220703125,23922028
2024-01-25,299.3948974609375,314.75,317.20001220703125,309.20001220703125,310.0,32525422
2024-01-29,308.716796875,324.54998779296875,325.75,316.1499938964844,317.79998779296875,24694773
2024-01-30,300.0607604980469,315.45001220703125,323.95001220703125,314.5,321.8500061035156,20918448
2024-01-31,302.0107727050781,317.5,320.0,312.6000061035156,318.54998779296875,20931224
2024-02-01,306.2912292480469,322.0,326.95001220703125,317.1000061035156,320.04998779296875,24020951
2024-02-02,316.2789306640625,332.5,333.70001220703125,323.1000061035156,324.0,32346639
2024-02-05,319.7033386230469,336.1000061035156,341.04998779296875,333.04998779296875,338.0,19651482
2024-02-06,321.0000305175781,334.20001220703125,336.0,329.0,336.0,12024661
2024-02-07,317.6382751464844,330.70001220703125,337.8999938964844,329.6499938964844,337.8999938964844,8080437
2024-02-08,317.83038330078125,330.8999938964844,335.25,328.0,333.95001220703125,17754869
2024-02-09,312.0673522949219,324.8999938964844,335.0,319.6000061035156,332.95001220703125,18304439
2024-02-12,303.6629333496094,316.1499938964844,326.70001220703125,314.5,326.1499938964844,11714289
2024-02-13,308.8496398925781,321.54998779296875,323.95001220703125,315.8999938964844,318.54998779296875,15426888
2024-02-14,315.0448913574219,328.0,329.3500061035156,318.3500061035156,320.8999938964844,14085723
2024-02-15,325.8505554199219,339.25,340.8999938964844,330.1499938964844,331.0,21973316
2024-02-16,324.4097595214844,337.75,342.95001220703125,336.79998779296875,341.8999938964844,20307449
2024-02-19,325.37030029296875,338.75,341.8999938964844,337.5,340.3999938964844,8496898
2024-02-20,332.0458068847656,345.70001220703125,346.5,337.79998779296875,340.6000061035156,19340526
2024-02-21,322.824951171875,336.1000061035156,348.04998779296875,334.70001220703125,347.0,17751633
2024-02-22,326.1386413574219,339.54998779296875,340.25,330.6000061035156,339.0,16083122
2024-02-23,324.4097595214844,337.75,340.0,334.8500061035156,340.0,9665454
2024-02-26,324.2657470703125,337.6000061035156,338.5,334.54998779296875,338.0,7711995
2024-02-27,322.824951171875,336.1000061035156,338.0,334.1000061035156,336.1000061035156,8882923
2024-02-28,320.1355285644531,333.29998779296875,336.5,331.79998779296875,335.70001220703125,12977628
2024-02-29,322.3447570800781,335.6000061035156,336.0,330.6000061035156,333.29998779296875,13149469
2024-03-01,329.93267822265625,343.5,344.3500061035156,335.0,335.6000061035156,13027254
2024-03-04,339.8739013671875,353.8500061035156,358.29998779296875,345.75,348.0,38075510
2024-03-05,344.10009765625,358.25,359.95001220703125,353.54998779296875,354.8999938964844,15918221
2024-03-06,338.0489807128906,351.95001220703125,359.45001220703125,345.0,359.45001220703125,13120921
2024-03-07,338.2890625,352.20001220703125,353.8999938964844,349.70001220703125,352.0,9172926
2024-03-11,334.2069396972656,347.95001220703125,353.1499938964844,346.70001220703125,352.25,10664917
2024-03-12,331.13336181640625,344.75,349.45001220703125,342.54998779296875,348.0,9637912
2024-03-13,309.7621154785156,322.5,344.5,319.5,343.8500061035156,23722232
2024-03-14,309.1377868652344,321.8500061035156,326.95001220703125,316.5,321.04998779296875,20859127
2024-03-15,303.8069763183594,316.29998779296875,326.04998779296875,305.75,322.6499938964844,43285007
2024-03-18,304.6234130859375,317.1499938964844,322.8999938964844,314.95001220703125,317.1000061035156,13690352
2024-03-19,301.069580078125,313.45001220703125,317.8999938964844,310.1000061035156,314.29998779296875,13388060
2024-03-20,301.2616271972656,313.6499938964844,317.45001220703125,308.29998779296875,316.0,10026655
2024-03-21,312.16339111328125,325.0,326.3500061035156,317.0,317.25,23370426
2024-03-22,311.9232482910156,324.75,327.25,321.1499938964844,324.5,14709219
2024-03-26,316.1014709472656,329.1000061035156,330.29998779296875,320.1000061035156,320.1000061035156,11208959
2024-03-27,318.5027160644531,331.6000061035156,334.1000061035156,326.29998779296875,332.0,45209520
2024-03-28,322.53680419921875,335.79998779296875,340.0,330.29998779296875,331.8999938964844,19868037
2024-04-01,328.828125,342.3500061035156,344.3999938964844,336.1499938964844,339.0,8580656
2024-04-02,331.1813049316406,344.79998779296875,345.6000061035156,340.75,343.0,9745257
2024-04-03,337.3765869140625,351.25,354.1000061035156,342.0,344.3500061035156,21679943
2024-04-04,340.64227294921875,354.6499938964844,362.70001220703125,352.6499938964844,355.0,28962927
2024-04-05,340.54620361328125,354.54998779296875,358.20001220703125,351.54998779296875,356.3999938964844,11208130
2024-04-08,349.14276123046875,363.5,366.0,353.25,355.6000061035156,11447140
2024-04-09,348.5664367675781,362.8999938964844,366.8999938964844,360.3500061035156,365.0,10010148
2024-04-10,348.1822204589844,362.5,368.3500061035156,361.3500061035156,364.1000061035156,12886638
2024-04-12,347.4618835449219,361.75,374.5,361.0,362.5,30924494
2024-04-15,346.88555908203125,361.1499938964844,366.0,352.79998779296875,355.5,18126999
2024-04-16,345.06060791015625,359.25,361.95001220703125,354.6000061035156,361.0,15328939
2024-04-18,337.2804870605469,351.1499938964844,361.25,349.20001220703125,359.54998779296875,22966560
2024-04-19,336.7042541503906,350.54998779296875,352.3999938964844,343.0,343.1000061035156,12867942
2024-04-22,329.3563537597656,342.8999938964844,355.0,341.8999938964844,355.0,37382916
2024-04-23,333.4385070800781,347.1499938964844,348.6499938964844,344.0,346.0,14651106
2024-04-24,337.76080322265625,351.6499938964844,353.1499938964844,347.29998779296875,349.79998779296875,11132307
2024-04-25,345.0125732421875,359.20001220703125,360.6000061035156,349.1000061035156,351.0,19865014
2024-04-26,341.93896484375,356.0,361.3999938964844,355.0,360.70001220703125,10986589
2024-04-29,348.6624755859375,363.0,363.6499938964844,356.95001220703125,359.70001220703125,13652173
2024-04-30,348.85455322265625,363.20001220703125,365.45001220703125,359.29998779296875,364.95001220703125,14566548
2024-05-02,354.4735412597656,369.04998779296875,372.6000061035156,363.20001220703125,363.20001220703125,27892188
2024-05-03,350.5355224609375,364.95001220703125,380.3999938964844,360.3500061035156,372.29998779296875,26844664
2024-05-06,342.7073974609375,356.79998779296875,368.8500061035156,354.3999938964844,367.79998779296875,15319437
2024-05-07,335.35955810546875,349.1499938964844,358.45001220703125,346.8500061035156,358.25,10028071
2024-05-08,341.41070556640625,355.45001220703125,358.5,345.20001220703125,345.20001220703125,9595776
2024-05-09,332.3819580078125,346.04998779296875,358.0,344.8500061035156,356.5,9043486
2024-05-10,341.4587097167969,355.5,356.3500061035156,347.54998779296875,347.6499938964844,11699095
2024-05-13,337.0404052734375,350.8999938964844,356.0,346.5,355.5,10691781
2024-05-14,341.7468566894531,355.79998779296875,357.25,350.29998779296875,350.54998779296875,10891985
2024-05-15,347.0776672363281,361.3500061035156,363.5,356.6499938964844,357.5,8538183
2024-05-16,347.1737365722656,361.45001220703125,363.8500061035156,353.04998779296875,363.8500061035156,13114162
2024-05-17,351.0157470703125,365.45001220703125,366.5,360.3500061035156,362.45001220703125,8509179
2024-05-21,357.3070068359375,372.0,374.1000061035156,365.3500061035156,367.0,10939593
2024-05-22,359.0839538574219,373.8500061035156,377.3500061035156,370.6000061035156,375.0,14001806
2024-05-23,357.5951843261719,372.29998779296875,375.6000061035156,369.5,375.04998779296875,15370357
2024-05-24,360.1404724121094,374.95001220703125,378.1499938964844,368.70001220703125,373.0,13317821
2024-05-27,355.0498352050781,369.6499938964844,380.5,368.0,379.95001220703125,21891930
2024-05-28,350.9676818847656,365.3999938964844,373.25,364.1000061035156,372.6000061035156,10200096
2024-05-29,350.19927978515625,364.6000061035156,366.3500061035156,360.0,361.5,18146672
2024-05-30,345.49285888671875,359.70001220703125,364.79998779296875,357.1499938964844,364.0,14425073
2024-05-31,344.82049560546875,359.0,366.6499938964844,355.5,363.45001220703125,30515612
2024-06-03,376.324951171875,391.79998779296875,393.20001220703125,373.45001220703125,385.0,39261174
2024-06-04,318.16650390625,331.25,391.8999938964844,313.95001220703125,391.8999938964844,84042244
2024-06-05,327.53143310546875,341.0,342.25,315.29998779296875,340.0,46418629
2024-06-06,335.9358215332031,349.75,359.75,345.0,347.79998779296875,33171039
2024-06-07,346.3572692871094,360.6000061035156,362.0,347.70001220703125,352.0,23930193
2024-06-10,350.4874267578125,364.8999938964844,370.1000061035156,361.79998779296875,365.0,16072588
2024-06-11,352.888671875,367.3999938964844,371.95001220703125,364.8999938964844,368.75,11235777
2024-06-12,356.6346435546875,371.29998779296875,374.0,365.3999938964844,369.54998779296875,12134524
2024-06-13,355.3379821777344,369.95001220703125,376.3999938964844,367.95001220703125,376.3999938964844,11243702
2024-06-14,353.897216796875,368.45001220703125,370.8500061035156,366.1000061035156,370.0,10298434
2024-06-18,355.0498352050781,369.6499938964844,372.25,368.70001220703125,371.79998779296875,10228382
2024-06-19,348.1822204589844,362.5,370.8999938964844,361.54998779296875,369.79998779296875,8337334
2024-06-20,343.5237731933594,357.6499938964844,364.8999938964844,357.04998779296875,362.5,14338604
2024-06-21,345.5888671875,359.79998779296875,362.95001220703125,356.75,359.95001220703125,17931844
2024-06-24,348.4223937988281,362.75,364.6499938964844,355.54998779296875,357.6000061035156,9335598
2024-06-25,346.597412109375,360.8500061035156,364.70001220703125,357.75,364.25,14983828
2024-06-26,350.63153076171875,365.04998779296875,366.8999938964844,359.6499938964844,363.0,15918394
2024-06-27,362.25360107421875,377.1499938964844,381.1000061035156,364.1000061035156,365.04998779296875,55378829
2024-06-28,363.4062194824219,378.3500061035156,389.5,376.70001220703125,377.95001220703125,25141039
2024-07-01,355.1458740234375,369.75,382.0,367.79998779296875,381.75,23389211
2024-07-02,355.77020263671875,370.3999938964844,372.6000061035156,365.1499938964844,372.6000061035156,13702830
2024-07-03,357.93133544921875,372.6499938964844,374.25,368.6499938964844,370.54998779296875,9207317
2024-07-04,358.2195129394531,372.95001220703125,380.8500061035156,371.75,373.8999938964844,14916930
