date,adj close,close,high,low,open,volume,ema_20,ema_50,ema_200,rsi_14,atr_14,trend
2024-01-16,296.303466796875,311.5,317.25,310.1499938964844,317.25,10162832,311.5,311.5,311.5,,,SIDEWAYS
2024-01-17,294.21075439453125,309.29998779296875,314.1000061035156,307.1000061035156,309.75,13502940,311.2904750279018,311.413725011489,311.47810933127334,,,DOWN
2024-01-18,284.6986083984375,299.29998779296875,311.29998779296875,296.54998779296875,308.95001220703125,32481018,310.14852386267006,310.9386764931157,311.3569339925838,,,DOWN
2024-01-19,293.4022521972656,308.45001220703125,309.45001220703125,301.70001220703125,303.79998779296875,28651237,309.98676084784734,310.84108181523004,311.3280093977027,,,DOWN
2024-01-23,287.837646484375,302.6000061035156,315.29998779296875,300.29998779296875,313.45001220703125,21652362,309.2832603960062,310.51790237555497,311.24116359378047,,,DOWN
2024-01-24,293.7827453613281,308.8500061035156,310.70001220703125,298.25,302.95001220703125,23922028,309.2419980824357,310.45249467861225,311.21737098193705,,,DOWN
2024-01-25,299.3948974609375,314.75,317.20001220703125,309.20001220703125,310.0,32525422,309.76656969363233,310.62102429905883,311.2525215194302,,,DOWN
2024-01-29,308.716796875,324.54998779296875,325.75,316.1499938964844,317.79998779296875,24694773,311.1745142745215,311.1672581615651,311.38483461667937,,,SIDEWAYS
2024-01-30,300.0607604980469,315.45001220703125,323.95001220703125,314.5,321.8500061035156,20918448,311.58170455380815,311.33520930060297,311.4252841449416,,,SIDEWAYS
2024-01-31,302.0107727050781,317.5,320.0,312.6000061035156,318.54998779296875,20931224,312.14535173915976,311.5769657986185,311.48572907882277,,,UP
2024-02-01,306.2912292480469,322.0,326.95001220703125,317.1000061035156,320.04998779296875,24020951,313.0838896687636,311.9857122378884,311.5903486899788,,,UP
2024-02-02,316.2789306640625,332.5,333.70001220703125,323.1000061035156,324.0,32346639,314.9330430336433,312.7901941109124,311.7984049219193,,,UP
2024-02-05,319.7033386230469,336.1000061035156,341.04998779296875,333.04998779296875,338.0,19651482,316.948944278393,313.70430438513216,312.04021189885066,,,UP
2024-02-06,321.0000305175781,334.20001220703125,336.0,329.0,336.0,12024661,318.5919031287395,314.50805763304976,312.2607074243052,,10.03214590890067,UP
2024-02-07,317.6382751464844,330.70001220703125,337.8999938964844,329.6499938964844,337.8999938964844,8080437,319.7450563742911,315.14303624379414,312.4441830937851,61.38790924512605,10.114288330078125,UP
2024-02-08,317.83038330078125,330.8999938964844,335.25,328.0,333.95001220703125,17754869,320.80743137640474,315.7609561517428,312.6278230022697,63.12273227022347,10.132145472935267,UP
2024-02-09,312.0673522949219,324.8999938964844,335.0,319.6000061035156,332.95001220703125,18304439,321.19719923545995,316.1193497887915,312.749934155446,66.34739468214346,10.178573608398438,UP
2024-02-12,303.6629333496094,316.1499938964844,326.70001220703125,314.5,326.1499938964844,11714289,320.7165130127004,316.12055151850495,312.7837655956554,54.94222613975809,10.325001307896205,UP
2024-02-13,308.8496398925781,321.54998779296875,323.95001220703125,315.8999938964844,318.54998779296875,15426888,320.7958915632021,316.33347058809176,312.87099168717094,62.233699873004184,9.828574044363839,UP
2024-02-14,315.0448913574219,328.0,329.3500061035156,318.3500061035156,320.8999938964844,14085723,321.4819971286114,316.7909815454215,313.0215290833185,62.33097904326819,9.725001743861608,UP
2024-02-15,325.8505554199219,339.25,340.8999938964844,330.1499938964844,331.0,21973316,323.17418787826745,317.6717273671697,313.2825088934348,64.75904699784024,10.050000871930804,UP
2024-02-16,324.4097595214844,337.75,342.95001220703125,336.79998779296875,341.8999938964844,20307449,324.56236046128964,318.45911060767287,313.52596651638567,58.83535531145109,9.703574044363839,UP
2024-02-19,325.37030029296875,338.75,341.8999938964844,337.5,340.3999938964844,8496898,325.9135642268811,319.2548317603132,313.77695192418287,67.49248974040803,9.300003051757812,UP
2024-02-20,332.0458068847656,345.70001220703125,346.5,337.79998779296875,340.6000061035156,19340526,327.79798784403823,320.2918976601845,314.094594315057,69.72028825666521,9.392861502511161,UP
2024-02-21,322.824951171875,336.1000061035156,348.04998779296875,334.70001220703125,347.0,17751633,328.58865624970275,320.9118234814916,314.31355363633526,59.20365860314761,9.642859322684151,UP
2024-02-22,326.1386413574219,339.54998779296875,340.25,330.6000061035156,339.0,16083122,329.63259258715664,321.64273188586327,314.56466243391367,55.06828830362605,9.496429443359375,UP
2024-02-23,324.4097595214844,337.75,340.0,334.8500061035156,340.0,9665454,330.40567900742747,322.2743894589667,314.7953623101931,51.21770822119151,9.253572736467634,UP
2024-02-26,324.2657470703125,337.6000061035156,338.5,334.54998779296875,338.0,7711995,331.09085301657876,322.87539403326275,315.02227418873366,52.57575414287874,9.028573172433036,UP
2024-02-27,322.824951171875,336.1000061035156,338.0,334.1000061035156,336.1000061035156,8882923,331.56791521533466,323.39400627131187,315.2320028645027,54.21874724328386,8.717858450753349,UP
2024-02-28,320.1355285644531,333.29998779296875,336.5,331.79998779296875,335.70001220703125,12977628,331.7328745084427,323.7824761349063,315.41178380906456,51.80179705445829,8.535716465541295,UP
2024-02-29,322.3447570800781,335.6000061035156,336.0,330.6000061035156,333.29998779296875,13149469,332.10117275559253,324.2459086826949,315.61266164284024,58.5055707900799,7.821430751255581,UP
2024-03-01,329.93267822265625,343.5,344.3500061035156,335.0,335.6000061035156,13027254,333.18677535029803,325.0009710872951,315.8901475966428,72.03867689984779,7.61785888671875,UP
2024-03-04,339.8739013671875,353.8500061035156,358.29998779296875,345.75,348.0,38075510,335.1547020886997,326.13230579381354,316.2678576315371,74.1044802972684,8.099999564034599,UP
2024-03-05,344.10009765625,358.25,359.95001220703125,353.54998779296875,354.8999938964844,15918221,337.35425427072835,327.391823213664,316.68559039142235,73.28713958018722,7.771429879324777,UP
2024-03-06,338.0489807128906,351.95001220703125,359.45001220703125,345.0,359.45001220703125,13120921,338.74432645513815,328.354889448698,317.0364801607319,60.583343505859375,7.882145472935268,UP
2024-03-07,338.2890625,352.20001220703125,353.8999938964844,349.70001220703125,352.0,9172926,340.02582033627084,329.289992301966,317.38636605173986,62.2978827293883,7.742856706891741,UP
2024-03-11,334.2069396972656,347.95001220703125,353.1499938964844,346.70001220703125,352.25,10664917,340.7805052763432,330.0217577884392,317.6904819338821,57.41936468308972,7.889284406389509,UP
2024-03-12,331.13336181640625,344.75,349.45001220703125,342.54998779296875,348.0,9637912,341.1585523928819,330.5993359143827,317.9597308698634,49.184538878084766,7.760713849748884,UP
2024-03-13,309.7621154785156,322.5,344.5,319.5,343.8500061035156,23722232,339.38154740308363,330.2817148981324,318.0049076771285,40.4090216683432,8.610715593610491,UP
2024-03-14,309.1377868652344,321.8500061035156,326.95001220703125,316.5,321.04998779296875,20859127,337.7118768031248,329.9510596512847,318.0431673629632,37.00441989494963,8.667859758649554,UP
2024-03-15,303.8069763183594,316.29998779296875,326.04998779296875,305.75,322.6499938964844,43285007,335.67264927834805,329.4157234999782,318.025822292615,35.073068006806025,9.750002179827009,UP
2024-03-18,304.6234130859375,317.1499938964844,322.8999938964844,314.95001220703125,317.1000061035156,13690352,333.9085868610277,328.93471449591965,318.0171075822057,35.906272609493044,10.035714285714286,UP
2024-03-19,301.069580078125,313.45001220703125,317.8999938964844,310.1000061035156,314.29998779296875,13388060,331.96015117969466,328.3274712689044,317.9716638471294,34.84950859574697,10.314285278320312,UP
2024-03-20,301.2616271972656,313.6499938964844,317.45001220703125,308.29998779296875,316.0,10026655,330.21632667653176,327.7518839209664,317.9286621560782,36.38253946031043,10.632143293108259,UP
2024-03-21,312.16339111328125,325.0,326.3500061035156,317.0,317.25,23370426,329.7195336597192,327.64396690445795,317.99902372666446,43.47290117376194,11.153573172433036,UP
2024-03-22,311.9232482910156,324.75,327.25,321.1499938964844,324.5,14709219,329.246244739746,327.5304780062439,318.0661976199315,37.25356688516509,10.921430315290179,UP
