date,adj close,close,high,low,open,volume,ema_20,ema_50,ema_200,rsi_14,atr_14,trend
2024-01-16,2469.4619140625,2569.10009765625,2584.60009765625,2556.35009765625,2573.199951171875,1599406,2569.10009765625,2569.10009765625,2569.10009765625,,,SIDEWAYS
2024-01-17,2463.502197265625,2562.89990234375,2571.35009765625,2539.75,2549.0,3047652,2568.509602864583,2568.856952742034,2569.0384041705533,,,DOWN
2024-01-18,2449.18017578125,2548.0,2570.0,2537.550048828125,2570.0,1273095,2566.55630735367,2568.0390330266605,2568.829066815623,,,DOWN
2024-01-19,2465.905029296875,2565.39990234375,2573.949951171875,2532.0,2565.0,1323064,2566.4461735432014,2567.9355377057623,2568.794945776102,,,DOWN
2024-01-23,2283.418212890625,2375.550048828125,2480.5,2365.449951171875,2451.0,4369332,2548.2655902370034,2560.391008730169,2566.8721109805997,,,DOWN
2024-01-24,2346.95458984375,2441.64990234375,2445.89990234375,2367.14990234375,2388.0,1551469,2538.111715199551,2555.734494754231,2565.62611885486,,,DOWN
2024-01-25,2334.122314453125,2428.300048828125,2468.0,2420.199951171875,2454.800048828125,2364765,2527.653461259415,2550.737065502227,2564.25969029738,,,DOWN
2024-01-29,2349.59814453125,2444.39990234375,2449.0,2410.0,2410.0,1587091,2519.7245508864944,2546.5669806724827,2563.067055591374,,,DOWN
2024-01-30,2363.295166015625,2458.64990234375,2494.550048828125,2447.300048828125,2454.0,1793711,2513.907917691947,2543.1192521105713,2562.028078942144,,,DOWN
2024-01-31,2385.307373046875,2481.550048828125,2485.89990234375,2441.75,2450.0,1445004,2510.8262158953926,2540.7047735504757,2561.227302523099,,,DOWN
2024-02-01,2377.665771484375,2473.60009765625,2511.550048828125,2468.35009765625,2475.10009765625,1727534,2507.2808713011887,2538.073217633055,2560.3553900368615,,,DOWN
2024-02-02,2357.47998046875,2452.60009765625,2486.89990234375,2442.0,2477.0,1956115,2502.0731785730995,2534.721330575141,2559.2831980728756,,,DOWN
2024-02-05,2325.66357421875,2419.5,2464.75,2412.75,2464.0,1315445,2494.209066328043,2530.202847023175,2557.892320480111,,,DOWN
2024-02-06,2332.248046875,2426.35009765625,2441.35009765625,2418.050048828125,2424.949951171875,1557511,2487.7463074069196,2526.130190185256,2556.5834426410674,,54.103567940848215,DOWN
2024-02-07,2331.3828125,2425.449951171875,2439.89990234375,2411.550048828125,2439.89990234375,1149076,2481.81332109882,2522.181945518065,2555.2786317806776,33.3294423437508,54.11070033482143,DOWN
2024-02-08,2323.30859375,2417.050048828125,2441.800048828125,2399.0,2441.800048828125,1758661,2475.645390406373,2518.0591260400283,2553.9032229950803,33.16014299478343,54.910696847098215,DOWN
2024-02-09,2330.133056640625,2424.14990234375,2428.449951171875,2406.10009765625,2417.050048828125,886474,2470.741058209933,2514.3764113852726,2552.6121451776544,35.437949457522066,54.189261300223215,DOWN
2024-02-12,2293.126220703125,2385.64990234375,2429.85009765625,2382.0,2424.10009765625,1292460,2462.6371386036294,2509.3283129914876,2550.9508293285608,29.864438522563674,54.61070033482143,DOWN
2024-02-13,2301.15283203125,2394.0,2400.949951171875,2380.10009765625,2390.0,957865,2456.1002682604267,2504.805634050645,2549.389129534247,53.48309635194616,41.817836216517854,DOWN
2024-02-14,2295.33740234375,2387.949951171875,2394.0,2370.0,2385.0,1397975,2449.609761871041,2500.2230582514776,2547.782769550542,36.88966348417676,37.90712193080357,DOWN
2024-02-15,2259.676025390625,2350.85009765625,2384.699951171875,2346.75,2368.35009765625,2553695,2440.2040795648704,2494.3652950908804,2545.823240476967,33.05623832307313,37.43568638392857,DOWN
2024-02-16,2283.130126953125,2375.25,2382.0,2357.60009765625,2369.949951171875,2363302,2434.0179767491686,2489.6941070481007,2544.1259943030673,35.402179896056026,36.874965122767854,DOWN
2024-02-19,2294.568359375,2387.14990234375,2394.949951171875,2373.800048828125,2389.5,576683,2429.5543506153194,2485.672765687146,2542.564043139293,34.7547974413646,34.803519112723215,DOWN
2024-02-20,2310.86083984375,2404.10009765625,2408.449951171875,2368.199951171875,2370.10009765625,1032995,2427.130136047789,2482.4738375290713,2541.1862924379693,33.05623832307313,34.524954659598215,DOWN
2024-02-21,2313.74462890625,2407.10009765625,2422.800048828125,2394.10009765625,2404.10009765625,1127778,2425.222513343833,2479.5180045928823,2539.8521014451167,35.12970238004249,33.48924037388393,DOWN
2024-02-22,2295.481689453125,2388.10009765625,2420.300048828125,2365.75,2420.300048828125,2258516,2421.6870451831105,2475.932988634583,2538.3421312581627,35.44675731595264,34.178536551339285,DOWN
2024-02-23,2301.24853515625,2394.10009765625,2405.5,2383.949951171875,2388.550048828125,1210775,2419.0597168472186,2472.7238556550406,2536.9068871427207,43.47046212242931,32.0035400390625,DOWN
2024-02-26,2311.0048828125,2404.25,2406.550048828125,2380.0,2391.10009765625,831596,2417.649267623674,2470.0386064136665,2535.5869181164253,44.41351883760313,32.235682896205354,DOWN
2024-02-27,2312.0146484375,2405.300048828125,2408.949951171875,2389.14990234375,2404.050048828125,1120424,2416.4731515479075,2467.499839449528,2534.290531357338,44.910348025781886,31.624982561383927,DOWN
2024-02-28,2327.634521484375,2421.550048828125,2425.0,2401.0,2411.10009765625,629152,2416.9566655745953,2465.6978868761394,2533.168735511276,51.09329549822292,30.282121930803573,DOWN
2024-02-29,2318.7431640625,2412.300048828125,2428.800048828125,2397.25,2425.0,2848084,2416.5131782654075,2463.6038540115114,2531.966062011941,47.15079194564686,30.939278738839285,DOWN
2024-03-01,2316.243896484375,2409.699951171875,2438.800048828125,2404.0,2416.949951171875,2326244,2415.864299494595,2461.489975468781,2530.749483794627,56.98925951835986,30.007132393973215,DOWN
2024-03-04,2328.066650390625,2422.0,2427.89990234375,2404.39990234375,2416.199951171875,1501261,2416.448651923681,2459.941348979809,2529.6673993787604,57.954545454545446,30.196428571428573,DOWN
2024-03-05,2306.77587890625,2399.85009765625,2420.0,2391.10009765625,2405.0,1587199,2414.867837231545,2457.5848293200615,2528.37568493376,53.097385621745694,30.689278738839285,DOWN
2024-03-06,2307.68896484375,2400.800048828125,2408.85009765625,2375.300048828125,2404.0,1354111,2413.5280478597906,2455.357975183123,2527.1062756192764,66.01473767594334,30.142857142857142,DOWN
2024-03-07,2325.711669921875,2419.550048828125,2426.0,2403.0,2404.949951171875,1820704,2414.1015717615364,2453.9537427770447,2526.036064407424,64.73720373796556,29.717860630580358,DOWN
2024-03-11,2297.16357421875,2389.85009765625,2413.0,2383.550048828125,2409.0,2040761,2411.791907561033,2451.439874340935,2524.680980161144,50.80315102434434,30.778581891741073,DOWN
2024-03-12,2285.91748046875,2378.14990234375,2385.0,2360.800048828125,2380.0,1012157,2408.5879070641486,2448.565757792026,2523.2229594863443,42.03249009795603,29.978585379464285,DOWN
2024-03-13,2222.90966796875,2312.60009765625,2375.0,2303.85009765625,2375.0,2322669,2399.446210930063,2443.233771120035,2521.127209617388,29.037257998479262,33.2357177734375,DOWN
2024-03-14,2244.056396484375,2334.60009765625,2341.699951171875,2301.85009765625,2304.85009765625,2292515,2393.270390618271,2438.9736270626317,2519.2712184535953,38.28808606067603,32.185703822544646,DOWN
2024-03-15,2237.424072265625,2327.699951171875,2336.949951171875,2315.89990234375,2330.050048828125,2751403,2387.0255868614713,2434.609953498288,2517.365036689598,35.52112247168641,32.149989536830354,DOWN
2024-03-18,2210.750244140625,2299.949951171875,2325.0,2297.0,2320.800048828125,2487402,2378.732669176748,2429.3291690933306,2515.2017025053424,28.87809093812635,32.4464111328125,DOWN
2024-03-19,2179.030029296875,2266.949951171875,2303.89990234375,2246.85009765625,2283.25,4220638,2368.0866960334265,2422.9613566258226,2512.7315358254077,25.19274713921746,35.107107979910715,DOWN
2024-03-20,2154.999755859375,2241.949951171875,2265.449951171875,2240.0,2250.0,2995013,2356.073672713279,2415.8628701374328,2510.0371916995023,18.776071510428594,35.317818777901785,DOWN
2024-03-21,2155.384033203125,2242.35009765625,2259.14990234375,2234.0,2234.0,3504486,2345.242856041181,2409.05844768719,2507.3736385249426,19.515730525039828,34.860665457589285,DOWN
2024-03-22,2169.03369140625,2256.550048828125,2266.0,2232.050048828125,2239.050048828125,3507809,2336.79592202089,2403.077726163305,2504.8778814135317,23.626683169732118,34.79994419642857,DOWN
2024-03-26,2153.12548828125,2240.0,2259.14990234375,2232.0,2232.10009765625,3027027,2327.5772627808055,2396.682521215725,2502.242280603447,19.110668759457752,35.06065150669643,DOWN
2024-03-27,2152.8369140625,2239.699951171875,2263.0,2236.0,2250.0,2168861,2319.2079950085263,2390.526341998319,2499.629919116566,20.641612624587694,34.78208705357143,DOWN
2024-03-28,2176.53125,2264.35009765625,2287.89990234375,2240.10009765625,2245.0,3186360,2313.9834333559284,2385.5782539849047,2497.288826365717,26.98604336300022,35.82850864955357,DOWN
2024-04-01,2197.244873046875,2285.89990234375,2295.0,2262.0,2270.0,1427873,2311.3088113547683,2381.669299018585,2495.185453987389,27.669166675504954,36.385654994419646,DOWN
2024-04-02,2198.01416015625,2286.699951171875,2298.0,2277.050048828125,2298.0,1221495,2308.9651103849687,2377.945010867734,2493.1109713723095,30.922874778187662,35.31065150669643,DOWN
2024-04-03,2177.347900390625,2265.199951171875,2281.85009765625,2261.050048828125,2281.85009765625,1175309,2304.796999983722,2373.5236359777,2490.8432000270313,29.8411757785437,35.067783900669646,DOWN
2024-04-04,2177.107666015625,2264.949951171875,2282.0,2249.25,2270.0,1890255,2301.0020429540223,2369.2658444166873,2488.595506008572,38.9108515988714,32.099940708705354,DOWN
2024-04-05,2179.030029296875,2266.949951171875,2280.5,2258.10009765625,2264.949951171875,1153449,2297.7589865938176,2365.2534564463026,2486.390077602237,32.64048554893016,30.853515625,DOWN
2024-04-08,2180.95263671875,2268.949951171875,2288.949951171875,2267.199951171875,2277.0,1127294,2295.015268934585,2361.4768483963253,2484.2264942546713,34.5354199548607,30.921369280133927,DOWN
2024-04-09,2176.338623046875,2264.14990234375,2274.60009765625,2255.75,2271.0,1189343,2292.0757102116486,2357.6601054138714,2482.036677419737,39.281438176228335,30.074951171875,DOWN
2024-04-10,2173.21435546875,2260.89990234375,2276.89990234375,2257.699951171875,2276.89990234375,2308993,2289.106585652801,2353.865587646416,2479.836311498583,47.79597884651987,27.371390206473215,DOWN
2024-04-12,2145.72412109375,2232.300048828125,2264.85009765625,2228.60009765625,2260.89990234375,3388551,2283.6964392885466,2349.098311614326,2477.3732641088272,46.574406938892956,28.035679408482142,DOWN
2024-04-15,2108.95751953125,2194.050048828125,2227.75,2190.0,2227.699951171875,4909564,2275.158687816125,2343.0179875834947,2474.554127638373,36.485712919510085,29.260689871651785,DOWN
2024-04-16,2134.670166015625,2220.800048828125,2231.25,2172.050048828125,2183.0,2821129,2269.9816745791727,2338.225127240147,2472.029211431306,40.653594771241835,31.064261300223215,DOWN
2024-04-18,2128.90283203125,2214.800048828125,2237.699951171875,2209.050048828125,2215.050048828125,3392171,2264.7262816505013,2333.3849280867344,2469.4697172760507,43.02712839476482,31.171404157366073,DOWN
2024-04-19,2145.05126953125,2231.60009765625,2243.75,2196.0,2220.0,2337694,2261.571406984382,2329.3933661090687,2467.1028553892866,47.94628409705707,32.65354701450893,DOWN
2024-04-22,2154.5673828125,2241.5,2253.550048828125,2229.050048828125,2250.0,1804108,2259.659844414441,2325.946567438125,2464.85805085805,43.73797359610552,30.960693359375,DOWN
2024-04-23,2174.9931640625,2262.75,2273.5,2248.699951171875,2253.0,1991778,2259.954144946399,2323.4682706758454,2462.847025476378,43.64537064091807,30.889264787946427,DOWN
2024-04-24,2172.590087890625,2260.25,2268.35009765625,2245.64990234375,2266.050048828125,1404398,2259.9823216181708,2320.9891228062043,2460.831134675618,42.80664339239545,31.0142822265625,DOWN
2024-04-25,2144.33056640625,2230.85009765625,2239.85009765625,2215.10009765625,2238.050048828125,4951866,2257.207824097988,2317.4542590748333,2458.5427661480626,41.04305156434817,32.407139369419646,DOWN
2024-04-26,2136.447998046875,2222.64990234375,2255.0,2218.60009765625,2245.0,2307512,2253.9165934547273,2313.7364411638105,2456.195573473393,39.4090988555829,32.6678466796875,DOWN
2024-04-29,2139.764404296875,2226.10009765625,2234.0,2220.0,2234.0,1395292,2251.2674033786816,2310.299721810573,2453.906066251332,39.8459299608817,32.06785365513393,DOWN
2024-04-30,2143.945556640625,2230.449951171875,2240.25,2225.0,2232.050048828125,2119102,2249.284788882795,2307.1683582561145,2451.6826223201933,40.54054054054054,31.585710797991073,DOWN
2024-05-02,2139.95654296875,2226.300048828125,2243.199951171875,2205.050048828125,2205.050048828125,2140383,2247.095766020446,2303.9970520040365,2449.4400096486306,40.67047551190134,32.964268275669646,DOWN
2024-05-03,2131.0654296875,2217.050048828125,2235.64990234375,2204.0,2232.0,2595307,2244.2342691449867,2300.587365604981,2447.127671730019,39.50206265949227,33.853550502232146,DOWN
