date,adj close,close,high,low,open,volume,ema_20,ema_50,ema_200,rsi_14,atr_14,trend
2024-01-16,187.1999969482422,187.1999969482422,187.8999938964844,185.6999969482422,186.6999969482422,2110805,187.1999969482422,187.1999969482422,187.1999969482422,,,SIDEWAYS
2024-01-17,186.6999969482422,186.6999969482422,187.8000030517578,185.1499938964844,186.9499969482422,1417488,187.15237790062312,187.18038910510495,187.19502182386407,,,DOWN
2024-01-18,183.3999938964844,183.3999938964844,186.75,179.4499969482422,186.6999969482422,1695612,186.79500799546707,187.03213831261004,187.15726035194984,,,DOWN
2024-01-19,182.75,182.75,185.6999969482422,182.3000030517578,185.0,1141798,186.4097691387559,186.86421131995866,187.11340701511455,,,DOWN
2024-01-23,176.0,176.0,183.3999938964844,174.4499969482422,182.5,1163114,185.4183625541125,186.43816381721518,187.00282585078506,,,DOWN
2024-01-24,176.25,176.25,179.1999969482422,172.1999969482422,176.0,1413443,184.54518516800653,186.03862798124595,186.89583255873745,,,DOWN
2024-01-25,178.14999389648438,178.14999389648438,179.1999969482422,174.39999389648438,175.9499969482422,899416,183.93611933262346,185.72926978184353,186.80880928846628,,,DOWN
2024-01-29,171.5500030517578,171.5500030517578,178.85000610351562,171.0500030517578,178.85000610351562,3074552,182.75648921063626,185.1732201061539,186.6569803706881,,,DOWN
2024-01-30,175.0500030517578,175.0500030517578,177.14999389648438,172.5500030517578,172.9499969482422,2198505,182.0225381478859,184.77623120205996,186.54148805905695,,,DOWN
2024-01-31,181.8999938964844,181.8999938964844,183.0,176.14999389648438,176.89999389648438,2813168,182.01086726680006,184.66343758223348,186.4953040375388,,,DOWN
2024-02-01,177.85000610351562,177.85000610351562,184.3000030517578,176.0,182.4499969482422,2199232,181.61459477505866,184.39624419091123,186.40928117252366,,,DOWN
2024-02-02,173.0,173.0,181.0,172.0,179.0,4481649,180.79415717743404,183.94933265401275,186.27585548921496,,,DOWN
2024-02-05,162.25,162.25,171.4499969482422,161.5,171.4499969482422,4756026,179.0280469700594,183.09837843228678,186.0367922505163,,,DOWN
2024-02-06,158.0500030517578,158.0500030517578,163.85000610351562,155.8000030517578,163.4499969482422,5077362,177.03013802545922,182.11608920167782,185.7583167361008,,6.750000000000002,DOWN
2024-02-07,154.8000030517578,154.8000030517578,160.0,153.75,160.0,5124903,174.91298231367813,181.04487013697508,185.45027381386853,21.776990794744194,7.039285932268415,DOWN
