date,close_price,atr,atr_multiplier,stoploss
2026-01-18,15859.0,331.29,1.0,15527.71
2026-01-18,15859.0,331.29,1.0,15527.71
2026-01-18,15859.0,331.29,1.5,15527.71
2026-01-18,15859.0,331.29,1.5,15527.71
2026-01-18,15859.0,331.29,1.5,15527.71
2026-01-18,15859.0,331.29,1.5,15527.71
