date,close_price,atr,atr_multiplier,stoploss
2026-01-18,329.2,8.81,2.0,311.58
2026-01-18,329.2,8.81,2.0,311.58
2026-01-18,329.2,8.81,1.5,315.99
2026-01-18,329.2,8.81,1.5,315.99
2026-01-18,329.2,8.81,1.5,315.99
2026-01-18,329.2,8.81,1.5,315.99
