date,close_price,atr,atr_multiplier,stoploss
2026-01-18,1042.3,15.03,1.0,1027.27
2026-01-18,1042.3,15.03,1.0,1027.27
2026-01-18,1042.3,15.03,1.5,1027.27
2026-01-18,1042.3,15.03,1.5,1027.27
2026-01-18,1042.3,15.03,1.5,1027.27
2026-01-18,1042.3,15.03,1.5,1027.27
