date,close_price,atr,atr_multiplier,stoploss
2026-01-18,1294.2,21.18,1.0,1273.02
2026-01-18,1294.2,21.18,1.0,1273.02
2026-01-18,1294.2,21.18,1.5,1273.02
2026-01-18,1294.2,21.18,1.5,1273.02
2026-01-18,1294.2,21.18,1.5,1273.02
2026-01-18,1294.2,21.18,1.5,1273.02
