date,close_price,atr,atr_multiplier,stoploss
2026-01-18,1410.8,23.01,2.0,1364.78
2026-01-18,1410.8,23.01,2.0,1364.78
2026-01-18,1410.8,23.01,2.0,1364.78
2026-01-18,1410.8,23.01,1.5,1376.28
2026-01-18,1410.8,23.01,1.5,1376.28
2026-01-18,1410.8,23.01,1.5,1376.28
2026-01-18,1410.8,23.01,1.5,1376.28
