date,close_price,atr,atr_multiplier,stoploss
2026-01-18,1689.8,31.51,1.0,1658.29
2026-01-18,1689.8,31.51,1.0,1658.29
2026-01-18,1689.8,31.51,1.0,1658.29
2026-01-18,1689.8,31.51,1.5,1658.29
2026-01-18,1689.8,31.51,1.5,1658.29
2026-01-18,1689.8,31.51,1.5,1658.29
2026-01-18,1689.8,31.51,1.5,1658.29
